num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
100,425,Ron Howard,Harrison Ford,14954,Mackenzie Phillips,1,california|car|drag racing|high school|rock 'n' roll,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,238,777000,1973,7.5,2.35,0
21,0,Katy Helvenston-Wettengal,Scott Helvenston,25,Donna Zovko,0,american politics|armed forces|political corruption|shady|war profiteer,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,24,750000,2006,7.7,1.78,274
82,357,Fred Armisen,Tina Fey,3071,Chris Kattan,0,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,73,750000,2007,6.9,1.85,307
271,522,Mark Duplass,Mary Lynn Rajskub,2714,Jeff Garlin,0,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,260,750000,2012,7.0,2.35,31000
5,95,Larry King,Isaac C. Singleton Jr.,548,Jeanette Branch,1,stand up comedy,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,8,,2011,7.5,1.85,614
255,246,Ben Crompton,MyAnna Buring,1269,Neil Maskell,0,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,209,500000,2011,6.3,2.35,0
292,74,Jake Ryan,Lena Dunham,1252,Pat Healy,0,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,247,750000,2011,5.5,2.35,0
178,389,Atticus Shaffer,Gary Oldman,12183,Rachel Brosnahan,1,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230,16000000,2009,4.8,2.35,0
120,48,Stefania Sandrelli,Jean-Louis Trintignant,500,Dominique Sanda,1,fascist|gun|italy|nudity|sexuality,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,101,750000,1970,8.1,1.66,0
31,21,Christel Khalil,Raymond J. Barry,243,Renee Faia,0,conspiracy theory|kennedy assassination|mock documentary|paranoia,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,31,750000,2002,6.6,1.78,163
114,201,Nichola Burley,Julian Morris,1558,Tom Burke,0,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,74,900000,2008,5.2,1.85,0
233,280,Michael Welch,Luke Grimes,2170,Whitney Able,1,drugs|female nudity|party|voyeur|voyeurism,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,129,750000,2006,5.6,2.35,2000
8,118,Jennifer Lee Wiggins,Dichen Lachman,1117,Michele Morrow,0,artist|blood|drug|tree sap|vampire,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,30,750000,2009,3.1,1.85,128
153,433,Lloyd Bridges,Gary Cooper,2496,Lon Chaney Jr.,0,appeasement|frontier justice|justice|one against many|street shootout,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,333,750000,1952,8.1,1.37,3000
53,2,Arthur Agee,William Gates,15,Isiah Thomas,0,athlete|basketball|high school|high school student|school,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,74,700000,1994,8.3,1.33,0
49,14,Christopher Toler,Kevin Scott Richardson,321,Tommy the Clown,0,clown|clowning|dance|gang|south central los angeles,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,46,,2005,7.1,1.33,903
4,567,Lauren Cohan,Peter Dinklage,26578,Erick Avari,0,first person shooter,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,11,,2014,8.1,,1000
64,36,Bruce Altman,Adam LeFevre,209,Walter Masterson,1,ephebophile|pederasty|pedophilia|playing hooky|shaving,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,109,700000,2001,7.2,1.85,420
23,195,Kara Hayward,Laura Fraser,1581,Louis Ozawa Changchien,,accused of witchcraft|based on short story,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,17,1000000,2014,6.3,2.35,523
8,311,Wesley Jonathan,Aimee Garcia,2476,Drew Sidora,0,brooklyn new york city|los angeles california|teacher|trauma|violence,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,10,,2009,4.0,,303
446,84,Thomas Kretschmann,Naomi Watts,7122,Evan Parke,0,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,207000000,2005,7.2,2.35,0
228,324,Paris Hilton,Robert Ri'chard,2160,Brian Van Holt,0,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,576,30000000,2005,5.3,1.85,0
208,71,Tristan Mack Wilds,Ryan Gosling,33734,Jeff Lima,2,bathroom|classroom|dialectics|drugs|student,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,189,700000,2006,7.2,1.85,0
2,236,Akima,Irene Bedard,1763,Max Gail,4,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,6,700000,1998,6.5,,102
25,48,Robinne Lee,Hill Harper,714,Chenoa Maxwell,2,friend|new year's eve|screwball|self discovery|social differences,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,36,650000,1997,6.5,,161
8,137,Steffinnie Phrommany,Mehcad Brooks,1210,Danielle Savre,3,cheating husband|female nudity|male nudity|male rear nudity|revenge,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,1,750000,2015,4.9,2.35,158
143,432,Lee Armstrong,Trey Loney,2483,Amy Lucas,0,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,79,,2013,5.2,1.85,0
21,442,Harvey Weinstein,Richard Curtis,1683,Elton John,0,celebrity|consumerism|fashion|media manipulation,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,8,400000,2009,7.4,,203
1,21,Dave Fennoy,Alfre Woodard,1359,Jane Goodall,1,east africa|hunter gatherer|indigenous|rift valley|swahili,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,1,650000,2014,7.4,,5
34,258,Madison Lintz,Sandra Ellis Lafferty,1553,Karolina Wydra,0,coma|crash,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,27,650000,2012,5.4,2.35,1000
5,2000,Lorraine Ziff,Matthew Ziff,283939,Michael Biehn,5,panties|white panties,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,5,625000,2013,3.9,,0
10,912,Justin Kirk,Leven Rambin,4767,Virginia Madsen,2,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,19,700000,2015,5.3,,0
66,23,Edward Everett Horton,Ginger Rogers,824,Eric Blore,2,dance|dancer|dancing|horse|tap dancing,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,98,609000,1935,7.8,1.37,1000
360,39,Joshua Leonard,Heather Donahue,399,Michael C. Williams,0,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,3400,60000,1999,6.4,1.33,0
53,136,Jimi Hendrix,Joe Cocker,778,Joan Baez,0,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,63,600000,1970,8.1,2.2,0
82,11,Barry Dennen,David Zucker,190,Tara Strohmeier,0,fake commercial|fake newscast|fake trailer|parody|spoof,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,109,650000,1977,6.5,1.85,0
15,254,David A.R. White,Stacy Keach,1281,Cynthia Watros,1,church|cigarette smoking|deacon|twin brother|twins,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,16,600000,2000,5.6,1.85,12
,20,Matthew Feeney,Kendyl Joi,85,Tac Fitzgerald,4,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,4,600000,2007,5.6,1.78,11
18,218,Jason London,William Smith,2288,Brent David Fraser,0,independent film|katana sword|los angeles storm drain,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,19,600000,1998,6.6,1.85,51
,359,Angela Nordeng,Nicholas Gonzalez,2241,Exie Booker,0,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,,2013,6.3,,358
22,0,Garba Touré,Aliou Touré,0,Khaira Arby,3,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2,400000,2015,7.7,,34
15,0,Colin Andrews,Karen Alexander,0,Francine Blake,0,crop circle|intelligence|paranormal|phenomenon|universe,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,13,750000,2002,7.0,,32
,271,Steven Michael Quezada,Russell Wong,1754,Lymari Nadal,0,china|faith|panama|photography|suspense,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,1,600000,2014,8.0,,9
18,2,Félix Moati,François Cluzet,553,Marianne Denicourt,2,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,1,,2016,7.2,,36
8,233,Annabella Sciorra,Paula Garcés,1707,John Brodsky,0,,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,9,600000,2013,4.5,,128
105,704,Ringo Starr,Paul McCartney,2538,George Harrison,1,boy|concert|drummer|manager|television,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,219,560000,1964,7.7,1.75,0
3,,,,0,,0,child labor|education|hispanic|labor|migration,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,2,560000,2011,7.2,,88
