director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,genres,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,actor_2_facebook_likes,imdb_score
Brian Helgeland,167,144,241,996,Rufus Sewell,Action|Adventure|Romance,18761,1,658,PG-13,65000000,3000,6.9
Gordon Chan,98,108,4,96,Lee Evans,Action|Comedy|Fantasy,1134,1,132,PG-13,41000000,312,5.2
M. Night Shyamalan,234,107,0,766,Haley Joel Osment,Drama|Mystery|Thriller,17540,0,2073,PG-13,40000000,3000,8.1
Asger Leth,258,102,20,54,Mandy Gonzalez,Action|Crime|Thriller,362,6,153,PG-13,42000000,81,6.6
David Frankel,108,100,64,296,Kevin Pollak,Comedy,2085,0,125,PG,41000000,574,6.2
John G. Avildsen,81,126,80,225,William Zabka,Action|Drama|Family|Sport,2004,0,235,PG,8000000,641,7.2
David O. Russell,538,138,737,14000,Christian Bale,Crime|Drama,83012,5,751,R,40000000,23000,7.3
Anne Fletcher,224,108,98,723,Denis O'Hare,Comedy|Drama|Romance,18656,1,273,PG-13,40000000,896,6.7
Bruce Beresford,129,105,78,298,Annabeth Gish,Crime|Mystery|Thriller,2129,0,336,R,70000000,489,6.4
Robert Zemeckis,125,108,0,690,Jeffrey Weissman,Adventure|Comedy|Sci-Fi,3660,0,327,PG,40000000,869,7.8
Luc Besson,433,89,0,903,Morgan Freeman,Action|Sci-Fi|Thriller,32325,0,918,R,40000000,11000,6.4
Sam Taylor-Johnson,362,129,456,716,Luke Grimes,Drama|Romance,4585,0,1360,R,40000000,935,4.1
Robert Rodriguez,93,84,0,2000,Salma Hayek,Action|Adventure|Comedy|Family|Sci-Fi,22935,3,188,PG,38000000,4000,4.1
Joel Schumacher,71,149,541,1000,Matthew McConaughey,Crime|Drama|Thriller,31349,3,236,R,40000000,11000,7.4
Shawn Levy,104,94,189,597,Alyson Stoner,Comedy|Family,7014,15,288,PG,40000000,2000,5.8
Peter Berg,319,121,532,127,Scott Elrod,Action|Biography|Drama|Thriller|War,1261,0,420,R,40000000,449,7.6
Penny Marshall,41,128,545,251,Lori Petty,Comedy|Drama|Sport,16751,3,166,PG,40000000,923,7.2
James Wan,300,134,0,336,Frances O'Connor,Horror|Mystery|Thriller,2676,0,279,R,40000000,575,7.8
David Fincher,556,120,21000,81,Dustin Fitzsimons,Biography|Drama,10555,0,696,PG-13,40000000,349,7.7
Ken Kwapis,161,129,42,49,Sabrina Revelle,Comedy|Drama|Romance,318,7,203,PG-13,40000000,50,6.4
David Zucker,151,89,119,807,Carmen Electra,Comedy,5855,8,410,PG-13,45000000,869,5.1
Wes Craven,212,116,0,71,Roger Jackson,Horror|Mystery,600,4,734,R,40000000,157,5.5
Robert Zemeckis,111,118,0,690,Jeffrey Weissman,Adventure|Comedy|Sci-Fi|Western,3986,0,263,PG,40000000,869,7.4
Etan Cohen,173,107,164,723,Alison Brie,Comedy|Crime,12556,2,144,R,40000000,2000,6.0
Francis Ford Coppola,181,155,0,10000,Anthony Hopkins,Fantasy|Horror|Romance,42220,0,654,R,40000000,12000,7.5
Nora Ephron,252,123,0,923,Mary Lynn Rajskub,Biography|Drama|Romance,13321,2,277,PG-13,40000000,935,7.0
Brian Helgeland,216,128,241,898,Christopher Meloni,Biography|Drama|Sport,16911,0,200,PG-13,40000000,3000,7.5
Anthony Minghella,203,139,333,1000,Matt Damon,Crime|Drama|Thriller,36810,1,696,R,40000000,13000,7.3
Bobby Farrelly,218,109,101,839,Kathleen Turner,Comedy,16179,1,285,PG-13,35000000,899,5.7
Frank Marshall,118,120,155,249,Bruce Greenwood,Adventure|Drama|Family,24300,1,263,PG,40000000,984,7.3
Nancy Meyers,241,121,278,808,Anne Hathaway,Comedy|Drama,36010,2,304,PG-13,35000000,11000,7.2
Tim Story,119,102,167,655,Nadine Velazquez,Action|Comedy,5178,0,58,PG-13,40000000,874,5.9
Michael Mann,89,117,0,322,Terry Kinney,Action|Adventure|Drama|Romance|War,2144,1,382,R,40000000,363,7.8
Taylor Hackford,209,178,138,748,Curtis Armstrong,Biography|Drama|Music,5074,0,433,PG-13,40000000,876,7.7
Frank Miller,374,147,436,175,Powers Boothe,Crime|Thriller,3924,1,1732,R,40000000,472,8.1
Pete Travis,235,90,38,882,Edgar Ramírez,Crime|Drama|Mystery|Thriller,6775,4,422,PG-13,40000000,897,6.6
John Hamburg,215,105,29,257,Jon Favreau,Comedy|Romance,28928,2,215,R,40000000,4000,7.1
Bobby Farrelly,109,114,101,398,Bruce McGill,Comedy|Drama|Fantasy|Romance,2842,2,426,PG-13,40000000,655,5.9
Oliver Stone,125,206,0,4,Jay O. Sanders,Drama|History|Thriller,698,1,442,R,40000000,256,8.0
John Whitesell,65,99,14,633,Nia Long,Comedy|Crime,19334,0,82,PG-13,40000000,826,4.6
Gore Verbinski,125,123,563,8000,Brad Pitt,Adventure|Comedy|Crime|Romance,43917,0,344,R,34000000,11000,6.1
Angelina Jolie Pitt,322,137,11000,465,Jack O'Connell,Biography|Drama|Sport|War,2938,0,351,PG-13,65000000,698,7.2
Burr Steers,191,102,23,651,Hunter Parrish,Comedy|Drama|Family|Fantasy|Romance,7009,1,185,PG-13,20000000,2000,6.4
Nick Cassavetes,191,109,415,119,Kate Upton,Comedy|Romance,2357,2,189,PG-13,40000000,971,6.0
David R. Ellis,221,82,160,748,Andrew Fiscella,Horror,303717,0,290,R,40000000,137000,5.2
Steven Spielberg,459,142,14000,423,Mark Rylance,Drama|History|Thriller,16944,0,355,PG-13,40000000,535,7.6
John Moore,131,106,212,389,David Keith,Action|Drama|Thriller|War,2544,2,411,PG-13,40000000,563,6.4
Nicholas Stoller,222,114,89,177,Mario Lopez,Comedy|Music,2091,2,197,R,,719,6.4
Peter Chelsom,118,106,23,418,Nick Cannon,Comedy|Drama|Romance,2325,2,211,PG-13,50000000,593,6.1
Joe Dante,100,108,287,823,Denis Leary,Action|Adventure|Comedy|Family|Sci-Fi,8610,0,139,PG-13,40000000,835,6.1
Mark A.Z. Dippé,70,98,20,968,Frank Welker,Action|Horror,7039,0,209,R,40000000,2000,5.2
Kevin Reynolds,138,131,58,720,James Frain,Action|Adventure|Drama|Romance|Thriller,17152,1,544,PG-13,35000000,1000,7.7
Brad Furman,274,118,65,638,Margarita Levieva,Crime|Drama|Thriller,13943,1,203,R,40000000,980,7.3
Jaume Collet-Serra,349,113,174,767,Frank Langella,Action|Mystery|Thriller,17152,3,332,PG-13,30000000,903,6.9
Christopher Nolan,341,130,22000,19000,Hugh Jackman,Drama|Mystery|Sci-Fi|Thriller,63986,1,1100,PG-13,40000000,20000,8.5
Sean Anders,196,116,51,465,Christoph Waltz,Comedy|Crime,30571,7,187,R,42000000,11000,6.3
Cal Brunker,83,89,7,91,Paul Scheer,Adventure|Animation|Comedy|Family|Sci-Fi,3361,2,44,PG,40000000,190,5.9
Mel Gibson,283,139,0,19,Dalia Hernández,Action|Adventure|Drama|Thriller,848,0,1043,R,40000000,78,7.8
John Glen,105,130,46,162,Desmond Llewelyn,Action|Adventure|Thriller,1233,1,271,PG,30000000,244,6.7
Nimród Antal,351,107,190,520,Alice Braga,Action|Adventure|Sci-Fi|Thriller,4243,0,619,R,40000000,1000,6.4
Ivan Reitman,16,116,425,204,Debra Winger,Comedy|Crime|Romance,2179,3,34,PG,40000000,568,5.9
David Koepp,195,96,192,501,Charles S. Dutton,Mystery|Thriller,41293,1,531,PG-13,40000000,534,6.6
Alejandro Agresti,175,99,18,211,Dylan Walsh,Drama|Fantasy|Romance,18693,0,548,PG,40000000,426,6.8
Iain Softley,193,104,34,280,Deneen Tyler,Horror|Mystery|Thriller,1274,0,371,PG-13,43000000,351,6.5
Peter Hedges,169,105,54,988,Odeya Rush,Comedy|Drama|Family|Fantasy,9069,0,110,PG,25000000,2000,6.6
Paul Weiland,128,101,10,681,Beau Garrett,Comedy|Romance,4298,2,101,PG-13,40000000,689,5.8
Clint Eastwood,249,134,16000,235,Steve Schirripa,Biography|Drama|Music|Musical,2281,1,190,R,40000000,413,6.9
Francis Ford Coppola,91,135,0,913,Dean Stockwell,Crime|Drama|Thriller,16762,1,141,PG-13,40000000,936,7.1
Mathieu Kassovitz,207,98,326,416,Charles S. Dutton,Horror|Mystery|Thriller,22318,1,376,R,40000000,534,5.8
Steven Spielberg,77,155,14000,11000,Morgan Freeman,Drama|History,37570,2,227,R,36000000,11000,7.2
John McTiernan,25,106,323,0,José Wilker,Adventure|Drama|Romance,519,2,56,PG-13,40000000,47,6.0
Colin Strause,211,102,25,473,Johnny Lewis,Action|Horror|Sci-Fi|Thriller,4324,0,998,R,40000000,741,4.7
Donald Petrie,19,95,80,287,John Larroquette,Comedy|Family,4634,1,39,PG,40000000,450,5.2
Joan Chen,101,103,643,586,Sam Trammell,Drama|Romance,26938,2,180,PG-13,40000000,1000,5.5
Marc Lawrence,175,95,30,664,Scott Porter,Comedy|Music|Romance,2787,4,291,PG-13,,690,6.5
Greg Mottola,342,109,99,57,Nelson Ascencio,Adventure|Comedy|Sci-Fi,390,0,334,R,40000000,61,7.0
Anne Fletcher,147,95,98,78,Tom Virtue,Comedy|Drama,1070,1,103,PG-13,40000000,358,5.8
Wes Craven,420,111,0,687,Aimee Teegarden,Horror|Mystery,4486,0,518,R,40000000,741,6.2
Joel Schumacher,138,123,541,173,Chris Bauer,Mystery|Thriller,12970,1,587,R,40000000,638,6.5
Oliver Stone,82,140,0,552,Kevin Dillon,Biography|Drama|Music|Musical,3044,1,209,R,38000000,576,7.2
Jake Kasdan,201,94,52,214,Randall Park,Comedy,1488,2,158,R,40000000,392,5.1
Diane Keaton,82,94,0,235,Celia Weston,Comedy|Drama,1238,3,130,PG-13,60000000,258,4.7
Steven Quale,277,92,77,495,Jacqueline MacInnes Wood,Horror,3074,0,227,R,40000000,682,5.9
Kelly Makin,90,102,6,584,Burt Young,Comedy|Crime|Romance,2913,1,117,PG-13,40000000,683,5.8
Mimi Leder,157,123,75,754,Haley Joel Osment,Drama,23920,2,660,PG-13,40000000,3000,7.2
Bobby Farrelly,124,104,101,223,KaDee Strickland,Comedy|Drama|Romance|Sport,1827,1,208,PG-13,30000000,299,6.2
,3,30,,12,Melissa Altro,Animation|Comedy|Family,108,0,43,TV-Y,,21,7.4
Steven Brill,146,102,65,490,Shaun Weiss,Comedy|Drama,3239,1,101,PG-13,40000000,613,5.7
Seth MacFarlane,303,136,3000,3000,Charlize Theron,Comedy|Western,28927,3,416,R,40000000,9000,6.1
Russell Mulcahy,70,93,85,510,Peter Boyle,Action|Adventure|Crime|Fantasy|Mystery|Thriller,2711,0,146,PG-13,25000000,595,6.0
Stephen Daldry,283,129,335,64,Thomas Horn,Adventure|Drama|Mystery,15595,1,341,PG-13,40000000,467,6.9
Roger Michell,212,107,50,58,Patti D'Arbanville,Comedy|Drama|Romance,621,0,156,PG-13,40000000,117,6.5
Jim Sheridan,98,117,260,441,Bill Duke,Biography|Crime|Drama|Music,3969,0,284,R,40000000,1000,5.0
Christian Duguay,110,116,18,249,Cary-Hiroyuki Tagawa,Action|Adventure|Crime|Thriller,3753,0,167,R,40000000,1000,5.7
Chris Columbus,146,135,0,715,David Fine,Drama|Musical|Romance,5917,1,754,PG-13,40000000,1000,7.0
Chuck Russell,100,107,55,294,Jimmy Smits,Crime|Drama|Horror|Thriller,4565,0,188,R,40000000,941,5.1
Sam Weisman,62,90,39,210,Valerie Perri,Comedy,1335,2,105,PG-13,40000000,322,5.3
John Frankenheimer,70,99,287,44,Temuera Morrison,Horror|Sci-Fi|Thriller,10469,2,164,PG-13,40000000,368,4.4
Peter Hyams,107,104,0,327,Justin Chambers,Action|Adventure|Romance,2888,0,291,PG-13,40000000,931,4.7
Justin Chadwick,169,115,56,19000,Scarlett Johansson,Biography|Drama|History|Romance,77823,3,252,PG-13,35000000,19000,6.7
Pat O'Connor,94,119,7,903,Charlize Theron,Drama|Romance,29484,1,274,PG-13,40000000,9000,6.7
Stephen Hopkins,190,99,81,135,Andrea Frankle,Horror|Thriller,960,0,178,R,40000000,253,5.7
Martin Scorsese,112,112,17000,354,David Carradine,Crime|Drama|Romance|Thriller,23737,0,223,R,500000,926,7.4
Penny Marshall,12,128,545,353,Cliff Robertson,Comedy|Drama,3126,1,61,PG-13,40000000,754,6.1
Olivier Megaton,201,112,118,674,Callum Blue,Action|Crime|Drama|Thriller,3432,0,203,PG-13,40000000,738,6.4
Frederik Du Chau,34,86,7,795,Jaleel White,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,14275,0,67,G,40000000,908,6.2
Michael Caton-Jones,104,108,105,616,James Franco,Crime|Drama|Mystery|Thriller,34377,1,166,R,60000000,11000,6.2
Irwin Winkler,55,128,34,685,Nathan Lane,Drama|Romance,3821,1,106,PG-13,60000000,886,5.9
Joseph Kahn,86,84,33,1000,Jay Hernandez,Action|Comedy|Crime,5039,0,207,PG-13,40000000,1000,4.0
Harold Becker,50,111,17,889,Martin Landau,Drama|Thriller,17877,2,60,R,40000000,940,6.2
Paul Verhoeven,181,131,719,683,Elizabeth Berkley,Drama,18913,0,450,NC-17,45000000,893,4.6
Sofia Coppola,260,123,0,826,Shirley Henderson,Biography|Drama|History|Romance,7243,1,619,PG-13,40000000,887,6.4
Barbet Schroeder,40,101,58,497,Michael Rapaport,Action|Crime|Thriller,14008,3,60,R,40000000,975,5.9
Stephen Kay,102,102,19,351,Miranda Richardson,Action|Crime|Drama|Thriller,14463,1,284,R,40000000,530,5.1
