duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
88,82,571,Essence Atkins,756,25615792,Action|Comedy|Music,Dance Flick ,10161,4378,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1,50,English,PG-13,25000000,713,3.5,1.85,657
142,0,461,Jeffrey DeMunn,11000,28341469,Crime|Drama,The Shawshank Redemption ,1689764,13495,http://www.imdb.com/title/tt0111161/?ref_=fn_tt_tt_1,4144,English,R,25000000,745,9.3,1.85,108000
92,23,162,Paul Hogan,460,25590119,Adventure|Comedy|Crime,Crocodile Dundee in Los Angeles ,19699,1315,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,119,English,PG,21150000,442,4.8,1.85,387
117,101,743,Lin Shaye,13000,24944213,Comedy|Sport,Kingpin ,63459,16937,http://www.imdb.com/title/tt0116778/?ref_=fn_tt_tt_1,185,English,PG-13,27000000,852,6.9,2.35,3000
111,81,81,Cjon Saulsberry,3000,33631221,Crime|Drama|Thriller,The Gambler ,48559,3784,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1,145,English,R,25000000,571,6.0,2.35,0
121,53,8000,Meryl Streep,19000,37738400,Drama,August: Osage County ,67797,39690,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,285,English,R,25000000,11000,7.3,2.35,30000
98,3,28,Trevor Blumas,90,24381334,Comedy|Drama|Family|Sport,Ice Princess ,19737,235,http://www.imdb.com/title/tt0396652/?ref_=fn_tt_tt_1,81,English,G,,89,6.0,1.85,901
107,13,165,Tyrone Giordano,618,21835784,Comedy|Drama|Romance,A Lot Like Love ,58297,1095,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,161,English,PG-13,30000000,172,6.6,1.85,0
106,452,141,Taron Egerton,20000,15785632,Biography|Comedy|Drama|Sport,Eddie the Eagle ,32507,21195,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119,English,PG-13,23000000,732,7.5,2.35,15000
136,0,3000,Milla Jovovich,18000,21554585,Drama|Sport,He Got Game ,36108,37315,http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1,109,English,R,25000000,14000,6.9,1.85,0
97,19,977,Marlon Brando,40000,22200000,Comedy|Drama|Romance,Don Juan DeMarco ,41310,52122,http://www.imdb.com/title/tt0112883/?ref_=fn_tt_tt_1,117,English,PG-13,25000000,10000,6.8,1.85,0
7,,3,John Sparkes,45,,Animation|Comedy|Family,Shaun the Sheep             ,7968,55,http://www.imdb.com/title/tt0983983/?ref_=fn_tt_tt_1,12,English,TV-G,,7,8.3,,834
108,529,690,Henry Thomas,17000,80014842,Drama|Romance|War,Dear John ,104356,19945,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,186,English,PG-13,25000000,861,6.3,2.35,14000
97,41,619,Jason Patric,11000,23527955,Action|Crime|Drama|Mystery|Thriller,The Losers ,74691,12841,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165,English,PG-13,25000000,673,6.4,2.35,0
99,24,155,Alan Dale,3000,24042490,Fantasy|Horror|Thriller,Don't Be Afraid of the Dark ,40776,3744,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,250,English,R,25000000,441,5.6,1.85,10000
103,5,874,Jet Li,26000,22466994,Action|Crime|Thriller,War ,72673,33565,http://www.imdb.com/title/tt0499556/?ref_=fn_tt_tt_1,166,English,R,25000000,5000,6.3,2.35,0
95,0,98,Emily Watson,11000,17791031,Comedy|Drama|Romance|Thriller,Punch-Drunk Love ,109855,11994,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,888,English,R,25000000,876,7.3,2.35,0
93,17,360,Scott Mechlowicz,13000,17718223,Comedy,EuroTrip ,162067,14180,http://www.imdb.com/title/tt0356150/?ref_=fn_tt_tt_1,316,English,R,25000000,634,6.6,1.85,0
98,70,223,Nia Peeples,462,15361537,Action|Crime|Thriller,Half Past Dead ,12263,1855,http://www.imdb.com/title/tt0297162/?ref_=fn_tt_tt_1,132,English,PG-13,13000000,444,4.6,1.85,564
90,176,825,Rob Riggle,931,16647384,Adventure|Comedy|Family|Romance,Unaccompanied Minors ,8398,4431,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56,English,PG,26000000,839,5.1,2.35,498
107,21,418,Phoebe Cates,967,16118077,Drama,Bright Lights, Big City ,5817,3067,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,37,English,R,25000000,767,5.6,1.85,377
90,48,376,Udo Kier,940,15091542,Adventure|Family|Fantasy|Musical,The Adventures of Pinocchio ,4086,2465,http://www.imdb.com/title/tt0115472/?ref_=fn_tt_tt_1,22,Italian,G,25000000,595,5.3,2.35,246
120,0,58,Matthew Knight,577,15331289,Drama|History|Sport,The Greatest Game Ever Played ,22289,1217,http://www.imdb.com/title/tt0388980/?ref_=fn_tt_tt_1,106,English,PG,,464,7.5,1.85,0
115,219,258,Gillian Jacobs,902,15045676,Drama|Fantasy|Mystery|Thriller,The Box ,76303,2466,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,376,English,PG-13,16000000,837,5.6,2.35,0
93,27,49,Jonathan Tucker,960,17427926,Horror,The Ruins ,60062,1749,http://www.imdb.com/title/tt0963794/?ref_=fn_tt_tt_1,351,English,R,8000000,664,5.9,2.35,0
99,154,347,Rupert Everett,774,14983572,Comedy|Drama|Romance,The Next Best Thing ,9361,2498,http://www.imdb.com/title/tt0156841/?ref_=fn_tt_tt_1,162,English,PG-13,25000000,692,4.7,1.85,378
107,0,255,Emily Meade,798,14637490,Horror|Mystery|Thriller,My Soul to Take ,16411,2537,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,English,R,25000000,374,4.8,2.35,0
110,42,111,Timothy Bottoms,355,14589444,Comedy|Drama|Romance,The Girl Next Door ,171151,911,http://www.imdb.com/title/tt0265208/?ref_=fn_tt_tt_1,513,English,R,25000000,155,6.8,1.85,0
101,17,218,Zach Grenier,900,14095303,Action|Crime|Mystery|Romance|Thriller,Maximum Risk ,15814,1634,http://www.imdb.com/title/tt0117011/?ref_=fn_tt_tt_1,68,English,R,25000000,246,5.4,2.35,503
85,54,455,Megan Mullally,985,13973532,Comedy|Crime,Stealing Harvard ,11211,3065,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,92,English,PG-13,25000000,637,5.1,1.85,215
132,241,151,Paul Anderson,27000,1865774,Biography|Crime|Drama|History|Thriller,Legend ,87682,27659,http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1,174,English,R,30000000,154,7.0,2.35,43000
88,82,432,Jorma Taccone,874,13920741,Comedy,Hot Rod ,59900,2062,http://www.imdb.com/title/tt0787475/?ref_=fn_tt_tt_1,149,English,PG-13,,434,6.7,2.35,0
90,160,852,Joel David Moore,963,18860403,Horror|Thriller,Shark Night 3D ,20823,4952,http://www.imdb.com/title/tt1633356/?ref_=fn_tt_tt_1,130,English,PG-13,25000000,936,4.0,1.85,0
145,317,70,Devon Murray,876,13038660,Drama,Angela's Ashes ,16995,1282,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,163,English,R,25000000,219,7.3,1.85,0
110,425,148,Chi McBride,3000,28831145,Drama|Sport,Draft Day ,39357,3757,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,113,English,R,25000000,466,6.8,2.35,14000
101,365,141,Steve Railsback,338,,Action|Horror|Sci-Fi|Thriller,Lifeforce ,15531,1008,http://www.imdb.com/title/tt0089489/?ref_=fn_tt_tt_1,189,English,R,25000000,246,6.1,2.35,0
30,,265,Jennifer Hale,971,,Action|Animation|Comedy|Family|Fantasy|Sci-Fi,The Powerpuff Girls             ,23664,2346,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,60,English,TV-Y7,,918,7.2,4.0,581
122,0,939,Tom Wilkinson,18000,11538204,Crime|Drama|History,The Conspirator ,23696,21163,http://www.imdb.com/title/tt0968264/?ref_=fn_tt_tt_1,135,English,PG-13,25000000,1000,7.0,2.35,0
107,308,872,Michael Angarano,13000,11008432,Biography|Drama|Sport,Lords of Dogtown ,43903,16651,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,194,English,PG-13,25000000,947,7.1,1.85,5000
127,36,399,James Brolin,562,12188642,Biography|Drama|History,The 33 ,21098,2230,http://www.imdb.com/title/tt2006295/?ref_=fn_tt_tt_1,56,English,PG-13,26000000,499,6.9,2.35,0
99,0,52,Kate Burton,400,11100000,Action|Adventure|Comedy|Fantasy,Big Trouble in Little China ,92464,896,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,331,English,PG-13,25000000,223,7.3,2.35,19000
104,8,8,Malonn Lévana,172,,Comedy|Romance,A Perfect Plan ,5525,210,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,11,French,,17000000,20,6.3,2.35,853
140,149,581,Frank Grillo,27000,13651662,Drama|Sport,Warrior ,332276,29692,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1,514,English,PG-13,25000000,798,8.2,2.35,77000
133,277,8000,Liam Neeson,25000,11030963,Biography|Drama|Thriller|War,Michael Collins ,24145,48482,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,93,English,R,28000000,14000,7.1,1.85,0
271,33,251,William Morgan Sheppard,854,10769960,Drama|History|War,Gettysburg ,21940,2107,http://www.imdb.com/title/tt0107007/?ref_=fn_tt_tt_1,256,English,PG,25000000,702,7.7,1.85,0
112,108,2000,Channing Tatum,23000,10911750,Drama|War,Stop-Loss ,17757,43560,http://www.imdb.com/title/tt0489281/?ref_=fn_tt_tt_1,99,English,R,25000000,17000,6.5,1.85,982
99,79,956,Zooey Deschanel,16000,10719367,Drama|Music|Mystery|Romance|Thriller,Abandon ,7909,28987,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157,English,PG-13,25000000,11000,4.9,2.35,261
100,57,92,Tom Amandes,181,10114315,Drama|Mystery|Thriller,Brokedown Palace ,18693,582,http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1,187,English,PG-13,25000000,151,6.4,2.35,0
92,30,309,Madison Davenport,941,49122319,Horror|Thriller,The Possession ,47169,2348,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162,English,PG-13,14000000,459,5.9,2.35,17000
105,121,354,Jane Krakowski,3000,10070000,Comedy|Drama|Romance,Mrs. Winterbourne ,5668,5023,http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1,50,English,PG-13,25000000,624,6.2,1.85,491
110,37,268,Laz Alonso,10000,10324441,Action|Drama|Thriller,Straw Dogs ,27117,11431,http://www.imdb.com/title/tt0999913/?ref_=fn_tt_tt_1,140,English,R,25000000,826,5.8,2.35,7000
116,529,174,Christopher Evan Welch,442,7156933,Comedy|Drama,The Hoax ,14581,1134,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,74,English,R,25000000,252,6.7,1.85,348
88,22,120,Sam McMurray,174,9286314,Action|Crime|Drama|Thriller,Stone Cold ,4972,583,http://www.imdb.com/title/tt0102984/?ref_=fn_tt_tt_1,62,English,R,17000000,132,5.9,1.85,0
111,214,3000,Charlize Theron,10000,56692,Adventure|Drama,The Road ,177401,23566,http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1,504,English,R,25000000,9000,7.3,2.35,32000
117,71,42,Donovan Scott,433,,Adventure|Fantasy,Sheena ,3334,611,http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1,52,English,PG,25000000,54,4.8,2.35,739
95,32,324,Nick Cannon,843,5654777,Action|Comedy|Crime|Drama|Thriller,Underclassman ,4875,2165,http://www.imdb.com/title/tt0373416/?ref_=fn_tt_tt_1,26,English,PG-13,25000000,593,4.1,2.35,206
95,6,248,Chris Klein,849,5516708,Comedy|Romance,Say It Isn't So ,11375,2413,http://www.imdb.com/title/tt0239949/?ref_=fn_tt_tt_1,91,English,R,25000000,841,4.9,1.85,295
127,79,50,Antony Starr,12000,5128124,Biography|Drama|Sport,The World's Fastest Indian ,44198,12574,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,251,English,PG-13,25000000,506,7.9,2.35,11000
105,160,490,Kenan Thompson,852,34014398,Action|Adventure|Crime|Drama|Thriller,Snakes on a Plane ,115650,2603,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033,English,R,33000000,521,5.6,2.35,4000
104,54,919,Lori Petty,6000,4064333,Action|Comedy|Sci-Fi,Tank Girl ,24790,9662,http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1,173,English,R,25000000,923,5.2,2.35,0
95,2,807,Loretta Devine,927,4006906,Comedy|Crime,King's Ransom ,3229,4990,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,20,English,PG-13,15000000,912,4.1,1.85,83
121,353,18,Joe Pingue,45,3073392,Drama|Mystery|Sci-Fi|Thriller,Blindness ,59462,142,http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1,300,English,R,25000000,30,6.6,1.85,0
92,892,492,Udo Kier,783,1550000,Action|Adventure|Fantasy|Horror,BloodRayne ,30628,2930,http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1,471,English,R,25000000,595,2.9,2.35,937
80,2000,132,Christoph Waltz,14000,,Comedy|Drama,Carnage ,96480,25143,http://www.imdb.com/title/tt1692486/?ref_=fn_tt_tt_1,181,English,R,25000000,11000,7.2,2.35,21000
107,460,490,Alison Lohman,14000,871527,Crime|Drama|Mystery|Thriller,Where the Truth Lies ,14982,16090,http://www.imdb.com/title/tt0373450/?ref_=fn_tt_tt_1,128,English,R,25000000,1000,6.5,2.35,507
91,80,31,Erica Linz,473,12495865,Fantasy,Cirque du Soleil: Worlds Away ,7100,539,http://www.imdb.com/title/tt1792647/?ref_=fn_tt_tt_1,35,English,PG,,31,6.8,,0
117,162,745,Monica Potter,2000,777423,Biography|Drama|Sport,Without Limits ,5841,4351,http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,57,English,PG-13,25000000,878,7.2,2.35,942
107,0,240,Aidan McArdle,962,1186957,Drama,Me and Orson Welles ,9264,1591,http://www.imdb.com/title/tt1175506/?ref_=fn_tt_tt_1,69,English,PG-13,25000000,266,6.8,2.35,0
131,911,232,Sean Buchanan,5000,85433,Crime|Drama|Mystery|Romance,The Best Offer ,69676,5954,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,131,English,R,13500000,234,7.8,2.35,31000
122,0,407,Shea Whigham,12000,1697956,Crime|Drama,Bad Lieutenant: Port of Call New Orleans ,64944,13809,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,212,English,R,20000000,463,6.7,1.85,6000
88,4,602,Jenny McCarthy,783,,Adventure|Animation|Family,A Turtle's Tale: Sammy's Adventures ,5385,3874,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,22,English,PG,,749,6.1,2.35,0
134,0,92,Benoît Magimel,541,183662,Comedy|Drama,Little White Lies ,18395,890,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,48,French,Not Rated,25000000,173,7.1,2.35,0
117,138,416,Bai Ling,908,134904,Comedy|Drama|Romance|Sport,Love Ranch ,2395,3204,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,17,English,R,25000000,581,5.7,1.78,636
80,0,0,André Wilms,44,,Adventure|Animation|Comedy,The True Story of Puss'N Boots ,753,53,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,24,English,G,25000000,9,2.9,,90
85,0,7,Evgeniy Mironov,21,,Adventure|Animation|Comedy|Family,Space Dogs ,891,48,http://www.imdb.com/title/tt1272051/?ref_=fn_tt_tt_1,8,Russian,G,25000000,15,5.2,,200
138,0,1000,Brad Pitt,13000,16969390,Crime|Drama|Thriller,The Counselor ,80861,27797,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,431,English,R,25000000,11000,5.3,2.35,24000
121,9,520,Mackenzie Crook,1000,,Action|Adventure|History|Romance,Ironclad ,34338,3287,http://www.imdb.com/title/tt1233301/?ref_=fn_tt_tt_1,103,English,R,25000000,870,6.2,2.35,0
134,27,87,Dan O'Herlihy,279,,Action|Drama|History|War,Waterloo ,5911,705,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,76,English,G,25000000,128,7.3,2.35,690
100,3,55,Charlie Yeung,79,129115,Action|Drama,Kung Fu Killer ,5900,285,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,26,Cantonese,,25000000,68,6.5,2.35,0
100,535,399,Mario Van Peebles,668,,Action|Thriller,Red Sky ,1084,2204,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,11,English,PG-13,25000000,535,4.1,,437
119,350,418,Peter Capaldi,18000,34700000,Drama|Romance,Dangerous Liaisons ,52846,35501,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,English,R,14000000,17000,7.7,1.85,0
137,179,4000,Viggo Mortensen,17000,717753,Adventure|Drama,On the Road ,33107,33747,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,128,English,R,25000000,10000,6.1,2.35,27000
119,12000,643,Nichelle Nichols,12000,109713132,Adventure|Comedy|Sci-Fi,Star Trek IV: The Voyage Home ,61621,15449,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219,English,PG,25000000,664,7.3,2.35,0
139,13000,461,Burt Young,13000,70269171,Drama|Sport,Rocky Balboa ,162130,15111,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,962,English,PG,24000000,683,7.2,1.85,0
114,19,848,Edgar Ramírez,1000,28772222,Action|Crime|Sport|Thriller,Point Break ,33958,3962,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,English,PG-13,105000000,897,5.3,2.35,37000
120,0,221,Jada Pinkett Smith,865,101334374,Horror|Mystery,Scream 2 ,124941,2321,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,488,English,R,24000000,851,6.1,2.35,0
98,149,439,Noah Emmerich,20000,1512815,Action|Drama|Western,Jane Got a Gun ,8885,21414,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,56,English,R,25000000,617,5.8,2.35,0
106,167,676,Regina Hall,966,65182182,Comedy|Romance,Think Like a Man Too ,15310,4830,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,38,English,PG-13,24000000,807,5.7,2.35,3000
98,36,900,Matthew Perry,13000,57262492,Comedy|Crime,The Whole Nine Yards ,90374,17582,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,318,English,R,24000000,2000,6.7,1.85,0
107,71,304,Chris Penn,967,80000000,Drama|Music|Romance,Footloose ,51459,1962,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113,English,PG,8200000,455,6.5,1.85,0
88,480,497,Leah Remini,8000,74608545,Comedy,Old School ,185258,10325,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,404,English,R,24000000,909,7.2,2.35,0
137,0,161,David Hyde Pierce,12000,41895491,Comedy|Drama|Fantasy,The Fisher King ,63274,12947,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,170,English,R,24000000,443,7.6,1.85,12000
100,41,970,Mekhi Phifer,45000,39989008,Horror|Mystery,I Still Know What You Did Last Summer ,55398,49847,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,418,English,R,24000000,1000,4.6,2.35,891
115,597,597,Jim Belushi,893,32662299,Comedy|Drama|Romance,Return to Me ,16469,3946,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275,English,PG,24000000,854,6.9,1.85,0
101,0,92,Jeff Anderson,218,31452765,Comedy|Romance,Zack and Miri Make a Porno ,149835,638,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,243,English,R,24000000,216,6.6,1.85,0
110,119,265,Pruitt Taylor Vince,11000,25167270,Comedy|Crime|Drama,Nurse Betty ,30119,12254,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,263,English,R,24000000,592,6.3,2.35,455
94,293,939,Jeff Bridges,18000,32416109,Comedy|War,The Men Who Stare at Goats ,109620,32474,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,268,English,R,25000000,12000,6.2,2.35,15000
88,269,384,Eddie Griffin,1000,20218,Action|Comedy|Crime|Thriller,Double Take ,5431,2557,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,50,English,PG-13,24000000,489,5.3,2.35,204
127,446,898,Clea DuVall,11000,28871190,Biography|Drama,Girl, Interrupted ,125421,13433,http://www.imdb.com/title/tt0172493/?ref_=fn_tt_tt_1,385,English,R,24000000,1000,7.3,1.85,0
95,126,886,Gary Cole,2000,16964743,Comedy|Romance,Win a Date with Tad Hamilton! ,22844,4681,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140,English,PG-13,24000000,989,5.6,2.35,876
87,25,611,F. Murray Abraham,1000,16290976,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Muppets from Space ,14637,3243,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,100,English,G,24000000,670,6.2,1.85,619
118,0,227,Diana Ross,738,13000000,Adventure|Family|Fantasy|Music|Musical,The Wiz ,10895,1458,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,150,English,G,24000000,295,5.2,1.85,0
107,48,940,Ellen Albertini Dow,1000,12372410,Comedy|Sport,Ready to Rumble ,11709,4971,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,101,English,PG-13,24000000,957,5.3,1.85,650
124,41,197,Robert Wagner,512,8427204,Comedy|Drama|Sport,Play It to the Bone ,10100,1523,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,59,English,R,24000000,481,5.4,2.35,153
89,41,847,Busy Philipps,2000,9639242,Comedy|Romance,I Don't Know How She Does It ,16437,5470,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68,English,PG-13,24000000,1000,4.9,1.85,0
88,192,847,Kelly Brook,3000,25003072,Comedy|Horror,Piranha 3D ,72552,5737,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,374,English,R,24000000,859,5.5,2.35,13000
118,18000,286,Bob Hoskins,18000,6144806,Biography|Drama|Music|Musical,Beyond the Sea ,12821,23689,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,248,English,PG-13,23000000,5000,6.7,2.35,0
93,9,254,M.C. Gainey,23000,4308981,Comedy|Family,Meet the Deedles ,2265,24436,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37,English,PG,24000000,284,3.9,,839
80,18,73,Kenneth Williams,742,669276,Action|Adventure|Animation|Comedy|Fantasy,The Princess and the Cobbler ,2541,1088,http://www.imdb.com/title/tt0112389/?ref_=fn_tt_tt_1,47,English,G,28000000,83,7.2,2.35,408
120,6,382,F. Murray Abraham,22000,42880,Drama|Romance,The Bridge of San Luis Rey ,2919,23769,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,50,English,PG,24000000,670,5.1,1.85,181
98,88,706,Tom Berenger,12000,23225911,Action|Crime|Drama|Thriller,Faster ,80574,14699,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,157,English,R,24000000,854,6.5,2.35,12000
119,6000,422,Blythe Danner,23000,4710455,Adventure|Animation|Family|Fantasy,Howl's Moving Castle ,214091,24263,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,330,Japanese,PG,24000000,713,8.2,1.85,13000
88,181,11,Bill Murray,15000,75590286,Adventure|Comedy|Horror|Sci-Fi,Zombieland ,386217,28011,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,553,English,R,23600000,13000,7.7,2.35,26000
201,0,84,Thomas Kretschmann,6000,218051260,Action|Adventure|Drama|Romance,King Kong ,316020,7122,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,English,PG-13,207000000,918,7.2,2.35,0
90,153,427,Clint Howard,11000,161487252,Comedy|Sport,The Waterboy ,119450,13823,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,300,English,PG-13,20000000,1000,6.1,1.85,0
127,883,441,Kenny Baker,11000,290158751,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode V - The Empire Strikes Back ,837759,12643,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,900,English,PG,18000000,504,8.8,2.35,17000
119,0,244,Tchéky Karyo,10000,65807024,Action|Comedy|Crime|Drama|Thriller,Bad Boys ,172405,11013,http://www.imdb.com/title/tt0112442/?ref_=fn_tt_tt_1,203,English,R,19000000,345,6.8,1.85,0
85,119,144,Priscilla Presley,3000,86930411,Comedy|Crime,The Naked Gun 2½: The Smell of Fear ,83269,3847,http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1,87,English,PG-13,23000000,348,6.8,1.85,0
98,70,591,Brendan Fehr,1000,53302314,Horror|Thriller,Final Destination ,181058,3345,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,674,English,R,23000000,847,6.7,1.85,0
101,0,1000,Philip Seymour Hoffman,33000,40962534,Drama,The Ides of March ,188652,57077,http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,288,English,R,12500000,22000,7.1,2.35,22000
112,123,787,Radha Mitchell,14000,39235088,Horror|Sci-Fi,Pitch Black ,193962,16196,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,805,English,R,23000000,991,7.1,2.35,5000
97,956,99,Ellen Barkin,20000,27338033,Comedy|Romance,Someone Like You... ,19709,20798,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,167,English,PG-13,23000000,551,6.1,1.85,0
126,0,105,Brian Johnson,19000,25556065,Drama|Romance|Sci-Fi,Her ,355126,19359,http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1,748,English,R,23000000,128,8.0,1.85,148000
106,452,141,Taron Egerton,20000,15785632,Biography|Comedy|Drama|Sport,Eddie the Eagle ,32513,21195,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119,English,PG-13,23000000,732,7.5,2.35,15000
97,131,62,Jessica Bowman,23000,21973182,Mystery|Thriller,Joy Ride ,53415,23242,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,339,English,R,23000000,81,6.6,2.35,0
100,3,88,Keeley Hawes,2000,4756,Adventure|Family|Fantasy,The Adventurer: The Curse of the Midas Box ,4191,2450,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,32,English,PG,25000000,228,5.4,2.35,0
114,61,407,Eva Amurri Martino,20000,18653615,Comedy|Drama,Anywhere But Here ,14786,22040,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,103,English,PG-13,23000000,797,6.1,2.35,638
101,3,120,Stark Sands,448,12189514,Comedy|Romance,Chasing Liberty ,30092,829,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,129,English,PG-13,23000000,143,6.1,2.35,0
88,12,249,Dan Hedaya,327,13019253,Comedy|Crime,The Crew ,3914,1509,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,47,English,PG-13,23000000,281,5.6,1.85,153
93,0,947,Michael Fassbender,17000,18934858,Action|Thriller,Haywire ,72646,31187,http://www.imdb.com/title/tt1506999/?ref_=fn_tt_tt_1,397,English,R,23000000,13000,5.8,2.35,0
