director_name,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,plot_keywords,movie_imdb_link,language,content_rating,budget,title_year,actor_2_facebook_likes,movie_facebook_likes
Paul McGuigan,118,1000,Morgan Freeman,22494487,Crime|Drama|Mystery|Thriller,Bruce Willis,262153,Dorian Missick,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,English,R,27000000,2006,11000,10000
Philip Kaufman,133,820,Scott Glenn,21500000,Adventure|Drama|History,Dennis Quaid,45271,Sam Shepard,astronaut|sound barrier|space program|u.s. air force|u.s. space program,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,English,PG,27000000,1983,826,0
Roland Emmerich,776,358,Joely Richardson,4463292,Drama|History|Thriller,Vanessa Redgrave,34488,Rafe Spall,earl of oxford|play|queen|rebellion|shakespeare play,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,English,PG-13,30000000,2011,584,15000
Wolfgang Petersen,249,271,Barret Oliver,,Adventure|Drama|Family|Fantasy,Gerald McRaney,99557,Alan Oppenheimer,book|dragon|story within the story|talking animal|werewolf,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,English,PG,27000000,1984,312,21000
Alex Proyas,295,531,William Hurt,14337579,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,Rufus Sewell,156929,Bruce Spence,memory|murder|neo noir|retrofuturism|tech noir,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,English,R,27000000,1998,882,14000
Saul Dibb,10,844,Hayley Atwell,13823741,Biography|Drama|History|Romance,Dominic Cooper,61777,Charlotte Rampling,duchess|duke|heir|infidelity|marriage,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,English,PG-13,13500000,2008,2000,0
,,94,Art Carney,,Comedy|Family,Jackie Gleason,3446,Joyce Randolph,1950s|bus driver|money scheme|poverty|sewer,http://www.imdb.com/title/tt0042114/?ref_=fn_tt_tt_1,English,,,,154,459
Walter Murch,181,137,Jean Marsh,,Adventure|Family|Fantasy|Horror|Mystery,Piper Laurie,19568,Tim Rose,chicken|delusional depression|doctor|king|mysterious girl,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,English,PG,25000000,1985,146,0
Richard Linklater,0,324,Lew Temple,10297897,Action|Crime|Drama|History|Western,Matthew McConaughey,8309,Dwight Yoakam,bank robber|brother brother relationship|crime spree|explosive|train,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,English,PG-13,27000000,1998,597,315
Christian Alvart,22,355,Callum Rennie,13248477,Horror|Mystery|Thriller,Bradley Cooper,60555,Vanesa Tomasino,death|fear|hairy chest|social worker|spinning in chair,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,English,R,27000000,2009,716,0
E. Elias Merhige,54,398,Kevin Chamberlin,8712564,Crime|Drama|Mystery|Thriller,Harry Lennix,16555,William Mapother,fbi|fbi agent|murder|salesman|serial killer,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,English,R,27000000,2004,489,817
Menno Meyjes,43,460,Richard Schiff,7486906,Comedy|Drama|Family,Oliver Platt,17436,Sophie Okonedo,adopted son|adoption|boy|mars the planet|widower,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,English,PG,27000000,2007,506,0
Robert Rodriguez,0,640,Joel McHale,38536376,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,15866,Daryl Sabara,2010s|3 dimensional|breath holding contest|child spy|spy,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,English,PG,27000000,2011,734,0
Jodie Foster,0,638,Jack O'Connell,41008532,Crime|Drama|Thriller,Julia Roberts,19611,Chris Bauer,death|hostage|money|shot in the chest|shot in the heart,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,English,R,27000000,2016,698,0
Ronny Yu,31,57,Junix Inocian,5204007,Action|Comedy|Crime|Thriller,Meat Loaf,42876,Paul Barber,american in the uk|drug lord|drugs|gangster|organized crime,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,English,R,28000000,2001,132,0
Joel Schumacher,541,638,Philip Seymour Hoffman,4485485,Comedy|Crime|Drama,Robert De Niro,14612,Chris Bauer,gay interest|gay lead character|gay republican|homosexual|neighbor,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,English,R,15000000,1999,22000,0
Renny Harlin,212,749,Clifton Collins Jr.,4476235,Crime|Horror|Mystery|Thriller,LL Cool J,49405,Eion Bailey,fbi|group|island|serial killer|training,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,English,R,27000000,2004,968,2000
Barry Levinson,272,17000,Robin Wright,1089365,Comedy|Drama,Robert De Niro,23767,Kristen Stewart,actor|agent|beard|cannes|hollywood,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,English,R,25000000,2008,18000,845
Norman Jewison,278,387,Colin Salmon,763044,Drama|Thriller,Charlotte Rampling,4257,John Neville,eiffel tower|nazi|police|ritual|stew,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,English,R,23000000,2003,766,188
Kenneth Branagh,0,3,Amy Carson,,Drama|Musical|Romance,Kim-Marie Woodhouse,926,Joseph Kaiser,based on opera|evil|mozart|queen|walking wounded,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,English,,27000000,2006,4,359
Steve Carr,41,328,Adhir Kalyan,20819129,Action|Comedy|Crime,Erick Avari,84209,Allen Covert,cell phone|hostage|mall|security guard|text messaging,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,English,PG,26000000,2009,402,0
Mark Waters,70,512,Julie Gonzalo,110222438,Comedy|Family|Fantasy|Music|Romance,Jamie Lee Curtis,96693,Willie Garson,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,English,PG,26000000,2003,528,0
Judd Apatow,0,218,Romany Malco,109243478,Comedy|Romance,Steve Carell,313797,Gerry Bednob,40 year old|car accident|cheating on girlfriend|collection|porno movie,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,English,R,26000000,2005,966,0
John Madden,108,239,Martin Clunes,100241322,Comedy|Drama|Romance,Tom Wilkinson,175524,Simon Callow,actor|audition|muse|playwright|theater,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,English,R,25000000,1998,264,0
Scott Frank,71,313,Boyd Holbrook,25977365,Crime|Drama|Mystery|Thriller,Liam Neeson,87950,David Harbour,drug dealer|ex cop|murder of wife|revenge|violence,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,English,R,28000000,2014,439,15000
Ivan Reitman,425,344,Cathy Moriarty,91457688,Action|Comedy|Crime,Richard Tyson,107801,Penelope Ann Miller,astoria|kindergarten|kindergarten teacher|school|teacher,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,English,PG-13,26000000,1990,394,0
David Gordon Green,234,919,Gary Cole,87341380,Action|Comedy|Crime,James Franco,255257,Rosie Perez,murder|paranoia|process server|roach|stoner,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,English,R,27000000,2008,989,0
Andy Tennant,72,343,Dougray Scott,65703412,Comedy|Drama|Romance,Anjelica Huston,57958,Jeanne Moreau,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,English,PG-13,26000000,1998,794,0
Kevin Costner,0,648,Michael Jeter,58328680,Drama|Romance|Western,Robert Duvall,54096,Julian Richings,boss|cattle|cowboy|rancher|violence,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,English,R,22000000,2003,693,0
Joel Schumacher,541,442,Oliver Platt,61490000,Drama|Horror|Sci-Fi|Thriller,Julia Roberts,62037,Hope Davis,childhood trauma|death|medical student|memory|near death experience,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,English,R,26000000,1990,1000,0
,,424,Kaitlin Olson,,Comedy,Rob McElhenney,133415,Glenn Howerton,alcohol|bad taste humour|crude humor|loser|self obsession,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,English,TV-MA,,,547,0
Richard Attenborough,0,14,Dirk Bogarde,50800000,Drama|History|War,Ryan O'Neal,40277,Wolfgang Preiss,airborne troops|allies|operation market garden|panzer|paratrooper,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,English,PG,26000000,1977,232,0
Wes Craven,0,178,Carl Gilliard,57859105,Mystery|Thriller,Robert Pine,94108,Suzie Plakson,airport|flight|hotel|hotel manager|plane,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,English,PG-13,26000000,2005,285,0
David R. Ellis,160,392,Michael Landes,46455802,Horror|Thriller,Sarah Carter,120786,Keegan Connor Tracy,car accident|death|freak accident|hospital|premonition,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,English,R,26000000,2003,439,0
Joel Coen,0,577,Tim Blake Nelson,45506619,Adventure|Comedy|Crime|Music,Holly Hunter,225102,Daniel von Bargen,baby|bank|blind prophet|convict|sirens,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,English,PG-13,26000000,2000,596,16000
Scott Stewart,124,534,Kate Walsh,40168080,Action|Fantasy|Horror,Dennis Quaid,80870,Charles S. Dutton,angel|diner|faith|human race|religious faith,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,English,R,26000000,2010,850,0
Michael Bay,0,385,Larry Hankin,49874933,Comedy|Crime|Drama,Dwayne Johnson,161168,Michael Rispoli,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,English,R,26000000,2013,412,43000
Paul Weitz,80,2000,Ty Burrell,45489752,Comedy|Drama|Romance,Scarlett Johansson,48973,Dennis Quaid,company|corporate takeover|executive|magazine|new boss,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,English,PG-13,26000000,2004,3000,736
Jonathan Frakes,906,528,Paula Garcés,36985501,Action|Adventure|Comedy|Sci-Fi|Thriller,Michael Biehn,11212,Jason George,frozen time|stopped time|time freeze|watch|wristwatch,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,English,PG,26000000,2002,587,874
Lawrence Kasdan,759,67,Todd Allen,33200000,Action|Crime|Drama|Western,Scott Glenn,28247,Brad Leland,1880s|kiss|small town|table broken in fight|wild west,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,English,PG-13,26000000,1985,130,0
Jim Sheridan,260,3000,Jake Gyllenhaal,28501651,Drama|Thriller,Natalie Portman,88035,Bailee Madison,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,English,R,26000000,2009,15000,10000
Kevin Allen,8,588,Frankie Muniz,23222861,Action|Adventure|Comedy|Family|Romance|Sci-Fi,Daniel Roebuck,11092,David Kelly,chase|evil scientist|gadget|mind control|tough girl,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,English,PG,26000000,2004,934,167
Garry Marshall,0,307,Common,54540525,Comedy|Romance,Robert De Niro,66579,Seth Meyers,expecting|kiss|new year|new year's eve|singer,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,English,PG-13,56000000,2011,988,20000
Michael Cristofer,49,155,Gregory Itzin,16252765,Drama|Mystery|Romance|Thriller,Angelina Jolie Pitt,44913,Jack Thompson,delaware|erotica|money|pursuit|sex scene,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,English,R,42000000,2001,216,3000
James McTeigue,160,427,Dave Legeno,16005978,Crime|Mystery|Thriller,Pam Ferris,72886,Kevin McNally,mask|murder|newspaper|poem|serial killer,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,English,R,26000000,2012,570,35000
Donald Petrie,80,509,Ray Romano,14469428,Comedy|Romance,Rip Torn,10667,Maura Tierney,mayor|pink panties|upskirt|white panties|yellow panties,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,English,PG-13,26000000,2004,590,260
Andrew Morahan,5,535,Mako,13829734,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,16194,Mario Van Peebles,cave|highlander|illusion|immortal|japan,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,English,PG-13,26000000,1994,691,319
Bob Rafelson,30,223,Mike Starr,1075288,Crime|Drama|Thriller,Harold Perrineau,7772,Judy Davis,diamond|necklace|safecracker|wine|wine dealer,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,English,R,22000000,1996,854,145
Michael Cohn,2,512,Chris Bauer,,Fantasy|Horror,David Conrad,8118,Monica Keena,apple|miner|mirror|necromancy|woods,http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1,English,R,26000000,1997,638,0
Woody Allen,11000,277,Elizabeth Berkley,7496522,Comedy|Crime|Mystery|Romance,Woody Allen,31798,Peter Gerety,efficiency expert|insurance investigator|magician|scorpion|thief,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,English,PG-13,26000000,2001,893,826
David O. Russell,737,816,Kirstie Alley,,Comedy|Romance,Jake Gyllenhaal,5006,Beverly D'Angelo,health insurance|long delayed release|nail in the head|waitress|washington d.c.,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,English,PG-13,26000000,2015,980,0
Alan Shapiro,0,26,Chelsea Field,20047715,Adventure|Family,Paul Hogan,8008,Jessica Wesson,dolphin|florida|florida keys|summer|vomiting,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,English,PG,25530000,1996,95,504
Tarsem Singh,763,523,Derek Luke,12276810,Action|Mystery|Sci-Fi|Thriller,Ryan Reynolds,57674,Sandra Ellis Lafferty,cancer|elderly man|funeral|medical|transhumanism,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,English,PG-13,26000000,2015,543,11000
Fernando Meirelles,353,151,Danny Huston,33565375,Drama|Mystery|Romance|Thriller,Archie Panjabi,111351,Donald Sumpter,death|diplomat|doctor|kenya|murder,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,English,R,15000000,2005,430,0
Mel Gibson,0,113,Maia Morgenstern,499263,Drama,Christo Jivkov,179235,Hristo Shopov,anti semitism|cult film|grindhouse|suffering|torture,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,Aramaic,R,30000000,2004,252,13000
Chris Columbus,0,711,Mara Wilson,219200000,Comedy|Drama|Family|Romance,Robin Williams,181380,Matthew Lawrence,actor|based on novel|fancy restaurant|male actor playing a female character|party,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,English,PG-13,25000000,1993,1000,0
Barry Levinson,272,628,Valeria Golino,172825435,Drama,Tom Cruise,383784,Beth Grant,buick|convertible|last will and testament|savant|travel,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,English,R,25000000,1988,898,12000
Clint Eastwood,16000,198,Dreama Walker,148085755,Drama,Clint Eastwood,561773,Ahney Her,gang|gang rape|hmong|teenager|widower,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,English,R,33000000,2008,601,28000
Oliver Stone,0,655,Scott Glenn,25517500,Biography|Drama|History,Toby Jones,40941,Bruce McGill,bible|cabinet meeting|dog|drinking|family relationships,http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1,English,PG-13,25100000,2008,826,0
Pierre Morel,180,485,Holly Valance,145000989,Action|Thriller,Liam Neeson,483756,Xander Berkeley,agent|cia|france|rescue|teenage abduction,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,English,PG-13,25000000,2008,816,29000
Michael Hoffman,97,437,Gerald McRaney,26761283,Drama|Romance,Luke Bracey,43084,Clarke Peters,adultery|based on novel|heart transplant|infidelity|protective male,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,English,PG-13,26000000,2014,523,19000
Mick Jackson,81,164,Mike Starr,121945720,Action|Drama|Music|Romance,Bill Cobbs,89972,DeVaughn Nixon,bodyguard|manager|pop singer|secret service agent|singer,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,English,R,25000000,1992,854,0
Steven Spielberg,14000,212,Embeth Davidtz,96067179,Biography|Drama|History,Liam Neeson,865020,Caroline Goodall,german|german soldier|jew|jewish|nazi,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1,English,R,22000000,1993,795,41000
Tate Taylor,150,2000,Bryce Dallas Howard,169705587,Drama,Emma Stone,318955,Mike Vogel,black servant|chocolate pie|jackson mississippi|maid|writing a novel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,English,PG-13,25000000,2011,3000,75000
Bill Condon,386,203,Peter Capaldi,3254172,Biography|Drama|Thriller,Benedict Cumberbatch,29282,Jamie Blackley,computer hacker|internet|news leak|whistleblowing|wikileaks,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,English,R,28000000,2013,17000,11000
Raja Gosnell,67,596,Linda Cardellini,84185387,Adventure|Comedy|Family|Fantasy|Horror|Mystery,Sarah Michelle Gellar,33180,Tim Blake Nelson,ghost|masked villain|monster|museum|tv,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,English,PG,80000000,2004,2000,567
Oleg Stepchenko,0,48,Igor Jijikine,,Adventure|Fantasy|Mystery|Thriller,Jason Flemyng,3170,Agnia Ditkovskite,cartographer|creature|foreign language adaptation|sword and sorcery|village,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,Russian,,26000000,2014,65,0
Ronny Yu,31,662,Jason Ritter,82163317,Action|Horror|Thriller,Katharine Isabelle,89101,Zack Ward,elm street|freddy krueger|jason voorhees|serial killer|slasher,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,English,R,30000000,2003,782,3000
Michael Winterbottom,187,127,Ava Acres,,Drama,Cara Delevingne,2863,Sara Stewart,,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,English,Not Rated,,2014,213,488
John A. Davis,8,179,Rob Paulsen,80920948,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Martin Short,23943,Andrea Martin,alien|boy genius|children|genius|rescue,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,English,G,30000000,2001,677,425
Matt Reeves,198,387,Ben Feldman,80034302,Action|Adventure|Horror|Sci-Fi,Mike Vogel,296787,Liza Lapira,brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,English,PG-13,25000000,2008,1000,0
Michael Pressman,34,445,Paige Turco,78656813,Action|Adventure|Comedy|Family|Sci-Fi,Kevin Nash,42765,Ernie Reyes Jr.,chop socky|mutant|ninja|shredder|turtle,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,English,PG,25000000,1991,533,0
Brian De Palma,0,188,Billy Drago,76270454,Crime|Drama|Thriller,Robert De Niro,219008,Charles Martin Smith,corrupt judge|tax evasion|tough cop|white suit|year 1930,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,English,R,25000000,1987,371,0
Ethan Coen,1000,883,Stephen Root,74273505,Crime|Drama|Thriller,Kelly Macdonald,612060,Barry Corbin,coin toss|desert|sheriff|texas|tracking device,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,English,R,25000000,2007,939,21000
Tim Story,167,460,Tika Sumpter,134141530,Action|Comedy|Crime|Romance,Bruce McGill,75903,Bryan Callen,gunfight|outrunning explosion|police|security guard|street shootout,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,English,PG-13,25000000,2014,521,0
Sharon Maguire,11,887,Jim Broadbent,71500556,Comedy|Drama|Romance,Colin Firth,171568,Shirley Henderson,american actress playing british character|book publishing|calorie counting|employer employee relationship|rabbit costume,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,English,R,26000000,2001,1000,0
Lasse Hallström,529,163,Leslie Caron,71309760,Drama|Romance,Lena Olin,150308,Hugh O'Conor,chocolate|chocolate shop|food|france|village,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,English,PG-13,25000000,2000,399,18000
Charles Herman-Wurmfeld,0,643,Bruce McGill,89808372,Comedy,Mary Lynn Rajskub,46417,Bob Newhart,animal rights|congresswoman|doorman|transvestism|washington d.c.,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,English,PG-13,45000000,2003,655,660
Andy Fickman,99,433,Gedde Watanabe,77264926,Comedy|Family,Bailee Madison,21176,Tom Everett Scott,chores|father figure|helicopter parents|in laws|punishment,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,English,PG,25000000,2012,448,0
Ivan Reitman,425,766,Greta Gerwig,70625986,Comedy|Romance,Natalie Portman,168717,Mindy Kaling,ex girlfriend|funeral|hospital|male objectification|summer camp,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,English,R,25000000,2011,962,24000
George P. Cosmatos,170,472,Dana Delany,56505065,Action|Biography|Drama|History|Romance|Western,Michael Biehn,95241,Powers Boothe,cigar smoking|cowboy|duel|outlaw|tombstone arizona,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,English,R,25000000,1993,722,11000
Andrzej Bartkowiak,43,775,Delroy Lindo,55973336,Action|Crime|Thriller,Jet Li,57040,Aaliyah,death|hong kong|kung fu|prison|waterfront,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,English,R,25000000,2000,848,0
Richard Donner,503,108,Patrick Troughton,,Fantasy|Horror|Mystery,Lee Remick,80958,Billie Whitelaw,ambassador|death|hospital|priest|stillborn child,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,English,R,2800000,1976,139,7000
James Wong,70,318,Gina Holden,54098051,Horror,Chelan Simmons,102861,Crystal Lowe,amusement park|death|fate|premonition|roller coaster,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,English,R,25000000,2006,346,0
Scott Hicks,96,204,Riley Thomas Stewart,60443237,Drama|Romance,Blythe Danner,76882,Jay R. Ferguson,arrogance|child in peril|disarming someone|kennel|post traumatic stress disorder,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,English,PG-13,25000000,2012,220,29000
Gabor Csupo,47,3000,Zooey Deschanel,82234139,Adventure|Drama|Family|Fantasy,Josh Hutcherson,110390,Bailee Madison,bully|friend|imagination|reality|troll,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,English,PG,17000000,2007,11000,6000
Marc Forster,395,2000,Kate Winslet,51676606,Biography|Drama|Family,Johnny Depp,174591,Kelly Macdonald,boy|inspiration|reference to peter pan|stage play|widow,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,English,PG,25000000,2004,14000,0
Tyler Perry,0,400,Tika Sumpter,52528330,Comedy|Drama,Alicia Witt,4265,Larry the Cable Guy,christmas|holiday|madea series|rural setting|stubbornness,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,English,PG-13,25000000,2013,521,0
Joe Carnahan,248,726,Frank Grillo,51533608,Action|Adventure|Drama|Thriller,Liam Neeson,203111,James Badge Dale,alaska|leadership|snow|survival|wilderness,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,English,R,25000000,2011,798,32000
John Polson,21,317,Dylan Baker,51097664,Drama|Horror|Mystery|Thriller,Robert De Niro,70205,Robert John Burke,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,English,R,30000000,2005,812,0
Adam McKay,285,7000,Will Ferrell,84136909,Comedy,Darcy Donavan,267921,Steve Carell,1970s|anchorman|news anchor|newsroom|tv station,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,English,PG-13,26000000,2004,8000,0
Martin Scorsese,17000,635,Mike Starr,46836394,Biography|Crime|Drama,Robert De Niro,728685,Paul Sorvino,betrayal|gangster|mafia|organized crime|robbery,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,English,R,25000000,1990,854,25000
Harald Zwart,91,434,Frankie Muniz,47285499,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Daniel Roebuck,26755,Chris Gauthier,cia|nanobot|prep school|scientist|teenager,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,English,PG,26000000,2003,934,542
Kirk Jones,52,579,Kelly Macdonald,47124400,Comedy|Family|Fantasy,Colin Firth,49676,Imelda Staunton,father|governess|magic|nanny|widower,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,English,PG,25000000,2005,2000,0
Brian De Palma,0,638,F. Murray Abraham,44700000,Crime|Drama,Al Pacino,537442,Mary Elizabeth Mastrantonio,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,English,R,25000000,1983,670,19000
Steve Oedekerk,176,468,Michael McKean,44455658,Action|Adventure|Comedy|Crime,Kelly Preston,36253,Rebecca Gayheart,boss|ghetto|money|robber|robbery,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,English,R,25000000,1997,658,0
Bernardo Bertolucci,973,400,Joan Chen,43984230,Biography|Drama|History,Cary-Hiroyuki Tagawa,70274,Victor Wong,abdication|china|emperor|forbidden city|republic,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,English,PG-13,23000000,1987,643,0
Baltasar Kormákur,175,733,David O'Hara,66489425,Action|Crime|Drama|Thriller,J.K. Simmons,101977,Lukas Haas,cocaine|contraband|drug lord|prison|smuggling,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,English,R,25000000,2012,736,0
Brett Ratner,420,585,Paul Sorvino,41067398,Action|Comedy|Crime|Thriller,Heather Locklear,22748,Faizon Love,blood splatter|fistfight|murder|police|prison bus,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,English,R,25000000,1997,635,666
Paul Thomas Anderson,0,104,Paul F. Tompkins,40218903,Drama,Jim Meskimen,372990,Kevin Breznahan,alcoholic|alcoholism|money|oil|turn of the century,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,English,R,25000000,2007,111,16000
Cathy Malkasian,0,503,Flea,39880476,Adventure|Animation|Comedy|Family|Fantasy,Alfre Woodard,12218,Cree Summer,africa|chimpanzee|elephant|safari|shaman,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,English,PG,25000000,2002,535,187
John Eng,0,362,Cree Summer,39399750,Adventure|Animation|Comedy|Family|Fantasy|Musical,Elizabeth Daily,5674,Nancy Cartwright,kid|oxygen|rugrats|trapped underwater|underwater,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,English,PG,25000000,2003,503,329
Malcolm D. Lee,92,466,Eddie Griffin,38230435,Action|Comedy,Dave Chappelle,29661,Chi McBride,african american|cadillac|disguise|secret agent|undercover,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,English,PG-13,25000000,2002,489,0
Ken Kwapis,42,917,America Ferrera,39008741,Comedy|Drama|Family|Romance,Mike Vogel,44838,Kyle Schmid,friendship|jeans|pants|summer|vacation,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,English,PG,25000000,2005,953,0
Chris Nahon,20,872,Bridget Fonda,36833473,Action|Crime|Drama|Thriller,Jet Li,53126,Max Ryan,action hero|chinese|forced prostitution|one man army|title spoken by character,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,English,R,25000000,2001,888,0
