director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,gross,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
,9,60,,904,,Drama|Fantasy,Saving Grace             ,5203,Bokeem Woodbine,1,catholic|death row|inmate|oklahoma city|sexual promiscuity,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,English,USA,TV-MA,,1000,7.5,634
Oren Peli,56,91,110,14,,Horror|Sci-Fi|Thriller,Area 51 ,117,Jelena Nik,0,alien|alien abduction|conspiracy|secret base|ufo,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,English,USA,R,5000000,21,4.2,0
Jaume Balagueró,191,102,57,78,,Drama|Horror|Thriller,Sleep Tight ,526,Marta Etura,0,apartment|concierge|girl|hitchcockian|stalking,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,Spanish,Spain,Not Rated,5000000,93,7.2,0
Paul Andrew Williams,80,92,46,141,,Comedy|Crime|Horror|Thriller,The Cottage ,1258,Georgia Groome,0,countryside|deformed|farmer|gangster|kidnapping,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,English,UK,Unrated,2500000,337,6.2,639
Stephen Herek,19,87,65,686,,Comedy|Drama|Fantasy,Dead Like Me: Life After Death ,3724,Shenae Grimes-Beech,1,african american policeman|police|policeman|policewoman|vomiting,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,English,USA,R,5000000,738,6.1,887
Bob Saget,19,80,799,854,,Animation|Comedy,Farce of the Penguins ,10727,Jim Belushi,0,flatulence|march|penguin|south pole|spoof,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,English,USA,R,,2000,4.2,419
Jim Amatulli,,90,0,483,,Drama|Family|Music,Flying By ,3217,Katie Leclerc,6,,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,English,USA,PG-13,,617,4.5,38
,38,44,,816,,Comedy|Crime|Mystery,Psych             ,4092,Timothy Omundson,2,best friend|friend|police|police department|psychic,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,English,USA,TV-PG,,922,8.4,0
William H. Macy,44,105,0,394,37440,Comedy|Drama|Music,Rudderless ,1986,David Adam Flannery,1,demo tape|directed by cast member|grieving father|guitar|guitar player,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,English,USA,R,5000000,508,7.5,0
Barrett Esposito,3,67,0,388,,Animation|Family,Henry & Me ,2509,Danny Aiello,2,bare butt|baseball|children|new york yankees|surrealism,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,English,USA,PG,10000000,732,6.7,165
Mitch Davis,6,95,7,541,,Comedy,Christmas Eve ,3514,Cheryl Hines,7,,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,English,USA,PG,,970,5.1,0
Eric Bross,,87,49,601,,Crime|Drama|Thriller,We Have Your Husband ,3059,Nicholas Gonzalez,1,abduction|based on true story|mexico,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,English,USA,TV-PG,5000000,699,5.5,58
Paul Schrader,64,94,261,179,,Drama|Thriller,Dying of the Light ,12676,Tomiwa Edun,1,cia|individualism|mental illness|religion|revenge,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,English,Bahamas,R,5000000,316,4.4,0
Vicky Jewson,8,109,3,126,,Action|Drama|Thriller|War,Born of War ,1681,Lisa Kay,3,fight|mina|murder|revenge|terrorist,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,English,UK,R,5000000,266,4.4,190
Peter Hyams,64,130,0,826,,Action|Sci-Fi|Thriller,Capricorn One ,5191,Hal Holbrook,0,astronaut|hoax|journalist|mission|nasa,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,English,USA,PG,5000000,849,6.8,2000
Marc Bennett,2,,3,723,,Comedy|Drama,Should've Been Romeo ,4991,Costas Mandylor,15,,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,English,USA,,5000000,900,6.7,35
Mike Mayhall,,88,14,668,,Family,Running Forever ,3021,Martin Kove,2,,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,English,USA,,5000000,763,8.6,49
Kevin Smith,35,88,0,1000,,Comedy|Fantasy|Horror|Thriller,Yoga Hosers ,46115,Natasha Lyonne,7,part of trilogy|second part,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,English,USA,PG-13,5000000,3000,4.8,0
Stanton Barrett,21,97,20,538,,Action|Horror,Navy Seals vs. Zombies ,2849,Ed Quinn,1,building|infection|navy seal|shot through the head|zombie,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,English,USA,,,615,3.4,0
Jirí Menzel,99,113,44,4,617228,Comedy|Drama|Romance|War,I Served the King of England ,92,Milan Lasica,1,hotel|legs|lingerie|waiter|wealth,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,Czech,Czech Republic,R,84450000,12,7.4,1000
Fatih Akin,115,99,766,269,274385,Comedy|Drama,Soul Kitchen ,1519,Birol Ünel,3,2000s|burglar|chef|cook|restaurant,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,German,Germany,,4000000,486,7.3,0
Billy Bob Thornton,104,148,0,263,24475416,Drama,Sling Blade ,3967,J.T. Walsh,0,friend|mental institution|murder|repair shop|small town,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,English,USA,R,890000,324,8.0,0
Nick Murphy,195,107,58,537,,Horror|Thriller,The Awakening ,2363,Joseph Mawle,1,boarding school|boy|british horror|ghost|school,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,English,UK,R,3000000,579,6.5,10000
Eli Roth,303,93,0,581,47277326,Horror,Hostel ,2990,Rick Hoffman,0,bratislava|hostel|sadistic horror|torture|travel,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,English,USA,R,4800000,1000,5.9,0
Michael Winterbottom,122,94,187,427,1247453,Comedy|Drama,Tristram Shandy: A Cock and Bull Story ,3690,Dylan Moran,0,actor playing himself|battle|boots|penis|womb,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,English,UK,R,2800000,887,6.8,750
Jeff Nichols,359,121,337,41,1729969,Drama|Thriller,Take Shelter ,1520,Robert Longstreet,0,ambiguous ending|firefly|mysterious event|schizophrenia|storm,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,English,USA,R,5000000,463,7.4,14000
Frank LaLoggia,130,118,7,339,1705139,Fantasy|Horror|Mystery|Thriller,Lady in White ,2545,Katherine Helmond,0,1960s|boy|ghost|murder|small town,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,English,USA,R,4700000,733,6.7,0
Jeremy Brock,64,98,16,621,238774,Comedy|Drama,Driving Lessons ,11703,Tamsin Egerton,0,actress|coming of age|retired actress|teenage boy|vomiting,http://www.imdb.com/title/tt0446687/?ref_=fn_tt_tt_1,English,UK,PG-13,,838,6.8,864
Scott Foley,13,82,0,316,,Comedy|Crime,Let's Kill Ward's Wife ,2469,Dagmara Dominczyk,2,apology|death|group of friends|sex|toilet,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,English,USA,Unrated,5000000,833,5.4,0
Tobe Hooper,159,101,365,14,8025872,Comedy|Horror,The Texas Chainsaw Massacre 2 ,302,Jim Siedow,3,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,English,USA,X,4700000,28,5.5,0
Sam Peckinpah,54,106,541,372,,Biography|Drama|Romance|Western,Pat Garrett & Billy the Kid ,2409,Jason Robards,0,bare breasts|flogging|human branding|man slaps a woman|manhunt,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,English,USA,R,4638783,476,7.4,0
Nicolas Winding Refn,440,90,0,428,778565,Crime|Drama,Only God Forgives ,34779,Yayaying Rhatha Phongam,1,brutal cop|drug dealer|punishment|thai boxing|vengeance,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,English,Denmark,R,4800000,1000,5.7,30000
Christophe Ali,7,79,0,20,,Drama,Camping sauvage ,286,Emmanuelle Bercot,0,cabin|girl fight|jealousy|sailing boat|tent,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,French,France,,,40,5.4,11
Gabriela Tagliavini,4,87,20,329,,Comedy,Without Men ,2006,Camryn Manheim,6,bare chested male|journalist|passion|pregnancy|woman in underwear,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,English,USA,R,4700000,345,3.2,491
Shekar,1,,0,0,,Comedy|Romance,Barfi ,5,Dileep Raj,2,,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,Kannada,India,,,0,7.1,2
Shona Auerbach,96,105,11,16,1340891,Drama|Romance,Dear Frankie ,18105,Jack McElhone,0,boy|dock|letter|seaside|stranger,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,English,UK,PG-13,,66,7.8,2000
Leonard Farlinger,8,89,0,413,,Western,All Hat ,2668,Stephen McHattie,2,contemporary west|cowboy|horse|jockey|neo western,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,English,Canada,R,5000000,580,5.3,31
Michel Leclerc,87,100,3,9,513836,Comedy|Drama|Romance,The Names of Love ,143,Zinedine Soualem,1,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,French,France,R,4600000,52,7.2,0
Analeine Cal y Mayor,10,92,4,140,,Comedy|Drama,Treading Water ,1795,Kim Ly,1,,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,English,Mexico,,4700000,480,6.2,199
Tom Kalin,121,97,4,577,434417,Drama,Savage Grace ,15093,Stephen Dillane,1,incest|male nudity|older man younger woman relationship|orgasm|son murders mother,http://www.imdb.com/title/tt0379976/?ref_=fn_tt_tt_1,English,Spain,Not Rated,4600000,1000,5.9,0
Robert Sarkies,43,100,0,3,728,Crime|Drama,Out of the Blue ,122,Paul Glover,0,true crime,http://www.imdb.com/title/tt0839938/?ref_=fn_tt_tt_1,English,New Zealand,,,10,7.3,285
Hugh Wilson,45,96,37,542,81200000,Comedy,Police Academy ,3113,Michael Winslow,0,misfit|police|police academy|police cadet|police officer,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1,English,USA,R,4500000,760,6.7,0
Randal Kleiser,36,104,116,83,,Adventure|Drama|Romance,The Blue Lagoon ,1662,Leo McKern,0,coming of age|island|poison|teenage boy|teenage girl,http://www.imdb.com/title/tt0080453/?ref_=fn_tt_tt_1,English,USA,R,4500000,511,5.7,0
Mike Newell,84,117,179,239,52700832,Comedy|Drama|Romance,Four Weddings and a Funeral ,1862,Simon Callow,4,1990s|chick flick|funeral|gay relationship|wedding,http://www.imdb.com/title/tt0109831/?ref_=fn_tt_tt_1,English,UK,R,4500000,398,7.1,0
Amy Heckerling,118,90,143,811,,Comedy|Drama,Fast Times at Ridgemont High ,5002,Vincent Schiavelli,1,break up|california|high school|surfer|teacher,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1,English,USA,X,4500000,901,7.2,0
John Huston,42,115,1000,68,,Adventure|Drama,Moby Dick ,588,James Robertson Justice,0,obsession|revenge|ship|whale|whaling,http://www.imdb.com/title/tt0049513/?ref_=fn_tt_tt_1,English,USA,Unrated,4500000,169,7.4,0
Spike Lee,202,108,0,346,13060843,Drama,25th Hour ,26050,Aaron Stanford,0,bar|dream|drug dealing|nightclub|widower,http://www.imdb.com/title/tt0307901/?ref_=fn_tt_tt_1,English,USA,R,15000000,3000,7.7,0
,5,43,,298,,Crime|Drama,Secrets and Lies             ,1587,KaDee Strickland,0,,http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1,English,USA,,,560,7.7,2000
Lana Wachowski,120,109,0,126,3798532,Crime|Drama|Romance|Thriller,Bound ,3668,Peter Spellos,0,gangster|lesbian|mafia|money|neo noir,http://www.imdb.com/title/tt0115736/?ref_=fn_tt_tt_1,English,USA,R,4500000,441,7.4,2000
Darren Aronofsky,234,102,0,167,3609278,Drama,Requiem for a Dream ,2235,Louise Lasser,0,addiction|diet pill|drug addiction|fast motion scene|heroin,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,English,USA,R,4500000,1000,8.4,38000
Walter Lang,17,100,9,37,,Musical|Romance,State Fair ,496,Frank McHugh,2,fair|farm|iowa|newspaper|state fair,http://www.imdb.com/title/tt0038116/?ref_=fn_tt_tt_1,English,USA,Approved,,135,7.1,501
Carlos Saura,35,115,98,4,1687311,Drama|Musical,Tango ,371,Miguel Ángel Solá,3,dancer|director|love|musical filmmaking|tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,Spanish,Spain,PG-13,700000000,26,7.2,539
Oliver Stone,48,122,0,491,,Drama|History|Thriller|War,Salvador ,2762,Juan Fernández,0,1980s|el salvador|political thriller|reagan administration|war journalism,http://www.imdb.com/title/tt0091886/?ref_=fn_tt_tt_1,English,UK,R,4500000,652,7.5,1000
Andrew Erwin,49,98,10,402,10429707,Comedy,Moms' Night Out ,2705,Patricia Heaton,,blogger|pastor|reference to the shawshank redemption|taser|tasered,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,English,USA,PG,5000000,416,5.4,0
Richard Kelly,283,133,219,701,727883,Drama|Sci-Fi|Thriller,Donnie Darko ,17040,James Duval,1,1980s|death|insanity|parallel universe|time travel,http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1,English,USA,R,4500000,933,8.1,33000
Beto Gómez,16,105,5,122,1391770,Adventure|Comedy|Western,Saving Private Perez ,793,Joaquín Cosio,6,conflicted hero|flashback|mission|rescue|rescue mission,http://www.imdb.com/title/tt0461336/?ref_=fn_tt_tt_1,Spanish,Mexico,PG-13,,154,6.0,0
Mike van Diem,54,122,4,3,713413,Crime|Drama|Mystery,Character ,48,Hans Kesting,1,bailiff|lawyer|office|police|school,http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1,Dutch,Netherlands,R,4500000,20,7.8,689
Jonas Åkerlund,92,106,68,391,410241,Comedy|Crime|Drama,Spun ,2110,Debbie Harry,0,male nudity|meth|meth lab|nudity|speed freak,http://www.imdb.com/title/tt0283003/?ref_=fn_tt_tt_1,English,USA,R,2000000,601,6.8,3000
Todd Solondz,159,98,377,844,278821,Comedy|Drama,Life During Wartime ,5041,Charlotte Rampling,1,forgiveness|ghost|new jersey|pedophile|three sisters,http://www.imdb.com/title/tt0808526/?ref_=fn_tt_tt_1,English,USA,R,,887,6.5,0
Chan-wook Park,202,112,0,38,211667,Crime|Drama,Lady Vengeance ,907,Hye-jeong Kang,0,cake|christian|lesbian sex|oral sex|pregnant schoolgirl,http://www.imdb.com/title/tt0451094/?ref_=fn_tt_tt_1,Korean,South Korea,R,4200000000,126,7.7,4000
René Féret,50,120,0,9,706622,Biography|Drama|Music|Romance,Mozart's Sister ,53,Marie Féret,2,mozart|musical prodigy|royal court|singer|talent,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,French,France,,,12,6.4,0
Barry Skolnick,54,99,0,798,92191,Comedy|Drama|Sport,Mean Machine ,29325,Danny Dyer,1,inmate|prison|prison guard|soccer|soccer star,http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1,English,UK,R,2500000,1000,6.5,0
Johnnie To,98,110,143,76,49413,Action|Crime|Thriller,Exiled ,398,Josie Ho,0,baby|friendship|macau|practical joke|selfie,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,Cantonese,Hong Kong,R,35000000,96,7.3,528
Mateo Gil,92,102,3,327,199652,Action|Adventure|Western,Blackthorn ,1950,Stephen Rea,0,assumed identity|bolivia|butch cassidy|doctor|thief,http://www.imdb.com/title/tt1629705/?ref_=fn_tt_tt_1,English,Spain,R,,356,6.6,0
Lukas Moodysson,112,109,187,0,181655,Crime|Drama,Lilya 4-Ever ,131,Lyubov Agapova,1,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,Russian,Sweden,R,,2,7.9,0
Agnieszka Wojtowicz-Vosloo,138,104,0,329,108229,Drama|Horror|Mystery|Thriller,After.Life ,15860,Chandler Canterbury,1,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,English,USA,R,4500000,1000,5.9,7000
Kabir Sadanand,9,134,0,62,,Drama|Thriller,Fugly ,496,Dimple Kapadia,4,,http://www.imdb.com/title/tt3683702/?ref_=fn_tt_tt_1,Hindi,India,,,82,4.7,62
Milos Forman,149,133,869,425,112000000,Drama,One Flew Over the Cuckoo's Nest ,2176,Louise Fletcher,0,1960s|escape|mental institution|nurse|sexuality,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,English,USA,R,4400000,721,8.7,32000
Peter DeLuise,5,85,358,212,,Comedy,R.L. Stine's Monsterville: The Cabinet of Souls ,20397,Braeden Lemasters,3,cabinet|carnival|halloween|soul|temptress,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1,English,USA,PG,4400000,570,5.9,224
Mel Brooks,39,87,0,753,,Comedy|Romance,Silent Movie ,2951,Bernadette Peters,0,black comedy|friend|modern silent movie|silent movie|two word title,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,,USA,PG,4400000,842,6.7,629
Raja Menon,39,130,6,12,,Action|Drama|History|Thriller|War,Airlift ,151,Purab Kohli,1,1990s|businessman|evacuation|historical fiction|kuwait,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,Hindi,India,,4400000,26,8.5,10000
,2,199,,505,,Drama|Family,Anne of Green Gables             ,2667,Megan Follows,0,girl|heroine|kindred spirit|orphan|rural setting,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,English,Canada,TV-G,,517,8.4,0
Ernie Barbarash,29,103,249,261,8691,Action|Adventure,Falcon Rising ,3089,Lateef Crowder,1,,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,English,USA,R,4500000,298,5.8,0
Nick Love,111,112,63,422,26345,Action|Crime|Drama,The Sweeney ,4810,Alan Ford,4,bank|criminal|detective|flying squad|policewoman,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,English,UK,R,3000000,1000,6.1,0
Jonathan Glazer,149,89,143,100,6940281,Crime|Thriller,Sexy Beast ,1291,Amanda Redman,6,boulder|gangster|one last job|spain|villa,http://www.imdb.com/title/tt0203119/?ref_=fn_tt_tt_1,English,UK,R,,146,7.3,0
Daniel Espinosa,90,124,79,93,188870,Action|Crime|Drama|Thriller,Easy Money ,857,Matias Varela,1,double life|drugs|financial crisis|first part|serbian,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,Swedish,Sweden,R,,254,6.7,0
Niki Caro,149,101,51,8,20772796,Drama|Family,Whale Rider ,497,Tammy Davis,1,girl|maori|new zealand|tradition|whale,http://www.imdb.com/title/tt0298228/?ref_=fn_tt_tt_1,English,New Zealand,PG-13,6000000,20,7.6,0
R. Balki,12,133,12,106,199228,Comedy|Drama,Paa ,1045,Paresh Rawal,0,adult actor playing minor|politician|progeria|reference to spiderman|school,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1,Hindi,India,,150000000,374,7.2,504
Ivan Engler,64,112,0,7,,Mystery|Sci-Fi|Thriller,Cargo ,61,Anna Katharina Schwabroh,0,23rd century|lucid dream|outer space|space travel|trapped in space,http://www.imdb.com/title/tt0381940/?ref_=fn_tt_tt_1,German,Switzerland,,4500000,9,6.2,2000
Joe Wright,256,111,456,394,34964818,Adventure|Family|Fantasy,Pan ,21404,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,English,USA,PG,150000000,559,5.8,24000
Kenny Ortega,57,98,197,578,,Comedy|Drama|Family|Music|Musical|Romance,High School Musical ,2553,Olesya Rulin,0,audition|basketball|high school|singing|teenager,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,English,USA,TV-G,4200000,632,5.2,0
,8,60,,551,,Crime|Drama,Animal Kingdom             ,3026,Ellen Barkin,0,based on film|brother brother relationship|crime family|remake|southern california,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,English,USA,,,557,8.1,0
Richard Kwietniowski,50,93,23,130,2542264,Comedy|Drama,Love and Death on Long Island ,938,Danny Webb,1,actor|love|obsession|obsessive love|star,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,English,UK,PG-13,,232,7.1,61
Timur Bekmambetov,232,104,335,16,1487477,Fantasy|Thriller,Night Watch ,206,Zhanna Friske,0,battle|bridge|mother son relationship|supernatural power|vampire,http://www.imdb.com/title/tt0403358/?ref_=fn_tt_tt_1,Russian,Russia,R,4200000,28,6.5,0
Neil Jordan,63,112,277,327,62549000,Crime|Drama|Romance|Thriller,The Crying Game ,2412,Stephen Rea,0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,English,UK,R,2300000,530,7.3,0
Bob Clark,75,94,84,95,105500000,Comedy,Porky's ,582,Tony Ganios,0,female full frontal nudity|revenge|school|sheriff|virginity,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1,English,Canada,R,4000000,95,6.2,0
George A. Romero,274,90,0,231,101055,Horror,Survival of the Dead ,1951,Kathleen Munroe,0,delaware|feud|island|undead|zombie,http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1,English,USA,R,4000000,529,5.0,0
George A. Romero,284,96,0,56,,Drama|Horror|Mystery,Night of the Living Dead ,403,S. William Hinzman,5,cemetery|farmhouse|radiation|running out of gas|zombie,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,English,USA,Unrated,114000,108,8.0,0
Sofia Coppola,265,101,0,11,44566004,Drama,Lost in Translation ,32015,Catherine Lambert,0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,English,USA,R,4000000,13000,7.8,17000
Woody Allen,154,93,11000,629,39200000,Comedy|Romance,Annie Hall ,12691,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,English,USA,PG,4000000,636,8.1,0
Cecil B. DeMille,44,152,309,132,36000000,Drama|Family|Romance,The Greatest Show on Earth ,825,Cornel Wilde,0,circus|clown|elephant trainer|trapeze|trapeze artist,http://www.imdb.com/title/tt0044672/?ref_=fn_tt_tt_1,English,USA,Not Rated,4000000,178,6.7,625
Ridley Scott,314,150,0,748,65007045,Action|Adventure|Drama,Exodus: Gods and Kings ,26489,Ben Mendelsohn,0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,English,UK,PG-13,140000000,892,6.1,51000
Marc Forster,153,112,395,80,31252964,Drama|Romance,Monster's Ball ,13707,Marcus Lyle Brown,1,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,English,USA,R,4000000,595,7.1,0
Henry Hobson,256,95,9,428,131175,Drama|Horror,Maggie ,1885,David A Cole,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,English,USA,PG-13,8500000,430,5.6,22000
Mike Figgis,123,111,81,687,31968347,Drama|Romance,Leaving Las Vegas ,14823,Julian Sands,0,alcoholic|bar|love|prostitute|sex,http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1,English,USA,R,3600000,898,7.6,0
Duane Journey,46,86,2,555,,Comedy|Horror,Hansel & Gretel Get Baked ,2634,Lochlyn Munro,0,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,http://www.imdb.com/title/tt2081194/?ref_=fn_tt_tt_1,English,USA,,4500000,619,4.3,0
Dan O'Bannon,203,108,228,358,,Comedy|Horror|Sci-Fi,The Return of the Living Dead ,2020,Beverly Randolph,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,English,USA,R,4000000,426,7.3,0
Billy Wilder,34,105,0,116,,Comedy|Drama|Romance,The Front Page ,1218,David Wayne,2,1920s|communist|escape from jail|newspaper|reporter,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,English,USA,PG,4000000,222,7.3,661
Rob Cohen,149,91,357,326,35385560,Mystery|Thriller,The Boy Next Door ,4807,Adam Hicks,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,English,USA,R,4000000,465,4.6,8000
Carol Reed,20,105,82,69,,Drama|Romance,Trapeze ,986,Sidney James,0,acrobat|circus|cripple|trapeze|trapeze artist,http://www.imdb.com/title/tt0049875/?ref_=fn_tt_tt_1,English,USA,Approved,4000000,119,6.8,283
,9,60,,904,,Drama|Fantasy,Saving Grace             ,5203,Bokeem Woodbine,1,catholic|death row|inmate|oklahoma city|sexual promiscuity,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,English,USA,TV-MA,,1000,7.5,634
Lisa Cholodenko,323,106,450,712,20803237,Comedy|Drama,The Kids Are All Right ,18645,Yaya DaCosta,1,biological father|college|motorcycle|sperm|sperm donor,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,English,USA,R,3500000,3000,7.1,16000
