actor_2_name,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,movie_imdb_link
Raven-Symoné,Oliver Platt,Doctor Dolittle ,Peter Boyle,0,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1
Merritt Wever,Rory Culkin,Signs ,Cherry Jones,0,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1
Jennifer Saunders,Rupert Everett,Shrek 2 ,Conrad Vernon,1,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1
Cheech Marin,John Ratzenberger,Cars ,George Carlin,0,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1
Christopher Meloni,Julia Roberts,Runaway Bride ,Hector Elizondo,2,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1
Eve,Vin Diesel,xXx ,Leila Arcieri,0,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1
Billy West,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,Eddie Deezen,0,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1
Delroy Lindo,Lili Taylor,Ransom ,Rene Russo,1,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1
Brad Pitt,Michael Fassbender,Inglourious Basterds ,Christoph Waltz,1,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1
Julia Roberts,Robin Williams,Hook ,Bob Hoskins,1,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1
Rufus Sewell,Dwayne Johnson,Hercules ,Ingrid Bolsø Berdal,0,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1
John Amos,Bruce Willis,Die Hard 2 ,Franco Nero,0,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1
Josh Charles,Jeremy Renner,S.W.A.T. ,LL Cool J,1,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1
Katia Winter,Nicole Beharie,Sleepy Hollow             ,Lyndie Greenwood,0,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1
Ivana Milicevic,Tom Cruise,Vanilla Sky ,Noah Taylor,1,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1
Freddy Rodríguez,Bryce Dallas Howard,Lady in the Water ,Bob Balaban,1,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1
Colin Salmon,Sanaa Lathan,AVP: Alien vs. Predator ,Raoul Bova,0,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1
Bridgit Mendler,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,Jesse McCartney,0,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1
Marc Blucas,Jon Hamm,We Were Soldiers ,Chris Klein,0,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1
Morgan Freeman,Gerard Butler,Olympus Has Fallen ,Radha Mitchell,3,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1
Jonathan Frakes,LeVar Burton,Star Trek: Insurrection ,Michael Dorn,0,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1
Jim Parrack,Noel Fisher,Battle Los Angeles ,Ramon Rodriguez,0,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1
Alison Lohman,Steve Buscemi,Big Fish ,Albert Finney,0,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1
Peter Gerety,David Hyde Pierce,Wolf ,Ron Rifkin,1,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1
Benedict Cumberbatch,Jeremy Irvine,War Horse ,Eddie Marsan,1,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1
Matt Damon,Bill Murray,The Monuments Men ,Bob Balaban,7,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1
Todd Graff,Michael Biehn,The Abyss ,Mary Elizabeth Mastrantonio,0,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1
Austin Pendleton,Frank Langella,Wall Street: Money Never Sleeps ,John Buffalo Mailer,2,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1
Sarah Gadon,Dominic Cooper,Dracula Untold ,Zach McGowan,1,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1
Bruce Willis,Denzel Washington,The Siege ,Mark Valley,0,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1
David Kelly,Henry Cavill,Stardust ,Nathaniel Parker,8,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1
Mako,Brad Pitt,Seven Years in Tibet ,Victor Wong,1,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1
Clint Howard,Channing Tatum,The Dilemma ,Chelcie Ross,2,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1
Brooke Smith,Anthony Hopkins,Bad Company ,Garcelle Beauvais,2,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1
Ben Daniels,Dwayne Johnson,Doom ,Dexter Fletcher,0,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1
Phill Lewis,Gary Cole,I Spy ,Tate Taylor,1,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1
Stephen Rea,Theo James,Underworld: Awakening ,Sandrine Holt,1,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1
Shane Hartline,James Martin Kelly,Rock of Ages ,Celina Beach,7,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1
Cole Hauser,Bruce Willis,Hart's War ,Rory Cochrane,0,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1
Robert De Niro,Jason Statham,Killer Elite ,Ben Mendelsohn,2,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1
Chris Klein,LL Cool J,Rollerball ,Andrew Bryniarski,3,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1
Sandrine Holt,Talisa Soto,Ballistic: Ecks vs. Sever ,Gregg Henry,1,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1
Minnie Driver,Morgan Freeman,Hard Rain ,Randy Quaid,0,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1
Brandy Norwood,Ron Howard,Osmosis Jones ,David Hyde Pierce,0,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1
Oliver Platt,Lea Michele,Legends of Oz: Dorothy's Return ,Jim Belushi,1,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1
Archie Kao,Chris Hemsworth,Blackhat ,Brandon Molale,1,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1
Laurence Olivier,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,Bai Ling,2,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1
Indira Varma,Charlotte Rampling,Basic Instinct 2 ,Neil Maskell,1,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1
50 Cent,Sylvester Stallone,Escape Plan ,Matt Gerald,1,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1
Luke Newberry,Roxanne McKee,The Legend of Hercules ,Gaia Weiss,0,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1
Bruce McGill,Morgan Freeman,The Sum of All Fears ,Philip Baker Hall,0,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1
Kristen Stewart,Robert Pattinson,The Twilight Saga: Eclipse ,Anna Kendrick,3,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1
Marlon Brando,Robert De Niro,The Score ,Gary Farmer,0,http://www.imdb.com/title/tt0227445/?ref_=fn_tt_tt_1
Miranda Cosgrove,Steve Carell,Despicable Me ,Jack McBrayer,0,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1
Robert Blake,Vincent Pastore,Money Train ,Aida Turturro,1,http://www.imdb.com/title/tt0113845/?ref_=fn_tt_tt_1
Morgan Freeman,Liam Neeson,Ted 2 ,Seth MacFarlane,0,http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1
Ashraf Barhom,Max Minghella,Agora ,Rupert Evans,2,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1
Wes Studi,Janeane Garofalo,Mystery Men ,Eddie Izzard,4,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1
Larry Joe Campbell,Jenna Fischer,Hall Pass ,Stephen Merchant,3,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1
Rip Torn,Al Pacino,The Insider ,Debi Mazar,1,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1
Abraham Benrubi,Michael Raymond-James,The Finest Hours ,Graham McTavish,0,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1
Simon McBurney,Leonardo DiCaprio,Body of Lies ,Michael Gaston,1,http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1
Stephanie Szostak,Steve Carell,Dinner for Schmucks ,Bruce Greenwood,2,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1
Dominic Cooper,Rufus Sewell,Abraham Lincoln: Vampire Hunter ,Benjamin Walker,0,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1
Kevin McNally,Will Patton,Entrapment ,Maury Chaykin,1,http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1
Kaitlyn Dever,Hector Elizondo,Last Man Standing             ,Nancy Travis,1,http://www.imdb.com/title/tt1828327/?ref_=fn_tt_tt_1
Mitch Pileggi,Martin Landau,The X Files ,Jeffrey DeMunn,0,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1
Nonso Anozie,Colin Firth,The Last Legion ,Owen Teale,0,http://www.imdb.com/title/tt0462396/?ref_=fn_tt_tt_1
Vin Diesel,Tom Hanks,Saving Private Ryan ,Matt Damon,2,http://www.imdb.com/title/tt0120815/?ref_=fn_tt_tt_1
Dominic Cooper,Rami Malek,Need for Speed ,Ramon Rodriguez,1,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1
Lisa Edelstein,Judy Greer,What Women Want ,Loretta Devine,1,http://www.imdb.com/title/tt0207201/?ref_=fn_tt_tt_1
Stephen Root,Goran Visnjic,Ice Age ,Denis Leary,0,http://www.imdb.com/title/tt0268380/?ref_=fn_tt_tt_1
Michael O'Neill,Morgan Freeman,Dreamcatcher ,Reece Thompson,1,http://www.imdb.com/title/tt0285531/?ref_=fn_tt_tt_1
Hal Holbrook,Joseph Gordon-Levitt,Lincoln ,Bruce McGill,0,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1
Marcus Chong,Keanu Reeves,The Matrix ,Gloria Foster,3,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1
Miko Hughes,Tom Hanks,Apollo 13 ,Kathleen Quinlan,0,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1
Rachel Ticotin,Ronny Cox,Total Recall ,Marshall Bell,0,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1
Aisha Tyler,Judge Reinhold,The Santa Clause 2 ,Eric Lloyd,0,http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1
Eddie Redmayne,Hugh Jackman,Les Misérables ,Anne Hathaway,1,http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1
Jean Stapleton,Tom Hanks,You've Got Mail ,Dave Chappelle,2,http://www.imdb.com/title/tt0128853/?ref_=fn_tt_tt_1
Adam Scott,Will Ferrell,Step Brothers ,Andrea Savage,2,http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1
Tony Amendola,Anthony Hopkins,The Mask of Zorro ,Stuart Wilson,0,http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1
RZA,Robert Downey Jr.,Due Date ,Matt Walsh,3,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1
Jack O'Connell,Finn Wittrock,Unbroken ,Alex Russell,0,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1
Courtney B. Vance,Clint Eastwood,Space Cowboys ,William Devane,1,http://www.imdb.com/title/tt0186566/?ref_=fn_tt_tt_1
Leon,Sylvester Stallone,Cliffhanger ,Janine Turner,1,http://www.imdb.com/title/tt0106582/?ref_=fn_tt_tt_1
Samantha Mathis,Delroy Lindo,Broken Arrow ,Bob Gunton,2,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1
Lily Tomlin,Bruce Willis,The Kid ,Daniel von Bargen,1,http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1
Jay Hernandez,Nicolas Cage,World Trade Center ,Armando Riesco,0,http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1
Kirsten Dunst,Julia Roberts,Mona Lisa Smile ,Marian Seldes,1,http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1
Aasif Mandvi,Sayed Badreya,The Dictator ,Horatio Sanz,0,http://www.imdb.com/title/tt1645170/?ref_=fn_tt_tt_1
Vinessa Shaw,Tom Cruise,Eyes Wide Shut ,Sydney Pollack,1,http://www.imdb.com/title/tt0120663/?ref_=fn_tt_tt_1
Dorian Missick,Quvenzhané Wallis,Annie ,David Zayas,6,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1
Adrian Martinez,Will Smith,Focus ,Gerald McRaney,0,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1
Abigail Spencer,Tom Hardy,This Means War ,Warren Christie,3,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1
Natasha Lyonne,Ryan Reynolds,Blade: Trinity ,John Michael Higgins,0,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1
Jennifer Grey,Lea Thompson,Red Dawn ,William Smith,0,http://www.imdb.com/title/tt0087985/?ref_=fn_tt_tt_1
Adrian Lester,Maura Tierney,Primary Colors ,Paul Guilfoyle,0,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1
Boris Kodjoe,Milla Jovovich,Resident Evil: Retribution ,Bingbing Li,0,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1
Max Ryan,Jason Statham,Death Race ,Joan Allen,4,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1
Craig Bierko,Melina Kanakaredes,The Long Kiss Goodnight ,Yvonne Zima,2,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1
Alun Armstrong,Pamela Reed,Proof of Life ,Michael Kitchen,1,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1
Josh Hutcherson,Kristen Stewart,Zathura: A Space Adventure ,Jonah Bobo,0,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1
Meat Loaf,Brad Pitt,Fight Club ,Eugenie Bondurant,2,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1
Kimberly Williams-Paisley,Matthew McConaughey,We Are Marshall ,Brian Geraghty,0,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1
James Nesbitt,Jason Flemyng,The Missing             ,Frances O'Connor,0,http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1
