director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,language,title_year,movie_facebook_likes
Stephen Carpenter,64,84,12,159,Melissa Sagemiller,Soul Survivors ,7277,417,Candace Kroslak,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,English,2001,231
James Ivory,20,139,133,423,Seth Gilliam,Jefferson in Paris ,2427,446,Nigel Whitmey,18th century|ambassador|french revolution|friendship|thomas jefferson,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,English,1995,127
Stephan Elliott,135,97,11,14000,Colin Firth,Easy Virtue ,16444,16431,Kris Marshall,estate|female frontal nudity|female nudity|no panties|unhappy marriage,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,English,2008,2000
James Fargo,2,127,109,16000,Christopher Lee,Caravans ,524,17250,Behrouz Vossoughi,afghanistan|caravan|rebel|russian|tribe,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,English,1978,76
Mike Leigh,262,150,608,149,Lesley Manville,Mr. Turner ,17933,390,Karl Johnson,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,English,2014,0
Alain Resnais,129,104,752,412,Mathieu Amalric,Wild Grass ,3174,799,Edouard Baer,dentist|letter|pilot|skateboard|wallet,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,French,2009,512
Costa-Gavras,69,132,333,380,Sebastian Koch,Amen. ,11077,1429,Ulrich Mühe,jesuit|jew|pope|priest|ss,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,English,2002,0
Chao-Bin Su,50,117,2,149,Woo-sung Jung,Reign of Assassins ,6069,243,Kelly Lin,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,Mandarin,2010,1000
Neil Burger,57,115,168,697,John Heard,The Lucky Ones ,11704,2243,Mark L. Young,college tuition|guitar|road trip|soldier|stranded,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,English,2008,702
Kenneth Lonergan,116,186,50,13000,Matt Damon,Margaret ,12053,14638,John Gallagher Jr.,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,English,2011,0
Bo Zenga,45,90,10,826,Steve Howey,Stan Helsing ,9928,2207,Diora Baird,dollar bill|double entendre|escaped convict|halloween|striptease,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,English,2009,934
Rob Reiner,87,90,0,1000,Madeline Carroll,Flipped ,60460,4377,Aidan Quinn,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,English,2010,14000
Ang Lee,357,134,0,15000,Jake Gyllenhaal,Brokeback Mountain ,259837,39789,Anne Hathaway,gay relationship|homosexuality|mountain|ranch|rodeo,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,English,2005,13000
Jonathan Liebesman,348,101,473,833,Noel Fisher,Teenage Mutant Ninja Turtles ,167089,2690,Jeremy Howard,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,English,2014,62000
Amy Heckerling,88,97,143,927,Donald Faison,Clueless ,123390,1724,Elisa Donovan,female protagonist|high school|makeover|matchmaker|popularity,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,English,1995,0
Todd Haynes,181,107,162,2000,Dennis Quaid,Far from Heaven ,36542,2447,Michael Gaston,african american|catastrophe|family relationships|farewell scene|therapy,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,English,2002,0
Steve Pink,107,99,38,3000,Adam Scott,Hot Tub Time Machine 2 ,28159,4702,Collette Wolfe,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,English,2015,0
,53,55,,20,Krystyna Janda,Dekalog             ,12590,25,Olgierd Lukaszewicz,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,Polish,,0
Philip Kaufman,132,124,133,14000,Kate Winslet,Quills ,44795,14726,Amelia Warner,asylum|lust|male pubic hair|penis|pubic hair,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,English,2000,0
Martin McDonagh,401,110,454,2000,Abbie Cornish,Seven Psychopaths ,185845,4757,Michael Stuhlbarg,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,English,2012,52000
Kasi Lemmons,58,105,148,539,Colm Feore,The Caveman's Valentine ,5602,1767,Aunjanue Ellis,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,English,2001,329
,1,41,,70,Jacek Koman,The Border             ,271,74,Jaroslaw Boberek,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,Polish,,64
Oliver Hirschbiegel,192,178,101,918,Thomas Kretschmann,Downfall ,248354,2334,Alexandra Maria Lara,bunker|hitler|nazi|no exit|war ruins,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,German,2004,14000
Alejandro Amenábar,157,125,448,273,Belén Rueda,The Sea Inside ,64556,529,Tamar Novas,dignity|euthanasia|freedom|lawyer|sailor,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,Spanish,2004,0
Jonathan Glazer,454,108,143,19000,Scarlett Johansson,Under the Skin ,85022,19086,Alison Chand,alien|desire|female nudity|male frontal nudity|scotland,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,English,2013,29000
Barry Levinson,62,121,272,49000,Robin Williams,"Good Morning, Vietnam ",98348,50141,Bruno Kirby,disc jockey|friendship|radio|vietnam|vietnamese,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,English,1987,0
Hyung-rae Shim,4,100,26,898,Jason Mewes,The Last Godfather ,912,2895,Michael Rispoli,mafia|mafia boss|mafiosi|mafioso|three word title,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,English,2010,502
Jon M. Chu,84,115,209,569,Usher Raymond,Justin Bieber: Never Say Never ,74351,714,Boys II Men,boyhood friend|manager|plasma tv|prodigy|star,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,English,2011,62000
Darren Aronofsky,669,108,0,20000,Natalie Portman,Black Swan ,551363,38072,Mark Margolis,ballerina|ballet|fear|female protagonist|madness,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,English,2010,106000
José Padilha,492,117,294,10000,Gary Oldman,RoboCop ,182910,14160,Jennifer Ehle,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,English,2014,60000
Francis Ford Coppola,149,220,0,22000,Robert De Niro,The Godfather: Part II ,790926,39960,Robert Duvall,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,English,1974,14000
Thomas Carter,101,112,49,656,Sean Patrick Thomas,Save the Last Dance ,47876,1307,Fredro Starr,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,English,2001,0
Renny Harlin,102,99,212,130,Tuesday Knight,A Nightmare on Elm Street 4: The Dream Master ,36108,450,Brooke Bundy,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,English,1988,0
Patricia Riggen,63,109,36,3000,Jennifer Garner,Miracles from Heaven ,6276,7833,Martin Henderson,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,English,2016,16000
Danny Leiner,106,83,8,3000,Jennifer Garner,"Dude, Where's My Car? ",116625,6454,Marla Sokoloff,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,English,2000,0
Christopher Cain,50,107,58,549,Jack Palance,Young Guns ,42614,1747,Brian Keith,army|cattle|deputy|new mexico|rancher,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,English,1988,0
Theodore Melfi,275,102,51,13000,Bill Murray,St. Vincent ,72803,20330,Reg E. Cathey,bullying|grumpy old man|school presentation|stroke|stroke recovery,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,English,2014,33000
Steve Pink,90,100,38,833,Joe Lo Truglio,About Last Night ,16979,2800,Bryan Callen,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,English,2014,0
Gil Junger,133,97,19,23000,Joseph Gordon-Levitt,10 Things I Hate About You ,222099,37907,Andrew Keegan,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,English,1999,10000
Ed Decter,49,92,13,11000,Zooey Deschanel,The New Guy ,28805,12687,Gene Simmons,cheerleader|geek|high school|prison|reference to janet jackson,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,English,2002,1000
Gene Quintano,19,84,0,11000,Jon Lovitz,Loaded Weapon 1 ,37611,12322,Bill Nunn,cookie|detective|microfilm|parody|sergeant,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,English,1993,0
Jaume Collet-Serra,186,86,174,619,Óscar Jaenada,The Shallows ,12983,971,Sedona Legge,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,English,2016,0
Eric Bress,185,120,19,8000,Logan Lerman,The Butterfly Effect ,357579,12755,Cameron Bright,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,English,2004,15000
Chris Koch,42,89,13,571,Chris Elliott,Snow Day ,9285,2241,Jean Smart,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,English,2000,0
Preston A. Whitmore II,37,117,17,1000,Mekhi Phifer,This Christmas ,6528,6554,Loretta Devine,christmas|family home|musician|piano|secret,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,English,2007,0
Bob Clark,45,97,84,899,Kathleen Turner,Baby Geniuses ,19547,2936,Ruby Dee,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,English,1999,0
Kirk Wong,57,91,6,904,Bokeem Woodbine,The Big Hit ,24834,3353,Antonio Sabato Jr.,hitman|kidnapping|kosher|vhs|video store,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,English,1998,934
Bronwen Hughes,25,100,15,694,Gregory Smith,Harriet the Spy ,7984,2486,Charlotte Sullivan,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,English,1996,833
John Lafia,59,72,5,659,Jenny Agutter,Child's Play 2 ,31371,2646,Greg Germann,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,English,1990,0
Sam Miller,58,84,12,1000,Leslie Bibb,No Good Deed ,12676,2297,Henry Simmons,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,English,2014,0
Frank Darabont,330,126,0,2000,Toby Jones,The Mist ,220475,5371,Jeffrey DeMunn,desperation|fog|giant insect|survival|survival horror,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,English,2007,20000
Alex Garland,489,108,232,149,Elina Alminas,Ex Machina ,289508,430,Corey Johnson,artificial intelligence|robot|robot human relationship|turing test|video surveillance,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,English,2015,109000
Spike Jonze,242,112,0,512,Willie Garson,Being John Malkovich ,254404,1171,Mary Kay Place,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,English,1999,0
Mark Brown,40,90,7,939,Mo'Nique,Two Can Play That Game ,4339,2815,Tamala Jones,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,English,2001,593
Dave Green,112,91,13,803,Teo Halm,Earth to Echo ,15664,1921,Jason Gray-Stanford,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,English,2014,0
John Stockwell,84,135,134,4000,Kirsten Dunst,Crazy/Beautiful ,21406,6214,Rolando Molina,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,English,2001,0
Clint Eastwood,251,141,16000,378,Yuki Matsuzaki,Letters from Iwo Jima ,132149,751,Shidô Nakamura,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,Japanese,2006,5000
Michael Polish,113,104,35,24000,J.K. Simmons,The Astronaut Farmer ,19707,27806,Bruce Dern,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,English,2006,862
Daisy von Scherler Mayer,23,84,18,1000,LL Cool J,Woo ,1520,3352,Dave Chappelle,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,English,1998,204
Lenny Abrahamson,421,118,412,805,Joan Allen,Room ,161288,2499,Cas Anvar,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,English,2015,72000
Bob Saget,32,82,799,721,Don Rickles,Dirty Work ,20033,1805,Traylor Howard,cult film|gambling debt|job|off screen murder|revenge,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,English,1998,679
John Waters,52,95,0,899,Kathleen Turner,Serial Mom ,21212,3092,Traci Lords,dentist|housewife|howie scream|murder|perfection,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,English,1994,3000
Andrew Fleming,81,94,26,16000,Ryan Reynolds,Dick ,16059,31005,Kirsten Dunst,political cover up|political satire|teenage girl|white house|witness,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,English,1999,0
Niels Arden Oplev,,88,76,690,Michael Nyqvist,Del 1 - Män som hatar kvinnor             ,335,998,Lena Endre,,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,Swedish,,22
Craig Bolotin,39,99,7,3000,Rosario Dawson,Light It Up ,3116,6485,Robert Ri'chard,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,English,1999,251
Mark Christopher,63,121,15,4000,Salma Hayek,54 ,27675,6910,Sela Ward,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,English,1998,0
Blair Hayes,47,84,2,15000,Jake Gyllenhaal,Bubble Boy ,25541,18864,Marley Shelton,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,English,2001,0
Jez Butterworth,111,93,16,567,Mark Gatiss,Birthday Girl ,21530,1775,Ben Chaplin,bank|bank clerk|birthday|mail order bride|russian,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,English,2001,618
Jon Lucas,168,93,24,552,Justin Chon,21 & Over ,60407,2730,Sarah Wright,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,English,2013,11000
Olivier Assayas,165,120,107,12000,Steve Buscemi,"Paris, je t'aime ",63084,13208,Catalina Sandino Moreno,baby|divorce|oscar wilde|pigalle|tourist,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,French,2006,0
Rod Lurie,104,112,37,748,Harry Lennix,Resurrecting the Champ ,18442,2417,Peter Coyote,boxing|colosseum|homeless man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,English,2007,689
Paul Weitz,150,107,80,2000,Tina Fey,Admission ,28573,3004,Christopher Evan Welch,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,English,2013,5000
Patrice Leconte,61,112,83,2000,Emir Kusturica,The Widow of Saint-Pierre ,4767,2389,Yves Jacques,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,French,2000,186
Atom Egoyan,226,96,460,14000,Liam Neeson,Chloe ,56264,14372,Natalie Lisinska,bare chested boy|doctor|escort|infidelity|prostitute,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,English,2009,0
Paul Mazursky,21,91,150,979,Chazz Palminteri,Faithful ,1595,1679,Paul Mazursky,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,English,1996,69
Jim Sheridan,217,105,260,20000,Natalie Portman,Brothers ,88037,39473,Ethan Suplee,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,English,2009,10000
Sidney Lumet,94,125,0,22000,Peter Dinklage,Find Me Guilty ,28068,37606,Alex Rocco,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,English,2006,0
Stephen Chbosky,364,102,139,8000,Logan Lerman,The Perks of Being a Wallflower ,351274,13631,Kate Walsh,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,English,2012,131000
Jon Hess,19,87,29,683,Burt Young,Excessive Force ,922,1139,Thomas Ian Griffith,exercise bicycle|face in food|police|police brutality|policeman,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,English,1993,107
Douglas McGrath,129,118,41,2000,Toby Jones,Infamous ,14143,3474,Hope Davis,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,English,2006,0
Michael Winterbottom,71,115,187,14000,Milla Jovovich,The Claim ,5254,17104,Shirley Henderson,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,English,2000,141
Mark Neveldine,93,91,83,3000,Djimon Hounsou,The Vatican Tapes ,7199,7875,Dougray Scott,evil|injury|possession|priest|vatican,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,English,2015,0
Joe Cornish,399,88,115,1000,John Boyega,Attack the Block ,82331,2011,Jodie Whittaker,alien|alien invasion|apartment|creature|gang,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,English,2011,18000
Angelina Jolie Pitt,110,127,11000,306,Jelena Jovanova,In the Land of Blood and Honey ,31414,796,Branko Djuric,bosnian war|church|emaciation|soldier|violence,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,Bosnian,2011,0
Brad Anderson,285,94,122,873,Michael Imperioli,The Call ,88241,2812,Roma Maffia,911 operator|calling 911|die hard scenario|head held underwater|white villain,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,English,2013,23000
John H. Lee,2,115,32,14000,Liam Neeson,Operation Chromite ,90,14133,Jung-jae Lee,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,English,2016,139
John Stainton,61,90,0,477,Steve Irwin,The Crocodile Hunter: Collision Course ,5663,1483,Steve Bastoni,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,English,2002,332
Glenn Ficarra,242,102,43,170,Dameon Clarke,I Love You Phillip Morris ,77305,931,Annie Golden,character name in title|con artist|fraud|gay|prison break,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,English,2009,11000
Jean-Jacques Annaud,62,100,218,581,Rae Dawn Chong,Quest for Fire ,16281,931,Gary Schwartz,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,None,1981,0
Denzel Washington,121,117,18000,18000,Denzel Washington,Antwone Fisher ,26493,20456,Derek Luke,black american|extortion|navy|psychiatrist|sailor,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,English,2002,0
Michael Hoffman,83,109,97,13000,Gabriel Millman,The Emperor's Club ,14354,14347,Rob Morrow,classroom|fund raising|headmaster|reunion|roman,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,English,2002,0
Tony Scott,122,121,12000,11000,Brad Pitt,True Romance ,163492,23602,Michael Rapaport,aspiring actor|cocaine|drugs|pimp|suitcase full of money,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,English,1993,15000
Benedek Fliegauf,88,111,28,6000,Eva Green,Womb ,9957,9244,Hannah Murray,clone|love|male nudity|medical ethics|virginity,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,English,2010,0
James Foley,120,100,164,18000,Kevin Spacey,Glengarry Glen Ross ,75675,32288,Jude Ciccolella,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,English,1992,0
Michael Winterbottom,225,109,187,818,Liam Aiken,The Killer Inside Me ,28483,1813,Jay R. Ferguson,deputy|murder|revenge|sheriff|texas,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,English,2010,0
Paul Schrader,130,93,261,783,Ed Begley Jr.,Cat People ,14193,3700,John Heard,cat|cat people|leopard|love|slip the undergarment,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,English,1982,0
Stewart Hendler,167,101,10,1000,Julian Morris,Sorority Row ,24012,3142,Rumer Willis,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,English,2009,0
John Cromwell,7,101,19,490,David Niven,The Prisoner of Zenda ,3256,1166,Ronald Colman,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,English,1937,337
Craig Gillespie,226,106,44,33000,Ryan Gosling,Lars and the Real Girl ,114762,34351,Paul Schneider,in love with an inanimate object|internet|introvert|psychologist|sex doll,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,English,2007,19000
Mark Herman,185,94,39,77,Richard Johnson,The Boy in the Striped Pajamas ,132386,156,Cara Horgan,boy|fence|jew|nazis|poison gas,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,English,2008,38000
Lars von Trier,177,140,3000,963,Catherine Deneuve,Dancer in the Dark ,79330,2894,Björk,ends with quotation|execution|factory|women's prison|year 1964,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,English,2000,0
Gillian Armstrong,28,132,44,1000,Tom Wilkinson,Oscar and Lucinda ,5648,2004,Clive Russell,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,English,1997,329
Abel Ferrara,48,99,220,812,Isabella Rossellini,The Funeral ,6921,3337,Gretchen Mol,1930s|madness|murder|new york city|violence,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,English,1996,344
Brian Koppelman,116,90,34,966,Jenna Fischer,Solitary Man ,13371,2661,Richard Schiff,aging|hdtv|high definition television|love|marriage,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,English,2009,0
Ethan Maniquis,391,105,20,22000,Robert De Niro,Machete ,165792,26233,Cheech Marin,machete|mexican|mexico|priest|texas,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,English,2010,44000
George Hickenlooper,117,108,60,18000,Kevin Spacey,Casino Jack ,14757,18739,Christian Campbell,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,English,2010,0
Don Bluth,24,69,383,912,Judith Barsi,The Land Before Time ,61753,1833,Bill Erwin,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,English,1988,5000
Je-kyu Kang,86,148,16,717,Min-sik Choi,Tae Guk Gi: The Brotherhood of War ,31943,1730,Dong-gun Jang,1950s|archeologist|korea|korean war|soldier,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,Korean,2004,0
William Dear,41,118,50,968,Clifton Collins Jr.,The Perfect Game ,2676,4270,Bruce McGill,baseball movie|little league|little league baseball|mexico|three word title,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,English,2009,0
William Friedkin,304,132,607,1000,Ellen Burstyn,The Exorcist ,284252,2466,Lee J. Cobb,demonic possession|exorcism|exorcist|loss of innocence|priest,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,English,1973,18000
Steven Spielberg,385,130,14000,813,Roy Scheider,Jaws ,412454,2047,Murray Hamilton,beach|blockbuster|fishing|great white shark|shark,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,English,1975,21000
Paul Weitz,145,95,80,3000,Alyson Hannigan,American Pie ,315549,8134,Natasha Lyonne,1990s|first love|milf|prom|virginity,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,English,1999,0
Stéphane Aubier,99,80,2,6000,Mackenzie Foy,Ernest & Celestine ,12029,6829,Lambert Wilson,bear|dentist|friendship|mouse|prejudice,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,French,2012,0
Michael Ritchie,29,94,23,400,Victor Wong,The Golden Child ,39798,1044,Charlotte Lewis,boy|child|chosen one|demon|detective,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,English,1986,0
Tim Story,77,122,167,997,Chris Brown,Think Like a Man ,34579,5165,Regina Hall,advice|black romance|hip hop|reading a book|sex scene,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,English,2012,0
Tim Story,91,102,167,656,Sean Patrick Thomas,Barbershop ,22147,2754,Cedric the Entertainer,barber|barbershop|blaxploitation|loan shark|theft,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,English,2002,770
Nicholas Meyer,148,116,120,12000,Leonard Nimoy,Star Trek II: The Wrath of Khan ,91414,16539,Nichelle Nichols,jamming communications|planet|space station|taunt|trap,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,English,1982,0
Tom Shadyac,61,78,293,759,Sean Young,Ace Ventura: Pet Detective ,216486,2462,David Margulies,detective|dolphin|mascot|nudity|stupidity,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,English,1994,0
John Badham,84,114,139,2000,Matthew Broderick,WarGames ,71842,4537,Ally Sheedy,computer|game|high school|norad|teenager,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,English,1983,0
Peter Weir,83,112,608,11000,Harrison Ford,Witness ,66966,22479,Lukas Haas,amish|love|murder|police|train,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,English,1985,0
Mike McCoy,216,110,16,93,Alex Veadov,Act of Valor ,57996,146,Rorke Denver,mission|navy seal|terrorist|torture|valor,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,English,2012,15000
Anne Fletcher,107,104,98,17000,Channing Tatum,Step Up ,90938,21380,Josh Henderson,dance|dancer|school|showcase|student,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,English,2006,0
Mike Judge,63,81,406,13000,Bruce Willis,Beavis and Butt-Head Do America ,42892,17035,John Doman,beavis and butt head|fbi|score|television|television set,http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1,English,1996,0
