num_critic_for_reviews,actor_2_name,gross,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,budget,imdb_score
15,Callum Rennie,,Tyler Mane,Gunless ,Dustin Milligan,1,blacksmith|bounty hunter|duel|gunslinger|wild west,http://www.imdb.com/title/tt1376195/?ref_=fn_tt_tt_1,Canada,10000000,6.5
248,Martin Starr,16025394,Kristen Stewart,Adventureland ,Wendie Malick,6,amusement park|strong female character|summer job|teen movie|teenager,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1,USA,,6.8
52,Victor Rivers,2483955,Danny Pino,The Lost City ,Enrique Murciano,0,1950s|cuba|cuban flag|fidel castro|havana cuba,http://www.imdb.com/title/tt0343996/?ref_=fn_tt_tt_1,USA,9600000,6.7
55,Mike Epps,57176582,John Witherspoon,Next Friday ,Rolando Molina,1,african american|flashback|marijuana joint|porn magazine|suburb,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,USA,9500000,6.1
30,Jordana Brewster,,Hayden Christensen,American Heist ,Akon,1,bank|critically bashed|heist|mechanic|prison,http://www.imdb.com/title/tt2923316/?ref_=fn_tt_tt_1,Canada,10000000,5.2
130,Burt Kwouk,43100000,Donald Pleasence,You Only Live Twice ,Desmond Llewelyn,0,faked death|japan|japanese|poison|secret headquarters,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,UK,9500000,6.9
29,Alfie Allen,,Mem Ferda,Plastic ,Malese Jow,7,credit card fraud|lesbian kiss|miami,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1,UK,10000000,6.0
447,Emmanuelle Riva,225377,Isabelle Huppert,Amour ,Jean-Louis Trintignant,1,aging|daughter|old couple|old love|stroke,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,France,8900000,7.9
66,Heather O'Rourke,14114488,Tom Skerritt,Poltergeist III ,Zelda Rubinstein,0,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,USA,10500000,4.5
18,Roger Cross,,Daniella Alonso,Re-Kill ,Jesse Garcia,0,after dark|after dark horrorfest|fictional tv news show|outbreak,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,USA,9500000,5.1
61,Sid Caesar,46300000,Jonathan Winters,It's a Mad, Mad, Mad, Mad World ,Spencer Tracy,0,california|desert|dying words|money|race,http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1,USA,9400000,7.6
232,Lola Dueñas,12899702,Carmen Maura,Volver ,Antonio de la Torre,1,abusive father|child abuse|death|rape|secret,http://www.imdb.com/title/tt0441909/?ref_=fn_tt_tt_1,Spain,,7.6
62,Joe Flaherty,,John Vernon,Heavy Metal ,Don Francks,0,anthology|girl|heavy metal|secretary|segments,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,Canada,9300000,6.7
106,Michael Angarano,113155,Jizelle Jade,Gentlemen Broncos ,Héctor Jiménez,7,amateur film|sexual harassment|sexual innuendo|small town|struggling parent,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,USA,,6.1
56,Jim Broadbent,2600000,Robert Downey Jr.,Richard III ,Kristin Scott Thomas,3,1930s|abuse of power|england|king|murder,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1,UK,6000000,7.5
48,Michaela McManus,,Scott Glenn,Into the Grizzly Maze ,Luisa D'Oliveira,4,bear|breasts|female nudity|grizzly|wilderness,http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1,USA,10000000,5.3
41,Steven Michael Quezada,1602466,Bárbara Mori,Kites ,Kabir Bedi,0,casino|desert|love|suicide|tragic event,http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1,India,600000000,6.0
439,Kirsten Dunst,3029870,Alexander Skarsgård,Melancholia ,Charlotte Rampling,1,art director|breasts|depression|outdoor sex|riding a horse,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,Denmark,7400000,7.1
54,Keisha Castle-Hughes,,Noah Taylor,Red Dog ,Luke Ford,0,australian|based on true events|dog|love|search,http://www.imdb.com/title/tt0803061/?ref_=fn_tt_tt_1,Australia,8500000,7.5
50,Katrina Kaif,3047539,Shah Rukh Khan,Jab Tak Hai Jaan ,Vic Waghorn,4,accident|army|bomb|indian army|love,http://www.imdb.com/title/tt2176013/?ref_=fn_tt_tt_1,India,7217600,6.9
392,Yaphet Kotto,78900000,Tom Skerritt,Alien ,Bolaji Badejo,0,alien|creature|future|outer space|spaceship,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,UK,11000000,8.5
277,Edwin Neal,30859000,Gunnar Hansen,The Texas Chain Saw Massacre ,Marilyn Burns,0,cannibal|chainsaw|hitchhiker|independent film|leatherface,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,USA,83532,7.5
259,Scout Taylor-Compton,3571735,Kristen Stewart,The Runaways ,Johnny Lewis,2,band|box office flop|critically bashed|historically inaccurate|revisionist history,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,USA,10000000,6.6
66,Paul Michael Glaser,50000000,Topol,Fiddler on the Roof ,Rosalind Harris,0,immigration|jewish|pogrom|tradition|tradition versus modernity,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,USA,9000000,8.0
129,Earl Cameron,63600000,Desmond Llewelyn,Thunderball ,Lois Maxwell,1,domino|fiery redhead|nassau|official james bond series|underwater battle,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,UK,9000000,7.0
115,Shanley Caswell,,Josh Hutcherson,Detention ,Parker Bagley,2,blood splatter|detention|high school|overalls|reference to c. thomas howell,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,USA,10000000,5.8
81,Alessandro Preziosi,,Riccardo Scamarcio,Loose Cannons ,Lunetta Savino,9,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,http://www.imdb.com/title/tt1405810/?ref_=fn_tt_tt_1,Italy,,7.3
29,Jada Pinkett Smith,36049108,Vivica A. Fox,Set It Off ,Blair Underwood,4,bank|black comedy|main characters killed off|money|robbery,http://www.imdb.com/title/tt0117603/?ref_=fn_tt_tt_1,USA,9000000,6.8
32,Sanaa Lathan,34074895,Harold Perrineau,The Best Man ,Jarrod Bunch,6,african american|bachelor party|brooklyn bridge|family relationships|stripper,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,USA,9000000,6.7
142,Alex Vincent,33244684,Catherine Hicks,Child's Play ,Dinah Manoff,0,birthday|doll|murder|serial killer|voodoo,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,USA,9000000,6.5
263,Tucker Albrizzi,24530513,Michael Moore,Sicko ,Bill Clinton,1,canada|cuba|france|guantanamo|hmo,http://www.imdb.com/title/tt0386032/?ref_=fn_tt_tt_1,USA,9000000,8.0
285,Zach Gilford,71519230,Noel Gugliemi,The Purge: Anarchy ,Roberta Valderrama,0,held at gunpoint|machete|masked man|sequel|violence,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,USA,9000000,6.5
64,Lauren German,20035310,Rosario Dawson,Down to You ,Shawn Hatosy,1,artist|cake|college|new york city|student,http://www.imdb.com/title/tt0186975/?ref_=fn_tt_tt_1,USA,9000000,4.9
150,Fred Willard,18225165,Ethan Embry,Harold & Kumar Go to White Castle ,Paula Garcés,2,marijuana|police|road trip|stoner|white castle,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,USA,9000000,7.1
136,Gary Oldman,17804273,Jeff Bridges,The Contender ,William Petersen,0,bridge|governor|political thriller|president|vice president,http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1,USA,20000000,7.0
132,Nia Long,16938179,Vin Diesel,Boiler Room ,Herbert Russell,3,career|casino|judge|stock|stock broker,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,USA,8000000,7.0
71,Denholm Elliott,90400000,Don Ameche,Trading Places ,Ralph Bellamy,2,interracial relationship|poverty|prostitute|scam|stock market,http://www.imdb.com/title/tt0086465/?ref_=fn_tt_tt_1,USA,,7.5
186,Crystal Lowe,16235293,Oliver Hudson,Black Christmas ,Andrea Martin,0,attic|christmas|house|incest|sorority,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,USA,9000000,4.5
39,Tate Taylor,11827301,Jennifer Esposito,Breakin' All the Rules ,Patrick Cranshaw,1,female to male foot in crotch|lingerie slip|love|mistaken identity|writer,http://www.imdb.com/title/tt0349169/?ref_=fn_tt_tt_1,USA,,5.5
46,Derek Jacobi,10161099,Brian Blessed,Henry V ,Danny Webb,1,battle|battle of agincourt|king|shakespeare play|sword and shield,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,UK,9000000,7.7
201,David Zayas,6610326,Philip Seymour Hoffman,The Savages ,Gbenga Akinnagbe,0,arizona|dementia|married man|sun city arizona|writing,http://www.imdb.com/title/tt0775529/?ref_=fn_tt_tt_1,USA,,7.2
32,Freddy Rodríguez,6126237,Carlos Ponce,Chasing Papi ,Maria Conchita Alonso,3,beauty pageant|bilingual|dating|latino|three women,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,USA,,4.8
117,Nicky Katt,6047856,Kristin Lehman,The Way of the Gun ,Dylan Kussman,4,criminal|drifter|gangster|money|surrogate mother,http://www.imdb.com/title/tt0202677/?ref_=fn_tt_tt_1,USA,8500000,6.7
136,Rory Culkin,4681503,Kieran Culkin,Igby Goes Down ,Bill Irwin,1,boy|mistress|money|schizophrenic|school,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1,USA,9000000,7.0
15,Matt Ross,4350774,Jon Favreau,PCU ,Chris Young,3,college|high school senior|meat|protest|university,http://www.imdb.com/title/tt0110759/?ref_=fn_tt_tt_1,USA,8000000,6.5
46,Drew Fuller,3420871,Bill Cobbs,The Ultimate Gift ,Mircea Monroe,2,billionaire|grandfather|playboy|trust fund baby|wealth,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,USA,,7.4
1,Katherine Kelly Lang,,Ronn Moss,The Bold and the Beautiful             ,Hunter Tylo,0,beverly hills california|family relationships|los angeles california|soap opera,http://www.imdb.com/title/tt0092325/?ref_=fn_tt_tt_1,USA,,3.5
41,John Carradine,,Anjelica Huston,The Ice Pirates ,Robert Urich,4,bar fight|cult film|ice|psychotronic|sword fight,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,USA,9000000,5.7
65,John Doman,2955039,Emma Bell,Gracie ,Carly Schroeder,1,boy|girl|soccer|south orange new jersey|teenager,http://www.imdb.com/title/tt0441007/?ref_=fn_tt_tt_1,USA,9000000,6.2
100,Garry Shandling,1530535,Billy Crudup,Trust the Man ,Dagmara Dominczyk,3,actress|lesbianism|manhattan new york city|urination|watching pornography,http://www.imdb.com/title/tt0427968/?ref_=fn_tt_tt_1,USA,9000000,5.7
129,Amy Poehler,4881867,Steve Coogan,Hamlet 2 ,David Arquette,1,gang banger|sequel|shakespeare's hamlet|student|time machine,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,USA,9000000,6.4
103,Eddie Izzard,1043487,Christian Bale,Velvet Goldmine ,Janet McTeer,3,1970s|glitter|political cover up|reference to katharine hepburn|reference to spencer tracy,http://www.imdb.com/title/tt0120879/?ref_=fn_tt_tt_1,UK,,7.0
77,Jun Kunimura,770629,Jung-min Hwang,The Wailing ,Woo-hee Chun,0,policeman|stranger|supernatural|village|vomiting,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,South Korea,,7.7
67,Heather Morris,11860839,Lea Michele,Glee: The 3D Concert Movie ,Kevin McHale,0,concert|live in concert recording|live performance,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,USA,9000000,5.4
31,Chatchai Plengpanich,454255,Sarunyu Wongkrachang,The Legend of Suriyothai ,Mai Charoenpura,3,16th century|burmese|invasion|queen|thailand,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,Thailand,400000000,6.6
76,Adrienne Barbeau,349618,John Amos,Two Evil Eyes ,Sally Kirkland,1,black cat|cat|evil|photographer|undead,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,Italy,9000000,6.1
17,Julie Engelbrecht,,Lambert Wilson,Barbecue ,Lionel Abelanski,1,,http://www.imdb.com/title/tt3202120/?ref_=fn_tt_tt_1,France,,6.1
81,Ruth Sheen,112935,Lesley Manville,All or Nothing ,Gary McDonald,0,love|neighbor|single parent|supermarket|working class,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,UK,9000000,7.6
26,Will Patton,883887,Q'orianka Kilcher,Princess Kaiulani ,Shaun Evans,3,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,USA,9000000,6.2
24,Vince Colosimo,13751,Jacqueline McKenzie,Opal Dream ,Peter Callan,0,friend|girl|imaginary friend|outback|town,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,Australia,11400000,6.6
44,Joshua Mikel,,Robert De Niro,Heist ,D.B. Sweeney,1,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,USA,19000000,6.1
80,Thure Lindhardt,145109,Lars Mikkelsen,Flame and Citron ,Christian Berkel,1,danish|double agent|nazi|nazi occupation|resistance,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,Denmark,45000000,7.3
41,Kip Pardue,1046166,Fisher Stevens,Undiscovered ,Perrey Reeves,4,bare chested male|box office flop|diner|german shepherd|one word title,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,Germany,9000000,4.2
91,Warren Clarke,,Andrew Garfield,Red Riding: In the Year of Our Lord 1974 ,John Henshaw,0,ejected from a moving vehicle|gun held to head|handcuffs|shot multiple times|strangulation,http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1,UK,,7.1
66,Ronit Elkabetz,2874,Catherine Deneuve,The Girl on the Train ,Émilie Dequenne,1,bar mitzvah|lawyer|train|wealth|wrestler,http://www.imdb.com/title/tt1183672/?ref_=fn_tt_tt_1,France,,6.0
19,Erika Christensen,,Sarah Michelle Gellar,Veronika Decides to Die ,Jonathan Tucker,1,boyfriend girlfriend relationship|female protagonist|letter of resignation|mental hospital|sex,http://www.imdb.com/title/tt1068678/?ref_=fn_tt_tt_1,USA,9000000,6.5
35,Linda Kozlowski,174635000,Paul Hogan,Crocodile Dundee ,David Gulpilil,1,australian outback|crocodile|female reporter|journalist|new york city,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,Australia,8800000,6.5
19,Steven Waddington,,Sean Pertwee,Ultramarines: A Warhammer 40,000 Movie ,Donald Sumpter,0,grimdark|mutilated corpse|space marine|ultramarines|warhammer 40k,http://www.imdb.com/title/tt1679332/?ref_=fn_tt_tt_1,UK,,5.7
33,Sarah Polley,,Stephen Graham,The I Inside ,Stephen Rea,2,2000s|hospital|man in a wheelchair|year 2000|year 2002,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,UK,8800000,6.1
17,Gyton Grantley,,Harrison Gilbertson,Beneath Hill 60 ,Steve Le Marquand,12,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,http://www.imdb.com/title/tt1418646/?ref_=fn_tt_tt_1,Australia,9000000,7.1
163,Maïwenn,171320,Riccardo Scamarcio,Polisse ,Karin Viard,1,abusive parent|child molester|child protection|photographer|police,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,France,,7.3
133,Fisher Stevens,14373825,Hayden Christensen,Awake ,Denis O'Hare,0,anesthetic|anesthetic awareness|heart|heart surgery|surgery,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,USA,8600000,6.5
47,James Arnold Taylor,,Dee Bradley Baker,Star Wars: The Clone Wars             ,Tom Kane,0,begins with narration|female warrior|inbetwequel|jedi knight|war against machines,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,USA,,7.9
66,Mike Dopud,162,Michael Jai White,Skin Trade ,Celina Jade,5,bangkok thailand|detective|human trafficking|revenge|sex slavery,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,Thailand,9000000,5.7
147,Jami Gertz,32222567,Dianne Wiest,The Lost Boys ,Jason Patric,3,1980s|california|death|small town|vampire,http://www.imdb.com/title/tt0093437/?ref_=fn_tt_tt_1,USA,,7.2
273,Beth Grant,39462438,Jeff Bridges,Crazy Heart ,Debrianna Mansini,0,country music|country western singer|journalist|musician|singer,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,USA,7000000,7.3
32,Frederic Forrest,29200000,David Keith,The Rose ,Alan Bates,0,awol|demand|driver|drugs|roses,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,USA,8500000,6.9
52,Christina Milian,21564616,Djimon Hounsou,Baggage Claim ,Boris Kodjoe,9,woman wearing only a man's shirt,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,USA,8500000,5.0
107,David Hemmings,,Jane Fonda,Barbarella ,Milo O'Shea,2,41st century|angel|future|laser gun|space opera,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,France,9000000,5.9
6,Louisa Milwood-Haigh,,Bjørn Sundquist,Shipwrecked ,Stian Smestad,2,boy|island|pirate|ship|treasure,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,Norway,60000000,6.7
175,Chris Klein,14879556,Matthew Broderick,Election ,Molly Hagan,0,female protagonist|high school|self destructiveness|student council president|student government,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,USA,8000000,7.3
167,Brooke Smith,13569248,Jacinda Barrett,The Namesake ,Tabu,1,bengali|india|reference to gogol|train|train crash,http://www.imdb.com/title/tt0433416/?ref_=fn_tt_tt_1,USA,,7.6
132,Romany Malco,34017854,Bella Thorne,The DUFF ,Skyler Samuels,4,cartoon on tv|generation y|high school|overalls|strong female character,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,USA,8500000,6.5
66,Max Beesley,4273372,Mariah Carey,Glitter ,Valarie Pettiford,1,cult film|disc jockey|female protagonist|music business|one word title,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,USA,22000000,2.1
79,Cicely Tyson,,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia ,Brad James,0,daughter|georgia|mother|slave|trailer,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,USA,9000000,5.3
15,Sung-kee Ahn,,Yu-mi Jeong,Silmido ,Kyung-gu Sol,0,based on book|based on true story|rape|title spoken by character,http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1,South Korea,8000000,7.2
222,Paul Schneider,4440055,Abbie Cornish,Bright Star ,Samuel Roukin,0,19th century|friend|john keats|passion|poet,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,UK,8500000,7.0
210,Jimmy Shergill,4018695,Shah Rukh Khan,My Name Is Khan ,Christopher B. Duncan,2,airport|asperger's syndrome|autism|muslim|racial profiling,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,India,12000000,8.0
60,Chris Penn,80000000,Dianne Wiest,Footloose ,Lori Singer,0,church|cowboy boots|dancing|high school dance|teenager,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,USA,8200000,6.5
346,,6262942,Robert Redford,All Is Lost ,,0,boat|container|sea|shipping container|storm,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,USA,9000000,6.9
46,Casey Siemaszko,1997807,Mary Elizabeth Mastrantonio,Limbo ,Vanessa Martinez,0,alaska|island|motorboat|singer|wilderness,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,USA,8000000,7.1
15,Clive Standen,1207007,Katrina Kaif,Namastey London ,Riteish Deshmukh,2,india|london england|marriage|stereotype|sugarcane,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,India,,7.3
169,Orla Fitzgerald,1829142,Padraic Delaney,The Wind That Shakes the Barley ,Martin Lucey,1,civil war|colonialism|hatred|independence|rural ireland,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,Ireland,,7.5
25,Madhuri Dixit,3827466,Ranbir Kapoor,Yeh Jawaani Hai Deewani ,Aditya Roy Kapoor,2,jealousy|jumping into sea|love|swimming pool|wet clothes,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,India,,6.9
81,William Zabka,90800000,Martin Kove,The Karate Kid ,William Bassett,0,apartment|bully|fight|karate|master,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,USA,8000000,7.2
54,Deborah Kerr,,Peter Ustinov,Quo Vadis ,Robert Taylor,0,christian|emperor|general|hostage|nero,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,USA,7623000,7.2
147,Paris Hilton,140244,Alexa PenaVega,Repo! The Genetic Opera ,Paul Sorvino,1,future|murder|opera|repossession|surgery,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,USA,8500000,6.7
16,Bergüzar Korel,,Necati Sasmaz,Valley of the Wolves: Iraq ,Ghassan Massoud,3,abu ghraib|bomb|christian|explosion|iraq,http://www.imdb.com/title/tt0493264/?ref_=fn_tt_tt_1,Turkey,8300000,6.0
215,Eric Stoltz,107930000,Bruce Willis,Pulp Fiction ,Phil LaMarr,1,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,USA,8000000,8.9
63,Jim Henson,76657000,Madeline Kahn,The Muppet Movie ,Dom DeLuise,0,friend|frog leg|on the road|restaurant|the muppets,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,UK,,7.7
534,Michael Papajohn,32279955,Jake Gyllenhaal,Nightcrawler ,James Huang,1,employer employee relationship|ethics|journalism|sociopath|tv news,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,USA,8500000,7.9
66,Lindsay Price,4992159,Brittany Daniel,Club Dread ,Jay Chandrasekhar,2,beach|island|party|resort|serial killer,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,USA,8550000,5.6
119,Angela Cartwright,163214286,Eleanor Parker,The Sound of Music ,Nicholas Hammond,3,austria|children|governess|love|orchestral music score,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,USA,8200000,8.0
43,Howard Morris,69800000,Tom Hanks,Splash ,Patrick Cronin,2,cmnf|cmnf scene|mermaid|new york city|public nudity,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,USA,8000000,6.2
270,Steven Christopher Parker,59889948,Steve Carell,Little Miss Sunshine ,Jill Talley,1,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,USA,8000000,7.9
99,Frances Lee McCain,52287414,Marshall Bell,Stand by Me ,Casey Siemaszko,2,friendship|summertime|treehouse|walking on train tracks|woods,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,USA,8000000,8.1
224,Megan Burns,45063889,Noah Huntley,28 Days Later... ,David Schneider,0,laboratory|london england|military|virus|zombie apocalypse,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,UK,8000000,7.6
58,Marques Houston,40066497,Jennifer Freeman,You Got Served ,Steve Harvey,0,competition|dance contest|friend|money|street dancing,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,USA,8000000,3.5
53,Patrick McGoohan,36500000,Clint Eastwood,Escape from Alcatraz ,Fred Ward,0,alcatraz|escape|inmate|island|prison,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,USA,8000000,7.6
37,Sanaa Lathan,27362712,Boris Kodjoe,Brown Sugar ,Wendell Pierce,1,basketball|hip hop|rap music|record company|writer,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,USA,8000000,6.5
11,Lynn Whitfield,34746109,Faizon Love,A Thin Line Between Love and Hate ,Della Reese,2,african american|dating|independent film|irreverence|revenge,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,USA,8000000,5.6
327,Anna Kendrick,34963967,Joseph Gordon-Levitt,50/50 ,Bryce Dallas Howard,2,best friend|cancer|survival rate|therapist|vomiting,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,USA,8000000,7.7
135,David Denman,25926543,James Kyson,Shutter ,Daisy Betts,1,car accident|japan|newlywed|photograph|photographer,http://www.imdb.com/title/tt0482599/?ref_=fn_tt_tt_1,USA,8000000,5.2
127,Hal Holbrook,,Ted Danson,Creepshow ,Adrienne Barbeau,0,anthology|child abuse|critically acclaimed|death|grindhouse,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,USA,8000000,6.9
164,Lola Glaudini,26049082,Mackenzie Davis,That Awkward Moment ,Josh Pais,3,dating|divorce|father daughter relationship|mother daughter relationship|party,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,USA,8000000,6.1
14,Dabney Coleman,,Brian Doyle-Murray,Modern Problems ,Mary Kay Place,1,air traffic controller|nuclear waste|orgasm|telekinesis|voodoo,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,USA,8000000,5.0
6,Natalie Stephany Aguilar,,Tina Gilton,Kicks ,Justin Hall,,,http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1,USA,,7.8
41,Denzel Washington,22551000,Keanu Reeves,Much Ado About Nothing ,Brian Blessed,0,16th century|bachelor|dishonor|masquerade party|wedding,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,UK,8000000,7.4
143,George Lazenby,22800000,Telly Savalas,On Her Majesty's Secret Service ,Desmond Llewelyn,2,bond girl|british|mission|portugal|switzerland,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,UK,7000000,6.8
9,Philip Winchester,,Nick Wechsler,The Player             ,Jeff Marlow,2,bet|friend|pit boss|secret|surveillance,http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1,USA,,7.1
109,Heather Langenkamp,18090181,Miko Hughes,New Nightmare ,Tracy Middendorf,0,earthquake|elm street|freddy krueger|nightmare|sleep,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,USA,8000000,6.4
59,Mark Webber,17843379,Stephen Collins,Drive Me Crazy ,Keri Lynn Pratt,2,centennial|girl|next door neighbor|prom|school,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,USA,8000000,5.7
95,Sean Michael Afable,18811135,Curtis Armstrong,Akeelah and the Bee ,Tzi Ma,0,national spelling bee|principal|school principal|spelling|spelling bee,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,USA,,7.5
40,Harland Williams,17278980,Dave Chappelle,Half Baked ,Clarence Williams III,0,bail|diabetic|friend|jail|pharmaceutical lab,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,USA,8000000,6.7
121,Frances Conroy,16699684,J.K. Simmons,New in Town ,Harry Connick Jr.,1,love|manufacturing|minnesota|plant|small town,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,USA,8000000,5.6
358,Amr Waked,50815288,Matt Damon,Syriana ,Kayvan Novak,0,cia|hezbollah|lebanon|oil|prince,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,USA,50000000,7.0
288,Justin Theroux,15047419,Christian Bale,American Psycho ,Samantha Mathis,1,1980s|business card|male rear nudity|materialism|narcissism,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,USA,7000000,7.6
