num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,actor_2_facebook_likes,movie_facebook_likes
85,150,401,Brian Blessed,597,Drama,Julie Christie,1645,Richard Briers,0,classic literature|denmark|funeral|madness|prince,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,English,PG-13,591,0
160,101,37,Peter Stickles,71,Comedy|Drama|Romance,Sook-Yin Lee,226,Raphael Barker,3,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,English,Unrated,51,0
231,90,0,Ronny Dayag,56,Animation|Biography|Documentary|Drama|History|War,Ari Folman,56,Zahava Solomon,0,bar|dog|interview|lebanon|nightmare,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,Hebrew,R,0,0
7,120,40,Kirby Heyborne,178,Adventure,Noah Danby,359,Bruce Newbold,1,jerusalem|journey|promised land|ship|wilderness,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,English,PG-13,69,32
79,102,17,Dick Cheney,393,Documentary|War,Campbell Scott,446,Donald Rumsfeld,0,american politics|iraq|iraq war|occupation|white house,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,English,,21,0
168,102,80,David Fine,10000,Drama|Romance,Alexander Skarsgård,11184,Austin Lyon,3,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,English,R,1000,0
1,60,143,Jon Tenney,11000,Comedy|Drama|Romance,Anne Hathaway,11618,Debrah Farentino,5,breaking the fourth wall|brother brother relationship|high school friends|imperative in title|skateboard,http://www.imdb.com/title/tt0212662/?ref_=fn_tt_tt_1,English,,289,43
107,100,65,Buzz Aldrin,168,Documentary|History,John F. Kennedy,408,Neil Armstrong,0,1960s|astronaut|moon|nasa|spacecraft accident,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,English,PG,142,0
200,104,887,Zoe Kazan,991,Drama|Western,Bruce Greenwood,3427,Shirley Henderson,1,desert|oregon|survival|trust|water,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,English,PG,962,0
123,89,218,Bill Maher,373,Biography|Documentary|History,Hugh M. Hefner,1136,Linda Lovelace,0,clitoris|deep throat|fellatio|oral sex|porn industry,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,English,NC-17,334,592
39,99,120,Manny Perez,388,Crime|Drama|Romance,Danny Aiello,1156,Ajay Naidu,1,detective|food|gangster|police|restaurant,http://www.imdb.com/title/tt0229340/?ref_=fn_tt_tt_1,English,R,159,495
41,96,490,Bob Balaban,584,Comedy|Drama,Alanna Ubach,3011,Jamie Kennedy,4,office|office politics|photo booth|snobbery|title directed by female,http://www.imdb.com/title/tt0118866/?ref_=fn_tt_tt_1,English,PG-13,559,166
46,86,126,Krysta Rodriguez,189,Comedy,Matt Bennett,768,Zack Pearlman,0,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,English,R,131,974
30,98,164,Isabelle Adjani,1000,Comedy|Drama|Thriller,Christopher Lambert,1917,Jean-Hugues Anglade,1,band|blackmail|safe|subway|train,http://www.imdb.com/title/tt0090095/?ref_=fn_tt_tt_1,French,R,572,739
46,96,902,Mark Margolis,49000,Comedy|Drama,Robin Williams,51441,Frank Langella,2,artist|butchery|catholic|catholic school|friend,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,English,PG-13,1000,857
221,94,268,Nathan Parsons,386,Comedy|Fantasy|Horror|Thriller,Jess Weixler,1511,John Hensley,1,high school|purity|stepbrother|temptation|vagina dentata,http://www.imdb.com/title/tt0780622/?ref_=fn_tt_tt_1,English,R,357,17000
51,91,0,Stephane Gauger,33,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Jeffrey Falcon,36,Kim De Angelo,1,boy|guitar|orphan|rock 'n' roll|sword,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,English,PG-13,3,0
1,,72,Bobby Deol,353,Action|Comedy|Romance|Thriller,Karisma Kapoor,613,Shakti Kapoor,2,elevator|news reporter|police|restaurant|waiter,http://www.imdb.com/title/tt0249588/?ref_=fn_tt_tt_1,Hindi,,89,10
58,90,137,Neil Maskell,326,Biography|Comedy|Drama|Music,Paul Kaye,865,Kate Magowan,1,deafness|disappearance|ears|ibiza|musician,http://www.imdb.com/title/tt0388139/?ref_=fn_tt_tt_1,English,R,246,0
45,85,966,Steve Buscemi,22000,Comedy|Drama,Peter Dinklage,36885,Romany Malco,1,city name in title|male frontal nudity|place name in title,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,English,R,12000,407
44,96,20,Annette Badland,5000,Comedy|Drama|Romance|Sport,Bob Hoskins,5535,Karl Collins,2,fight|gang|hiking|wales|working class,http://www.imdb.com/title/tt0120391/?ref_=fn_tt_tt_1,English,R,497,224
74,129,256,Caleb Landry Jones,25000,Drama,Jeremy Irvine,26176,Matt Craven,0,box office flop|critically bashed|gay rights|new york city|stonewall riots,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,English,R,463,0
20,60,543,Colin Ferguson,780,Comedy|Drama|Sci-Fi,Joe Morton,4280,Salli Richardson-Whitfield,2,alternate reality|pacific northwest|small town|small town life|small town sheriff,http://www.imdb.com/title/tt0796264/?ref_=fn_tt_tt_1,English,TV-14,747,3000
6,93,24,Sanjay Mishra,532,Animation|Comedy|Family|Romance,Saif Ali Khan,653,Javed Jaffrey,0,india|love|love at first sight|mumbai india|reference to edward scissorhands,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,Hindi,PG,85,39
5,100,267,Frank Vincent,584,Crime|Drama,Vincent Pastore,1307,Chuck Zito,4,gangster|heist|internet|mafia|miami florida,http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1,English,Not Rated,356,61
10,97,395,Jansen Panettiere,589,Adventure|Family|Fantasy,Alex Kendrick,2522,Tiya Sircar,,cave|cobra|island|medallion|waterfall,http://www.imdb.com/title/tt1390539/?ref_=fn_tt_tt_1,English,PG,488,715
81,94,89,Jeremy Jordan,10000,Comedy|Drama|Musical|Romance,Anna Kendrick,10869,Charly Bivona,7,based on play|number in title,http://www.imdb.com/title/tt2474024/?ref_=fn_tt_tt_1,English,PG-13,773,0
66,95,399,Amy Ryan,529,Drama,Merritt Wever,2749,Paul Adelstein,3,cellphone|detective|missing person|private detective|train,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,English,,423,195
46,97,163,Kent McCord,787,Horror|Romance|Sci-Fi,Melinda Clarke,1362,Sarah Douglas,1,female nudity|living dead|self mutilation|sequel|zombie,http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1,English,R,196,810
34,92,1000,Chris Evans,26000,Drama|Romance,Jason Statham,39518,Dane Cook,2,bar|coke|drugs|party|snorting,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,English,R,11000,0
78,96,85,Kate Burton,363,Drama,Brad William Henke,774,Michelle Hurst,1,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,English,R,223,474
52,85,455,Megan Mullally,985,Comedy|Crime,Martin Starr,3065,Chris Penn,1,black humor|crying during sex|harvard|humor|man with glasses,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,English,PG-13,637,215
29,87,94,Michael McLafferty,160,Drama|Horror|Mystery|Sci-Fi|Thriller,Jordi Vilasuso,776,Kaiwi Lyman-Mersereau,0,alien abduction|debate|lesbian|pregnant|spaceship,http://www.imdb.com/title/tt3118452/?ref_=fn_tt_tt_1,English,Not Rated,152,0
161,91,418,Jack O'Connell,13000,Horror|Thriller,Michael Fassbender,14561,Lorraine Stanley,1,camping|forest|lake|stabbed with glass|vomiting,http://www.imdb.com/title/tt1020530/?ref_=fn_tt_tt_1,English,R,698,0
18,99,395,James Kyson,638,Thriller,Frances Fisher,2341,Marlene Forte,2,gay interest|guitarist|obsessed fan|seduction|sex scene,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1,English,R,449,604
107,88,161,James Corden,513,Action|Comedy|Fantasy|Horror,MyAnna Buring,1593,Silvia Colloca,3,blood|breasts|female nudity|lesbian|vampire,http://www.imdb.com/title/tt1020885/?ref_=fn_tt_tt_1,English,R,480,0
30,119,12,Kenneth Nkosi,29,Action|Crime|Drama,Rapulana Seiphemo,86,Robert Hobbs,2,carjacking|drug lord|johannesburg south africa|police|post apartheid,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,English,R,18,1000
24,99,268,Lee Evans,766,Crime|Drama|Thriller,Colin Salmon,1650,Ian McNeice,1,alibi|box office flop|newspaper clipping|non statutory female on male rape|profiler,http://www.imdb.com/title/tt0363095/?ref_=fn_tt_tt_1,English,R,312,205
116,92,103,Sean Rogerson,253,Horror,Mackenzie Gray,762,Ashleigh Gryzko,0,ghost|ghost hunting|labyrinth|paranormal|reality show,http://www.imdb.com/title/tt1703199/?ref_=fn_tt_tt_1,English,Not Rated,113,0
98,86,47,Tommy Knight,121,Comedy|Horror,Peter McQuinn,322,Jemma Curran,0,cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin,http://www.imdb.com/title/tt2126362/?ref_=fn_tt_tt_1,English,R,94,0
25,83,107,William Lee Scott,413,Crime|Drama|Horror|Mystery|Thriller,Daniel Baldwin,1149,Marc Macaulay,0,betrayal|car|connection|death|gun,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,English,R,167,0
,81,8,Tim Rice,674,Documentary,Alice Cooper,712,Louis Walsh,0,,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,English,,27,0
40,82,167,Charlotte Rae,11000,Comedy,Woody Allen,11700,Louise Lasser,3,fictitious country|latin america|president|rebellion|reference to fidel castro,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,English,GP,430,0
20,102,46,Linus Roache,473,Thriller,Paul Sheehan,892,Kathy Uyen,0,,http://www.imdb.com/title/tt1734586/?ref_=fn_tt_tt_1,English,Not Rated,303,115
8,90,372,Mario Cimarro,601,Action|Crime|Drama|Thriller,Nicholas Gonzalez,2395,Ricardo Chavira,1,one word title,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1,English,R,453,44
19,30,424,Tim Daly,685,Comedy|Drama,Steven Weber,1884,Amy Yasbeck,5,1990s|brother brother relationship|nantucket island|one word title|sister sister relationship,http://www.imdb.com/title/tt0098948/?ref_=fn_tt_tt_1,English,,511,1000
90,92,18,Everett Sloane,1000,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,1055,Ted de Corsia,1,law partner|murder|partner|seaman|yacht,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,English,Not Rated,29,0
21,88,332,Lew Temple,633,Horror|Thriller,Mircea Monroe,2620,Robert Pine,0,death|desert|robber|sheriff|waitress,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,English,R,597,153
12,97,171,M.C. Gainey,15000,Crime|Drama,Jake Gyllenhaal,15740,Mark Rolston,3,1990s|homoeroticism|reference to kurt cobain|road trip|year 1994,http://www.imdb.com/title/tt0165361/?ref_=fn_tt_tt_1,English,R,284,912
33,96,722,Saffron Burrows,2000,Comedy|Crime|Drama,Noel Gugliemi,3683,Matt Lucas,6,fire investigator|landlord|suicide|talking to one's self in a mirror|turpentine,http://www.imdb.com/title/tt1272886/?ref_=fn_tt_tt_1,English,R,811,0
9,87,424,Ben Schwartz,34000,Comedy,Sunil Narkar,35796,Glenn Howerton,3,barista|coffee|coffee shop|fight|insult,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,English,,463,0
94,106,356,Kevin McCarthy,416,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,1611,Paul Williams,2,1950s|independent film|outlaw|trial,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,English,Not Rated,403,655
41,107,322,Curtiss Cook,594,Comedy|Drama,Sally Hawkins,2020,Peter Hermann,1,christmas tree|french canadian|new york|salesman,http://www.imdb.com/title/tt1462901/?ref_=fn_tt_tt_1,English,R,591,825
38,80,51,Lex Barker,16000,Horror|Mystery,Christopher Lee,16110,Karin Dor,0,count|drawn and quartered|tied up|torture chamber|torture device,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,German,M,57,200
12,91,293,Powers Boothe,924,Comedy|Drama,Jon Mack,2654,Josh Meyers,3,addict|paternity|rascal|swimming pool|texas,http://www.imdb.com/title/tt2024506/?ref_=fn_tt_tt_1,English,R,472,0
25,99,137,Zero Mostel,907,Comedy|Musical,Buster Keaton,1807,Phil Silvers,0,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,English,Approved,164,805
27,102,119,Eddie Vedder,909,Documentary,Michael Moore,1674,Steve Earle,0,character name in title|election campaign|presidential election,http://www.imdb.com/title/tt0850669/?ref_=fn_tt_tt_1,English,,562,69
2,108,894,Kevin Alejandro,10000,Action|Adventure|History|Western,William McNamara,15707,Glenn Morshower,1,1800s|doc holliday|robbers|sheriff|texas,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,English,PG-13,1000,651
23,88,233,Wray Crawford,680,Comedy|Horror,Trenton Rostedt,1425,Dave Sheridan,0,zombie|zombie spoof,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,English,R,418,0
32,89,618,Bella Heathcote,2000,Drama|Horror|Mystery|Thriller,Kevin Zegers,4968,Tom Arnold,1,,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,English,,860,0
18,92,412,Michael Aaron Milligan,11000,Thriller,Melissa Bolona,13583,James Chalke,0,blood|daughter|jail|police|shark,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,English,Not Rated,1000,728
45,99,223,Daniel Roebuck,18000,Crime|Drama,Keanu Reeves,19649,Ione Skye,2,death|friend|high school|murder|police,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,English,R,1000,0
60,103,482,Anthony Edwards,548,Drama|Fantasy,Peter Coyote,2389,Jon Gries,0,boy|caretaker|dam|evacuation|orphanage,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,English,PG-13,495,298
23,90,164,Mike 'The Miz' Mizanin,405,Action|Thriller,Paul McGillion,1204,David Lewis,2,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,English,R,217,620
363,95,263,Samantha Mathis,16000,Drama|Mystery|Thriller,Ryan Reynolds,17471,Erik Palladino,0,buried alive|coffin|iraq|one person|single set production,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,English,R,517,24000
249,97,594,Paddy Considine,920,Comedy|Drama|Romance,Craig Roberts,3275,Sally Hawkins,1,15 year old|school|teen comedy|teen movie|virginity,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,English,R,680,17000
68,108,5,Ahmed Hassan,161,Documentary|Drama|History|News,Khalid Abdalla,176,Aida Elkashef,0,,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,Arabic,Not Rated,10,0
14,95,164,Lizzie Brocheré,533,Drama,Karl E. Landler,1082,Pierre Perrier,5,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,French,Unrated,323,104
359,100,534,Judy Greer,17000,Drama|Fantasy|Horror,Chloë Grace Moretz,20051,Portia Doubleday,1,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,R,2000,39000
15,160,71,Remo,733,Drama|Musical,Lauren Gottlieb,1182,Prabhudheva,3,,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,Hindi,Not Rated,168,1000
256,101,574,Lin Shaye,40000,Horror,Johnny Depp,42918,Amanda Wyss,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,English,X,852,10000
194,90,0,Philippe Petit,41,Biography|Crime|Documentary|History|Thriller,Paul McGill,68,Jean-Louis Blondeau,0,new york city|passion|reenactment|rooftop|tower,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,English,PG-13,27,0
,86,3,Peter Feeney,42,Drama,Siobhan Marshall,90,Rachel Nash,5,boat|one word title|sea|storm|survivor,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,English,,40,213
10,89,585,Adam Ratcliffe,628,Drama,Logan Browning,4249,Faizon Love,6,basketball|burglary|police|robbery|teenage girl,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,English,R,606,1000
311,87,308,Ashley Bell,463,Drama|Horror|Thriller,Caleb Landry Jones,1958,Patrick Fabian,0,cult film|documentary crew|exorcism|found footage|satanic ritual,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,English,PG-13,400,0
205,98,231,Ophelia Lovibond,1000,Biography|Drama|Music,Kristin Scott Thomas,2032,Anne-Marie Duff,1,1960s|childhood|friendship|love|the beatles,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,English,R,548,10000
94,125,114,Karl Malden,10000,Drama,Marlon Brando,10570,Kim Hunter,0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,English,PG,416,5000
192,95,277,Slim Pickens,654,Comedy,George C. Scott,1991,Keenan Wynn,0,bomber|doomsday|general|u.s. president|war room,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,English,PG,575,18000
85,118,67,Ana Claudia Talancón,201,Drama|Romance,Damián Alcázar,546,Pedro Armendáriz Jr.,0,church|love|mexico|politics|priest,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,Spanish,R,163,544
663,93,168,Gina Montana,2000,Drama|Fantasy,Quvenzhané Wallis,2658,Dwight Henry,0,auroch|community|hospital|illness|six year old,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,English,PG-13,458,31000
62,96,196,Paul Williams,595,Action|Sci-Fi,Roddy McDowall,1432,Claude Akins,4,ape|general|gorilla|outer space|planet of the apes,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,English,G,356,511
39,109,280,David Patrick Kelly,767,Drama|Music,Aidan Quinn,2187,Jane Adams,1,doctor|mountain|musician|song|university,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,English,PG-13,380,0
68,109,186,Bill Irwin,553,Drama,Donna Murphy,1439,Michael Chernus,0,1960s|belief in the afterlife|domestic violence|faith|minister,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,English,R,471,952
3,155,61,T.R. Silambarasan,141,Comedy|Romance,Hansika Motwani,349,Brahmanandam,2,,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,Tamil,,77,82
130,90,808,J.J. Abrams,16000,Comedy|Documentary,Quentin Tarantino,32405,Donald Trump,1,advertising|movie in title|product placement,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,English,PG-13,14000,0
13,93,482,Gary Farmer,12000,Comedy|Horror,Steve Buscemi,14620,Jon Gries,0,based on ed gein|dog|hyperactive|macabre|zombie,http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1,English,PG-13,580,266
44,108,0,Lhakpa Dorji,0,Adventure|Drama,Tshewang Dendup,0,Sonam Kinga,0,bhutan|buddhist|monk|storytelling|weaver,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,Dzongkha,,0,353
26,114,426,Bruce Dern,16000,Western,Clint Eastwood,18263,Alan Hale Jr.,3,imperative in title|judge|marshal|murder|vigilante,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,English,M,844,0
27,87,114,Jim Backus,2000,Crime|Drama|Film-Noir,Humphrey Bogart,2831,Kim Hunter,0,editor|gangster|newspaper|organized crime|press,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,English,,399,169
53,113,491,Tom Cavanagh,647,Horror|Thriller,George Newbern,2439,Cas Anvar,0,birthday|birthday party|colonoscopy|hospital|surgery,http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1,English,R,642,368
,87,165,Luke Edwards,467,Comedy|Horror|Thriller,Kimberley Crossman,1270,Bree Williamson,0,,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,English,,258,8
10,90,91,Keenan Tracey,433,Action|Sci-Fi,Tom Everett Scott,984,Nicholas Carella,0,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,English,PG-13,108,566
4,111,685,Essence Atkins,761,Comedy|Drama,Christian Keyes,4306,Tatyana Ali,13,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,English,Not Rated,713,569
181,81,34,Ludger Pistor,486,Crime|Drama,Moritz Bleibtreu,623,Armin Rohde,1,bechdel test failed|money|multiple outcomes|repeated event|subway,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,German,R,37,0
114,93,446,Will Estes,701,Drama|Horror,James Duval,2489,Nora Zehetner,1,case|doll|dry humor|friend|love,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,English,R,461,0
11,90,120,CJ Adams,900,Adventure|Family,Natasha Henstridge,1724,Erin Pitt,3,cave|salmon,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,English,PG,450,326
1,112,11,Chris Cleveland,86,Horror,Matthew Alan,139,Circus-Szalewski,0,brother|cave|caver|dark|funeral,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,English,PG-13,42,73
75,106,345,Eugenio Derbez,953,Adventure|Drama,America Ferrera,2198,Kate del Castillo,1,12 year old|boy|mexican|mexican immigrant|mexico,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,Spanish,PG-13,399,0
80,88,67,Gordon Jump,595,Action|Sci-Fi,Roddy McDowall,941,John Randolph,0,ape|future|intelligence|revolution|slave revolt,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,English,PG,70,794
179,138,783,Sissy Spacek,1000,Crime|Drama,Tom Wilkinson,3970,Karen Allen,1,doctor|maine|only son|school choir|summer,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,English,R,874,951
225,105,374,Chad Lindberg,635,Horror|Thriller,Sarah Butler,2423,Daniel Franzese,0,horror movie remake|rape|rape and revenge|rape victim|revenge,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,English,R,445,17000
77,98,327,Illeana Douglas,349,Comedy|Crime|Romance,Ally Walker,2095,Jeremy Northam,3,banker|beauty pageant|escaped convict|gay|pageant,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,English,PG-13,347,374
124,86,34,Natalie Press,680,Drama|Romance,Paddy Considine,763,Dean Andrews,0,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,English,R,46,869
195,104,73,Nimrat Kaur,638,Drama|Romance,Nawazuddin Siddiqui,822,Lillete Dubey,2,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,Hindi,PG,85,16000
76,100,420,Joan Allen,887,Drama|Romance,Shirley Henderson,2721,Stephanie Leonidas,0,beach|lebanese|loss|muslim|restaurant,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,English,R,805,305
51,126,275,Ann Miller,319,Comedy|Drama|Romance,Jean Arthur,1363,Lionel Barrymore,10,eccentric|friend|house|monopoly|stenographer,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,English,Approved,302,0
101,118,426,Donna Reed,862,Drama|Romance|War,Montgomery Clift,2247,Deborah Kerr,5,boxing|captain|hawaii|love|sergeant,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,English,Not Rated,488,0
55,103,89,Ben Johnson,281,Western,Harry Carey Jr.,955,Victor McLaglen,1,captain|cavalry|fort|retirement|yellow ribbon,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,English,Unrated,230,721
15,102,575,Michael Welch,651,Drama|Music,Shawnee Smith,3894,Anthony Reynolds,0,christianity|love|reference to justin bieber|reference to taylor swift|worship,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,English,PG,611,0
16,84,249,Clifton Powell,489,Comedy|Drama,Eddie Griffin,2196,Marla Gibbs,0,accidental killing|drug humor|profanity|sexual humor|stand up comedy,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,English,R,469,43
5,,394,Lamman Rucker,713,Crime|Drama|Thriller,Essence Atkins,3137,Tempestt Bledsoe,5,betrayal|family relationships|insecurity|murder|passive aggression,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,English,R,607,588
109,95,0,Adel Karam,227,Comedy|Drama|Romance,Yasmine Al Massri,231,Nadine Labaki,0,caramel|friendship|police|secret|suitor,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,Arabic,PG,4,0
40,92,2,Pixie Davies,327,Horror|Thriller,Stephen Rea,380,Alejandro Furth,3,haunted house,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,English,R,51,844
51,90,27,Lior Ashkenazi,53,Comedy|Drama|Romance,Ohad Knoller,137,Yousef 'Joe' Sweid,0,gay|hairy chest|homosexual|israel|male nudity,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Hebrew,Unrated,30,0
149,113,324,Teri Garr,11000,Drama|Mystery|Thriller,Harrison Ford,12157,Cindy Williams,2,corruption|neo noir|recording|saxophone|surveillance,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,English,PG,481,6000
4,,45,Revathy,421,Romance,Annabelle Wallis,622,Bhoomika Chawla,4,,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,English,,96,9
35,123,21,Jean-Paul Belmondo,963,Crime|Drama|Romance,Catherine Deneuve,1694,Michel Bouquet,0,antibes|hotel|island|reunion|reunion island,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,French,R,710,278
22,111,127,Marisa Coughlan,2000,Drama|Mystery,Judy Greer,2564,Nicky Katt,2,film student|marriage|mental breakdown|movie star|obsession,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,English,R,163,63
68,99,114,Gage Golightly,427,Horror,Dustin Ingram,992,Samuel Davis,0,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,English,Not Rated,253,2000
287,110,1000,Kevin Zegers,3000,Action|Horror|Thriller,Ty Burrell,10438,Mekhi Phifer,0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,English,R,2000,7000
173,108,336,Cheryl Hines,597,Comedy|Drama|Romance,Lew Temple,1981,Eddie Jemison,1,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,English,PG-13,541,0
