director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,title_year,imdb_score
Li Zhang,63,0,187,127437,Bingbing Li,1911 ,4670,1887,Jaycee Chan,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,27,Mandarin,R,18000000,2011,6.0
Laurent Tirard,56,2,55,,Louise Bourgoin,Little Nicholas ,9214,545,Kad Merad,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,17,French,,,2009,7.2
Simon West,130,165,700,,Jason Statham,Wild Card ,36487,29773,Jason Alexander,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,114,English,R,30000000,2015,5.6
Marc Forster,134,395,313,537580,Gerard Butler,Machine Gun Preacher ,52972,19620,Kathy Baker,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,124,English,R,30000000,2011,6.8
Reinhard Klooss,36,7,480,,Jim Broadbent,Animals United ,4599,3095,James Corden,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,44,German,PG,,2010,4.9
Bille August,46,55,11,,Terry Pheto,The Color of Freedom ,10175,143,Tyrone Keogh,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,23,English,R,30000000,2007,7.1
Frédéric Auburtin,7,18,432,,Fisher Stevens,United Passions ,3279,2725,Jemima West,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,22,English,Not Rated,24000000,2014,2.0
Olivier Dahan,132,61,520,,Paz Vega,Grace of Monaco ,12410,2806,Derek Jacobi,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,62,English,,30000000,2014,5.7
Maksim Fadeev,5,0,21,,Konstantin Khabenskiy,A Warrior's Tail ,393,229,Sergey Garmash,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,7,Russian,,30000000,2015,4.1
Liliana Cavani,56,59,24,,Ray Winstone,Ripley's Game ,14618,1831,Chiara Caselli,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,108,English,R,30000000,2002,6.7
Greg Tiernan,65,5,365,,James Franco,Sausage Party ,3302,15795,Anders Holm,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,14,English,R,19000000,2016,7.5
Elizabeth Banks,221,0,751,183436380,Anna Kendrick,Pitch Perfect 2 ,97697,13159,Hana Mae Lee,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,185,English,PG-13,29000000,2015,6.5
James Mangold,291,446,154,119518352,Sandra Ellis Lafferty,Walk the Line ,188637,1383,Tyler Hilton,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815,English,PG-13,28000000,2005,7.9
,13,,442,,Amanda Schull,12 Monkeys             ,20839,3309,Tom Noonan,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,56,English,TV-14,,,7.6
Edward Norton,148,0,754,37036404,Lisa Edelstein,Keeping the Faith ,44816,5404,Anne Bancroft,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,259,English,PG-13,30000000,2000,6.4
Peter Hewitt,42,12,373,22359293,Jim Broadbent,The Borrowers ,16222,2056,Mark Williams,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,39,English,PG,29000000,1997,5.8
Ron Howard,302,2000,1000,18593156,Toby Jones,Frost/Nixon ,88682,6161,Oliver Platt,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,241,English,R,35000000,2008,7.7
George Clooney,181,0,89,,Dick Clark,Confessions of a Dangerous Mind ,71596,810,Jennifer Hall,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,276,English,R,29000000,2002,7.1
Reginald Hudlin,64,71,584,16930185,Matthew Perry,Serving Sara ,14315,4169,Vincent Pastore,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,101,English,PG-13,29000000,2002,5.3
Ben Falcone,154,265,265,63034755,Peter Dinklage,The Boss ,16984,23562,Ben Falcone,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96,English,R,29000000,2016,5.3
Richard Attenborough,17,0,400,5899797,Denzel Washington,Cry Freedom ,9913,18855,Penelope Wilton,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,51,English,PG,29000000,1987,7.5
Lawrence Kasdan,65,759,933,4554569,Zooey Deschanel,Mumford ,8134,17873,Mary McDonnell,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,123,English,R,28000000,1999,6.9
Don Mancini,148,64,363,17016190,Jason Flemyng,Seed of Chucky ,28632,2567,Hannah Spearritt,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,214,English,R,12000000,2004,4.9
John Maybury,161,11,566,6301131,Jennifer Jason Leigh,The Jacket ,92850,5085,Angel Coulby,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,263,English,R,29000000,2005,7.1
Ron Clements,124,63,631,217350219,Robin Williams,Aladdin ,260939,52970,Scott Weinger,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,244,English,G,28000000,1992,8.0
F. Gary Gray,349,473,303,161029270,Aldis Hodge,Straight Outta Compton ,119928,2702,R. Marcos Taylor,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,331,English,R,28000000,2015,7.9
Steven Spielberg,148,14000,237,179870271,Harrison Ford,Indiana Jones and the Temple of Doom ,329969,11898,Kate Capshaw,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,524,English,PG,28000000,1984,7.6
Igor Kovalyov,45,5,368,100491683,Elizabeth Daily,The Rugrats Movie ,14005,3438,Christine Cavanaugh,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,67,English,G,24000000,1998,5.9
Lee Tamahori,133,93,878,74058698,Morgan Freeman,Along Came a Spider ,59232,17109,Monica Potter,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,317,English,R,60000000,2001,6.3
Stephen Frears,87,350,83,,Meryl Streep,Florence Foster Jenkins ,2167,11534,John Sessions,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32,English,PG-13,29000000,2016,7.1
Robert Rodriguez,178,0,876,55845943,Johnny Depp,Once Upon a Time in Mexico ,130094,46186,Enrique Iglesias,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,471,English,R,29000000,2003,6.4
John McTiernan,233,323,541,81350242,Alan Rickman,Die Hard ,592582,40585,Reginald VelJohnson,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,722,English,R,28000000,1988,8.2
David Wain,173,136,526,67266300,Joe Lo Truglio,Role Models ,195255,3400,Bobb'e J. Thompson,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,170,English,R,28000000,2008,6.9
Adam McKay,426,285,767,70235322,Ryan Gosling,The Big Short ,182983,57308,Charlie Talbert,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,374,English,R,28000000,2015,7.8
Ang Lee,210,0,210,7443007,Imelda Staunton,Taking Woodstock ,24663,1500,Demetri Martin,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,71,English,R,30000000,2009,6.7
Gavin O'Connor,129,149,250,64371181,Eddie Cahill,Miracle ,36636,1845,Kenneth Mitchell,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,289,English,PG,28000000,2004,7.5
Zack Snyder,287,0,1000,58885635,Ty Burrell,Dawn of the Dead ,194422,10438,Mekhi Phifer,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,1057,English,R,26000000,2004,7.4
Adam Shankman,108,163,968,60400856,Matthew McConaughey,The Wedding Planner ,61317,17533,Alex Rocco,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,229,English,PG-13,35000000,2001,5.2
Shinji Aramaki,62,21,47,,Shun Oguri,Harlock: Space Pirate ,8227,386,Haruma Miura,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,28,Japanese,Not Rated,30000000,2013,6.5
Wes Anderson,220,0,327,52353636,Bill Murray,The Royal Tenenbaums ,209133,14609,Seymour Cassel,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,962,English,R,21000000,2001,7.6
James Mangold,136,446,660,51475962,Clea DuVall,Identity ,177828,3969,Jake Busey,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,714,English,R,30000000,2003,7.3
Jon Turteltaub,222,226,966,63910583,Robert De Niro,Last Vegas ,106755,35694,Romany Malco,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,173,English,PG-13,28000000,2013,6.6
John Glen,112,46,244,62300000,Julian Glover,For Your Eyes Only ,72085,2118,Desmond Llewelyn,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,263,English,PG,28000000,1981,6.8
Peter Chelsom,122,23,6,49968653,Lilli Lavine,Serendipity ,85423,37,Ann Talman,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,374,English,PG-13,28000000,2001,6.9
Peter Hyams,62,0,186,44450000,Mia Sara,Timecop ,44394,2010,Gloria Reuben,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,115,English,R,27000000,1994,5.8
Ben Stiller,135,0,8000,45162741,Milla Jovovich,Zoolander ,201084,34565,Will Ferrell,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,523,English,PG-13,28000000,2001,6.6
Lasse Hallström,184,529,325,71346930,David Lyons,Safe Haven ,78008,1554,Mimi Kirkland,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,160,English,PG-13,28000000,2013,6.7
Kenny Ortega,36,197,115,39514713,Vinessa Shaw,Hocus Pocus ,60494,1275,Larry Bagby,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,132,English,PG,28000000,1993,6.7
Scott Hicks,171,96,559,43097652,Zoë Kravitz,No Reservations ,59068,3497,Bob Balaban,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,128,English,PG,28000000,2007,6.3
Matthew Vaughn,447,905,385,48043505,Elizabeth McGovern,Kick-Ass ,435864,2357,Michael Rispoli,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,801,English,R,30000000,2010,7.7
Ruben Fleischer,220,181,459,37053924,Bianca Kajlich,30 Minutes or Less ,77935,1987,Fred Ward,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,122,English,R,28000000,2011,6.1
Patrick Lussier,122,71,1000,33000377,Gerard Butler,Dracula 2000 ,27378,23344,Jeri Ryan,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,365,English,R,28000000,2000,4.9
Miguel Arteta,119,44,3000,66950483,Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,47677,Jennifer Garner,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,85,English,PG,28000000,2014,6.2
Joe Wright,177,456,241,38372662,Talulah Riley,Pride & Prejudice ,193455,1083,Simon Woods,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1,1058,English,PG,28000000,2005,7.8
Ridley Scott,302,0,521,27000000,Harrison Ford,Blade Runner ,461609,13877,M. Emmet Walsh,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,1168,English,R,28000000,1982,8.2
Michael Caton-Jones,44,105,902,31600000,Liam Neeson,Rob Roy ,34427,16125,Eric Stoltz,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,126,English,R,28000000,1995,6.9
McG,211,368,114,30688364,Connie Nielsen,3 Days to Kill ,69355,1286,Tómas Lemarquis,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,211,English,PG-13,28000000,2014,6.2
James Gray,222,115,97,28563179,Robert Duvall,We Own the Night ,72693,3681,Antoni Corone,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,199,English,R,21000000,2007,6.9
Janusz Kaminski,100,710,258,16779636,Philip Baker Hall,Lost Souls ,9338,1805,Ben Chaplin,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,167,English,R,28000000,2000,4.8
Jacques Perrin,100,63,,10762178,Jacques Perrin,Winged Migration ,10369,66,,http://www.imdb.com/title/tt0301727/?ref_=fn_tt_tt_1,153,English,G,160000000,2001,8.0
Donald Petrie,98,80,585,17324744,Samaire Armstrong,Just My Luck ,44103,3211,Faizon Love,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,149,English,PG-13,28000000,2006,5.3
Jay Roach,74,116,385,8888143,Scott Grimes,"Mystery, Alaska ",22250,2171,Ron Eldard,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,123,English,R,28000000,1999,6.7
Brian Levant,97,32,453,24268828,Madeline Carroll,The Spy Next Door ,29971,3436,George Lopez,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,71,English,PG,28000000,2010,5.4
Michael Ritchie,21,23,899,8119205,Mara Wilson,A Simple Wish ,4288,5535,Kathleen Turner,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,21,English,PG,28000000,1997,5.4
John Carpenter,156,0,900,8434601,Jason Statham,Ghosts of Mars ,43006,28867,Natasha Henstridge,http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1,460,English,R,28000000,2001,4.9
David Gordon Green,125,234,660,6998324,Dominic Flores,Our Brand Is Crisis ,11476,3944,Scoot McNairy,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,50,English,R,28000000,2015,6.1
Burr Steers,225,23,845,10907291,Matt Smith,Pride and Prejudice and Zombies ,23775,4710,Sam Riley,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,134,English,PG-13,28000000,2016,5.8
Martin Scorsese,85,17000,0,5532301,Tenzin Thuthob Tsarong,Kundun ,21606,4,Tencho Gyalpo,http://www.imdb.com/title/tt0119485/?ref_=fn_tt_tt_1,117,English,PG-13,28000000,1997,7.0
Robert B. Weide,135,53,87,2775593,James Corden,How to Lose Friends & Alienate People ,61269,858,Fenella Woolgar,http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1,98,English,R,27000000,2008,6.5
Jeff Wadlow,350,65,405,28751715,Chloë Grace Moretz,Kick-Ass 2 ,202967,19168,Augustus Prew,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,378,English,R,28000000,2013,6.6
Agustín Díaz Yanes,31,13,278,,Viggo Mortensen,Captain Alatriste: The Spanish Musketeer ,10266,11669,Eduardo Noriega,http://www.imdb.com/title/tt0395119/?ref_=fn_tt_tt_1,84,Spanish,,24000000,2006,6.1
Camille Delamarre,177,11,561,20285518,Paul Walker,Brick Mansions ,32103,25387,RZA,http://www.imdb.com/title/tt1430612/?ref_=fn_tt_tt_1,112,English,PG-13,28000000,2014,5.7
John Glen,106,46,293,67900000,Louis Jourdan,Octopussy ,74374,1898,Steven Berkoff,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,225,English,PG,27500000,1983,6.6
Judd Apatow,251,0,529,148734225,Harold Ramis,Knocked Up ,298590,12874,Charlyne Yi,http://www.imdb.com/title/tt0478311/?ref_=fn_tt_tt_1,559,English,R,30000000,2007,7.0
Nick Cassavetes,148,415,228,49185998,Jason Patric,My Sister's Keeper ,74476,1775,Jeffrey Markle,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,184,English,PG-13,30000000,2009,7.4
Malcolm D. Lee,76,92,436,42168445,Mo'Nique,"Welcome Home, Roscoe Jenkins ",10791,3565,Cedric the Entertainer,http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1,39,English,PG-13,35000000,2008,5.3
David Lean,52,767,162,26400000,Richard Wilson,A Passage to India ,12980,1334,Art Malik,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,89,English,PG,16000000,1984,7.4
Richard Eyre,220,14,78,17508670,Phil Davis,Notes on a Scandal ,64625,646,Shaun Parkes,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,281,English,R,15000000,2006,7.4
Gavin Hood,131,151,11000,9664316,J.K. Simmons,Rendition ,47203,50950,Meryl Streep,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,197,English,R,27500000,2007,6.8
,7,,535,,Colin Salmon,Limitless             ,38177,2707,Jake McDorman,http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1,131,English,TV-14,,,7.9
Nicholas Meyer,112,120,664,74888996,Leonard Nimoy,Star Trek VI: The Undiscovered Country ,55513,16230,Nichelle Nichols,http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1,188,English,PG,30000000,1991,7.2
Callie Khouri,93,144,477,69586544,Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood ,15352,3845,Matthew Settle,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,199,English,PG-13,27000000,2002,6.0
Jon Favreau,370,4000,591,362645141,Scarlett Johansson,The Jungle Book ,106221,32921,Garry Shandling,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398,English,PG,175000000,2016,7.8
Gary Fleder,83,39,685,60491560,Morgan Freeman,Kiss the Girls ,50653,14322,Tatyana Ali,http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1,143,English,R,27000000,1997,6.6
John Landis,125,644,326,54200000,John Belushi,The Blues Brothers ,142448,2566,Ray Charles,http://www.imdb.com/title/tt0080455/?ref_=fn_tt_tt_1,319,English,R,27000000,1980,7.9
Sanaa Hamri,73,43,523,44087387,America Ferrera,The Sisterhood of the Traveling Pants 2 ,22304,3525,Michael Rady,http://www.imdb.com/title/tt1018785/?ref_=fn_tt_tt_1,33,English,PG-13,,2008,6.2
Todd Graff,98,650,715,30920167,Dolly Parton,Joyful Noise ,6476,3389,Jesse L. Martin,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,71,English,PG-13,25000000,2012,5.7
Chris Weitz,158,129,3,40566655,Sharon Small,About a Boy ,144021,74,Peter McNicholl,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,391,English,PG-13,30000000,2002,7.1
Steve Miner,152,49,429,31768374,Oliver Platt,Lake Placid ,42761,3313,Ty Olsson,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,366,English,R,27000000,1999,5.6
Paul McGuigan,202,118,1000,22494487,Bruce Willis,Lucky Number Slevin ,262153,26451,Dorian Missick,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507,English,R,27000000,2006,7.8
Philip Kaufman,80,133,820,21500000,Dennis Quaid,The Right Stuff ,45271,6341,Sam Shepard,http://www.imdb.com/title/tt0086197/?ref_=fn_tt_tt_1,170,English,PG,27000000,1983,7.9
Roland Emmerich,288,776,358,4463292,Vanessa Redgrave,Anonymous ,34488,2452,Rafe Spall,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,136,English,PG-13,30000000,2011,6.9
Wolfgang Petersen,99,249,271,,Gerald McRaney,The NeverEnding Story ,99557,1560,Alan Oppenheimer,http://www.imdb.com/title/tt0088323/?ref_=fn_tt_tt_1,284,English,PG,27000000,1984,7.4
Alex Proyas,222,295,531,14337579,Rufus Sewell,Dark City ,156929,4696,Bruce Spence,http://www.imdb.com/title/tt0118929/?ref_=fn_tt_tt_1,624,English,R,27000000,1998,7.7
Saul Dibb,194,10,844,13823741,Dominic Cooper,The Duchess ,61777,6420,Charlotte Rampling,http://www.imdb.com/title/tt0864761/?ref_=fn_tt_tt_1,140,English,PG-13,13500000,2008,6.9
,15,,94,,Jackie Gleason,The Honeymooners             ,3446,812,Joyce Randolph,http://www.imdb.com/title/tt0042114/?ref_=fn_tt_tt_1,31,English,,,,8.7
Walter Murch,56,181,137,,Piper Laurie,Return to Oz ,19568,960,Tim Rose,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,208,English,PG,25000000,1985,6.7
Richard Linklater,63,0,324,10297897,Matthew McConaughey,The Newton Boys ,8309,11969,Dwight Yoakam,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,39,English,PG-13,27000000,1998,6.0
Christian Alvart,167,22,355,13248477,Bradley Cooper,Case 39 ,60555,15790,Vanesa Tomasino,http://www.imdb.com/title/tt0795351/?ref_=fn_tt_tt_1,174,English,R,27000000,2009,6.2
E. Elias Merhige,101,54,398,8712564,Harry Lennix,Suspect Zero ,16555,1721,William Mapother,http://www.imdb.com/title/tt0324127/?ref_=fn_tt_tt_1,139,English,R,27000000,2004,5.9
Menno Meyjes,118,43,460,7486906,Oliver Platt,Martian Child ,17436,2495,Sophie Okonedo,http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1,71,English,PG,27000000,2007,6.8
Robert Rodriguez,76,0,640,38536376,Alexa PenaVega,Spy Kids: All the Time in the World in 4D ,15866,4311,Daryl Sabara,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,English,PG,27000000,2011,3.6
Jodie Foster,268,0,638,41008532,Julia Roberts,Money Monster ,19611,10894,Chris Bauer,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,English,R,27000000,2016,6.7
Ronny Yu,95,31,57,5204007,Meat Loaf,Formula 51 ,42876,1044,Paul Barber,http://www.imdb.com/title/tt0227984/?ref_=fn_tt_tt_1,167,English,R,28000000,2001,6.3
Joel Schumacher,78,541,638,4485485,Robert De Niro,Flawless ,14612,46022,Chris Bauer,http://www.imdb.com/title/tt0155711/?ref_=fn_tt_tt_1,105,English,R,15000000,1999,6.4
Renny Harlin,127,212,749,4476235,LL Cool J,Mindhunters ,49405,4186,Eion Bailey,http://www.imdb.com/title/tt0297284/?ref_=fn_tt_tt_1,226,English,R,27000000,2004,6.4
Barry Levinson,137,272,17000,1089365,Robert De Niro,What Just Happened ,23767,71973,Kristen Stewart,http://www.imdb.com/title/tt0486674/?ref_=fn_tt_tt_1,111,English,R,25000000,2008,5.7
Norman Jewison,54,278,387,763044,Charlotte Rampling,The Statement ,4257,3286,John Neville,http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1,52,English,R,23000000,2003,6.2
Kenneth Branagh,38,0,3,,Kim-Marie Woodhouse,The Magic Flute ,926,24,Joseph Kaiser,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,19,English,,27000000,2006,6.6
Steve Carr,167,41,328,20819129,Erick Avari,Paul Blart: Mall Cop ,84209,2954,Allen Covert,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,201,English,PG,26000000,2009,5.2
Mark Waters,129,70,512,110222438,Jamie Lee Curtis,Freaky Friday ,96693,3984,Willie Garson,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,271,English,PG,26000000,2003,6.1
Judd Apatow,217,0,218,109243478,Steve Carell,The 40-Year-Old Virgin ,313797,8341,Gerry Bednob,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,546,English,R,26000000,2005,7.1
John Madden,134,108,239,100241322,Tom Wilkinson,Shakespeare in Love ,175524,1690,Simon Callow,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,752,English,R,25000000,1998,7.2
Scott Frank,253,71,313,25977365,Liam Neeson,A Walk Among the Tombstones ,87950,15428,David Harbour,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,English,R,28000000,2014,6.5
Ivan Reitman,46,425,344,91457688,Richard Tyson,Kindergarten Cop ,107801,2403,Penelope Ann Miller,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,109,English,PG-13,26000000,1990,6.0
David Gordon Green,232,234,919,87341380,James Franco,Pineapple Express ,255257,15590,Rosie Perez,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,374,English,R,27000000,2008,7.0
Andy Tennant,92,72,343,65703412,Anjelica Huston,Ever After: A Cinderella Story ,57958,2747,Jeanne Moreau,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,345,English,PG-13,26000000,1998,7.0
Kevin Costner,153,0,648,58328680,Robert Duvall,Open Range ,54096,5458,Julian Richings,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,494,English,R,22000000,2003,7.5
Joel Schumacher,49,541,442,61490000,Julia Roberts,Flatliners ,62037,10493,Hope Davis,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,148,English,R,26000000,1990,6.6
,79,,424,,Rob McElhenney,It's Always Sunny in Philadelphia             ,133415,1784,Glenn Howerton,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,151,English,TV-MA,,,8.8
Richard Attenborough,56,0,14,50800000,Ryan O'Neal,A Bridge Too Far ,40277,669,Wolfgang Preiss,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,210,English,PG,26000000,1977,7.4
Wes Craven,224,0,178,57859105,Robert Pine,Red Eye ,94108,1090,Suzie Plakson,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,English,PG-13,26000000,2005,6.5
David R. Ellis,175,160,392,46455802,Sarah Carter,Final Destination 2 ,120786,3172,Keegan Connor Tracy,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,472,English,R,26000000,2003,6.2
Joel Coen,197,0,577,45506619,Holly Hunter,"O Brother, Where Art Thou? ",225102,3066,Daniel von Bargen,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,862,English,PG-13,26000000,2000,7.8
Scott Stewart,226,124,534,40168080,Dennis Quaid,Legion ,80870,3889,Charles S. Dutton,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,315,English,R,26000000,2010,5.2
Michael Bay,335,0,385,49874933,Dwayne Johnson,Pain & Gain ,161168,13573,Michael Rispoli,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287,English,R,26000000,2013,6.5
Paul Weitz,157,80,2000,45489752,Scarlett Johansson,In Good Company ,48973,28493,Dennis Quaid,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,214,English,PG-13,26000000,2004,6.5
Jonathan Frakes,69,906,528,36985501,Michael Biehn,Clockstoppers ,11212,3917,Jason George,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,94,English,PG,26000000,2002,5.2
Lawrence Kasdan,46,759,67,33200000,Scott Glenn,Silverado ,28247,1154,Brad Leland,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,149,English,PG-13,26000000,1985,7.2
Jim Sheridan,217,260,3000,28501651,Natalie Portman,Brothers ,88035,42473,Bailee Madison,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,English,R,26000000,2009,7.1
Kevin Allen,55,8,588,23222861,Daniel Roebuck,Agent Cody Banks 2: Destination London ,11092,3742,David Kelly,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,English,PG,26000000,2004,4.5
Garry Marshall,200,0,307,54540525,Robert De Niro,New Year's Eve ,66579,23456,Seth Meyers,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,English,PG-13,56000000,2011,5.7
Michael Cristofer,93,49,155,16252765,Angelina Jolie Pitt,Original Sin ,44913,11662,Jack Thompson,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181,English,R,42000000,2001,6.0
James McTeigue,265,160,427,16005978,Pam Ferris,The Raven ,72886,2356,Kevin McNally,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,English,R,26000000,2012,6.4
Donald Petrie,82,80,509,14469428,Rip Torn,Welcome to Mooseport ,10667,2466,Maura Tierney,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,95,English,PG-13,26000000,2004,5.2
