director_name,director_facebook_likes,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,content_rating
W.D. Hogan,4,984,Nicholas Carella,0,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,Canada,PG-13
Corey Grant,21,4306,Tatyana Ali,13,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,USA,Not Rated
Tom Tykwer,670,623,Armin Rohde,1,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,Germany,R
Lucky McKee,75,2489,Nora Zehetner,1,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,USA,R
Richard Boddington,15,1724,Erin Pitt,3,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,Canada,PG
David Hunt,0,139,Circus-Szalewski,0,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,USA,PG-13
Patricia Riggen,36,2198,Kate del Castillo,1,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,Mexico,PG-13
J. Lee Thompson,88,941,John Randolph,0,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,USA,PG
Todd Field,143,3970,Karen Allen,1,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,USA,R
Steven R. Monroe,68,2423,Daniel Franzese,0,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,USA,R
Mark Illsley,3,2095,Jeremy Northam,3,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,USA,PG-13
Pawel Pawlikowski,84,763,Dean Andrews,0,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,UK,R
Ritesh Batra,25,822,Lillete Dubey,2,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,India,PG
Sally Potter,87,2721,Stephanie Leonidas,0,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,UK,R
Frank Capra,964,1363,Lionel Barrymore,10,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,USA,Approved
Fred Zinnemann,160,2247,Deborah Kerr,5,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,USA,Not Rated
John Ford,673,955,Victor McLaglen,1,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,USA,Unrated
Brad J. Silverman,11,3894,Anthony Reynolds,0,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,USA,PG
Dave Meyers,11,2196,Marla Gibbs,0,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,USA,R
David M. Matthews,8,3137,Tempestt Bledsoe,5,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,USA,R
Nadine Labaki,0,231,Nadine Labaki,0,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,France,PG
Lluís Quílez,0,380,Alejandro Furth,3,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,USA,R
Eytan Fox,21,137,Yousef 'Joe' Sweid,0,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Israel,Unrated
Francis Ford Coppola,0,12157,Cindy Williams,2,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,USA,PG
Romesh Sharma,0,622,Bhoomika Chawla,4,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,India,
François Truffaut,0,1694,Michel Bouquet,0,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,France,R
Adam Goldberg,1000,2564,Nicky Katt,2,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,USA,R
Travis Zariwny,4,992,Samuel Davis,0,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,USA,Not Rated
Zack Snyder,0,10438,Mekhi Phifer,0,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,USA,R
