num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,num_voted_users,facenumber_in_poster,movie_imdb_link,country,content_rating,budget,aspect_ratio,movie_facebook_likes
111,86,362,Diedrich Bader,88518,0,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
77,126,497,Yaphet Kotto,54042,1,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
120,101,384,Maria Conchita Alonso,112669,1,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,USA,R,27000000,1.37,0
63,102,413,Jim Belushi,49349,2,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,USA,PG-13,25000000,1.85,0
417,111,21,Vicky Krieps,159198,0,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,38000
9,60,468,Joan Allen,3322,4,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,USA,TV-PG,,16.0,0
59,95,342,Talisa Soto,36363,0,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,1000
218,98,392,Rob Riggle,49205,0,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
359,100,534,Judy Greer,108242,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,39000
101,118,439,Yaya DaCosta,21767,0,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
52,28,576,Kevin Connolly,135643,2,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,USA,TV-MA,,1.78,0
85,125,581,Jurnee Smollett-Bell,33067,1,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
64,94,506,Larry Miller,12466,0,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,USA,PG-13,45000000,1.85,304
263,79,265,Alan Oppenheimer,111117,0,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,13000
450,106,273,David Costabile,148327,0,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,29000
85,111,438,Miranda Richardson,31984,1,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,USA,PG,,1.85,0
162,63,69,Robert Lopez,15600,0,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,USA,G,30000000,1.85,0
85,85,244,Mimi Rogers,30651,0,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,USA,PG-13,19000000,1.37,1000
110,108,95,Kirk Baltz,21998,1,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
165,139,400,Josh Hopkins,15843,0,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,11000
64,127,433,William Hurt,9283,3,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,592
44,106,650,Costas Mandylor,23579,1,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
147,95,560,Eddie Izzard,53884,1,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,1000
242,118,897,Dorian Missick,54447,0,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,18000
244,108,653,Rhys Wakefield,47003,0,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,11000
73,105,642,Kevin Sussman,15052,1,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,484
232,131,372,Jacki Weaver,78974,2,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,11000
63,104,635,Chris Noth,12164,1,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,491
239,133,343,Daniel Stern,146364,0,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,USA,PG-13,35000000,2.35,27000
158,94,277,Cameron Bright,70341,1,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
152,109,431,Drea de Matteo,65979,1,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,USA,R,20000000,2.35,999
105,96,488,Clifton Collins Jr.,23345,2,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,629
36,105,537,Stephen Baldwin,7073,1,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,USA,R,25000000,1.85,204
181,99,762,Doug E. Doug,43764,1,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
219,112,2000,Anne Hathaway,143368,0,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,24000
158,108,494,Alicia Witt,65628,1,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
155,126,874,Charlize Theron,32815,4,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
74,98,900,Matthew Perry,45775,5,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,USA,PG-13,40000000,1.85,462
368,104,559,David Hewlett,79517,0,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,Canada,R,26000000,1.85,12000
81,110,322,Jeffrey Jones,33669,1,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,USA,PG,35000000,1.85,0
154,130,798,Rick Gonzalez,53053,0,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
140,93,258,Cole Hauser,28606,0,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
73,96,130,Lobo Sebastian,11520,2,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,625
98,114,40,Christopher Cousins,44979,0,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
358,106,133,Reid Ewing,85024,1,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,23000
222,150,855,Michael Greyeyes,70771,0,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
85,100,362,David Suchet,14747,3,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,858
62,100,210,Aidan Quinn,11003,0,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,654
130,100,99,Texas Battle,56451,0,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,USA,PG,45000000,2.35,0
376,107,165,James Burnett,114241,2,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,USA,R,45000000,2.35,24000
130,102,353,Cameron Bright,22449,1,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,USA,PG-13,25000000,2.35,387
65,101,120,Stark Sands,30092,0,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,USA,PG-13,23000000,2.35,0
77,86,843,Phil LaMarr,9682,0,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,USA,PG,30000000,1.85,0
107,108,83,Camryn Manheim,24033,3,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
292,123,645,Lily Cole,126307,1,http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,UK,PG-13,40000000,1.85,19000
193,134,329,Atom Egoyan,21086,2,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,Canada,R,,2.35,0
16,511,51,Ingvar Eggert Sigurðsson,2308,0,http://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,Iceland,,,16.0,0
184,88,681,John Heard,52069,3,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
123,109,91,Richard Roundtree,25558,2,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,USA,PG-13,30000000,2.35,0
60,122,2000,Morgan Freeman,101888,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,USA,R,18000000,1.85,0
111,251,642,Burt Young,221000,8,http://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,Italy,R,30000000,1.85,12000
217,118,174,Isabelle Huppert,54147,2,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
117,131,548,Mackenzie Crook,29715,3,http://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,USA,R,18000000,2.35,0
105,109,345,Saïd Taghmaoui,9004,0,http://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,France,R,25000000,1.85,287
41,80,826,Mike Vogel,3926,1,http://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,USA,PG-13,,1.85,353
124,88,135,Bill Paterson,23864,1,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,UK,PG,30000000,2.35,0
90,103,107,Toby Leonard Moore,8215,0,http://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,China,PG-13,60000000,2.35,445
110,87,748,Holly Valance,38503,4,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,USA,PG-13,21000000,2.35,0
273,160,820,Jeremy Renner,136104,0,http://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
63,121,187,Joan Chen,4670,0,http://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,China,R,18000000,2.35,0
56,91,55,Sandrine Kiberlain,9214,7,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,France,,,1.85,0
130,92,700,Michael Angarano,36487,0,http://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,0
134,129,313,Madeline Carroll,52972,1,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,21000
36,93,480,Vanessa Redgrave,4599,0,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,Germany,PG,,2.39,885
46,118,11,Patrick Lyster,10175,1,http://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,Germany,R,30000000,2.35,0
7,110,432,Thomas Kretschmann,3279,4,http://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,France,Not Rated,24000000,2.35,0
132,103,520,Frank Langella,12410,3,http://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,Switzerland,,30000000,2.35,6000
5,85,21,Fedor Bondarchuk,393,1,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,Russia,,30000000,,161
56,110,24,Dougray Scott,14618,0,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,Italy,R,30000000,1.85,447
65,89,365,Salma Hayek,3302,0,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,USA,R,19000000,1.85,13000
221,115,751,Birgitte Hjort Sørensen,97697,8,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,USA,PG-13,29000000,1.85,40000
291,153,154,Dallas Roberts,188637,0,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,USA,PG-13,28000000,2.39,11000
13,42,442,Kirk Acevedo,20839,0,http://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,USA,TV-14,,16.0,12000
148,128,754,Milos Forman,44816,3,http://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,USA,PG-13,30000000,1.85,0
42,89,373,Bradley Pierce,16222,0,http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1,UK,PG,29000000,1.85,0
302,122,1000,Clint Howard,88682,1,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,USA,R,35000000,2.35,0
181,113,89,David Julian Hirsh,71596,0,http://www.imdb.com/title/tt0270288/?ref_=fn_tt_tt_1,USA,R,29000000,2.35,3000
64,99,584,Jerry Stiller,14315,2,http://www.imdb.com/title/tt0261289/?ref_=fn_tt_tt_1,Germany,PG-13,29000000,1.85,201
154,99,265,Tyler Labine,16984,1,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,USA,R,29000000,1.85,0
17,147,400,Kevin McNally,9913,0,http://www.imdb.com/title/tt0092804/?ref_=fn_tt_tt_1,UK,PG,29000000,2.35,0
65,112,933,Alfre Woodard,8134,4,http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1,USA,R,28000000,2.35,209
148,88,363,Billy Boyd,28632,0,http://www.imdb.com/title/tt0387575/?ref_=fn_tt_tt_1,Romania,R,12000000,1.85,0
161,94,566,Jason Lewis,92850,0,http://www.imdb.com/title/tt0366627/?ref_=fn_tt_tt_1,USA,R,29000000,2.35,0
124,90,631,Frank Welker,260939,0,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,USA,G,28000000,1.33,0
349,167,303,Neil Brown Jr.,119928,0,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,USA,R,28000000,2.35,76000
148,118,237,Amrish Puri,329969,2,http://www.imdb.com/title/tt0087469/?ref_=fn_tt_tt_1,USA,PG,28000000,2.35,0
45,83,368,Cree Summer,14005,0,http://www.imdb.com/title/tt0134067/?ref_=fn_tt_tt_1,USA,G,24000000,1.85,418
133,104,878,Billy Burke,59232,0,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,USA,R,60000000,2.35,0
87,110,83,Nina Arianda,2167,3,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,UK,PG-13,29000000,2.35,0
178,102,876,Salma Hayek,130094,1,http://www.imdb.com/title/tt0285823/?ref_=fn_tt_tt_1,USA,R,29000000,1.78,0
233,131,541,Bruce Willis,592582,0,http://www.imdb.com/title/tt0095016/?ref_=fn_tt_tt_1,USA,R,28000000,2.35,25000
173,101,526,Ken Marino,195255,1,http://www.imdb.com/title/tt0430922/?ref_=fn_tt_tt_1,Germany,R,28000000,1.85,0
426,130,767,Christian Bale,182983,4,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,USA,R,28000000,2.35,99000
210,120,210,Kevin Chamberlin,24663,12,http://www.imdb.com/title/tt1127896/?ref_=fn_tt_tt_1,USA,R,30000000,1.85,0
129,135,250,Noah Emmerich,36636,0,http://www.imdb.com/title/tt0349825/?ref_=fn_tt_tt_1,USA,PG,28000000,2.4,0
287,110,1000,Kevin Zegers,194422,0,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,USA,R,26000000,2.35,7000
108,103,968,Judy Greer,61317,2,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,Germany,PG-13,35000000,2.35,0
62,115,47,Yû Aoi,8227,0,http://www.imdb.com/title/tt2668134/?ref_=fn_tt_tt_1,Japan,Not Rated,30000000,2.35,0
220,110,327,Anjelica Huston,209133,1,http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1,USA,R,21000000,2.35,0
136,91,660,Rebecca De Mornay,177828,0,http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1,USA,R,30000000,2.35,11000
222,105,966,Morgan Freeman,106755,2,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,USA,PG-13,28000000,2.35,27000
112,127,244,Topol,72085,1,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,UK,PG,28000000,2.35,2000
122,82,6,David Sparrow,85423,0,http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1,USA,PG-13,28000000,1.85,12000
62,99,186,Bruce McGill,44394,1,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,Canada,R,27000000,2.35,0
135,90,8000,Alexander Skarsgård,201084,0,http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1,Germany,PG-13,28000000,2.35,0
184,115,325,Noah Lomax,78008,0,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,USA,PG-13,28000000,2.35,23000
36,96,115,Omri Katz,60494,0,http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1,USA,PG,28000000,1.85,16000
171,104,559,Lily Rabe,59068,2,http://www.imdb.com/title/tt0481141/?ref_=fn_tt_tt_1,USA,PG,28000000,2.35,0
447,117,385,Deborah Twiss,435864,1,http://www.imdb.com/title/tt1250777/?ref_=fn_tt_tt_1,UK,R,30000000,2.35,36000
220,83,459,Dilshad Vadsaria,77935,3,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,Germany,R,28000000,2.35,0
122,99,1000,Danny Masterson,27378,0,http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1,USA,R,28000000,2.35,0
