duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,gross,genres,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,content_rating,title_year,movie_facebook_likes
128,9,193,Jeremy Northam,2694071,Biography|Drama|Romance|Sport,Paul Freeman,3,colon in title|competition|five word title|golf|temper,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,PG,2004,352
97,3,161,Paul Freeman,2315683,Adventure|Crime|Drama|Romance,Clyde Kusatsu,0,china|missionary|opium|villain|year 1937,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,PG-13,1986,154
110,168,96,Eddie Marsan,39825798,Drama|Mystery|Romance|Thriller,Jake Wood,3,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,PG-13,2006,15000
102,4,60,Melanie Griffith,2000000,Adventure|Horror|Thriller,Zakes Mokae,0,chase|dead man|jungle|killing a lion|killing a tiger,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,PG,1981,0
98,541,71,David Murray,1569918,Biography|Crime|Drama|Thriller,Gerard McSorley,1,criminal|drug lord|gunshot|irish|journalist,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,R,2003,0
120,30,55,Brady Corbet,106869,Crime|Drama|Romance|Thriller,Carlos Bardem,1,colombia|dream|love|surfer|village,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,R,2014,0
160,219,215,Curtis Armstrong,273420,Comedy|Mystery|Sci-Fi|Thriller,Chris Andrew Ciulla,6,amnesia|boxer|conspiracy|police|porn star,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,R,2006,0
80,0,168,Jess Harnell,,Adventure|Animation|Family|Fantasy,Mary Mouser,0,cgi film|computer animation|dragon|hunter,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,PG,2008,0
91,22,255,Jan-Michael Vincent,,Sci-Fi,Paul Winfield,0,cockroach|desert|ghost town|giant spider|travel,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,PG,1977,903
83,57,62,Rick Gomez,4930798,Horror|Thriller,Tim Williams,1,e mail|evil spirit|experiment|fear|supernatural,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,PG-13,2012,0
102,6,165,Jamie Lee Curtis,59847242,Comedy|Drama|Family|Romance,Griffin Dunne,1,best friend|funeral|girl|overalls|summer,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,PG-13,1991,0
122,30,260,Ty Burrell,220914,Biography|Drama|Romance,Matt Servitto,2,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,R,2006,0
110,168,96,Eddie Marsan,39825798,Drama|Mystery|Romance|Thriller,Jake Wood,3,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,PG-13,2006,15000
126,0,168,Tamara Tunie,43848100,Crime|Drama,James Karen,2,1980s|argument|critique of capitalism|f word|fired from the job,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,R,1987,0
136,0,1000,Kate Winslet,42700000,Drama|Romance,Tom Wilkinson,2,1810s|female protagonist|horseback riding|inheritance|three word title,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,PG,1995,0
120,11,281,Julie Walters,18663911,Biography|Drama|Romance,Laurence Fox,1,country estate|jane austen|lady|love|writing,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,PG,2007,0
108,18,433,Matt Long,11702090,Comedy|Romance,Samm Levine,2,college|college girl|female protagonist|sorority|sorority house,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,PG-13,2007,0
126,26,385,Kim Dickens,13005485,Drama,Ron Eldard,0,auction|home|house|iranian|marriage,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,R,2003,0
128,608,1000,Josh Charles,95860116,Comedy|Drama,Kurtwood Smith,0,education|english teacher|poet|professor|student,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,PG,1989,23000
113,137,481,Mike Starr,127175354,Comedy,Teri Garr,2,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,PG-13,1994,0
89,0,62,Gretchen Palmer,92823600,Comedy|Drama|Romance,Harley Jane Kozak,0,friendship|love|male female friendship|new york|sex,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,R,1989,0
129,0,359,James Mason,54000000,Drama,Jack Warden,0,archdiocese|court|hospital|lawyer|malpractice,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,R,1982,0
94,480,486,Rachel Blanchard,68525609,Comedy,Paulo Costanzo,5,blonde|college|friend|highway travel|road trip,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,R,2000,0
106,48,35,Ron Lester,52885587,Comedy|Drama|Romance|Sport,Mark Walters,0,coach|coyote|popularity|quarterback|texas,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,R,1999,0
100,405,628,Ed Lauter,44667095,Comedy|Drama|Romance,Beth Grant,0,1920s|jack russell terrier|modern silent movie|movie star|movie studio,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,PG-13,2011,30000
89,687,389,Atticus Shaffer,42638165,Drama|Fantasy|Horror|Mystery|Thriller,Rachel Brosnahan,1,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,PG-13,2009,0
94,0,559,Bill Murray,45507053,Adventure|Comedy|Drama|Romance,Bob Balaban,2,1960s|boy scouts|boy scouts camp|coming of age|young love,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,PG-13,2012,71000
83,473,597,Jordana Brewster,39511038,Horror,Lew Temple,0,cannibal|car accident|leatherface|psychopath|slaughterhouse,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,R,2006,0
111,19,107,Vincent Walsh,6462576,Drama,Finn Ireland,0,based on novel,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,PG-13,2016,0
80,11,499,Kenan Thompson,40363530,Comedy|Family,James Brolin,2,disguise|mask|master of disguise|restaurant|waiter,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,PG,2002,1000
112,0,250,Maribel Verdú,37623143,Drama|Fantasy|War,Sergi López,0,fairy|fairy tale|faun|princess|spain,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,R,2006,27000
60,,762,Jessika Van,,Drama|Fantasy|Mystery|Thriller,Riley Smith,0,,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,,,0
94,14,635,Angus T. Jones,33357476,Action|Comedy|Crime|Family,Paul Sorvino,0,boy|fbi|mailman|van|witness protection,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,PG,2001,393
130,309,522,Snoop Dogg,28734552,Crime|Drama|Romance|Thriller,Angell Conwell,2,cartoon on tv|family relationships|physical abuse|single parent|two word title,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,R,2001,1000
91,26,638,Danneel Ackles,37300107,Drama|Horror|Thriller,Frances Fisher,1,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,PG-13,2011,0
91,29,459,Erik Per Sullivan,27087695,Adventure|Comedy|Drama,Fred Ward,0,first part|grand canyon|highway travel|indian|janitor,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,PG-13,2001,0
110,23,51,Alonna Shaw,30102717,Action|Crime,Kamel Krifa,2,boat|hong kong|murder|tunnel|twins,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,R,1991,0
121,1000,108,Joe Cornish,23618786,Action|Comedy|Mystery,Billie Whitelaw,1,accident|conspiracy|police|police officer|village,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,R,2007,17000
114,15,650,Debi Mazar,26896744,Comedy|Drama,Debra Messing,4,beauty salon|divorce|fashion|new york|perfume,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,PG-13,2008,0
96,11000,252,Kevin Dunn,23213577,Drama|Romance,Christopher Evan Welch,0,art|artist|painter|sex|summer,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,PG-13,2008,14000
270,5,292,Michael Nyqvist,,Action|Adventure|Drama|Romance|War,Vincent Perez,1,first part|holy land|knight templar|monastery|sword and shield,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,,2007,0
100,24,851,Jay Hernandez,55461307,Comedy,Jada Pinkett Smith,9,lesbian kiss|mom|pta|reference to mad max|scene during end credits,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,R,2016,18000
94,7,95,Amanda Detmer,20627372,Comedy|Drama|Romance,Tsianina Joelson,3,best friend|break up|friendship|graduation|male in underwear,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,PG-13,2000,487
109,7,450,Cole Hauser,16346122,Drama,Marc Donato,0,california|foster home|love|oleander|prison,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,PG-13,2002,0
107,45,271,Amy Sedaris,16204793,Comedy|Fantasy|Horror,Cynthia Stevenson,1,cannibalism|cheerleader|condom|hook for hand|satanic ritual,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,R,2009,6000
96,22,324,Jamie Lee Curtis,15427192,Comedy|Crime|Mystery,Tracey Walter,0,crying woman|plot|suspect|waitress|younger man older woman relationship,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,PG-13,2000,492
88,11000,233,Don Pardo,14792779,Comedy,Julie Kavner,0,beach|cigarette girl|radio|woman holding a baby|working class,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,PG,1987,0
110,179,734,Lea Thompson,13998282,Action|Drama|Fantasy|Mystery|Thriller,Quinton Aaron,1,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,PG-13,2014,31000
113,47,238,Lena Olin,19057024,Drama|Romance,Ruby Jerins,0,binge drinking|new york|new york city|september 11 2001|suicide,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,PG-13,2010,24000
101,6,258,Alexandra Holden,14108518,Comedy|Drama|Romance,Trent Ford,1,best friend|high school|mother|sister|wedding,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,PG-13,2003,371
105,121,384,Alyson Hannigan,13854000,Comedy|Romance|Sci-Fi,Tony Jay,0,alien|earth|female alien|mission|secret,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,PG-13,1988,818
125,438,372,Tom Hanks,77324422,Drama,Jason Robards,2,aids|city name in title|gay|homophobia|lawyer,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,PG-13,1993,0
100,9,363,Craig Bierko,15500000,Mystery|Sci-Fi|Thriller,Brad William Henke,0,amnesia|barricade|letter|time|virtual reality,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,R,1999,0
97,3,578,Vincent Pastore,11540112,Comedy,Jenifer Lewis,1,flatulence|interracial marriage|marriage,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,PG-13,2004,177
108,38,316,Karl Malden,,Action|Drama|Sci-Fi|Thriller,Brian Keith,7,asteroid|meteor|nasa|nuclear weapon|satellite,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,PG,1979,392
112,28,215,Marian Seldes,4734235,Comedy|Drama|Music,Huey Lewis,0,convict|karaoke|middle america|salesman|singer,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,R,2000,573
112,11000,642,Debra Messing,4839383,Comedy|Romance,Treat Williams,0,blind|director|psychosomatic blindness|self deprecating|studio,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,PG-13,2002,762
95,89,322,Lin Shaye,4193025,Comedy|Music,Shannon Tweed,0,band|concert|high school|kiss|teenager,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,R,1999,0
110,85,186,Jon Polito,5900000,Action|Adventure|Fantasy,Celia Imrie,1,combat|head cut off|immortal|scotland|swordsman,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,R,1986,0
118,369,295,Omar Benson Miller,2849142,Drama,Robin Weigert,1,best friend|dinner|garage|narcotics anonymous|recovery,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,R,2007,0
97,34,465,Annabeth Gish,1686429,Action|Crime|Sci-Fi,Hill Harper,1,fight|gang|junkyard|military|soldier,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,PG-13,1997,0
120,115,310,Dagmara Dominczyk,1984743,Drama|Romance,Angela Sarafyan,3,immigrant|immigration|magician|money|prostitution,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,R,2013,0
135,133,258,Natasha Richardson,1666262,Drama|History|Romance|War,Lynn Redgrave,0,countess|diplomat|japanese|russian|shanghai,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,PG-13,2005,356
