duration,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,content_rating,title_year,imdb_score,aspect_ratio,movie_facebook_likes
101,56,501,,Drama|Horror|Mystery|Thriller,Timothy Hutton,1547,1044,Lydia Hearst,1,http://www.imdb.com/title/tt3526286/?ref_=fn_tt_tt_1,English,Not Rated,2015,3.3,,750
93,485,708,,Action|Horror|Thriller,Rudy Youngblood,133,2870,Kiowa Gordon,,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1,English,R,2015,3.6,,135
83,31,82,184925485,Animation|Family|Fantasy|Musical,Adriana Caselotti,133348,229,Lucille La Verne,1,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,English,Approved,1937,7.7,1.37,0
106,3,341,304124,Drama,Mía Maestro,2720,358,María Alche,0,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,Spanish,R,2004,6.7,1.85,57
113,387,984,,Western,Brigitte Bardot,1978,2140,Honor Blackman,2,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,English,PG,1968,5.5,2.35,209
94,37,87,36830,Adventure|Comedy|Horror,Zak Penn,3291,256,John Bailey,0,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,English,PG-13,2004,6.6,1.85,400
101,256,1000,,Drama,Lea Thompson,162,2419,Cullen Douglas,,http://www.imdb.com/title/tt4063178/?ref_=fn_tt_tt_1,English,PG,2016,4.8,2.35,724
99,295,756,,Horror|Thriller,Camren Bicondova,4948,2072,Chasty Ballesteros,0,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,English,,2014,5.5,2.35,969
76,3,412,231186,Crime|Romance|Thriller,Mathieu Amalric,2082,421,Laurent Poitrenaux,0,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,French,R,2014,6.3,1.33,389
91,69,847,,Horror|Thriller,Jessica Szohr,330,1159,Angela Jones,0,http://www.imdb.com/title/tt0464054/?ref_=fn_tt_tt_1,English,R,2014,6.9,,223
105,356,1000,,Adventure|Comedy|Family,Burgess Meredith,22975,2658,Burt Ward,1,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,English,Approved,1966,6.5,1.85,0
120,452,26000,3650677,Comedy|Crime,Jason Statham,414976,28294,Dexter Fletcher,1,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,English,R,1998,8.2,1.85,21000
105,467,883,,Western,Barry Corbin,39,3164,Ned Beatty,0,http://www.imdb.com/title/tt3551840/?ref_=fn_tt_tt_1,English,,1982,7.1,,32
120,,416,,Action|Crime|Drama|Mystery,Karl Malden,3405,416,,0,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,English,,,7.3,4.0,533
105,141,280,1647780,Drama,Ulrich Thomsen,65951,821,Trine Dyrholm,1,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,Danish,R,1998,8.1,1.33,5000
95,636,12000,695229,Comedy|Drama,Steve Buscemi,11369,14420,Carol Kane,1,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,English,R,1996,7.2,1.85,872
135,5,51,638951,Drama,Long Nguyen,775,83,Cat Ly,2,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,Vietnamese,R,2006,7.4,1.85,100
105,548,2000,609042,Drama,Eric Dane,449,3475,Peter Coyote,2,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,English,PG,1999,6.5,1.85,117
83,98,413,1521,Comedy|Horror,Stephen McHattie,1231,843,Georgina Reilly,0,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,English,Not Rated,2012,5.7,,932
111,652,13000,32940507,Action|Crime|Drama|Thriller,Bruce Willis,54316,16537,Carrie Preston,1,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,English,R,1998,6.1,2.35,0
60,109,210,,Drama|Sci-Fi,James Morrison,6381,611,Kristen Cloke,0,http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1,English,,,7.7,1.33,963
135,0,0,,Action|Biography|Drama|History,Elina Abai Kyzy,3144,0,Mirlan Abdulayev,1,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1,English,PG-13,2014,8.7,2.35,0
88,13,232,,Action|Sci-Fi,Maury Chaykin,1339,289,Tim Choate,0,http://www.imdb.com/title/tt0087130/?ref_=fn_tt_tt_1,English,R,1985,4.3,1.85,220
87,624,2000,19539,Comedy,Judy Greer,4182,6227,Tony Cox,1,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,English,R,2003,6.2,1.85,3000
97,40,374,100358,Comedy|Musical|Romance,Abhishek Bachchan,1167,602,Samantha McLeod,2,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,English,,2005,3.3,2.35,66
82,134,700,,Comedy,Noureen DeWulf,5579,1499,Matt Crabtree,3,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,English,R,2010,2.7,1.85,0
103,511,35000,,Horror|Romance|Thriller,Bella Thorne,4866,38121,Christopher Atkins,1,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,English,R,2009,5.2,2.35,969
130,333,1000,,Drama|Film-Noir|Mystery|Thriller,Laurence Olivier,87424,2888,George Sanders,2,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,English,Not Rated,1940,8.2,1.37,0
87,59,309,19100000,Horror|Mystery|Thriller,Betsy Palmer,39690,707,Amy Steel,0,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,English,R,1981,6.1,1.85,0
101,66,287,,Drama|Film-Noir,Ray Milland,24959,581,Frank Faylen,4,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,English,Not Rated,1945,8.0,1.37,0
96,132,796,,Horror|Sci-Fi,Daniel Stern,7528,1866,Sam McMurray,0,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,English,R,1984,5.5,1.85,0
80,183,2000,2833383,Drama|Music,Noel Gugliemi,910,2459,Jorge Diaz,1,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,English,R,2012,5.7,2.35,0
87,397,578,,Animation,Vic Mignogna,458,1730,Anupam Kher,0,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,English,PG,2011,3.7,1.78,381
92,48,469,,Crime|Film-Noir|Thriller,Joseph Cotten,11047,683,Will Wright,0,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,English,Approved,1953,7.1,1.37,1000
118,137,595,,Drama|Family,Roddy McDowall,15840,1129,Barry Fitzgerald,5,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,English,Approved,1941,7.8,1.37,0
27,201,934,,Drama,Mary Lynn Rajskub,3282,1961,Paul Sparks,0,http://www.imdb.com/title/tt3846642/?ref_=fn_tt_tt_1,English,TV-MA,,7.3,,632
123,161,3000,,Comedy|Romance|Thriller,Rami Malek,794,4040,Felicia Pearson,0,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,English,,2014,4.1,2.35,447
100,65,828,24741700,Drama,Peter Gallagher,37785,1431,Steven Brill,2,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,English,R,1989,7.2,1.85,2000
103,651,2000,55153403,Horror|Mystery|Thriller,Michael Emerson,299127,5161,Shawnee Smith,0,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,English,R,2004,7.7,1.85,0
100,422,816,18488314,Comedy|Crime|Mystery,Geoffrey Arend,76151,2893,Jay Chandrasekhar,0,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,English,R,2001,7.1,1.85,0
99,434,18000,,Action|Romance|Thriller,Zuhair Haddad,101,20218,Ben Youcef,6,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,English,,2014,7.6,1.85,221
89,3,31,11278,Comedy|Drama,Ximena Ayala,1229,58,José Manuel Orozco Angulo,0,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,Spanish,,2013,7.0,,407
104,71,18000,79363785,Drama|Sci-Fi|Thriller,Keanu Reeves,139426,22194,Juan Riedinger,0,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,English,PG-13,2008,5.5,2.35,0
114,73,307,13876974,Comedy|Drama|Romance,Naseeruddin Shah,19397,809,Lillete Dubey,0,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,Hindi,R,2001,7.4,1.85,0
111,612,2000,9180275,Drama,Matthew Broderick,22145,4288,Gaby Hoffmann,0,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,English,R,2000,7.7,1.85,756
99,232,282,,Comedy|Mystery|Romance,Jerry Mathers,24891,1041,Royal Dano,0,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,English,Approved,1955,7.2,1.5,0
110,1000,13000,22494487,Crime|Drama|Mystery|Thriller,Bruce Willis,262160,26451,Dorian Missick,3,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,English,R,2006,7.8,2.35,10000
85,849,1000,2199853,Comedy|Drama,Natasha Lyonne,19986,4289,Eddie Cibrian,1,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,English,R,1999,6.6,1.85,0
113,449,890,2859955,Drama|Sport,Vivica A. Fox,2417,2681,Scott Elrod,2,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,English,PG-13,2013,6.0,2.35,0
99,455,16000,2812029,Crime|Drama|Thriller,Quentin Tarantino,664719,28994,Chris Penn,0,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,English,R,1992,8.4,2.35,19000
83,51,94,,Drama|Family|Fantasy,Spring Byington,1047,293,Gale Sondergaard,1,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,English,Approved,1940,6.5,1.37,548
142,24,16000,6100000,Western,Clint Eastwood,503509,16089,Enzo Petito,3,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,Italian,Approved,1966,8.9,2.35,20000
112,4,61,375723,Comedy|Drama,Alex Huszar,7025,76,Luis Miranda,1,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,Portuguese,R,2015,7.9,2.35,0
108,274,1000,594904,Comedy|Drama,Jason Marsden,2582,1805,Eric Lange,0,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,English,PG-13,2012,6.0,1.85,0
88,3,268,58936,Comedy|Music,Lemmy,91,318,Zoë Poledouris,0,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,English,R,2001,6.1,1.78,27
97,,,24784,Documentary,,591,0,,0,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,English,Not Rated,2011,7.4,,5000
85,924,49000,7826,Comedy|Documentary,Robin Williams,132,54484,Jonathan Winters,10,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,English,,2007,6.2,,87
103,24,34,,Drama,Déborah Révy,4068,114,Yassine Azzouz,1,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,French,,2011,5.6,1.78,754
110,0,3,3830,Comedy|Drama,Nataniel Sánchez,27,5,Juan Carlos Montoya,3,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,Spanish,,2013,7.2,,75
88,95,690,,Adventure|Comedy|Drama,Marley Shelton,2953,1438,Jim Cody Williams,1,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,English,PG-13,2003,6.1,1.85,480
76,227,387,,Comedy,Rich Ceraulo,9560,1190,Vanessa Lee Chester,6,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,English,R,2008,3.8,1.85,636
100,94,843,,Action|Adventure|Romance|War,Errol Flynn,3418,1621,Spring Byington,3,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,English,Approved,1936,7.1,1.37,204
99,5,721,,Thriller,Michael Berryman,652,862,Michael Eisner,2,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,English,R,2011,4.5,,161
84,63,380,,Action|Horror|Mystery|Thriller,Christie Burke,1321,630,Chelsey Reist,0,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,English,R,2012,3.8,,238
91,117,584,2850263,Adventure|Comedy|Sport,Alanna Ubach,5061,1218,Brittney Powell,0,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,English,PG,1993,6.2,1.85,0
97,148,586,,Action|Comedy,Redd Foxx,1172,1581,Calvin Lockhart,1,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,English,R,1970,6.6,1.85,477
84,475,10000,,Horror,William McNamara,742,11257,Patrick Muldoon,0,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,English,R,2015,4.6,,479
100,312,498,,Horror,Seregon O'Dassey,71,1810,Dustin Diamond,1,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,English,,2015,4.2,,242
94,804,16000,16101109,Comedy,Ryan Reynolds,76467,19957,Vanessa Lengies,3,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,English,R,2005,6.8,1.85,0
90,68,680,6013,Crime|Drama|Thriller,Paddy Considine,39929,1311,George Newton,0,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,English,,2004,7.7,1.85,0
,206,511,,Drama|Horror|Thriller,Richard Cawthorne,726,1617,Lucy Fry,0,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,English,,,7.1,2.0,954
92,147,448,1400000,Action|Drama|Horror|Thriller,Terry Kiser,1324,1329,Susan Tyrrell,0,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,English,R,1987,5.9,1.85,241
105,,,247740,Documentary|Drama,,285,0,,0,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,English,,2002,4.7,1.33,51
73,3,14,39659,Comedy|Horror|Musical,Sarah Murphy-Dyson,1555,21,Brent Neale,1,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,English,,2002,7.0,1.85,131
116,25,412,,Drama,Sean Cameron Michael,2050,521,Jeanne Neilson,2,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,Zulu,PG,2006,6.9,1.85,0
110,48,434,56129,Sci-Fi|Thriller,Chris Gauthier,6555,645,Eva Bourne,1,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,English,R,2010,6.1,2.35,0
102,60,1000,4105123,Action|Crime|Thriller,Iko Uwais,148221,1445,Donny Alamsyah,0,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,Indonesian,R,2011,7.6,1.85,51000
89,252,1000,,Action|Horror|Sci-Fi,Johnny Pacar,737,2510,Matthew R. Anderson,1,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,English,R,2010,3.0,1.85,444
76,0,12,,Horror,Piero Maggiò,332,12,Joe Marino,0,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,English,R,2013,2.6,2.35,200
82,269,2000,,Drama|Romance|War,Humphrey Bogart,387508,3442,Conrad Veidt,4,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,English,PG,1942,8.6,1.37,23000
89,5,12,,Drama|Horror|Mystery|Thriller,Talia Zucker,9465,29,Martin Sharpe,0,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,English,R,2008,6.1,1.85,0
150,20,964,,Comedy|Drama,Ranbir Kapoor,11010,1052,Gauhar Khan,1,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,Hindi,,2009,7.5,,773
89,42,844,,Drama|Sci-Fi,Bruce Dern,20678,1080,Jesse Vint,1,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,English,GP,1972,6.7,1.85,0
145,794,13000,117235247,Drama|Sport,Sylvester Stallone,375240,16094,Carl Weathers,0,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,English,PG,1976,8.1,1.33,0
91,9,321,,Drama,Christopher Abbott,512,622,Gitte Witt,1,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,English,Not Rated,2014,4.9,2.35,234
89,606,2000,21378000,Fantasy|Horror,Jamie Lee Curtis,46493,4878,Janet Leigh,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,English,R,1980,6.8,2.35,7000
121,69,883,,Adventure|Comedy|History,Albert Finney,8508,1371,Hugh Griffith,1,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,English,Unrated,1963,6.8,1.37,328
83,142,707,31537320,Horror|Mystery|Thriller,Shelley Hennig,44329,1565,Heather Sossaman,0,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,English,R,2014,5.7,1.85,13000
110,595,22000,,Crime|Drama,Robert De Niro,507063,23525,Peter Boyle,1,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,English,R,1976,8.3,1.85,35000
91,725,1000,17986000,Horror,Patrick Macnee,22773,4438,Dee Wallace,0,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,English,R,1981,6.6,1.85,0
110,177,650,16067035,Action|Adventure|Thriller,Ursula Andress,116642,1421,Lois Maxwell,4,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,English,Approved,1962,7.3,1.37,5000
86,300,1000,18112929,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,52642,2665,Jonathan Sadowski,0,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,English,R,2012,5.0,1.85,24000
86,100,266,14564027,Fantasy|Horror,Andrew Robinson,76407,673,Clare Higgins,0,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,English,R,1987,7.0,1.85,0
120,295,634,20773070,Drama,Benjamin A. Onyango,4501,1810,Maria Canals-Barrera,11,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,English,PG,2016,3.4,2.35,0
90,683,1000,10042266,Drama|Horror|Mystery|Thriller,Julian Morris,23021,3155,Lindy Booth,0,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,English,PG-13,2005,5.9,2.35,816
99,3,43,10037390,Action|Adventure|Drama|Sci-Fi|Thriller,Hiroshi Abe,5442,53,Sakae Kimura,0,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,Japanese,PG,1999,6.0,2.35,339
112,616,33000,9701559,Drama|Romance,Ryan Gosling,141425,35941,John Doman,0,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,English,R,2010,7.4,1.66,25000
103,226,2000,9013113,Adventure|Comedy|Drama,Kevin Zegers,36321,3192,Paul Borghese,2,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,English,R,2005,7.4,1.85,0
83,128,403,53245055,Horror,Fernanda Andrade,30570,988,Brian Johnson,0,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,English,R,2012,4.2,1.85,12000
109,44,503,9000000,Comedy|Drama|Music,Charles Napier,7584,731,Harrison Page,8,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,English,X,1970,6.2,2.35,0
89,102,356,,Drama|Romance|Western,James Drury,2636,831,Debra Paget,1,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,English,,1956,6.2,2.35,365
96,,861,23808111,Documentary,Billy West,67654,929,,0,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,English,PG,2006,7.5,1.85,0
109,88,183,,Action|Drama|Romance|War,James Brown,7346,510,Forrest Tucker,0,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,English,Approved,1949,7.2,1.37,624
122,184,543,5355376,Biography|Documentary|Music,Mick Jagger,9638,1218,Albert Maysles,0,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,English,PG-13,2008,7.2,1.85,0
100,389,640,7186670,Adventure|Horror,Daryl Sabara,21468,2082,Magda Apanowicz,0,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,English,R,2013,5.4,2.35,12000
109,30,202,,Drama|Family|Romance,Juliet Stevenson,162,283,Niamh Cusack,0,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,English,,2015,7.0,1.85,75
95,365,422,5997134,Biography|Comedy|Drama|Romance,W. Earl Brown,36381,1899,Rhea Perlman,3,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,English,R,2012,7.2,1.85,11000
94,2,37,4417124,Documentary,Michael Pollan,42389,42,Barbara Kowalcyk,0,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,English,PG,2008,7.9,1.78,37000
107,245,544,5355847,Drama,Rachel Hendrix,6110,1147,Jason Burkey,1,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,English,PG-13,2011,6.8,,0
104,458,22000,3386698,Comedy|Drama|Romance,Philip Seymour Hoffman,4195,23461,Holland Taylor,1,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,English,R,1998,6.7,1.85,392
96,973,24000,143492840,Comedy|Drama|Romance,J.K. Simmons,414345,28817,Rainn Wilson,0,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,English,PG-13,2007,7.5,1.85,10000
93,180,3000,5283379,Comedy|Drama,Ty Burrell,31254,3986,Kathleen Rose Perkins,2,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,English,R,2014,6.8,2.35,0
102,287,321,2981638,Drama|Mystery|Thriller,Christopher Abbott,40425,1263,Brady Corbet,0,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,English,R,2011,6.9,2.35,0
84,313,612,3122616,Comedy|Drama,Gaby Hoffmann,16594,1587,Jake Lacy,1,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,English,R,2014,6.8,2.35,0
97,229,496,2508841,Crime|Drama,Charlie McDermott,21746,994,Misty Upham,1,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,English,R,2008,7.2,1.85,0
91,13,130,4946250,Documentary|Music,Sheryl Crow,9540,198,Merry Clayton,0,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,English,PG-13,2013,7.4,1.78,14000
84,13,21000,1950218,Comedy|Drama,Robert Downey Jr.,5933,21124,Angel David,3,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,English,R,1997,5.6,1.85,387
86,584,778,1277257,Comedy|Drama|Romance,Kevin Corrigan,2629,2400,Vincent Pastore,2,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,English,R,1996,6.8,1.85,227
91,121,1000,45857453,Comedy|Drama|Music,Tom Wilkinson,82232,2323,Lesley Sharp,3,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,English,R,1997,7.2,1.85,0
92,5,783,1677838,Documentary,Ed Begley Jr.,11283,1447,Colette Divine,0,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,English,PG,2006,7.7,1.75,0
94,428,1000,1744858,Comedy|Drama|Romance|Sport,Justin Theroux,6084,3085,Mary McCormack,1,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,English,R,2000,7.0,2.35,671
92,124,1000,,Comedy|Fantasy|Mystery,Daniel Roebuck,38893,1587,Ella Joyce,2,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,English,R,2002,7.2,1.85,0
103,543,2000,80021740,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,47988,5497,Ken Marino,4,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,English,PG,2015,6.4,2.35,35000
100,6,245,982214,Drama,Sonja Sohn,1976,295,Bonz Malone,0,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,English,R,1998,7.2,1.85,603
119,25,957,798341,Crime|Drama|Mystery,Wilford Brimley,983,1107,Rick Macy,0,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,English,PG-13,2001,7.2,1.85,100
167,97,353,610991,Drama|Romance,Karisma Kapoor,2715,773,Jaya Bhaduri,3,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,Hindi,,2000,6.2,2.35,92
92,842,1000,,Comedy,Madeline Kahn,36559,3931,Dom DeLuise,0,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,English,R,1981,6.9,2.35,0
92,194,406,582024,Comedy|Sci-Fi,Trey Parker,30396,904,Matt Stone,0,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,English,NC-17,1997,6.2,1.85,0
108,463,11000,548712,Drama|Romance,Zooey Deschanel,9233,12385,Shea Whigham,0,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,English,R,2003,6.9,2.35,571
