num_critic_for_reviews,duration,actor_2_name,gross,genres,num_voted_users,actor_3_name,movie_imdb_link,country,budget,title_year,imdb_score,movie_facebook_likes
4,84,Luke Perry,,Comedy,553,Jon Gries,http://www.imdb.com/title/tt1070781/?ref_=fn_tt_tt_1,USA,10000000,2010,5.2,119
152,135,Woo-sung Jung,128486,Action|Adventure|Comedy|Western,26156,Dal-su Oh,http://www.imdb.com/title/tt0901487/?ref_=fn_tt_tt_1,South Korea,10000000,2008,7.3,0
129,84,Katrina Bowden,,Horror|Thriller,7286,Kathleen Turner,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,USA,10000000,2013,4.6,0
15,89,Callum Rennie,,Action|Comedy|Drama|Western,3015,Dustin Milligan,http://www.imdb.com/title/tt1376195/?ref_=fn_tt_tt_1,Canada,10000000,2010,6.5,850
248,107,Martin Starr,16025394,Comedy|Drama|Romance,131180,Wendie Malick,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1,USA,,2009,6.8,0
52,144,Victor Rivers,2483955,Drama|Romance,8369,Enrique Murciano,http://www.imdb.com/title/tt0343996/?ref_=fn_tt_tt_1,USA,9600000,2005,6.7,957
55,98,Mike Epps,57176582,Comedy,27492,Rolando Molina,http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1,USA,9500000,2000,6.1,0
30,94,Jordana Brewster,,Action|Crime|Drama|Thriller,12372,Akon,http://www.imdb.com/title/tt2923316/?ref_=fn_tt_tt_1,Canada,10000000,2014,5.2,0
130,117,Burt Kwouk,43100000,Action|Adventure|Thriller,75280,Desmond Llewelyn,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,UK,9500000,1967,6.9,0
29,102,Alfie Allen,,Action|Comedy|Crime|Drama,5865,Malese Jow,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1,UK,10000000,2014,6.0,1000
447,127,Emmanuelle Riva,225377,Drama|Romance,70382,Jean-Louis Trintignant,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,France,8900000,2012,7.9,33000
66,98,Heather O'Rourke,14114488,Horror|Thriller,13190,Zelda Rubinstein,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,USA,10500000,1988,4.5,616
18,88,Roger Cross,,Action|Horror,1763,Jesse Garcia,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,USA,9500000,2015,5.1,898
61,197,Sid Caesar,46300000,Action|Adventure|Comedy|Crime,29323,Spencer Tracy,http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1,USA,9400000,1963,7.6,0
232,121,Lola Dueñas,12899702,Comedy|Crime|Drama|Mystery,76681,Antonio de la Torre,http://www.imdb.com/title/tt0441909/?ref_=fn_tt_tt_1,Spain,,2006,7.6,0
62,90,Joe Flaherty,,Adventure|Animation|Fantasy|Horror|Sci-Fi,23516,Don Francks,http://www.imdb.com/title/tt0082509/?ref_=fn_tt_tt_1,Canada,9300000,1981,6.7,0
106,89,Michael Angarano,113155,Adventure|Comedy|Sci-Fi,9006,Héctor Jiménez,http://www.imdb.com/title/tt1161418/?ref_=fn_tt_tt_1,USA,,2009,6.1,0
56,104,Jim Broadbent,2600000,Drama|War,11612,Kristin Scott Thomas,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1,UK,6000000,1995,7.5,0
48,94,Michaela McManus,,Action|Horror|Thriller,4486,Luisa D'Oliveira,http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1,USA,10000000,2015,5.3,0
41,90,Steven Michael Quezada,1602466,Action|Drama|Romance|Thriller,9673,Kabir Bedi,http://www.imdb.com/title/tt1198101/?ref_=fn_tt_tt_1,India,600000000,2010,6.0,0
439,130,Kirsten Dunst,3029870,Drama|Sci-Fi,128729,Charlotte Rampling,http://www.imdb.com/title/tt1527186/?ref_=fn_tt_tt_1,Denmark,7400000,2011,7.1,50000
54,92,Keisha Castle-Hughes,,Biography|Comedy|Drama|Family|Romance,13003,Luke Ford,http://www.imdb.com/title/tt0803061/?ref_=fn_tt_tt_1,Australia,8500000,2011,7.5,10000
50,176,Katrina Kaif,3047539,Drama|Romance,42296,Vic Waghorn,http://www.imdb.com/title/tt2176013/?ref_=fn_tt_tt_1,India,7217600,2012,6.9,12000
392,116,Yaphet Kotto,78900000,Horror|Sci-Fi,563827,Bolaji Badejo,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,UK,11000000,1979,8.5,23000
277,88,Edwin Neal,30859000,Horror|Thriller,96410,Marilyn Burns,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,USA,83532,1974,7.5,0
259,106,Scout Taylor-Compton,3571735,Biography|Drama|Music,39260,Johnny Lewis,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,USA,10000000,2010,6.6,0
66,181,Paul Michael Glaser,50000000,Drama|Family|Musical|Romance,29839,Rosalind Harris,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,USA,9000000,1971,8.0,0
129,130,Earl Cameron,63600000,Action|Adventure|Thriller,82073,Lois Maxwell,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,UK,9000000,1965,7.0,0
115,93,Shanley Caswell,,Comedy|Horror|Sci-Fi,12520,Parker Bagley,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,USA,10000000,2011,5.8,0
81,110,Alessandro Preziosi,,Comedy|Drama|Romance,8667,Lunetta Savino,http://www.imdb.com/title/tt1405810/?ref_=fn_tt_tt_1,Italy,,2010,7.3,0
29,123,Jada Pinkett Smith,36049108,Action|Crime|Drama|Romance|Thriller,10139,Blair Underwood,http://www.imdb.com/title/tt0117603/?ref_=fn_tt_tt_1,USA,9000000,1996,6.8,0
32,120,Sanaa Lathan,34074895,Comedy|Drama,6525,Jarrod Bunch,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,USA,9000000,1999,6.7,0
142,87,Alex Vincent,33244684,Fantasy|Horror,62038,Dinah Manoff,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,USA,9000000,1988,6.5,0
263,123,Tucker Albrizzi,24530513,Documentary|Drama,66610,Bill Clinton,http://www.imdb.com/title/tt0386032/?ref_=fn_tt_tt_1,USA,9000000,2007,8.0,0
285,103,Zach Gilford,71519230,Action|Horror|Sci-Fi|Thriller,92364,Roberta Valderrama,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,USA,9000000,2014,6.5,15000
64,91,Lauren German,20035310,Comedy|Drama|Romance,12324,Shawn Hatosy,http://www.imdb.com/title/tt0186975/?ref_=fn_tt_tt_1,USA,9000000,2000,4.9,580
150,88,Fred Willard,18225165,Adventure|Comedy,155262,Paula Garcés,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,USA,9000000,2004,7.1,0
136,126,Gary Oldman,17804273,Drama|Thriller,20449,William Petersen,http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1,USA,20000000,2000,7.0,1000
132,120,Nia Long,16938179,Crime|Drama|Thriller,41313,Herbert Russell,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,USA,8000000,2000,7.0,0
71,116,Denholm Elliott,90400000,Comedy,102895,Ralph Bellamy,http://www.imdb.com/title/tt0086465/?ref_=fn_tt_tt_1,USA,,1983,7.5,0
186,94,Crystal Lowe,16235293,Horror,19918,Andrea Martin,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,USA,9000000,2006,4.5,0
39,85,Tate Taylor,11827301,Comedy|Romance,4247,Patrick Cranshaw,http://www.imdb.com/title/tt0349169/?ref_=fn_tt_tt_1,USA,,2004,5.5,266
46,137,Derek Jacobi,10161099,Action|Biography|Drama|History|Romance|War,23441,Danny Webb,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,UK,9000000,1989,7.7,0
201,114,David Zayas,6610326,Comedy|Drama,32188,Gbenga Akinnagbe,http://www.imdb.com/title/tt0775529/?ref_=fn_tt_tt_1,USA,,2007,7.2,0
32,76,Freddy Rodríguez,6126237,Comedy|Romance,3419,Maria Conchita Alonso,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,USA,,2003,4.8,419
117,119,Nicky Katt,6047856,Action|Crime|Drama|Thriller,27536,Dylan Kussman,http://www.imdb.com/title/tt0202677/?ref_=fn_tt_tt_1,USA,8500000,2000,6.7,1000
136,99,Rory Culkin,4681503,Comedy|Drama,29058,Bill Irwin,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1,USA,9000000,2002,7.0,838
15,79,Matt Ross,4350774,Comedy,10476,Chris Young,http://www.imdb.com/title/tt0110759/?ref_=fn_tt_tt_1,USA,8000000,1994,6.5,0
46,114,Drew Fuller,3420871,Drama|Family|Romance,14100,Mircea Monroe,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,USA,,2006,7.4,0
1,30,Katherine Kelly Lang,,Drama|Romance,5478,Hunter Tylo,http://www.imdb.com/title/tt0092325/?ref_=fn_tt_tt_1,USA,,,3.5,748
41,91,John Carradine,,Action|Adventure|Comedy|Romance|Sci-Fi,7767,Robert Urich,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,USA,9000000,1984,5.7,0
65,95,John Doman,2955039,Biography|Drama|Sport,3624,Carly Schroeder,http://www.imdb.com/title/tt0441007/?ref_=fn_tt_tt_1,USA,9000000,2007,6.2,313
100,103,Garry Shandling,1530535,Comedy|Drama|Romance,7833,Dagmara Dominczyk,http://www.imdb.com/title/tt0427968/?ref_=fn_tt_tt_1,USA,9000000,2005,5.7,215
129,92,Amy Poehler,4881867,Comedy|Music,15200,David Arquette,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,USA,9000000,2008,6.4,1000
103,124,Eddie Izzard,1043487,Drama|Music,27766,Janet McTeer,http://www.imdb.com/title/tt0120879/?ref_=fn_tt_tt_1,UK,,1998,7.0,0
77,156,Jun Kunimura,770629,Fantasy|Horror|Mystery|Thriller,2379,Woo-hee Chun,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,South Korea,,2016,7.7,0
67,84,Heather Morris,11860839,Documentary|Music,5156,Kevin McHale,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,USA,9000000,2011,5.4,0
31,300,Chatchai Plengpanich,454255,Action|Adventure|Drama|History|War,1666,Mai Charoenpura,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,Thailand,400000000,2001,6.6,124
76,120,Adrienne Barbeau,349618,Horror,4302,Sally Kirkland,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,Italy,9000000,1990,6.1,375
17,98,Julie Engelbrecht,,Comedy,1673,Lionel Abelanski,http://www.imdb.com/title/tt3202120/?ref_=fn_tt_tt_1,France,,2014,6.1,348
81,121,Ruth Sheen,112935,Drama,8161,Gary McDonald,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,UK,9000000,2002,7.6,484
26,97,Will Patton,883887,Drama,1201,Shaun Evans,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,USA,9000000,2009,6.2,0
24,86,Vince Colosimo,13751,Drama|Family,813,Peter Callan,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,Australia,11400000,2006,6.6,135
44,93,Joshua Mikel,,Action|Crime|Thriller,16198,D.B. Sweeney,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,USA,19000000,2015,6.1,0
80,45,Thure Lindhardt,145109,Drama|History|Thriller|War,14247,Christian Berkel,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,Denmark,45000000,2008,7.3,0
41,97,Kip Pardue,1046166,Comedy|Music|Romance,2599,Perrey Reeves,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,Germany,9000000,2005,4.2,128
91,102,Warren Clarke,,Crime|Drama|Mystery|Thriller,9305,John Henshaw,http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1,UK,,2009,7.1,0
66,105,Ronit Elkabetz,2874,Drama,1219,Émilie Dequenne,http://www.imdb.com/title/tt1183672/?ref_=fn_tt_tt_1,France,,2009,6.0,120
19,103,Erika Christensen,,Drama|Romance,10100,Jonathan Tucker,http://www.imdb.com/title/tt1068678/?ref_=fn_tt_tt_1,USA,9000000,2009,6.5,3000
35,93,Linda Kozlowski,174635000,Adventure|Comedy,74743,David Gulpilil,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,Australia,8800000,1986,6.5,0
19,76,Steven Waddington,,Action|Animation|Fantasy|Horror|Mystery|Sci-Fi|Thriller,4990,Donald Sumpter,http://www.imdb.com/title/tt1679332/?ref_=fn_tt_tt_1,UK,,2010,5.7,0
33,90,Sarah Polley,,Mystery|Sci-Fi|Thriller,9296,Stephen Rea,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,UK,8800000,2004,6.1,458
17,122,Gyton Grantley,,Drama|History|War,5741,Steve Le Marquand,http://www.imdb.com/title/tt1418646/?ref_=fn_tt_tt_1,Australia,9000000,2010,7.1,0
163,127,Maïwenn,171320,Crime|Drama,10796,Karin Viard,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,France,,2011,7.3,0
133,84,Fisher Stevens,14373825,Crime|Mystery|Thriller,63216,Denis O'Hare,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,USA,8600000,2007,6.5,0
47,23,James Arnold Taylor,,Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,28190,Tom Kane,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,USA,,,7.9,2000
66,96,Mike Dopud,162,Action|Crime|Thriller,5228,Celina Jade,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,Thailand,9000000,2014,5.7,0
147,97,Jami Gertz,32222567,Comedy|Fantasy|Horror,92924,Jason Patric,http://www.imdb.com/title/tt0093437/?ref_=fn_tt_tt_1,USA,,1987,7.2,19000
273,112,Beth Grant,39462438,Drama|Music|Romance,67760,Debrianna Mansini,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,USA,7000000,2009,7.3,0
32,125,Frederic Forrest,29200000,Drama|Music|Romance,6142,Alan Bates,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,USA,8500000,1979,6.9,1000
52,96,Christina Milian,21564616,Comedy,7098,Boris Kodjoe,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,USA,8500000,2013,5.0,0
107,98,David Hemmings,,Adventure|Comedy|Fantasy|Sci-Fi,24436,Milo O'Shea,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,France,9000000,1968,5.9,0
6,92,Louisa Milwood-Haigh,,Adventure|Family,1984,Stian Smestad,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,Norway,60000000,1990,6.7,278
175,103,Chris Klein,14879556,Comedy|Drama,73640,Molly Hagan,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,USA,8000000,1999,7.3,0
167,122,Brooke Smith,13569248,Drama,16530,Tabu,http://www.imdb.com/title/tt0433416/?ref_=fn_tt_tt_1,USA,,2006,7.6,0
132,101,Romany Malco,34017854,Comedy,51326,Skyler Samuels,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,USA,8500000,2015,6.5,8000
66,104,Max Beesley,4273372,Drama|Music|Romance,19412,Valarie Pettiford,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,USA,22000000,2001,2.1,0
79,101,Cicely Tyson,,Drama|Horror|Mystery|Thriller,13167,Brad James,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,USA,9000000,2013,5.3,0
15,135,Sung-kee Ahn,,Action|Drama,3290,Kyung-gu Sol,http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1,South Korea,8000000,2003,7.2,387
222,119,Paul Schneider,4440055,Biography|Drama|Romance,21360,Samuel Roukin,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,UK,8500000,2009,7.0,0
210,128,Jimmy Shergill,4018695,Adventure|Drama|Thriller,69759,Christopher B. Duncan,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,India,12000000,2010,8.0,27000
60,107,Chris Penn,80000000,Drama|Music|Romance,51459,Lori Singer,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,USA,8200000,1984,6.5,0
346,106,,6262942,Action|Adventure|Drama,59545,,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,USA,9000000,2013,6.9,18000
46,126,Casey Siemaszko,1997807,Adventure|Drama|Thriller,5158,Vanessa Martinez,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,USA,8000000,1999,7.1,196
15,128,Clive Standen,1207007,Comedy|Drama|Romance,13577,Riteish Deshmukh,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,India,,2007,7.3,341
169,127,Orla Fitzgerald,1829142,Drama|War,36846,Martin Lucey,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,Ireland,,2006,7.5,0
25,160,Madhuri Dixit,3827466,Comedy|Drama|Musical|Romance,25122,Aditya Roy Kapoor,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,India,,2013,6.9,0
81,126,William Zabka,90800000,Action|Drama|Family|Sport,126916,William Bassett,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,USA,8000000,1984,7.2,0
54,171,Deborah Kerr,,Biography|Drama|History|Romance,9808,Robert Taylor,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,USA,7623000,1951,7.2,1000
147,150,Paris Hilton,140244,Horror|Musical|Sci-Fi,20419,Paul Sorvino,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,USA,8500000,2008,6.7,8000
16,122,Bergüzar Korel,,Action|Adventure,14486,Ghassan Massoud,http://www.imdb.com/title/tt0493264/?ref_=fn_tt_tt_1,Turkey,8300000,2006,6.0,467
215,178,Eric Stoltz,107930000,Crime|Drama,1324680,Phil LaMarr,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,USA,8000000,1994,8.9,45000
63,95,Jim Henson,76657000,Adventure|Comedy|Family|Musical,25498,Dom DeLuise,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,UK,,1979,7.7,0
534,117,Michael Papajohn,32279955,Crime|Drama|Thriller,293304,James Huang,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,USA,8500000,2014,7.9,65000
66,119,Lindsay Price,4992159,Comedy|Horror|Thriller,23823,Jay Chandrasekhar,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,USA,8550000,2004,5.6,713
119,174,Angela Cartwright,163214286,Biography|Drama|Family|Musical|Romance,148172,Nicholas Hammond,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,USA,8200000,1965,8.0,15000
43,111,Howard Morris,69800000,Comedy|Fantasy|Romance,54723,Patrick Cronin,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,USA,8000000,1984,6.2,0
270,101,Steven Christopher Parker,59889948,Comedy|Drama,355810,Jill Talley,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,USA,8000000,2006,7.9,15000
99,89,Frances Lee McCain,52287414,Adventure|Drama,271794,Casey Siemaszko,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,USA,8000000,1986,8.1,24000
224,113,Megan Burns,45063889,Drama|Horror|Sci-Fi|Thriller,297250,David Schneider,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,UK,8000000,2002,7.6,11000
58,95,Marques Houston,40066497,Drama|Music,23671,Steve Harvey,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,USA,8000000,2004,3.5,0
53,112,Patrick McGoohan,36500000,Biography|Crime|Drama,87090,Fred Ward,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,USA,8000000,1979,7.6,0
37,109,Sanaa Lathan,27362712,Comedy|Drama|Music|Romance,5971,Wendell Pierce,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,USA,8000000,2002,6.5,0
11,108,Lynn Whitfield,34746109,Comedy|Crime|Drama|Romance|Thriller,3122,Della Reese,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,USA,8000000,1996,5.6,559
327,100,Anna Kendrick,34963967,Comedy|Drama|Romance,270441,Bryce Dallas Howard,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,USA,8000000,2011,7.7,40000
135,90,David Denman,25926543,Horror|Mystery|Thriller,26609,Daisy Betts,http://www.imdb.com/title/tt0482599/?ref_=fn_tt_tt_1,USA,8000000,2008,5.2,0
127,130,Hal Holbrook,,Comedy|Fantasy|Horror,29935,Adrienne Barbeau,http://www.imdb.com/title/tt0083767/?ref_=fn_tt_tt_1,USA,8000000,1982,6.9,0
164,94,Lola Glaudini,26049082,Comedy|Romance,76791,Josh Pais,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,USA,8000000,2014,6.1,0
14,93,Dabney Coleman,,Comedy|Fantasy|Sci-Fi,3904,Mary Kay Place,http://www.imdb.com/title/tt0082763/?ref_=fn_tt_tt_1,USA,8000000,1981,5.0,495
6,80,Natalie Stephany Aguilar,,Adventure,59,Justin Hall,http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1,USA,,2016,7.8,240
41,111,Denzel Washington,22551000,Comedy|Drama|Romance,37269,Brian Blessed,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,UK,8000000,1993,7.4,0
143,142,George Lazenby,22800000,Action|Adventure|Thriller,59941,Desmond Llewelyn,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,UK,7000000,1969,6.8,0
9,60,Philip Winchester,,Action|Crime|Drama|Thriller,5817,Jeff Marlow,http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1,USA,,,7.1,0
109,107,Heather Langenkamp,18090181,Fantasy|Horror|Mystery|Thriller,38191,Tracy Middendorf,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,USA,8000000,1994,6.4,0
59,91,Mark Webber,17843379,Comedy|Drama|Romance,14904,Keri Lynn Pratt,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,USA,8000000,1999,5.7,0
95,112,Sean Michael Afable,18811135,Drama,15337,Tzi Ma,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,USA,,2006,7.5,0
40,82,Harland Williams,17278980,Comedy|Crime,48225,Clarence Williams III,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,USA,8000000,1998,6.7,0
121,97,Frances Conroy,16699684,Comedy|Romance,17461,Harry Connick Jr.,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,USA,8000000,2009,5.6,0
358,128,Amr Waked,50815288,Drama|Thriller,109191,Kayvan Novak,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,USA,50000000,2005,7.0,0
288,102,Justin Theroux,15047419,Crime|Drama,357275,Samantha Mathis,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,USA,7000000,2000,7.6,18000
107,93,Zooey Deschanel,14015786,Drama|Romance,37952,Tim Blake Nelson,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,USA,5000000,2002,6.5,938
28,116,Richard Howland,,Action|Comedy|Crime|Thriller,8616,Sarain Boylan,http://www.imdb.com/title/tt0479647/?ref_=fn_tt_tt_1,Canada,8000000,2006,7.0,758
91,138,Julie Benz,10269307,Action|Crime|Thriller,53251,Clifton Collins Jr.,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,USA,8000000,2009,6.3,0
55,117,Omar Metwally,,Drama|Romance,2311,Diego Velazquez,http://www.imdb.com/title/tt0896923/?ref_=fn_tt_tt_1,USA,8300000,2009,6.4,638
231,93,Ben Falcone,17536788,Comedy|Drama|Romance,49240,Michaela Watkins,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,USA,8000000,2013,7.1,12000
262,92,Dan Byrd,58401464,Comedy|Romance,276746,Fred Armisen,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,USA,8000000,2010,7.1,19000
