actor_1_facebook_likes,gross,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,aspect_ratio
900,16842303,Sarah Polley,59474,2475,Scott Wolf,3,http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1,2.35
435,13367101,Greg Germann,19715,1140,Jake Cherry,2,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,2.35
116,,David Wayne,25857,394,Eric Christmas,0,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,2.35
730,10149779,Leon,8294,1405,Ned Bellamy,0,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,2.35
56,6173485,Merab Ninidze,10672,105,Matthias Habich,0,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,2.35
13000,4000304,Michael Fassbender,145395,15230,James Badge Dale,0,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1,2.35
27000,2338695,Tom Hardy,134070,29277,Jamie Foreman,1,http://www.imdb.com/title/tt0375912/?ref_=fn_tt_tt_1,2.35
1000,2024854,Emily Podleski,564,1942,Brenda Strong,2,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,2.35
10000,2268296,Alexander Skarsgård,41856,13180,Jason Ritter,4,http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1,2.35
18000,1029017,Robin Wright,12049,21107,Sissy Spacek,2,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,2.35
844,64148,Charlotte Rampling,2601,846,Stellan Skarsgård,0,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,1.85
12000,66637,Steve Buscemi,29608,14462,Eamonn Walker,0,http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1,2.35
1000,,Ray Winstone,2892,1904,Temuera Morrison,0,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,2.35
845,871577,Sam Riley,51353,2614,Alexandra Maria Lara,1,http://www.imdb.com/title/tt0421082/?ref_=fn_tt_tt_1,2.35
2000,38400000,Michael Biehn,600266,3582,Paul Winfield,1,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,1.85
65,4063859,Florian Lukas,114407,200,Burghart Klaußner,2,http://www.imdb.com/title/tt0301357/?ref_=fn_tt_tt_1,1.85
1000,449558,Stephen Graham,32307,1163,Maurice Roëves,2,http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1,1.85
431,,Linnea Quigley,39856,2020,Beverly Randolph,0,http://www.imdb.com/title/tt0089907/?ref_=fn_tt_tt_1,1.85
18,,Maria Pia Calzone,9638,39,Marco D'Amore,5,http://www.imdb.com/title/tt2049116/?ref_=fn_tt_tt_1,1.85
1000,2122561,Ethan Suplee,99033,3254,Joey Lauren Adams,6,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1,1.85
1000,181360000,Olivia Newton-John,170027,5127,Sid Caesar,2,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,2.35
40000,137963328,Johnny Depp,291603,42028,Kevin Dillon,0,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1,1.85
503,119078393,Osama bin Laden,113152,1448,Ricky Martin,0,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,1.85
640,102308900,Katharine Ross,152089,2169,Kenneth Mars,1,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,2.35
382,102300000,Ed Wynn,107408,2045,Elsa Lanchester,2,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,1.66
2000,54800000,Adam Baldwin,35130,5122,Judd Hirsch,3,http://www.imdb.com/title/tt0081283/?ref_=fn_tt_tt_1,1.85
1000,24004159,Jim Broadbent,68722,3175,Cécile De France,0,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,2.35
804,43650000,Rita Moreno,71919,1802,Richard Beymer,0,http://www.imdb.com/title/tt0055614/?ref_=fn_tt_tt_1,2.2
13000,39800000,Bill Murray,81599,14921,Brian Doyle-Murray,3,http://www.imdb.com/title/tt0080487/?ref_=fn_tt_tt_1,1.85
3000,27457409,Julie Benz,3198,6419,Jenifer Lewis,4,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,1.85
865,25047631,Omar Epps,6585,2724,Richard T. Jones,0,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,1.85
18000,23272306,Kevin Spacey,740918,20821,Kevin Pollak,4,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,2.35
321,22168359,Lisa Wilcox,29659,584,Matthew Borlenghi,0,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,1.85
16000,21005329,Ryan Reynolds,89128,19341,Erik Estrada,0,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,1.85
1000,26236603,Mark Margolis,251349,1582,Ajay Naidu,0,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,2.35
469,20400000,Joseph Cotten,6304,2037,Jennifer Jones,0,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,1.37
957,18621249,John Michael Higgins,45859,4611,Michael McKean,9,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,1.85
742,25244700,Donald Pleasence,91017,2270,Tom Atkins,1,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,2.35
413,14545844,Tisha Campbell-Martin,4756,1284,Bill Nunn,4,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,1.85
555,13235267,Lochlyn Munro,12339,1752,Tamala Jones,2,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,1.85
472,12674183,Sammo Kam-Bo Hung,19774,773,Rachel Blakely,1,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,2.35
658,17508936,Michael McKean,22408,1660,Laura Harris,0,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,1.85
8000,12793213,Julia Roberts,18286,10430,Conchata Ferrell,4,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,1.85
1000,,Jim Broadbent,9277,4528,Lily James,1,http://www.imdb.com/title/tt3910804/?ref_=fn_tt_tt_1,16.0
711,11883495,Jeanne Tripplehorn,52805,1462,John Lynch,1,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,1.85
1000,11797927,Corbin Bernsen,4582,3221,David Alan Grier,0,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,1.85
1000,17605861,David Oyelowo,145580,1184,Abby Mukiibi Nkaaga,1,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,2.35
742,11642254,Donald Pleasence,22929,1308,Troy Evans,1,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,1.85
11000,9203192,Matthew McConaughey,45396,11328,Rick Dial,1,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,1.85
844,7518876,Charlotte Rampling,172,844,,0,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,1.78
697,8596914,John Heard,23023,1517,Amy Madigan,0,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,1.85
1000,6851636,Janeane Garofalo,13010,2697,Gaby Hoffmann,5,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,1.85
24000,11434867,J.K. Simmons,59637,51355,Olivia Wilde,1,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,1.85
8000,5895238,Will Ferrell,17169,10123,Luis E. Carazo,1,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,2.35
3000,6670712,Ezra Miller,27301,3825,Dominik García-Lorido,6,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,1.85
3000,5359774,Don Cheadle,64794,3569,Wale Ojo,0,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,2.35
1000,4693919,Drake Bell,11011,4484,Haley Bennett,0,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,1.85
4000,4859475,Kirsten Dunst,116910,7103,Scott Glenn,0,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,1.85
