num_critic_for_reviews,duration,actor_3_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
112,109,480,3000,2706659,Dominic Cooper,17770,0,gay|headmaster|oxford|school|teacher,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,English,UK,2006,796,6.9,0
349,113,767,14000,61094903,Liam Neeson,210548,3,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,English,UK,2011,902,6.9,29000
55,25,395,443,,David Ogden Stiers,36265,5,colonel|doctor|korean war|major|nurse,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,English,USA,,421,8.4,0
88,113,77,183,,Brenda Vaccaro,76616,2,gay|homosexual|homosexuality|hustler|male rear nudity,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,English,USA,1969,89,7.9,0
122,91,121,1000,45857453,Tom Wilkinson,82232,3,dole|male stripper|northern england|steel worker|unemployment,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,English,UK,1997,891,7.2,0
134,88,318,628,83400000,Peter Graves,160281,0,air traffic controller|airplane|airport|pilot|spoof,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,English,USA,1980,575,7.8,16000
11,88,6,2000,,Michael Jai White,801,3,army|michael jai white|ohio|steve austin,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,English,USA,2015,872,3.5,358
20,97,624,826,27900000,Nia Long,74626,1,bully|drug dealer|first part|neighbor|neighborhood,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,English,USA,1995,723,7.3,8000
28,97,556,851,27900000,Jada Pinkett Smith,39508,2,1990s|escape|graduation|hustler|street,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,English,USA,1993,582,7.5,0
22,42,496,912,,Ta'Rhonda Jones,27418,2,music business|new york city|record executive|record label|singer,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1,English,USA,,906,7.8,14000
95,85,178,3000,14000000,George Kennedy,15956,0,anthology|hit and run|hit by a car|living statue|melting woman,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,English,USA,1987,273,6.0,1000
31,121,242,575,,Slim Pickens,6350,2,desert|partner|prostitute|stagecoach|water,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,English,USA,1970,372,7.3,357
79,134,188,255,,John Forsythe,19026,1,homoeroticism|kansas|murder|police|robbery,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1,English,USA,1967,220,8.0,0
25,149,75,157,,Colleen Dewhurst,7071,0,belgium|congo|convent|nun|nurse,http://www.imdb.com/title/tt0053131/?ref_=fn_tt_tt_1,English,USA,1959,139,7.6,930
22,121,367,606,,Janet Leigh,5941,1,kidnapping|los angeles california|neo noir|private detective|ransom,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,English,USA,1966,481,7.0,470
110,116,118,195,,Bernard Cribbins,30982,0,penknife|police|rape|serial killer|united kingdom,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,English,UK,1972,146,7.5,0
425,92,159,648,25138292,Julian Richings,66483,0,black magic|goat|isolation|naked woman|witch,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,English,USA,2015,191,6.8,43000
19,93,78,625,10305534,Joe Estevez,1721,2,friend|obscenity|scam|vacant lot|van,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,English,USA,1998,118,3.9,280
43,96,111,385,9449219,John Mahoney,13949,2,claim in title|infidelity|irish american|love|sex,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,English,USA,1996,356,6.1,453
127,105,248,3000,6390032,Brendan Fraser,24977,2,friendship|gardener|gay interest|homosexual|memory,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,English,USA,1998,258,7.5,0
262,129,50,827,20167424,Ricardo Darín,131831,0,investigation|justice|murder|suspect|tension,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,Spanish,Argentina,2009,88,8.2,33000
184,87,83,1000,,Greg Nicotero,49672,1,bunker|experiment|military|research|scientist,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,English,USA,1985,177,7.2,3000
33,94,108,430,,Gideon Emery,4790,1,blood splatter|heart ripped out|jock strap|train|vomiting,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1,English,USA,2008,209,4.8,804
252,37,199,634,5923044,Ted Raimi,113451,0,cabin|cabin in the woods|demon|evil dead|woods,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,English,USA,1987,328,7.8,0
31,81,542,560,3293258,Wanda Sykes,11399,0,based on sketch comedy|corporation|cult film|evil corporation|sex,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,English,USA,2001,555,5.2,0
139,97,689,984,,Ian Ziering,34532,0,cult film|hurricane|school bus|shark|shark feature,http://www.imdb.com/title/tt2724064/?ref_=fn_tt_tt_1,English,USA,2013,697,3.3,93000
39,106,10,174,886410,Elpidia Carrillo,1024,0,1520s|aztec|indian|spanish colonization|spanish conquest,http://www.imdb.com/title/tt0175996/?ref_=fn_tt_tt_1,Spanish,Mexico,1998,16,6.8,140
337,103,4,29,252652,Otto Jespersen,54104,0,bear|cameraman|hunter|secret government agency|troll,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,Norwegian,Norway,2010,4,7.0,38000
30,101,681,827,220234,Frances Conroy,1950,3,erectile dysfunction|mugger|mugging|subway robbery|therapy,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1,English,USA,2006,729,6.5,360
265,102,536,622,34350553,Will Forte,104072,4,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,English,USA,2012,591,5.7,15000
50,98,405,11000,101228,Zooey Deschanel,7228,4,love|michigan|musician|novelist|student,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1,English,USA,2005,8000,6.4,414
50,91,660,4000,96793,Jordana Brewster,12188,3,1959 cadillac|diamonds|female villain|force field|voyeurism,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,English,USA,2004,756,5.3,1000
9,105,131,426,123777,Diahann Carroll,342,0,,http://www.imdb.com/title/tt3103166/?ref_=fn_tt_tt_1,English,Canada,2016,294,4.7,0
15,98,31,368,,Alice Krige,1634,0,blood splatter|ski mask|stolen money|vomiting|warehouse,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1,English,USA,2008,168,6.1,127
5,104,467,922,,Fisher Stevens,372,6,bar|box office flop|dance|one word title|voice over narration,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1,English,USA,1998,893,5.5,18
1,45,119,773,,James Nesbitt,653,3,adultery|baptist church|dentist|double murder|tv mini series,http://www.imdb.com/title/tt5116280/?ref_=fn_tt_tt_1,English,UK,,133,7.3,405
4,96,460,708,,Teri Polo,961,0,death|forensic|murder|profiler|serial killer,http://www.imdb.com/title/tt1002561/?ref_=fn_tt_tt_1,English,USA,2009,574,4.8,211
44,148,739,2000,,Michael Emerson,30434,0,batman|joker|mutant|tattoo on breast|the joker,http://www.imdb.com/title/tt2166834/?ref_=fn_tt_tt_1,English,USA,2013,774,8.4,5000
6,100,0,21,29233,Jane Goodall,75,0,,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1,English,USA,2015,3,7.0,121
17,86,50,603,,Bashar Rahal,1285,1,castle|dragon|kidnapping|satire|sword and sorcery,http://www.imdb.com/title/tt2379386/?ref_=fn_tt_tt_1,English,Canada,2014,145,3.3,721
7,92,597,2000,,Alexa PenaVega,1928,2,chess|drugs|love|meth|pawn,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1,English,USA,2014,660,5.4,482
9,88,322,795,,Chris Brochu,455,0,desert|held at gunpoint|marine|revenge|sex on table,http://www.imdb.com/title/tt2073661/?ref_=fn_tt_tt_1,English,,2014,535,4.8,570
3,90,37,1000,,Ray Winstone,610,1,gang leader|italian woman|period piece|purgatory|suicide,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,English,UK,2014,53,3.1,606
55,94,605,1000,,Madeline Kahn,15115,0,belldon's hysteria|high anxiety|hitchcockian|murder|parody,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1,English,USA,1977,628,6.7,0
169,80,34,11000,77413017,Morgan Freeman,45984,0,chick|emperor penguin|journey|ocean|penguin,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1,French,France,2005,108,7.6,0
290,107,969,18000,5354039,Kevin Spacey,92599,8,capital management|financial crisis|financial disaster|investment fraud|management,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,English,USA,2011,2000,7.1,21000
10,99,43,141,,Murray Bartlett,1262,1,apartment|gay parent|job interview|male pubic hair|pubic hair,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,English,USA,2011,69,6.1,224
159,92,539,1000,2926565,Anjelica Huston,28573,0,choking|friend|hospital|restaurant|scam,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,English,USA,2008,585,6.5,0
535,107,535,24000,13092000,J.K. Simmons,399138,0,conservatory|drummer|emotional abuse|music school|obsession,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1,English,USA,2014,970,8.5,129000
214,135,40,1000,7563397,Alice Braga,533200,0,coming of age|male frontal nudity|male nudity|photographer|slum,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1,Portuguese,Brazil,2002,69,8.7,28000
47,99,78,798,104257,Danny Dyer,19194,2,friday|friend|hip hop|techno rave|weekend,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,English,UK,1999,472,7.1,0
17,102,80,632,,Corbin Bleu,2116,7,character name in title|depression|drugs|one word title,http://www.imdb.com/title/tt1850418/?ref_=fn_tt_tt_1,English,USA,2012,144,6.6,0
85,93,303,11000,17311,James Franco,12304,0,dead girl|girl|granddaughter|morgue|storage unit,http://www.imdb.com/title/tt0783238/?ref_=fn_tt_tt_1,English,USA,2006,505,6.7,799
349,115,26,74,610968,Thomas Bo Larsen,170155,1,deer|gun|gunshot|hunt|kindergarten teacher,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1,Danish,Denmark,2012,69,8.3,60000
109,94,378,662,,Zack Ward,104908,0,bb gun|boy|bully|christmas|tongue stuck on a pole,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,English,USA,1983,577,8.1,18000
60,91,377,625,8108247,Armando Riesco,9607,0,inter cultural|latino|restaurant|soccer|train,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1,English,USA,2006,464,7.4,0
101,98,129,595,,Roddy McDowall,6549,4,back to school|city|high school|sadism|teacher,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1,English,Canada,1982,251,6.6,934
1,97,491,756,,Geoff Stults,557,5,bare breasts,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1,English,USA,2014,521,4.5,0
16,92,405,631,7680,Samantha Morton,704,0,love crime|love triangle|lust|sister sister relationship|unrequited love,http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1,English,USA,1999,443,6.4,100
212,128,0,15,3766595,François Bégaudeau,29248,7,high school|inner city|school|student|teacher,http://www.imdb.com/title/tt1068646/?ref_=fn_tt_tt_1,French,France,2008,2,7.5,0
215,136,449,917,,John Cassavetes,140527,0,devil worship|incubus|paranoia|raped by a demon|satanism,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,English,USA,1968,563,8.0,13000
107,113,332,756,,Lee Marvin,53741,1,friend|funeral|outlaw|pistol|stagecoach,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1,English,USA,1962,423,8.1,0
122,99,194,828,2277396,Peter Gallagher,29239,0,apartment|asperger's syndrome|children|teacher|writer,http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1,English,USA,2009,390,7.2,0
155,101,6,280,6517198,Catalina Sandino Moreno,30474,0,colombia|colombian|drug mule|money|stomach,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,Spanish,Colombia,2004,11,7.5,0
261,105,157,1000,5776314,Goran Visnjic,73349,4,actress|cancer|death|french|gay relationship,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,English,USA,2010,394,7.2,15000
130,95,898,164000,,Krista Allen,25542,0,bar|bloody body of child|dead boy|monster|vomiting,http://www.imdb.com/title/tt0426459/?ref_=fn_tt_tt_1,English,USA,2005,2000,6.4,0
94,109,559,1000,141600000,John Belushi,90177,6,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,English,USA,1978,783,7.6,0
