num_critic_for_reviews,duration,director_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,budget,imdb_score,aspect_ratio
191,109,415,83906114,The Other Woman ,104481,2357,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,40000000,6.0,2.35
221,82,160,66466372,The Final Destination ,75345,303717,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,40000000,5.2,2.35
459,142,14000,72306065,Bridge of Spies ,178118,16944,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,40000000,7.6,2.35
131,106,212,59068786,Behind Enemy Lines ,86902,2544,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,40000000,6.4,2.35
222,114,89,60923325,Get Him to the Greek ,147317,2091,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,,6.4,1.85
118,106,23,57887882,Shall We Dance ,35508,2325,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,50000000,6.1,1.85
100,108,287,53955614,Small Soldiers ,77415,8610,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,40000000,6.1,2.35
70,98,20,54967359,Spawn ,52805,7039,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,40000000,5.2,1.85
138,131,58,54228104,The Count of Monte Cristo ,104991,17152,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,35000000,7.7,1.85
274,118,65,57981889,The Lincoln Lawyer ,173848,13943,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,40000000,7.3,2.35
349,113,174,61094903,Unknown ,210542,17152,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,30000000,6.9,2.35
341,130,22000,53082743,The Prestige ,844052,63986,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,40000000,8.5,2.35
196,116,51,54414716,Horrible Bosses 2 ,114294,30571,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,42000000,6.3,2.35
83,89,7,57011847,Escape from Planet Earth ,20615,3361,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,40000000,5.9,2.35
283,139,0,50859889,Apocalypto ,236000,848,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,40000000,7.8,1.85
105,130,46,51185897,The Living Daylights ,69457,1233,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,30000000,6.7,2.35
351,107,190,52000688,Predators ,171418,4243,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,40000000,6.4,2.35
16,116,425,49851591,Legal Eagles ,7900,2179,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,40000000,5.9,2.35
195,96,192,47781388,Secret Window ,147504,41293,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,40000000,6.6,2.35
175,99,18,52320979,The Lake House ,114321,18693,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,40000000,6.8,2.35
193,104,34,47806295,The Skeleton Key ,87447,1274,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,43000000,6.5,2.35
169,105,54,51853450,The Odd Life of Timothy Green ,37398,9069,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,25000000,6.6,1.85
128,101,10,46012734,Made of Honor ,54421,4298,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,40000000,5.8,2.35
249,134,16000,47034272,Jersey Boys ,25465,2281,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,40000000,6.9,2.35
91,135,0,45856732,The Rainmaker ,46221,16762,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,40000000,7.1,2.35
207,98,326,59588068,Gothika ,89557,22318,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,40000000,5.8,1.85
77,155,14000,44175394,Amistad ,56509,37570,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,36000000,7.2,1.85
25,106,323,45500797,Medicine Man ,17443,519,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,40000000,6.0,2.35
211,102,25,41797066,Aliens vs. Predator: Requiem ,92789,4324,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,40000000,4.7,2.35
19,95,80,38087756,Ri¢hie Ri¢h ,49612,4634,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,40000000,5.2,1.85
101,103,643,37752931,Autumn in New York ,20201,26938,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,40000000,5.5,1.85
175,95,30,50562555,Music and Lyrics ,81334,2787,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,,6.5,1.85
342,109,99,37371385,Paul ,192462,390,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,40000000,7.0,2.35
147,95,98,37101011,The Guilt Trip ,30394,1070,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,40000000,5.8,2.35
420,111,0,38176892,Scream 4 ,104119,4486,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,40000000,6.2,2.35
138,123,541,36283504,8MM ,104564,12970,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,40000000,6.5,2.35
82,140,0,35183792,The Doors ,68159,3044,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,38000000,7.2,2.35
201,94,52,38543473,Sex Tape ,84382,1488,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,40000000,5.1,1.85
82,94,0,36037909,Hanging Up ,10132,1238,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,60000000,4.7,1.85
277,92,77,42575718,Final Destination 5 ,83788,3074,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,40000000,5.9,2.35
90,102,6,33864342,Mickey Blue Eyes ,29968,2913,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,40000000,5.8,1.85
157,123,75,33508922,Pay It Forward ,95860,23920,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,40000000,7.2,1.85
124,104,101,42071069,Fever Pitch ,36223,1827,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,30000000,6.2,2.35
3,30,,,Arthur             ,8495,108,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,,7.4,1.33
146,102,65,32853640,Drillbit Taylor ,50199,3239,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,40000000,5.7,2.35
303,136,3000,42615685,A Million Ways to Die in the West ,136093,28927,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,40000000,6.1,2.35
70,93,85,32055248,The Shadow ,18723,2711,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,25000000,6.0,1.85
283,129,335,31836745,Extremely Loud & Incredibly Close ,81298,15595,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,40000000,6.9,2.35
212,107,50,30993544,Morning Glory ,58871,621,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,40000000,6.5,2.35
98,117,260,30981850,Get Rich or Die Tryin' ,35834,3969,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,40000000,5.0,2.35
110,116,18,30199105,The Art of War ,25346,3753,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,40000000,5.7,2.35
146,135,0,29077547,Rent ,41685,5917,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,40000000,7.0,2.35
100,107,55,29374178,Bless the Child ,12093,4565,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,40000000,5.1,2.35
62,90,39,28535768,The Out-of-Towners ,10446,1335,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,40000000,5.3,1.85
70,99,287,27663982,The Island of Dr. Moreau ,26051,10469,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,40000000,4.4,2.35
107,104,0,27053815,The Musketeer ,12856,2888,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,40000000,4.7,2.35
169,115,56,26814957,The Other Boleyn Girl ,84357,77823,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,35000000,6.7,1.85
94,119,7,25178165,Sweet November ,70292,29484,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,40000000,6.7,1.85
190,99,81,25117498,The Reaping ,37412,960,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,40000000,5.7,2.35
112,112,17000,32645,Mean Streets ,67797,23737,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,500000,7.4,1.85
12,128,545,24332324,Renaissance Man ,13830,3126,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,40000000,6.1,1.85
201,112,118,36665854,Colombiana ,76498,3432,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,40000000,6.4,2.35
34,86,7,22717758,The Magic Sword: Quest for Camelot ,11156,14275,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,40000000,6.2,1.85
104,108,105,22433915,City by the Sea ,21319,34377,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,60000000,6.2,2.35
55,128,34,22326247,At First Sight ,11232,3821,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,60000000,5.9,1.85
86,84,33,21176322,Torque ,23747,5039,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,40000000,4.0,2.35
50,111,17,20300000,City Hall ,16741,17877,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,40000000,6.2,1.85
181,131,719,20302961,Showgirls ,49874,18913,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,45000000,4.6,2.35
260,123,0,15962471,Marie Antoinette ,79892,7243,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,40000000,6.4,1.85
40,101,58,14942422,Kiss of Death ,14226,14008,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,40000000,5.9,1.85
102,102,19,14967182,Get Carter ,27305,14463,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,40000000,5.1,2.35
371,114,171,18996755,The Impossible ,145270,7099,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,45000000,7.6,2.35
49,107,124,14375181,Ishtar ,8692,3374,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,51000000,4.2,1.85
335,87,0,20999103,Fantastic Mr. Fox ,139114,24770,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,40000000,7.8,1.85
86,103,65,14448589,Life or Something Like It ,19364,12566,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,40000000,5.8,2.35
40,99,0,14358033,Memoirs of an Invisible Man ,17365,2125,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,40000000,5.9,2.35
242,122,0,33201661,Amélie ,534262,809,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,77000000,8.4,2.35
70,91,29,14018364,New York Minute ,17722,3974,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,30000000,4.8,1.85
