director_name,duration,director_facebook_likes,actor_3_facebook_likes,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,content_rating,budget,title_year,movie_facebook_likes
Bruce Dellis,95,0,309,Locker 13 ,241,Jon Polito,3,digit in title|latino|life or death|philosophy|supernatural,5,English,R,300000,2014,261
Pece Dingo,94,0,87,Midnight Cabaret ,47,Thom Mathews,0,cigarette smoking|death|devil|nightmare|satanic cult,4,English,R,,1990,4
Jerome Elston Scott,98,3,248,Anderson's Cross ,95,Ryan Carnes,7,divorce|marriage|mother daughter relationship|sex|teenage boy,7,English,R,300000,2010,7
Étienne Faure,98,77,0,Bizarre ,569,Raquel Nave,0,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,1,English,Unrated,500000,2015,114
Herb Freed,96,5,180,Graduation Day ,1905,Vanna White,0,coach|mask|school principal|team|track,58,English,R,250000,1981,249
Jack Perez,97,19,313,Some Guy Who Kills People ,4550,Ahmed Best,2,,58,English,R,300000,2011,0
Craig Zobel,90,25,235,Compliance ,24668,James McCaffrey,0,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,175,English,R,270000,2012,0
Kevin Smith,113,0,781,Chasing Amy ,114070,Joey Lauren Adams,5,comic book|friendship|gay|lesbian|secret,500,English,R,250000,1997,0
Nicole Holofcener,91,132,225,Lovely & Amazing ,6041,Raven Goodwin,3,african american|dog|homecoming queen|insecurity|surgery,85,English,R,250000,2001,169
Ken Del Conte,90,2,99,Death Calls ,30,Ron Roggé,2,murder|oppression|rebirth|reincarnation|revenge,,English,R,290000,2010,16
Justin Lin,98,681,13,Better Luck Tomorrow ,8000,Collin Kahey,1,asian american|high school|overachiever|pubic hair|vomiting,138,English,R,250000,2002,661
Maria Maggenti,94,4,10,The Incredibly True Adventure of Two Girls in Love ,3513,Stephanie Berry,0,caught having sex|class|friend|lesbian|lesbian sex,36,English,R,250000,1995,423
Miguel Arteta,96,44,129,Chuck & Buck ,4662,Chris Weitz,0,best friend|bisexuality|friend|gay kiss|sexuality,136,English,R,250000,2000,170
Piyush Dinker Pandya,100,0,51,American Desi ,1489,Anil Kumar,2,college|desi|heritage|india|indian american,40,English,Unrated,250000,2001,133
Daniel Columbie,90,0,185,Amidst the Devil's Wings ,28,Barbie Castro,0,,,English,,300000,2014,17
Vincenzo Natali,90,165,319,Cube ,160511,Nicole de Boer,0,escape|labyrinth|maze|red light|trap,696,English,R,365000,1997,11000
Emma-Kate Croghan,76,0,62,Love and Other Catastrophes ,1727,Matt Day,1,film school|love|medical student|student|university,21,English,R,250000,1996,46
Bill Plympton,75,45,0,I Married a Strange Person! ,1428,Richard Spore,0,claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex,21,English,R,250000,1997,178
Greg Harrison,78,7,142,November ,2787,Nora Dunn,1,female protagonist|murder|photographer|robbery|shot to death,64,English,R,150000,2004,98
Drake Doremus,90,52,224,Like Crazy ,46813,Finola Hughes,1,girlfriend|immigration|long distance relationship|parents|student visa,150,English,PG-13,250000,2011,12000
Al Franklin,96,0,270,Teeth and Blood ,24,Clint Jung,0,blood|teeth,2,English,,300000,2015,85
Allison Anders,92,99,181,Sugar Town ,708,John Doe,2,drugs|music producer|rock music|title directed by female|vegetarian,22,English,R,250000,1999,93
Michael Kang,75,269,7,The Motel ,1227,Jackie Nova,1,absent father|asian american|friendship between men|motel|mother son relationship,11,Cantonese,,,2005,62
Paul Schrader,99,261,461,The Canyons ,8511,James Deen,0,cocaine|homosexual|penis|psychopath|pubic hair,87,English,R,250000,2013,0
,58,,250,Happy Valley             ,12848,Sarah Lancashire,1,caravan|police|police sergeant|tied to a chair|yorkshire,59,English,TV-MA,,,10000
Lori Silverbush,86,5,41,On the Outs ,603,Dominic Colón,3,dominican|drug dealer|prison|single mother|teenage pregnancy,15,English,R,,2004,122
Jeff Nichols,92,337,22,Shotgun Stories ,7148,Travis Smith,0,bare chested male|half brother|indifference|shotgun|violence,32,English,PG-13,,2007,773
Stuart Hazeldine,101,17,289,Exam ,70076,Pollyanna McIntosh,0,band aid|hairpin|one day|single set production|unsubtitled foreign language,120,English,Not Rated,,2009,14000
Hilary Brougher,81,0,5,The Sticky Fingers of Time ,336,Terumi Matthews,0,future|nonlinear timeline|time travel|title directed by female|writer,7,English,,250000,1997,67
Rachel Goldenberg,93,7,73,Sunday School Musical ,602,Debra Lynn Hull,0,church|competition|high school|new school|pastor,18,English,G,,2008,777
Corbin Bernsen,95,1000,3,Rust ,300,Kirsten Collins,1,,8,English,PG,250000,2010,141
Jamin Winans,107,63,76,Ink ,18486,Jessica Duffy,0,dream|self destructiveness|storyteller|time paradox|workaholic,215,English,,,2009,11000
Tom Seidman,98,3,104,The Christmas Bunny ,450,Charles Irving Beale,2,animal in title|christmas|farm|michigan|rabbit,10,English,PG,250000,2010,0
Jason Naumann,35,2,152,Jesus People ,31,Tim Bagley,5,mockumentary|single camera|subtle comedy,,English,,,2007,0
Matt Cimber,108,32,180,Butterfly ,870,Stuart Whitman,0,breasts|female frontal nudity|female rear nudity|incest|voyeur,18,English,R,,1982,76
Sam Martin,66,0,0,UnDivided ,6,Jeff Jacob,2,,1,English,PG,250000,2013,53
Andrew Hyatt,95,7,89,The Frozen ,1488,Sedona James,1,two word title,28,English,PG-13,250000,2012,519
Dan Curtis,99,45,224,The Love Letter ,1465,Estelle Parsons,1,antique|desk|letter|love|time travel,56,English,Unrated,,1998,515
Joel Paul Reisig,108,431,3,Horse Camp ,25,Annelyse Ahmad,6,,1,English,PG,250000,2014,71
Kristin Rizzo,90,30,670,Give Me Shelter ,37,Elaine Hendrix,0,independent film,2,English,,250000,2014,199
King Vidor,151,54,6,The Big Parade ,4849,Claire Adams,0,chewing gum|climbing a tree|france|translation problems|world war one,45,,Not Rated,245000,1925,226
Ward Roberts,83,12,29,Little Big Top ,110,Travis Betz,0,amateur|circus|clown|unconsciousness|urination,1,English,,240000,2006,72
Zoran Lisinac,108,0,142,Along the Roadside ,330,Sheldon Bailey,3,,2,English,,250000,2013,231
Nicolas Winding Refn,92,0,146,Bronson ,84817,Matt King,0,male full frontal nudity|prison|prisoner|solitary confinement|violence,145,English,R,,2008,22000
James O'Brien,105,7,494,Western Religion ,146,Greg Jackson,0,arizona|gambling|gunfighter|poker game|year 1879,4,English,,250000,2015,244
Tom Putnam,86,15,0,Burn ,575,Craig Dougherty,0,abandoned building|detroit michigan|firefighter|michigan|urban setting,6,English,Not Rated,225000,2012,801
Jon Shear,106,0,131,Urbania ,2742,Matt Keeslar,1,hot dog bun|needle|new york|rat|tourist,73,English,R,225000,2000,72
Al Silliman Jr.,93,0,0,The Stewardesses ,161,William Condos,0,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,5,English,X,100000,1969,17
Eugène Lourié,80,7,21,The Beast from 20,000 Fathoms ,4812,Ross Elliott,0,arctic|beast|dinosaur|monster|rhedosaurus,88,English,Approved,210000,1953,465
Richard Fleischer,127,130,51,20,000 Leagues Under the Sea ,22124,Paul Lukas,0,captain|expedition|sea|submarine|whale,108,English,Approved,5000000,1954,0
George Miller,93,750,28,Mad Max ,152232,Joanne Samuel,0,biker|motorcycle|motorcycle gang|post apocalypse|woman wearing only a man's shirt,303,English,R,200000,1979,10000
Doug Liman,96,218,31,Swingers ,63951,Blake Lindsley,0,actor|black panties|cult film|friend|upskirt,252,English,R,200000,1996,0
Sergio Leone,99,0,93,A Fistful of Dollars ,147566,Aldo Sambrell,1,balladeer|bar|drifter|mexican|revenge,235,Italian,R,200000,1964,0
Lowell Sherman,66,16,28,She Done Him Wrong ,4152,Louise Beavers,1,captain|marriage proposal|saloon|saloon singer|singer,59,English,Approved,200000,1933,328
Maurizio Benazzo,85,0,0,Short Cut to Nirvana: Kumbh Mela ,131,Swami Krishnanad,0,,13,English,Unrated,200000,2004,30
David G. Evans,101,0,16,The Grace Card ,2099,Michael Higgenbottom,7,christian film|forgiveness|hospital|pastor|police,26,English,PG-13,200000,2010,0
Ava DuVernay,97,151,305,Middle of Nowhere ,1034,Lorraine Toussaint,2,,10,English,R,200000,2012,569
Tom Tykwer,119,670,9,3 ,4212,Sophie Rois,0,female nudity|full frontal female nudity|male frontal nudity|menage a trois|pubic hair,18,German,Unrated,,2010,2000
Sherman Alexie,103,18,61,The Business of Fancydancing ,460,Cynthia Geary,0,funeral|gay|native american protagonist|poet|reservation,14,English,,200000,2002,96
Justin Dillon,86,0,15,Call + Response ,48,Madeleine Albright,3,fair trade|human trafficking|non profit|rockumentary|slavery,2,English,PG-13,200000,2008,26
Steven Soderbergh,106,0,273,Side Effects ,148334,Katie Lowes,0,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,274,English,R,30000000,2013,29000
Stevan Mena,90,25,10,Malevolence ,2413,Richard Glover,0,abandoned house|bank|robber|swing|witness,112,English,R,200000,2003,198
Adam Rifkin,95,89,45,Shooting the Warwicks ,81,Bethany Blakey,0,family relationships|husband wife relationship|nudity|reality|reality spoof,1,English,,250000,2015,47
Eric Valette,94,2,156,Super Hybrid ,1328,John Reardon,0,based on comic book|blue bra and panties|female protagonist|girl in bra and panties|killer car,22,English,PG-13,13000000,2010,0
Jay Duplass,84,157,98,Baghead ,3507,Elise Muller,0,actor|cabin|california|paper bag|vomiting,40,English,R,,2008,443
Livingston Oden,89,0,15,Solitude ,78,Ali Daniels,0,,1,English,,,2014,267
Chris Marker,59,121,0,The Case of the Grinning Cat ,352,Léon Schwartzenberg,0,,4,French,,150000,2004,44
Carl Theodor Dreyer,126,147,0,Ordet ,9903,Ejner Federspiel,0,august|doctor|faith|patriarch|prayer,49,Danish,Not Rated,,1955,863
Marianna Palka,86,123,782,Good Dick ,6689,Jason Ritter,0,avoidant personality disorder|emotionally vulnerable|sex|video store|video store clerk,51,English,R,,2008,0
Richard Schenkman,87,29,131,The Man from Earth ,129799,David Lee Smith,0,cro magnon|dialogue driven storyline|single set production|single setting|storytelling,638,English,Not Rated,200000,2007,46000
Ricki Stern,106,15,0,The Trials of Darryl Hunt ,771,John Reeves,0,false accusation|murder|north carolina|trial|wrongful conviction,10,English,PG-13,200000,2006,246
Nadia Tass,86,20,32,An American Girl Holiday ,1338,Bruce Gooch,1,courtship|friend|girl|servant|sister,32,English,,200000,2004,90
James Kerwin,89,0,31,Yesterday Was a Lie ,374,H.M. Wynant,3,claim in title|jazz|jazz singer|sexy woman|time manipulation,10,English,PG,2500000,2008,83
C. Fraser Press,105,0,27,Theresa Is a Mother ,37,Matthew Gumley,0,,1,English,,200000,2012,38
Rania Attieh,93,0,75,H. ,191,Rebecca Dayan,0,,1,English,,,2014,142
Sharon Greytak,94,0,178,Archaeology of a Woman ,15,Elaine Bromka,1,,3,English,,200000,2012,66
Majid Majidi,89,373,27,Children of Heaven ,27882,Mohammad Amir Naji,0,class|gardening|race|school|shoe,130,Persian,PG,180000,1997,0
Andrew Haigh,97,131,67,Weekend ,19846,Vauxhall Jermaine,0,coming out|fellatio|male in bathtub|male nudity|nudity,68,English,Not Rated,120000,2011,0
Spike Lee,88,0,46,She's Gotta Have It ,4769,Tracy Camilla Johns,0,female nudity|male model|nudity|rite of passage|sex,26,English,R,175000,1986,406
Cary Bell,78,0,0,Butterfly Girl ,27,Emily Gorell,0,,1,English,,180000,2014,88
Nicolae Constantin Tanase,104,0,0,The World Is Mine ,354,Ana Vatamanu,1,,1,Romanian,,168000,2015,34
Mike Cahill,92,135,259,Another Earth ,71387,Flint Beverage,1,duplicate earth|janitor|planet|solar system|synchronicity,228,English,PG-13,100000,2011,21000
Jason Stone,108,14,826,The Calling ,6025,Christopher Heyerdahl,2,bouquet|house fire|praying|serial killer|tied to a chair,28,English,R,,2014,0
Melvin Van Peebles,97,101,101,Sweet Sweetback's Baadasssss Song ,3340,Melvin Van Peebles,1,black panther|hells angels|on the run|racist|racist cop,50,English,R,500000,1971,566
Ken Roht,109,0,26,Perfect Cowboy ,8,Sienna Beckman,3,country singer|father son relationship|music group,,English,,200000,2014,65
Gary Winick,78,56,184,Tadpole ,5178,Ron Rifkin,2,best friend|boy|french|friend|love,101,English,PG-13,150000,2000,132
John Carney,85,109,18,Once ,90827,Darren Healy,0,immigrant|independent film|song|street|vacuum cleaner,329,English,R,180000,2007,26000
Robinson Devor,88,14,3,The Woman Chaser ,524,Max Kerstein,0,car salesman|filmmaking|pulp fiction|santa claus suit|truck driver,22,English,,1200000,1999,73
Michel Orion Scott,93,0,2,The Horse Boy ,586,Simon Baron-Cohen,0,horse|journey|mongolia|shaman|travel,9,English,Unrated,160000,2009,0
Pat Holden,86,6,115,When the Lights Went Out ,3813,Kate Ashfield,0,father daughter relationship|poltergeist|spirit|stairway|urination,27,English,,,2012,0
Eric Bugbee,98,0,21,Heroes of Dirt ,53,Lia Tucker,0,bike|bmx|drugs|troubled teen|youth,1,English,PG-13,,2015,197
Tobe Hooper,88,365,177,The Texas Chain Saw Massacre ,96411,Marilyn Burns,0,cannibal|chainsaw|hitchhiker|independent film|leatherface,826,English,R,83532,1974,0
Bill Melendez,25,36,27,A Charlie Brown Christmas ,21826,Christopher Shea,0,christmas|christmas tree|commercialism|meaning of christmas|tree,126,English,TV-G,150000,1965,0
Dena Seidel,72,0,0,Antarctic Edge: 70° South ,123,Mike Brett,0,,2,English,,150000,2015,215
Deborah Anderson,66,4,232,Aroused ,502,Kayden Kross,0,aroused|photography|pornography documentary|pornstar,9,English,,150000,2013,207
Sara Newens,80,0,0,Top Spin ,260,Michael Landers,0,,2,English,,150000,2014,116
Michael Moore,91,909,42,Roger & Me ,22800,Bob Eubanks,0,factory|flint michigan|general motors|michigan|quest,133,English,R,160000,1989,667
Paul Schrader,93,261,697,Cat People ,14193,John Heard,1,cat|cat people|leopard|love|slip the undergarment,106,English,R,18000000,1982,0
Sai Varadan,89,0,163,An American in Hollywood ,100,Samantha Esteban,0,place name in title,3,English,R,125000,2014,72
Zal Batmanglij,85,129,100,Sound of My Voice ,15775,Constance Wu,0,cult|cult leader|female nudity|greedy institution|manipulation,69,English,R,,2011,0
Amal Al-Agroobi,62,58,,The Brain That Sings ,18,,1,autism|middle east|music therapy|united arab emirates,,Arabic,,125000,2013,54
Andrew Berends,90,0,,The Blood of My Brother ,102,,1,american|blood|dream|patrol|tank,7,English,,120000,2005,14
Lynn Shelton,90,100,9,Your Sister's Sister ,21618,Mel Eslyn,2,drunken sex|mashed potatoes|pancakes|tequila|title directed by female,62,English,R,125000,2011,3000
Valentine,,0,,Romantic Schemer ,172,,2,,,English,PG-13,125000,2015,0
David Hewlett,88,686,405,A Dog's Breakfast ,3262,Paul McGillion,2,dog|vegetarian,46,English,,120000,2007,377
David Hewlett,88,686,405,A Dog's Breakfast ,3262,Paul McGillion,2,dog|vegetarian,46,English,,120000,2007,377
George A. Romero,96,0,56,Night of the Living Dead ,87978,S. William Hinzman,5,cemetery|farmhouse|radiation|running out of gas|zombie,580,English,Unrated,114000,1968,0
Jean-Luc Godard,94,0,5,Une Femme Mariée ,1962,Rita Maiden,0,acting|actor|face slap|fashion|magazine,10,French,,120000,1964,187
Nate Parker,120,664,400,The Birth of a Nation ,1197,Aunjanue Ellis,1,,8,English,R,10000000,2016,0
Nathan Smith Jones,77,7,69,The Work and the Story ,98,Christopher Robin Miller,0,latter day saints|lds film|mock documentary|mormon|mormonism,5,English,,103000,2003,0
Alex Kendrick,111,589,51,Facing the Giants ,12399,Shannen Fields,0,christian|coach|faith|football|football team,382,English,PG,100000,2006,0
Travis Cluff,81,3,7,The Gallows ,13521,Reese Mishler,0,breaking and entering|gallows|hanging|high school|stage,150,English,R,100000,2015,0
David Lynch,89,0,121,Eraserhead ,69831,Charlotte Stewart,1,apartment|baby|deformed baby|factory|surrealism,535,English,Unrated,20000,1977,0
Harry F. Millarde,110,0,0,Over the Hill to the Poorhouse ,5,Mary Carr,1,family relationships|gang|idler|poorhouse|thief,1,,,100000,1920,0
Robert Townsend,81,467,287,Hollywood Shuffle ,2770,Helen Martin,1,actor|african american|dream|two word title|written and directed by cast member,32,English,R,100000,1987,471
Peter Chelsom,100,23,545,The Mighty ,10499,Gena Rowlands,4,book|friendship|knight|learning disability|tutor,113,English,PG-13,,1998,0
Jamaa Fanaka,99,9,10,Penitentiary ,509,Wilbur 'Hi-Fi' White,2,blaxploitation|boxing|convict|drifter|false accusation,10,English,R,100000,1979,157
Larry Blamire,90,56,56,The Lost Skeleton of Cadavra ,4117,Larry Blamire,1,alien|cave|husband wife relationship|monster|skeleton,118,English,PG,40000,2001,0
Stephen Langford,82,7,50,Dude, Where's My Dog?! ,73,Brandon Middleton,0,,4,English,PG,20000,2014,178
E.L. Katz,88,3,307,Cheap Thrills ,12796,Elissa Dowling,3,cocaine|extramarital affair|sex|shooting|violence,52,English,Not Rated,200000,2013,0
Lisanne Pajot,103,0,0,Indie Game: The Movie ,16701,Phil Fish,0,movie in title,23,English,Not Rated,100000,2012,0
Dan Reed,80,3,140,Closure ,5747,Ralph Brown,1,countryside|night|party|rape|scar,44,English,R,1800000,2007,246
John Reinhardt,68,2,75,Open Secret ,67,Arthur O'Connell,3,anti semitism|gangster,9,English,Approved,,1948,10
Patrick Ryan Sims,81,0,10,Echo Dr. ,101,Johnathan Hurley,2,android|artificial intelligence|home invasion|security system|tech noir,1,English,,100000,2013,17
Laslo Benedek,106,6,13,The Night Visitor ,544,Andrew Keir,1,escape|independent film|mental illness|prison|revenge,19,English,GP,,1971,65
Jason Miller,77,0,0,The Past is a Grotesque Animal ,80,David Barnes,0,artist|band|male rear nudity|sexuality|stage,1,English,Unrated,100000,2014,82
Dennis Iliadis,114,29,616,The Last House on the Left ,67824,Martha MacIsaac,0,kidnapping|lake|microwave oven|psychopath|woods,279,English,R,15000000,2009,0
Sut Jhally,80,3,0,Peace, Propaganda & the Promised Land ,496,Arik Ascherman,3,arab israeli conflict|israel|media|middle east|palestine,13,English,,70000,2004,110
Darren Aronofsky,84,0,194,Pi ,142619,Stanley B. Herman,0,mathematician|nature|numbers|pattern|using a metal detector on a beach,586,English,R,60000,1998,24000
Julie Davis,86,12,117,I Love You, Don't Touch Me! ,405,Tim DeZarn,1,female frontal nudity|female rear nudity|title directed by female|virgin|written and directed by cast member,15,English,R,,1997,97
Myles Berkowitz,87,0,153,20 Dates ,1622,Robert McKee,0,fake documentary|hidden camera|mockumentary|narrative|reality show,83,English,R,60000,1998,30
Brett Piper,80,7,3,Queen Crab ,48,A.J. DeLucia,0,,18,English,,75000,2015,34
Morgan Spurlock,100,293,0,Super Size Me ,85028,Amelia Giancarlo,2,experiment|fast food|food industry|meal|overeating,404,English,PG,65000,2004,0
Brandon Trost,82,32,128,The FP ,1389,James DeBello,0,abbreviation in title|based on short film|competition dancing|dystopia|location in title,22,English,R,60000,2011,0
Joe Swanberg,82,217,442,Happy Christmas ,5507,Mark Webber,3,chicago illinois|drink|drinking|filmmaker|writer,23,English,R,70000,2014,812
Joseph Green,70,2,6,The Brain That Wouldn't Die ,4752,Bruce Kerr,1,brain|fiance|laboratory|surgeon|surgery,152,English,Approved,62000,1962,1000
Wade Gasque,75,0,46,Tiger Orange ,683,Loanne Bishop,2,coming out|father son relationship|gay|gay brother|toilet sex,8,English,Unrated,100000,2014,182
Daniel Schechter,87,8,272,Supporting Characters ,760,Alex Karpovsky,0,film editor|kiss|marriage proposal|movie screening|urination,4,English,Not Rated,,2012,209
Mike Flanagan,87,59,9,Absentia ,13065,Erin Cipolletti,0,anticipate|dead in absentia|foetus|tunnel|unreliable narration,136,English,R,70000,2011,3000
Edward Burns,98,0,73,The Brothers McMullen ,6375,Maxine Bahns,0,abusive father|critically acclaimed|loss of father|love|true love,36,English,R,25000,1995,265
Matt Johnson,83,8,8,The Dirties ,3885,Matt Johnson,0,best friend|bully|friend|revenge|school,40,English,Not Rated,,2013,1000
Bruno Barreto,99,9,3,Gabriela ,712,Joffre Soares,0,based on novel|brazil|female underarm hair|sex in a window|star appears nude,9,Portuguese,R,,1983,114
Lena Dunham,98,969,433,Tiny Furniture ,11816,Jemima Kirke,0,adult returns home|girl with glasses|hipster|shower|title directed by female,35,English,Not Rated,65000,2010,0
Terron R. Parsons,93,9,133,Hayride ,485,Corlandos Scott,0,,5,English,Not Rated,60000,2012,284
Daniel Mellitz,,0,15,The Naked Ape ,128,Amanda MacDonald,0,coming of age|male nudity|road trip|skinny dipping|teenager,3,English,,,2006,2
Jem Cohen,111,6,,Counting ,61,,0,city|city symphony|diary|essay|surveillance,1,English,,50000,2015,5
Andrew Leman,47,2,5,The Call of Cthulhu ,6261,Barry Lynch,0,1920s|cthulhu|dream|sailor|silent film,99,English,,50000,2005,0
Dave Carroll,92,0,,Bending Steel ,53,,0,,10,English,,50000,2013,33
William Eubank,97,18,236,The Signal ,48236,Beau Knapp,0,computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip,180,English,PG-13,4000000,2014,10000
Patrick Meaney,81,3,18,The Image Revolution ,66,Jeff Dowd,7,comic book|comic book history|comics|spawn|walking dead,2,English,,50000,2014,83
Chad Hartigan,83,3,69,This Is Martin Bonner ,733,Demetrius Grosse,0,estranged daughter|friendship|nevada|prisoner|unlikely friendship,7,English,R,42000,2013,234
Malcolm Goodwin,96,117,281,A True Story ,181,Kelen Coleman,5,ellipsis in title|long title|period in title|punctuation in title|title ends with period,4,English,,45000,2013,72
David Gordon Green,90,234,15,George Washington ,6246,Damian Jewan Lee,0,cover up|north carolina|redemption|small town|teenager,76,English,Unrated,42000,2000,451
Kevin Jordan,90,4,113,Smiling Fish & Goat on Fire ,2631,Ion Overman,5,accountant|actor|animal in title|mail carrier|single parent,26,English,R,40000,1999,0
Kirk Loudon,95,0,279,Dawn of the Crescent Moon ,34,Shiree Nelson,0,,2,English,,75000,2014,87
Travis Legge,83,138,76,Raymond Did It ,192,Lindsay Felton,0,blood|independent film|mutilation|violence,6,English,Unrated,40000,2011,239
Martin Scorsese,117,17000,476,The Last Waltz ,12611,Bob Dylan,0,band|final concert|guitar|interview|thanksgiving,113,English,PG,,1978,0
Collin Joseph Neal,75,14,130,Run, Hide, Die ,106,Ronee Collins,0,,5,English,,50000,2012,225
Bradley Rust Gray,79,2,20,The Exploding Girl ,1516,Jordan Scovel,0,friend|hospital|low budget film|ring|stoned,10,English,Unrated,,2009,377
Mike Bruce,78,6,17,The Legend of God's Gun ,143,Christian Anderson,0,,9,English,R,30000,2007,13
Andrew Bujalski,109,26,3,Mutual Appreciation ,1578,Justin Rice,0,friendship|guitarist|mumblecore|musician|new york,23,English,R,,2005,91
Damir Catic,89,2,0,Her Cry: La Llorona Investigation ,23,Parker Riggs,0,la llorona|weeping,2,English,Not Rated,60000,2013,48
Ben Wheatley,93,214,59,Down Terrace ,2646,David Schaal,4,black comedy,22,English,R,,2009,535
Kevin Smith,102,0,216,Clerks ,181749,Jeff Anderson,4,clerk|friend|hockey|video|video store,615,English,R,230000,1994,0
James Bidgood,65,0,,Pink Narcissus ,803,,1,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,16,English,Not Rated,27000,1971,85
Andrew Bujalski,85,26,3,Funny Ha Ha ,1894,Justin Rice,1,mumblecore,61,English,,,2002,108
Neil LaBute,97,119,7,In the Company of Men ,11550,Jason Dixie,0,business trip|love|misogynist|office|secretary,197,English,R,25000,1997,489
David Ayer,109,453,120,Sabotage ,47502,Maurice Compte,3,dea|drug cartel|kicked in the crotch|strip club|tough girl,212,English,R,35000000,2014,10000
Eric Eason,79,3,42,Manito ,493,Casper Martinez,0,ex convict|graduation|manhattan new york city|older brother is bad influence|washington heights manhattan new york city,21,English,,24000,2002,61
Uwe Boll,80,892,492,Rampage ,15091,Michael Paré,0,death|first part|killing spree|massacre|murder,129,English,R,,2009,0
Richard Linklater,100,0,0,Slacker ,15103,Jean Caffeine,0,austin texas|moon|pap smear|texas|twenty something,80,English,R,23000,1991,2000
Joseph Mazzella,90,0,9,Dutch Kills ,57,Damon Owlia,2,,2,English,,25000,2015,33
Travis Legge,90,138,138,Dry Spell ,114,Travis Legge,1,anti romantic comedy|dating|divorce|sex comedy|sex scene,3,English,,22000,2013,200
Alex Kendrick,120,589,4,Flywheel ,2986,Janet Lee Dapper,1,baby|car salesman|christian film|pregnancy|used car salesman,49,English,,20000,2003,725
Marcus Nispel,91,158,265,Exeter ,3836,Lindsay MacDonald,0,asylum|demon|party|secret|teenager,33,English,R,,2015,0
Brandon Landers,143,8,8,The Ridges ,125,Brandon Landers,0,avatar|college|death|tron|university,8,English,,17350,2011,33
Jay Duplass,85,157,10,The Puffy Chair ,4067,Bari Hyman,0,birthday|gift|motel|new york city|upholsterer,71,English,R,15000,2005,297
Jim Chuchu,60,0,4,Stories of Our Lives ,70,Mugambi Nthiga,0,,1,Swahili,,15000,2014,45
Daryl Wein,88,38,211,Breaking Upwards ,1194,Ebon Moss-Bachrach,2,,8,English,,15000,2009,324
Jason Trost,78,91,86,All Superheroes Must Die ,1771,Nick Principe,0,arch villain|game of death|kidnapping|superhero,35,English,Unrated,20000,2011,835
John Waters,108,0,105,Pink Flamingos ,16792,Edith Massey,2,absurd humor|egg|gross out humor|lesbian|sex,183,English,NC-17,10000,1972,0
Olivier Assayas,110,107,45,Clean ,3924,Don McKellar,1,jail|junkie|money|motel|singer,39,French,R,4500,2004,171
Jafar Panahi,90,397,0,The Circle ,4555,Mojgan Faramarzi,0,abortion|bus|hospital|prison|prostitution,26,Persian,Not Rated,10000,2000,697
Ivan Kavanagh,83,18,0,Tin Can Man ,57,Emma Eliza Regan,0,,1,English,,10000,2007,105
Kiyoshi Kurosawa,111,62,6,The Cure ,6318,Denden,0,breasts|interrogation|investigation|murder|watching television,50,Japanese,,1000000,1997,817
Tadeo Garcia,84,5,12,On the Downlow ,156,Eric Ambriz,2,gang initiation|gunplay|hazing|latino|shakespeare's romeo and juliet,3,English,,,2004,22
Thomas L. Phillips,82,120,84,Sanctuary; Quite a Conundrum ,133,John Lucas,,nudity|party|pirate|swimsuit|three word title,8,English,,200000,2012,424
Ash Baron-Cohen,98,3,152,Bang ,438,James Noble,1,corruption|homeless|homeless man|motorcycle|urban legend,14,English,,,1995,20
