duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,title_year,imdb_score
120,7,662,14831,1952,Alicja Bachleda,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,2007,7.5
134,45,9,5603,11,Bálint Péntek,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,2005,7.1
110,18,13000,6884,17417,Omar Epps,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,1999,4.6
95,611,9,2410,18,Dahong Ni,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,2009,5.7
95,165,686,27052,1501,Kari Matchett,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,2002,6.8
132,14,52,8429,91,Ryu Kohata,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,2009,7.7
94,12,17000,70133,17883,April Winchell,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,2015,6.7
89,0,970,408,1854,Rebecca Black,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,2011,3.2
138,7,84,4899,164,Hiroyuki Ikeuchi,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,2010,6.1
113,212,567,12128,708,Ana Imnadze,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,2011,5.6
99,76,181,64423,433,Emma Lung,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,2009,6.9
111,0,1000,314,2059,Alexandra Callas,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,2015,7.5
99,130,399,21034,663,Rob Moran,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,2014,5.8
104,0,26000,600996,39175,Jason Flemyng,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,2000,8.3
89,49,551,105,895,Ginger Jensen,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,2015,2.8
103,52,969,63855,2987,Denise Crosby,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,1989,6.6
134,0,15,3466,30,Akira Terao,http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1,1993,7.5
100,2,680,3737,1780,Charlotte Sullivan,http://www.imdb.com/title/tt1034302/?ref_=fn_tt_tt_1,2009,6.0
130,3,215,117,244,Hailu Qin,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,2015,6.2
106,287,767,142293,2053,Zach Galligan,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,1984,7.2
125,0,11000,911097,13485,Kenny Baker,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,1977,8.7
109,11,22000,49671,24063,Jason Mantzoukas,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,2016,6.0
200,767,597,55816,1966,Geraldine Chaplin,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,1965,8.0
114,335,585,14437,679,Daniel Zettel,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,2014,7.2
112,197,755,43795,3507,Corbin Bleu,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,2008,4.5
116,737,23000,275869,23811,Melissa McMeekin,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,2010,7.9
92,79,608,56595,1853,Chris Pontius,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,2006,7.1
120,36,886,82743,3280,Lane Smith,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,1992,7.5
107,15,17000,83893,20466,Stacy Keach,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,2014,6.8
92,53,84,3104,179,Christopher Sommers,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,2014,4.3
107,42,1000,49007,3435,Rene Russo,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,1989,7.2
100,32,785,18220,3135,Tamsin Egerton,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,2007,5.8
81,541,991,207934,2562,Richard T. Jones,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,2002,7.1
101,163,683,162701,2436,Paz de la Huerta,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,2002,7.4
122,0,276,73193,903,Robert Prosky,http://www.imdb.com/title/tt0112818/?ref_=fn_tt_tt_1,1995,7.6
97,16,4000,149222,6223,Eric Mabius,http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1,1999,6.9
92,52,723,76207,3101,George Newbern,http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1,2009,6.0
92,0,1000,36559,3931,Dom DeLuise,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,1981,6.9
110,107,664,19440,3376,Jennifer Hudson,http://www.imdb.com/title/tt0416212/?ref_=fn_tt_tt_1,2008,7.3
86,5,584,10966,3850,Peter Berg,http://www.imdb.com/title/tt0250310/?ref_=fn_tt_tt_1,2001,4.6
91,0,636,9903,1852,Gregg Henry,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,1992,6.0
145,278,13000,5561,14735,Rod Steiger,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,1978,6.4
100,365,425,5187,1661,William Bassett,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,1986,5.5
111,34,838,73249,995,Eva Birthistle,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,2015,7.5
184,0,385,101627,1104,Hardy Krüger,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,1975,8.1
89,2,799,14656,4291,Thomas Lennon,http://www.imdb.com/title/tt0253798/?ref_=fn_tt_tt_1,2001,6.3
84,71,8000,10777,10982,Tim Meadows,http://www.imdb.com/title/tt0213790/?ref_=fn_tt_tt_1,2000,5.1
98,0,358,15684,1114,Pauline Collins,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1,2012,6.8
95,5,1000,15427,2729,David Ogden Stiers,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,2001,5.3
100,0,11000,59982,12237,Matt O'Leary,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,2001,7.3
109,64,16000,33856,17866,Elizabeth McGovern,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,2015,7.3
118,386,14000,42689,17490,Dylan Baker,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,2004,7.1
88,0,901,128850,3913,Embeth Davidtz,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,1992,7.6
86,4,960,12437,2415,Jim Rash,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,2002,5.3
118,529,40000,171882,69746,Kevin Tighe,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,1993,7.8
125,10,866,2164,1281,Scott Handy,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,2003,7.7
125,608,979,20307,3133,Imelda Staunton,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,2004,7.7
94,18,658,13622,1559,Jimi Mistry,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,2002,5.4
113,300,1000,1761,3072,Vincent Gallo,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,1995,6.2
104,1000,3000,96233,4082,Alex Karpovsky,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,2013,7.4
95,596,1000,17333,3300,John Heard,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,2001,6.2
102,8,14000,14129,14281,Lisa Pelikan,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,1991,5.1
124,58,338,2603,800,Samantha Eggar,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,1970,6.9
105,0,14000,10052,28004,Eddie Izzard,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,2005,6.3
104,238,60,11132,150,Angus Barnett,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,2006,6.8
120,365,887,105448,3876,Craig T. Nelson,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,1982,7.4
111,17,845,5013,3117,Geoff Bell,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,2010,5.7
95,43,3000,88529,5286,Scott Patterson,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,2008,5.8
96,4,917,618,1827,Britt Ekland,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,1969,6.2
97,15,142,45144,248,Alix Freihage,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,2012,4.3
118,10,172,5772,378,Max Cullen,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,2006,6.4
193,160,8000,13998,10822,Preity Zinta,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,2006,6.0
97,32,893,12980,2640,Jeremy Northam,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,1999,6.9
98,7,805,28570,2271,Tom Cullen,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,2013,5.5
103,57,541,16747,1228,Francesc Pagès,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,2002,5.4
161,0,273,427357,727,Glenn Beck,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1968,8.3
120,14000,861,281842,2811,Peter Coyote,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,1982,7.9
97,21,17000,27689,20312,Dustin Milligan,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,2007,6.5
97,4,882,1337,1554,Raoul Max Trujillo,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,2004,6.3
99,11,665,859,2272,Seymour Cassel,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,1994,6.4
24,,381,2651,592,Hannah Britland,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,,7.9
144,0,564,8598,1121,Riteish Deshmukh,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,2010,5.3
111,58,482,2618,1526,Trent Ford,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,2007,5.8
145,0,639,3665,1807,Catalina Sandino Moreno,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,2012,6.6
106,7,68,15060,175,François Damiens,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,2014,7.4
126,835,49000,604904,63710,Minnie Driver,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,1997,8.3
106,29,14000,6935,27660,Glen Powell,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,2016,5.3
121,163,723,142115,3189,Leigh Whannell,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,2006,6.2
117,425,13000,48629,27378,Judge Reinhold,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,1981,6.9
98,235,4000,70141,5270,Clare Kramer,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,2000,5.9
109,65,798,17596,2480,Mykelti Williamson,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,2016,6.1
95,7,23000,67115,28734,Kieran Culkin,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,1999,5.8
109,304,939,86956,3276,Mariah Carey,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,2009,7.3
96,163,723,111087,3492,Angus Macfadyen,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,2007,5.9
101,13,494,41763,2013,Mike Dopud,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,2005,5.5
107,0,1000,8962,5264,Blair Underwood,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,2006,5.0
119,17000,10000,57831,11895,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,1986,7.0
178,19,726,43270,1554,Eddie Albert,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,1962,7.8
100,65,633,44502,3362,Elden Henson,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,1992,6.4
98,70,4000,115050,7461,Ted Raimi,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,2004,5.9
92,221,11000,156143,13162,Frances Bay,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,1996,7.0
90,108,1000,86890,1982,Jonathan Breck,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,2001,6.1
90,65,18000,85362,20795,Al Leong,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,1989,6.9
153,82,695,25303,1593,Jack Wild,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,1968,7.5
124,108,1000,75306,1898,Celia Imrie,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,2011,7.3
82,6,759,6808,2197,Dabney Coleman,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,2001,6.5
107,750,794,101840,1529,Angelo Rossitto,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,1985,6.2
75,73,1000,111649,3192,Rae Dawn Chong,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,1985,6.7
