director_name,duration,director_facebook_likes,actor_1_facebook_likes,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,plot_keywords,movie_imdb_link,language,country,title_year,actor_2_facebook_likes,aspect_ratio
Anne Fletcher,108,98,16000,Ryan Reynolds,The Proposal ,227824,18656,alaska|deportation|father son relationship|male objectification|sitka alaska,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,English,USA,2009,896,2.35
Bruce Beresford,105,78,984,Bruce Greenwood,Double Jeopardy ,56646,2129,blood|murder|sex scene|wrongful arrest|wrongful conviction,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,English,USA,1999,489,2.35
Robert Zemeckis,108,0,1000,Lea Thompson,Back to the Future Part II ,340085,3660,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,English,USA,1989,869,1.85
Luc Besson,89,0,19000,Scarlett Johansson,Lucy ,327367,32325,brain capacity|drugs|fictional drug|one woman army|tough girl,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,English,France,2014,11000,2.35
Sam Taylor-Johnson,129,456,1000,Jennifer Ehle,Fifty Shades of Grey ,220020,4585,female frontal nudity|female nudity|perversion|sex scene|spanking,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,English,USA,2015,935,2.35
Robert Rodriguez,84,0,13000,Sylvester Stallone,Spy Kids 3-D: Game Over ,40227,22935,mission|spy|surfing|trapped|virtual reality,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,English,USA,2003,4000,1.85
Joel Schumacher,149,541,18000,Kevin Spacey,A Time to Kill ,99558,31349,african american|court|law|mississippi|trial,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,English,USA,1996,11000,2.35
Shawn Levy,94,189,3000,Tom Welling,Cheaper by the Dozen ,75152,7014,9 year old|house|illinois|new job|vomiting,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,English,USA,2003,2000,1.85
Peter Berg,121,532,480,Jerry Ferrara,Lone Survivor ,203963,1261,courage|navy seal|outnumbered|shot multiple times|survival,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,English,USA,2013,449,2.35
Penny Marshall,128,545,15000,Tom Hanks,A League of Their Own ,71754,16751,baseball|friend|oregon|rivalry|softball,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,English,USA,1992,923,2.35
James Wan,134,0,1000,Javier Botet,The Conjuring 2 ,64989,2676,based on supposedly true story|house|paranormal investigating|psychic|second part,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,English,USA,2016,575,2.35
David Fincher,120,21000,10000,Andrew Garfield,The Social Network ,479453,10555,competitiveness|creator|entrepreneur|facebook|intellectual property,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,English,USA,2010,349,2.35
Ken Kwapis,129,42,97,Carmen Perez,He's Just Not That Into You ,132048,318,advertising|bar|dating|lingerie slip|six word title,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,English,USA,2009,50,2.35
David Zucker,89,119,2000,Beau Mirchoff,Scary Movie 4 ,93748,5855,female nudity|male nudity|parody|reference to myspace|sequel,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,English,USA,2006,869,1.85
Wes Craven,116,0,287,Kelly Rutherford,Scream 3 ,98535,600,death|ghostface|murder|scream|survivor,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,English,USA,2000,157,2.35
Robert Zemeckis,118,0,1000,Lea Thompson,Back to the Future Part III ,283480,3986,band|dog|letter|time machine|tombstone,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,English,USA,1990,869,1.37
Etan Cohen,107,164,8000,Will Ferrell,Get Hard ,85629,12556,camera focus on female butt|gay bar|millionaire|singing in a car|two word title,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,English,USA,2015,2000,1.85
Francis Ford Coppola,155,0,18000,Keanu Reeves,Bram Stoker's Dracula ,143835,42220,dracula|horror movie remake|maze|monster sex|vampire,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,English,USA,1992,12000,1.85
Nora Ephron,123,0,11000,Meryl Streep,Julie & Julia ,79264,13321,american|blog|book|cook|cooking,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,English,USA,2009,935,1.85
Brian Helgeland,128,241,11000,Harrison Ford,42 ,66511,16911,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,English,USA,2013,3000,2.35
Anthony Minghella,139,333,22000,Philip Seymour Hoffman,The Talented Mr. Ripley ,137891,36810,1950s|italy|mistaken identity|nudity|sociopath,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,English,USA,1999,13000,1.85
Bobby Farrelly,109,101,13000,Bill Murray,Dumb and Dumber To ,97045,16179,adoption|highway travel|road trip|sequel|stupidity,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,English,USA,2014,899,1.85
Frank Marshall,120,155,23000,Paul Walker,Eight Below ,48806,24300,antarctica|dog|siberian husky|sled dog|survival,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,English,USA,2006,984,2.35
Nancy Meyers,121,278,22000,Robert De Niro,The Intern ,130661,36010,reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,English,USA,2015,11000,1.85
Tim Story,102,167,2000,Olivia Munn,Ride Along 2 ,28621,5178,computer hacker|crime boss|detective|drugs|wedding,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,English,USA,2016,874,2.35
Michael Mann,117,0,855,Wes Studi,The Last of the Mohicans ,113068,2144,18th century|based on novel|colonel|french and indian war|revenge,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,English,USA,1992,363,2.35
Taylor Hackford,178,138,904,Bokeem Woodbine,Ray ,110394,5074,1950s|1960s|racism|rhythm and blues|singer,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,USA,2004,876,1.85
Frank Miller,147,436,3000,Rosario Dawson,Sin City ,656640,3924,anthology|corruption|hearing characters thoughts|neo noir|night,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,English,USA,2005,472,1.85
Pete Travis,90,38,2000,Dennis Quaid,Vantage Point ,127528,6775,explosion|multiple perspectives|president|secret service|shooting,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,English,USA,2008,897,2.35
John Hamburg,105,29,24000,J.K. Simmons,"I Love You, Man ",166194,28928,bromance|friend|gay brother|homosexual subtext|wedding,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,USA,2009,4000,1.85
Bobby Farrelly,114,101,700,Jason Alexander,Shallow Hal ,109445,2842,dying|friend|inner beauty|love|self help guru,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,English,USA,2001,655,1.85
Oliver Stone,206,0,433,Sally Kirkland,JFK ,113472,698,death|gay slur|homosexuality|investigation|president,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,English,France,1991,256,2.35
John Whitesell,99,14,17000,Chloë Grace Moretz,Big Momma's House 2 ,31968,19334,cheerleading|fbi|fbi agent|nanny|undercover,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,English,USA,2006,826,1.85
Gore Verbinski,123,563,24000,J.K. Simmons,The Mexican ,87351,43917,curse|hostage|mexico|pistol|vomiting,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,English,USA,2001,11000,2.35
Angelina Jolie Pitt,137,11000,769,Finn Wittrock,Unbroken ,103589,2938,emaciation|male nudity|plane crash|prisoner of war|torture,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,English,USA,2014,698,2.35
Burr Steers,102,23,2000,Matthew Perry,17 Again ,146899,7009,adult as child|father son relationship|high school student|janitor|school,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,USA,2009,2000,2.35
Nick Cassavetes,109,415,982,Don Johnson,The Other Woman ,104481,2357,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,English,USA,2014,971,2.35
David R. Ellis,82,160,164000,Krista Allen,The Final Destination ,75345,303717,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,USA,2009,137000,2.35
Steven Spielberg,142,14000,15000,Tom Hanks,Bridge of Spies ,178118,16944,cia|cold war|lawyer|negotiation|spy,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,English,USA,2015,535,2.35
John Moore,106,212,578,Joaquim de Almeida,Behind Enemy Lines ,86902,2544,battle|massacre|navigator|navy|rescue,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,English,USA,2001,563,2.35
Nicholas Stoller,114,89,836,Pink,Get Him to the Greek ,147317,2091,concert|drugs|recession|record company|rock star,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,English,USA,2010,719,1.85
Peter Chelsom,106,23,1000,Lisa Ann Walter,Shall We Dance ,35508,2325,dance|dance competition|dance lesson|love|teacher,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,English,USA,2004,593,1.85
Joe Dante,108,287,4000,Kirsten Dunst,Small Soldiers ,77415,8610,action figure|battle|computer|military|toy,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,English,USA,1998,835,2.35
Mark A.Z. Dippé,98,20,2000,Michael Jai White,Spawn ,52805,7039,based on comic|based on comic book|dark hero|image comics|superhero,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,English,USA,1997,2000,1.85
Kevin Reynolds,131,58,15000,Henry Cavill,The Count of Monte Cristo ,104991,17152,count|escape|island|revenge|sailor,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,English,UK,2002,1000,1.85
Brad Furman,118,65,11000,Matthew McConaughey,The Lincoln Lawyer ,173848,13943,defense attorney|defense lawyer|lawyer|plot twist|prostitute,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,English,USA,2011,980,2.35
Jaume Collet-Serra,113,174,14000,Liam Neeson,Unknown ,210542,17152,agriculture|airport|amnesia|nurse|scientist,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,English,UK,2011,903,2.35
Christopher Nolan,130,22000,23000,Christian Bale,The Prestige ,844052,63986,illusion|magician|obsession|rivalry|secret,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,English,USA,2006,20000,2.35
Sean Anders,116,51,18000,Kevin Spacey,Horrible Bosses 2 ,114294,30571,kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,English,USA,2014,11000,2.35
Cal Brunker,89,7,3000,Brendan Fraser,Escape from Planet Earth ,20615,3361,alien|cult film|mission control|product placement|rescue,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,English,USA,2013,190,2.35
Mel Gibson,139,0,708,Rudy Youngblood,Apocalypto ,236000,848,jaguar|mayan|solar eclipse|tribe|village,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,Maya,USA,2006,78,1.85
John Glen,130,46,387,Joe Don Baker,The Living Daylights ,69457,1233,british agent|defection|escape|kgb|soviet general,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,English,UK,1987,244,2.35
Nimród Antal,107,190,2000,Topher Grace,Predators ,171418,4243,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,English,USA,2010,1000,2.35
Ivan Reitman,116,425,954,Brian Dennehy,Legal Eagles ,7900,2179,judicial|judiciary|lawyer|murder|painting,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,English,USA,1986,568,2.35
David Koepp,96,192,40000,Johnny Depp,Secret Window ,147504,41293,adultery|extramarital affair|infidelity|unfaithfulness|writer,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,English,USA,2004,534,2.35
Alejandro Agresti,99,18,18000,Keanu Reeves,The Lake House ,114321,18693,house|lake|letter|love across time|parallel time,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,English,USA,2006,426,2.35
Iain Softley,104,34,545,Gena Rowlands,The Skeleton Key ,87447,1274,attic|bound and gagged|hoodoo|secret|southern gothic,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,English,USA,2005,351,2.35
Peter Hedges,105,54,3000,Jennifer Garner,The Odd Life of Timothy Green ,37398,9069,dodgeball|portrait|soccer|soccer game|young love,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,English,USA,2012,2000,1.85
Paul Weiland,101,10,1000,Busy Philipps,Made of Honor ,54421,4298,friend|love|maid|maid of honor|marriage,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,English,USA,2008,689,2.35
Clint Eastwood,134,16000,880,Johnny Cannizzaro,Jersey Boys ,25465,2281,band|music group|musical quartet|singer|song,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,English,USA,2014,413,2.35
Francis Ford Coppola,135,0,13000,Matt Damon,The Rainmaker ,46221,16762,courtroom|domestic violence|insurance company|lawyer|underdog,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,English,USA,1997,936,2.35
Mathieu Kassovitz,98,326,21000,Robert Downey Jr.,Gothika ,89557,22318,memory|murder|patient|psychiatrist|the devil,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,English,USA,2003,534,1.85
Steven Spielberg,155,14000,12000,Anthony Hopkins,Amistad ,56509,37570,courtroom|mutiny|ship|slave ship|slave trade,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,English,USA,1997,11000,1.85
John McTiernan,106,323,472,Lorraine Bracco,Medicine Man ,17443,519,cancer|environment|gas chromatograph|jungle|nature,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,English,USA,1992,47,2.35
Colin Strause,102,25,1000,Sam Trammell,Aliens vs. Predator: Requiem ,92789,4324,alien|escape|hunting|hybrid|predator,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,English,USA,2007,741,2.35
Donald Petrie,95,80,3000,Macaulay Culkin,Ri¢hie Ri¢h ,49612,4634,attempted murder|based on comic book|escape from prison|lost at sea|wealth,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,English,USA,1994,450,1.85
Joan Chen,103,643,24000,J.K. Simmons,Autumn in New York ,20201,26938,may december romance|new york|new york city|rockefeller center|title directed by female,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,English,USA,2000,1000,1.85
Marc Lawrence,95,30,799,Brad Garrett,Music and Lyrics ,81334,2787,love|lyricist|singer|singing|song,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,English,USA,2007,690,1.85
Greg Mottola,109,99,176,Bobby Lee,Paul ,192462,390,alien|geek|nerd|road trip|ufo,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,English,USA,2011,61,2.35
Anne Fletcher,95,98,405,Miriam Margolyes,The Guilt Trip ,30394,1070,cross country|love|mother son relationship|on the road|trip,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,English,USA,2012,358,2.35
Wes Craven,111,0,2000,Alison Brie,Scream 4 ,104119,4486,author|book|deputy|murder|sheriff,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,English,USA,2011,741,2.35
Joel Schumacher,123,541,12000,Nicolas Cage,8MM ,104564,12970,investigation|obsession|private eye|private investigator|snuff film,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,English,Germany,1999,638,2.35
Oliver Stone,140,0,720,Michael Wincott,The Doors ,68159,3044,death|paris france|rock band|singer|the doors,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,English,USA,1991,576,2.35
Jake Kasdan,94,52,683,James Wilcox,Sex Tape ,84382,1488,sex in a car|sex video|sexual desire|sexuality|undressing,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,English,USA,2014,392,1.85
Diane Keaton,94,0,374,Adam Arkin,Hanging Up ,10132,1238,actress|clown costume|magazine|party planner|soap opera actress,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,English,Germany,2000,258,1.85
Steven Quale,92,77,703,Emma Bell,Final Destination 5 ,83788,3074,blood splatter|death|eyeball run over by car|latex gloves|suspension bridge,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,English,USA,2011,682,2.35
Kelly Makin,102,6,711,Jeanne Tripplehorn,Mickey Blue Eyes ,29968,2913,auctioneer|fbi|mafia|mobster|painting,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,English,UK,1999,683,1.85
Mimi Leder,123,75,18000,Kevin Spacey,Pay It Forward ,95860,23920,alcoholism|boy|good deed|protective male|teacher,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,English,USA,2000,3000,1.85
Bobby Farrelly,104,101,787,Jimmy Fallon,Fever Pitch ,36223,1827,baltimore orioles|boston red sox|promotion|ups|world series,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,English,USA,2005,299,2.35
,30,,51,Bruce Dinsmore,Arthur             ,8495,108,based on children's book|best friend|character name in title|friend|one word title,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,English,Canada,,21,1.33
Steven Brill,102,65,1000,Lisa Ann Walter,Drillbit Taylor ,50199,3239,bodyguard|bully|generation y|high school|nerd,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,English,USA,2008,613,2.35
Seth MacFarlane,136,3000,14000,Liam Neeson,A Million Ways to Die in the West ,136093,28927,dancing sheep|fetish|musical scene|racial humor|snake poison,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,English,USA,2014,9000,2.35
Russell Mulcahy,93,85,924,Jonathan Winters,The Shadow ,18723,2711,1930s|bomb|city|invisibility|the shadow,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,English,USA,1994,595,1.85
Stephen Daldry,129,335,15000,Tom Hanks,Extremely Loud & Incredibly Close ,81298,15595,fear|mourning|mute|quest|revelation,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,English,USA,2011,467,2.35
Roger Michell,107,50,293,Noah Bean,Morning Glory ,58871,621,job offer|roller coaster|slow motion action scene|slow motion sequence|television,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,English,USA,2010,117,2.35
Jim Sheridan,117,260,1000,50 Cent,Get Rich or Die Tryin' ,35834,3969,male frontal nudity|male pubic hair|prison|pubic hair|violence,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,English,USA,2005,1000,2.35
Christian Duguay,116,18,2000,Michael Biehn,The Art of War ,25346,3753,blood splatter|fbi|murder|secretary general|united nations,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,English,USA,2000,1000,2.35
Chris Columbus,135,0,3000,Rosario Dawson,Rent ,41685,5917,aids|hiv positive|lawyer|new york city|roommate,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,English,USA,2005,1000,2.35
Chuck Russell,107,55,3000,Rufus Sewell,Bless the Child ,12093,4565,easter|fbi|luminol|nurse|omen,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,English,USA,2000,941,2.35
Sam Weisman,90,39,607,Oliver Hudson,The Out-of-Towners ,10446,1335,job interview|manhattan new york city|new york city|remake|sausage,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,English,USA,1999,322,1.85
John Frankenheimer,99,287,10000,Marlon Brando,The Island of Dr. Moreau ,26051,10469,animal experimentation|chimera|island|jungle|mutant,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,English,USA,1996,368,2.35
Peter Hyams,104,0,964,Catherine Deneuve,The Musketeer ,12856,2888,guard|king|murder|musketeer|swordsman,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,English,Germany,2001,931,2.35
Justin Chadwick,115,56,20000,Natalie Portman,The Other Boleyn Girl ,84357,77823,children|court|king|king henry viii|love,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,English,UK,2008,19000,1.85
Pat O'Connor,119,7,18000,Keanu Reeves,Sweet November ,70292,29484,advertising|cancer|dog|san francisco california|terminal illness,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,English,USA,2001,9000,1.85
Stephen Hopkins,99,81,327,Stephen Rea,The Reaping ,37412,960,biblical plague|louisiana|missionary|plague|small town,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,English,USA,2007,253,2.35
Martin Scorsese,112,17000,22000,Robert De Niro,Mean Streets ,67797,23737,bar|catholic guilt|epilepsy|italian american|money,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,English,USA,1973,926,1.85
Penny Marshall,128,545,783,Ed Begley Jr.,Renaissance Man ,13830,3126,army|basic training|reference to shakespeare's hamlet|teacher|u.s. army,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,English,USA,1994,754,1.85
Olivier Megaton,112,118,877,Jordi Mollà,Colombiana ,76498,3432,female in a shower|female nudity|premarital sex|sex scene|woman wearing a miniskirt,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,English,France,2011,738,2.35
Frederik Du Chau,86,7,10000,Gary Oldman,The Magic Sword: Quest for Camelot ,11156,14275,camelot|dragon|excalibur|knight|sword,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,English,USA,1998,908,1.85
Michael Caton-Jones,108,105,22000,Robert De Niro,City by the Sea ,21319,34377,beach|grandson|murder|new york city|police,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,English,USA,2002,11000,2.35
Irwin Winkler,128,34,978,Mira Sorvino,At First Sight ,11232,3821,based on article|blindness|box office flop|massage therapist|regaining sight,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,English,USA,1999,886,1.85
Joseph Kahn,84,33,1000,Dane Cook,Torque ,23747,5039,murder|on the run|security camera|surveillance footage|timebomb,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,English,USA,2004,1000,2.35
Harold Becker,111,17,14000,Al Pacino,City Hall ,16741,17877,drug dealer|mayor|new york city|probation|scandal,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,English,USA,1996,940,1.85
Paul Verhoeven,131,719,16000,Bobbie Phillips,Showgirls ,49874,18913,cult film|lap dance|lap dancing|stripper|striptease,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,English,France,1995,893,2.35
Sofia Coppola,123,0,4000,Kirsten Dunst,Marie Antoinette ,79892,7243,austria|cake|france|queen|versailles,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,English,USA,2006,887,1.85
Barbet Schroeder,101,58,12000,Nicolas Cage,Kiss of Death ,14226,14008,beard|female nudity|police brutality|stripper|woman in lingerie,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,English,USA,1995,975,1.85
Stephen Kay,102,19,13000,Sylvester Stallone,Get Carter ,27305,14463,affair|car crash|enforcer|funeral|murder,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,English,USA,2000,530,2.35
J.A. Bayona,114,171,6000,Naomi Watts,The Impossible ,145270,7099,christmas|resort|thailand|tourist|tsunami,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,English,Spain,2012,382,2.35
Elaine May,107,124,636,Carol Kane,Ishtar ,8692,3374,cia|emir|hotel|map|morocco,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,English,USA,1987,631,1.85
Wes Anderson,87,0,13000,Bill Murray,Fantastic Mr. Fox ,139114,24770,cider|farm|farmer|fox|tale,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,English,USA,2009,11000,1.85
Stephen Herek,103,65,11000,Angelina Jolie Pitt,Life or Something Like It ,19364,12566,football|homeless man|interview|psychic|reporter,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,English,USA,2002,944,2.35
John Carpenter,99,0,782,Richard Epcar,Memoirs of an Invisible Man ,17365,2125,accident|bar|chase|cia|laboratory,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,English,USA,1992,658,2.35
Jean-Pierre Jeunet,122,0,326,Mathieu Kassovitz,Amélie ,534262,809,cheerfulness|female protagonist|garden gnome|magical realism|waitress,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,French,France,2001,326,2.35
Dennie Gordon,91,29,976,Mary-Kate Olsen,New York Minute ,17722,3974,dog|new york city|scholarship|senator|twin,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,English,USA,2004,799,1.85
Charles Shyer,103,14,865,Omar Epps,Alfie ,43442,3639,best friend|commitment|friend|limousine driver|one night stand,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,English,UK,2004,826,1.85
Ken Kwapis,107,42,875,Ted Danson,Big Miracle ,15231,1702,arctic circle|reporter|small town|volunteer|whale,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,English,USA,2012,596,2.35
Ulu Grosbard,106,22,2000,Alexa PenaVega,The Deep End of the Ocean ,10413,4327,basketball|boy|italian|kidnapping a child|reunion,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,English,USA,1999,642,1.85
William Malone,101,37,2000,Natascha McElhone,Feardotcom ,17309,4262,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,English,UK,2002,886,2.35
Paul Weitz,109,80,14000,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,35990,20503,antidote|based on young adult novel|flyer|spider|vampire,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,English,USA,2009,4000,2.35
Paul McGuigan,110,118,11000,Daniel Radcliffe,Victor Frankenstein ,28618,12876,assistant|experiment|frankenstein|medical student|scientist,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,English,USA,2015,1000,2.35
Danny DeVito,89,0,1000,Justin Theroux,Duplex ,46205,3096,christmas|duplex|television|tenant|writer,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,English,USA,2003,627,1.85
Malcolm D. Lee,100,92,1000,Bernie Mac,Soul Men ,7794,4103,band|masturbation|reunion|singer|tribute,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,English,USA,2008,760,2.35
Jerry Jameson,119,5,521,M. Emmet Walsh,Raise the Titanic ,2933,1883,military|mineral|ocean|ship|titanic,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,English,UK,1980,372,2.35
Mic Rodgers,83,7,2000,Michael Jai White,Universal Soldier: The Return ,24216,4024,combat|computer|general|military|reporter,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,English,USA,1999,577,1.85
Christian Alvart,108,22,12000,Norman Reedus,Pandorum ,121432,14127,future|mission|space|spaceship|survival,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,English,Germany,2009,2000,2.35
Gary Fleder,102,39,1000,Gary Dourdan,Impostor ,19986,2664,alien|android|bomb|future|weapon,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,English,USA,2001,1000,1.85
