director_name,duration,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,content_rating,title_year,aspect_ratio
Nick Gomez,96,324,Jamie Lee Curtis,15427192,Comedy|Crime|Mystery,Will Ferrell,11768,Tracey Walter,0,crying woman|plot|suspect|waitress|younger man older woman relationship,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
Woody Allen,88,233,Don Pardo,14792779,Comedy,Mike Starr,24256,Julie Kavner,0,beach|cigarette girl|radio|woman holding a baby|working class,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,USA,PG,1987,1.85
Vic Armstrong,110,734,Lea Thompson,13998282,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,24854,Quinton Aaron,1,bible quote|chaos|faith|riot|shrine,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,USA,PG-13,2014,2.35
Allen Coulter,113,238,Lena Olin,19057024,Drama|Romance,Robert Pattinson,113963,Ruby Jerins,0,binge drinking|new york|new york city|september 11 2001|suicide,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,USA,PG-13,2010,1.85
Clare Kilner,101,258,Alexandra Holden,14108518,Comedy|Drama|Romance,Dylan Baker,8215,Trent Ford,1,best friend|high school|mother|sister|wedding,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,USA,PG-13,2003,1.85
Richard Benjamin,105,384,Alyson Hannigan,13854000,Comedy|Romance|Sci-Fi,Jon Lovitz,21079,Tony Jay,0,alien|earth|female alien|mission|secret,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,USA,PG-13,1988,1.85
Jonathan Demme,125,372,Tom Hanks,77324422,Drama,Denzel Washington,178731,Jason Robards,2,aids|city name in title|gay|homophobia|lawyer,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,USA,PG-13,1993,1.85
Josef Rusnak,100,363,Craig Bierko,15500000,Mystery|Sci-Fi|Thriller,Gretchen Mol,51996,Brad William Henke,0,amnesia|barricade|letter|time|virtual reality,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,Germany,R,1999,2.35
Lance Rivera,97,578,Vincent Pastore,11540112,Comedy,Farrah Fawcett,2385,Jenifer Lewis,1,flatulence|interracial marriage|marriage,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,USA,PG-13,2004,1.85
Ronald Neame,108,316,Karl Malden,,Action|Drama|Sci-Fi|Thriller,Martin Landau,5237,Brian Keith,7,asteroid|meteor|nasa|nuclear weapon|satellite,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,USA,PG,1979,2.35
Bruce Paltrow,112,215,Marian Seldes,4734235,Comedy|Drama|Music,Lochlyn Munro,8217,Huey Lewis,0,convict|karaoke|middle america|salesman|singer,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,USA,R,2000,1.85
Woody Allen,112,642,Debra Messing,4839383,Comedy|Romance,Woody Allen,21613,Treat Williams,0,blind|director|psychosomatic blindness|self deprecating|studio,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85
Adam Rifkin,95,322,Lin Shaye,4193025,Comedy|Music,Natasha Lyonne,30682,Shannon Tweed,0,band|concert|high school|kiss|teenager,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,USA,R,1999,2.35
Russell Mulcahy,110,186,Jon Polito,5900000,Action|Adventure|Fantasy,Christopher Lambert,98629,Celia Imrie,1,combat|head cut off|immortal|scotland|swordsman,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,UK,R,1986,1.85
Susanne Bier,118,295,Omar Benson Miller,2849142,Drama,Alison Lohman,24104,Robin Weigert,1,best friend|dinner|garage|narcotics anonymous|recovery,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,USA,R,2007,2.35
Kenneth Johnson,97,465,Annabeth Gish,1686429,Action|Crime|Sci-Fi,Charles Napier,8687,Hill Harper,1,fight|gang|junkyard|military|soldier,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,USA,PG-13,1997,1.85
James Gray,120,310,Dagmara Dominczyk,1984743,Drama|Romance,Jeremy Renner,20616,Angela Sarafyan,3,immigrant|immigration|magician|money|prostitution,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,USA,R,2013,2.35
James Ivory,135,258,Natasha Richardson,1666262,Drama|History|Romance|War,Vanessa Redgrave,5321,Lynn Redgrave,0,countess|diplomat|japanese|russian|shanghai,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,UK,PG-13,2005,1.66
Danny Boyle,101,888,Spencer Wilding,2319187,Crime|Drama|Mystery|Thriller,Rosario Dawson,92640,Tuppence Middleton,0,amnesia|criminal|heist|hypnotherapy|lost painting,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,UK,R,2013,2.35
Jessy Terrero,92,618,Snoop Dogg,13922211,Comedy,Mo'Nique,18271,Tom Arnold,9,airline|airplane|bathroom|sex|toilet,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,USA,R,2004,1.85
Dany Boon,106,27,Kad Merad,,Comedy|Romance,Dany Boon,30587,Michel Galabru,2,alcohol|alcoholic drink|drunken man|france|provence,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,France,,2008,2.35
Vicente Amorim,92,227,Jodie Whittaker,23091,Drama|Romance|War,Viggo Mortensen,5664,Steven Mackintosh,1,censorship|children|corpse|heil hitler|suffering,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,UK,R,2008,2.35
Gaspar Noé,161,116,Emily Alyn Lind,336467,Drama|Fantasy,Paz de la Huerta,45449,Olly Alexander,0,drug deal|drugs|explicit sex|love|stripper,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,France,Not Rated,2009,2.35
Amy Heckerling,92,613,Justin Kirk,2964,Comedy|Horror|Romance,Taylor Negron,7444,Ivan Sergei,2,murder|new york city|one word title|vampire|vampire slayer,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,USA,PG-13,2012,1.78
Lasse Hallström,93,805,Sarah Roemer,,Drama|Family,Cary-Hiroyuki Tagawa,155249,Joan Allen,0,dog|human animal relationship|japanese|loyalty|waiting,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,USA,G,2009,1.85
Jérôme Salle,110,44,Tanya van Graan,,Crime|Drama|Thriller,Orlando Bloom,12817,Conrad Kemp,0,apartheid|corpse|male nudity|murder|police officer,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,France,R,2013,2.35
Tommy Lee Jones,122,567,Tim Blake Nelson,2428883,Drama|Western,Barry Corbin,21370,Miranda Otto,1,abusive marriage|pastor|prison wagon|roast pig|suicide by hanging,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,USA,R,2014,2.35
Jesse Vaughan,91,574,Jenifer Lewis,13571817,Comedy|Drama|Romance|Sport,Vivica A. Fox,5312,Kevin Pollak,3,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85
,45,15,Trond Fausa,,Comedy|Crime|Drama,Steven Van Zandt,19164,Tommy Karlsen,0,mafia|mob|norway|steve|van,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,Norway,TV-MA,,16.0
Atom Egoyan,115,125,Marie-Josée Croze,1554566,Drama|War,David Alpay,8624,Charles Aznavour,1,armenian|armenian genocide|customs agent|genocide|prayer,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,Canada,R,2002,1.66
William Bindley,94,518,Jake Lloyd,508867,Drama|Sport,Bruce Dern,1033,William Shockley,0,boat racing|hydroplane|loyalty|one word title|scolding,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,USA,PG,2001,2.35
Wayne Beach,93,922,LL Cool J,1181197,Drama|Mystery|Thriller,Mekhi Phifer,3299,Fisher Stevens,0,district attorney|interview|murder|prosecutor|reporter,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,USA,R,2005,1.85
Gérard Krawczyk,94,17,Ryôko Hirosue,81525,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,29392,Michel Muller,1,french|inheritance|japan|letter|police detective hero,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,France,R,2001,2.35
James Gunn,95,102,Gregg Henry,7774730,Comedy|Horror|Sci-Fi,Dustin Milligan,61912,Tania Saulnier,0,alien|b movie|sex|slug|small town,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,Canada,R,2006,1.85
Martin Brest,105,383,Ronny Cox,234760500,Action|Comedy|Crime,Judge Reinhold,126464,James Russo,1,drug dealer|drugs|murder|police brutality|police shootout,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,USA,R,1984,1.85
Chris Columbus,103,925,Devin Ratray,285761243,Comedy|Family,Macaulay Culkin,311075,Catherine O'Hara,5,airport|child protagonist|child swearing|christmas|home alone,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,USA,PG,1990,1.85
Leonard Nimoy,102,801,Ted Danson,167780960,Comedy|Drama|Family,Tom Selleck,36918,Steve Guttenberg,4,1980s|baby|heroin|package|questioned by police,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,USA,PG,1987,1.85
Sydney Pollack,116,481,Sydney Pollack,177200000,Comedy|Drama|Romance,Bill Murray,77366,Teri Garr,1,actor|actress|friend|love|reputation,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,USA,PG,1982,2.35
Tony Scott,110,555,Tom Skerritt,176781728,Action|Drama|Romance,Tom Cruise,219171,Adrian Pasdar,2,flying|gay subtext|machismo|male objectification|pilot,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,USA,PG,1986,1.33
Ang Lee,120,5,Pei-Pei Cheng,128067808,Action|Drama|Romance,Chen Chang,217740,Sihung Lung,3,bare midriff|china|magical realism|martial arts|sword,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,Taiwan,PG-13,2000,2.35
Sam Mendes,122,158,Peter Gallagher,130058047,Drama,Kevin Spacey,822500,Ara Celi,0,domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,USA,R,1999,2.35
Tom Hooper,118,520,Jennifer Ehle,138795342,Biography|Drama|History|Romance,Colin Firth,503631,Derek Jacobi,0,king|king george vi|speech|speech therapist|throne,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,UK,R,2010,1.85
Ivan Reitman,107,247,Tony Jay,111936400,Comedy|Crime,Kelly Preston,87538,Hugh O'Brian,1,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,USA,PG,1988,1.85
,45,260,Bobby Campo,,Crime|Drama|Horror|Mystery|Thriller,Bex Taylor-Klaus,18058,Jason Wiles,0,generation y|millennial generation|murder|teenage girl|throat slitting,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,USA,TV-14,,16.0
Udayan Prasad,102,882,Eddie Redmayne,317040,Drama|Romance,Kristen Stewart,6723,William Hurt,1,louisiana|overalls|road trip|southern u.s.|teenage boy,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,USA,PG-13,2008,2.35
Steven Spielberg,154,271,Rae Dawn Chong,94175854,Drama,Oprah Winfrey,60988,Dana Ivey,0,book strap|girl|racial discrimination|racial tension|stereotype,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,USA,PG-13,1985,1.85
JK Youn,103,13,Ji-won Ha,,Action|Comedy|Drama|Thriller,Nicole Dionne,2659,Kyung-gu Sol,2,korea|lifeguard|single father|tears|tsunami,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,South Korea,R,2009,2.35
Timur Bekmambetov,141,635,Ayelet Zurer,,Adventure|Drama|History,Morgan Freeman,62,Moises Arias,2,chariot race|epic|false accusation|jerusalem|slave,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,USA,PG-13,2016,2.35
Morten Tyldum,114,305,Rory Kinnear,91121452,Biography|Drama|Thriller|War,Benedict Cumberbatch,467613,Allen Leech,1,crossword puzzle|cryptography|enigma code|gay lead character|world war two,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,UK,PG-13,2014,2.35
Howard Zieff,109,271,Albert Brooks,69800000,Comedy|War,Eileen Brennan,18140,Alan Oppenheimer,1,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,USA,R,1980,1.85
Michael Apted,124,572,Beverly D'Angelo,79900000,Biography|Drama|Music|Musical,Sissy Spacek,12974,Levon Helm,0,country music|kissing while having sex|poverty|singer|title based on song,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,USA,PG,1980,1.85
Thor Freudenthal,94,569,Zachary Gordon,64001297,Comedy|Family,Chloë Grace Moretz,32002,Rachael Harris,1,cheese|diary|friend|middle school|school,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,USA,PG,2010,1.85
Andrés Muschietti,100,250,Megan Charpentier,71588220,Fantasy|Horror,Javier Botet,134869,Isabelle Nélisse,1,aunt|children|death of sister|forest|hiding in a closet,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,Canada,PG-13,2013,1.85
John Carpenter,101,598,Donald Pleasence,47000000,Horror|Thriller,Jamie Lee Curtis,157857,P.J. Soles,0,halloween|masked killer|michael myers|slasher|trick or treat,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,USA,R,1978,2.35
Harold Ramis,98,624,Randy Quaid,61400000,Adventure|Comedy,Beverly D'Angelo,71183,Jane Krakowski,1,amusement park|dog|family vacation|national lampoon series|vacation,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,USA,R,1983,1.85
Jeff Tremaine,102,27,Georgina Cates,101978840,Comedy,Jackson Nicoll,77724,Grasie Mercedes,0,child beauty pageant|grandson|hidden camera|jackass|road trip,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,USA,R,2013,1.85
Stephen Frears,94,39,Sylvia Syms,56437947,Biography|Drama,Roger Allam,85333,Alex Jennings,0,monarchy|prime minister|princess diana|queen|speech,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,UK,PG-13,2006,1.85
Tim Burton,92,217,Jeffrey Jones,73326666,Comedy|Fantasy,Catherine O'Hara,189413,Glenn Shadix,3,attic|ghost|surrealism|teenage girl|yuppie,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,USA,PG,1988,1.85
Tyler Perry,113,607,Tasha Smith,55184721,Comedy|Drama,Michael Jai White,9811,Lamman Rucker,8,marriage|overweight|psychologist|secret|work,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,USA,PG-13,2007,1.85
Gillian Armstrong,115,902,Kirsten Dunst,50003300,Drama|Family|Romance,Christian Bale,36624,Eric Stoltz,4,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,USA,PG,1994,1.85
James Watkins,95,259,Roger Allam,54322273,Drama|Fantasy|Horror|Thriller,Daniel Radcliffe,139749,Jessica Raine,0,afterlife|baby boy|bird in a cage|ghost|reunited family,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,UK,PG-13,2012,2.35
Simon West,87,383,Tessa Thompson,47860214,Horror|Thriller,Madeline Carroll,34711,Brian Geraghty,0,babysitting|cell phone|high school|nightmare|teenager,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,USA,PG-13,2006,2.35
Shawn Levy,88,799,Donald Faison,47811275,Adventure|Comedy|Family,Frankie Muniz,29008,Lee Majors,1,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,USA,PG,2002,1.85
Michael Cimino,183,652,Meryl Streep,,Drama|War,Robert De Niro,232577,John Savage,2,escape|friend|party|pittsburgh steelers|vietnam,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,UK,R,1978,2.35
Barry Levinson,97,957,Kirsten Dunst,43022524,Comedy|Drama,Robert De Niro,67604,John Michael Higgins,0,death|election|hollywood|president|scandal,http://www.imdb.com/title/tt0120885/?ref_=fn_tt_tt_1,USA,R,1997,1.85
Jim Fall,94,566,Adam Lamberg,42672630,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,27580,Alex Borstein,1,best friend|roma|singer|spaghetti|teenager,http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1,USA,PG,2003,2.35
Ric Roman Waugh,112,874,Harold Perrineau,42919096,Action|Drama|Thriller,Dwayne Johnson,64747,Nadine Velazquez,1,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,USA,PG-13,2013,2.35
Michael Dougherty,98,562,Conchata Ferrell,42592530,Comedy|Fantasy|Horror,Adam Scott,29867,Allison Tolman,0,christmas|german|holiday|krampus|santa claus,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,USA,PG-13,2015,2.35
Robert Rodriguez,104,1000,Salma Hayek,40064955,Horror|Mystery|Sci-Fi,Jordana Brewster,92074,Clea DuVall,1,alien|high school|ohio|photographer|water,http://www.imdb.com/title/tt0133751/?ref_=fn_tt_tt_1,USA,R,1998,1.85
Brian Gibson,118,2,Virginia Capers,39100956,Biography|Drama|Music,Rae'Ven Kelly,13442,Dororthy Thorton,0,abusive husband|love|singer|tina turner|violence,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1,USA,R,1993,1.85
James Mangold,120,1000,Sylvester Stallone,44886089,Crime|Drama|Thriller,Robert De Niro,69576,Janeane Garofalo,3,corruption|faked death|falling off a roof|internal affairs|nypd,http://www.imdb.com/title/tt0118887/?ref_=fn_tt_tt_1,USA,R,1997,1.85
Joel Gallen,99,971,JoAnna Garcia Swisher,37882551,Comedy,Chris Evans,80305,Mia Kirshner,0,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,http://www.imdb.com/title/tt0277371/?ref_=fn_tt_tt_1,USA,R,2001,1.85
David Ayer,109,953,Anna Kendrick,40983001,Crime|Drama|Thriller,Jake Gyllenhaal,181025,America Ferrera,2,lapd|police|police officer|south central los angeles|street gang,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,USA,R,2012,1.85
Cameron Crowe,105,13000,Bradley Cooper,20991497,Comedy|Drama|Romance,Emma Stone,39782,Bill Murray,1,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,USA,PG-13,2015,1.85
Rob Cohen,106,883,Leslie Bibb,35007180,Action|Crime|Drama|Thriller,Paul Walker,26846,William Petersen,0,college|friend|ivy league|secret society|suicide,http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
James Marsh,123,149,Emily Watson,35887263,Biography|Drama|Romance,Eddie Redmayne,265507,Simon McBurney,0,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,UK,PG-13,2014,2.35
John Whitesell,86,685,Regina Hall,34308901,Comedy|Crime,Greg Grunberg,15939,Blair Underwood,3,los angeles california|person in car trunk|racial impersonation|south asian|street gang,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,USA,PG-13,2003,2.35
Matt Williams,120,944,James Frain,33771174,Comedy|Drama|Romance,Natalie Portman,27044,Stockard Channing,2,birth|oklahoma|photographer|tennessee|wal mart,http://www.imdb.com/title/tt0198021/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
David Lean,227,87,José Ferrer,6000000,Adventure|Biography|Drama|History|War,Claude Rains,192775,Jack Hawkins,8,arab|british military|desert|ottoman empire|t.e. lawrence,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,UK,PG,1962,2.2
Rob Zombie,119,593,Tyler Mane,33386128,Horror,Scout Taylor-Compton,36372,Margot Kidder,0,halloween|hospital|michael myers|rampage|vomiting,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,USA,R,2009,1.85
Jean-Marc Vallée,115,612,Kevin Rankin,37877959,Adventure|Biography|Drama,Michiel Huisman,86664,Gaby Hoffmann,1,female protagonist|grief|hiking|loss of mother|mother daughter relationship,http://www.imdb.com/title/tt2305051/?ref_=fn_tt_tt_1,USA,R,2014,2.35
Dennis Iliadis,114,616,Monica Potter,32721635,Crime|Horror|Thriller,Tony Goldwyn,67822,Martha MacIsaac,0,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,USA,R,2009,1.85
Clare Kilner,90,458,Debra Messing,31585300,Comedy|Romance,Jack Davenport,38248,Holland Taylor,0,chick flick|escort|male escort|wedding|wedding date,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,USA,PG-13,2005,1.85
Rick Rosenthal,94,731,Thomas Ian Nicholas,30259652,Comedy|Horror|Thriller,Jamie Lee Curtis,26905,Bianca Kajlich,5,cult film|halloween|killer|michael myers|serial killer,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,USA,R,2002,2.35
Louis Leterrier,106,850,Jason Flemyng,163192114,Action|Adventure|Fantasy,Liam Neeson,229687,Alexa Davalos,0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,USA,PG-13,2010,2.35
Rob Reiner,98,594,Carol Kane,30857814,Adventure|Family|Fantasy|Romance,Robin Wright,294163,André the Giant,0,fairy tale|giant|pirate|princess|true love,http://www.imdb.com/title/tt0093779/?ref_=fn_tt_tt_1,USA,PG,1987,1.85
Denzel Washington,126,697,Jurnee Smollett-Bell,30226144,Biography|Drama,Denzel Washington,47626,John Heard,1,college|debate|student|texas|wiley college,http://www.imdb.com/title/tt0427309/?ref_=fn_tt_tt_1,USA,PG-13,2007,2.35
Nicolas Winding Refn,100,228,Albert Brooks,35054909,Crime|Drama,Ryan Gosling,431578,Russ Tamblyn,0,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,USA,R,2011,2.35
Sara Sugarman,89,231,Carol Kane,29302097,Comedy|Family|Music|Romance,Adam Garcia,23408,Glenne Headly,8,band|friend|new york city|suburb|teenager,http://www.imdb.com/title/tt0361467/?ref_=fn_tt_tt_1,Germany,PG,2004,1.85
Nicholas Hytner,111,106,Tim Daly,29106737,Comedy|Drama|Romance,Liam Aiken,15582,Kali Rocha,0,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,USA,R,1998,1.85
Juan Carlos Fresnadillo,100,306,Harold Perrineau,28637507,Drama|Horror|Sci-Fi,Jeremy Renner,212167,Catherine McCormack,1,paris france|rage|sniper|u.s. army|zombie apocalypse,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,UK,R,2007,1.85
Thomas Carter,115,100,Matthew Daddario,30127963,Drama|Family|Sport,Jessie T. Usher,12596,Ser'Darius Blain,0,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1,USA,PG,2014,1.85
Wayne Wang,106,649,Luke Benward,32645546,Comedy|Drama|Family,Cicely Tyson,8427,Eva Marie Saint,5,10 year old|dog|florida|girl|supermarket,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,USA,PG,2005,1.85
Gina Prince-Bythewood,124,865,Sanaa Lathan,27441122,Drama|Romance|Sport,Alfre Woodard,14322,Omar Epps,0,basketball movie|female basketball player|high school|nba|title directed by female,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,USA,PG-13,2000,1.85
George Armitage,107,141,Michael Cudlitz,28014536,Action|Comedy|Crime|Romance|Thriller,Minnie Driver,73347,Mitchell Ryan,1,assassin|high school|high school reunion|reunion|suburb,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,USA,R,1997,1.85
Phil Traill,99,628,Katy Mixon,33860010,Comedy|Romance,Bradley Cooper,33088,Beth Grant,3,blind date|crossword puzzle|eccentric|fall|mine shaft,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,USA,PG-13,2009,1.85
Joe Berlinger,90,162,Erica Leerhsen,26421314,Adventure|Fantasy|Horror|Mystery|Thriller,Kim Director,28964,Kurt Loder,0,convenience store|digit in title|punctuation in title|violence|witch,http://www.imdb.com/title/tt0229260/?ref_=fn_tt_tt_1,USA,R,2000,1.85
Andrew Fleming,101,266,Rachel True,24881000,Drama|Fantasy|Horror|Thriller,Christine Taylor,57140,Brenda Strong,0,coven|occult|outcast|spell|witch,http://www.imdb.com/title/tt0115963/?ref_=fn_tt_tt_1,USA,R,1996,1.85
Woody Allen,119,400,Mark Gatiss,23089926,Drama|Romance|Thriller,Scarlett Johansson,166269,Penelope Wilton,3,extramarital affair|infidelity|irony of fate|surprise ending|tennis,http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1,UK,R,2005,1.85
Elizabeth Allen Rosenbaum,103,125,Hutch Dano,26161406,Adventure|Comedy|Family|Fantasy,Sierra McCormick,13874,Jason Spevack,2,aunt|cat|death of pet|girl|no opening credits,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,USA,G,2010,2.35
James Ivory,134,258,Peter Vaughan,22954968,Drama|Romance,Anthony Hopkins,45703,Ben Chaplin,1,butler|housekeeper|manor|servant|service,http://www.imdb.com/title/tt0107943/?ref_=fn_tt_tt_1,UK,PG,1993,2.35
Paul Thomas Anderson,155,170,Nicole Ari Parker,26384919,Drama,Don Cheadle,189032,Nina Hartley,15,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,http://www.imdb.com/title/tt0118749/?ref_=fn_tt_tt_1,USA,R,1997,2.35
Robert Harmon,94,232,Rosanna Arquette,22189039,Action|Crime|Drama|Romance|Thriller,Kieran Culkin,17074,Joss Ackland,0,business|escaped convict|farm|motorcycle|widow,http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1,USA,R,1993,1.85
Michael Mayer,95,461,Danny Pino,20998709,Adventure|Drama|Family,Alison Lohman,6095,Tim McGraw,0,father son relationship|horse|horse ranch|ranch|wild mustang,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,USA,PG,2006,2.35
Martin Weisz,89,399,Daniella Alonso,20801344,Horror,Jeff Kober,49721,Jacob Vargas,0,desert|fight|hill|murder|mutant,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,USA,R,2007,2.35
John Ottman,97,579,Joey Lawrence,21468807,Horror|Mystery|Thriller,Loretta Devine,13048,Jacinda Barrett,2,film set|movie set|sequel|slow motion|urban legend,http://www.imdb.com/title/tt0192731/?ref_=fn_tt_tt_1,USA,R,2000,2.35
Jay Russell,90,613,Sissy Spacek,19158074,Drama|Family|Fantasy|Romance,William Hurt,17983,Jonathan Jackson,2,fountain of youth|immortality|secret|woods|young man,http://www.imdb.com/title/tt0283084/?ref_=fn_tt_tt_1,USA,PG,2002,2.35
John Bonito,92,129,Firass Dirani,18843314,Action|Drama|Thriller,Kelly Carlson,27486,Drew Powell,1,beating|marine|muscleman|tied up|tough guy,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,USA,PG-13,2006,1.85
