director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,imdb_score,movie_facebook_likes
Wes Craven,160,107,0,Emily Meade,14637490,Horror|Mystery|Thriller,Frank Grillo,My Soul to Take ,Zena Grey,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,English,USA,4.8,0
J.A. Bayona,300,105,171,Belén Rueda,7159147,Drama|Mystery|Thriller,Geraldine Chaplin,The Orphanage ,Fernando Cayo,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,308,Spanish,Spain,7.5,11000
Michael Tiddes,69,86,89,Essence Atkins,17314483,Comedy|Fantasy,Ashley Rickards,A Haunted House 2 ,Gabriel Iglesias,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,48,English,USA,4.7,0
Roger Avary,143,110,675,Faye Dunaway,6525762,Comedy|Drama|Romance,Ian Somerhalder,The Rules of Attraction ,Clifton Collins Jr.,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,425,English,USA,6.7,0
Alfred Hitchcock,50,127,13000,John Vernon,,Drama|Thriller,Roscoe Lee Browne,Topaz ,Philippe Noiret,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,89,English,USA,6.3,414
Bob Odenkirk,46,90,0,Chi McBride,4613815,Comedy|Crime,Dylan Baker,Let's Go to Prison ,Amy Hill,http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1,58,English,USA,6.0,931
Allison Anders,51,110,99,Alicia Witt,4301331,Comedy|Fantasy,Salma Hayek,Four Rooms ,Lili Taylor,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,177,English,USA,6.7,0
Steven Shainberg,163,104,30,Stephen McHattie,4046737,Comedy|Drama|Romance,Jeremy Davies,Secretary ,Lesley Ann Warren,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,390,English,USA,7.1,15000
Rick de Oliveira,52,96,2,Alan Taylor,3713002,Documentary,Laura Ramsey,The Real Cancun ,Benjamin Fletcher,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,62,English,USA,2.7,131
Oliver Stone,40,110,0,Zach Grenier,3468572,Drama,Michael Wincott,Talk Radio ,Bill Johnson,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,78,English,USA,7.3,816
Christopher Guest,50,84,378,Fred Willard,2892582,Comedy,Catherine O'Hara,Waiting for Guffman ,Larry Miller,http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1,202,English,USA,7.6,0
Jeff Franklin,45,94,24,Tyra Banks,2800000,Comedy,Ivana Milicevic,Love Stinks ,Bridgette Wilson-Sampras,http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,85,English,USA,5.8,309
John Dahl,121,93,131,Aaron Hughes,2426851,Comedy|Crime|Romance|Thriller,Philip Baker Hall,You Kill Me ,Jayne Eastwood,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,76,English,USA,6.5,830
Mike Mills,114,96,101,Lou Taylor Pucci,1325073,Comedy|Drama,Kelli Garner,Thumbsucker ,Nancy O'Dell,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,91,English,USA,6.6,708
Kevin Smith,270,88,0,Michael Angarano,,Action|Crime|Horror|Thriller,Anna Gunn,Red State ,Stephen Root,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,287,English,USA,6.2,16000
Dave McKean,116,101,21,Gina McKee,864959,Adventure|Fantasy,Stephanie Leonidas,Mirrormask ,Rob Brydon,http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1,151,English,UK,6.9,0
Ron Fricke,115,102,330,Balinese Tari Legong Dancers,2601847,Documentary|Music,Collin Alfredo St. Dic,Samsara ,Puti Sri Candra Dewi,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,69,None,USA,8.5,26000
Ruggero Deodato,15,87,101,Eva LaRue,800000,Adventure|Fantasy,Michael Berryman,The Barbarians ,Richard Lynch,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,35,English,USA,4.8,550
Gavin Wiesen,122,83,19,Blair Underwood,1429260,Drama|Romance,Michael Angarano,The Art of Getting By ,Rita Wilson,http://www.imdb.com/title/tt1645080/?ref_=fn_tt_tt_1,71,English,USA,6.6,0
Mora Stephens,35,103,5,Alexandra Breckenridge,,Drama|Thriller,Ray Winstone,Zipper ,Elena Satine,http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1,20,English,USA,5.7,987
Mars Callahan,41,99,60,Ricky Schroder,562059,Drama|Thriller,Chazz Palminteri,Poolhall Junkies ,Ernie Reyes Jr.,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,113,English,USA,7.0,872
Mike Figgis,31,106,81,Saffron Burrows,399793,Drama,Kelly Macdonald,The Loss of Sexual Innocence ,Julian Sands,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,70,English,USA,5.4,111
Leos Carax,332,115,227,Leos Carax,,Drama|Fantasy,Kylie Minogue,Holy Motors ,Denis Lavant,http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1,110,French,France,7.1,12000
David Gordon Green,232,117,234,Tye Sheridan,371897,Drama,Nicolas Cage,Joe ,Ronnie Gene Blevins,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,118,English,USA,6.9,11000
Stefan Schwartz,43,99,13,Dan Futterman,302204,Comedy|Crime|Romance,Peter McNamara,Shooting Fish ,Ralph Ineson,http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1,53,English,UK,6.6,167
Renny Harlin,68,102,212,Lane Smith,354704,Crime|Drama|Horror|Thriller,Viggo Mortensen,Prison ,Hal Landon Jr.,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1,38,English,USA,5.9,314
Robert Lee King,51,85,0,Kathleen Robertson,265107,Comedy|Horror|Mystery,Lauren Ambrose,Psycho Beach Party ,Beth Broderick,http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1,93,English,Australia,6.3,614
Kevin Allen,33,86,8,Frances Fisher,185577,Comedy,Craig Ferguson,The Big Tease ,Mary McCormack,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,31,English,UK,6.3,182
Jorge Ramírez Suárez,26,120,45,Adriana Barraza,100412,Drama,Hector Kotsifakis,Buen Día, Ramón ,Arcelia Ramírez,http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1,7,German,Mexico,7.7,0
David Schwimmer,109,106,0,Jordan Trovillion,58214,Crime|Drama|Thriller,Noah Emmerich,Trust ,Zoe Levin,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,137,English,USA,7.0,10000
Barry Levinson,34,103,272,Brían F. O'Byrne,75078,Comedy,Anna Friel,An Everlasting Piece ,Pauline McLynn,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,26,English,USA,6.3,132
Sam Miller,31,93,12,Alan Williams,64359,Comedy|Romance,Rachel Griffiths,Among Giants ,Rob Jarvis,http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1,26,English,UK,5.9,108
Anne Fontaine,141,112,105,Naomi Watts,317125,Drama|Romance,Robin Wright,Adore ,Ben Mendelsohn,http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1,87,English,Australia,6.2,0
Dan Ireland,19,100,137,Danny Arroyo,,Comedy|Drama|Romance,Salma Hayek,The Velocity of Gary ,Olivia d'Abo,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1,40,English,USA,5.0,98
Fernando León de Aranoa,64,113,58,Enrique Villén,146402,Comedy|Drama,Luis Tosar,Mondays in the Sun ,Aida Folch,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,38,Spanish,Spain,7.7,0
Jim Mickle,215,98,53,Michael Cerveris,18469,Drama|Horror|Sci-Fi,Connor Paolo,Stake Land ,Nick Damici,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1,141,English,USA,6.5,0
,5,23,,Tiffany Thornton,,Comedy|Family|Romance,Doug Brochu,Sonny with a Chance             ,Brandon Mychal Smith,http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1,47,English,USA,6.1,325
Stephen Kay,12,92,19,Marg Helgenberger,12836,Biography|Drama,Keanu Reeves,The Last Time I Committed Suicide ,Gretchen Mol,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,28,English,USA,5.8,161
Karim Aïnouz,70,106,19,Clemens Schick,20262,Drama,Wagner Moura,Futuro Beach ,Jesuíta Barbosa,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,10,Portuguese,Brazil,6.1,278
Sam Levinson,46,119,8,Ezra Miller,,Comedy|Drama,George Kennedy,Another Happy Day ,Demi Moore,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,42,English,USA,6.0,798
Julian Gilbey,135,99,7,Eamonn Walker,,Action|Adventure|Crime|Thriller,Ed Speleers,A Lonely Place to Die ,Sean Harris,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,97,English,UK,6.3,0
Vincenzo Natali,38,90,165,Angelo Tsarouchas,,Comedy|Fantasy,David Hewlett,Nothing ,Marie-Josée Croze,http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1,50,English,Canada,6.3,688
Aleksandr Veledinskiy,8,120,0,Elena Lyadova,,Adventure|Drama,Konstantin Khabenskiy,The Geographer Drank His Globe Away ,Eugenia Khirivskaya,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,3,Russian,Russia,7.5,282
Peter H. Hunt,34,168,0,Ken Howard,,Drama|Family|History|Musical,Blythe Danner,1776 ,Howard Caine,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,129,English,USA,7.6,0
Ruba Nadda,36,93,55,Bonnie Lee Bouman,4063,Drama|Mystery|Romance|Thriller,Saad Siddiqui,Inescapable ,Fadia Nadda,http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1,20,English,Canada,5.2,657
Howard Hughes,35,96,177,Marian Marsh,,Drama|War,Jean Harlow,Hell's Angels ,James Hall,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1,53,English,USA,7.8,279
Edward Burns,6,103,0,Rosemarie DeWitt,,Comedy|Drama|Romance,Debra Messing,Purple Violets ,Peter Jacobson,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1,19,English,USA,6.6,296
Phil Joanou,39,93,21,Shannon Woodward,,Horror,Lily Rabe,The Veil ,Kira McLean,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,29,English,USA,4.7,0
Sean Byrne,182,84,18,Jessica McNamee,,Horror|Thriller,Robin McLeavy,The Loved Ones ,Victoria Thaine,http://www.imdb.com/title/tt1316536/?ref_=fn_tt_tt_1,104,English,Australia,6.7,0
Chris Stokes,14,81,548,Rachel Sterling,,Horror,Kristen Quintrall,No Vacancy ,Black Thomas,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,21,English,USA,4.2,531
Mark Griffiths,3,84,4,Gina Holden,,Comedy|Romance,Eric Mabius,How to Fall in Love ,Brooke D'Orsay,http://www.imdb.com/title/tt2395247/?ref_=fn_tt_tt_1,4,English,USA,6.3,170
Bruce Macdonald,3,94,103,Cheryl Ladd,,Adventure|Biography|Drama|Romance,Rachel Hendrix,The Perfect Wave ,Diana Vickers,http://www.imdb.com/title/tt2414822/?ref_=fn_tt_tt_1,15,English,South Africa,4.7,365
Timur Bekmambetov,1,141,335,Ayelet Zurer,,Adventure|Drama|History,Morgan Freeman,Ben-Hur ,Moises Arias,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,English,USA,6.0,0
Fred Zinnemann,62,120,160,Susannah York,,Biography|Drama|History,Robert Shaw,A Man for All Seasons ,Paul Scofield,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,167,English,UK,7.9,2000
Sidney Lumet,161,121,0,Faye Dunaway,,Drama|Romance,Robert Duvall,Network ,William Holden,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,317,English,USA,8.1,17000
Victor Fleming,157,226,149,George Reeves,198655278,Drama|History|Romance|War,Hattie McDaniel,Gone with the Wind ,Thomas Mitchell,http://www.imdb.com/title/tt0031381/?ref_=fn_tt_tt_1,706,English,USA,8.2,16000
Richard Raymond,31,104,10,Reece Ritchie,143653,Biography|Drama,Tom Cullen,Desert Dancer ,Marama Corlett,http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1,10,English,UK,6.0,0
Sam Peckinpah,53,152,541,Slim Pickens,14873,Adventure|War|Western,James Coburn,Major Dundee ,Warren Oates,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1,67,English,USA,6.8,251
Alan Jacobs,1,92,2,Laz Alonso,,Drama,Snoop Dogg,Down for Life ,Nicholas Gonzalez,http://www.imdb.com/title/tt1056477/?ref_=fn_tt_tt_1,6,English,USA,7.3,237
George Sidney,21,107,24,Howard Keel,8000000,Biography|Comedy|Musical|Romance|Western,Keenan Wynn,Annie Get Your Gun ,Betty Hutton,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,90,English,USA,7.0,456
Christopher Morris,246,97,69,Riz Ahmed,304137,Comedy|Crime|Drama,Kayvan Novak,Four Lions ,Alex Macqueen,http://www.imdb.com/title/tt1341167/?ref_=fn_tt_tt_1,148,English,UK,7.3,17000
Andrucha Waddington,42,115,6,Seu Jorge,,Drama,Fernanda Montenegro,House of Sand ,Fernanda Torres,http://www.imdb.com/title/tt0373747/?ref_=fn_tt_tt_1,35,Portuguese,Brazil,7.5,385
Peter Stebbings,78,95,89,Tony Nappo,37606,Comedy|Crime|Drama,Michael Kelly,Defendor ,Charlotte Sullivan,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1,90,English,Canada,6.8,0
Vincente Minnelli,41,102,136,Reginald Owen,2956000,Adventure|Comedy|Musical|Romance,Gladys Cooper,The Pirate ,Ellen Ross,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1,54,English,USA,7.1,359
Dagur Kári,61,99,29,Susan Blommaert,19959,Drama,Alice Olivia Clarke,The Good Heart ,Stephen Henderson,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1,14,English,Iceland,6.9,0
Nicholas Hytner,112,109,13,Russell Tovey,2706659,Comedy|Drama,Dominic Cooper,The History Boys ,James Corden,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,172,English,UK,6.9,0
Jaume Collet-Serra,349,113,174,Frank Langella,61094903,Action|Mystery|Thriller,Liam Neeson,Unknown ,Aidan Quinn,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,332,English,UK,6.9,29000
,55,25,,Jamie Farr,,Comedy|Drama|War,David Ogden Stiers,M*A*S*H             ,Mike Farrell,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,147,English,USA,8.4,0
John Schlesinger,88,113,154,Barnard Hughes,,Drama,Brenda Vaccaro,Midnight Cowboy ,John McGiver,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,334,English,USA,7.9,0
Peter Cattaneo,122,91,11,Mark Addy,45857453,Comedy|Drama|Music,Tom Wilkinson,The Full Monty ,Lesley Sharp,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,English,UK,7.2,0
Jim Abrahams,134,88,104,Lloyd Bridges,83400000,Comedy,Peter Graves,Airplane! ,Barbara Billingsley,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,427,English,USA,7.8,16000
Kevin Carraway,11,88,2,Max Ryan,,Action|Thriller,Michael Jai White,Chain of Command ,Jon Osbeck,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,14,English,USA,3.5,358
F. Gary Gray,20,97,473,John Witherspoon,27900000,Comedy|Drama,Nia Long,Friday ,Tony Cox,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,157,English,USA,7.3,8000
Albert Hughes,28,97,117,Larenz Tate,27900000,Crime|Drama|Thriller,Jada Pinkett Smith,Menace II Society ,Khandi Alexander,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,96,English,USA,7.5,0
,22,42,,Gabourey Sidibe,,Drama|Music,Ta'Rhonda Jones,Empire             ,Malik Yoba,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1,92,English,USA,7.8,14000
Michael Gornick,95,85,10,Holt McCallany,14000000,Comedy|Fantasy|Horror|Thriller,George Kennedy,Creepshow 2 ,Dorothy Lamour,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,118,English,USA,6.0,1000
Sam Peckinpah,31,121,541,Jason Robards,,Comedy|Drama|Romance|Western,Slim Pickens,The Ballad of Cable Hogue ,L.Q. Jones,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,62,English,USA,7.3,357
Richard Brooks,79,134,174,Robert Blake,,Biography|Crime|Drama|History,John Forsythe,In Cold Blood ,Will Geer,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1,128,English,USA,8.0,0
Fred Zinnemann,25,149,160,Peter Finch,,Drama,Colleen Dewhurst,The Nun's Story ,Beatrice Straight,http://www.imdb.com/title/tt0053131/?ref_=fn_tt_tt_1,83,English,USA,7.6,930
Jack Smight,22,121,22,Robert Wagner,,Action|Crime|Drama|Mystery|Thriller,Janet Leigh,Harper ,Shelley Winters,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,74,English,USA,7.0,470
Alfred Hitchcock,110,116,13000,Jean Marsh,,Thriller,Bernard Cribbins,Frenzy ,Clive Swift,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,199,English,UK,7.5,0
Robert Eggers,425,92,22,Kate Dickie,25138292,Horror|Mystery,Julian Richings,The Witch ,Ralph Ineson,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,452,English,USA,6.8,43000
Michael Martin,19,93,0,Master P,10305534,Comedy,Joe Estevez,I Got the Hook Up ,Anthony Johnson,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,38,English,USA,3.9,280
Edward Burns,43,96,0,Frank Vincent,9449219,Comedy|Drama|Romance,John Mahoney,She's the One ,Michael McGlone,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,98,English,USA,6.1,453
Bill Condon,127,105,386,Lynn Redgrave,6390032,Biography|Drama,Brendan Fraser,Gods and Monsters ,Kevin J. O'Connor,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,229,English,USA,7.5,0
Juan José Campanella,262,129,195,Soledad Villamil,20167424,Drama|Mystery|Thriller,Ricardo Darín,The Secret in Their Eyes ,Guillermo Francella,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,231,Spanish,Argentina,8.2,33000
George A. Romero,184,87,0,John Amplas,,Horror,Greg Nicotero,Day of the Dead ,Joseph Pilato,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,419,English,USA,7.2,3000
Gideon Raff,33,94,47,Gloria Votsis,,Horror|Thriller,Gideon Emery,Train ,Derek Magyar,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1,52,English,USA,4.8,804
Sam Raimi,252,37,0,Dan Hicks,5923044,Comedy|Fantasy|Horror|Thriller,Ted Raimi,Evil Dead II ,Kassie Wesley DePaiva,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,537,English,USA,7.8,0
Louis C.K.,31,81,0,J.B. Smoove,3293258,Action|Adventure|Comedy|Musical,Wanda Sykes,Pootie Tang ,Robert Vaughn,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,131,English,USA,5.2,0
