duration,actor_1_facebook_likes,gross,actor_1_name,movie_imdb_link,language,country,content_rating,title_year,imdb_score,aspect_ratio
120,23000,81593527,Paul Walker,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,English,USA,PG,2006,7.3,2.35
121,22000,75274748,Robert De Niro,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,7.2,1.85
102,2000,90835030,Olivia Munn,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,English,USA,PG-13,2016,5.9,2.35
117,855,72455275,Wes Studi,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,English,USA,R,1992,7.8,2.35
178,904,75305995,Bokeem Woodbine,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,7.7,1.85
147,3000,74098862,Rosario Dawson,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,English,USA,R,2005,8.1,1.85
90,2000,72266306,Dennis Quaid,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,6.6,2.35
105,24000,71347010,J.K. Simmons,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,English,USA,R,2009,7.1,1.85
114,700,70836296,Jason Alexander,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,5.9,1.85
206,433,70405498,Sally Kirkland,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,English,France,R,1991,8.0,2.35
99,17000,70163652,Chloë Grace Moretz,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,4.6,1.85
123,24000,66808615,J.K. Simmons,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,English,USA,R,2001,6.1,2.35
137,769,115603980,Finn Wittrock,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,7.2,2.35
102,2000,64149837,Matthew Perry,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,6.4,2.35
109,982,83906114,Don Johnson,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6.0,2.35
82,164000,66466372,Krista Allen,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,English,USA,R,2009,5.2,2.35
