color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
,,,86,,,,12000,45860039,,Dwayne Johnson,,,,,,,http://www.imdb.com/title/tt0351977/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2004,,6.2,2.35,
,,,117,,,,35000,46280507,,Bella Thorne,,,,,,,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2014,,6.5,1.85,
,,,,19,,,,46363118,,,,,,,,,,,,,PG-13,20000000,2005,,,,1000
,,,,16000,,,,46700000,,,,,,,,,,,,,PG,21000000,1982,,,,0
,,,111,,,,11000,46815748,,Meryl Streep,,,,,,,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1994,,6.3,2.35,
,,,132,,,,992,46982632,,Radha Mitchell,,,,,,,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1,,English,Canada,R,,2006,,6.6,2.35,
,,,123,,,,20000,47095453,,Hugh Jackman,,,,,,,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,6.4,1.85,
,,,141,,,,21000,47105085,,Robert Downey Jr.,,,,,,,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1,,English,USA,R,,2014,,7.4,2.35,
,,,141,,,,749,47307550,,Demián Bichir,,,,,,,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,,English,USA,R,,2012,,6.5,2.35,
,,,89,,,,490,47553512,,Matt Walsh,,,,,,,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2014,,5.8,1.85,
,,,,9,,,,47852604,,,,,,,,,,,,,PG-13,20000000,2007,,,,0
,,,,0,,,,47887943,,,,,,,,,,,,,G,20000000,2003,,,,227
,,,93,,,,1000,48114556,,Dania Ramirez,,,,,,,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,,English,USA,PG,,2004,,4.3,2.35,
,,,125,,,,10000,48154732,,Viggo Mortensen,,,,,,,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,,English,USA,R,,1997,,5.8,2.35,
,,,129,,,,495,48265581,,Deborah Kara Unger,,,,,,,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1,,English,USA,R,,1997,,7.8,2.35,
,,,95,,,,970,48291624,,Jon Heder,,,,,,,http://www.imdb.com/title/tt0425123/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,6.7,1.85,
,,,,2,,,,48423368,,,,,,,,,,,,,G,20000000,2002,,,,302
,,,,64,,,,48546578,,,,,,,,,,,,,PG-13,20000000,2006,,,,806
,,,105,,,,87000,48745150,,Jimmy Bennett,,,,,,,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2006,,5.8,2.35,
,,,,42,,,,49002815,,,,,,,,,,,,,PG,22000000,2012,,,,0
,,,,209,,,,49024969,,,,,,,,,,,,,R,25000000,2007,,,,0
,,,125,,,,1000,49875589,,David Oyelowo,,,,,,,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2012,,5.9,2.35,
,,,135,,,,57,49994804,,Andrea Corr,,,,,,,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,,English,USA,PG,,1996,,6.3,2.35,
,,,121,,,,16000,50007168,,Clint Eastwood,,,,,,,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,,English,USA,R,,1997,,6.7,2.35,
,,,95,,,,17000,50150619,,Channing Tatum,,,,,,,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1,,English,USA,PG,,2014,,7.3,2.35,
,,,120,,,,18000,50173190,,Kevin Spacey,,,,,,,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,7.4,2.35,
,,,94,,,,14000,50648679,,Milla Jovovich,,,,,,,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,,English,France,R,,2007,,6.3,2.35,
,,,,34,,,,50728000,,,,,,,,,,,,,PG-13,22000000,1995,,,,0
,,,98,,,,14000,50740078,,Milla Jovovich,,,,,,,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,,English,Germany,R,,2004,,6.2,2.35,
,,,128,,,,13000,50815288,,Matt Damon,,,,,,,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,,English,USA,R,,2005,,7.0,2.35,
,,,109,,,,11000,51019112,,Zooey Deschanel,,,,,,,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,,English,USA,PG,,2005,,6.8,2.35,
,,,119,,,,3000,51178893,,Ty Burrell,,,,,,,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,,English,USA,PG,,2014,,6.4,1.85,
,,,143,,,,18000,51225796,,Gerard Butler,,,,,,,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,,English,UK,PG-13,,2004,,7.4,2.35,
,,,103,,,,2000,51317350,,Dennis Quaid,,,,,,,http://www.imdb.com/title/tt0116136/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1996,,6.4,2.35,
,,,,15,,,,51431160,,,,,,,,,,,,,PG,20000000,2004,,,,0
,,,,235,,,,51483949,,,,,,,,,,,,,R,22000000,2003,,,,0
,,,,869,,,,51600000,,,,,,,,,,,,,R,18000000,1984,,,,16000
,,,,0,,,,51697449,,,,,,,,,,,,,PG-13,13000000,2009,,,,1000
,,,136,,,,670,51768623,,F. Murray Abraham,,,,,,,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2000,,7.3,2.35,
,,,96,,,,12000,51774002,,Nicolas Cage,,,,,,,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,4.3,2.35,
,,,,406,,,,52008288,,,,,,,,,,,,,R,21000000,1999,,,,0
,,,,151,,,,52066000,,,,,,,,,,,,,PG-13,20000000,2014,,,,22000
,,,95,,,,14000,52580895,,Josh Hutcherson,,,,,,,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,,English,USA,PG,,2005,,5.6,2.35,
,,,,42,,,,52691009,,,,,,,,,,,,,PG,21000000,2011,,,,0
,,,124,,,,838,52752475,,Olivier Martinez,,,,,,,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,6.7,1.85,
,,,144,,,,769,52822418,,Toby Stephens,,,,,,,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,,English,USA,R,,2016,,7.4,2.35,
,,,,154,,,,53146000,,,,,,,,,,,,,R,20000000,1996,,,,613
,,,147,,,,22000,53300852,,Robert De Niro,,,,,,,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,7.5,2.35,
,,,122,,,,23000,53574088,,Christian Bale,,,,,,,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,,English,USA,R,,2007,,7.8,2.35,
,,,87,,,,13000,53715611,,Sylvester Stallone,,,,,,,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,,English,USA,R,,1988,,5.7,2.35,
,,,135,,,,982,53854588,,Don Johnson,,,,,,,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,6.3,2.35,
,,,,116,,,,53868030,,,,,,,,,,,,,PG-13,17000000,1997,,,,0
,,,,529,,,,54235441,,,,,,,,,,,,,PG,22000000,2014,,,,55000
,,,113,,,,1000,54997476,,Oliver Platt,,,,,,,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,6.3,2.35,
,,,109,,,,15000,55092830,,Alex Pettyfer,,,,,,,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,6.1,1.85,
,,,,24,,,,55461307,,,,,,,,,,,,,R,20000000,2016,,,,18000
,,,145,,,,534,55473600,,Charles S. Dutton,,,,,,,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,,English,USA,R,,1992,,6.4,2.35,
,,,98,,,,10000,55682070,,Jeremy Renner,,,,,,,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1,,English,Germany,R,,2013,,6.1,2.35,
,,,91,,,,1000,55747724,,Amy Poehler,,,,,,,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,,English,USA,PG,,2013,,5.9,1.85,
,,,144,,,,13000,56083966,,Heath Ledger,,,,,,,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,6.9,2.35,
,,,,189,,,,56127162,,,,,,,,,,,,,PG-13,18000000,2003,,,,0
,,,,17,,,,56154094,,,,,,,,,,,,,PG-13,20000000,2016,,,,51000
,,,,13000,,,,56362352,,,,,,,,,,,,,PG-13,20000000,1990,,,,16000
,,,,30,,,,56398162,,,,,,,,,,,,,PG-13,20000000,2002,,,,2000
,,,112,,,,779,56607223,,Corinna Harney,,,,,,,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1,,English,Canada,PG-13,,2001,,6.4,2.35,
,,,,0,,,,56667870,,,,,,,,,,,,,R,20000000,2013,,,,83000
,,,113,,,,3000,56724080,,Alyson Hannigan,,,,,,,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,,English,USA,R,,2012,,6.7,1.85,
,,,110,,,,485,56932305,,Xander Berkeley,,,,,,,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2000,,6.6,2.35,
,,,110,,,,13000,57362581,,Sylvester Stallone,,,,,,,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,,English,Peru,R,,1994,,5.4,1.85,
,,,127,,,,1000,57386369,,Jim Broadbent,,,,,,,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,7.6,2.35,
,,,251,,,,940,57750000,,Martin Landau,,,,,,,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,,English,UK,Approved,,1963,,7.0,2.2,
,,,94,,,,4000,58297830,,Kirsten Dunst,,,,,,,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,,English,USA,G,,1997,,7.1,2.35,
,,,78,,,,8000,58336565,,Will Ferrell,,,,,,,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,,English,USA,G,,2006,,6.6,1.85,
,,,104,,,,13000,58422650,,Bruce Willis,,,,,,,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1992,,6.4,1.85,
,,,,17,,,,58571513,,,,,,,,,,,,,R,19000000,1989,,,,0
,,,116,,,,18000,58918501,,Denzel Washington,,,,,,,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,6.6,1.85,
,,,129,,,,14000,59365105,,Colin Firth,,,,,,,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,,English,UK,R,,2003,,7.7,2.35,
,,,,52,,,,59573085,,,,,,,,,,,,,PG-13,18000000,2016,,,,19000
,,,,25,,,,59696176,,,,,,,,,,,,,PG-13,22000000,2014,,,,15000
,,,,323,,,,59735548,,,,,,,,,,,,,R,15000000,1987,,,,13000
,,,81,,,,468,59992760,,Bono,,,,,,,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,5.8,1.85,
,,,,72,,,,60057639,,,,,,,,,,,,,R,18000000,2003,,,,10000
,,,,0,,,,60072596,,,,,,,,,,,,,PG-13,20000000,2010,,,,0
,,,97,,,,14000,60128566,,Milla Jovovich,,,,,,,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,,English,Germany,R,,2010,,5.9,2.35,
,,,96,,,,2000,60154431,,Matthew Broderick,,,,,,,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1996,,6.0,2.35,
,,,114,,,,154,60470220,,Fann Wong,,,,,,,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2003,,6.2,2.35,
,,,114,,,,2000,60652036,,Judy Greer,,,,,,,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,7.1,2.35,
,,,107,,,,811,60786269,,Adam Garcia,,,,,,,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2000,,5.6,2.35,
,,,153,,,,20000,60962878,,Hugh Jackman,,,,,,,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,,English,USA,R,,2013,,8.1,1.85,
,,,136,,,,18000,60984028,,Keanu Reeves,,,,,,,http://www.imdb.com/title/tt0118971/?ref_=fn_tt_tt_1,,English,USA,R,,1997,,7.5,2.35,
,,,102,,,,956,62318875,,Sophia Myles,,,,,,,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,,English,USA,R,,2006,,6.8,2.35,
,,,106,,,,13000,62453315,,Matt Damon,,,,,,,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,7.1,1.85,
,,,123,,,,40000,62563543,,Johnny Depp,,,,,,,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,,English,USA,R,,2015,,7.0,2.35,
,,,,30,,,,62933793,,,,,,,,,,,,,PG,20000000,2010,,,,10000
,,,97,,,,13000,63408614,,Sylvester Stallone,,,,,,,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,,English,USA,R,,1989,,6.3,2.35,
,,,102,,,,2000,64149837,,Matthew Perry,,,,,,,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2009,,6.4,2.35,
,,,,15,,,,64255243,,,,,,,,,,,,,R,19000000,2005,,,,0
,,,,8,,,,64955956,,,,,,,,,,,,,PG-13,18000000,2004,,,,265
,,,,31,,,,65535067,,,,,,,,,,,,,R,17000000,1999,,,,0
,,,89,,,,2000,65557989,,Frank Welker,,,,,,,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1997,,4.6,2.35,
,,,,0,,,,65623128,,,,,,,,,,,,,PG-13,20000000,2012,,,,0
,,,101,,,,660,66002004,,Scoot McNairy,,,,,,,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1,,English,USA,G,,2005,,4.7,1.85,
,,,137,,,,890,66207920,,Vivica A. Fox,,,,,,,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,,English,USA,R,,2004,,8.0,2.35,
,,,85,,,,21000,66365290,,Robert Downey Jr.,,,,,,,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1999,,6.4,1.37,
,,,82,,,,164000,66466372,,Krista Allen,,,,,,,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,5.2,2.35,
,,,118,,,,18000,66488090,,Denzel Washington,,,,,,,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,6.7,2.35,
,,,170,,,,14000,66676062,,Al Pacino,,,,,,,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,,English,USA,R,,1990,,7.6,1.85,
,,,91,,,,521,66790248,,Sydney Pollack,,,,,,,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,6.5,2.35,
,,,123,,,,24000,66808615,,J.K. Simmons,,,,,,,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,6.1,2.35,
,,,110,,,,18000,67061228,,Gerard Butler,,,,,,,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2010,,5.5,2.35,
,,,98,,,,12000,67128202,,Dwayne Johnson,,,,,,,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1,,English,USA,PG,,2009,,5.7,2.35,
,,,136,,,,17000,67253092,,Channing Tatum,,,,,,,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,7.2,2.35,
,,,118,,,,14000,67263182,,Al Pacino,,,,,,,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,7.2,2.35,
,,,,99,,,,67325559,,,,,,,,,,,,,PG,20000000,2003,,,,0
,,,127,,,,18000,67823573,,Kevin Spacey,,,,,,,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1,,English,USA,R,,1995,,6.6,1.85,
,,,94,,,,1000,68218041,,Madeline Carroll,,,,,,,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,,English,USA,PG,,2011,,6.0,1.85,
,,,133,,,,1000,68750000,,Oliver Platt,,,,,,,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,,English,USA,R,,1996,,6.4,2.35,
,,,,322,,,,69148997,,,,,,,,,,,,,PG-13,37000000,2004,,,,0
,,,113,,,,1000,69304264,,Mark Margolis,,,,,,,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,6.8,2.35,
,,,,19,,,,69700000,,,,,,,,,,,,,R,35000000,1982,,,,0
,,,123,,,,10000,69951824,,Will Smith,,,,,,,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2008,,7.7,2.35,
,,,110,,,,886,70001065,,Sanaa Lathan,,,,,,,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,,English,USA,R,,1998,,7.1,2.35,
,,,111,,,,926,70098138,,David Carradine,,,,,,,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,,English,USA,R,,2003,,8.1,2.35,
,,,117,,,,723,70100000,,John Witherspoon,,,,,,,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,,English,USA,R,,1992,,5.4,1.85,
,,,99,,,,17000,70163652,,Chloë Grace Moretz,,,,,,,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2006,,4.6,1.85,
,,,99,,,,23000,70327868,,Christian Bale,,,,,,,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,,English,Germany,R,,2000,,5.9,2.35,
,,,,545,,,,70360285,,,,,,,,,,,,,PG-13,18000000,1995,,,,0
,,,206,,,,433,70405498,,Sally Kirkland,,,,,,,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,,English,France,R,,1991,,8.0,2.35,
,,,132,,,,20000,70496802,,Natalie Portman,,,,,,,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1,,English,USA,R,,2005,,8.2,2.35,
,,,114,,,,700,70836296,,Jason Alexander,,,,,,,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2001,,5.9,1.85,
,,,83,,,,1000,71277420,,Natasha Lyonne,,,,,,,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,5.2,1.85,
,,,105,,,,24000,71347010,,J.K. Simmons,,,,,,,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,7.1,1.85,
,,,102,,,,25000,71423726,,Alan Rickman,,,,,,,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,,English,USA,PG,,1999,,7.3,2.35,
,,,90,,,,2000,72266306,,Dennis Quaid,,,,,,,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2008,,6.6,2.35,
,,,117,,,,855,72455275,,Wes Studi,,,,,,,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,,English,USA,R,,1992,,7.8,2.35,
,,,90,,,,677,72601713,,Rob Paulsen,,,,,,,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,,English,Germany,PG,,2006,,5.6,1.85,
,,,118,,,,18000,73343413,,Gerard Butler,,,,,,,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,,English,USA,R,,2009,,7.4,2.35,
,,,99,,,,2000,73701902,,Jamie Lee Curtis,,,,,,,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1,,English,USA,PG,,2004,,5.2,2.35,
,,,147,,,,3000,74098862,,Rosario Dawson,,,,,,,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,,English,USA,R,,2005,,8.1,1.85,
,,,,301,,,,75072454,,,,,,,,,,,,,PG-13,20000000,2005,,,,0
,,,121,,,,22000,75274748,,Robert De Niro,,,,,,,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2015,,7.2,1.85,
,,,178,,,,904,75305995,,Bokeem Woodbine,,,,,,,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2004,,7.7,1.85,
,,,80,,,,13000,75367693,,Bill Murray,,,,,,,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1,,English,USA,PG,,2004,,5.0,1.85,
,,,110,,,,277,75604320,,Todd Stashwick,,,,,,,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2006,,5.6,1.85,
,,,133,,,,22000,75605492,,Philip Seymour Hoffman,,,,,,,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,7.6,1.85,
,,,124,,,,19000,75621915,,Scarlett Johansson,,,,,,,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1,,English,USA,PG,,2011,,7.1,1.85,
,,,128,,,,6000,75888270,,Naomi Watts,,,,,,,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,5.4,1.85,
,,,95,,,,838,76137505,,Julie Walters,,,,,,,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,,English,UK,PG,,2014,,7.2,2.35,
,,,122,,,,18000,76261036,,Denzel Washington,,,,,,,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,,English,USA,R,,2001,,7.7,2.35,
,,,,12000,,,,76400000,,,,,,,,,,,,,PG,17000000,1984,,,,0
,,,114,,,,12000,78745923,,Nicolas Cage,,,,,,,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,,English,Germany,PG-13,,1998,,6.7,2.35,
,,,121,,,,12000,79948113,,Nicolas Cage,,,,,,,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2009,,6.2,2.35,
,,,103,,,,2000,80021740,,Odeya Rush,,,,,,,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,,English,USA,PG,,2015,,6.4,2.35,
,,,,154,,,,80050171,,,,,,,,,,,,,PG-13,20000000,2007,,,,0
,,,107,,,,631,80270227,,Alice Greczyn,,,,,,,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,5.1,2.35,
,,,109,,,,426,81022333,,Dylan Walsh,,,,,,,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,,English,USA,PG-13,,1995,,5.0,1.85,
,,,,0,,,,81257845,,,,,,,,,,,,,PG-13,35000000,2003,,,,0
,,,139,,,,22000,81292135,,Philip Seymour Hoffman,,,,,,,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,7.3,1.85,
,,,90,,,,1000,81517441,,Bill Duke,,,,,,,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,,English,USA,R,,1999,,7.1,2.35,
,,,120,,,,23000,81593527,,Paul Walker,,,,,,,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,,English,USA,PG,,2006,,7.3,2.35,
,,,117,,,,12000,81645152,,Norman Reedus,,,,,,,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,,English,USA,R,,2002,,6.7,1.85,
,,,,32,,,,82301521,,,,,,,,,,,,,PG,32000000,2005,,,,773
,,,155,,,,18000,82522790,,Keanu Reeves,,,,,,,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,,English,USA,R,,1992,,7.5,1.85,
,,,,729,,,,82624961,,,,,,,,,,,,,R,20000000,2011,,,,22000
,,,101,,,,3000,82931301,,Adam Scott,,,,,,,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,,English,Germany,PG-13,,2005,,5.5,2.35,
,,,128,,,,2000,83000000,,Demi Moore,,,,,,,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,,English,USA,R,,1994,,6.0,2.35,
,,,117,,,,11000,83287363,,Harrison Ford,,,,,,,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,,English,USA,R,,1992,,6.9,2.35,
,,,109,,,,982,83906114,,Don Johnson,,,,,,,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2014,,6.0,2.35,
,,,118,,,,33000,84244877,,Ryan Gosling,,,,,,,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2011,,7.4,2.39,
,,,88,,,,1000,84300000,,Mel Blanc,,,,,,,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,,English,USA,Approved,,1940,,7.5,1.37,
,,,,265,,,,84518155,,,,,,,,,,,,,R,20000000,2014,,,,11000
,,,,70,,,,86049418,,,,,,,,,,,,,PG-13,17000000,2004,,,,0
,,,109,,,,13000,86208010,,Bill Murray,,,,,,,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2014,,5.7,1.85,
,,,118,,,,1000,87666629,,Lea Thompson,,,,,,,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,,English,USA,PG,,1990,,7.4,1.37,
,,,90,,,,22000,87856565,,Philip Seymour Hoffman,,,,,,,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2004,,5.9,1.85,
,,,129,,,,18000,88504640,,Denzel Washington,,,,,,,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,,English,USA,R,,2006,,7.6,2.35,
,,,103,,,,970,88625922,,Bill Cobbs,,,,,,,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,,English,USA,PG,,2011,,7.1,1.85,
,,,95,,,,14000,88658172,,Bradley Cooper,,,,,,,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2006,,5.6,2.35,
,,,116,,,,287,89138076,,Kelly Rutherford,,,,,,,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,,English,USA,R,,2000,,5.5,2.35,
,,,115,,,,14000,89253340,,Liam Neeson,,,,,,,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1,,English,France,PG-13,,2014,,6.0,2.35,
,,,98,,,,931,89706988,,Erika Christensen,,,,,,,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,,English,USA,PG-13,,2005,,6.2,2.35,
,,,107,,,,8000,90353764,,Will Ferrell,,,,,,,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,,English,USA,R,,2015,,6.0,1.85,
,,,116,,,,889,90567722,,Robert Forster,,,,,,,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,,English,USA,R,,2000,,6.5,1.85,
