num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,gross,genres,cast_total_facebook_likes,plot_keywords,movie_imdb_link,country,budget,title_year,imdb_score
288,102,126,517,15047419,Crime|Drama,25462,1980s|business card|male rear nudity|materialism|narcissism,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,USA,7000000,2000,7.6
107,93,44,596,14015786,Drama|Romance,27646,dysfunctional marriage|marijuana|small town|store|trying to conceive,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,USA,5000000,2002,6.5
28,116,31,50,,Action|Comedy|Crime|Thriller,895,border|hockey|killer|police|tattoo,http://www.imdb.com/title/tt0479647/?ref_=fn_tt_tt_1,Canada,8000000,2006,7.0
91,138,78,968,10269307,Action|Crime|Thriller,17524,final showdown|ireland|justice|priest|sheep,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,USA,8000000,2009,6.3
55,117,133,86,,Drama|Romance,858,child|student|university|widow|writer,http://www.imdb.com/title/tt0896923/?ref_=fn_tt_tt_1,USA,8300000,2009,6.4
231,93,132,216,17536788,Comedy|Drama|Romance,1183,dating|divorcee|ex husband|ex wife|party,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,USA,8000000,2013,7.1
262,92,87,424,58401464,Comedy|Romance,16982,gay|gay interest|high school|school|student,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,USA,8000000,2010,7.1
7,110,10,582,8880705,Comedy|Drama|Romance,3293,fire|marriage|martha's vineyard|teenager|vacation,http://www.imdb.com/title/tt0110137/?ref_=fn_tt_tt_1,USA,,1994,6.5
196,92,54,306,8279017,Drama|Horror,1761,actor|breasts|film actress|nosferatu|vampire,http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1,UK,8000000,2000,6.9
83,104,18,741,10106233,Comedy|Drama,5190,decoration|father daughter relationship|high school|prom|teenager,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,USA,8000000,2011,5.4
18,98,198,636,,Comedy|Romance,3502,bachelor party|directorial debut|funeral|pallbearer|wedding,http://www.imdb.com/title/tt0117283/?ref_=fn_tt_tt_1,USA,8000000,1996,4.9
11,89,15,660,4692814,Comedy,3291,hold up|hostage|stockholm syndrome|swat team|vegetarian,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,USA,8000000,1999,5.1
72,92,26,417,5018450,Comedy|Fantasy|Romance,2687,cross dresser|food|friend|motion sickness|restaurant,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,USA,8000000,2000,5.3
51,140,133,136,25967000,Drama|Romance,13180,england|friendship|prejudice|upper class|working class,http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1,UK,,1992,7.5
18,60,,648,,Adventure|Drama|Fantasy|Mystery,6034,heaven and hell|preacher|supernatural|vampire|vertigo comics,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1,,,,8.3
328,90,26,0,3442820,Animation|Comedy|Drama|Romance,1442,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,USA,8000000,2015,7.3
248,129,608,386,3205244,Comedy|Drama,2265,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,UK,10000000,2010,7.3
128,111,341,569,3076425,Comedy|Crime|Musical|Romance,3543,cook|industrialist|secret|snowstorm|suspect,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,France,8000000,2002,7.1
45,79,73,112,2275557,Action|Comedy|Crime|Thriller,2404,bare chested male|detective|electric torture|japanese american|yakuza,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,USA,8000000,1991,6.0
49,104,71,168,1789892,Comedy|Crime,1795,breasts|serial killer|small town|vomiting|widow,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,Germany,8000000,1998,6.6
163,101,16,472,6350058,Comedy|Drama|Romance,2786,based on novel|depression|psychiatric ward|suicide attempt|therapy,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,USA,8000000,2010,7.2
163,113,13,594,1094798,Biography|Comedy|Drama|History,7692,equal pay|machinist|minister|protest|sex,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,UK,7200000,2010,7.2
90,92,14,291,1071240,Biography|Drama,15848,cancer|children|death|terminal cancer|time,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,UK,8000000,2007,6.9
23,106,23,200,532190,Biography|Drama|Romance|Sport,1610,long distance runner|olympics|oregon|runner|watching television,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,USA,8000000,1997,6.8
17,98,136,249,,Adventure|Drama,2413,female nudity|highwayman|nell gwynne|nudity|whipping,http://www.imdb.com/title/tt0086582/?ref_=fn_tt_tt_1,UK,8000000,1983,4.0
118,75,45,4,686383,Adventure|Animation|Family|Fantasy,75,barbarian|fairy|forest|monastery|unfinished book,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,France,6500000,2009,7.7
283,104,109,7,16168741,Drama|Music,517,manhattan new york city|new york city|record label|singer|song,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,USA,8000000,2013,7.4
74,108,12,710,568695,Drama|Romance|Thriller,3921,beach|cowboy|cowboy hat|neo western|valley,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,USA,8000000,2005,6.5
41,99,30,209,398420,Crime|Drama,1234,1980s|friend|friendship|loyalty|mafia,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,USA,8000000,2007,6.4
17,180,0,844,,Drama|Romance,6343,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1,UK,,2012,7.2
66,109,200,1000,336456,Comedy|Crime|Musical|Mystery,41645,detective|detective novel|fantasy sequence|hallucination|writer,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,USA,8000000,2003,5.6
36,111,2,227,146083,Drama|Romance|War,1378,dorset|farm|friend|love|women's land army,http://www.imdb.com/title/tt0119494/?ref_=fn_tt_tt_1,UK,,1998,6.3
140,93,8,33,298110,Comedy|Drama|Horror|Sci-Fi,786,decapitation|neighbor|neighborhood|next door neighbor|zombie,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,Canada,8000000,2006,6.8
32,99,387,399,127144,Comedy|Drama|Romance,9608,directorial debut|fantasy sequence|nurse|old age home|prison,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,USA,8000000,2005,5.5
68,98,36,405,117190,Action|Comedy|Crime,11770,apprentice|assassin|hitman|kleptomaniac|thief,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,UK,8000000,2010,6.9
79,95,3,448,108662,Crime|Horror|Thriller,3185,corpse|dark humor|medical school|murder|pathology,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1,USA,8000000,2008,6.0
9,142,,427,,Drama|Romance,29196,abuse|love|moor the landscape|revenge|tv mini series,http://www.imdb.com/title/tt1238834/?ref_=fn_tt_tt_1,UK,,,7.7
26,107,53,463,53481,Crime|Drama|Thriller,2512,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,USA,8000000,2006,6.4
100,102,346,488,23106,Comedy|Crime|Drama|Romance,2572,gang|gun|loner|love|outcast,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,Italy,50000000,2004,6.6
56,97,43,47,52961,Drama,326,,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,Spain,8000000,2014,5.3
150,124,78,4,439162,Action|Animation|Sci-Fi,28,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,Japan,1100000000,1988,8.1
30,97,17,1000,,Action|Crime|Thriller,37457,drug lord|on the run|prison|vegan|vegetarian,http://www.imdb.com/title/tt0473188/?ref_=fn_tt_tt_1,USA,22000000,2007,5.9
20,124,2,23,,Biography|Drama|Sport,733,fan|french canadian|hockey|hockey player|machinist,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,Canada,8000000,2005,7.7
21,96,2,600,,Action|Crime|Drama|Thriller,33858,police officer killed|police officer shot in the chest|police officer shot in the forehead|police officer shot in the head|police shootout,http://www.imdb.com/title/tt2112277/?ref_=fn_tt_tt_1,USA,8000000,2014,4.6
11,114,29,11,50000,Action|Adventure|Comedy|Romance,219,,http://www.imdb.com/title/tt2102502/?ref_=fn_tt_tt_1,China,,2013,5.1
85,90,21,112,671240,Comedy|Drama|Romance,619,florist|friend|friendship|lesbian|love,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,UK,7900000,2005,6.9
5,104,78,189,,Drama,1546,,http://www.imdb.com/title/tt4196848/?ref_=fn_tt_tt_1,USA,8000000,2016,8.0
160,102,341,15,10105505,Crime|Drama|Mystery|Thriller,1389,luberon|mystery writer|night|publisher|swimming,http://www.imdb.com/title/tt0324133/?ref_=fn_tt_tt_1,France,,2003,6.8
25,93,16,376,,Action|Drama,2284,bare breasts|firm|hooliganism|training|west ham supporter,http://www.imdb.com/title/tt2628316/?ref_=fn_tt_tt_1,UK,,2013,5.4
21,90,73,26,882290,Action|Sci-Fi|Sport,1526,battle|blood splatter|combat|game|showdown,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,Australia,10000000,1989,6.5
15,106,155,391,,Action,2741,gun|mayor|nightclub|police|vigilantism,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1,USA,8000000,2016,4.2
61,99,78,325,106593296,Comedy|Drama|Family,12619,1950s|african american|jewish|old age|widow,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,USA,7500000,1989,7.4
34,115,88,890,43490057,Comedy|Drama,4737,1990s|family relationships|food in title|sister|unity,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,USA,7500000,1997,6.9
62,89,7,36,32333860,Action|Comedy,407,fight|gang|greed|street gang|wedding,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,Hong Kong,7500000,1995,6.7
102,101,2,40,,Drama|War|Western,10218,algerian war|based on short story|hostage|teacher|title at the end,http://www.imdb.com/title/tt2936180/?ref_=fn_tt_tt_1,France,7700000,2014,7.3
239,92,655,88,24792061,Comedy|Drama,25092,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,http://www.imdb.com/title/tt0427944/?ref_=fn_tt_tt_1,USA,6500000,2005,7.6
252,94,0,658,17544812,Horror,4707,american|hostel|slovakia|torture|train,http://www.imdb.com/title/tt0498353/?ref_=fn_tt_tt_1,USA,10000000,2007,5.4
278,100,92,221,12574715,Drama,4198,1960s|age difference|france|loss of virginity|oxford,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,UK,4500000,2009,7.3
124,106,14,161,10281585,Drama|Romance,1871,artist|depression|gloves|photography|slacker,http://www.imdb.com/title/tt0338427/?ref_=fn_tt_tt_1,USA,,2005,6.4
9,109,62,518,5100000,Comedy|Drama|Romance,2024,football|hotel|teenage girl|terrorist|wien,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,UK,7500000,1984,6.0
127,105,248,147,10460089,Crime|Drama|Mystery|Thriller,1442,blood splatter|cover up|murder|police shootout|undercover,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,USA,7500000,2002,7.2
9,102,329,280,4239767,Comedy|Drama|Romance|Sport,1834,championship|coach|curling|marriage|rural setting,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,Canada,7500000,2002,6.0
35,97,18,742,4131640,Comedy|Crime,4091,fbi|polo|possum|sheriff|shotgun,http://www.imdb.com/title/tt1001562/?ref_=fn_tt_tt_1,USA,7500000,2008,3.1
6,118,0,249,3347439,Drama|Romance,1233,1830s|baptism|intolerance|mormon church|sibling rivalry,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,USA,7500000,2004,6.9
192,92,406,968,10814185,Comedy|Crime|Romance,41867,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,USA,8000000,2009,6.2
51,112,119,844,533344,Comedy|Drama|Music,15396,concert|jail|journalist|revolution|singer,http://www.imdb.com/title/tt0319829/?ref_=fn_tt_tt_1,USA,,2003,5.5
38,103,27,59,206400,Comedy|Crime|Drama|Romance|Thriller,262,child|criminal|death|depression|novelist,http://www.imdb.com/title/tt0269329/?ref_=fn_tt_tt_1,France,50000000,2001,6.9
133,93,187,158,197148,Drama|Romance|Sci-Fi|Thriller,1176,genetics|i.d.|love|sphinx|totalitarian,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,UK,7500000,2003,6.3
4,101,22,447,,Comedy,7206,,http://www.imdb.com/title/tt1772422/?ref_=fn_tt_tt_1,UK,7500000,2012,4.8
287,115,549,911,54557348,Crime|Drama|Thriller,5732,race relations|racism|racist|social problem|stereotype,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,Germany,6500000,2004,7.9
222,113,127,373,3014541,Drama,4370,19th century|hotel|painter|waiter|woman pretending to be a man,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,UK,8000000,2011,6.7
6,95,20,36,,Action|Crime|Drama|Thriller,409,color in title|number in title|two word title,http://www.imdb.com/title/tt2147225/?ref_=fn_tt_tt_1,Nigeria,7500000,2012,5.6
16,153,5,60,872643,Comedy|Family|Romance,902,comeback|family relationships|marriage|new york|racer,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,USA,6000000,2007,5.4
242,89,10,106,4443403,Animation|Biography|Drama|War,1754,dream|girl|iran|islamic revolution|revolution,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,France,7300000,2007,8.0
147,92,287,664,,Adventure|Fantasy|Thriller,4099,basement|family relationships|hole|no opening credits|slow motion scene,http://www.imdb.com/title/tt1085779/?ref_=fn_tt_tt_1,USA,12000000,2009,5.7
93,107,23,93,,Drama|Thriller,635,autocracy|based on real events|dictatorship|germany|teacher,http://www.imdb.com/title/tt1063669/?ref_=fn_tt_tt_1,Germany,5000000,2008,7.6
253,118,0,500,1330827,Horror|Thriller,19879,beauty|cannibalism|fashion|lesbian|model,http://www.imdb.com/title/tt1974419/?ref_=fn_tt_tt_1,France,7000000,2016,7.0
224,97,12,641,1818681,Action|Crime|Drama|Thriller,2486,bayonet|death|police|self defense|widower,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,UK,7300000,2009,7.2
392,156,0,4000,336530303,Action|Adventure|Romance,46055,sandman|spider man|symbiote|venom|villain,http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1,USA,258000000,2007,6.2
39,100,0,440,12610552,Action|Adventure|Fantasy|Sci-Fi|Thriller,2428,code|evil|false accusation|megalomaniac|torah,http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1,USA,7500000,1999,3.5
387,96,655,973,143492840,Comedy|Drama|Romance,28817,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,USA,7500000,2007,7.5
36,104,249,96,,Action|Thriller,835,fighting|hand to hand combat|jujitsu|kickboxing|organ,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1,Canada,7500000,2015,5.1
120,120,82,175,43800000,Action|Adventure|Thriller,1105,cat|diamond|ford mustang|james bond 007|yanked off bikini top,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,UK,7200000,1971,6.7
208,175,0,3000,134821952,Crime|Drama,28122,crime family|mafia|organized crime|patriarch|rise to power,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,USA,6000000,1972,9.2
51,95,213,92,94900000,Drama|Music|Romance,791,ballet school|dance|dancer|overalls|steel worker,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,USA,4000000,1983,6.1
331,95,464,11000,32391374,Comedy|Drama|Romance,54075,friend|greeting card|office|summer|true love,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,USA,7500000,2009,7.7
83,121,319,11,40158000,Drama|Music|Romance,1051,adultery|daughter|male rear nudity|new zealand|piano,http://www.imdb.com/title/tt0107822/?ref_=fn_tt_tt_1,New Zealand,7000000,1993,7.6
324,110,0,11000,113709992,Comedy|Drama,46646,bank|male nudity|male objectification|male stripper|stripper,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,USA,7000000,2012,6.1
140,96,474,82,32131483,Horror|Mystery|Thriller,2212,boy|darkness|light|tooth|tooth fairy,http://www.imdb.com/title/tt0282209/?ref_=fn_tt_tt_1,USA,11000000,2003,4.9
136,121,82,189,35400000,Action|Adventure|Thriller,1865,british|cards|heroin|murder|tarot card,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,UK,7000000,1973,6.8
79,95,13,430,34099640,Drama|Family|Sport,2515,1940s|dog|mississippi|puppy|veteran,http://www.imdb.com/title/tt0156812/?ref_=fn_tt_tt_1,USA,5000000,2000,7.0
160,112,20,61,31973840,Comedy|Drama|Romance,16289,college|daughter|girl|sex|wisconsin,http://www.imdb.com/title/tt0832266/?ref_=fn_tt_tt_1,Germany,,2008,7.2
52,112,70,826,37295394,Comedy|Drama,5959,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,USA,6600000,2011,5.7
490,143,1000,76,144812796,Drama|Romance,29769,ingratitude|mansion|party|title appears in writing|tragedy,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,Australia,105000000,2013,7.3
351,93,0,566,31501218,Biography|Drama|History,22745,cbs|expose|fear|paranoia|reporter,http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1,USA,7500000,2005,7.5
271,110,152,27,28747570,Biography|Crime|Drama,22140,book|holcomb kansas|kansas|killer|truman capote,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,Canada,7000000,2005,7.4
93,104,0,4000,25625110,Action|Crime|Thriller,33758,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1,USA,7000000,1995,7.2
71,115,187,887,403932,Drama|Romance|Western,17104,gold|gold mine|miner|railroad|surveyor,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,UK,20000000,2000,6.5
54,53,,1000,,Crime|Drama|Thriller,19949,anthology|death|insurance salesman|minnesota|police officer,http://www.imdb.com/title/tt2802850/?ref_=fn_tt_tt_1,USA,,,9.0
112,119,23,440,25000000,Action|Adventure|Sci-Fi,2951,cat|computer|cult film|runner|sanctuary,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,USA,9000000,1976,6.8
118,125,82,244,21000000,Action|Adventure|Thriller,17611,assassin|bikini|girl in a bikini|mission|secret agent,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,UK,13000000,1974,6.8
35,96,22,794,20257000,Action|Comedy|Crime|Thriller,5282,murder|power|psychotronic|tough cop|union,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,USA,7000000,1988,5.2
342,100,197,159,26005908,Adventure|Horror|Thriller,1379,cave|expedition|friendship between women|group of friends|survival horror,http://www.imdb.com/title/tt0435625/?ref_=fn_tt_tt_1,UK,3500000,2005,7.2
14,46,0,69,18642318,Documentary|Sport,13448,basketball|basketball player|character name in title|chicago bulls|imax,http://www.imdb.com/title/tt0245280/?ref_=fn_tt_tt_1,USA,,2000,7.5
137,89,14,270,15818967,Horror|Mystery,2517,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,USA,7000000,2014,4.0
50,92,737,380,14891000,Comedy,2240,adoption|armpit fetish|mistaken identity|new mexico|overalls,http://www.imdb.com/title/tt0116324/?ref_=fn_tt_tt_1,USA,7000000,1996,6.8
261,109,0,597,16901126,Crime|Horror,3544,escape|police|road trip|sheriff|texas,http://www.imdb.com/title/tt0395584/?ref_=fn_tt_tt_1,USA,7000000,2005,6.9
96,44,,970,,Action|Drama|Fantasy|Romance,7970,action heroine|coming of age|destiny|double life|vampire,http://www.imdb.com/title/tt0118276/?ref_=fn_tt_tt_1,USA,2300000,,8.2
180,103,44,190,17474107,Comedy|Crime|Drama,1342,african american|geek|hip hop|party|tomboy,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,USA,7000000,2015,7.3
28,95,48,826,14003141,Crime|Drama|Thriller,4837,cunnilingus|oral sex|police|sex scene|undercover,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,USA,7000000,1999,6.1
750,143,0,393,304360277,Action|Adventure|Thriller,2039,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,UK,200000000,2012,7.8
202,105,0,303,12583510,Horror,2444,actor playing multiple roles|axe|dark comedy|masked man|sadism,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,USA,7000000,2003,6.0
8,79,0,23,,Horror,345,affair|child murderer|mortician|strangulation|supernatural power,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,USA,350000,1978,4.1
341,106,1000,98,9190525,Comedy|Drama,1120,bar mitzvah|jewish|marital breakup|nose job|rabbi,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,USA,7000000,2009,7.0
160,100,11,970,9176553,Drama|Mystery,19330,funeral|funeral home|hermit|party|secret,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,USA,7500000,2009,7.1
31,103,49,304,9094451,Action|Fantasy|Horror|Thriller,1990,17th century|book|death|warlock|witch hunter,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,USA,7000000,1989,6.2
71,116,107,658,14612840,Drama|Music,3110,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,USA,7000000,2014,6.9
281,99,192,292,9166863,Drama|Romance,14816,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,USA,7000000,2009,7.6
114,164,17000,159,8373585,Drama,1934,carpenter|exorcism|faith|reference to jesus christ|temptation,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,USA,7000000,1988,7.6
72,96,30,407,7292175,Comedy|Drama|Romance,2018,class|cornwall connecticut|dog|friend|pawtucket rhode island,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,USA,7000000,1999,6.4
119,122,98,397,6601079,Comedy|Drama|Musical|Romance,2321,bollywood|india|jane austen|london england|travel,http://www.imdb.com/title/tt0361411/?ref_=fn_tt_tt_1,UK,7000000,2004,6.2
74,94,176,46,6165429,Adventure|Biography|Drama|History,312,aborigine|based on true story|colonialism|fence|half caste,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1,Australia,6000000,2002,7.5
25,93,70,442,5694308,Comedy|Sport,3128,2000s|golf caddy|golf course|golfer|question mark in title,http://www.imdb.com/title/tt0785077/?ref_=fn_tt_tt_1,USA,7000000,2007,2.0
39,96,6,38,5430822,Action|Crime|Horror|Sci-Fi|Thriller,493,appearing from water|breasts|creature|partner|water,http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1,UK,7000000,1992,6.2
27,60,,346,,Action|Crime|Drama|Thriller,2352,assassin|death|female protagonist|rogue|training,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,USA,,,7.7
27,113,7,35,4720371,Adventure|Biography|Drama,11116,1950s|idaho|love|missionary|mormon,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,USA,7000000,2001,6.5
11,60,,652,,Action|Drama|Mystery|Sci-Fi,12051,cat burglar|female lead|future|mixed martial arts|post apocalypse,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,USA,,,7.4
29,192,147,397,2921738,Drama|Musical|Romance,9984,fair|pakistan|prison|rescue|stranded,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,India,7000000,2004,7.9
158,99,342,501,2344847,Drama|Sport,2158,bar|debt|fight|instructor|jujitsu,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,USA,7000000,2008,6.8
223,91,157,224,7455447,Comedy|Drama|Romance,1136,21 year old|forename as title|musician|party|rearview mirror,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,USA,7000000,2010,6.3
25,100,0,359,2148212,Drama|Family,1906,artist|box office flop|dog|drawing|flanders,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,USA,7000000,1999,6.3
97,105,261,617,2062066,Biography|Crime|Drama,2684,friendship|photography|radio|sex addict|video,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,USA,7000000,2002,6.6
117,99,60,628,1654367,Biography|Drama,6526,andy warhol|female nudity|public nudity|singer|socialite,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,USA,7000000,2006,6.4
389,112,159,77,1738692,Drama|Thriller,3547,archery|defiance|mental illness|psychopath|toilet training,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,UK,7000000,2011,7.5
9,100,0,149,2209479,Drama|Family,2909,angel|candle|christmas|miracle|village,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,UK,,2013,5.8
34,99,2,455,1889522,Drama|Sport,2589,basketball|catholic|coach|college|nun,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,USA,7000000,2009,6.5
7,100,161,172,,Comedy|Drama|Family,11059,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,Canada,7000000,1983,4.8
161,125,127,798,1110286,Drama|Romance,8876,adoption|baby|girl|lawyer|sex,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,USA,4825000,2009,7.2
6,107,6,375,1000000,Adventure|Drama|Romance|War,2209,arab|bare chested male|foreign legion|french foreign legion|morocco,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,UK,9000000,1977,6.3
16,107,8,39,700000,Comedy|Fantasy|Sci-Fi,215,distant past|future time travel|nobleman|squire|trapped in the past,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,France,50000000,1993,7.0
301,97,0,106,1768416,Comedy|Drama,684,actor|boredom|luxury hotel|party|trip,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,USA,7000000,2010,6.3
52,105,10,184,1425993,Comedy,1417,bachelor party|bare butt|loud sex|sex standing up|topless female nudity,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,USA,,2009,5.3
12,95,43,611,306715,Comedy,5213,box office flop|company|invention|roommate|surfer,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,USA,10000000,1998,2.3
134,106,58,973,382946,Drama,44969,bully|car|car accident|fire|vomiting,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,USA,7000000,2010,7.1
151,93,47,13,518134,Comedy|Crime|Drama,1105,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,UK,,2013,6.2
103,103,835,,236266,Adventure|Drama|Mystery,13000,desert|friend|friendship|minimal dialogue|water,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,USA,3500000,2002,6.2
