director_name,actor_2_name,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,budget
Ferzan Ozpetek,Alessandro Preziosi,8667,662,9,http://www.imdb.com/title/tt1405810/?ref_=fn_tt_tt_1,
F. Gary Gray,Jada Pinkett Smith,10139,3661,4,http://www.imdb.com/title/tt0117603/?ref_=fn_tt_tt_1,9000000
Malcolm D. Lee,Sanaa Lathan,6525,5420,6,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,9000000
Tom Holland,Alex Vincent,62038,760,0,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,9000000
Michael Moore,Tucker Albrizzi,66610,1633,1,http://www.imdb.com/title/tt0386032/?ref_=fn_tt_tt_1,9000000
James DeMonaco,Zach Gilford,92364,6807,0,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,9000000
Kris Isacsson,Lauren German,12324,4409,1,http://www.imdb.com/title/tt0186975/?ref_=fn_tt_tt_1,9000000
Danny Leiner,Fred Willard,155262,3114,2,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,9000000
Rod Lurie,Gary Oldman,20449,25660,0,http://www.imdb.com/title/tt0208874/?ref_=fn_tt_tt_1,20000000
Ben Younger,Nia Long,41313,17336,3,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,8000000
John Landis,Denholm Elliott,102895,845,2,http://www.imdb.com/title/tt0086465/?ref_=fn_tt_tt_1,
Glen Morgan,Crystal Lowe,19918,1611,0,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,9000000
Daniel Taplitz,Tate Taylor,4247,1345,1,http://www.imdb.com/title/tt0349169/?ref_=fn_tt_tt_1,
Kenneth Branagh,Derek Jacobi,23441,1341,1,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,9000000
Tamara Jenkins,David Zayas,32188,23770,0,http://www.imdb.com/title/tt0775529/?ref_=fn_tt_tt_1,
Linda Mendoza,Freddy Rodríguez,3419,2851,3,http://www.imdb.com/title/tt0323572/?ref_=fn_tt_tt_1,
Christopher McQuarrie,Nicky Katt,27536,358,4,http://www.imdb.com/title/tt0202677/?ref_=fn_tt_tt_1,8500000
Burr Steers,Rory Culkin,29058,2478,1,http://www.imdb.com/title/tt0280760/?ref_=fn_tt_tt_1,9000000
Hart Bochner,Matt Ross,10476,4908,3,http://www.imdb.com/title/tt0110759/?ref_=fn_tt_tt_1,8000000
Michael O. Sajbel,Drew Fuller,14100,3824,2,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,
,Katherine Kelly Lang,5478,639,0,http://www.imdb.com/title/tt0092325/?ref_=fn_tt_tt_1,
Stewart Raffill,John Carradine,7767,1991,4,http://www.imdb.com/title/tt0087451/?ref_=fn_tt_tt_1,9000000
Davis Guggenheim,John Doman,3624,2007,1,http://www.imdb.com/title/tt0441007/?ref_=fn_tt_tt_1,9000000
Bart Freundlich,Garry Shandling,7833,1721,3,http://www.imdb.com/title/tt0427968/?ref_=fn_tt_tt_1,9000000
Andrew Fleming,Amy Poehler,15200,3767,1,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,9000000
Todd Haynes,Eddie Izzard,27766,24102,3,http://www.imdb.com/title/tt0120879/?ref_=fn_tt_tt_1,
Hong-jin Na,Jun Kunimura,2379,50,0,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,
Kevin Tancharoen,Heather Morris,5156,4617,0,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,9000000
Chatrichalerm Yukol,Chatchai Plengpanich,1666,32,3,http://www.imdb.com/title/tt0290879/?ref_=fn_tt_tt_1,400000000
Dario Argento,Adrienne Barbeau,4302,2942,1,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,9000000
Eric Lavaine,Julie Engelbrecht,1673,253,1,http://www.imdb.com/title/tt3202120/?ref_=fn_tt_tt_1,
Mike Leigh,Ruth Sheen,8161,251,0,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,9000000
Marc Forby,Will Patton,1201,1426,3,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,9000000
Peter Cattaneo,Vince Colosimo,813,299,0,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,11400000
Scott Mann,Joshua Mikel,16198,24154,1,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,19000000
Ole Christian Madsen,Thure Lindhardt,14247,1098,1,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,45000000
Meiert Avis,Kip Pardue,2599,1835,4,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,9000000
Julian Jarrold,Warren Clarke,9305,10369,0,http://www.imdb.com/title/tt1259574/?ref_=fn_tt_tt_1,
André Téchiné,Ronit Elkabetz,1219,1375,1,http://www.imdb.com/title/tt1183672/?ref_=fn_tt_tt_1,
Emily Young,Erika Christensen,10100,6426,1,http://www.imdb.com/title/tt1068678/?ref_=fn_tt_tt_1,9000000
Peter Faiman,Linda Kozlowski,74743,822,1,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,8800000
Martyn Pick,Steven Waddington,4990,1254,0,http://www.imdb.com/title/tt1679332/?ref_=fn_tt_tt_1,
Roland Suso Richter,Sarah Polley,9296,2310,2,http://www.imdb.com/title/tt0325596/?ref_=fn_tt_tt_1,8800000
Jeremy Sims,Gyton Grantley,5741,498,12,http://www.imdb.com/title/tt1418646/?ref_=fn_tt_tt_1,9000000
Maïwenn,Maïwenn,10796,1129,1,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1,
Joby Harold,Fisher Stevens,63216,6954,0,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,8600000
,James Arnold Taylor,28190,1484,0,http://www.imdb.com/title/tt0458290/?ref_=fn_tt_tt_1,
Ekachai Uekrongtham,Mike Dopud,5228,2802,5,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,9000000
Joel Schumacher,Jami Gertz,92924,4458,3,http://www.imdb.com/title/tt0093437/?ref_=fn_tt_tt_1,
Scott Cooper,Beth Grant,67760,13172,0,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,7000000
Mark Rydell,Frederic Forrest,6142,1097,0,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,8500000
David E. Talbert,Christina Milian,7098,8097,9,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,8500000
Roger Vadim,David Hemmings,24436,1510,2,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,9000000
Nils Gaup,Louisa Milwood-Haigh,1984,47,2,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,60000000
Alexander Payne,Chris Klein,73640,3516,0,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,8000000
Mira Nair,Brooke Smith,16530,1637,1,http://www.imdb.com/title/tt0433416/?ref_=fn_tt_tt_1,
Ari Sandel,Romany Malco,51326,36892,4,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,8500000
Vondie Curtis-Hall,Max Beesley,19412,1854,1,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,22000000
Tom Elkins,Cicely Tyson,13167,3164,0,http://www.imdb.com/title/tt1457765/?ref_=fn_tt_tt_1,9000000
Woo-Suk Kang,Sung-kee Ahn,3290,97,0,http://www.imdb.com/title/tt0387596/?ref_=fn_tt_tt_1,8000000
Jane Campion,Paul Schneider,21360,3279,0,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,8500000
Karan Johar,Jimmy Shergill,69759,8532,2,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,12000000
Herbert Ross,Chris Penn,51459,1962,0,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,8200000
J.C. Chandor,,59545,0,0,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,9000000
John Sayles,Casey Siemaszko,5158,823,0,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,8000000
Vipul Amrutlal Shah,Clive Standen,13577,4004,2,http://www.imdb.com/title/tt0795434/?ref_=fn_tt_tt_1,
Ken Loach,Orla Fitzgerald,36846,128,1,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,
Ayan Mukerji,Madhuri Dixit,25122,2350,2,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,
John G. Avildsen,William Zabka,126916,2004,0,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,8000000
Mervyn LeRoy,Deborah Kerr,9808,1373,0,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1,7623000
Darren Lynn Bousman,Paris Hilton,20419,4168,1,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,8500000
Serdar Akar,Bergüzar Korel,14486,808,3,http://www.imdb.com/title/tt0493264/?ref_=fn_tt_tt_1,8300000
Quentin Tarantino,Eric Stoltz,1324680,16557,1,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,8000000
James Frawley,Jim Henson,25498,5673,0,http://www.imdb.com/title/tt0079588/?ref_=fn_tt_tt_1,
Dan Gilroy,Michael Papajohn,293304,15554,1,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,8500000
Jay Chandrasekhar,Lindsay Price,23823,3306,2,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,8550000
Robert Wise,Angela Cartwright,148172,1495,3,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,8200000
Ron Howard,Howard Morris,54723,15361,2,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,8000000
Jonathan Dayton,Steven Christopher Parker,355810,7227,1,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,8000000
Rob Reiner,Frances Lee McCain,271794,644,2,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,8000000
Danny Boyle,Megan Burns,297250,241,0,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,8000000
Chris Stokes,Marques Houston,23671,1792,0,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,8000000
Don Siegel,Patrick McGoohan,87090,17568,0,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,8000000
