num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,gross,genres,actor_1_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
29,192,147,397,2921738,Drama|Musical|Romance,Shah Rukh Khan,0,http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1,119,Hindi,860,2.35,2000
158,99,342,501,2344847,Drama|Sport,Alice Braga,0,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,119,English,518,2.35,0
223,91,157,224,7455447,Comedy|Drama|Romance,Matt Walsh,2,http://www.imdb.com/title/tt1336617/?ref_=fn_tt_tt_1,126,English,259,1.85,0
25,100,0,359,2148212,Drama|Family,Bruce McGill,0,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,20,English,476,1.85,157
97,105,261,617,2062066,Biography|Crime|Drama,Ed Begley Jr.,3,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,147,English,658,1.85,357
117,99,60,628,1654367,Biography|Drama,Hayden Christensen,0,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,106,English,787,1.85,3000
389,112,159,77,1738692,Drama|Thriller,Ezra Miller,0,http://www.imdb.com/title/tt1242460/?ref_=fn_tt_tt_1,301,English,294,2.35,38000
9,100,0,149,2209479,Drama|Family,Samantha Barks,0,http://www.imdb.com/title/tt2739338/?ref_=fn_tt_tt_1,34,English,627,,962
34,99,2,455,1889522,Drama|Sport,Ellen Burstyn,2,http://www.imdb.com/title/tt1034324/?ref_=fn_tt_tt_1,12,English,690,2.35,797
7,100,161,172,,Comedy|Drama|Family,Tom Cruise,0,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,16,English,422,,168
161,125,127,798,1110286,Drama|Romance,Naomi Watts,6,http://www.imdb.com/title/tt1121977/?ref_=fn_tt_tt_1,65,English,941,2.35,0
6,107,6,375,1000000,Adventure|Drama|Romance|War,Catherine Deneuve,1,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,26,English,750,1.85,122
16,107,8,39,700000,Comedy|Fantasy|Sci-Fi,Christian Clavier,1,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,78,French,54,2.35,0
301,97,0,106,1768416,Comedy|Drama,Nathalie Fay,0,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1,198,English,218,1.85,0
52,105,10,184,1425993,Comedy,Geoff Stults,1,http://www.imdb.com/title/tt1220628/?ref_=fn_tt_tt_1,72,English,216,2.35,0
12,95,43,611,306715,Comedy,Taylor Negron,1,http://www.imdb.com/title/tt0118836/?ref_=fn_tt_tt_1,62,English,788,1.85,724
134,106,58,973,382946,Drama,Joseph Gordon-Levitt,0,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1,99,English,20000,2.35,19000
151,93,47,13,518134,Comedy|Crime|Drama,Richard E. Grant,2,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,66,English,524,2.35,0
103,103,835,,236266,Adventure|Drama|Mystery,Matt Damon,0,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,290,English,0,2.35,0
39,96,5,52,196067,Drama|Romance,Olivia Williams,3,http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1,25,English,358,1.85,97
133,103,6,935,532988,Biography|Drama|Romance,Steve Carell,0,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25,English,1000,1.85,0
104,108,30,281,453079,Comedy,Lynn Cohen,4,http://www.imdb.com/title/tt1361313/?ref_=fn_tt_tt_1,29,English,403,2.35,916
121,177,23,0,,Drama|Sci-Fi,Leonid Yarmolnik,0,http://www.imdb.com/title/tt2328813/?ref_=fn_tt_tt_1,28,Russian,4,1.66,1000
27,118,0,410,46451,Comedy|Crime|Thriller,Chris Hemsworth,2,http://www.imdb.com/title/tt1106860/?ref_=fn_tt_tt_1,38,English,854,1.85,694
