duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,movie_title,facenumber_in_poster,movie_imdb_link,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio
113,13000,5000,26000,102981571,Action|Adventure|Thriller,The Expendables ,9,http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1,English,USA,R,80000000,2010,13000,6.5,2.35
110,0,898,10000,180965237,Action|Adventure|Thriller,Mission: Impossible ,0,http://www.imdb.com/title/tt0117060/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,1996,1000,7.1,2.35
142,378,575,34000,407999255,Adventure|Drama|Sci-Fi|Thriller,The Hunger Games ,0,http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1,English,USA,PG-13,78000000,2012,14000,7.3,2.35
102,480,461,14000,254455986,Comedy,The Hangover Part II ,0,http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1,English,USA,R,80000000,2011,670,6.5,2.35
126,13000,390,920,162831698,Action,Batman Returns ,0,http://www.imdb.com/title/tt0103776/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,1992,811,7.0,1.85
83,12,925,13000,155019340,Adventure|Animation|Comedy|Family,Over the Hedge ,1,http://www.imdb.com/title/tt0327084/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2006,7000,6.8,1.85
85,255,443,1000,145771527,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Lilo & Stitch ,0,http://www.imdb.com/title/tt0275847/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2002,533,7.2,1.66
97,56,852,12000,82506325,Comedy|Family|Fantasy,Charlotte's Web ,0,http://www.imdb.com/title/tt0413895/?ref_=fn_tt_tt_1,English,USA,G,,2006,8000,6.4,1.85
120,75,3000,11000,140459099,Action|Drama|Romance|Sci-Fi|Thriller,Deep Impact ,0,http://www.imdb.com/title/tt0120647/?ref_=fn_tt_tt_1,English,USA,PG-13,75000000,1998,4000,6.1,2.35
116,23,110,13000,53215979,Action|Comedy|Crime|Thriller,RED 2 ,7,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1,English,USA,PG-13,84000000,2013,12000,6.7,2.35
113,88,421,11000,158115031,Comedy|Crime|Sport,The Longest Yard ,11,http://www.imdb.com/title/tt0398165/?ref_=fn_tt_tt_1,English,USA,PG-13,82000000,2005,437,6.4,2.35
87,31,733,1000,133103929,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: Chipwrecked ,0,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,English,USA,G,75000000,2011,1000,4.4,1.85
101,221,11000,12000,133668525,Comedy,Grown Ups 2 ,4,http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2013,11000,5.4,1.85
110,88,11000,13000,130313314,Action|Adventure|Comedy,Get Smart ,1,http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2008,12000,6.5,1.85
128,278,343,18000,124590960,Comedy|Drama|Romance,Something's Gotta Give ,1,http://www.imdb.com/title/tt0337741/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2003,4000,6.7,1.85
138,17000,163,29000,127968405,Mystery|Thriller,Shutter Island ,0,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,English,USA,R,80000000,2010,223,8.1,2.35
88,91,982,4000,120136047,Comedy|Drama|Romance,Four Christmases ,2,http://www.imdb.com/title/tt0369436/?ref_=fn_tt_tt_1,English,Germany,PG-13,80000000,2008,3000,5.6,1.85
91,77,208,1000,128200012,Adventure|Animation|Comedy|Family|Sci-Fi,Robots ,1,http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,English,USA,PG,75000000,2005,311,6.3,1.85
138,610,805,12000,112225777,Action|Crime|Sci-Fi|Thriller,Face/Off ,0,http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,English,USA,R,80000000,1997,1000,7.3,2.35
99,163,495,11000,109993847,Comedy|Family|Fantasy|Romance,Bedtime Stories ,0,http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2008,869,6.1,2.35
117,0,818,15000,104054514,Crime|Drama|Thriller,Road to Perdition ,0,http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,English,USA,R,80000000,2002,1000,7.7,2.35
117,221,503,11000,103028109,Comedy|Romance,Just Go with It ,1,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2011,3000,6.4,1.85
54,,0,577,,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,Daredevil             ,0,http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1,English,USA,TV-MA,,,4,8.8,16.0
123,165,744,12000,101087161,Action|Crime|Thriller,Con Air ,6,http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1,English,USA,R,75000000,1997,878,6.8,2.35
118,154,915,3000,101111837,Action|Mystery|Thriller,Eagle Eye ,3,http://www.imdb.com/title/tt1059786/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2008,982,6.6,2.35
154,333,16000,22000,95632614,Adventure|Drama|History|Romance|War,Cold Mountain ,3,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,English,USA,R,79000000,2003,20000,7.2,2.35
118,117,10000,18000,94822707,Action|Adventure|Drama|Thriller,The Book of Eli ,0,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,English,USA,R,80000000,2010,15000,6.9,2.35
90,10,159,49000,92969824,Comedy|Family|Sci-Fi,Flubber ,1,http://www.imdb.com/title/tt0119137/?ref_=fn_tt_tt_1,English,USA,PG,80000000,1997,570,5.2,1.85
113,101,913,14000,91188905,Fantasy|Horror|Mystery|Thriller,The Haunting ,0,http://www.imdb.com/title/tt0171363/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,1999,960,4.9,2.35
88,30,366,13000,90443603,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Space Jam ,1,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,English,USA,PG,80000000,1996,967,6.3,1.77
93,189,38,1000,82226474,Adventure|Comedy|Crime|Family|Mystery,The Pink Panther ,0,http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1,English,USA,PG,65000000,2006,177,5.6,1.85
104,301,71,18000,79363785,Drama|Sci-Fi|Thriller,The Day the Earth Stood Still ,0,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2008,4000,5.5,2.35
135,503,67,8000,76081498,Action|Crime|Mystery|Romance|Thriller,Conspiracy Theory ,1,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,English,USA,R,75000000,1997,137,6.7,2.35
134,452,697,11000,85707116,Action|Drama|War,Fury ,4,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,English,USA,R,68000000,2014,8000,7.6,2.35
98,425,397,11000,74329966,Action|Adventure|Comedy|Romance,Six Days Seven Nights ,2,http://www.imdb.com/title/tt0120828/?ref_=fn_tt_tt_1,English,USA,PG-13,70000000,1998,643,5.7,2.35
80,40,375,3000,100169068,Adventure|Animation|Comedy|Family,Yogi Bear ,0,http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2010,642,4.6,1.85
83,21,495,13000,73215310,Adventure|Animation|Family|Western,Spirit: Stallion of the Cimarron ,0,http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,English,USA,G,80000000,2002,503,7.0,2.35
102,153,269,3000,80360866,Comedy|Family|Romance,Zookeeper ,1,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2011,1000,5.2,2.35
130,81,427,10000,69102910,Action|Adventure|Family|Sci-Fi|Thriller,Lost in Space ,0,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,1998,882,5.1,2.35
129,438,502,18000,65948711,Drama|Mystery|Sci-Fi|Thriller,The Manchurian Candidate ,1,http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,English,USA,R,80000000,2004,1000,6.6,1.85
117,69,87,898,821997,Drama|Romance,Déjà Vu ,0,http://www.imdb.com/title/tt0119033/?ref_=fn_tt_tt_1,English,USA,PG-13,,1997,577,7.0,1.85
89,266,859,12000,169692572,Animation|Comedy|Family|Fantasy,Hotel Transylvania 2 ,0,http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1,English,USA,PG,80000000,2015,11000,6.7,1.85
25,,474,1000,,Comedy|Family|Fantasy,Bewitched             ,1,http://www.imdb.com/title/tt0057733/?ref_=fn_tt_tt_1,English,USA,TV-G,,,960,7.6,4.0
74,11,62,340,60507228,Animation|Family|Fantasy|Music,Fantasia 2000 ,0,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,English,USA,G,80000000,1999,243,7.3,1.78
96,25,102,891,56684819,Action|Adventure|Sci-Fi,The Time Machine ,0,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2002,639,5.9,2.35
114,31,372,9000,50628009,Action|Adventure|Family|Fantasy|Thriller,Mighty Joe Young ,0,http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,English,USA,PG,90000000,1998,496,5.6,1.85
99,57,820,20000,69772969,Action|Crime|Thriller,Swordfish ,4,http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1,English,USA,R,80000000,2001,3000,6.5,2.35
129,258,163,2000,45356386,Action|Adventure|Western,The Legend of Zorro ,1,http://www.imdb.com/title/tt0386140/?ref_=fn_tt_tt_1,Spanish,USA,PG,75000000,2005,277,5.9,2.35
113,25,129,49000,55350897,Drama|Fantasy|Romance,What Dreams May Come ,1,http://www.imdb.com/title/tt0120889/?ref_=fn_tt_tt_1,English,USA,PG-13,85000000,1998,448,7.0,2.35
90,65,658,11000,39442871,Comedy|Fantasy,Little Nicky ,0,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2000,11000,5.3,1.85
118,0,871,13000,37899638,Action|Adventure|Comedy|Fantasy|Thriller,The Brothers Grimm ,2,http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,English,USA,PG-13,88000000,2005,13000,5.9,1.85
106,13000,733,20000,37754208,Action|Comedy|Sci-Fi,Mars Attacks! ,3,http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,English,USA,PG-13,70000000,1996,770,6.3,2.35
81,92,8,23,,Drama|Horror|Mystery|Sci-Fi,Evolution ,0,http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,French,France,,,2015,21,6.4,2.35
117,93,904,12000,27779888,Action|Adventure|Drama|Thriller,The Edge ,2,http://www.imdb.com/title/tt0119051/?ref_=fn_tt_tt_1,English,USA,R,,1997,1000,6.9,2.35
89,84,1000,13000,38542418,Action|Sci-Fi|Thriller,Surrogates ,5,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2009,1000,6.3,2.35
145,79,183,981,34566746,Drama|History|Thriller,Thirteen Days ,1,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,2000,274,7.3,1.85
114,357,366,13000,32885565,Action|Adventure|Drama|Thriller,Daylight ,0,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,English,USA,PG-13,80000000,1996,10000,5.8,1.85
