genres,movie_title,actor_3_name,movie_imdb_link,num_user_for_reviews,country,aspect_ratio,movie_facebook_likes
Adventure|Animation|Comedy|Family,Space Dogs ,Aleksandr Bashirov,http://www.imdb.com/title/tt1272051/?ref_=fn_tt_tt_1,8,Russia,,200
Crime|Drama|Thriller,The Counselor ,Goran Visnjic,http://www.imdb.com/title/tt2193215/?ref_=fn_tt_tt_1,431,USA,2.35,24000
Action|Adventure|History|Romance,Ironclad ,Derek Jacobi,http://www.imdb.com/title/tt1233301/?ref_=fn_tt_tt_1,103,UK,2.35,0
Action|Drama|History|War,Waterloo ,Jack Hawkins,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,76,Italy,2.35,690
Action|Drama,Kung Fu Killer ,Wai-Keung Lau,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,26,China,2.35,0
Action|Thriller,Red Sky ,Jacob Vargas,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,11,USA,,437
Drama|Romance,Dangerous Liaisons ,Swoosie Kurtz,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,143,USA,1.85,0
Adventure|Drama,On the Road ,Kirsten Dunst,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,128,France,2.35,27000
Adventure|Comedy|Sci-Fi,Star Trek IV: The Voyage Home ,Walter Koenig,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219,USA,2.35,0
Drama|Sport,Rocky Balboa ,Mike Tyson,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,962,USA,1.85,0
Action|Crime|Sport|Thriller,Point Break ,Delroy Lindo,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1,163,USA,2.35,37000
Horror|Mystery,Scream 2 ,Kevin Williamson,http://www.imdb.com/title/tt0120082/?ref_=fn_tt_tt_1,488,USA,2.35,0
Action|Drama|Western,Jane Got a Gun ,Boyd Holbrook,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,56,USA,2.35,0
Comedy|Romance,Think Like a Man Too ,David Walton,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,38,USA,2.35,3000
Comedy|Crime,The Whole Nine Yards ,Natasha Henstridge,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,318,USA,1.85,0
Drama|Music|Romance,Footloose ,Lori Singer,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,113,USA,1.85,0
Comedy,Old School ,Patrick Fischler,http://www.imdb.com/title/tt0302886/?ref_=fn_tt_tt_1,404,USA,2.35,0
Comedy|Drama|Fantasy,The Fisher King ,Harry Shearer,http://www.imdb.com/title/tt0101889/?ref_=fn_tt_tt_1,170,USA,1.85,12000
Horror|Mystery,I Still Know What You Did Last Summer ,Bill Cobbs,http://www.imdb.com/title/tt0130018/?ref_=fn_tt_tt_1,418,USA,2.35,891
Comedy|Drama|Romance,Return to Me ,Bonnie Hunt,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275,USA,1.85,0
Comedy|Romance,Zack and Miri Make a Porno ,Jennifer Schwalbach Smith,http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1,243,USA,1.85,0
Comedy|Crime|Drama,Nurse Betty ,Kathleen Wilhoite,http://www.imdb.com/title/tt0171580/?ref_=fn_tt_tt_1,263,Germany,2.35,455
Comedy|War,The Men Who Stare at Goats ,Stephen Root,http://www.imdb.com/title/tt1234548/?ref_=fn_tt_tt_1,268,USA,2.35,15000
Action|Comedy|Crime|Thriller,Double Take ,Garcelle Beauvais,http://www.imdb.com/title/tt0238948/?ref_=fn_tt_tt_1,50,USA,2.35,204
Biography|Drama,Girl, Interrupted ,Vanessa Redgrave,http://www.imdb.com/title/tt0172493/?ref_=fn_tt_tt_1,385,USA,1.85,0
Comedy|Romance,Win a Date with Tad Hamilton! ,Nathan Lane,http://www.imdb.com/title/tt0335559/?ref_=fn_tt_tt_1,140,USA,2.35,876
Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,Muppets from Space ,David Arquette,http://www.imdb.com/title/tt0158811/?ref_=fn_tt_tt_1,100,USA,1.85,619
Adventure|Family|Fantasy|Music|Musical,The Wiz ,Theresa Merritt,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,150,USA,1.85,0
Comedy|Sport,Ready to Rumble ,Martin Landau,http://www.imdb.com/title/tt0217756/?ref_=fn_tt_tt_1,101,USA,1.85,650
Comedy|Drama|Sport,Play It to the Bone ,Lolita Davidovich,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,59,USA,2.35,153
Comedy|Romance,I Don't Know How She Does It ,Jessica Szohr,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,68,USA,1.85,0
Comedy|Horror,Piranha 3D ,Jessica Szohr,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,374,USA,2.35,13000
Biography|Drama|Music|Musical,Beyond the Sea ,Brenda Blethyn,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,248,USA,2.35,0
Comedy|Family,Meet the Deedles ,A.J. Langer,http://www.imdb.com/title/tt0120645/?ref_=fn_tt_tt_1,37,USA,,839
Action|Adventure|Animation|Comedy|Fantasy,The Princess and the Cobbler ,Clive Revill,http://www.imdb.com/title/tt0112389/?ref_=fn_tt_tt_1,47,UK,2.35,408
Drama|Romance,The Bridge of San Luis Rey ,Geraldine Chaplin,http://www.imdb.com/title/tt0356443/?ref_=fn_tt_tt_1,50,UK,1.85,181
Action|Crime|Drama|Thriller,Faster ,Mike Epps,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,157,USA,2.35,12000
Adventure|Animation|Family|Fantasy,Howl's Moving Castle ,Jean Simmons,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,330,Japan,1.85,13000
Adventure|Comedy|Horror|Sci-Fi,Zombieland ,Derek Graf,http://www.imdb.com/title/tt1156398/?ref_=fn_tt_tt_1,553,USA,2.35,26000
Action|Adventure|Drama|Romance,King Kong ,Evan Parke,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,New Zealand,2.35,0
Comedy|Sport,The Waterboy ,Peter Dante,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,300,USA,1.85,0
Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode V - The Empire Strikes Back ,Anthony Daniels,http://www.imdb.com/title/tt0080684/?ref_=fn_tt_tt_1,900,USA,2.35,17000
Action|Comedy|Crime|Drama|Thriller,Bad Boys ,Theresa Randle,http://www.imdb.com/title/tt0112442/?ref_=fn_tt_tt_1,203,USA,1.85,0
Comedy|Crime,The Naked Gun 2½: The Smell of Fear ,O.J. Simpson,http://www.imdb.com/title/tt0102510/?ref_=fn_tt_tt_1,87,USA,1.85,0
Horror|Thriller,Final Destination ,Kerr Smith,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,674,USA,1.85,0
Drama,The Ides of March ,Jennifer Ehle,http://www.imdb.com/title/tt1124035/?ref_=fn_tt_tt_1,288,USA,2.35,22000
Horror|Sci-Fi,Pitch Black ,Cole Hauser,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1,805,USA,2.35,5000
Comedy|Romance,Someone Like You... ,Catherine Dent,http://www.imdb.com/title/tt0244970/?ref_=fn_tt_tt_1,167,USA,1.85,0
Drama|Romance|Sci-Fi,Her ,Matt Letscher,http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1,748,USA,1.85,148000
Biography|Comedy|Drama|Sport,Eddie the Eagle ,Tim McInnerny,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119,UK,2.35,15000
Mystery|Thriller,Joy Ride ,Dell Yount,http://www.imdb.com/title/tt0206314/?ref_=fn_tt_tt_1,339,USA,2.35,0
Adventure|Family|Fantasy,The Adventurer: The Curse of the Midas Box ,Oliver Stark,http://www.imdb.com/title/tt1376213/?ref_=fn_tt_tt_1,32,UK,2.35,0
Comedy|Drama,Anywhere But Here ,Shawn Hatosy,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,103,USA,2.35,638
Comedy|Romance,Chasing Liberty ,Terence Maynard,http://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,129,USA,2.35,0
Comedy|Crime,The Crew ,Lainie Kazan,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,47,USA,1.85,153
Action|Thriller,Haywire ,Michael Angarano,http://www.imdb.com/title/tt1506999/?ref_=fn_tt_tt_1,397,Ireland,2.35,0
Adventure|Horror|Thriller,Jaws: The Revenge ,Lynn Whitfield,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,383,USA,2.35,0
Drama,Marvin's Room ,Meryl Streep,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,71,USA,1.85,1000
Biography|Comedy|Drama|Family|Sport,The Longshots ,Garrett Morris,http://www.imdb.com/title/tt1091751/?ref_=fn_tt_tt_1,19,USA,2.35,376
Drama|Romance,The End of the Affair ,James Bolam,http://www.imdb.com/title/tt0172396/?ref_=fn_tt_tt_1,165,UK,1.85,0
Action|Crime|Drama|Thriller|Western,Harley Davidson and the Marlboro Man ,Don Johnson,http://www.imdb.com/title/tt0102005/?ref_=fn_tt_tt_1,81,USA,1.85,0
Crime|Drama|Mystery|Thriller,In the Valley of Elah ,Barry Corbin,http://www.imdb.com/title/tt0478134/?ref_=fn_tt_tt_1,224,USA,2.35,0
Biography|Drama,Coco Before Chanel ,Marie Gillain,http://www.imdb.com/title/tt1035736/?ref_=fn_tt_tt_1,65,France,2.35,0
Drama|Western,Forsaken ,Michael Wincott,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,49,Canada,2.35,0
Comedy|Drama|Romance,Chéri ,Gaye Brown,http://www.imdb.com/title/tt1179258/?ref_=fn_tt_tt_1,43,UK,2.35,0
Action|Crime|Drama|Thriller,Rogue             ,Derek Luke,http://www.imdb.com/title/tt2397255/?ref_=fn_tt_tt_1,23,USA,,532
Drama,Vanity Fair ,Lillete Dubey,http://www.imdb.com/title/tt0241025/?ref_=fn_tt_tt_1,148,USA,2.35,767
Action|Drama|History,Bodyguards and Assassins ,Nicholas Tse,http://www.imdb.com/title/tt1403130/?ref_=fn_tt_tt_1,33,China,2.35,765
Fantasy|Horror,1408 ,Alexandra Silber,http://www.imdb.com/title/tt0450385/?ref_=fn_tt_tt_1,580,USA,2.35,11000
Adventure|Comedy|Sci-Fi,Spaceballs ,Michael Winslow,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,273,USA,1.85,13000
Drama|War,The Water Diviner ,Steve Bastoni,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,185,Australia,2.35,18000
Drama|Fantasy|Romance|Thriller,Ghost ,Phil Leeds,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,252,USA,1.85,0
Comedy|Romance,There's Something About Mary ,Richard Tyson,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,611,USA,1.85,0
Comedy|Drama|Family|Fantasy,The Santa Clause ,Peter Boyle,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,111,USA,1.85,0
Drama|Family|Sport,The Rookie ,Angus T. Jones,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,174,USA,2.35,0
Comedy|Family|Sport,The Game Plan ,Madison Pettis,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,83,USA,2.35,0
Drama|Romance,The Bridges of Madison County ,Debra Monk,http://www.imdb.com/title/tt0112579/?ref_=fn_tt_tt_1,192,USA,1.85,0
Comedy|Sci-Fi,The Animal ,Colleen Haskell,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,132,USA,1.85,1000
Biography|Drama|History,Gandhi ,John Gielgud,http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,256,UK,2.35,12000
Comedy|Drama,The Hundred-Foot Journey ,Juhi Chawla,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,185,USA,2.35,55000
Action|Crime|Drama|Mystery|Thriller,The Net ,Ray McKinnon,http://www.imdb.com/title/tt0113957/?ref_=fn_tt_tt_1,166,USA,1.85,0
Drama,I Am Sam ,Richard Schiff,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,431,USA,1.85,15000
Biography|Drama|History,Son of God ,Darwin Shaw,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,174,USA,2.35,15000
Action|Fantasy|Thriller,Underworld ,Shane Brolly,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,806,UK,2.35,0
Drama|Thriller,Derailed ,Xzibit,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,375,USA,2.35,0
Comedy|Crime|Drama|Thriller,The Informant! ,Thomas F. Wilson,http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,175,USA,1.85,0
Biography|Drama|Romance,Shadowlands ,Julian Fellowes,http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1,87,UK,2.35,2000
Comedy,Deuce Bigalow: European Gigolo ,Charles Keating,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,166,USA,1.85,887
Comedy|Drama,Delivery Man ,Matthew Daddario,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,95,USA,2.35,0
Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein ,Daniel Mays,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,USA,2.35,11000
Thriller,Our Kind of Traitor ,Grigoriy Dobrygin,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,21,UK,2.35,0
Comedy|Crime|Romance,Saving Silverman ,Kyle Gass,http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,201,USA,1.85,739
Comedy|Family,Diary of a Wimpy Kid: Dog Days ,Karan Brar,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,35,USA,2.35,0
Crime|Drama|Romance|Thriller,Summer of Sam ,Mike Starr,http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,354,USA,1.85,0
Comedy,Jay and Silent Bob Strike Back ,Jason Mewes,http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,867,USA,2.35,0
Action|Adventure|Romance|Sci-Fi|Thriller,The Island ,Djimon Hounsou,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,899,USA,2.35,0
Crime|Drama|Mystery|Thriller,The Glass House ,Trevor Morgan,http://www.imdb.com/title/tt0221218/?ref_=fn_tt_tt_1,200,USA,2.35,804
Comedy|Mystery,Hail, Caesar! ,Alden Ehrenreich,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,302,UK,1.85,23000
Comedy|Music,Josie and the Pussycats ,Aries Spears,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,242,Canada,1.85,0
Action|Crime|Drama|Thriller,Homefront ,Frank Grillo,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,154,USA,2.35,15000
Adventure|Comedy|Family|Fantasy,The Little Vampire ,Alice Krige,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,38,Germany,1.85,0
Comedy,I Heart Huckabees ,Isabelle Huppert,http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1,381,USA,2.35,0
Action|Crime|Sci-Fi|Thriller,RoboCop 3 ,Mako,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,180,USA,1.85,716
Action|Adventure|Fantasy|Sci-Fi|Thriller,Megiddo: The Omega Code 2 ,Franco Nero,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,111,USA,1.85,158
Comedy|Drama|Musical|Romance|War,Darling Lili ,Jeremy Kemp,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,50,USA,2.35,104
Comedy|Family|Romance,Dudley Do-Right ,Eric Idle,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,77,USA,2.35,272
Action|Crime|Thriller,The Transporter Refueled ,Radivoje Bukvic,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,121,France,2.35,0
Drama|Romance,The Libertine ,Richard Coyle,http://www.imdb.com/title/tt0375920/?ref_=fn_tt_tt_1,260,UK,2.35,0
Drama|Thriller|War,Black Book ,Christian Berkel,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,232,Netherlands,2.35,0
Drama|History|Music|Romance|War,Joyeux Noel ,Ian Richardson,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,147,France,2.35,11000
Action|Comedy|Romance,Hit and Run ,Beau Bridges,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,104,USA,2.35,0
Comedy|Crime|Thriller,Mad Money ,Roger Cross,http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1,54,USA,2.35,687
Drama|Mystery|Thriller,Before I Go to Sleep ,Anne-Marie Duff,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,105,UK,2.35,11000
Adventure|Drama|Thriller,Sorcerer ,Amidou,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,116,USA,1.85,0
Drama|Thriller,Stone ,Frances Conroy,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,135,USA,2.35,0
Comedy|History,Molière ,Fabrice Luchini,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,27,France,2.35,815
Crime|Drama|Thriller,Out of the Furnace ,Dendrie Taylor,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,231,USA,2.35,17000
Crime|Drama|Mystery|Thriller,Michael Clayton ,Sydney Pollack,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,363,USA,2.35,0
Adventure|Comedy,My Fellow Americans ,Sela Ward,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,71,USA,1.85,758
Crime|Drama|Thriller,Arlington Road ,Hope Davis,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,591,USA,2.35,0
Adventure|Animation|Family|Sport,Underdogs ,Gabriel Almirón,http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1,22,Spain,2.35,0
Comedy|Romance,To Rome with Love ,Alessandra Mastronardi,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,163,USA,1.85,18000
Action|Adventure|Thriller,Firefox ,Kenneth Colley,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,98,USA,2.35,0
Animation|Comedy|Fantasy|Musical,South Park: Bigger Longer & Uncut ,Trey Parker,http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1,928,USA,1.85,0
Comedy,Death at a Funeral ,Kris Marshall,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199,USA,1.85,0
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Teenage Mutant Ninja Turtles III ,Matt Hill,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87,USA,1.85,1000
Drama|Sport,Hardball ,DeWayne Warren,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,131,USA,1.85,0
Comedy|Drama|Romance,Silver Linings Playbook ,Bradley Cooper,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,692,USA,2.35,117000
Biography|Crime|Drama,Freedom Writers ,Imelda Staunton,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,235,Germany,1.85,10000
Drama,For Colored Girls ,Kimberly Elise,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,73,USA,1.85,0
Action|Crime|Thriller,The Transporter ,Matt Schulze,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,460,France,2.35,0
Action|Drama|Sport,Never Back Down ,Leslie Hope,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,184,USA,2.35,0
Horror|Sci-Fi|Thriller,The Rage: Carrie 2 ,Eddie Kaye Thomas,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,253,USA,1.85,897
Game-Show|Reality-TV|Romance,The Bachelor             ,,http://www.imdb.com/title/tt0313038/?ref_=fn_tt_tt_1,33,USA,,141
Comedy|Drama|Romance,Away We Go ,Carmen Ejogo,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,115,USA,2.35,7000
Comedy|Drama,Swing Vote ,Nathan Lane,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,79,USA,2.35,1000
Drama|Romance,Moonlight Mile ,Bob Clendenin,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,147,USA,2.35,365
Drama|Mystery|Thriller,Tinker Tailor Soldier Spy ,Gary Oldman,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,517,France,2.35,24000
Comedy|Drama|Romance,Molly ,Sarah Wynter,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,40,USA,1.85,284
Drama,The Beaver ,Riley Thomas Stewart,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148,USA,2.35,17000
Comedy|Musical,The Best Little Whorehouse in Texas ,Dom DeLuise,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,48,USA,2.35,0
Horror|Sci-Fi|Thriller,eXistenZ ,Callum Rennie,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,527,Canada,1.85,6000
Action|Adventure,Raiders of the Lost Ark ,William Hootkins,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,771,USA,2.35,16000
Adventure|Comedy|Family,Home Alone 2: Lost in New York ,Devin Ratray,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,189,USA,1.85,0
Drama|Sci-Fi,Close Encounters of the Third Kind ,Melinda Dillon,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339,USA,2.35,0
Drama|Horror|Sci-Fi|Thriller,Pulse ,Rick Gonzalez,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258,USA,2.35,0
Action|Comedy|Crime|Thriller,Beverly Hills Cop II ,Ronny Cox,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95,USA,2.35,0
Comedy,Bringing Down the House ,Steve Harris,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,236,USA,2.35,800
Crime|Drama|Horror|Thriller,The Silence of the Lambs ,Anthony Heald,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916,USA,1.85,40000
Comedy|Music,Wayne's World ,Kurt Fuller,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,176,USA,1.85,0
Action|Comedy|Documentary,Jackass 3D ,Chris Pontius,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81,USA,1.78,0
Adventure|Horror|Thriller,Jaws 2 ,Joseph Mascolo,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265,USA,2.35,0
Adventure|Comedy|Drama|Family|Romance,Beverly Hills Chihuahua ,Ali Hillis,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99,USA,2.35,0
Horror|Mystery|Thriller,The Conjuring ,Hayley McFarland,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807,USA,2.35,131000
Adventure|Comedy|Family|Romance,Are We There Yet? ,Jay Mohr,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149,USA,1.85,773
Comedy,Tammy ,Ben Falcone,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144,USA,1.85,11000
Drama|Mystery|Thriller,Disturbia ,Jose Pablo Cantillo,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491,USA,1.85,0
Comedy|Music,School of Rock ,Mike White,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479,USA,1.85,0
Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat ,Bridgette Wilson-Sampras,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283,USA,1.85,0
Drama|Mystery|Romance|Thriller,Wicker Park ,Mark Camacho,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,USA,2.35,0
Comedy|Crime,White Chicks ,Brittany Daniel,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251,USA,1.85,0
Comedy|Drama,The Descendants ,Beau Bridges,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439,USA,2.35,22000
Adventure|Comedy|Drama|Family|Mystery,Holes ,Ski Carr,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331,USA,1.85,0
Drama|Family|Music|Romance,The Last Song ,Melissa Ordway,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185,USA,2.35,10000
Biography|Drama|History,12 Years a Slave ,Taran Killam,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695,USA,2.35,83000
Comedy|Drama|Music|Romance,Drumline ,Jason Weaver,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,185,USA,2.35,2000
Comedy|Drama|Romance,Why Did I Get Married Too? ,Tasha Smith,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68,USA,1.85,0
Fantasy|Romance,Edward Scissorhands ,Conchata Ferrell,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588,USA,1.85,16000
Drama|Romance,Me Before You ,Brendan Coyle,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,130,UK,2.35,51000
Comedy|Crime|Drama,Madea's Witness Protection ,Romeo Miller,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50,USA,1.85,0
Action|Crime|Drama|Thriller,The French Connection ,Tony Lo Bianco,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,280,USA,1.85,0
Comedy,Bad Moms ,Jada Pinkett Smith,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,USA,,18000
Comedy|Romance,Date Movie ,Fred Willard,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613,USA,1.85,806
Adventure|Animation|Family|Fantasy,Return to Never Land ,Spencer Breslin,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79,USA,1.66,302
Biography|Drama|History,Selma ,Oprah Winfrey,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212,UK,2.35,22000
Adventure|Animation|Family|Musical,The Jungle Book 2 ,Tony Jay,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58,USA,1.85,227
Drama|Horror|Mystery|Thriller,Boogeyman ,Charles Mesure,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389,USA,1.85,1000
Drama|Mystery|Thriller,Premonition ,Marc Macaulay,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,337,USA,2.35,0
Animation|Comedy|Drama|Family|Musical,The Tigger Movie ,Ken Sansom,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53,USA,1.78,347
Horror|Mystery|Thriller,Orphan ,Aryana Engineer,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383,USA,1.85,20000
Adventure|Family,Max ,Edgar Arreola,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87,USA,2.35,33000
Comedy,Meet the Browns             ,Denise Boutte,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,20,USA,1.85,211
Adventure|Comedy,Epic Movie ,Fred Willard,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666,USA,1.85,0
