director_name,duration,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
DJ Pooh,93,522,Angell Conwell,5612,955,DJ Pooh,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,38,English,R,4000000,231,4.6,842
DJ Pooh,82,939,Mo'Nique,1415,3354,Faizon Love,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,10,English,R,6000000,706,4.0,118
Wayne Kramer,101,658,Estella Warren,28714,3086,Shawn Hatosy,http://www.imdb.com/title/tt0318374/?ref_=fn_tt_tt_1,215,English,R,3200000,636,7.0,762
John Huston,120,862,Montgomery Clift,12981,1652,Thelma Ritter,http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1,121,English,Approved,4000000,403,7.4,0
Patrick Stettner,81,49000,Robin Williams,13086,50831,Rory Culkin,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,156,English,R,4000000,780,5.9,576
James Melkonian,82,584,Vincent Pastore,2129,1002,Peter Appel,http://www.imdb.com/title/tt0110189/?ref_=fn_tt_tt_1,37,English,R,,246,4.6,138
Wes Craven,107,798,Frank Grillo,16411,2537,Zena Grey,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,136,English,R,25000000,374,4.8,0
J.A. Bayona,105,382,Geraldine Chaplin,120189,954,Fernando Cayo,http://www.imdb.com/title/tt0464141/?ref_=fn_tt_tt_1,308,Spanish,R,3400000,273,7.5,11000
Michael Tiddes,86,986,Ashley Rickards,14621,4073,Gabriel Iglesias,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,48,English,R,4000000,713,4.7,0
Roger Avary,110,16000,Ian Somerhalder,44339,19928,Clifton Collins Jr.,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,425,English,R,4000000,977,6.7,0
Alfred Hitchcock,127,204,Roscoe Lee Browne,12677,753,Philippe Noiret,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,89,English,M,4000000,187,6.3,414
Bob Odenkirk,90,812,Dylan Baker,19622,1566,Amy Hill,http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1,58,English,R,,466,6.0,931
Allison Anders,110,4000,Salma Hayek,78241,7921,Lili Taylor,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,177,English,R,4000000,975,6.7,0
Steven Shainberg,104,769,Jeremy Davies,67949,2251,Lesley Ann Warren,http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1,390,English,R,4000000,413,7.1,15000
Rick de Oliveira,96,960,Laura Ramsey,3611,972,Benjamin Fletcher,http://www.imdb.com/title/tt0360916/?ref_=fn_tt_tt_1,62,English,R,8000000,12,2.7,131
Oliver Stone,110,721,Michael Wincott,10073,1966,Bill Johnson,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,78,English,R,4000000,246,7.3,816
Christopher Guest,84,925,Catherine O'Hara,22697,3559,Larry Miller,http://www.imdb.com/title/tt0118111/?ref_=fn_tt_tt_1,202,English,R,4000000,729,7.6,0
Jeff Franklin,94,834,Ivana Milicevic,4377,2662,Bridgette Wilson-Sampras,http://www.imdb.com/title/tt0188863/?ref_=fn_tt_tt_1,85,English,R,4000000,625,5.8,309
John Dahl,93,497,Philip Baker Hall,16224,776,Jayne Eastwood,http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1,76,English,R,4000000,113,6.5,830
Mike Mills,96,730,Kelli Garner,18762,1208,Nancy O'Dell,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,91,English,R,4000000,394,6.6,708
Kevin Smith,88,1000,Anna Gunn,53342,4777,Stephen Root,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,287,English,R,4000000,947,6.2,16000
Dave McKean,101,420,Stephanie Leonidas,20275,1215,Rob Brydon,http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1,151,English,PG,4000000,291,6.9,0
Ron Fricke,102,48,Collin Alfredo St. Dic,22457,48,Puti Sri Candra Dewi,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,69,None,PG-13,4000000,0,8.5,26000
Ruggero Deodato,87,721,Michael Berryman,2308,1700,Richard Lynch,http://www.imdb.com/title/tt0092615/?ref_=fn_tt_tt_1,35,English,R,4000000,576,4.8,550
Gavin Wiesen,83,947,Michael Angarano,45293,2353,Rita Wilson,http://www.imdb.com/title/tt1645080/?ref_=fn_tt_tt_1,71,English,PG-13,,685,6.6,0
Mora Stephens,103,1000,Ray Winstone,4091,3408,Elena Satine,http://www.imdb.com/title/tt3346224/?ref_=fn_tt_tt_1,20,English,R,4500000,1000,5.7,987
Mars Callahan,99,979,Chazz Palminteri,8535,3130,Ernie Reyes Jr.,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1,113,English,R,4000000,665,7.0,872
Mike Figgis,106,2000,Kelly Macdonald,2877,4343,Julian Sands,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,70,English,R,4000000,811,5.4,111
Leos Carax,115,690,Kylie Minogue,29440,1298,Denis Lavant,http://www.imdb.com/title/tt2076220/?ref_=fn_tt_tt_1,110,French,Not Rated,,227,7.1,12000
David Gordon Green,117,12000,Nicolas Cage,36494,13607,Ronnie Gene Blevins,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,118,English,R,4000000,1000,6.9,11000
Stefan Schwartz,99,419,Peter McNamara,6705,975,Ralph Ineson,http://www.imdb.com/title/tt0120122/?ref_=fn_tt_tt_1,53,English,PG,3000000,254,6.6,167
