num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,genres,actor_1_name,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes
195,114,920,Toby Jones,Drama|Horror|Mystery|Thriller,Robert De Niro,25804,Craig Roberts,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,140,R,14000000,2012,2000
256,119,778,Joe Lo Truglio,Comedy,Emma Stone,17584,Kevin Corrigan,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,555,R,20000000,2007,833
44,103,543,Keshia Knight Pulliam,Comedy|Crime|Drama,Vanessa Ferlito,3699,Derek Luke,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,45,PG-13,,2009,619
59,91,413,Jennifer Hale,Action|Horror,Jason Momoa,13545,Stephen McHattie,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,34,R,18000000,2014,918
97,98,129,Mari Koda,Drama|Music|Musical|Romance,Cassie Ventura,816,Luis Rosado,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,108,PG-13,23000000,2008,152
142,80,854,Chazz Palminteri,Action|Animation|Comedy|Crime|Family,Anne Hathaway,14385,Jim Belushi,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,247,PG,17500000,2005,979
187,121,242,Sophie Okonedo,Drama|History|War,Don Cheadle,4142,Hakeem Kae-Kazim,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,609,PG-13,17500000,2004,460
193,94,280,Dougray Scott,Action|Crime|Drama|Thriller,Henry Ian Cusick,2124,Ulrich Thomsen,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,376,R,24000000,2007,794
40,93,170,Mary J. Blige,Drama|Family|Music|Musical,Jennifer Hudson,1373,Vondie Curtis-Hall,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,17,PG,17500000,2013,269
46,93,1000,50 Cent,Action|Thriller,Bruce Willis,16735,Jessica Lowndes,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,101,R,18000000,2014,1000
38,116,50,Shawn Andrews,Crime|Drama|Thriller,Kirk Fox,245,Rob Campbell,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,67,R,17500000,2002,67
239,101,83,Elaine Cassidy,Fantasy|Horror|Thriller,Fionnula Flanagan,956,Eric Sykes,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,1109,PG-13,17000000,2001,203
250,154,604,Carrie Henn,Action|Adventure|Sci-Fi,Michael Biehn,4228,Jenette Goldstein,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,1076,R,18500000,1986,626
82,170,244,Rex Harrison,Drama|Family|Musical|Romance,Jeremy Brett,1164,Theodore Bikel,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,258,Approved,17000000,1964,272
140,99,681,Sarah Michelle Gellar,Horror|Mystery|Thriller,Muse Watson,50284,Anne Heche,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,419,R,17000000,1997,4000
129,104,613,Damon Wayans Jr.,Comedy,Rob Riggle,3627,James D'Arcy,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,147,R,17000000,2014,756
285,126,284,Patrick Gallagher,Adventure|Comedy|Drama|Romance,Virginia Madsen,2170,M.C. Gainey,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,835,R,12000000,2004,306
91,110,422,Owain Yeoman,Comedy,Chris Moss,35345,Jay Chandrasekhar,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,177,R,17500000,2006,459
318,101,598,Donald Pleasence,Horror|Thriller,Jamie Lee Curtis,4400,P.J. Soles,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,R,300000,1978,742
283,80,576,Tony Chiu Wai Leung,Action|Adventure|History,Jet Li,6229,Maggie Cheung,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,841,PG-13,31000000,2002,643
52,87,503,Molly Shannon,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,2164,Kevin Nealon,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,48,PG,17000000,2003,636
56,123,849,Sanaa Lathan,Comedy|Drama,Harold Perrineau,5306,Eddie Cibrian,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,64,R,17000000,2013,886
186,109,968,Common,Action|Crime|Drama|Thriller,Ryan Reynolds,19410,Alex Rocco,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,482,R,17000000,2006,988
178,90,298,Gina Holden,Horror|Mystery,Costas Mandylor,1978,Betsy Russell,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,279,R,20000000,2010,346
140,96,486,Vinessa Shaw,Comedy|Romance,Emmanuelle Vaugier,3294,Paulo Costanzo,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,207,R,17000000,2002,580
469,125,1000,Olivia Wilde,Action|Adventure|Sci-Fi,Jeff Bridges,25549,James Frain,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665,PG,170000000,2010,10000
63,82,281,Chris Kattan,Comedy|Music|Romance,Will Ferrell,9271,Dan Hedaya,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,239,PG-13,17000000,1998,357
148,86,583,Mary-Kate Olsen,Drama|Fantasy|Romance,Alex Pettyfer,17396,Erik Knudsen,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129,PG-13,17000000,2011,976
265,108,580,Greg Nicotero,Horror,Dan Byrd,4500,Vinessa Shaw,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,855,R,15000000,2006,1000
75,98,428,Jenna Boyd,Comedy,Kevin Grevioux,2713,Mary McCormack,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,117,PG-13,17000000,2003,517
113,129,89,Valente Rodriguez,Biography|Drama|Sport,Morgan Saylor,952,Diana Maria Riva,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,83,PG,17000000,2015,234
62,99,826,Loretta Devine,Comedy,Brandon T. Jackson,4797,Shad Moss,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,30,PG-13,,2010,912
54,105,104,Adam Boyer,Comedy|Crime|Drama|Music|Romance,T.I.,1538,Malika,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,92,PG-13,,2006,503
223,112,746,Hana Mae Lee,Comedy|Music|Romance,Anna Kendrick,12676,Ben Platt,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,250,PG-13,17000000,2012,751
50,108,505,Brian Dennehy,Comedy|Drama|Romance|Sport,Marc Blucas,3344,Bruce Davison,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,107,PG-13,34000000,2001,954
125,121,244,Bridget Fonda,Crime|Drama|Thriller,Gary Cole,2365,Chelcie Ross,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,416,R,17000000,1998,888
81,89,973,Ethan Embry,Horror|Mystery|Thriller,Alexander Gould,4060,Marc Blucas,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,271,PG-13,17000000,2002,982
37,89,323,Larry the Cable Guy,Comedy|Romance,Thomas F. Wilson,2135,Megyn Price,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,112,PG-13,4000000,2006,400
44,73,142,Kevin Clash,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,2020,Caroll Spinney,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37,G,17000000,1999,436
197,132,625,Lili Taylor,Crime|Drama|Thriller,Don Cheadle,6317,Armando Riesco,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,138,R,17000000,2009,960
15,154,86,David Niven,Action|Adventure|Drama|History|War,Ava Gardner,1567,John Ireland,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,50,Unrated,9000000,1963,490
543,96,58,Elizabeth Blackmore,Horror,Lou Taylor Pucci,673,Ellen Sandweiss,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,789,R,17000000,2013,150
112,98,399,Harland Williams,Comedy|Romance,Nia Vardalos,2016,Rachel Dratch,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,75,PG-13,17000000,2009,503
153,107,841,Dennis Quaid,Comedy|Music,Judy Greer,5992,Chris Klein,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217,PG-13,19000000,2006,2000
94,134,488,Margot Kidder,Action|Adventure|Family|Sci-Fi,Jim Broadbent,3007,William Hootkins,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,259,PG,17000000,1987,593
62,94,66,Clé Bennett,Drama,DeRay Davis,760,Conrad Coates,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,18,PG-13,,2007,122
157,122,834,Chazz Palminteri,Action|Crime|Drama|Thriller,Paul Walker,27381,Ivana Milicevic,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,419,R,17000000,2006,979
35,128,193,Jeremy Northam,Biography|Drama|Romance|Sport,Aidan Quinn,1727,Paul Freeman,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,64,PG,,2004,327
21,97,161,Paul Freeman,Adventure|Crime|Drama|Romance,Victor Wong,805,Clyde Kusatsu,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,28,PG-13,17000000,1986,193
236,110,96,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,4210,Jake Wood,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645,PG-13,16000000,2006,979
50,102,60,Melanie Griffith,Adventure|Horror|Thriller,Tippi Hedren,1262,Zakes Mokae,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,27,PG,17000000,1981,537
106,98,71,David Murray,Biography|Crime|Drama|Thriller,Brenda Fricker,409,Gerard McSorley,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,113,R,17000000,2003,96
106,120,55,Brady Corbet,Crime|Drama|Romance|Thriller,Josh Hutcherson,14492,Carlos Bardem,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,39,R,17000000,2014,287
173,160,215,Curtis Armstrong,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,2340,Chris Andrew Ciulla,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238,R,17000000,2006,876
41,80,168,Jess Harnell,Adventure|Animation|Family|Fantasy,Rob Paulsen,1364,Mary Mouser,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,39,PG,11000000,2008,262
41,91,255,Jan-Michael Vincent,Sci-Fi,George Peppard,1769,Paul Winfield,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,71,PG,17000000,1977,642
145,83,62,Rick Gomez,Horror|Thriller,Julianna Guill,730,Tim Williams,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,108,PG-13,17000000,2012,152
31,102,165,Jamie Lee Curtis,Comedy|Drama|Family|Romance,Macaulay Culkin,5433,Griffin Dunne,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,115,PG-13,16500000,1991,2000
105,122,260,Ty Burrell,Biography|Drama|Romance,Robert Downey Jr.,25173,Matt Servitto,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,97,R,16800000,2006,3000
236,110,96,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,4210,Jake Wood,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645,PG-13,16000000,2006,979
114,126,168,Tamara Tunie,Crime|Drama,Hal Holbrook,1607,James Karen,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,219,R,15000000,1987,508
69,136,1000,Kate Winslet,Drama|Romance,Alan Rickman,41059,Tom Wilkinson,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,196,PG,16500000,1995,14000
150,120,281,Julie Walters,Biography|Drama|Romance,Anne Hathaway,12554,Laurence Fox,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,151,PG,16500000,2007,838
72,108,433,Matt Long,Comedy|Romance,Danny Strong,2785,Samm Levine,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,50,PG-13,16500000,2007,701
158,126,385,Kim Dickens,Drama,Frances Fisher,2282,Ron Eldard,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,469,R,15000000,2003,624
96,128,1000,Josh Charles,Comedy|Drama,Robin Williams,51609,Kurtwood Smith,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,491,PG,16400000,1989,1000
84,113,481,Mike Starr,Comedy,Lauren Holly,2985,Teri Garr,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,438,PG-13,16000000,1994,854
114,89,62,Gretchen Palmer,Comedy|Drama|Romance,Bruno Kirby,485,Harley Jane Kozak,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,273,R,16000000,1989,73
79,129,359,James Mason,Drama,Charlotte Rampling,2330,Jack Warden,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,154,R,16000000,1982,617
103,94,486,Rachel Blanchard,Comedy,Ethan Suplee,3889,Paulo Costanzo,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,302,R,15600000,2000,490
67,106,35,Ron Lester,Comedy|Drama|Romance|Sport,Paul Walker,23369,Mark Walters,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,267,R,16000000,1999,255
576,100,628,Ed Lauter,Comedy|Drama|Romance,Bérénice Bejo,4606,Beth Grant,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,583,PG-13,15000000,2011,897
178,89,389,Atticus Shaffer,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,12183,Rachel Brosnahan,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230,PG-13,16000000,2009,787
487,94,559,Bill Murray,Adventure|Comedy|Drama|Romance,Bruce Willis,27911,Bob Balaban,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,377,PG-13,16000000,2012,13000
196,83,597,Jordana Brewster,Horror,Matt Bomer,26402,Lew Temple,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,366,R,16000000,2006,4000
24,111,107,Vincent Walsh,Drama,Clive Russell,824,Finn Ireland,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,30,PG-13,18500000,2016,118
56,80,499,Kenan Thompson,Comedy|Family,Jennifer Esposito,3058,James Brolin,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,307,PG,16000000,2002,521
406,112,250,Maribel Verdú,Drama|Fantasy|War,Ivana Baquero,1322,Sergi López,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,1083,R,13500000,2006,269
3,60,762,Jessika Van,Drama|Fantasy|Mystery|Thriller,Joel Courtney,4561,Riley Smith,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,57,,,,921
51,94,635,Angus T. Jones,Action|Comedy|Crime|Family,Leslie Bibb,4194,Paul Sorvino,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,53,PG,35000000,2001,1000
41,130,522,Snoop Dogg,Crime|Drama|Romance|Thriller,Mo'Nique,3107,Angell Conwell,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,81,R,16000000,2001,881
138,91,638,Danneel Ackles,Drama|Horror|Thriller,Leighton Meester,5349,Frances Fisher,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,115,PG-13,16000000,2011,1000
78,91,459,Erik Per Sullivan,Adventure|Comedy|Drama,Brittany Daniel,2543,Fred Ward,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,205,PG-13,17700000,2001,593
40,110,51,Alonna Shaw,Action|Crime,Bolo Yeung,874,Kamel Krifa,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,72,R,15000000,1991,67
285,121,108,Joe Cornish,Action|Comedy|Mystery,Bill Bailey,485,Billie Whitelaw,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,687,R,8000000,2007,115
124,114,650,Debi Mazar,Comedy|Drama,Jada Pinkett Smith,3485,Debra Messing,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,125,PG-13,16500000,2008,680
275,96,252,Kevin Dunn,Drama|Romance,Scarlett Johansson,19894,Christopher Evan Welch,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,365,PG-13,15500000,2008,581
34,270,292,Michael Nyqvist,Action|Adventure|Drama|Romance|War,Gustaf Skarsgård,2762,Vincent Perez,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,54,,25000000,2007,690
81,100,851,Jay Hernandez,Comedy,Mila Kunis,18786,Jada Pinkett Smith,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,R,20000000,2016,1000
67,94,95,Amanda Detmer,Comedy|Drama|Romance,Alyson Hannigan,3451,Tsianina Joelson,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,134,PG-13,16000000,2000,240
103,109,450,Cole Hauser,Drama,Patrick Fugit,2572,Marc Donato,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171,PG-13,16000000,2002,787
300,107,271,Amy Sedaris,Comedy|Fantasy|Horror,J.K. Simmons,24805,Cynthia Stevenson,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,294,R,16000000,2009,396
84,96,324,Jamie Lee Curtis,Comedy|Crime|Mystery,Will Ferrell,11078,Tracey Walter,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,148,PG-13,16000000,2000,2000
64,88,233,Don Pardo,Comedy,Mike Starr,1653,Julie Kavner,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,91,PG,16000000,1987,410
169,110,734,Lea Thompson,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,15044,Quinton Aaron,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,PG-13,16000000,2014,1000
158,113,238,Lena Olin,Drama|Romance,Robert Pattinson,22088,Ruby Jerins,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,PG-13,16000000,2010,541
46,101,258,Alexandra Holden,Comedy|Drama|Romance,Dylan Baker,1882,Trent Ford,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,95,PG-13,16000000,2003,326
15,105,384,Alyson Hannigan,Comedy|Romance|Sci-Fi,Jon Lovitz,14677,Tony Jay,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,55,PG-13,20000000,1988,3000
68,125,372,Tom Hanks,Drama,Denzel Washington,33865,Jason Robards,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,261,PG-13,26000000,1993,15000
111,100,363,Craig Bierko,Mystery|Sci-Fi|Thriller,Gretchen Mol,2389,Brad William Henke,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,302,R,16000000,1999,380
21,97,578,Vincent Pastore,Comedy,Farrah Fawcett,3835,Jenifer Lewis,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,20,PG-13,,2004,584
42,108,316,Karl Malden,Action|Drama|Sci-Fi|Thriller,Martin Landau,1945,Brian Keith,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90,PG,16000000,1979,416
65,112,215,Marian Seldes,Comedy|Drama|Music,Lochlyn Munro,1227,Huey Lewis,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,R,15000000,2000,403
109,112,642,Debra Messing,Comedy|Romance,Woody Allen,12766,Treat Williams,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,148,PG-13,16000000,2002,650
42,95,322,Lin Shaye,Comedy|Music,Natasha Lyonne,2518,Shannon Tweed,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,194,R,15000000,1999,852
112,110,186,Jon Polito,Action|Adventure|Fantasy,Christopher Lambert,1852,Celia Imrie,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316,R,16000000,1986,309
146,118,295,Omar Benson Miller,Drama,Alison Lohman,1889,Robin Weigert,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,88,R,16000000,2007,418
36,97,465,Annabeth Gish,Action|Crime|Sci-Fi,Charles Napier,3100,Hill Harper,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,62,PG-13,16000000,1997,489
230,120,310,Dagmara Dominczyk,Drama|Romance,Jeremy Renner,11019,Angela Sarafyan,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,70,R,16000000,2013,316
64,135,258,Natasha Richardson,Drama|History|Romance|War,Vanessa Redgrave,2096,Lynn Redgrave,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,78,PG-13,16000000,2005,708
393,101,888,Spencer Wilding,Crime|Drama|Mystery|Thriller,Rosario Dawson,5056,Tuppence Middleton,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,R,20000000,2013,1000
75,92,618,Snoop Dogg,Comedy,Mo'Nique,3935,Tom Arnold,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,R,16000000,2004,881
78,106,27,Kad Merad,Comedy|Romance,Dany Boon,329,Michel Galabru,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,49,,11000000,2008,55
67,92,227,Jodie Whittaker,Drama|Romance|War,Viggo Mortensen,11091,Steven Mackintosh,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,42,R,15000000,2008,304
216,161,116,Emily Alyn Lind,Drama|Fantasy,Paz de la Huerta,943,Olly Alexander,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,192,Not Rated,13000000,2009,289
54,92,613,Justin Kirk,Comedy|Horror|Romance,Taylor Negron,3086,Ivan Sergei,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,PG-13,16000000,2012,945
84,93,805,Sarah Roemer,Drama|Family,Cary-Hiroyuki Tagawa,4453,Joan Allen,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,304,G,16000000,2009,884
69,110,44,Tanya van Graan,Crime|Drama|Thriller,Orlando Bloom,5273,Conrad Kemp,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,43,R,16000000,2013,170
208,122,567,Tim Blake Nelson,Drama|Western,Barry Corbin,2896,Miranda Otto,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,132,R,16000000,2014,596
32,91,574,Jenifer Lewis,Comedy|Drama|Romance|Sport,Vivica A. Fox,3104,Kevin Pollak,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,PG-13,15600000,2002,578
20,45,15,Trond Fausa,Comedy|Crime|Drama,Steven Van Zandt,537,Tommy Karlsen,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,79,TV-MA,34000000,,57
78,115,125,Marie-Josée Croze,Drama|War,David Alpay,699,Charles Aznavour,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,180,R,,2002,150
21,94,518,Jake Lloyd,Drama|Sport,Bruce Dern,3583,William Shockley,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,26,PG,,2001,626
40,93,922,LL Cool J,Drama|Mystery|Thriller,Mekhi Phifer,4329,Fisher Stevens,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,R,15500000,2005,1000
40,94,17,Ryôko Hirosue,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,303,Michel Muller,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,R,15300000,2001,46
251,95,102,Gregg Henry,Comedy|Horror|Sci-Fi,Dustin Milligan,1120,Tania Saulnier,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,R,15500000,2006,298
94,105,383,Ronny Cox,Action|Comedy|Crime,Judge Reinhold,3464,James Russo,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,R,14000000,1984,605
102,103,925,Devin Ratray,Comedy|Family,Macaulay Culkin,7521,Catherine O'Hara,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,PG,18000000,1990,1000
21,102,801,Ted Danson,Comedy|Drama|Family,Tom Selleck,21499,Steve Guttenberg,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,PG,11000000,1987,875
94,116,481,Sydney Pollack,Comedy|Drama|Romance,Bill Murray,14701,Teri Garr,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,PG,22000000,1982,521
173,110,555,Tom Skerritt,Action|Drama|Romance,Tom Cruise,13069,Adrian Pasdar,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,PG,15000000,1986,1000
287,120,5,Pei-Pei Cheng,Action|Drama|Romance,Chen Chang,129,Sihung Lung,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,PG-13,15000000,2000,21
176,122,158,Peter Gallagher,Drama,Kevin Spacey,19078,Ara Celi,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,R,15000000,1999,828
479,118,520,Jennifer Ehle,Biography|Drama|History|Romance,Colin Firth,15732,Derek Jacobi,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,R,15000000,2010,1000
27,107,247,Tony Jay,Comedy|Crime,Kelly Preston,2151,Hugh O'Brian,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,PG,15000000,1988,384
20,45,260,Bobby Campo,Crime|Drama|Horror|Mystery|Thriller,Bex Taylor-Klaus,2380,Jason Wiles,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,68,TV-14,,,292
60,102,882,Eddie Redmayne,Drama|Romance,Kristen Stewart,30978,William Hurt,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,PG-13,15500000,2008,13000
70,154,271,Rae Dawn Chong,Drama,Oprah Winfrey,2592,Dana Ivey,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,PG-13,15000000,1985,581
43,103,13,Ji-won Ha,Action|Comedy|Drama|Thriller,Nicole Dionne,213,Kyung-gu Sol,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,R,,2009,80
1,141,635,Ayelet Zurer,Adventure|Drama|History,Morgan Freeman,13390,Moises Arias,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,PG-13,100000000,2016,744
454,114,305,Rory Kinnear,Biography|Drama|Thriller|War,Benedict Cumberbatch,20295,Allen Leech,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,PG-13,14000000,2014,393
25,109,271,Albert Brooks,Comedy|War,Eileen Brennan,2419,Alan Oppenheimer,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,R,10000000,1980,745
46,124,572,Beverly D'Angelo,Biography|Drama|Music|Musical,Sissy Spacek,2667,Levon Helm,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,PG,,1980,816
111,94,569,Zachary Gordon,Comedy|Family,Chloë Grace Moretz,20154,Rachael Harris,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,PG,15000000,2010,975
393,100,250,Megan Charpentier,Fantasy|Horror,Javier Botet,1949,Isabelle Nélisse,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,PG-13,20000000,2013,340
