director_name,num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,num_user_for_reviews,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Tamra Davis,111,135,Katherine Boecher,1000,Comedy|Drama,Crossroads ,34219,Dave Allen,1,578,USA,12000000,188,3.3,1.85,0
Nima Nourizadeh,229,281,Kirby Bliss Blanton,971,Comedy|Crime,Project X ,157051,Oliver Cooper,0,261,USA,12000000,329,6.7,1.85,29000
Franklin J. Schaffner,112,78,Karl Malden,654,Biography|Drama|War,Patton ,76398,Bill Hickman,0,258,USA,12000000,416,8.0,2.2,0
Mark Romanek,207,933,Gary Cole,49000,Drama|Thriller,One Hour Photo ,97938,Connie Nielsen,0,605,USA,12000000,989,6.8,1.85,0
John Erick Dowdle,198,1000,Jay Hernandez,137000,Horror|Sci-Fi|Thriller,Quarantine ,57446,Dania Ramirez,0,369,USA,12000000,1000,6.0,1.85,0
David Moreau,172,451,Alessandro Nivola,17000,Horror|Mystery,The Eye ,44130,Obba Babatundé,1,156,USA,12000000,527,5.4,2.35,0
Christopher Erskin,45,826,Shannon Elizabeth,1000,Comedy,Johnson Family Vacation ,5928,Shad Moss,5,49,USA,12000000,1000,4.3,2.35,243
Jesse Dylan,34,722,Fred Willard,995,Comedy|Fantasy,How High ,42644,T.J. Thyne,2,102,USA,12000000,729,6.2,1.85,0
Brian Henson,75,84,Jerry Nelson,227,Comedy|Drama|Family|Fantasy|Musical,The Muppet Christmas Carol ,33850,Steve Whitmire,0,147,USA,12000000,94,7.7,1.85,0
Martin Campbell,400,834,Tobias Menzies,6000,Action|Adventure|Thriller,Casino Royale ,470501,Ivana Milicevic,1,2301,UK,150000000,1000,8.0,2.35,0
Julie Taymor,128,898,Roger Rees,4000,Biography|Drama|Romance,Frida ,61651,Valeria Golino,0,271,USA,12000000,1000,7.4,1.85,0
Dan Cutforth,68,8,Ashley Ashida Dixon,28,Documentary|Music,Katy Perry: Part of Me ,12383,Anthony Burrell,0,50,USA,12000000,9,5.9,1.85,0
Josh Boone,326,733,Sam Trammell,8000,Drama|Romance,The Fault in Our Stars ,249688,Nat Wolff,0,548,USA,12000000,1000,7.8,1.85,93000
John Dahl,128,599,Martin Landau,13000,Crime|Drama,Rounders ,121676,Gretchen Mol,2,290,USA,12000000,940,7.4,2.35,0
Chris Rock,161,555,Romany Malco,3000,Comedy|Romance,Top Five ,21672,J.B. Smoove,10,93,USA,12000000,966,6.5,2.35,0
John Frankenheimer,70,79,Richard Dysart,452,Horror|Sci-Fi,Prophecy ,3000,Robert Foxworth,1,75,USA,12000000,122,5.4,2.35,902
David Koepp,164,282,Kathryn Erbe,347,Horror|Mystery|Thriller,Stir of Echoes ,62468,Lusia Strus,0,374,USA,12000000,301,7.0,1.85,0
,68,898,Kelvin Taylor,1000,Action|Adventure|Biography|Drama|History,Spartacus: War of the Damned             ,173172,Viva Bianca,2,302,USA,,939,8.6,16.0,31000
Stephen Frears,354,322,Mare Winningham,1000,Biography|Drama,Philomena ,76094,Peter Hermann,2,233,UK,12000000,482,7.6,1.85,37000
Mike Binder,125,805,Erika Christensen,975,Comedy|Drama,The Upside of Anger ,19007,Joan Allen,1,219,USA,9000000,931,6.9,2.35,549
Franklin J. Schaffner,55,801,Anne Meara,1000,Drama|Thriller,The Boys from Brazil ,20660,Steve Guttenberg,3,123,UK,12000000,837,7.0,1.85,0
Elizabeth Allen Rosenbaum,66,717,Joanna 'JoJo' Levesque,836,Comedy|Family|Fantasy|Romance,Aquamarine ,30462,Dichen Lachman,3,150,USA,12000000,826,5.3,1.85,0
Jake Schreier,191,376,Cara Delevingne,733,Drama|Mystery|Romance,Paper Towns ,63390,Meg Crosbie,2,160,USA,12000000,558,6.4,2.35,0
Cheryl Dunye,33,581,Marsha Thomason,873,Comedy,My Baby's Daddy ,3119,Bai Ling,5,18,USA,,691,4.5,1.85,151
Alexander Payne,433,622,Bruce Dern,1000,Adventure|Comedy|Drama,Nebraska ,91082,Will Forte,0,274,USA,12000000,844,7.8,2.35,28000
Ernest R. Dickerson,66,580,Jada Pinkett Smith,1000,Action|Fantasy|Horror|Thriller,Tales from the Crypt: Demon Knight ,16646,Gary Farmer,1,104,USA,13000000,851,6.7,1.85,0
Tim Hill,37,611,Amber Valletta,833,Comedy|Crime|Family,Max Keeble's Big Move ,5794,Larry Miller,0,69,USA,12000000,626,5.3,1.85,371
Jason Reitman,325,390,Patton Oswalt,9000,Comedy|Drama,Young Adult ,64682,Collette Wolfe,1,203,USA,12000000,786,6.3,1.85,0
Mark Neveldine,170,501,Edi Gathegi,26000,Action|Crime|Thriller,Crank ,196422,Jose Pablo Cantillo,1,444,USA,12000000,725,7.0,1.78,0
Lionel C. Martin,11,324,Gilbert Gottfried,1000,Comedy,How to Be a Player ,2301,Lark Voorhies,2,15,USA,,560,5.3,1.85,439
Richard LaGravenese,24,604,Eddie Cibrian,1000,Comedy|Drama|Romance,Living Out Loud ,4052,Jenette Goldstein,1,88,USA,12000000,849,6.6,2.35,242
Sanaa Hamri,70,696,Laz Alonso,988,Comedy|Romance|Sport,Just Wright ,10103,Mehcad Brooks,1,36,USA,,826,5.8,2.35,0
Jonathan Demme,232,471,Rosemarie DeWitt,11000,Drama|Romance,Rachel Getting Married ,41226,Bill Irwin,1,281,USA,,536,6.7,1.85,0
Bob Rafelson,34,85,Michael Lerner,1000,Crime|Drama|Romance|Thriller,The Postman Always Rings Twice ,16764,John Colicos,0,48,USA,12000000,230,6.6,1.85,1000
Peter Webber,160,1000,Colin Firth,19000,Biography|Drama|Romance,Girl with a Pearl Earring ,60171,Tom Wilkinson,0,296,UK,,14000,7.0,2.35,0
Wolfgang Petersen,96,18,Martin Semmelrogge,362,Adventure|Drama|Thriller|War,Das Boot ,168203,Herbert Grönemeyer,0,426,West Germany,14000000,21,8.4,1.85,11000
John Lee Hancock,106,877,Marc Blucas,2000,Drama|History|War|Western,The Alamo ,16832,Jordi Mollà,0,267,USA,107000000,973,6.0,2.35,701
Wallace Wolodarsky,53,503,Barry Watson,529,Comedy,Sorority Boys ,12007,Harland Williams,3,105,USA,12000000,526,5.4,1.85,507
Richard Curtis,274,171,Tom Hollander,565,Drama|Fantasy|Romance,About Time ,202341,Lindsay Duncan,1,391,UK,12000000,555,7.8,2.35,105000
Yimou Zhang,248,4,Andy Lau,755,Action|Adventure|Drama|Romance,House of Flying Daggers ,92295,Zhengyong Zhang,3,420,China,100000000,483,7.6,2.35,0
Nicholas Jarecki,288,360,Curtiss Cook,664,Drama|Thriller,Arbitrage ,41574,Reg E. Cathey,1,145,USA,12000000,591,6.6,1.85,0
Dean Israelite,177,265,Jonny Weston,452,Sci-Fi|Thriller,Project Almanac ,57349,Sofia Black-D'Elia,0,177,USA,12000000,328,6.4,2.35,0
Darnell Martin,81,192,Veronika Dash,436,Biography|Drama|Music,Cadillac Records ,15412,Tammy Blanchard,3,90,USA,12000000,223,7.0,2.35,0
Scott Alexander,29,654,Dave Chappelle,931,Comedy|Crime,Screwed ,6965,Sherman Hemsley,0,69,USA,10000000,744,5.7,1.85,262
Stuart Gordon,58,968,Kurtwood Smith,1000,Action|Crime|Sci-Fi|Thriller,Fortress ,23383,Clifton Collins Jr.,0,68,Australia,8000000,1000,5.9,1.85,1000
Christopher Guest,144,783,Catherine O'Hara,957,Comedy,For Your Consideration ,12197,Ed Begley Jr.,0,150,USA,12000000,925,6.3,1.85,650
Woody Allen,114,99,Aleksa Palladino,537,Comedy|Drama,Celebrity ,20576,Greg Mottola,0,161,USA,12000000,255,6.3,1.66,652
Ryan Murphy,132,316,Joseph Cross,433,Comedy|Drama,Running with Scissors ,20000,Dagmara Dominczyk,0,188,USA,12000000,398,6.2,2.35,0
Robert Iscove,60,251,Kelly Clarkson,525,Comedy|Musical|Romance,From Justin to Kelly ,23606,Brian Dietzen,2,304,USA,12000000,281,2.1,1.85,0
Spike Lee,30,599,Debi Mazar,873,Comedy|Drama,Girl 6 ,4961,Gretchen Mol,3,33,USA,12000000,680,5.0,1.85,251
Jane Campion,138,48,Nick Damici,1000,Mystery|Thriller,In the Cut ,18632,Susan Gardner,0,354,Australia,12000000,65,5.3,1.85,656
James Gray,190,103,Vinessa Shaw,812,Drama|Romance,Two Lovers ,29613,Samantha Ivers,0,98,USA,12000000,580,7.1,2.35,0
Fred Schepisi,61,794,Ray Winstone,5000,Drama,Last Orders ,5016,JJ Feild,5,99,UK,12000000,1000,7.0,2.35,305
Joon-ho Bong,363,74,Kang-ho Song,629,Comedy|Drama|Horror|Sci-Fi,The Host ,68883,Ah-sung Ko,0,279,South Korea,12215500000,398,7.0,1.85,7000
Roger Spottiswoode,2,212,Treat Williams,3000,Adventure|Crime|Thriller,The Pursuit of D.B. Cooper ,763,Paul Gleason,0,10,USA,12000000,642,5.7,1.85,135
Antonia Bird,131,611,Jeffrey Jones,769,Fantasy|Horror|Thriller,Ravenous ,29990,David Arquette,0,316,Czech Republic,12000000,692,7.1,2.35,0
Jon Poll,146,442,Megan Park,21000,Comedy|Drama|Romance,Charlie Bartlett ,56654,Hope Davis,5,124,USA,12000000,569,7.0,1.85,0
Paolo Sorrentino,280,70,Sabrina Ferilli,211,Drama,The Great Beauty ,55516,Serena Grandi,2,124,Italy,9200000,98,7.7,2.35,29000
Peter Care,78,77,Michael Harding,1000,Comedy|Drama,The Dangerous Lives of Altar Boys ,12047,Jake Richardson,4,122,USA,12000000,165,7.1,1.85,677
Chan-wook Park,469,520,Alden Ehrenreich,3000,Drama|Thriller,Stoker ,84620,Harmony Korine,4,235,UK,12000000,1000,6.8,2.35,27000
Kar-Wai Wong,194,576,Tony Chiu Wai Leung,878,Drama|Romance|Sci-Fi,2046 ,41496,Maggie Cheung,0,210,Hong Kong,12000000,643,7.5,2.35,0
Ira Sachs,121,18,Erin Boyes,60,Crime|Drama|Romance,Married Life ,8014,Timothy Webber,4,50,USA,12000000,46,6.3,1.85,314
Carroll Ballard,38,393,Hope Davis,706,Adventure|Drama|Family,Duma ,6454,Campbell Scott,0,43,USA,12000000,442,7.3,1.85,0
Neil Jordan,123,289,Stephen Rea,845,Drama|Mystery|Romance,Ondine ,16863,Alicja Bachleda,2,57,Ireland,12000000,327,6.8,1.85,0
Takeshi Kitano,81,403,Tatyana Ali,865,Crime|Drama|Thriller,Brother ,18520,James Shigeta,0,133,USA,10000000,685,7.2,1.85,0
Anthony Russo,72,146,Isaiah Washington,693,Comedy|Crime,Welcome to Collinwood ,12559,Andy Davoli,0,90,USA,12000000,534,6.4,2.35,423
Sidney Lumet,25,745,Anne Bancroft,941,Comedy|Drama,Critical Care ,1427,Albert Brooks,2,12,Australia,12000000,754,6.0,1.85,88
Vadim Perelman,78,350,Lynn Cohen,797,Drama|Mystery|Thriller,The Life Before Her Eyes ,12125,Brett Cullen,2,78,USA,8000000,474,6.4,2.35,1000
Lawrence Kasdan,57,820,Mark Duplass,967,Comedy|Drama|Romance,Darling Companion ,2551,Sam Shepard,1,25,USA,,830,5.1,2.35,0
Marco Kreuzpaintner,69,289,Kate del Castillo,662,Crime|Drama|Thriller,Trade ,14831,Alicja Bachleda,0,75,Germany,12000000,345,7.5,2.35,0
Lajos Koltai,73,0,Péter Fancsikai,9,Drama|Romance|War,Fateless ,5603,Bálint Péntek,0,45,Hungary,2500000000,2,7.1,2.35,607
Alan Rudolph,42,865,Albert Finney,13000,Comedy,Breakfast of Champions ,6884,Omar Epps,1,133,USA,12000000,883,4.6,1.85,458
Yimou Zhang,101,3,Ni Yan,9,Comedy|Drama,A Woman, a Gun and a Noodle Shop ,2410,Dahong Ni,1,20,China,,4,5.7,2.35,784
Vincenzo Natali,82,280,Jeremy Northam,686,Mystery|Romance|Sci-Fi|Thriller,Cypher ,27052,Kari Matchett,2,124,USA,7500000,327,6.8,1.85,0
Chuan Lu,149,3,Yuanyuan Gao,52,Drama|History|War,City of Life and Death ,8429,Ryu Kohata,0,62,China,12000000,32,7.7,2.35,0
Tim Johnson,165,183,Matt Jones,17000,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Home ,70133,April Winchell,0,214,USA,135000000,523,6.7,1.85,26000
Lijun Sun,5,188,Tom Arnold,970,Action|Adventure|Animation|Comedy|Family,Legend of Kung Fu Rabbit ,408,Rebecca Black,0,12,China,,618,3.2,,211
Takashi Yamazaki,44,16,Meisa Kuroki,84,Action|Adventure|Drama|Sci-Fi,Space Battleship Yamato ,4899,Hiroyuki Ikeuchi,0,49,Japan,12000000,33,6.1,2.35,0
Renny Harlin,74,18,Kenneth Cranham,567,Action|Drama|War,5 Days of War ,12128,Ana Imnadze,9,61,Georgia,20000000,111,5.6,2.35,0
Christopher Smith,156,42,Michael Dorman,181,Fantasy|Mystery|Thriller,Triangle ,64423,Emma Lung,1,293,UK,12000000,168,6.9,2.35,13000
Timothy Hines,1,247,Kelly LeBrock,1000,Drama,10 Days in a Madhouse ,314,Alexandra Callas,1,10,USA,12000000,445,7.5,1.85,26000
Randall Wallace,82,79,Connor Corum,399,Biography|Drama,Heaven Is for Real ,21034,Rob Moran,,153,USA,12000000,116,5.8,2.35,23000
Guy Ritchie,151,1000,Brad Pitt,26000,Comedy|Crime,Snatch ,600996,Jason Flemyng,6,726,UK,6000000,11000,8.3,1.85,27000
David Winters,3,84,Matt Marr,551,Family|Musical,Dancin' It's On ,105,Ginger Jensen,6,7,USA,12000000,85,2.8,,634
Mary Lambert,98,426,Fred Gwynne,969,Fantasy|Horror,Pet Sematary ,63855,Denise Crosby,0,248,USA,11500000,886,6.6,1.85,0
Akira Kurosawa,25,4,Tetsu Watanabe,15,Drama,Madadayo ,3466,Akira Terao,0,40,Japan,11900000,6,7.5,1.85,355
Jamie Thraves,35,388,Caroline Dhavernas,680,Drama|Thriller,The Cry of the Owl ,3737,Charlotte Sullivan,2,27,UK,11500000,544,6.0,2.35,443
Mabel Cheung,6,2,Ching Wan Lau,215,Drama,A Tale of Three Cities ,117,Hailu Qin,1,6,China,12000000,27,6.2,2.35,4
Joe Dante,183,233,Harry Carey Jr.,767,Comedy|Fantasy|Horror,Gremlins ,142293,Zach Galligan,0,245,USA,11000000,281,7.2,2.2,14000
George Lucas,282,504,Peter Cushing,11000,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode IV - A New Hope ,911097,Kenny Baker,1,1470,USA,11000000,1000,8.7,2.35,33000
Dan Mazer,158,411,Zoey Deutch,22000,Comedy,Dirty Grandpa ,49671,Jason Mantzoukas,1,166,USA,11500000,851,6.0,2.35,11000
David Lean,89,382,Klaus Kinski,597,Drama|Romance|War,Doctor Zhivago ,55816,Geraldine Chaplin,2,255,USA,11000000,396,8.0,2.35,7000
Stephen Daldry,101,14,Selton Mello,585,Adventure|Crime|Drama|Mystery|Thriller,Trash ,14437,Daniel Zettel,0,26,UK,,68,7.2,2.35,0
Kenny Ortega,128,632,Matt Prokop,755,Comedy|Drama|Family|Music|Musical|Romance,High School Musical 3: Senior Year ,43795,Corbin Bleu,1,171,USA,11000000,734,4.5,1.85,0
David O. Russell,410,141,Jack McGee,23000,Biography|Drama|Sport,The Fighter ,275869,Melissa McMeekin,2,389,USA,25000000,238,7.9,2.35,36000
Jeff Tremaine,104,218,Steve-O,608,Action|Comedy|Documentary,Jackass Number Two ,56595,Chris Pontius,0,196,USA,,362,7.1,1.85,641
Jonathan Lynn,54,633,Bruce McGill,886,Comedy|Crime,My Cousin Vinny ,82743,Lane Smith,1,201,USA,11000000,655,7.5,1.85,7000
R.J. Cutler,141,602,Mireille Enos,17000,Drama|Fantasy|Music|Romance,If I Stay ,83893,Stacy Keach,3,132,USA,11000000,1000,6.8,2.35,15000
Brian Trenchard-Smith,30,32,Damien Garvey,84,Action|Comedy|Crime,Drive Hard ,3104,Christopher Sommers,2,33,Canada,12000000,37,4.3,,774
David S. Ward,57,808,Tom Berenger,1000,Comedy|Sport,Major League ,49007,Rene Russo,3,97,USA,11000000,854,7.2,1.85,0
Oliver Parker,56,621,Rupert Everett,785,Comedy,St. Trinian's ,18220,Tamsin Egerton,5,102,UK,13500000,692,5.8,1.85,0
Joel Schumacher,216,328,John Enos III,991,Crime|Thriller,Phone Booth ,207934,Richard T. Jones,0,629,USA,13000000,465,7.1,2.35,0
Adam Shankman,80,488,Peter Coyote,683,Drama|Romance,A Walk to Remember ,162701,Paz de la Huerta,1,962,USA,11000000,548,7.4,2.35,19000
Tim Robbins,77,191,Celia Weston,276,Crime|Drama,Dead Man Walking ,73193,Robert Prosky,0,190,UK,11000000,258,7.6,1.85,0
Roger Kumble,101,637,Sean Patrick Thomas,4000,Drama|Romance,Cruel Intentions ,149222,Eric Mabius,3,749,USA,10500000,656,6.9,1.85,0
Kevin Greutert,156,647,Shawnee Smith,723,Horror|Mystery,Saw VI ,76207,George Newbern,0,194,Canada,11000000,651,6.0,1.85,0
Mel Brooks,48,842,Sid Caesar,1000,Comedy,History of the World: Part I ,36559,Dom DeLuise,0,131,USA,11000000,898,6.9,2.35,0
Gina Prince-Bythewood,109,549,Alicia Keys,664,Drama,The Secret Life of Bees ,19440,Jennifer Hudson,5,56,USA,11000000,551,7.3,2.35,0
Rob Pritts,62,532,Vinessa Shaw,584,Comedy|Crime,Corky Romano ,10966,Peter Berg,1,100,USA,11000000,580,4.6,1.85,365
Brian De Palma,33,298,Gabrielle Carteris,636,Crime|Drama|Thriller,Raising Cain ,9903,Gregg Henry,0,80,USA,12000000,330,6.0,1.85,541
Norman Jewison,20,279,Peter Boyle,13000,Drama,F.I.S.T. ,5561,Rod Steiger,2,35,USA,11000000,595,6.4,1.85,745
Tobe Hooper,52,225,Bud Cort,425,Horror|Sci-Fi,Invaders from Mars ,5187,William Bassett,0,64,USA,12000000,394,5.5,2.35,902
John Crowley,351,54,Fiona Glascott,838,Drama|Romance,Brooklyn ,73249,Eva Birthistle,1,212,UK,11000000,55,7.5,1.85,36000
Stanley Kubrick,124,111,Steven Berkoff,385,Adventure|Drama|History|War,Barry Lyndon ,101627,Hardy Krüger,0,369,UK,11000000,293,8.1,1.66,0
Brendan Malloy,37,651,Jason London,799,Comedy|Sport,Out Cold ,14656,Thomas Lennon,0,90,USA,11000000,711,6.3,1.85,0
Reginald Hudlin,58,553,John Witherspoon,8000,Comedy,The Ladies Man ,10777,Tim Meadows,1,79,USA,11000000,723,5.1,1.85,671
Dustin Hoffman,175,123,Sheridan Smith,358,Comedy|Drama,Quartet ,15684,Pauline Collins,4,126,UK,11000000,156,6.8,2.35,13000
Gregory Poirier,75,443,Jake Busey,1000,Comedy,Tomcats ,15427,David Ogden Stiers,0,121,USA,11000000,660,5.3,1.85,449
Bill Paxton,161,303,Powers Boothe,11000,Crime|Drama|Thriller,Frailty ,59982,Matt O'Leary,0,463,USA,11000000,472,7.3,1.85,5000
Simon Curtis,203,553,Frances Fisher,16000,Biography|Drama|History,Woman in Gold ,33856,Elizabeth McGovern,2,147,UK,11000000,638,7.3,2.35,34000
Bill Condon,188,812,Oliver Platt,14000,Biography|Drama,Kinsey ,42689,Dylan Baker,0,204,USA,11000000,1000,7.1,2.35,0
Sam Raimi,221,795,Bridget Fonda,901,Comedy|Fantasy|Horror,Army of Darkness ,128850,Embeth Davidtz,0,604,USA,13000000,888,7.6,1.85,10000
Dewey Nicks,66,424,Gedde Watanabe,960,Comedy|Romance,Slackers ,12437,Jim Rash,4,107,Canada,11000000,448,5.3,1.85,405
Lasse Hallström,80,472,Leonardo DiCaprio,40000,Drama|Romance,What's Eating Gilbert Grape ,171882,Kevin Tighe,1,292,USA,11000000,29000,7.8,1.85,14000
Philip Saville,25,109,Alan Van Sprang,866,Biography|Drama|History,The Visual Bible: The Gospel of John ,2164,Scott Handy,1,74,Canada,17000000,147,7.7,1.85,0
Mike Leigh,169,579,Sally Hawkins,979,Crime|Drama,Vera Drake ,20307,Imelda Staunton,1,165,UK,11000000,594,7.7,1.85,0
Daisy von Scherler Mayer,70,183,Dash Mihok,658,Comedy|Music|Romance,The Guru ,13622,Jimi Mistry,3,128,UK,11000000,463,5.4,1.85,550
Mira Nair,15,787,Chazz Palminteri,1000,Comedy|Drama|Romance,The Perez Family ,1761,Vincent Gallo,2,19,USA,11000000,979,6.2,1.85,174
Ethan Coen,535,272,Max Casella,3000,Drama|Music,Inside Llewyn Davis ,96233,Alex Karpovsky,1,313,USA,11000000,275,7.4,1.85,26000
Tim Blake Nelson,92,697,Andrew Keegan,1000,Drama|Romance|Thriller,O ,17333,John Heard,2,153,USA,5000000,835,6.2,1.85,0
William A. Graham,14,40,Wayne Pygram,14000,Adventure|Drama|Romance,Return to the Blue Lagoon ,14129,Lisa Pelikan,1,39,USA,11000000,163,5.1,1.85,967
Martin Ritt,13,104,Anthony Zerbe,338,Drama|History,The Molly Maguires ,2603,Samantha Eggar,0,36,USA,11000000,275,6.9,2.35,608
John Turturro,87,776,Steve Buscemi,14000,Comedy|Musical|Romance,Romance & Cigarettes ,10052,Eddie Izzard,0,69,USA,,12000,6.3,2.35,0
Agnieszka Holland,78,22,David Kennedy,60,Biography|Drama|Music,Copying Beethoven ,11132,Angus Barnett,0,86,USA,11000000,35,6.8,2.35,0
