num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
280,172,70,Sabrina Ferilli,211,Toni Servillo,55516,456,2,Not Rated,9200000,2013,7.7,2.35,29000
78,104,77,Michael Harding,1000,Kieran Culkin,12047,1292,4,R,12000000,2002,7.1,1.85,677
469,99,520,Alden Ehrenreich,3000,Mia Wasikowska,84620,5074,4,R,12000000,2013,6.8,2.35,27000
194,129,576,Tony Chiu Wai Leung,878,Li Gong,41496,2378,0,R,12000000,2004,7.5,2.35,0
121,91,18,Erin Boyes,60,David Richmond-Peck,8014,141,4,PG-13,12000000,2007,6.3,1.85,314
38,100,393,Hope Davis,706,Eamonn Walker,6454,1579,0,PG,12000000,2005,7.3,1.85,0
123,111,289,Stephen Rea,845,Tony Curran,16863,1554,2,PG-13,12000000,2009,6.8,1.85,0
81,114,403,Tatyana Ali,865,Omar Epps,18520,2126,0,R,10000000,2000,7.2,1.85,0
72,86,146,Isaiah Washington,693,Michael Jeter,12559,1373,0,R,12000000,2002,6.4,2.35,423
25,107,745,Anne Bancroft,941,Kyra Sedgwick,1427,3099,2,R,12000000,1997,6.0,1.85,88
78,90,350,Lynn Cohen,797,Eva Amurri Martino,12125,2073,2,R,8000000,2007,6.4,2.35,1000
57,103,820,Mark Duplass,967,Dianne Wiest,2551,3878,1,PG-13,,2012,5.1,2.35,0
69,120,289,Kate del Castillo,662,Zack Ward,14831,1952,0,R,12000000,2007,7.5,2.35,0
73,134,0,Péter Fancsikai,9,Marcell Nagy,5603,11,0,R,2500000000,2005,7.1,2.35,607
42,110,865,Albert Finney,13000,Bruce Willis,6884,17417,1,R,12000000,1999,4.6,1.85,458
101,95,3,Ni Yan,9,Honglei Sun,2410,18,1,R,,2009,5.7,2.35,784
82,95,280,Jeremy Northam,686,David Hewlett,27052,1501,2,R,7500000,2002,6.8,1.85,0
149,132,3,Yuanyuan Gao,52,Ye Liu,8429,91,0,R,12000000,2009,7.7,2.35,0
165,94,183,Matt Jones,17000,Jim Parsons,70133,17883,0,PG,135000000,2015,6.7,1.85,26000
5,89,188,Tom Arnold,970,Jon Heder,408,1854,0,PG,,2011,3.2,,211
44,138,16,Meisa Kuroki,84,Takuya Kimura,4899,164,0,TV-14,12000000,2010,6.1,2.35,0
74,113,18,Kenneth Cranham,567,Richard Coyle,12128,708,9,R,20000000,2011,5.6,2.35,0
156,99,42,Michael Dorman,181,Rachael Carpani,64423,433,1,R,12000000,2009,6.9,2.35,13000
1,111,247,Kelly LeBrock,1000,Christopher Lambert,314,2059,1,R,12000000,2015,7.5,1.85,26000
82,99,79,Connor Corum,399,Jacob Vargas,21034,663,,PG,12000000,2014,5.8,2.35,23000
151,104,1000,Brad Pitt,26000,Jason Statham,600996,39175,6,R,6000000,2000,8.3,1.85,27000
3,89,84,Matt Marr,551,Gary Daniels,105,895,6,PG,12000000,2015,2.8,,634
98,103,426,Fred Gwynne,969,Miko Hughes,63855,2987,0,R,11500000,1989,6.6,1.85,0
25,134,4,Tetsu Watanabe,15,Tatsuo Matsumura,3466,30,0,,11900000,1993,7.5,1.85,355
35,100,388,Caroline Dhavernas,680,Paddy Considine,3737,1780,2,R,11500000,2009,6.0,2.35,443
6,130,2,Ching Wan Lau,215,Wei Tang,117,244,1,,12000000,2015,6.2,2.35,4
183,106,233,Harry Carey Jr.,767,Phoebe Cates,142293,2053,0,PG,11000000,1984,7.2,2.2,14000
282,125,504,Peter Cushing,11000,Harrison Ford,911097,13485,1,PG,11000000,1977,8.7,2.35,33000
158,109,411,Zoey Deutch,22000,Robert De Niro,49671,24063,1,R,11500000,2016,6.0,2.35,11000
89,200,382,Klaus Kinski,597,Julie Christie,55816,1966,2,PG-13,11000000,1965,8.0,2.35,7000
101,114,14,Selton Mello,585,Wagner Moura,14437,679,0,R,,2014,7.2,2.35,0
128,112,632,Matt Prokop,755,Lucas Grabeel,43795,3507,1,G,11000000,2008,4.5,1.85,0
410,116,141,Jack McGee,23000,Christian Bale,275869,23811,2,R,25000000,2010,7.9,2.35,36000
104,92,218,Steve-O,608,Bam Margera,56595,1853,0,R,,2006,7.1,1.85,641
54,120,633,Bruce McGill,886,Fred Gwynne,82743,3280,1,R,11000000,1992,7.5,1.85,7000
141,107,602,Mireille Enos,17000,Chloë Grace Moretz,83893,20466,3,PG-13,11000000,2014,6.8,2.35,15000
30,92,32,Damien Garvey,84,Zoe Ventoura,3104,179,2,Not Rated,12000000,2014,4.3,,774
57,107,808,Tom Berenger,1000,Corbin Bernsen,49007,3435,3,R,11000000,1989,7.2,1.85,0
56,100,621,Rupert Everett,785,Lily Cole,18220,3135,5,PG-13,13500000,2007,5.8,1.85,0
216,81,328,John Enos III,991,Radha Mitchell,207934,2562,0,R,13000000,2002,7.1,2.35,0
80,101,488,Peter Coyote,683,Lauren German,162701,2436,1,PG,11000000,2002,7.4,2.35,19000
77,122,191,Celia Weston,276,Lois Smith,73193,903,0,R,11000000,1995,7.6,1.85,0
101,97,637,Sean Patrick Thomas,4000,Sarah Michelle Gellar,149222,6223,3,R,10500000,1999,6.9,1.85,0
156,92,647,Shawnee Smith,723,Costas Mandylor,76207,3101,0,R,11000000,2009,6.0,1.85,0
48,92,842,Sid Caesar,1000,Madeline Kahn,36559,3931,0,R,11000000,1981,6.9,2.35,0
109,110,549,Alicia Keys,664,Nate Parker,19440,3376,5,PG-13,11000000,2008,7.3,2.35,0
62,86,532,Vinessa Shaw,584,Vincent Pastore,10966,3850,1,PG-13,11000000,2001,4.6,1.85,365
33,91,298,Gabrielle Carteris,636,Steven Bauer,9903,1852,0,R,12000000,1992,6.0,1.85,541
20,145,279,Peter Boyle,13000,Sylvester Stallone,5561,14735,2,PG,11000000,1978,6.4,1.85,745
52,100,225,Bud Cort,425,Louise Fletcher,5187,1661,0,PG,12000000,1986,5.5,2.35,902
351,111,54,Fiona Glascott,838,Julie Walters,73249,995,1,PG-13,11000000,2015,7.5,1.85,36000
124,184,111,Steven Berkoff,385,Ryan O'Neal,101627,1104,0,PG,11000000,1975,8.1,1.66,0
37,89,651,Jason London,799,Lee Majors,14656,4291,0,PG-13,11000000,2001,6.3,1.85,0
58,84,553,John Witherspoon,8000,Will Ferrell,10777,10982,1,R,11000000,2000,5.1,1.85,671
175,98,123,Sheridan Smith,358,Luke Newberry,15684,1114,4,PG-13,11000000,2012,6.8,2.35,13000
75,95,443,Jake Busey,1000,Shannon Elizabeth,15427,2729,0,R,11000000,2001,5.3,1.85,449
161,100,303,Powers Boothe,11000,Matthew McConaughey,59982,12237,0,R,11000000,2001,7.3,1.85,5000
203,109,553,Frances Fisher,16000,Ryan Reynolds,33856,17866,2,PG-13,11000000,2015,7.3,2.35,34000
