director_name,actor_2_name,actor_1_facebook_likes,genres,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,language,country,content_rating,title_year,imdb_score,movie_facebook_likes
Robert Zemeckis,Bruce Greenwood,18000,Drama|Thriller,Flight ,264047,20952,Nadine Velazquez,0,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,English,USA,R,2012,7.3,64000
Lewis Gilbert,Lois Chiles,244,Action|Adventure|Sci-Fi|Thriller,Moonraker ,69534,1008,Lois Maxwell,2,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,English,UK,PG,1979,6.3,0
Wes Anderson,Tom Wilkinson,13000,Adventure|Comedy|Crime|Drama,The Grand Budapest Hotel ,475518,15082,F. Murray Abraham,0,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,English,USA,R,2014,8.1,149000
Scott Hicks,Mika Boorem,12000,Drama|Mystery,Hearts in Atlantis ,30339,13811,Hope Davis,1,http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,6.9,0
Frank Marshall,Peter Jason,687,Comedy|Fantasy|Horror|Thriller,Arachnophobia ,50389,1440,Brian McNamara,0,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,English,USA,PG-13,1990,6.3,0
Gregory Hoblit,Andre Braugher,2000,Crime|Drama|Mystery|Sci-Fi|Thriller,Frequency ,81866,4045,Noah Emmerich,0,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,English,USA,PG-13,2000,7.3,0
Paul Feig,Kate McKinnon,783,Action|Comedy|Fantasy|Sci-Fi,Ghostbusters ,69790,2097,Zach Woods,4,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,English,USA,PG-13,2016,5.5,62000
John Francis Daley,Norman Reedus,26000,Adventure|Comedy,Vacation ,66123,40312,Beverly D'Angelo,4,http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,English,USA,R,2015,6.1,28000
Barry Sonnenfeld,Rene Russo,848,Comedy|Crime|Thriller,Get Shorty ,62986,3439,Jon Gries,4,http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,English,USA,R,1995,6.9,0
Rob Marshall,Chita Rivera,539,Comedy|Crime|Musical,Chicago ,172080,813,Jayne Eastwood,0,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,7.2,0
Dennis Dugan,Adam Sandler,12000,Comedy|Drama,Big Daddy ,161858,26760,Joey Lauren Adams,0,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,English,USA,PG-13,1999,6.4,0
J.B. Rogers,Shannon Elizabeth,3000,Comedy,American Pie 2 ,200260,7872,Natasha Lyonne,0,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,English,USA,R,2001,6.4,0
John Lasseter,John Ratzenberger,15000,Adventure|Animation|Comedy|Family|Fantasy,Toy Story ,623757,19046,Jim Varney,1,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,English,USA,G,1995,8.3,0
Jan de Bont,Alan Ruck,18000,Action|Adventure|Crime|Thriller,Speed ,260981,20966,Joe Morton,0,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,English,USA,R,1994,7.2,0
Michael Sucsy,Lucas Bryant,17000,Drama|Romance,The Vow ,145852,18322,Dillon Casey,0,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,English,USA,PG-13,2012,6.8,32000
Tom Vaughan,Brendan Fraser,11000,Drama,Extraordinary Measures ,14281,17560,Alan Ruck,2,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,English,USA,PG,2010,6.5,0
Boaz Yakin,Denzel Washington,33000,Biography|Drama|Sport,Remember the Titans ,160776,54877,Ethan Suplee,1,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,English,USA,PG,2000,7.8,0
John McTiernan,Jeffrey Jones,826,Action|Adventure|Thriller,The Hunt for Red October ,143696,2575,Courtney B. Vance,1,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,English,USA,PG,1990,7.6,0
Lee Daniels,David Oyelowo,15000,Biography|Drama,Lee Daniels' The Butler ,87665,20035,Vanessa Redgrave,0,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,7.2,41000
Rawson Marshall Thurber,Stephen Root,989,Comedy|Sport,Dodgeball: A True Underdog Story ,185338,4730,Joel David Moore,0,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.7,0
Barry Sonnenfeld,Raul Julia,1000,Comedy|Fantasy,The Addams Family ,96607,3696,Carel Struycken,0,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,English,USA,PG-13,1991,6.8,5000
Steve Oedekerk,Bob Gunton,531,Adventure|Comedy,Ace Ventura: When Nature Calls ,160321,2203,Sophie Okonedo,0,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,English,USA,PG-13,1995,6.3,0
Garry Marshall,Hector Elizondo,11000,Comedy|Family|Romance,The Princess Diaries ,94049,13645,Heather Matarazzo,2,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,English,USA,G,2001,6.2,0
Hugh Wilson,Elizabeth Berkley,944,Comedy,The First Wives Club ,31817,3143,Stephen Collins,3,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,English,USA,PG,1996,6.2,0
David Fincher,Brad Pitt,11000,Crime|Drama|Mystery|Thriller,Se7en ,1023511,22678,Reg E. Cathey,0,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,English,USA,R,1995,8.6,39000
Neill Blomkamp,Jed Brophy,2000,Action|Sci-Fi|Thriller,District 9 ,531737,2639,Jason Cope,0,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,English,South Africa,R,2009,8.0,22000
Stephen Hillenburg,Bill Fagerbakke,19000,Adventure|Animation|Comedy|Family|Fantasy,The SpongeBob SquarePants Movie ,58906,20097,Rodger Bumpass,0,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,English,USA,PG,2004,7.0,0
Clint Eastwood,Spencer Treat Clark,616,Crime|Drama|Mystery|Thriller,Mystic River ,338415,1942,Tom Guiry,0,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,English,USA,R,2003,8.0,12000
Clint Eastwood,Morgan Freeman,16000,Drama|Sport,Million Dollar Baby ,482064,28830,Mike Colter,1,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,8.1,14000
Harold Ramis,Chazz Palminteri,22000,Comedy|Crime,Analyze This ,123940,24333,Molly Shannon,2,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,English,USA,R,1999,6.7,0
Nick Cassavetes,Kevin Connolly,33000,Drama|Romance,The Notebook ,396396,34495,Gena Rowlands,0,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,7.9,57000
Anne Fletcher,Bern Cohen,2000,Comedy|Romance,27 Dresses ,124501,2978,Yetta Gottesman,1,http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,6.1,0
Peter Chelsom,Vanessa Williams,1000,Comedy|Drama|Family|Music|Romance,Hannah Montana: The Movie ,31760,4516,Moises Arias,2,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,English,USA,G,2009,4.2,0
Stig Bergqvist,Casey Kasem,971,Adventure|Animation|Comedy|Family|Romance,Rugrats in Paris: The Movie ,8146,4527,Debbie Reynolds,0,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,English,Germany,G,2000,6.1,181
Barbra Streisand,Blythe Danner,769,Drama|Romance,The Prince of Tides ,12549,1936,Melinda Dillon,1,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,English,USA,R,1991,6.6,883
Edward Zwick,Brad Pitt,12000,Drama|Romance|War|Western,Legends of the Fall ,112175,26388,Julia Ormond,2,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,English,USA,R,1994,7.5,11000
Jason Reitman,Anna Kendrick,24000,Drama|Romance,Up in the Air ,270238,35209,Chris Lowell,0,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,English,USA,R,2009,7.4,19000
Alexander Payne,June Squibb,442,Comedy|Drama,About Schmidt ,107557,1556,Howard Hesseman,1,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,English,USA,R,2002,7.2,0
Jonathan Levine,Vincent Leclerc,303,Comedy|Horror|Romance,Warm Bodies ,184641,337,Daniel Rindress-Kay,0,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,English,USA,PG-13,2013,6.9,81000
Rian Johnson,Bruce Willis,23000,Action|Crime|Drama|Sci-Fi|Thriller,Looper ,428916,37387,Tracie Thoms,0,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,English,USA,R,2012,7.4,75000
Chris Weitz,Mark Addy,979,Comedy|Fantasy,Down to Earth ,19079,2911,Wanda Sykes,1,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,5.4,602
Chris Noonan,Christine Cavanaugh,405,Comedy|Drama|Family,Babe ,94435,1185,Roscoe Lee Browne,0,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,English,Australia,G,1995,6.8,5000
David Frankel,Steve Carell,11000,Comedy|Drama|Romance,Hope Springs ,34258,19420,Jean Smart,2,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,English,USA,PG-13,2012,6.3,0
Nicholas Stoller,Jack McBrayer,15000,Comedy|Drama|Romance,Forgetting Sarah Marshall ,217507,16758,Maria Thayer,1,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,English,USA,R,2008,7.2,0
,Aimee Teegarden,971,Drama|Sport,Friday Night Lights             ,42746,3418,Scott Porter,1,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,English,USA,TV-14,,8.7,0
John Singleton,Tony Nappo,1000,Action|Crime|Drama|Mystery|Thriller,Four Brothers ,109894,2740,Fionnula Flanagan,3,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,English,USA,R,2005,6.9,0
Michael McCullers,Amy Poehler,2000,Comedy|Romance,Baby Mama ,34079,6930,Romany Malco,2,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,6.0,0
Forest Whitaker,Harry Connick Jr.,970,Drama|Romance,Hope Floats ,18973,2860,Gena Rowlands,1,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,English,USA,PG-13,1998,5.9,0
Gary Winick,Steve Howey,11000,Comedy|Romance,Bride Wars ,79094,13794,Candice Bergen,2,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,English,USA,PG,2009,5.4,0
Steven Brill,Scott Adsit,506,Adventure|Comedy|Mystery,Without a Paddle ,37479,1266,Bonnie Somerville,3,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,5.9,0
Gary Winick,Judy Greer,3000,Comedy|Fantasy|Romance,13 Going on 30 ,122187,6742,Christa B. Allen,1,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,6.1,0
Woody Allen,Audrey Fleurot,617,Comedy|Fantasy|Romance,Midnight in Paris ,301149,1289,Nina Arianda,1,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,English,Spain,PG-13,2011,7.7,78000
Peter Lepeniotis,Brendan Fraser,14000,Adventure|Animation|Comedy|Family,The Nut Job ,19547,18795,Sarah Gadon,0,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,English,Canada,PG,2014,5.8,0
Ted Demme,Ethan Suplee,40000,Biography|Crime|Drama,Blow ,198066,43453,Jordi Mollà,1,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,English,USA,R,2001,7.6,13000
Luis Mandoki,John Savage,18000,Drama|Romance,Message in a Bottle ,28942,19815,Raphael Sbarge,0,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,English,USA,PG-13,1999,6.1,0
William Shatner,Nichelle Nichols,12000,Action|Adventure|Sci-Fi|Thriller,Star Trek V: The Final Frontier ,43743,14710,Walter Koenig,1,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,English,USA,PG,1989,5.4,0
John Schultz,Robert Forster,1000,Comedy|Family|Fantasy|Sport,Like Mike ,15074,3679,Anne Meara,7,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,English,USA,PG,2002,5.1,1000
Peter Segal,Fred Ward,3000,Comedy|Crime,Naked Gun 33 1/3: The Final Insult ,76850,4767,Priscilla Presley,5,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,English,USA,PG-13,1994,6.4,1000
John Glen,Alison Doody,1000,Action|Adventure|Thriller,A View to a Kill ,68565,2943,Tanya Roberts,2,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,English,UK,PG,1985,6.3,0
Steve Box,Geraldine McEwan,567,Animation|Comedy|Family|Mystery|Sci-Fi,The Curse of the Were-Rabbit ,98160,1145,Peter Sallis,0,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,English,UK,G,2005,7.5,0
Richard LaGravenese,Harry Connick Jr.,18000,Drama|Romance,P.S. I Love You ,167967,18726,Nellie McKay,1,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,English,USA,PG-13,2007,7.1,20000
Frederik Du Chau,Frankie Muniz,984,Adventure|Comedy|Drama|Family|Sport,Racing Stripes ,12570,2910,M. Emmet Walsh,0,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,English,USA,PG,2005,5.2,771
Joe Wright,Alfie Allen,19000,Drama|Mystery|Romance|War,Atonement ,192930,20499,Brenda Blethyn,1,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,English,UK,R,2007,7.8,12000
Gary Winick,Marcia DeBonis,898,Comedy|Drama|Romance,Letters to Juliet ,74630,1026,Luisa Ranieri,1,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,English,USA,PG,2010,6.5,13000
Ridley Scott,Ken Takakura,939,Action|Crime|Thriller,Black Rain ,39306,1748,Kate Capshaw,2,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,English,USA,R,1989,6.6,0
Bobby Farrelly,Larry David,971,Comedy,The Three Stooges ,25484,6137,Sean Hayes,0,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,English,USA,PG,2012,5.1,13000
Tim Burton,Christopher Lee,40000,Animation|Drama|Family|Fantasy|Musical|Romance,Corpse Bride ,188785,60683,Joanna Lumley,1,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,English,USA,PG,2005,7.4,0
James Gartner,Austin Nichols,696,Biography|Drama|Sport,Glory Road ,34910,2577,Derek Luke,1,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,English,USA,PG,2006,7.2,0
Denis Villeneuve,Bernardo Saracino,455,Action|Crime|Drama|Mystery|Thriller,Sicario ,196217,1467,Daniel Kaluuya,2,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,English,USA,R,2015,7.6,59000
Antoine Fuqua,50 Cent,15000,Drama|Sport,Southpaw ,147128,16881,Oona Laurence,0,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,English,USA,R,2015,7.5,44000
Sam Raimi,Alison Lohman,2000,Horror|Thriller,Drag Me to Hell ,158354,5642,Reggie Lee,0,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,6.6,11000
Lee Toland Krieger,Michiel Huisman,11000,Drama|Fantasy|Romance,The Age of Adaline ,93767,15327,Ellen Burstyn,1,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,English,USA,PG-13,2015,7.2,34000
Tim McCanlies,Robert Duvall,3000,Comedy|Drama|Family,Secondhand Lions ,43378,9638,Emmanuelle Vaugier,1,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,English,USA,PG,2003,7.6,0
Jon M. Chu,Stephen Boss,2000,Drama|Music|Romance,Step Up 3D ,47297,4059,Facundo Lombard,0,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,6.2,16000
John Stockwell,Mika Boorem,585,Drama|Romance|Sport,Blue Crush ,26066,1165,Sanoe Lake,3,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,5.6,0
Marc Forster,Christian Stolte,8000,Comedy|Drama|Fantasy|Romance,Stranger Than Fiction ,186977,8362,Danny Rhodes,1,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,7.6,13000
David Slade,Mark Rendall,430,Horror,30 Days of Night ,138435,814,Megan Franich,0,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,English,USA,R,2007,6.6,0
Drew Goddard,Bradley Whitford,26000,Fantasy|Horror|Mystery|Thriller,The Cabin in the Woods ,277172,29551,Kristen Connolly,0,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,English,USA,R,2012,7.0,66000
Jason Friedberg,Diedrich Bader,869,Comedy,Meet the Spartans ,88518,3854,Method Man,0,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,English,USA,PG-13,2008,2.7,0
Martin Brest,Yaphet Kotto,22000,Action|Comedy|Crime|Thriller,Midnight Run ,54042,23866,Philip Baker Hall,1,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,English,USA,R,1988,7.6,0
Paul Michael Glaser,Maria Conchita Alonso,581,Action|Crime|Sci-Fi|Thriller,The Running Man ,112669,2373,Richard Dawson,1,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,English,USA,R,1987,6.6,0
Frank Oz,Jim Belushi,13000,Comedy|Horror|Musical|Sci-Fi,Little Shop of Horrors ,49349,15308,Tisha Campbell-Martin,2,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,English,USA,PG-13,1986,6.9,0
Joe Wright,Vicky Krieps,157,Action|Drama|Thriller,Hanna ,159198,257,John Macmillan,0,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,6.8,38000
,Joan Allen,971,Drama|Mystery,The Family             ,3322,3295,Liam James,4,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,English,USA,TV-PG,,7.5,0
John R. Leonetti,Talisa Soto,663,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat: Annihilation ,36363,2266,Robin Shou,0,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,English,USA,PG-13,1997,3.7,1000
Tom Hanks,Rob Riggle,15000,Comedy|Drama|Romance,Larry Crowne ,49205,16827,Randall Park,0,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,English,USA,PG-13,2011,6.1,0
Kimberly Peirce,Judy Greer,17000,Drama|Fantasy|Horror,Carrie ,108242,20051,Portia Doubleday,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,USA,R,2013,5.9,39000
Liz Friedlander,Yaya DaCosta,1000,Drama|Music,Take the Lead ,21767,3797,Jasika Nicole,0,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,6.7,0
,Kevin Connolly,680,Comedy|Drama,Entourage             ,135643,2867,Kevin Dillon,2,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,English,USA,TV-MA,,8.5,0
Phil Joanou,Jurnee Smollett-Bell,12000,Crime|Drama|Sport,Gridiron Gang ,33067,15811,Kevin Dunn,1,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,6.9,0
Sam Weisman,Larry Miller,1000,Comedy|Crime,What's the Worst That Could Happen? ,12466,3664,Richard Schiff,0,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,English,USA,PG-13,2001,5.5,304
Shane Acker,Alan Oppenheimer,940,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,9 ,111117,1594,Tom Kane,0,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,English,USA,PG-13,2009,7.1,13000
Steven Soderbergh,David Costabile,17000,Crime|Drama|Thriller,Side Effects ,148327,18469,Katie Lowes,0,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,USA,R,2013,7.1,29000
Martha Coolidge,Miranda Richardson,1000,Comedy|Family|Romance,The Prince and Me ,31984,3239,Luke Mably,1,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,English,USA,PG,2004,5.9,0
Stephen J. Anderson,Robert Lopez,759,Adventure|Animation|Comedy|Family|Musical,Winnie the Pooh ,15600,1002,Huell Howser,0,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,English,USA,G,2011,7.3,0
Troy Miller,Mimi Rogers,577,Comedy,Dumb and Dumberer: When Harry Met Lloyd ,30651,1653,Cheri Oteri,0,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,3.4,1000
Warren Beatty,Kirk Baltz,631,Comedy|Drama|Romance,Bulworth ,21998,1023,Graham Beckel,1,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,English,USA,R,1998,6.8,0
Tate Taylor,Josh Hopkins,521,Biography|Drama|Music,Get on Up ,15843,2060,Aunjanue Ellis,0,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,English,USA,PG-13,2014,6.9,11000
Carl Franklin,William Hurt,11000,Drama,One True Thing ,9283,12785,Tom Everett Scott,3,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,English,USA,R,1998,7.0,592
Brett Leonard,Costas Mandylor,18000,Action|Crime|Sci-Fi|Thriller,Virtuosity ,23579,20772,Traci Lords,1,http://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,English,USA,R,1995,5.5,0
Ivan Reitman,Eddie Izzard,973,Comedy|Romance|Sci-Fi,My Super Ex-Girlfriend ,53884,2737,Wanda Sykes,1,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,5.1,1000
Scott Derrickson,Dorian Missick,2000,Horror|Mystery|Thriller,Deliver Us from Evil ,54447,5697,Edgar Ramírez,0,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,English,USA,R,2014,6.2,18000
Alister Grierson,Rhys Wakefield,2000,Adventure|Drama|Thriller,Sanctum ,47003,3892,Richard Roxburgh,0,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,English,USA,R,2011,5.9,11000
Nick Hurran,Kevin Sussman,1000,Comedy|Drama|Romance,Little Black Book ,15052,4369,Dave Annable,1,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,5.2,484
Nicholas Stoller,Jacki Weaver,2000,Comedy|Romance,The Five-Year Engagement ,78974,3479,David Paymer,2,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,English,USA,R,2012,6.2,11000
Charles Stone III,Chris Noth,1000,Comedy|Drama|Romance|Sport,Mr 3000 ,12164,4462,Paul Sorvino,1,http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,5.5,491
Paul Haggis,Daniel Stern,10000,Crime|Drama|Romance|Thriller,The Next Three Days ,146364,11799,Aisha Hinds,0,http://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,English,USA,PG-13,2010,7.4,27000
Kurt Wimmer,Cameron Bright,14000,Action|Horror|Sci-Fi|Thriller,Ultraviolet ,70341,15271,Nick Chinlund,1,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,English,USA,PG-13,2006,4.4,0
Jean-François Richet,Drea de Matteo,954,Action|Crime|Drama|Thriller,Assault on Precinct 13 ,65979,3148,Hugh Dillon,1,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,English,USA,R,2005,6.3,999
Antoine Fuqua,Clifton Collins Jr.,978,Action|Crime|Thriller,The Replacement Killers ,23345,3072,Patrick Kilpatrick,2,http://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,English,USA,R,1998,6.1,629
Kevin Hooks,Stephen Baldwin,4000,Action|Adventure|Crime|Drama|Romance,Fled ,7073,6152,Will Patton,1,http://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,English,USA,R,1996,5.3,204
Ellory Elkayem,Doug E. Doug,19000,Action|Comedy|Horror,Eight Legged Freaks ,43764,22554,Riley Smith,1,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,English,USA,PG-13,2002,5.4,0
Edward Zwick,Anne Hathaway,15000,Comedy|Drama|Romance,Love & Other Drugs ,143368,31278,Judy Greer,0,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,English,USA,R,2010,6.7,24000
Jon Avnet,Alicia Witt,14000,Crime|Drama|Mystery|Thriller,88 Minutes ,65628,16722,Deborah Kara Unger,1,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,English,USA,R,2007,5.9,0
Niki Caro,Charlize Theron,10000,Drama,North Country ,32815,20563,Sissy Spacek,4,http://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,English,USA,R,2005,7.3,0
Howard Deutch,Matthew Perry,13000,Comedy|Crime|Thriller,The Whole Ten Yards ,45775,18085,Natasha Henstridge,5,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,5.5,462
Vincenzo Natali,David Hewlett,900,Drama|Horror|Sci-Fi,Splice ,79517,2222,Delphine Chanéac,0,http://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,English,Canada,R,2009,5.8,12000
Willard Huyck,Jeffrey Jones,1000,Action|Adventure|Comedy|Romance|Sci-Fi,Howard the Duck ,33669,3000,Jordan Prentice,1,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,English,USA,PG,1986,4.6,0
Gavin O'Connor,Rick Gonzalez,1000,Crime|Drama|Thriller,Pride and Glory ,53053,5101,Frank Grillo,0,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,English,USA,R,2008,6.7,0
Bruce Hunt,Cole Hauser,849,Adventure|Horror|Thriller,The Cave ,28606,2178,Marcel Iures,0,http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,5.1,0
Rob Reiner,Lobo Sebastian,372,Comedy|Romance,Alex & Emma ,11520,977,Robert Costanzo,2,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,English,USA,PG-13,2003,5.6,625
Paul McGuigan,Christopher Cousins,489,Drama|Mystery|Romance|Thriller,Wicker Park ,44979,679,Mark Camacho,0,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,English,USA,PG-13,2004,7.0,0
Craig Gillespie,Reid Ewing,596,Comedy|Horror,Fright Night ,85024,1393,Sandra Vergara,1,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,English,USA,R,2011,6.4,23000
Terrence Malick,Michael Greyeyes,23000,Biography|Drama|History|Romance,The New World ,70771,27829,Wes Studi,0,http://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,English,USA,PG-13,2005,6.7,0
Chris Roberts,David Suchet,811,Action|Adventure|Sci-Fi,Wing Commander ,14747,2497,Jürgen Prochnow,3,http://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,English,USA,PG-13,1999,4.1,858
