duration,actor_3_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,plot_keywords,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio
89,36,32333860,29843,407,fight|gang|greed|street gang|wedding,81,7500000,1995,6.7,2.35
101,40,,4035,10218,algerian war|based on short story|hostage|teacher|title at the end,19,7700000,2014,7.3,2.35
92,88,24792061,191998,25092,cigarette smoking|lobbyist|political satire|reporter|tobacco industry,323,6500000,2005,7.6,2.35
94,658,17544812,69989,4707,american|hostel|slovakia|torture|train,384,10000000,2007,5.4,2.35
100,221,12574715,112138,4198,1960s|age difference|france|loss of virginity|oxford,237,4500000,2009,7.3,2.35
106,161,10281585,21225,1871,artist|depression|gloves|photography|slacker,268,,2005,6.4,2.35
109,518,5100000,6595,2024,football|hotel|teenage girl|terrorist|wien,61,7500000,1984,6.0,1.85
105,147,10460089,34098,1442,blood splatter|cover up|murder|police shootout|undercover,214,7500000,2002,7.2,1.85
102,280,4239767,3709,1834,championship|coach|curling|marriage|rural setting,83,7500000,2002,6.0,1.85
97,742,4131640,5463,4091,fbi|polo|possum|sheriff|shotgun,20,7500000,2008,3.1,1.85
118,249,3347439,833,1233,1830s|baptism|intolerance|mormon church|sibling rivalry,33,7500000,2004,6.9,
92,968,10814185,37530,41867,freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury,106,8000000,2009,6.2,1.85
112,844,533344,3972,15396,concert|jail|journalist|revolution|singer,95,,2003,5.5,1.85
103,59,206400,1439,262,child|criminal|death|depression|novelist,26,50000000,2001,6.9,
93,158,197148,18109,1176,genetics|i.d.|love|sphinx|totalitarian,150,7500000,2003,6.3,2.35
101,447,,243,7206,,3,7500000,2012,4.8,
115,911,54557348,361169,5732,race relations|racism|racist|social problem|stereotype,1624,6500000,2004,7.9,2.35
113,373,3014541,19616,4370,19th century|hotel|painter|waiter|woman pretending to be a man,98,8000000,2011,6.7,2.35
95,36,,385,409,color in title|number in title|two word title,4,7500000,2012,5.6,
153,60,872643,2909,902,comeback|family relationships|marriage|new york|racer,37,6000000,2007,5.4,
89,106,4443403,70194,1754,dream|girl|iran|islamic revolution|revolution,158,7300000,2007,8.0,1.85
92,664,,19157,4099,basement|family relationships|hole|no opening credits|slow motion scene,69,12000000,2009,5.7,1.85
107,93,,80639,635,autocracy|based on real events|dictatorship|germany|teacher,96,5000000,2008,7.6,2.35
118,500,1330827,9866,19879,beauty|cannibalism|fashion|lesbian|model,73,7000000,2016,7.0,2.35
97,641,1818681,74435,2486,bayonet|death|police|self defense|widower,224,7300000,2009,7.2,2.35
156,4000,336530303,383071,46055,sandman|spider man|symbiote|venom|villain,1902,258000000,2007,6.2,2.35
100,440,12610552,4682,2428,code|evil|false accusation|megalomaniac|torah,206,7500000,1999,3.5,1.37
96,973,143492840,414335,28817,adoption|baby|friend|pregnancy|school,881,7500000,2007,7.5,1.85
104,96,,4099,835,fighting|hand to hand combat|jujitsu|kickboxing|organ,29,7500000,2015,5.1,1.85
120,175,43800000,74249,1105,cat|diamond|ford mustang|james bond 007|yanked off bikini top,276,7200000,1971,6.7,2.35
175,3000,134821952,1155770,28122,crime family|mafia|organized crime|patriarch|rise to power,2238,6000000,1972,9.2,1.85
95,92,94900000,35172,791,ballet school|dance|dancer|overalls|steel worker,128,4000000,1983,6.1,1.85
95,11000,32391374,376600,54075,friend|greeting card|office|summer|true love,494,7500000,2009,7.7,2.35
121,11,40158000,63931,1051,adultery|daughter|male rear nudity|new zealand|piano,241,7000000,1993,7.6,1.85
110,11000,113709992,108843,46646,bank|male nudity|male objectification|male stripper|stripper,281,7000000,2012,6.1,2.35
96,82,32131483,25870,2212,boy|darkness|light|tooth|tooth fairy,369,11000000,2003,4.9,2.35
121,189,35400000,74957,1865,british|cards|heroin|murder|tarot card,251,7000000,1973,6.8,1.66
95,430,34099640,16651,2515,1940s|dog|mississippi|puppy|veteran,149,5000000,2000,7.0,1.37
112,61,31973840,127760,16289,college|daughter|girl|sex|wisconsin,168,,2008,7.2,2.35
112,826,37295394,7973,5959,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,59,6600000,2011,5.7,1.85
143,76,144812796,362933,29769,ingratitude|mansion|party|title appears in writing|tragedy,753,105000000,2013,7.3,2.35
93,566,31501218,84070,22745,cbs|expose|fear|paranoia|reporter,526,7500000,2005,7.5,1.85
110,27,28747570,100571,22140,book|holcomb kansas|kansas|killer|truman capote,416,7000000,2005,7.4,2.35
104,4000,25625110,138707,33758,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,202,7000000,1995,7.2,1.85
115,887,403932,5254,17104,gold|gold mine|miner|railroad|surveyor,92,20000000,2000,6.5,2.35
53,1000,,170055,19949,anthology|death|insurance salesman|minnesota|police officer,173,,,9.0,1.78
119,440,25000000,39847,2951,cat|computer|cult film|runner|sanctuary,242,9000000,1976,6.8,2.35
125,244,21000000,73950,17611,assassin|bikini|girl in a bikini|mission|secret agent,258,13000000,1974,6.8,1.66
96,794,20257000,7569,5282,murder|power|psychotronic|tough cop|union,65,7000000,1988,5.2,1.85
100,159,26005908,154938,1379,cave|expedition|friendship between women|group of friends|survival horror,1100,3500000,2005,7.2,2.35
46,69,18642318,1723,13448,basketball|basketball player|character name in title|chicago bulls|imax,13,,2000,7.5,1.44
89,270,15818967,13913,2517,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,120,7000000,2014,4.0,1.85
92,380,14891000,15088,2240,adoption|armpit fetish|mistaken identity|new mexico|overalls,105,7000000,1996,6.8,1.85
