director_name,director_facebook_likes,actor_3_facebook_likes,actor_2_name,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,budget,actor_2_facebook_likes,aspect_ratio
Antoine Fuqua,845,683,Chloë Grace Moretz,Action|Crime|Thriller,Denzel Washington,229574,37605,James Wilcox,0,assassin|ex soldier|gangster|hanged man|mysterious past,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1,436,English,USA,55000000,17000,2.35
Wayne Wang,61,708,Frances Conroy,Comedy|Drama|Romance,Bob Hoskins,68417,7184,Natasha Richardson,2,hotel|maid|new york city|place name in title|the bronx,http://www.imdb.com/title/tt0252076/?ref_=fn_tt_tt_1,242,English,USA,55000000,827,2.35
Tony Scott,12000,665,Viggo Mortensen,Action|Drama|Thriller|War,Denzel Washington,81026,30132,Ricky Schroder,0,alabama|mutiny|order|radio|submarine,http://www.imdb.com/title/tt0112740/?ref_=fn_tt_tt_1,194,English,USA,53000000,10000,2.35
Gabriele Muccino,125,168,Kurt Fuller,Biography|Drama,Will Smith,338383,11036,James Karen,0,bus|intern|internship|salesman|stockbroker,http://www.imdb.com/title/tt0454921/?ref_=fn_tt_tt_1,611,English,USA,55000000,617,2.35
Robert Schwentke,124,354,Michael Irby,Drama|Mystery|Thriller,Erika Christensen,126746,2287,Haley Ramm,1,captain|flight|flight attendant|plane|search,http://www.imdb.com/title/tt0408790/?ref_=fn_tt_tt_1,600,English,USA,55000000,507,2.35
Barry Levinson,272,383,Dylan Baker,Drama|Thriller,Demi Moore,36587,3888,Roma Maffia,0,computer|marriage|non statutory female on male rape|promotion|sexual harassment,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,95,English,USA,55000000,812,2.35
Brad Silberling,52,539,Andre Braugher,Drama|Fantasy|Romance,Nicolas Cage,94407,13905,Colm Feore,1,angel|doctor|fall|heart surgeon|hospital,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,322,English,Germany,55000000,702,2.35
Quentin Tarantino,16000,640,Vivica A. Fox,Action,David Carradine,735784,3983,Chiaki Kuriyama,0,bride|coma|japan|revenge|sword,http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1,2105,English,USA,30000000,890,2.35
Frank Oz,0,490,Adam Alexi-Malle,Comedy,Robert Downey Jr.,56874,22458,Jamie Kennedy,2,film within a film|filmmaking|guerrilla filmmaking|making of a movie|scientology parody,http://www.imdb.com/title/tt0131325/?ref_=fn_tt_tt_1,358,English,USA,55000000,860,1.37
,,72,Don S. Davis,Action|Adventure|Drama|Sci-Fi,Christopher Judge,63982,1359,Gary Jones,4,2000s|21st century|alternate history|message from outer space|military,http://www.imdb.com/title/tt0118480/?ref_=fn_tt_tt_1,181,English,USA,1400000,440,1.33
Quentin Tarantino,16000,348,Michael Parks,Action|Crime|Drama|Thriller,Vivica A. Fox,512749,1959,Michael Bowen,0,assassin|assassination|bride|death|vengeance,http://www.imdb.com/title/tt0378194/?ref_=fn_tt_tt_1,935,English,USA,30000000,387,2.35
Andrey Konchalovskiy,96,403,Jack Palance,Action|Comedy|Crime|Thriller,Sylvester Stallone,75365,14432,Brion James,1,1980s|80s action|escape|plea bargain|prison,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,149,English,USA,55000000,549,2.35
Robert Zemeckis,0,812,Meryl Streep,Comedy|Fantasy|Horror,Bruce Willis,78974,25599,Isabella Rossellini,3,plastic surgeon|rejuvenation|revenge|rival|rivalry,http://www.imdb.com/title/tt0104070/?ref_=fn_tt_tt_1,173,English,USA,55000000,11000,1.85
Tom Dey,9,95,Jason Connery,Action|Adventure|Comedy|Western,Xander Berkeley,96690,939,Kate Luyben,2,19th century|chinese|princess|rescue|travel,http://www.imdb.com/title/tt0184894/?ref_=fn_tt_tt_1,293,English,USA,55000000,110,2.35
Stuart Baird,53,263,Joe Morton,Action|Adventure|Thriller,Oliver Platt,40858,2916,J.T. Walsh,0,bomb|hostage|military|plane|terrorist,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,144,English,USA,55000000,780,2.35
Mark Waters,70,497,Ophelia Lovibond,Comedy|Family|Fantasy,Madeline Carroll,67191,2820,Philip Baker Hall,1,father|penguin|snowglobe|son|winter,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,English,USA,55000000,549,1.85
Rob Minkoff,50,947,Thomas McDonell,Action|Adventure|Fantasy,Jet Li,88049,7247,Michael Angarano,0,monkey king|staff|teenager|urination|warrior,http://www.imdb.com/title/tt0865556/?ref_=fn_tt_tt_1,279,English,USA,55000000,962,2.35
Jimmy Hayward,39,562,Carlos Ponce,Adventure|Animation|Comedy|Family,Amy Poehler,18042,3104,Dan Fogler,1,chipmunk|hunting dog|sabotage|thanksgiving|turkey the bird,http://www.imdb.com/title/tt1621039/?ref_=fn_tt_tt_1,73,English,USA,55000000,591,1.85
David Fincher,21000,243,Holt McCallany,Action|Horror|Sci-Fi,Charles S. Dutton,207686,1543,Paul McGann,0,alien|crash|planet|prison|survivor,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,776,English,USA,50000000,273,2.35
Alan Parker,317,34,Jimmy Nail,Biography|Drama|History|Musical,Andrea Corr,29205,164,Peter Polycarpou,1,actress|argentina|military|politics|singer,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,194,English,USA,55000000,40,2.35
John Frankenheimer,287,135,Natascha McElhone,Action|Adventure|Crime|Thriller,Robert De Niro,145422,24270,Michael Lonsdale,2,case|ex kgb|ronin|russian|suitcase,http://www.imdb.com/title/tt0122690/?ref_=fn_tt_tt_1,572,English,UK,55000000,2000,2.35
Stephen Hopkins,81,163,Bernard Hill,Adventure|Drama|Horror|Thriller,Tom Wilkinson,46239,1752,Om Puri,0,bridge|engineer|hunter|lion|railway,http://www.imdb.com/title/tt0116409/?ref_=fn_tt_tt_1,155,English,USA,55000000,416,2.35
Paul King,17,594,Matt Lucas,Animation|Comedy|Family|Fantasy,Julie Walters,49207,3697,Sally Hawkins,0,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,174,English,UK,55000000,722,2.35
Akiva Schaffer,82,537,Nicholas Braun,Action|Comedy|Sci-Fi,Will Forte,104066,2488,Rosemarie DeWitt,4,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207,English,USA,68000000,591,2.35
William Friedkin,607,215,Jenna Boyd,Action|Crime|Drama|Thriller,Connie Nielsen,35830,2248,Rex Linn,1,capture|combat|fbi|hunter|special forces,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,321,English,USA,55000000,518,1.85
Jon Turteltaub,226,241,Maura Tierney,Drama|Thriller,Anthony Hopkins,27191,13406,John Ashton,1,africa|anthropologist|murder|poacher|psychiatrist,http://www.imdb.com/title/tt0128278/?ref_=fn_tt_tt_1,232,English,USA,55000000,509,2.35
Bobby Farrelly,101,327,Terence Bernie Hines,Comedy,Matt Damon,44453,14036,Seymour Cassel,2,actor|conjoined twins|cook|internet|short order cook,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,154,English,USA,55000000,390,2.35
Kent Alterman,3,490,Maura Tierney,Comedy|Sport,Will Ferrell,67005,10026,Matt Walsh,3,flint michigan|merger|michigan|nba|team,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,119,English,USA,55000000,509,2.35
Peter Lord,91,591,Russell Tovey,Adventure|Animation|Comedy|Family,Salma Hayek,36877,6254,Brian Blessed,0,charles darwin|cutlass|pirate|queen victoria|scientist,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101,English,UK,55000000,796,2.35
Clint Eastwood,16000,539,Michael Kelly,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,199056,12840,Colm Feore,0,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,http://www.imdb.com/title/tt0824747/?ref_=fn_tt_tt_1,387,English,USA,55000000,963,2.35
Andrew Davis,99,581,Morgan Freeman,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,40346,31014,Kevin Dunn,1,cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion,http://www.imdb.com/title/tt0115857/?ref_=fn_tt_tt_1,95,English,USA,50000000,11000,1.85
Tony Scott,12000,552,Kurt Fuller,Action|Drama|Sport|Thriller,Robert De Niro,38533,24618,Ellen Barkin,3,baseball|fan|obsession|salesman|san francisco giants,http://www.imdb.com/title/tt0116277/?ref_=fn_tt_tt_1,89,English,USA,55000000,617,2.35
Joel Schumacher,541,530,Minnie Driver,Drama|Musical|Romance|Thriller,Gerard Butler,96654,20660,Miranda Richardson,0,based on stage musical based on novel|disfigurement|mask|opera|singer,http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1,2047,English,UK,70000000,893,2.35
Shekhar Kapur,159,877,Abbie Cornish,Biography|Drama|History|War,Eddie Redmayne,54787,16899,Jordi Mollà,1,court|intrigue|queen|spain|virgin,http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1,216,English,UK,55000000,2000,1.85
Karyn Kusama,45,352,Sophie Okonedo,Action|Sci-Fi,Charlize Theron,110614,10185,Paterson Joseph,0,based on cult favorite|disease|female hero|female protagonist|future,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,532,English,USA,62000000,460,2.35
Ron Maxwell,33,67,Bruce Boxleitner,Drama|History|War,Billy Campbell,13215,1671,John Castle,0,confederacy|hero|prequel|stonewall jackson|war hero,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,497,English,USA,56000000,640,2.35
Robert Butler,0,745,Lauren Holly,Action|Thriller,Hector Elizondo,8983,3952,Jeffrey DeMunn,0,airplane|christmas|marshal|pilot|u.s. marshal,http://www.imdb.com/title/tt0120390/?ref_=fn_tt_tt_1,84,English,USA,71000000,879,2.35
Karey Kirkpatrick,11,506,Ronny Cox,Comedy|Drama|Family|Fantasy,Stephen Root,10417,3742,Richard Schiff,2,blanket|competition|family relationships|feather|sleepover,http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1,39,English,USA,55000000,605,2.35
James Bobin,33,518,Tina Fey,Adventure|Comedy|Crime|Family|Musical,Ty Burrell,24285,6089,Hugh Bonneville,4,europe|frog|gulag|prison break|puppet,http://www.imdb.com/title/tt2281587/?ref_=fn_tt_tt_1,110,English,USA,50000000,2000,1.85
Jonathan Frakes,906,287,Philip Winchester,Action|Adventure|Comedy|Family|Sci-Fi,Sophia Myles,11148,2260,Brady Corbet,0,astronaut|island|lady penelope|rescue|the hood,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,229,English,UK,57000000,579,1.85
Steve Antin,59,676,Peter Gallagher,Drama|Music|Musical|Romance,Eric Dane,61680,4315,David Walton,1,burlesque|dancer|iowa|small town girl|stage,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,222,English,USA,55000000,828,2.35
Jean-Pierre Jeunet,0,46,André Dussollier,Drama|Mystery|Romance|War,Denis Lavant,62607,405,Albert Dupontel,1,court martial|death|girl|no man's land|soldier,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,239,French,France,47000000,52,2.35
Stanley Kubrick,0,177,Shelley Winters,Crime|Drama|Romance,James Mason,67822,1403,Lois Maxwell,0,lolita|nymphet|older man young girl relationship|professor|writer,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,207,English,UK,2000000,367,1.66
Jim Gillespie,13,534,Tom Berenger,Crime|Horror|Mystery|Thriller,Sylvester Stallone,19706,15803,Charles S. Dutton,1,drill in the eye|eye gouging|hanged woman|murder|peep hole,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1,142,English,USA,55000000,854,2.35
Guillermo del Toro,0,845,Thomas Kretschmann,Action|Horror|Sci-Fi|Thriller,Norman Reedus,158267,15371,Tony Curran,1,blade the character|cult film|mutation|vampire|warrior,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,559,English,USA,54000000,919,1.85
Gabriele Muccino,125,835,Rosario Dawson,Drama|Romance,Will Smith,232710,14727,Madison Pettis,1,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1,599,English,USA,55000000,3000,2.35
Walter Hill,394,565,Jason Momoa,Action|Thriller,Sylvester Stallone,39247,25418,Jon Seda,3,bar|bullet|corruption|detective|lawyer,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,131,English,USA,55000000,11000,1.85
Francis Ford Coppola,0,889,Joe Mantegna,Crime|Drama,Al Pacino,267980,16949,Bridget Fonda,1,1970s|family relationships|mob hit|opera|repeating history,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,545,English,USA,54000000,1000,1.85
Cameron Crowe,488,2000,Kirsten Dunst,Comedy|Drama|Romance,Orlando Bloom,58658,12700,Judy Greer,0,flight|flight attendant|kentucky|shoes|travel,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,495,English,USA,57000000,4000,1.85
Anthony Russo,94,240,Billy Gardell,Comedy|Romance,Todd Stashwick,68417,847,Amanda Detmer,1,best friend|foot fetish|houseguest|newlywed|wedding,http://www.imdb.com/title/tt0463034/?ref_=fn_tt_tt_1,195,English,USA,54000000,245,1.85
Richard Lester,44,420,Ned Beatty,Action|Adventure|Romance|Sci-Fi,Margot Kidder,76331,2908,Jackie Cooper,4,alien invasion|based on comic book|flying superhero|phantom zone|revenge,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,269,English,USA,54000000,467,2.35
Martin Brest,102,43,Lenny Venito,Comedy|Crime|Romance,Todd Giebenhain,41620,286,David Backus,0,gangster|hospital|lesbian|mob|thug,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,418,English,USA,54000000,62,2.35
Steven Zaillian,234,581,Anthony Hopkins,Drama|Thriller,Kate Winslet,20740,27614,Kevin Dunn,0,governor|journalist|louisiana|mistress|politician,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,178,English,Germany,55000000,12000,1.85
John Singleton,309,577,Vanessa Williams,Action|Crime|Thriller,Christian Bale,58416,26527,Daniel von Bargen,0,blaxploitation|detective|drugs|shaft|trial,http://www.imdb.com/title/tt0162650/?ref_=fn_tt_tt_1,301,English,Germany,46000000,1000,2.35
Don Bluth,383,753,Kelsey Grammer,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Kirsten Dunst,86347,6017,Bernadette Peters,1,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,191,English,USA,50000000,808,2.35
Baz Luhrmann,1000,653,Kylie Minogue,Drama|Musical|Romance,Jim Broadbent,224013,2601,Richard Roxburgh,1,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,http://www.imdb.com/title/tt0203009/?ref_=fn_tt_tt_1,2319,English,USA,52500000,691,2.35
Harold Becker,17,303,Teri Polo,Crime|Mystery|Thriller,Steve Buscemi,21283,13390,Matt O'Leary,1,amateur detective|boat builder|boy|stepfather|witness,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1,190,English,USA,53000000,708,2.35
Scott Cooper,108,3000,Benedict Cumberbatch,Biography|Crime|Drama,Johnny Depp,115216,63769,Adam Scott,7,based on true story|boston massachusetts|fbi agent|gangster|true crime,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,289,English,USA,53000000,19000,2.35
Clint Eastwood,16000,310,Chris Bauer,Drama|History|War,Paul Walker,101221,24468,Tom McCarthy,0,imperial japan|japan|japanese army|japanese soldier|world war two,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,415,English,USA,90000000,638,2.35
F. Gary Gray,473,963,Leslie Bibb,Crime|Drama|Thriller,Gerard Butler,217480,22517,Michael Kelly,0,attorney|deal|district attorney|investigation|justice,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1,429,English,USA,50000000,1000,2.35
Robert Rodriguez,0,1000,Rosario Dawson,Action|Horror|Thriller,Quentin Tarantino,155496,22186,Zoë Bell,0,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,532,English,USA,53000000,3000,2.35
Jonathan Demme,438,466,Kimberly Elise,Drama|History|Horror,Oprah Winfrey,6082,2397,Hill Harper,1,farm|freedom|ohio|slavery|spirit,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,207,English,USA,55000000,637,1.85
Curtis Hanson,161,681,Robert Duvall,Drama|Romance|Sport,Robert Downey Jr.,18310,26334,Kelvin Han Yee,1,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1,63,English,USA,55000000,3000,2.35
Steven Spielberg,14000,3000,Tom Hanks,Biography|Crime|Drama,Leonardo DiCaprio,525801,48153,Jennifer Garner,0,attorney|cat and mouse|fbi|pan am|pilot,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1,667,English,USA,52000000,15000,1.85
Kathryn Bigelow,0,304,Harold Perrineau,Drama|History|Thriller,Jennifer Ehle,216032,2759,Parker Sawyers,0,al qaeda|cia|interrogation|lie|navy seal,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,640,English,USA,40000000,1000,1.85
Peyton Reed,235,931,John Michael Higgins,Comedy|Drama|Romance,Jon Favreau,102167,8315,Ann-Margret,1,art|break up|football video game|kitchen|talking to one's self in a mirror,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1,483,English,USA,52000000,957,1.85
Phyllida Lloyd,58,838,Meryl Streep,Comedy|Family|Musical|Romance,Colin Firth,145974,26002,Julie Walters,1,bride|greece|island|mediterranean|wedding,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1,611,English,USA,52000000,11000,2.35
Garry Marshall,0,11000,Taylor Lautner,Comedy|Romance,Bradley Cooper,95437,45696,Anne Hathaway,12,flower|indian restaurant|tv station|valentine|valentine's day,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1,211,English,USA,52000000,12000,1.85
Jay Chandrasekhar,422,379,Jessica Simpson,Action|Adventure|Comedy,Alice Greczyn,66382,2297,Michael Weston,5,1969 dodge charger|bikini|farm|misogynist|tow truck,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1,612,English,USA,50000000,534,2.35
Terrence Malick,0,463,Miranda Otto,Drama|War,Nick Stahl,138941,1937,Dash Mihok,0,battle|hill|jungle|multiple perspectives|tropical island,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,1448,English,USA,52000000,568,2.35
David Dobkin,71,634,Olivia Wilde,Comedy|Fantasy,Ryan Reynolds,136680,28045,Mircea Monroe,2,best friend|fountain|law firm|lawyer|sex,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1,149,English,USA,52000000,10000,2.35
Milos Forman,869,21,Gerry Becker,Biography|Comedy|Drama,Matt Price,100743,209,Tom Dreesen,1,andy kaufman|comedian|eccentric|wrestler|wrestling,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1,549,English,UK,52000000,27,2.35
Martin Scorsese,17000,574,Don Rickles,Biography|Crime|Drama,Robert De Niro,333542,24183,Kevin Pollak,2,car bomb|card cheat|cash|casino|gambling syndicate,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1,533,English,USA,52000000,721,2.35
Pierre Morel,180,75,Amber Rose Revah,Action|Thriller,Kasia Smutniak,97775,488,Rebecca Dayan,1,ambassador|cia|dinner|spy|terrorist,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1,211,English,France,52000000,135,2.35
Paul Hunter,13,343,Mako,Action|Comedy|Fantasy,Jaime King,42324,2422,Victoria Smurfit,3,monastery|monk|scroll|tibetan|tibetan monk,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,180,English,USA,52000000,691,2.35
Bobby Farrelly,101,79,Tony Cox,Comedy,Robert Forster,185878,1711,Rob Moran,1,dissociative identity disorder|limousine|multiple personality|police|rhode island,http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1,481,English,USA,51000000,624,1.85
Steve Oedekerk,176,523,Wanda Sykes,Animation|Comedy|Family,Rob Paulsen,21396,2055,Maurice LaMarche,1,cow|farmer|howl|howling at the moon|vegetarian,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,155,English,Germany,51000000,560,1.85
John Whitesell,14,728,Jorge Garcia,Comedy|Family,Matthew Broderick,15740,5468,Alia Shawkat,0,christmas|december|holiday|massachusetts|neighbor,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1,110,English,USA,,1000,1.85
Chris Weitz,129,12000,Kristen Stewart,Adventure|Drama|Fantasy|Romance,Robert Pattinson,220758,64040,Taylor Lautner,2,forks washington|protecting a woman|title same as book|vampire|werewolf,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,919,English,USA,50000000,17000,2.35
Andrew Adamson,80,21,Chris Miller,Adventure|Animation|Comedy|Family|Fantasy,Kathleen Freeman,467113,275,Bobby Block,1,donkey|fairy tale|ogre|princess|swamp,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1,945,English,USA,60000000,50,1.85
George Nolfi,53,593,Michael Kelly,Romance|Sci-Fi|Thriller,Matt Damon,200035,14607,Jon Stewart,2,love at first sight|obscene finger gesture|rain|teleportation|three word title,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,English,USA,50200000,963,1.85
Kevin Reynolds,58,720,Morgan Freeman,Action|Adventure|Drama|Romance,Alan Rickman,145257,38518,Michael Wincott,0,balladeer|crusades|england|king|modern minstrel,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,322,English,USA,48000000,11000,1.85
Cameron Crowe,488,597,Kelly Preston,Comedy|Drama|Romance|Sport,Tom Cruise,189923,12182,Bonnie Hunt,0,agent|career|client|fiance|sports agent,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,318,English,USA,50000000,743,1.85
Seth MacFarlane,3000,1000,Seth MacFarlane,Comedy|Fantasy,Mila Kunis,471644,21773,Tom Skerritt,1,2010s|car accident|sex scene|teddy bear|testicle,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1,623,English,USA,50000000,3000,1.85
James L. Brooks,274,285,Yeardley Smith,Comedy|Drama|Romance,Lupe Ontiveros,224671,1474,Shirley Knight,0,dog|friendship|neighbor|unlikely friendship|writer,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,470,English,USA,50000000,440,1.85
Tom Shadyac,293,878,Philip Seymour Hoffman,Biography|Comedy|Drama|Romance,Robin Williams,80580,74382,Monica Potter,1,doctor|hospital|mental institution|nurse|student,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1,375,English,USA,50000000,22000,2.35
Adam McKay,285,7000,Will Ferrell,Comedy,Harrison Ford,131227,28176,Steve Carell,2,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,346,English,USA,50000000,8000,2.35
Steven Brill,65,828,Adam Sandler,Comedy|Romance,Steve Buscemi,110432,26826,Peter Gallagher,1,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1,309,English,USA,50000000,11000,1.85
J.J. Abrams,14000,417,AJ Michalka,Mystery|Sci-Fi|Thriller,Joel Courtney,287822,3388,Zach Mills,0,deputy|group of friends|time|train|train crash,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1,849,English,USA,50000000,560,2.35
Steven Soderbergh,0,658,Albert Finney,Biography|Drama,Julia Roberts,135246,10003,Conchata Ferrell,0,contamination|corporate crime|environmental issue|female protagonist|working single mother,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,498,English,USA,52000000,883,1.85
Donald Petrie,80,651,Adam Goldberg,Comedy|Romance,Matthew McConaughey,156717,14087,Thomas Lennon,2,advertising executive|diamond|magazine|party|wager,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1,357,English,USA,50000000,1000,1.85
Phil Lord,97,584,Craig Roberts,Action|Comedy|Crime,Channing Tatum,258186,19428,Amber Stevens West,2,college|drugs|hidden camera|tattoo|undercover,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1,322,English,USA,50000000,920,2.35
Neil Jordan,277,4000,Tom Cruise,Drama|Fantasy|Horror,Brad Pitt,239752,25697,Kirsten Dunst,0,betrayal|dangerous friend|gothic|monster as victim|vampire,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1,406,English,USA,60000000,10000,1.85
Peyton Reed,235,1000,Zooey Deschanel,Comedy|Romance,Bradley Cooper,271691,29505,Danny Masterson,1,best friend|dvd|girlfriend|loan|self help,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1,243,English,USA,70000000,11000,2.35
Rawson Marshall Thurber,43,569,Thomas Kretschmann,Action|Comedy|Crime,Dwayne Johnson,33354,14569,Megan Park,2,accountant|blooper|espionage|facebook|high school reunion,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,110,English,USA,50000000,919,2.35
Chris Columbus,0,701,Liam Aiken,Comedy|Drama,Julia Roberts,46482,9988,Herbert Russell,2,attorney|cancer|custody|fashion photographer|photographer,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1,252,English,USA,50000000,818,2.35
Sean Anders,51,322,Linda Cardellini,Comedy|Family,Will Ferrell,54010,10886,Mark L. Young,2,biological father|dad|drinking|product placement|wilhelm scream,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1,130,English,USA,50000000,2000,1.85
Rob Marshall,252,10000,Meryl Streep,Adventure|Comedy|Drama|Fantasy|Musical,Johnny Depp,101178,62837,Anna Kendrick,1,based on stage musical|cinderella|little red riding hood|singing|witch,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1,779,English,USA,50000000,11000,2.39
Spike Lee,0,277,James Ransone,Crime|Drama|Mystery|Thriller,Denzel Washington,273108,19148,Peter Gerety,2,bank|detective|negotiation|police|robber,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,646,English,USA,45000000,412,2.35
Brian Helgeland,241,416,Deborah Kara Unger,Action|Crime|Drama|Thriller,Bill Duke,111368,3148,William Devane,1,anti hero|criminal|greed|prostitute|tough guy,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1,394,English,USA,50000000,495,2.35
Frank Marshall,155,293,Joe Don Baker,Action|Adventure|Mystery|Sci-Fi,Dylan Walsh,34471,1761,Grant Heslov,0,captain|congo|expedition|laser|lost city,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1,147,English,USA,50000000,387,1.85
Cameron Crowe,488,1000,Matt Damon,Comedy|Drama|Family,Scarlett Johansson,111003,36873,Stephanie Szostak,3,blocked road|father son relationship|love at first sight|teenage boy|zookeeper,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1,199,English,USA,,13000,1.85
Alex Proyas,295,329,Ben Mendelsohn,Drama|Mystery|Sci-Fi|Thriller,Nicolas Cage,186879,13421,Chandler Canterbury,0,disaster|end of the world|number|student|time capsule,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1,791,English,USA,50000000,748,2.35
