num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,language,actor_2_facebook_likes,aspect_ratio
65,91,659,Drama|Thriller,Katy Mixon,The Quiet ,13485,3299,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,English,796,2.35
76,32,127,Drama,Sarah Kazemy,Circumstance ,6277,509,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,Persian,127,2.35
327,0,88,Biography|Drama|Romance,Ahna O'Reilly,Fruitvale Station ,53919,687,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,English,270,1.85
62,6,727,Comedy|Fantasy|Thriller,Jack McBrayer,The Brass Teapot ,11965,4184,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,English,947,2.35
116,11,8,Animation|Drama|Family,Sam Edwards,Bambi ,94225,63,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,English,12,1.33
73,0,102,Comedy|Romance|Sport,John Enos III,The Hammer ,5489,897,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,English,140,
238,29,874,Action|Drama|Thriller,Dwayne Johnson,Snitch ,64748,15800,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,English,1000,2.35
35,6,522,Comedy|Drama|Romance,Joseph Gordon-Levitt,Latter Days ,14580,26017,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,English,813,1.85
2,0,0,Drama,Stana Roumillac,Elza ,19,0,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,French,0,16.0
6,66,734,Drama,Bokeem Woodbine,1982 ,122,5435,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,English,782,
115,15,567,Comedy,James Wolk,"For a Good Time, Call... ",13421,3770,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,English,904,2.35
193,43,172,Comedy|Drama|Romance,Ari Graynor,Celeste & Jesse Forever ,24391,1751,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,English,517,2.35
16,14,221,Drama|Fantasy|Sci-Fi,Gavin MacLeod,Time Changer ,1742,1185,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,English,234,1.85
68,46,141,Crime|Drama|Thriller,Lorraine Stanley,London to Brighton ,7308,926,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,English,146,2.35
16,63,175,Action|Comedy|Drama|Sci-Fi,Eddie Griffin,American Hero ,2706,1278,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,English,207,
7,8,487,Mystery|Thriller,Tommy O'Reilly,Windsor Drive ,169,3336,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,English,806,
354,0,620,Drama|Mystery,Shahab Hosseini,A Separation ,151812,2501,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,Persian,712,1.85
16,5,10,Thriller,Jo Hartley,Crying with Laughter ,190,81,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,English,11,
74,377,236,Comedy|Drama,Heather Matarazzo,Welcome to the Dollhouse ,26513,1502,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,English,502,1.85
11,9,86,Drama|Romance,Allison Dean,Ruby in Paradise ,2039,423,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,English,143,1.85
59,6,68,Drama|Romance,Victor Rasuk,Raising Victor Vargas ,4743,663,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,English,270,1.85
71,21,3,Crime|Drama|Romance,Louise Brooks,Pandora's Box ,7431,455,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,German,20,1.33
5,0,167,Drama,Martin Landau,Harrison Montgomery ,59,1484,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,English,188,1.78
25,0,0,Drama,Norma Aleandro,Live-In Maid ,772,29,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,Spanish,5,
29,37,501,Drama|Thriller,Kevin Pollak,Deterrence ,2256,1983,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,English,573,1.85
17,3,181,Crime|Drama|Romance,Zachary Knighton,The Mudge Boy ,3480,991,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,English,262,
13,0,258,Drama,Leslie Bibb,The Young Unknowns ,122,2359,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,English,749,
6,247,152,Comedy,Shane Dawson,Not Cool ,4167,954,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,English,217,
224,75,13,Comedy|Horror,Bjørn Sundquist,Dead Snow ,54601,116,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,Norwegian,16,1.85
33,38,69,Action|Adventure|Drama|War,Corbin Allred,Saints and Soldiers ,17725,587,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,English,115,
1,0,37,Horror|Sci-Fi|Short|Thriller,Taylor Pigeon,Vessel ,292,315,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,English,93,
100,0,425,Comedy|Drama|Music,Harrison Ford,American Graffiti ,63839,14954,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,English,2000,2.35
21,21,0,Documentary|War,Scott Helvenston,Iraq for Sale: The War Profiteers ,1477,25,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,English,0,1.78
82,8,357,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,3071,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,English,424,1.85
271,365,522,Comedy|Drama|Romance,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,2714,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,English,830,2.35
5,15,95,Comedy|Documentary,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,3543,548,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,English,135,1.85
255,214,246,Crime|Horror|Thriller,MyAnna Buring,Kill List ,25750,1269,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,English,257,2.35
292,243,74,Horror,Lena Dunham,The Innkeepers ,27260,1252,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,English,128,2.35
178,687,389,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,42183,12183,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,English,787,2.35
120,973,48,Drama,Jean-Louis Trintignant,The Conformist ,17813,500,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,Italian,90,1.66
31,168,21,Drama,Raymond J. Barry,Interview with the Assassin ,1661,243,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,English,72,1.78
114,4,201,Crime|Drama|Horror|Thriller,Julian Morris,Donkey Punch ,9376,1558,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,English,233,1.85
233,129,280,Horror,Luke Grimes,All the Boys Love Mandy Lane ,25951,2170,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,English,611,2.35
8,3,118,Horror,Dichen Lachman,Bled ,851,1117,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,English,134,1.85
153,160,433,Thriller|Western,Gary Cooper,High Noon ,80193,2496,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,English,575,1.37
53,23,2,Documentary|Drama|Sport,William Gates,Hoop Dreams ,18980,15,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,English,6,1.33
49,30,14,Documentary|Music,Kevin Scott Richardson,Rize ,2877,321,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,English,23,1.33
4,364,567,Action|Adventure|Fantasy|Sci-Fi,Peter Dinklage,Destiny ,3089,26578,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,English,4000,
64,52,36,Crime|Drama,Adam LeFevre,L.I.E. ,8509,209,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,English,67,1.85
23,0,195,Drama|Mystery|Thriller,Laura Fraser,The Sisterhood of Night ,1354,1581,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,English,524,2.35
8,0,311,Drama|Music|Romance,Aimee Garcia,B-Girl ,551,2476,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,English,592,
446,0,84,Action|Adventure|Drama|Romance,Naomi Watts,King Kong ,316027,7122,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,English,918,2.35
228,174,324,Horror,Robert Ri'chard,House of Wax ,94463,2160,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,English,716,1.85
208,31,71,Drama,Ryan Gosling,Half Nelson ,70885,33734,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,English,519,1.85
2,0,236,Drama,Irene Bedard,Naturally Native ,103,1763,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,English,282,
25,21,48,Comedy,Hill Harper,Hav Plenty ,819,714,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,English,170,
8,0,137,Crime|Drama|Thriller,Mehcad Brooks,Adulterers ,514,1210,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,English,320,2.35
143,13,432,Fantasy|Horror,Trey Loney,Escape from Tomorrow ,7384,2483,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,English,511,1.85
21,2,442,Documentary,Richard Curtis,Starsuckers ,474,1683,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,English,474,
1,0,21,Documentary,Alfre Woodard,The Hadza: Last of the First ,5,1359,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,English,338,
34,4,258,Fantasy|Horror|Mystery|Thriller,Sandra Ellis Lafferty,After ,3699,1553,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,English,385,2.35
5,4,2000,Drama|Thriller,Matthew Ziff,Treachery ,344,283939,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,English,21000,
10,7,912,Comedy|Drama,Leven Rambin,Walter ,1432,4767,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,English,945,
66,10,23,Comedy|Musical|Romance,Ginger Rogers,Top Hat ,13269,824,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,English,172,1.37
360,19,39,Horror,Heather Donahue,The Blair Witch Project ,186786,399,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,English,170,1.33
53,14,136,Documentary|History|Music,Joe Cocker,Woodstock ,12631,778,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,English,227,2.2
82,644,11,Comedy,David Zucker,The Kentucky Fried Movie ,13915,190,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,English,29,1.85
15,16,254,Action|Crime|Drama,Stacy Keach,Mercy Streets ,448,1281,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,English,266,1.85
,0,20,Mystery|Thriller,Kendyl Joi,Arnolds Park ,94,85,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,English,20,1.78
18,4,218,Drama,William Smith,Broken Vessels ,531,2288,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,English,711,1.85
,12,359,Crime|Drama,Nicholas Gonzalez,Water & Power ,85,2241,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,English,371,
22,0,0,Documentary,Aliou Touré,They Will Have to Kill Us First ,74,0,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,French,0,
15,3,0,Documentary,Karen Alexander,Crop Circles: Quest for Truth ,204,0,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,English,0,
,0,271,Action|Drama|Thriller,Russell Wong,Light from the Darkroom ,6,1754,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,English,412,
18,12,2,Comedy|Drama,François Cluzet,Irreplaceable ,389,553,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,French,8,
8,5,233,Thriller,Paula Garcés,The Maid's Room ,719,1707,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,English,448,
105,44,704,Comedy|Musical,Paul McCartney,A Hard Day's Night ,31429,2538,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,English,725,1.75
3,6,,Documentary,,The Harvest/La Cosecha ,57,0,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,English,,
4,11,221,Drama|Romance,Jamie Lee Curtis,Love Letters ,487,2996,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,English,433,
2,0,0,Comedy,Dario Nozic Serini,Julija in alfa Romeo ,86,0,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,Slovenian,0,2.35
50,589,150,Drama|Romance,Kirk Cameron,Fireproof ,17068,1164,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,English,153,1.85
19,95,0,Biography|Documentary|Drama,Bhole Baba,Faith Connections ,113,0,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,Hindi,0,1.85
5,24,142,Adventure|Family|Romance,Frances Bavier,Benji ,3411,1090,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,English,189,1.85
235,9,7,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,Open Water ,42256,67,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,English,10,1.85
8,490,201,Comedy,Joe Lo Truglio,High Road ,1305,2295,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,English,523,
95,8,22,Horror|Sci-Fi,Woody Strode,Kingdom of the Spiders ,3274,516,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,English,23,1.85
84,2,0,Documentary|Family|Music,Heather Berman,Mad Hot Ballroom ,3156,0,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,English,0,1.85
154,310,587,Comedy|Drama,Peter Dinklage,The Station Agent ,58260,24419,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,English,833,1.85
20,3,234,Drama,Randy Wayne,To Save a Life ,4583,2563,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,English,801,2.35
88,3,2,Documentary,Ken Burns,Wordplay ,3394,382,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,English,184,1.66
70,6,43,Biography|Documentary|Sport,Terry Funk,Beyond the Mat ,6790,194,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,English,44,1.85
5,0,15,Comedy|Drama|Romance,Kirby Heyborne,The Singles Ward ,1099,161,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,English,24,
105,6,0,Drama,Marina Golbahari,Osama ,7559,30,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,Dari,0,1.85
29,0,59,Documentary,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,154,660,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,English,169,16.0
46,7,17,Drama|Music,Rachel True,Groove ,3562,407,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,English,27,1.85
3,0,17,Comedy|Crime|Family,Kirby Heyborne,The R.M. ,651,155,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,English,34,
54,35,482,Drama,Sasha Alexander,Twin Falls Idaho ,3479,3166,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,English,505,1.85
126,9,595,Crime|Drama,Rory Culkin,Mean Creek ,26407,2655,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,English,634,1.85
17,204,474,Crime|Drama|Romance,Edie Falco,Hurricane Streets ,1038,2322,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,English,529,1.85
25,71,658,Comedy|Romance,Peter Dinklage,Never Again ,709,24382,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,English,1000,1.85
