director_facebook_likes,actor_2_name,gross,cast_total_facebook_likes,plot_keywords,movie_imdb_link,language,content_rating,budget,title_year
129,Lucy,255352,132,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,English,Unrated,300000,2006
129,Lucy,856942,460,car|dog|flip phone|rape threat|vulnerable,http://www.imdb.com/title/tt1152850/?ref_=fn_tt_tt_1,English,R,200000,2008
5,Edie Falco,,1884,number in title,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,English,R,300000,2010
0,Anna Karina,,967,beach|money|on the run|party|smuggling,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,French,Not Rated,300000,1965
0,Beatrice Ntuba,32631,2,,http://www.imdb.com/title/tt0474361/?ref_=fn_tt_tt_1,English,Not Rated,,2005
95,,16892,0,eastern philosophy|healing|india|life,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,English,,300000,2001
0,Gloria Foster,12438,835,1960s|father|railroad|town|worker,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,English,Not Rated,160000,1964
37,Eli Marienthal,40542,751,listening to music|misfit|panties|red panties|sex,http://www.imdb.com/title/tt0128214/?ref_=fn_tt_tt_1,English,R,300000,1997
3,Eddie Jones,5199,185,older man younger man relationship|punching bag|school teacher|undressing|unrequited love,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,English,R,200000,2004
0,Alexander Wraith,,689,assassin|female assassin|kingdom|martial arts|mission,http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1,English,PG-13,350000,2009
278,T.V. Carpio,24343673,5405,anti war|liverpool|love|protest|song,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,English,PG-13,45000000,2007
44,Elizabeth Stenholt,1711,1440,,http://www.imdb.com/title/tt2912776/?ref_=fn_tt_tt_1,English,,,2015
43,David Carradine,,14950,cult director|cult film|drive in classic|psychotronic|race,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,English,R,300000,1975
0,Ricky Schroder,2468,2048,digit in title|latino|life or death|philosophy|supernatural,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,English,R,300000,2014
0,Wilhelm von Homburg,,544,cigarette smoking|death|devil|nightmare|satanic cult,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,English,R,,1990
3,Joanna Cassidy,,1545,divorce|marriage|mother daughter relationship|sex|teenage boy,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,English,R,300000,2010
77,Pierre Prieur,,19,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,http://www.imdb.com/title/tt3904272/?ref_=fn_tt_tt_1,English,Unrated,500000,2015
5,Carmen Argenziano,,1228,coach|mask|school principal|team|track,http://www.imdb.com/title/tt0082467/?ref_=fn_tt_tt_1,English,R,250000,1981
19,Barry Bostwick,,2515,,http://www.imdb.com/title/tt1568341/?ref_=fn_tt_tt_1,English,R,300000,2011
25,Matt Servitto,318622,1734,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,English,R,270000,2012
0,Ethan Suplee,12006514,15765,comic book|friendship|gay|lesbian|secret,http://www.imdb.com/title/tt0118842/?ref_=fn_tt_tt_1,English,R,250000,1997
132,Brenda Blethyn,4186931,1330,african american|dog|homecoming queen|insecurity|surgery,http://www.imdb.com/title/tt0258273/?ref_=fn_tt_tt_1,English,R,250000,2001
2,Robert Miano,,842,murder|oppression|rebirth|reincarnation|revenge,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1,English,R,290000,2010
681,Jason Tobin,3799339,139,asian american|high school|overachiever|pubic hair|vomiting,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,English,R,250000,2002
4,Laurel Holloman,1977544,656,caught having sex|class|friend|lesbian|lesbian sex,http://www.imdb.com/title/tt0113416/?ref_=fn_tt_tt_1,English,R,250000,1995
44,Mike White,1050600,1378,best friend|bisexuality|friend|gay kiss|sexuality,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,English,R,250000,2000
0,Rizwan Manji,902835,454,college|desi|heritage|india|indian american,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,English,Unrated,250000,2001
0,Nicholas Simmons,,1461,,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,English,,300000,2014
165,Julian Richings,489220,1743,escape|labyrinth|maze|red light|trap,http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1,English,R,365000,1997
0,Frances O'Connor,212285,1661,film school|love|medical student|student|university,http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1,English,R,250000,1996
45,Bill Martone,203134,7,claim in title|exclamation point in title|punctuation in title|reference to babe ruth|sex,http://www.imdb.com/title/tt0119346/?ref_=fn_tt_tt_1,English,R,250000,1997
7,Anne Archer,191309,1008,female protagonist|murder|photographer|robbery|shot to death,http://www.imdb.com/title/tt0368089/?ref_=fn_tt_tt_1,English,R,150000,2004
52,Charlie Bewley,3388210,34983,girlfriend|immigration|long distance relationship|parents|student visa,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,English,PG-13,250000,2011
0,Steffinnie Phrommany,,1399,blood|teeth,http://www.imdb.com/title/tt1991199/?ref_=fn_tt_tt_1,English,,300000,2015
99,Rosanna Arquette,177840,1987,drugs|music producer|rock music|title directed by female|vegetarian,http://www.imdb.com/title/tt0173390/?ref_=fn_tt_tt_1,English,R,250000,1999
269,Clint Jordan,47111,127,absent father|asian american|friendship between men|motel|mother son relationship,http://www.imdb.com/title/tt0436607/?ref_=fn_tt_tt_1,Cantonese,,,2005
261,Gus Van Sant,49494,2862,cocaine|homosexual|penis|psychopath|pubic hair,http://www.imdb.com/title/tt2292959/?ref_=fn_tt_tt_1,English,R,250000,2013
,James Norton,,2572,caravan|police|police sergeant|tied to a chair|yorkshire,http://www.imdb.com/title/tt3428912/?ref_=fn_tt_tt_1,English,TV-MA,,
5,Flaco Navaja,,216,dominican|drug dealer|prison|single mother|teenage pregnancy,http://www.imdb.com/title/tt0389235/?ref_=fn_tt_tt_1,English,R,,2004
337,Natalie Canerday,45661,114,bare chested male|half brother|indifference|shotgun|violence,http://www.imdb.com/title/tt0952682/?ref_=fn_tt_tt_1,English,PG-13,,2007
17,Luke Mably,,2123,band aid|hairpin|one day|single set production|unsubtitled foreign language,http://www.imdb.com/title/tt1258197/?ref_=fn_tt_tt_1,English,Not Rated,,2009
0,Samantha Buck,18195,154,future|nonlinear timeline|time travel|title directed by female|writer,http://www.imdb.com/title/tt0127302/?ref_=fn_tt_tt_1,English,,250000,1997
7,Mark Hengst,,631,church|competition|high school|new school|pastor,http://www.imdb.com/title/tt1270792/?ref_=fn_tt_tt_1,English,G,,2008
1000,Lorne Cardinal,,1056,,http://www.imdb.com/title/tt1360826/?ref_=fn_tt_tt_1,English,PG,250000,2010
63,Marty Lindsey,,457,dream|self destructiveness|storyteller|time paradox|workaholic,http://www.imdb.com/title/tt1071804/?ref_=fn_tt_tt_1,English,,,2009
3,Derek Brandon,,694,animal in title|christmas|farm|michigan|rabbit,http://www.imdb.com/title/tt1640714/?ref_=fn_tt_tt_1,English,PG,250000,2010
2,Kate Flannery,,968,mockumentary|single camera|subtle comedy,http://www.imdb.com/title/tt1003002/?ref_=fn_tt_tt_1,English,,,2007
32,June Lockhart,,1991,breasts|female frontal nudity|female rear nudity|incest|voyeur,http://www.imdb.com/title/tt0082122/?ref_=fn_tt_tt_1,English,R,,1982
0,Steve Duin,,0,,http://www.imdb.com/title/tt3564748/?ref_=fn_tt_tt_1,English,PG,250000,2013
7,Brit Morgan,,537,two word title,http://www.imdb.com/title/tt2363439/?ref_=fn_tt_tt_1,English,PG-13,250000,2012
45,Campbell Scott,,2166,antique|desk|letter|love|time travel,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,English,Unrated,,1998
431,Dana Blackstone,,387,,http://www.imdb.com/title/tt3421204/?ref_=fn_tt_tt_1,English,PG,250000,2014
30,Robert Davi,,3967,independent film,http://www.imdb.com/title/tt2559658/?ref_=fn_tt_tt_1,English,,250000,2014
54,Renée Adorée,,108,chewing gum|climbing a tree|france|translation problems|world war one,http://www.imdb.com/title/tt0015624/?ref_=fn_tt_tt_1,,Not Rated,245000,1925
12,Jacob Zachar,,1244,amateur|circus|clown|unconsciousness|urination,http://www.imdb.com/title/tt0469690/?ref_=fn_tt_tt_1,English,,240000,2006
0,Brock Baker,,1087,,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,English,,250000,2013
0,James Lance,104792,27507,male full frontal nudity|prison|prisoner|solitary confinement|violence,http://www.imdb.com/title/tt1172570/?ref_=fn_tt_tt_1,English,R,,2008
7,Vivian Lamolli,,2970,arizona|gambling|gunfighter|poker game|year 1879,http://www.imdb.com/title/tt3210710/?ref_=fn_tt_tt_1,English,,250000,2015
15,Donald Austin,111300,2,abandoned building|detroit michigan|firefighter|michigan|urban setting,http://www.imdb.com/title/tt1781784/?ref_=fn_tt_tt_1,English,Not Rated,225000,2012
0,Josh Hamilton,1027119,964,hot dog bun|needle|new york|rat|tourist,http://www.imdb.com/title/tt0182508/?ref_=fn_tt_tt_1,English,R,225000,2000
0,Nancy Ison,,24,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,English,X,100000,1969
7,Cecil Kellaway,5000000,205,arctic|beast|dinosaur|monster|rhedosaurus,http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1,English,Approved,210000,1953
130,Robert J. Wilke,,800,captain|expedition|sea|submarine|whale,http://www.imdb.com/title/tt0046672/?ref_=fn_tt_tt_1,English,Approved,5000000,1954
750,Steve Bisley,,928,biker|motorcycle|motorcycle gang|post apocalypse|woman wearing only a man's shirt,http://www.imdb.com/title/tt0079501/?ref_=fn_tt_tt_1,English,R,200000,1979
218,Alex Désert,4505922,4230,actor|black panties|cult film|friend|upskirt,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,English,R,200000,1996
0,Gian Maria Volontè,3500000,16534,balladeer|bar|drifter|mexican|revenge,http://www.imdb.com/title/tt0058461/?ref_=fn_tt_tt_1,Italian,R,200000,1964
16,Gilbert Roland,,583,captain|marriage proposal|saloon|saloon singer|singer,http://www.imdb.com/title/tt0024548/?ref_=fn_tt_tt_1,English,Approved,200000,1933
0,Jasper Johal,381225,66,,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,English,Unrated,200000,2004
0,Chris Thomas,2428241,77046,christian film|forgiveness|hospital|pastor|police,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,English,PG-13,200000,2010
151,David Oyelowo,78030,3021,,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,English,R,200000,2012
670,Sebastian Schipper,59774,69,female nudity|full frontal female nudity|male frontal nudity|menage a trois|pubic hair,http://www.imdb.com/title/tt1517177/?ref_=fn_tt_tt_1,German,Unrated,,2010
18,Leo Rossi,174682,314,funeral|gay|native american protagonist|poet|reservation,http://www.imdb.com/title/tt0303313/?ref_=fn_tt_tt_1,English,,200000,2002
0,Natasha Bedingfield,215185,279,fair trade|human trafficking|non profit|rockumentary|slavery,http://www.imdb.com/title/tt1301130/?ref_=fn_tt_tt_1,English,PG-13,200000,2008
0,David Costabile,32154410,18469,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,R,30000000,2013
25,Stevan Mena,,206,abandoned house|bank|robber|swing|witness,http://www.imdb.com/title/tt0388230/?ref_=fn_tt_tt_1,English,R,200000,2003
89,Adam Rifkin,,705,family relationships|husband wife relationship|nudity|reality|reality spoof,http://www.imdb.com/title/tt2690560/?ref_=fn_tt_tt_1,English,,250000,2015
2,Ryan Kennedy,,711,based on comic book|blue bra and panties|female protagonist|girl in bra and panties|killer car,http://www.imdb.com/title/tt1152827/?ref_=fn_tt_tt_1,English,PG-13,13000000,2010
157,Jennifer Lafleur,140016,2016,actor|cabin|california|paper bag|vomiting,http://www.imdb.com/title/tt0923600/?ref_=fn_tt_tt_1,English,R,,2008
0,Victoria Lachelle,,192,,http://www.imdb.com/title/tt3565836/?ref_=fn_tt_tt_1,English,,,2014
121,Bertrand Cantat,,27,,http://www.imdb.com/title/tt0437123/?ref_=fn_tt_tt_1,French,,150000,2004
147,Sylvia Eckhausen,,0,august|doctor|faith|patriarch|prayer,http://www.imdb.com/title/tt0048452/?ref_=fn_tt_tt_1,Danish,Not Rated,,1955
123,Martin Starr,15542,7144,avoidant personality disorder|emotionally vulnerable|sex|video store|video store clerk,http://www.imdb.com/title/tt0944101/?ref_=fn_tt_tt_1,English,R,,2008
29,John Billingsley,,1181,cro magnon|dialogue driven storyline|single set production|single setting|storytelling,http://www.imdb.com/title/tt0756683/?ref_=fn_tt_tt_1,English,Not Rated,200000,2007
15,Evelyn Jefferson,1111,2,false accusation|murder|north carolina|trial|wrongful conviction,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,English,PG-13,200000,2006
20,Jordan Bridges,,828,courtship|friend|girl|servant|sister,http://www.imdb.com/title/tt0412366/?ref_=fn_tt_tt_1,English,,200000,2004
0,Chase Masterson,,518,claim in title|jazz|jazz singer|sexy woman|time manipulation,http://www.imdb.com/title/tt0448182/?ref_=fn_tt_tt_1,English,PG,2500000,2008
0,Robert Turano,,263,,http://www.imdb.com/title/tt1989646/?ref_=fn_tt_tt_1,English,,200000,2012
0,Robin Bartlett,,338,,http://www.imdb.com/title/tt3666210/?ref_=fn_tt_tt_1,English,,,2014
0,Alex Emanuel,,1112,,http://www.imdb.com/title/tt1702455/?ref_=fn_tt_tt_1,English,,200000,2012
373,Amir Farrokh Hashemian,925402,100,class|gardening|race|school|shoe,http://www.imdb.com/title/tt0118849/?ref_=fn_tt_tt_1,Persian,PG,180000,1997
131,Chris New,469947,654,coming out|fellatio|male in bathtub|male nudity|nudity,http://www.imdb.com/title/tt1714210/?ref_=fn_tt_tt_1,English,Not Rated,120000,2011
0,Joie Lee,7137502,708,female nudity|male model|nudity|rite of passage|sex,http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1,English,R,175000,1986
0,Stacie Evans,,0,,http://www.imdb.com/title/tt2421956/?ref_=fn_tt_tt_1,English,,180000,2014
0,Ana Maria Guran,,0,,http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1,Romanian,,168000,2015
135,William Mapother,1316074,1303,duplicate earth|janitor|planet|solar system|synchronicity,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,English,PG-13,100000,2011
14,Ellen Burstyn,,4385,bouquet|house fire|praying|serial killer|tied to a chair,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,English,R,,2014
101,Mario Van Peebles,15180000,1631,black panther|hells angels|on the run|racist|racist cop,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,English,R,500000,1971
0,Joe Lev,,364,country singer|father son relationship|music group,http://www.imdb.com/title/tt3581098/?ref_=fn_tt_tt_1,English,,200000,2014
56,Aaron Stanford,2882062,1144,best friend|boy|french|friend|love,http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1,English,PG-13,150000,2000
109,Markéta Irglová,9437933,332,immigrant|independent film|song|street|vacuum cleaner,http://www.imdb.com/title/tt0907657/?ref_=fn_tt_tt_1,English,R,180000,2007
14,Eugene Roche,110720,168,car salesman|filmmaking|pulp fiction|santa claus suit|truck driver,http://www.imdb.com/title/tt0217894/?ref_=fn_tt_tt_1,English,,1200000,1999
0,Rowan Isaacson,155984,62,horse|journey|mongolia|shaman|travel,http://www.imdb.com/title/tt1333668/?ref_=fn_tt_tt_1,English,Unrated,160000,2009
6,Martin Compston,,895,father daughter relationship|poltergeist|spirit|stairway|urination,http://www.imdb.com/title/tt1743993/?ref_=fn_tt_tt_1,English,,,2012
0,Bill Allen,,130,bike|bmx|drugs|troubled teen|youth,http://www.imdb.com/title/tt1934172/?ref_=fn_tt_tt_1,English,PG-13,,2015
365,Edwin Neal,30859000,1094,cannibal|chainsaw|hitchhiker|independent film|leatherface,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,English,R,83532,1974
36,Bill Melendez,,139,christmas|christmas tree|commercialism|meaning of christmas|tree,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1,English,TV-G,150000,1965
0,Hugh Ducklow,4914,0,,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,English,,150000,2015
4,Jesse Jane,,1796,aroused|photography|pornography documentary|pornstar,http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1,English,,150000,2013
0,Xinhua Jiang,5858,0,,http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1,English,,150000,2014
909,Pat Boone,6706368,1048,factory|flint michigan|general motors|michigan|quest,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,English,R,160000,1989
261,Ruby Dee,,3700,cat|cat people|leopard|love|slip the undergarment,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,English,R,18000000,1982
0,Hassan Johnson,,942,place name in title,http://www.imdb.com/title/tt2125430/?ref_=fn_tt_tt_1,English,R,125000,2014
129,James Urbaniak,405614,511,cult|cult leader|female nudity|greedy institution|manipulation,http://www.imdb.com/title/tt1748207/?ref_=fn_tt_tt_1,English,R,,2011
58,,,0,autism|middle east|music therapy|united arab emirates,http://www.imdb.com/title/tt2638024/?ref_=fn_tt_tt_1,Arabic,,125000,2013
0,,,0,american|blood|dream|patrol|tank,http://www.imdb.com/title/tt0488873/?ref_=fn_tt_tt_1,English,,120000,2005
100,Mike Birbiglia,1573712,973,drunken sex|mashed potatoes|pancakes|tequila|title directed by female,http://www.imdb.com/title/tt1742336/?ref_=fn_tt_tt_1,English,R,125000,2011
0,Valentine,,17,,http://www.imdb.com/title/tt4607906/?ref_=fn_tt_tt_1,English,PG-13,125000,2015
686,David Hewlett,,2364,dog|vegetarian,http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1,English,,120000,2007
686,David Hewlett,,2364,dog|vegetarian,http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1,English,,120000,2007
0,Duane Jones,,403,cemetery|farmhouse|radiation|running out of gas|zombie,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,English,Unrated,114000,1968
0,Macha Méril,,27,acting|actor|face slap|fashion|magazine,http://www.imdb.com/title/tt0058701/?ref_=fn_tt_tt_1,French,,120000,1964
664,Nate Parker,,3525,,http://www.imdb.com/title/tt4196450/?ref_=fn_tt_tt_1,English,R,10000000,2016
7,Frank Gerrish,,516,latter day saints|lds film|mock documentary|mormon|mormonism,http://www.imdb.com/title/tt0339921/?ref_=fn_tt_tt_1,English,,103000,2003
589,Erin Bethea,10174663,916,christian|coach|faith|football|football team,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,English,PG,100000,2006
3,Cassidy Gifford,22757819,276,breaking and entering|gallows|hanging|high school|stage,http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1,English,R,100000,2015
0,Jack Nance,,837,apartment|baby|deformed baby|factory|surrealism,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1,English,Unrated,20000,1977
0,Johnnie Walker,3000000,4,family relationships|gang|idler|poorhouse|thief,http://www.imdb.com/title/tt0011549/?ref_=fn_tt_tt_1,,,100000,1920
467,Keenen Ivory Wayans,5228617,1431,actor|african american|dream|two word title|written and directed by cast member,http://www.imdb.com/title/tt0093200/?ref_=fn_tt_tt_1,English,R,100000,1987
23,Elden Henson,2643689,2283,book|friendship|knight|learning disability|tutor,http://www.imdb.com/title/tt0119670/?ref_=fn_tt_tt_1,English,PG-13,,1998
9,Chuck Mitchell,,170,blaxploitation|boxing|convict|drifter|false accusation,http://www.imdb.com/title/tt0079709/?ref_=fn_tt_tt_1,English,R,100000,1979
56,Brian Howe,110536,284,alien|cave|husband wife relationship|monster|skeleton,http://www.imdb.com/title/tt0307109/?ref_=fn_tt_tt_1,English,PG,40000,2001
7,Gabriela Castillo,,417,,http://www.imdb.com/title/tt3109200/?ref_=fn_tt_tt_1,English,PG,20000,2014
3,Ethan Embry,59379,4729,cocaine|extramarital affair|sex|shooting|violence,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1,English,Not Rated,200000,2013
0,Edmund McMillen,,0,movie in title,http://www.imdb.com/title/tt1942884/?ref_=fn_tt_tt_1,English,Not Rated,100000,2012
3,Adam Rayner,,1401,countryside|night|party|rape|scar,http://www.imdb.com/title/tt0480011/?ref_=fn_tt_tt_1,English,R,1800000,2007
2,John Ireland,,354,anti semitism|gangster,http://www.imdb.com/title/tt0040671/?ref_=fn_tt_tt_1,English,Approved,,1948
0,Hugh Mun,,459,android|artificial intelligence|home invasion|security system|tech noir,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1,English,,100000,2013
6,Trevor Howard,,564,escape|independent film|mental illness|prison|revenge,http://www.imdb.com/title/tt0066141/?ref_=fn_tt_tt_1,English,GP,,1971
0,Dottie Alexander,,45,artist|band|male rear nudity|sexuality|stage,http://www.imdb.com/title/tt3072636/?ref_=fn_tt_tt_1,English,Unrated,100000,2014
29,Monica Potter,32721635,3861,kidnapping|lake|microwave oven|psychopath|woods,http://www.imdb.com/title/tt0844708/?ref_=fn_tt_tt_1,English,R,15000000,2009
3,Seth Ackerman,,103,arab israeli conflict|israel|media|middle east|palestine,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1,English,,70000,2004
0,Clint Mansell,3216970,2065,mathematician|nature|numbers|pattern|using a metal detector on a beach,http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1,English,R,60000,1998
12,Meredith Scott Lynn,33598,623,female frontal nudity|female rear nudity|title directed by female|virgin|written and directed by cast member,http://www.imdb.com/title/tt0130019/?ref_=fn_tt_tt_1,English,R,,1997
0,Tom Ardavany,536767,1362,fake documentary|hidden camera|mockumentary|narrative|reality show,http://www.imdb.com/title/tt0138987/?ref_=fn_tt_tt_1,English,R,60000,1998
7,Steve Diasparra,,138,,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1,English,,75000,2015
293,Amanda Kearsan,11529368,0,experiment|fast food|food industry|meal|overeating,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,English,PG,65000,2004
32,Sean Whalen,40557,2046,abbreviation in title|based on short film|competition dancing|dystopia|location in title,http://www.imdb.com/title/tt1296373/?ref_=fn_tt_tt_1,English,R,60000,2011
217,Lena Dunham,30084,11642,chicago illinois|drink|drinking|filmmaker|writer,http://www.imdb.com/title/tt2955096/?ref_=fn_tt_tt_1,English,R,70000,2014
2,Jason Evers,,52,brain|fiance|laboratory|surgeon|surgery,http://www.imdb.com/title/tt0052646/?ref_=fn_tt_tt_1,English,Approved,62000,1962
0,Vincent Duvall,,488,coming out|father son relationship|gay|gay brother|toilet sex,http://www.imdb.com/title/tt2866824/?ref_=fn_tt_tt_1,English,Unrated,100000,2014
8,Kevin Corrigan,,2398,film editor|kiss|marriage proposal|movie screening|urination,http://www.imdb.com/title/tt1874789/?ref_=fn_tt_tt_1,English,Not Rated,,2012
59,Courtney Bell,,97,anticipate|dead in absentia|foetus|tunnel|unreliable narration,http://www.imdb.com/title/tt1610996/?ref_=fn_tt_tt_1,English,R,70000,2011
0,Michael McGlone,10246600,388,abusive father|critically acclaimed|loss of father|love|true love,http://www.imdb.com/title/tt0112585/?ref_=fn_tt_tt_1,English,R,25000,1995
8,Shailene Garnett,,147,best friend|bully|friend|revenge|school,http://www.imdb.com/title/tt2334896/?ref_=fn_tt_tt_1,English,Not Rated,,2013
9,Sonia Braga,,1179,based on novel|brazil|female underarm hair|sex in a window|star appears nude,http://www.imdb.com/title/tt0085575/?ref_=fn_tt_tt_1,Portuguese,R,,1983
969,Merritt Wever,389804,2530,adult returns home|girl with glasses|hipster|shower|title directed by female,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,English,Not Rated,65000,2010
9,Jeremy Sande,,1527,,http://www.imdb.com/title/tt1861343/?ref_=fn_tt_tt_1,English,Not Rated,60000,2012
0,Chelse Swain,,1077,coming of age|male nudity|road trip|skinny dipping|teenager,http://www.imdb.com/title/tt0381053/?ref_=fn_tt_tt_1,English,,,2006
6,,,0,city|city symphony|diary|essay|surveillance,http://www.imdb.com/title/tt4462082/?ref_=fn_tt_tt_1,English,,50000,2015
2,David Mersault,,43,1920s|cthulhu|dream|sailor|silent film,http://www.imdb.com/title/tt0478988/?ref_=fn_tt_tt_1,English,,50000,2005
0,,,0,,http://www.imdb.com/title/tt2181837/?ref_=fn_tt_tt_1,English,,50000,2013
18,Olivia Cooke,,1922,computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip,http://www.imdb.com/title/tt2910814/?ref_=fn_tt_tt_1,English,PG-13,4000000,2014
3,Greg Aronowitz,,70,comic book|comic book history|comics|spawn|walking dead,http://www.imdb.com/title/tt2294916/?ref_=fn_tt_tt_1,English,,50000,2014
3,Paul Eenhoorn,,1438,estranged daughter|friendship|nevada|prisoner|unlikely friendship,http://www.imdb.com/title/tt1798291/?ref_=fn_tt_tt_1,English,R,42000,2013
117,Jon Gries,,2058,ellipsis in title|long title|period in title|punctuation in title|title ends with period,http://www.imdb.com/title/tt1524083/?ref_=fn_tt_tt_1,English,,45000,2013
234,Eddie Rouse,241816,642,cover up|north carolina|redemption|small town|teenager,http://www.imdb.com/title/tt0262432/?ref_=fn_tt_tt_1,English,Unrated,42000,2000
4,Christa Miller,277233,20814,accountant|actor|animal in title|mail carrier|single parent,http://www.imdb.com/title/tt0162348/?ref_=fn_tt_tt_1,English,R,40000,1999
0,Johnny Walter,,2618,,http://www.imdb.com/title/tt3157318/?ref_=fn_tt_tt_1,English,,75000,2014
138,Patricia Raven,,619,blood|independent film|mutilation|violence,http://www.imdb.com/title/tt1716760/?ref_=fn_tt_tt_1,English,Unrated,40000,2011
17000,Levon Helm,321952,2783,band|final concert|guitar|interview|thanksgiving,http://www.imdb.com/title/tt0077838/?ref_=fn_tt_tt_1,English,PG,,1978
14,Thomas Brophy,,638,,http://www.imdb.com/title/tt2442662/?ref_=fn_tt_tt_1,English,,50000,2012
2,Mark Rendall,24705,1054,friend|hospital|low budget film|ring|stoned,http://www.imdb.com/title/tt1294161/?ref_=fn_tt_tt_1,English,Unrated,,2009
6,Kirpatrick Thomas,243768,72,,http://www.imdb.com/title/tt1073221/?ref_=fn_tt_tt_1,English,R,30000,2007
26,Kate Dollenmayer,,38,friendship|guitarist|mumblecore|musician|new york,http://www.imdb.com/title/tt0446747/?ref_=fn_tt_tt_1,English,R,,2005
2,Ron Gelner,,5,la llorona|weeping,http://www.imdb.com/title/tt2469216/?ref_=fn_tt_tt_1,English,Not Rated,60000,2013
