director_name,num_critic_for_reviews,actor_1_facebook_likes,gross,genres,movie_title,actor_3_name,plot_keywords,num_user_for_reviews,country,budget,title_year
Robert Bennett,6,984,,Comedy,Frat Party ,Alicia Ziegler,erotica|masseuse|sister sister relationship|temptation|threesome,28,USA,1000000,2009
Guy Hamilton,12,694,,Drama,The Party's Over ,Louise Sorel,beatnik|businessman|necrophilia|party|partying,7,UK,,1965
Mary Pat Kelly,2,767,,Drama,Proud ,Janet Hubert,,22,USA,1000000,2004
Lori Petty,12,34000,,Drama,The Poker House ,Bokeem Woodbine,basketball|drug abuse|interracial rape|iowa|tween girl,24,USA,,2008
Charlie Levi,,1000,,Drama,Childless ,Diane Venora,,,USA,1000000,2008
Kevin Hamedani,64,199,,Comedy|Horror|Sci-Fi,ZMD: Zombies of Mass Destruction ,Kevin Hamedani,cult|homosexual|island|survival horror|zombie,39,USA,500000,2009
David DeCoteau,7,458,,Horror,Snow White: A Deadly Summer ,Tim Abell,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,14,USA,1000000,2012
Mikel Rueda,9,90,,Drama|Romance,Hidden Away ,Joseba Ugalde,best friend|deportation|moroccan|unrequited love|xenophobia,7,Spain,,2014
Stefan C. Schaefer,21,898,,Comedy|Drama|Romance,My Last Day Without You ,Reg E. Cathey,business trip|german|love|new york|singer songwriter,12,USA,1000000,2011
Michael Taliferro,,592,,Comedy|Music,Steppin: The Movie ,Chrystee Pharris,,1,USA,1000000,2009
David DeCoteau,1,10000,,Western,Doc Holliday's Revenge ,Randy Jay Burrell,1880s|cowboy|low budget film|shoot out|wild west,6,USA,1000000,2014
Katie Aselton,95,224,,Horror|Thriller,Black Rock ,Jay Paulson,bare breasts|female frontal nudity|hunter|island|weekend,47,USA,,2012
Robert Heath,40,335,,Horror|Mystery,Truth or Die ,Jennie Jacques,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,41,UK,1000000,2012
D. Stevens,6,92,,Drama|Thriller,The Pet ,Summer Napoles,dominance submissiveness|female nudity|human branding|human pet|power exchange,24,USA,1000000,2006
Jeffrey St. Jules,16,57,,Drama|Musical|Sci-Fi,Bang Bang Baby ,Kristian Bruun,,16,Canada,1000000,2014
Robert Hall,39,677,,Horror,Fear Clinic ,Fiona Dourif,bare breasts|based on web series|claustrophobia|doctor|phobia,19,USA,1000000,2015
K. King,150,214,,Action|Comedy|Horror,Zombie Hunter ,Jarrod Phillips,desert|drifter|seduction|siege|zombie,30,USA,1000000,2013
Jonathan Meyers,1,657,,Drama,A Fine Step ,Leonor Varela,,1,USA,1000000,2014
Danny Boyle,393,3000,2319187,Crime|Drama|Mystery|Thriller,Trance ,Tuppence Middleton,amnesia|criminal|heist|hypnotherapy|lost painting,212,UK,20000000,2013
Ralph Nelson,32,754,,Drama|Romance|Sci-Fi,Charly ,Claire Bloom,disability|experiment|genius|intelligence|mouse,55,USA,,1968
Blair Erickson,78,696,,Horror|Thriller,Banshee Chapter ,Michael McMillian,experiment|lsd|missing friend|mk ultra|radio broadcast,56,Germany,950000,2013
,,775,,Comedy,Jesse             ,Bruno Campos,1990s|brother sister relationship|female protagonist|single mother|sitcom,14,USA,,
Allison Burnett,8,529,,Drama,Ask Me Anything ,Cathryn de Prume,bare breasts|female protagonist,64,USA,950000,2014
Richard Schenkman,6,1000,,Comedy|Romance,And Then Came Love ,Eartha Kitt,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,4,USA,989000,2007
Sanjay Rawal,9,56,,Documentary|News,Food Chains ,Eve Ensler,two word title,3,USA,913000,2014
Elia Kazan,134,10000,9600000,Crime|Drama|Romance,On the Waterfront ,Rod Steiger,death|dock|longshoreman|murder|union,281,USA,910000,1954
Kat Coiro,18,945,20186,Comedy,L!fe Happens ,Kristen Johnston,friendship|los angeles california|one night stand|roommate|single mother,15,USA,930000,2011
Cristian Mungiu,233,131,1185783,Drama,4 Months, 3 Weeks and 2 Days ,Alexandru Potocean,female rear nudity|friend|hotel|rainy night|towel,172,Romania,590000,2007
Brian Dorton,10,1000,,Horror,The Horror Network Vol. 1 ,Jan Cornet,anthology,3,USA,3000000,2015
David Slade,231,109,1007962,Crime|Drama|Thriller,Hard Candy ,Patrick Wilson,chatting|missing person poster|online dating|photographer|sexual predator,651,USA,950000,2005
Jamie Babbit,65,982,381186,Drama|Thriller,The Quiet ,Edie Falco,deaf|death|dysfunctional family|godparent|secret,90,USA,900000,2005
Maryam Keshavarz,76,144,439958,Drama,Circumstance ,Sina Amedson,closeted lesbian|iranian|islamophobia|propaganda|teenager,43,France,,2011
Ryan Coogler,327,282,16097842,Biography|Drama|Romance,Fruitvale Station ,Ariana Neal,22 year old|b.a.r.t.|bay area|birthday|police,168,USA,900000,2013
Ramaa Mosley,62,975,6643,Comedy|Fantasy|Thriller,The Brass Teapot ,Alia Shawkat,mini dress|mini skirt|money|voyeur|voyeurism,39,USA,900000,2012
James Algar,116,16,102797150,Animation|Drama|Family,Bambi ,Ann Gillis,animal|bambi|deer|forest|hunter,136,USA,,1942
Charles Herman-Wurmfeld,73,465,442638,Comedy|Romance|Sport,The Hammer ,Adam Carolla,birthday|boxing|coach|gym|olympics,23,USA,850000,2007
Ric Roman Waugh,238,12000,42919096,Action|Drama|Thriller,Snitch ,Nadine Velazquez,cigarette smoking|dea|drugs|inspired by true events|undercover,122,USA,15000000,2013
C. Jay Cox,35,23000,819939,Comedy|Drama|Romance,Latter Days ,Jacqueline Bisset,christian|male frontal nudity|mormon|mormon missionary|nudity,252,USA,850000,2003
Mariette Monpierre,2,0,,Drama,Elza ,Teddy Doloir,foreign|french,2,France,900000,2011
Tommy Oliver,6,904,,Drama,1982 ,Quinton Aaron,number in title|semi autobiographical,3,USA,1000000,2013
Jamie Travis,115,938,1243961,Comedy,For a Good Time, Call... ,Nia Vardalos,friend|friendship|gay|phone sex|sex,34,USA,850000,2012
Lee Toland Krieger,193,904,3094687,Comedy|Drama|Romance,Celeste & Jesse Forever ,Rob Huebel,best friends|friendship|masturbation|reference to matthias steiner|single,61,USA,,2012
Rich Christiano,16,284,15278,Drama|Fantasy|Sci-Fi,Time Changer ,Hal Linden,bible|christian propaganda|christianity|time machine|zealot,158,USA,825000,2002
Paul Andrew Williams,68,418,,Crime|Drama|Thriller,London to Brighton ,Georgia Groome,bathroom|chase|girl|pimp|toilet,72,UK,500000,2006
Nick Love,16,489,,Action|Comedy|Drama|Sci-Fi,American Hero ,Michelle Tabora,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,23,USA,990000,2015
Natalie Bible',7,1000,,Mystery|Thriller,Windsor Drive ,Matt Cohen,,6,USA,100000,2015
Asghar Farhadi,354,786,7098492,Drama|Mystery,A Separation ,Peyman Moaadi,alzheimer's disease|caregiver|divorce|iran|iranian,264,Iran,500000,2011
Justin Molotnikov,16,49,,Thriller,Crying with Laughter ,Joe Cassidy,cocaine|edinburgh scotland|stand up comedian,6,UK,,2009
Todd Solondz,74,529,4771000,Comedy|Drama,Welcome to the Dollhouse ,Christina Vidal,bully|first crush|school|social outcast|taunting,174,USA,800000,1995
Victor Nunez,11,159,1001437,Drama|Romance,Ruby in Paradise ,Dorothy Lyman,desire|florida|identity|resort town|sales,28,USA,800000,1993
Peter Sollett,59,302,2073984,Drama|Romance,Raising Victor Vargas ,Judy Marte,based on short film|manhattan new york city|urination|vomiting|watching television,135,France,800000,2002
Georg Wilhelm Pabst,71,426,9950,Crime|Drama|Romance,Pandora's Box ,Fritz Kortner,escape|femme fatale|german expressionism|lust|violence,84,Germany,,1929
Daniel Davila,5,940,,Drama,Harrison Montgomery ,Diane Baker,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,1,USA,850000,2008
Jorge Gaggero,25,24,,Drama,Live-In Maid ,Claudia Lapacó,buenos aires argentina|economics|housekeeper|maid|servant,11,Argentina,800000,2004
Rod Lurie,29,574,144583,Drama|Thriller,Deterrence ,Timothy Hutton,colorado|diner|iraq|nuclear missile|president,79,France,800000,1999
Michael Burke,17,262,,Crime|Drama|Romance,The Mudge Boy ,Ryan Donowho,death|farm|fur coat|grief|misfit,30,USA,800000,2003
Catherine Jelski,13,1000,58163,Drama,The Young Unknowns ,Arly Jover,based on play|independent film,3,USA,,2000
Shane Dawson,6,247,35688,Comedy,Not Cool ,Cherami Leigh,,72,USA,600000,2014
Tommy Wirkola,224,35,41709,Comedy|Horror,Dead Snow ,Ane Dahl Torp,medical student|nazi|snow|snowmobile|zombie,200,Norway,800000,2009
Ryan Little,33,214,1310270,Action|Adventure|Drama|War,Saints and Soldiers ,Kirby Heyborne,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,157,USA,780000,2003
Clark Baker,1,134,,Horror|Sci-Fi|Short|Thriller,Vessel ,Whit Spurgeon,alien|flight attendant|monster|pilot|tentacle,3,USA,,2012
George Lucas,100,11000,115000000,Comedy|Drama|Music,American Graffiti ,Mackenzie Phillips,california|car|drag racing|high school|rock 'n' roll,238,USA,777000,1973
Robert Greenwald,21,25,,Documentary|War,Iraq for Sale: The War Profiteers ,Donna Zovko,american politics|armed forces|political corruption|shady|war profiteer,24,USA,750000,2006
Matt Maiellaro,82,2000,5518918,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Chris Kattan,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,73,USA,750000,2007
Colin Trevorrow,271,934,4007792,Comedy|Drama|Romance,Safety Not Guaranteed ,Jeff Garlin,classified ad|intern|magazine|time machine|time travel,260,USA,750000,2012
Leslie Small,5,312,7705974,Comedy|Documentary,Kevin Hart: Laugh at My Pain ,Jeanette Branch,stand up comedy,8,USA,,2011
Ben Wheatley,255,513,26297,Crime|Horror|Thriller,Kill List ,Neil Maskell,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,209,UK,500000,2011
Ti West,292,969,77501,Horror,The Innkeepers ,Pat Healy,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,247,USA,750000,2011
David S. Goyer,178,10000,42638165,Drama|Fantasy|Horror|Mystery|Thriller,The Unborn ,Rachel Brosnahan,babysitting|experiment|nightmare|possession|twin,230,USA,16000000,2009
Bernardo Bertolucci,120,319,,Drama,The Conformist ,Dominique Sanda,fascist|gun|italy|nudity|sexuality,101,Italy,750000,1970
Neil Burger,31,108,47329,Drama,Interview with the Assassin ,Renee Faia,conspiracy theory|kennedy assassination|mock documentary|paranoia,31,USA,750000,2002
Oliver Blackburn,114,1000,18378,Crime|Drama|Horror|Thriller,Donkey Punch ,Tom Burke,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,74,UK,900000,2008
Jonathan Levine,233,935,,Horror,All the Boys Love Mandy Lane ,Whitney Able,drugs|female nudity|party|voyeur|voyeurism,129,USA,750000,2006
Christopher Hutson,8,717,,Horror,Bled ,Michele Morrow,artist|blood|drug|tree sap|vampire,30,USA,750000,2009
Fred Zinnemann,153,998,,Thriller|Western,High Noon ,Lon Chaney Jr.,appeasement|frontier justice|justice|one against many|street shootout,333,USA,750000,1952
Steve James,53,7,7830611,Documentary|Drama|Sport,Hoop Dreams ,Isiah Thomas,athlete|basketball|high school|high school student|school,74,USA,700000,1994
David LaChapelle,49,262,3278611,Documentary|Music,Rize ,Tommy the Clown,clown|clowning|dance|gang|south central los angeles,46,USA,,2005
Joseph Kosinski,4,22000,,Action|Adventure|Fantasy|Sci-Fi,Destiny ,Erick Avari,first person shooter,11,USA,,2014
Michael Cuesta,64,80,1141829,Crime|Drama,L.I.E. ,Walter Masterson,ephebophile|pederasty|pedophilia|playing hooky|shaving,109,USA,700000,2001
Caryn Waechter,23,601,,Drama|Mystery|Thriller,The Sisterhood of Night ,Louis Ozawa Changchien,accused of witchcraft|based on short story,17,USA,1000000,2014
Emily Dell,8,618,,Drama|Music|Romance,B-Girl ,Drew Sidora,brooklyn new york city|los angeles california|teacher|trauma|violence,10,USA,,2009
Peter Jackson,446,6000,218051260,Action|Adventure|Drama|Romance,King Kong ,Evan Parke,animal name in title|ape abducts a woman|gorilla|island|king kong,2618,New Zealand,207000000,2005
Jaume Collet-Serra,228,730,32048809,Horror,House of Wax ,Brian Van Holt,brother sister relationship|group of friends|male nudity|twin|wax,576,Australia,30000000,2005
Ryan Fleck,208,33000,2694973,Drama,Half Nelson ,Jeff Lima,bathroom|classroom|dialectics|drugs|student,189,USA,700000,2006
Jennifer Wynne Farmer,2,752,10508,Drama,Naturally Native ,Max Gail,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,6,USA,700000,1998
Christopher Scott Cherot,25,465,2301777,Comedy,Hav Plenty ,Chenoa Maxwell,friend|new year's eve|screwball|self discovery|social differences,36,USA,650000,1997
H.M. Coakley,8,696,,Crime|Drama|Thriller,Adulterers ,Danielle Savre,cheating husband|female nudity|male nudity|male rear nudity|revenge,1,USA,750000,2015
Randy Moore,143,977,169719,Fantasy|Horror,Escape from Tomorrow ,Amy Lucas,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,79,USA,,2013
Chris Atkins,21,628,,Documentary,Starsuckers ,Elton John,celebrity|consumerism|fashion|media manipulation,8,UK,400000,2009
Bill Benenson,1,1000,,Documentary,The Hadza: Last of the First ,Jane Goodall,east africa|hunter gatherer|indigenous|rift valley|swahili,1,USA,650000,2014
Ryan Smith,34,523,,Fantasy|Horror|Mystery|Thriller,After ,Karolina Wydra,coma|crash,27,USA,650000,2012
Travis Romero,5,260000,,Drama|Thriller,Treachery ,Michael Biehn,panties|white panties,5,USA,625000,2013
Anna Mastro,10,956,,Comedy|Drama,Walter ,Virginia Madsen,based on short film|based on short story,19,USA,700000,2015
Mark Sandrich,66,610,3000000,Comedy|Musical|Romance,Top Hat ,Eric Blore,dance|dancer|dancing|horse|tap dancing,98,USA,609000,1935
Daniel Myrick,360,170,140530114,Horror,The Blair Witch Project ,Michael C. Williams,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,3400,USA,60000,1999
Michael Wadleigh,53,262,13300000,Documentary|History|Music,Woodstock ,Joan Baez,drugs|hippie|music festival|the who|woodstock,63,USA,600000,1970
John Landis,82,119,,Comedy,The Kentucky Fried Movie ,Tara Strohmeier,fake commercial|fake newscast|fake trailer|parody|spoof,109,USA,650000,1977
Jon Gunn,15,602,171988,Action|Crime|Drama,Mercy Streets ,Cynthia Watros,church|cigarette smoking|deacon|twin brother|twins,16,USA,600000,2000
Gene Teigland,,23,23616,Mystery|Thriller,Arnolds Park ,Tac Fitzgerald,,4,USA,600000,2007
Scott Ziehl,18,919,13493,Drama,Broken Vessels ,Brent David Fraser,independent film|katana sword|los angeles storm drain,19,USA,600000,1998
Richard Montoya,,601,79043,Crime|Drama,Water & Power ,Exie Booker,,,USA,,2013
Johanna Schwartz,22,0,,Documentary,They Will Have to Kill Us First ,Khaira Arby,,2,UK,400000,2015
William Gazecki,15,0,,Documentary,Crop Circles: Quest for Truth ,Francine Blake,crop circle|intelligence|paranormal|phenomenon|universe,13,USA,750000,2002
Lance McDaniel,,595,,Action|Drama|Thriller,Light from the Darkroom ,Lymari Nadal,china|faith|panama|photography|suspense,1,USA,600000,2014
Thomas Lilti,18,541,,Comedy|Drama,Irreplaceable ,Marianne Denicourt,doctor|hospital|mayor|no opening credits|title at the end,1,France,,2016
Michael Walker,8,587,,Thriller,The Maid's Room ,John Brodsky,,9,USA,600000,2013
Richard Lester,105,785,515005,Comedy|Musical,A Hard Day's Night ,George Harrison,boy|concert|drummer|manager|television,219,UK,560000,1964
U. Roberto Romano,3,,2245,Documentary,The Harvest/La Cosecha ,,child labor|education|hispanic|labor|migration,2,USA,560000,2011
Amy Holden Jones,4,2000,,Drama|Romance,Love Letters ,Amy Madigan,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,9,USA,550000,1983
Blaz Zavrsnik,2,0,,Comedy,Julija in alfa Romeo ,Andrej Nahtigal,,2,Slovenia,500000,2015
Alex Kendrick,50,848,33451479,Drama|Romance,Fireproof ,Erin Bethea,christian film|dare|firefighter|internet pornography|marriage,215,USA,500000,2008
Pan Nalin,19,0,,Biography|Documentary|Drama,Faith Connections ,Shriman Umeshanad Brahmachari,faith|ganja|kumbh mela|little boy|orphan,3,India,550000,2013
Joe Camp,5,407,39552600,Adventure|Family|Romance,Benji ,Edgar Buchanan,animal abuse|cat|dog|dog movie|tween girl,36,USA,500000,1974
Chris Kentis,235,48,30500882,Adventure|Biography|Drama|Horror|Thriller,Open Water ,Daniel Travis,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,916,USA,500000,2003
Matt Walsh,8,833,,Comedy,High Road ,Abby Elliott,,3,USA,,2011
John 'Bud' Cardos,95,423,17000000,Horror|Sci-Fi,Kingdom of the Spiders ,Tiffany Bolling,death|farm|hotel|spider|tarantula,84,USA,500000,1977
Marilyn Agrelo,84,0,8044906,Documentary|Family|Music,Mad Hot Ballroom ,Paul Daggett,ballroom dancing|new york city|poise|self confidence|teacher,65,USA,,2005
Tom McCarthy,154,22000,5739376,Comedy|Drama,The Station Agent ,Paula Garcés,abandoned|depot|dwarf|newfoundland new jersey|train,286,USA,500000,2003
Brian Baugh,20,984,3773863,Drama,To Save a Life ,D. David Morin,basketball|beer pong|childhood friend|christian|suicide,55,USA,1000000,2009
Patrick Creadon,88,196,3117666,Documentary,Wordplay ,Bob Dole,comedian|crossword puzzle|editor|new york times|puzzle,43,USA,,2006
Barry W. Blaustein,70,54,2047570,Biography|Documentary|Sport,Beyond the Mat ,Mick Foley,championship|drugs|three word title|wrestler|wrestling,80,USA,500000,1999
Kurt Hale,5,69,1250798,Comedy|Drama|Romance,The Singles Ward ,Daryn Tufts,church|love|marriage|mormon|single,53,USA,500000,2002
Siddiq Barmak,105,30,1127331,Drama,Osama ,Mohamad Haref Harati,boy|girl|hair|school|taliban,77,Afghanistan,46000,2003
Joseph Dorman,29,399,906666,Documentary,Sholem Aleichem: Laughing in the Darkness ,Jason Kravits,jewish identity,5,USA,500000,2011
Greg Harrison,46,328,1114943,Drama|Music,Groove ,Denny Kirkwood,dj|ecstasy the drug|rave|raver|warehouse,74,USA,500000,2000
Kurt Hale,3,69,1111615,Comedy|Crime|Family,The R.M. ,Curt Doussett,latter day saints|missionary|pickup truck|police|video camera,34,USA,500000,2003
Michael Polish,54,980,985341,Drama,Twin Falls Idaho ,Jon Gries,conjoined twins|independent film|low budget film|separation|twin,87,USA,500000,1999
Jacob Aaron Estes,126,710,603943,Crime|Drama,Mean Creek ,Trevor Morgan,boat|bully|dare|friend|river,154,USA,500000,2004
Morgan J. Freeman,17,659,334041,Crime|Drama|Romance,Hurricane Streets ,Lynn Cohen,gang|new mexico|prison|smuggling|theft,21,USA,500000,1997
Eric Schaeffer,25,22000,295468,Comedy|Romance,Never Again ,Michael McKean,bar|gay bar|love|mother son relationship|new york,34,USA,500000,2001
Neema Barnette,11,597,243347,Crime|Drama|Thriller,Civil Brand ,Clifton Powell,abuse of power|friendship|prison|prison guard|title directed by female,24,USA,500000,2002
Steve Buscemi,81,778,154077,Comedy|Drama,Lonesome Jim ,Mary Kay Place,bail|coma|dart board|indiana|ladder factory,53,USA,500000,2005
Joe Swanberg,155,10000,342936,Comedy|Drama|Romance,Drinking Buddies ,Ti West,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,106,USA,,2013
Molly Bernstein,39,342,151389,Documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Dick Cavett,stage magician,7,USA,500000,2012
Akira Kurosawa,153,304,269061,Action|Adventure|Drama,Seven Samurai ,Kamatari Fujiwara,16th century|battle|japan|practice|samurai,596,Japan,2000000,1954
