director_name,num_critic_for_reviews,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,imdb_score
Fred Walton,96,85,Deborah Foreman,690,1160,Clayton Rohner,0,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,125,6.2
Barry Levinson,42,551,Daniel Stern,801,2943,Ellen Barkin,6,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1,87,7.2
Steve Carver,29,268,William Sanderson,926,2383,Robert Beltran,0,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,65,6.3
Gonzalo López-Gallego,228,205,Ryan Robbins,520,1520,Andrew Airlie,0,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,323,5.2
Christine Jeffs,195,260,Mary Lynn Rajskub,968,2528,Paul Dooley,0,http://www.imdb.com/title/tt0862846/?ref_=fn_tt_tt_1,134,6.9
John Erick Dowdle,203,13,Claire Geare,155,259,Sahajak Boonthanakit,0,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,214,6.8
Don Coscarelli,44,826,John Amos,21000,23714,Rip Torn,0,http://www.imdb.com/title/tt0083630/?ref_=fn_tt_tt_1,87,6.2
King Vidor,14,70,George Sanders,746,1332,Finlay Currie,2,http://www.imdb.com/title/tt0053290/?ref_=fn_tt_tt_1,33,6.2
Michael Tiddes,59,355,Mike Epps,729,2848,Russell Peters,4,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,53,3.5
Bill Duke,45,409,Jenifer Lewis,849,2269,Wood Harris,1,http://www.imdb.com/title/tt0795438/?ref_=fn_tt_tt_1,21,6.1
Frank Borzage,42,99,Helen Hayes,998,1284,Adolphe Menjou,1,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,46,6.6
Bille Woodruff,12,503,Brandy Norwood,927,3552,Lauren London,6,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,9,4.5
Mamoru Hosoda,29,44,Colleen O'Shaughnessey,93,315,Mona Marshall,0,http://www.imdb.com/title/tt0259974/?ref_=fn_tt_tt_1,65,5.9
Brian Dannelly,121,797,Patrick Fugit,3000,5668,Eva Amurri Martino,5,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,6.9
Denys Arcand,135,21,Stéphane Rousseau,150,253,Marina Hands,2,http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1,166,7.7
Richard Lester,27,136,Denholm Elliott,559,1199,Nicol Williamson,10,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,90,6.6
J.S. Cardone,56,560,Kerr Smith,847,3004,Izabella Miko,4,http://www.imdb.com/title/tt0245120/?ref_=fn_tt_tt_1,131,5.3
Guy Hamilton,22,576,Carl Weathers,11000,13591,Franco Nero,2,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,80,6.3
Jay Levey,59,448,Gedde Watanabe,859,3942,Michael Richards,1,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,198,7.0
Nicholaus Goossen,61,556,Joel David Moore,2000,5202,Shirley Jones,0,http://www.imdb.com/title/tt0456554/?ref_=fn_tt_tt_1,202,7.0
Tamara Jenkins,60,572,Kevin Corrigan,1000,2691,Jessica Walter,0,http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1,79,6.6
Sergio Leone,164,392,Woody Strode,973,2589,Jack Elam,1,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,565,8.6
Jon Favreau,81,334,Faizon Love,4000,5245,Jonathan Silverman,2,http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1,165,6.4
Duncan Jones,415,372,Matt Berry,18000,19404,Benedict Wong,0,http://www.imdb.com/title/tt1182345/?ref_=fn_tt_tt_1,485,7.9
Scott Marshall,43,701,Jami Gertz,2000,5900,Carter Jenkins,0,http://www.imdb.com/title/tt0415949/?ref_=fn_tt_tt_1,41,5.4
Ronan Chapalain,7,0,Guillaume Denaiffe,55,55,Chloe Hollings,0,http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1,4,6.9
Atom Egoyan,120,395,Sarah Polley,990,2820,Simon Baker,0,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,196,7.7
Xavier Beauvois,195,32,Michael Lonsdale,186,416,Olivier Rabourdin,0,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,89,7.2
Randall Miller,109,39,Freddy Rodríguez,25000,25676,Greg Collins,0,http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1,89,6.8
Jerry Belson,21,83,Tim Thomerson,922,1324,Bess Armstrong,0,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,32,6.2
Peter Jackson,93,88,Jed Brophy,14000,14574,Liz Mullane,2,http://www.imdb.com/title/tt0110005/?ref_=fn_tt_tt_1,265,7.4
Michael Polish,12,473,Bobby Batson,4000,6617,Cynthia Barrett,0,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,29,4.6
Dan Rush,155,939,Scott Takeda,8000,10517,Stephen Root,1,http://www.imdb.com/title/tt1531663/?ref_=fn_tt_tt_1,86,6.4
Jake Kasdan,81,102,Ryan O'Neal,624,1209,Angela Featherstone,2,http://www.imdb.com/title/tt0120906/?ref_=fn_tt_tt_1,151,7.0
Brad Anderson,204,360,Jennifer Jason Leigh,23000,24994,Reg E. Cathey,0,http://www.imdb.com/title/tt0361862/?ref_=fn_tt_tt_1,458,7.7
Paul Schrader,19,145,Jane Adams,722,1201,David Clennon,0,http://www.imdb.com/title/tt0102307/?ref_=fn_tt_tt_1,39,6.8
Michael Cuesta,163,688,Paz Vega,10000,12897,Robert Pralgo,1,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99,7.0
John Cameron Mitchell,248,192,Jon Tenney,967,1582,Tammy Blanchard,0,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1,144,7.0
Fenton Bailey,39,600,Mia Kirshner,3000,5185,Marilyn Manson,1,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1,158,6.3
Jeremy Saulnier,322,233,Mark Webber,727,1836,Joe Cole,0,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125,7.1
Billy Kent,50,276,Tim Russ,740,1665,Winter Ave Zoli,0,http://www.imdb.com/title/tt0422861/?ref_=fn_tt_tt_1,56,5.6
James Manera,12,361,Greg Germann,578,3382,Kristoffer Polaha,0,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,56,4.4
Wes Anderson,83,65,Darryl Cox,387,648,Lumi Cavazos,0,http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1,184,7.1
Kevin Spacey,37,977,Joe Mantegna,10000,13718,Faye Dunaway,3,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,69,6.1
Feroz Abbas Khan,16,14,Bhoomika Chawla,75,172,Darshan Jariwala,0,http://www.imdb.com/title/tt0459293/?ref_=fn_tt_tt_1,25,7.4
Errol Morris,121,0,Megan Ambuhl Graner,6,6,Ken Davis,0,http://www.imdb.com/title/tt0896866/?ref_=fn_tt_tt_1,22,7.5
Dennis Hopper,24,51,Don Gordon,311,498,Jim Byrnes,1,http://www.imdb.com/title/tt0081291/?ref_=fn_tt_tt_1,27,7.2
Eli Craig,324,440,Tyler Labine,948,2958,Chelan Simmons,1,http://www.imdb.com/title/tt1465522/?ref_=fn_tt_tt_1,200,7.6
Nicholas Fackler,27,940,Ellen Burstyn,3000,4987,Martin Landau,0,http://www.imdb.com/title/tt1150947/?ref_=fn_tt_tt_1,15,7.3
Richard Wallace,9,100,Paul Fix,197,538,Laraine Day,1,http://www.imdb.com/title/tt0039927/?ref_=fn_tt_tt_1,23,6.2
Morgan J. Freeman,31,697,John Heard,1000,3207,Sara Gilbert,3,http://www.imdb.com/title/tt0126261/?ref_=fn_tt_tt_1,28,6.2
Matthew Hastings,35,383,Marc Trottier,889,2984,Corey Sevier,0,http://www.imdb.com/title/tt0357585/?ref_=fn_tt_tt_1,66,4.6
M. Night Shyamalan,371,99,Patch Darragh,432,1010,Olivia DeJonge,,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,455,6.2
Brian De Palma,133,15,Daniel Stewart Sherman,343,408,Kel O'Neill,0,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,108,6.2
Klaus Menzel,13,227,Jacqueline Bisset,811,1789,Alice Evans,0,http://www.imdb.com/title/tt0305632/?ref_=fn_tt_tt_1,44,3.3
,9,904,Dylan Minnette,1000,5203,Bokeem Woodbine,1,http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1,47,7.5
Oren Peli,56,14,Sandra Staggs,46,117,Jelena Nik,0,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,55,4.2
Jaume Balagueró,191,78,Tony Corvillo,331,526,Marta Etura,0,http://www.imdb.com/title/tt1437358/?ref_=fn_tt_tt_1,48,7.2
Paul Andrew Williams,80,141,Doug Bradley,570,1258,Georgia Groome,0,http://www.imdb.com/title/tt0465430/?ref_=fn_tt_tt_1,82,6.2
Stephen Herek,19,686,Callum Blue,866,3724,Shenae Grimes-Beech,1,http://www.imdb.com/title/tt1079444/?ref_=fn_tt_tt_1,80,6.1
Bob Saget,19,854,John Stamos,3000,10727,Jim Belushi,0,http://www.imdb.com/title/tt0488539/?ref_=fn_tt_tt_1,47,4.2
Jim Amatulli,,483,Patricia Neal,695,3217,Katie Leclerc,6,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,2,4.5
,38,816,Dulé Hill,1000,4092,Timothy Omundson,2,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1,127,8.4
William H. Macy,44,394,Felicity Huffman,745,1986,David Adam Flannery,1,http://www.imdb.com/title/tt1798243/?ref_=fn_tt_tt_1,60,7.5
Barrett Esposito,3,388,Cyndi Lauper,979,2509,Danny Aiello,2,http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1,1,6.7
Mitch Davis,6,541,Jon Heder,989,3514,Cheryl Hines,7,http://www.imdb.com/title/tt3703148/?ref_=fn_tt_tt_1,15,5.1
Eric Bross,,601,Esai Morales,708,3059,Nicholas Gonzalez,1,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,3,5.5
Paul Schrader,64,179,Irène Jacob,12000,12676,Tomiwa Edun,1,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,47,4.4
Vicky Jewson,8,126,Sofia Black-D'Elia,1000,1681,Lisa Kay,3,http://www.imdb.com/title/tt1554921/?ref_=fn_tt_tt_1,3,4.4
Peter Hyams,64,826,Sam Waterston,1000,5191,Hal Holbrook,0,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,153,6.8
Marc Bennett,2,723,Natasha Henstridge,975,4991,Costas Mandylor,15,http://www.imdb.com/title/tt1717210/?ref_=fn_tt_tt_1,2,6.7
Mike Mayhall,,668,Cody Howard,784,3021,Martin Kove,2,http://www.imdb.com/title/tt4453560/?ref_=fn_tt_tt_1,,8.6
Kevin Smith,35,1000,Haley Joel Osment,40000,46115,Natasha Lyonne,7,http://www.imdb.com/title/tt3838992/?ref_=fn_tt_tt_1,4,4.8
Stanton Barrett,21,538,Michael Dudikoff,741,2849,Ed Quinn,1,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,14,3.4
Jirí Menzel,99,4,Ivan Barnev,61,92,Milan Lasica,1,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,27,7.4
Fatih Akin,115,269,Moritz Bleibtreu,595,1519,Birol Ünel,3,http://www.imdb.com/title/tt1244668/?ref_=fn_tt_tt_1,26,7.3
Billy Bob Thornton,104,263,Dwight Yoakam,3000,3967,J.T. Walsh,0,http://www.imdb.com/title/tt0117666/?ref_=fn_tt_tt_1,309,8.0
Nick Murphy,195,537,Imelda Staunton,874,2363,Joseph Mawle,1,http://www.imdb.com/title/tt1687901/?ref_=fn_tt_tt_1,112,6.5
Eli Roth,303,581,Takashi Miike,1000,2990,Rick Hoffman,0,http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1,1516,5.9
Michael Winterbottom,122,427,Shirley Henderson,1000,3690,Dylan Moran,0,http://www.imdb.com/title/tt0423409/?ref_=fn_tt_tt_1,123,6.8
Jeff Nichols,359,41,Shea Whigham,982,1520,Robert Longstreet,0,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,219,7.4
Frank LaLoggia,130,339,Lukas Haas,968,2545,Katherine Helmond,0,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,69,6.7
