duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,imdb_score,aspect_ratio,movie_facebook_likes
107,45,271,24000,16204793,J.K. Simmons,Jennifer's Body ,92712,24805,1,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,294,English,USA,R,16000000,5.1,1.85,6000
96,22,324,8000,15427192,Will Ferrell,Drowning Mona ,11768,11078,0,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,148,English,USA,PG-13,16000000,5.6,1.85,492
88,11000,233,854,14792779,Mike Starr,Radio Days ,24256,1653,0,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1,91,English,USA,PG,16000000,7.6,1.85,0
110,179,734,12000,13998282,Nicolas Cage,Left Behind ,24854,15044,1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1,374,English,USA,PG-13,16000000,3.1,2.35,31000
113,47,238,21000,19057024,Robert Pattinson,Remember Me ,113963,22088,0,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,English,USA,PG-13,16000000,7.2,1.85,24000
101,6,258,812,14108518,Dylan Baker,How to Deal ,8215,1882,1,http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1,95,English,USA,PG-13,16000000,5.7,1.85,371
105,121,384,11000,13854000,Jon Lovitz,My Stepmother Is an Alien ,21079,14677,0,http://www.imdb.com/title/tt0095687/?ref_=fn_tt_tt_1,55,English,USA,PG-13,20000000,5.2,1.85,818
125,438,372,18000,77324422,Denzel Washington,Philadelphia ,178731,33865,2,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1,261,English,USA,PG-13,26000000,7.7,1.85,0
100,9,363,599,15500000,Gretchen Mol,The Thirteenth Floor ,51996,2389,0,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,302,English,Germany,R,16000000,7.0,2.35,0
97,3,578,1000,11540112,Farrah Fawcett,The Cookout ,2385,3835,1,http://www.imdb.com/title/tt0380277/?ref_=fn_tt_tt_1,20,English,USA,PG-13,,3.6,1.85,177
108,38,316,940,,Martin Landau,Meteor ,5237,1945,7,http://www.imdb.com/title/tt0079550/?ref_=fn_tt_tt_1,90,English,USA,PG,16000000,4.9,2.35,392
112,28,215,555,4734235,Lochlyn Munro,Duets ,8217,1227,0,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,English,USA,R,15000000,6.0,1.85,573
112,11000,642,11000,4839383,Woody Allen,Hollywood Ending ,21613,12766,0,http://www.imdb.com/title/tt0278823/?ref_=fn_tt_tt_1,148,English,USA,PG-13,16000000,6.6,1.85,762
95,89,322,1000,4193025,Natasha Lyonne,Detroit Rock City ,30682,2518,0,http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1,194,English,USA,R,15000000,6.8,2.35,0
110,85,186,1000,5900000,Christopher Lambert,Highlander ,98629,1852,1,http://www.imdb.com/title/tt0091203/?ref_=fn_tt_tt_1,316,English,UK,R,16000000,7.2,1.85,0
118,369,295,1000,2849142,Alison Lohman,Things We Lost in the Fire ,24104,1889,1,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,88,English,USA,R,16000000,7.2,2.35,0
97,34,465,503,1686429,Charles Napier,Steel ,8687,3100,1,http://www.imdb.com/title/tt0120207/?ref_=fn_tt_tt_1,62,English,USA,PG-13,16000000,2.8,1.85,0
120,115,310,10000,1984743,Jeremy Renner,The Immigrant ,20616,11019,3,http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1,70,English,USA,R,16000000,6.6,2.35,0
135,133,258,898,1666262,Vanessa Redgrave,The White Countess ,5321,2096,0,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,78,English,UK,PG-13,16000000,6.7,1.66,356
101,0,888,3000,2319187,Rosario Dawson,Trance ,92640,5056,0,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,English,UK,R,20000000,7.0,2.35,23000
92,29,618,939,13922211,Mo'Nique,Soul Plane ,18271,3935,9,http://www.imdb.com/title/tt0367085/?ref_=fn_tt_tt_1,150,English,USA,R,16000000,4.4,1.85,0
106,172,27,172,,Dany Boon,Welcome to the Sticks ,30587,329,2,http://www.imdb.com/title/tt1064932/?ref_=fn_tt_tt_1,49,French,France,,11000000,7.1,2.35,3000
92,6,227,10000,23091,Viggo Mortensen,Good ,5664,11091,1,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,42,English,UK,R,15000000,6.2,2.35,921
161,929,116,488,336467,Paz de la Huerta,Enter the Void ,45449,943,0,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,192,English,France,Not Rated,13000000,7.3,2.35,23000
92,143,613,1000,2964,Taylor Negron,Vamps ,7444,3086,2,http://www.imdb.com/title/tt1545106/?ref_=fn_tt_tt_1,42,English,USA,PG-13,16000000,5.1,1.78,0
93,529,805,1000,,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale ,155249,4453,0,http://www.imdb.com/title/tt1028532/?ref_=fn_tt_tt_1,304,English,USA,G,16000000,8.1,1.85,115000
110,22,44,5000,,Orlando Bloom,Zulu ,12817,5273,0,http://www.imdb.com/title/tt2249221/?ref_=fn_tt_tt_1,43,English,France,R,16000000,6.7,2.35,0
122,0,567,883,2428883,Barry Corbin,The Homesman ,21370,2896,1,http://www.imdb.com/title/tt2398231/?ref_=fn_tt_tt_1,132,English,USA,R,16000000,6.6,2.35,0
91,10,574,890,13571817,Vivica A. Fox,Juwanna Mann ,5312,3104,3,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,English,USA,PG-13,15600000,4.5,1.85,939
45,,15,422,,Steven Van Zandt,Lilyhammer             ,19164,537,0,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,79,English,Norway,TV-MA,34000000,8.1,16.0,16000
115,460,125,232,1554566,David Alpay,Ararat ,8624,699,1,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,180,English,Canada,R,,6.6,1.66,824
94,4,518,844,508867,Bruce Dern,Madison ,1033,3583,0,http://www.imdb.com/title/tt0206113/?ref_=fn_tt_tt_1,26,English,USA,PG,,6.5,2.35,282
93,7,922,1000,1181197,Mekhi Phifer,Slow Burn ,3299,4329,0,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,English,USA,R,15500000,5.9,1.85,191
94,7,17,235,81525,Carole Bouquet,Wasabi ,29392,303,1,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,French,France,R,15300000,6.6,2.35,0
95,571,102,499,7774730,Dustin Milligan,Slither ,61912,1120,0,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,English,Canada,R,15500000,6.5,1.85,0
105,102,383,901,234760500,Judge Reinhold,Beverly Hills Cop ,126464,3464,1,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,English,USA,R,14000000,7.3,1.85,0
103,0,925,3000,285761243,Macaulay Culkin,Home Alone ,311075,7521,5,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305,English,USA,PG,18000000,7.5,1.85,20000
102,12000,801,19000,167780960,Tom Selleck,3 Men and a Baby ,36918,21499,4,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,42,English,USA,PG,11000000,5.9,1.85,3000
116,521,481,13000,177200000,Bill Murray,Tootsie ,77366,14701,1,http://www.imdb.com/title/tt0084805/?ref_=fn_tt_tt_1,194,English,USA,PG,22000000,7.4,2.35,0
110,12000,555,10000,176781728,Tom Cruise,Top Gun ,219171,13069,2,http://www.imdb.com/title/tt0092099/?ref_=fn_tt_tt_1,388,English,USA,PG,15000000,6.9,1.33,19000
120,0,5,103,128067808,Chen Chang,Crouching Tiger, Hidden Dragon ,217740,129,3,http://www.imdb.com/title/tt0190332/?ref_=fn_tt_tt_1,1641,Mandarin,Taiwan,PG-13,15000000,7.9,2.35,0
122,0,158,18000,130058047,Kevin Spacey,American Beauty ,822500,19078,0,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,2715,English,USA,R,15000000,8.4,2.35,22000
118,0,520,14000,138795342,Colin Firth,The King's Speech ,503631,15732,0,http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1,636,English,UK,R,15000000,8.0,1.85,64000
107,425,247,742,111936400,Kelly Preston,Twins ,87538,2151,1,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,English,USA,PG,15000000,6.0,1.85,0
45,,260,460,,Bex Taylor-Klaus,Scream: The TV Series             ,18058,2380,0,http://www.imdb.com/title/tt3921180/?ref_=fn_tt_tt_1,68,English,USA,TV-14,,7.3,16.0,0
102,4,882,17000,317040,Kristen Stewart,The Yellow Handkerchief ,6723,30978,1,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,36,English,USA,PG-13,15500000,6.8,2.35,1000
154,14000,271,852,94175854,Oprah Winfrey,The Color Purple ,60988,2592,0,http://www.imdb.com/title/tt0088939/?ref_=fn_tt_tt_1,199,English,USA,PG-13,15000000,7.8,1.85,6000
103,2,13,94,,Nicole Dionne,Tidal Wave ,2659,213,2,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1,25,Korean,South Korea,R,,5.7,2.35,558
141,335,635,11000,,Morgan Freeman,Ben-Hur ,62,13390,2,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1,English,USA,PG-13,100000000,6.1,2.35,0
114,77,305,19000,91121452,Benedict Cumberbatch,The Imitation Game ,467613,20295,1,http://www.imdb.com/title/tt2084970/?ref_=fn_tt_tt_1,608,English,UK,PG-13,14000000,8.1,2.35,165000
109,6,271,1000,69800000,Eileen Brennan,Private Benjamin ,18140,2419,1,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1,60,English,USA,R,10000000,6.1,1.85,855
124,150,572,874,79900000,Sissy Spacek,Coal Miner's Daughter ,12974,2667,0,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,English,USA,PG,,7.5,1.85,0
94,87,569,17000,64001297,Chloë Grace Moretz,Diary of a Wimpy Kid ,32002,20154,1,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,103,English,USA,PG,15000000,6.2,1.85,0
100,127,250,1000,71588220,Javier Botet,Mama ,134869,1949,1,http://www.imdb.com/title/tt2023587/?ref_=fn_tt_tt_1,304,English,Canada,PG-13,20000000,6.2,1.85,57000
101,0,598,2000,47000000,Jamie Lee Curtis,Halloween ,157857,4400,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,1191,English,USA,R,300000,7.9,2.35,12000
98,11000,624,816,61400000,Beverly D'Angelo,National Lampoon's Vacation ,71183,3617,1,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,183,English,USA,R,15000000,7.4,1.85,0
102,79,27,925,101978840,Jackson Nicoll,Bad Grandpa ,77724,1018,0,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,162,English,USA,R,15000000,6.6,1.85,26000
94,350,39,326,56437947,Roger Allam,The Queen ,85333,486,0,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,English,UK,PG-13,9800000,7.3,1.85,0
92,13000,217,925,73326666,Catherine O'Hara,Beetlejuice ,189413,1953,3,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,306,English,USA,PG,15000000,7.5,1.85,15000
113,0,607,2000,55184721,Michael Jai White,Why Did I Get Married? ,9811,6510,8,http://www.imdb.com/title/tt0906108/?ref_=fn_tt_tt_1,100,English,USA,PG-13,15000000,5.6,1.85,1000
115,44,902,23000,50003300,Christian Bale,Little Women ,36624,29370,4,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,English,USA,PG,15000000,7.3,1.85,0
95,43,259,11000,54322273,Daniel Radcliffe,The Woman in Black ,139749,11946,0,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,509,English,UK,PG-13,17000000,6.4,2.35,29000
87,165,383,1000,47860214,Madeline Carroll,When a Stranger Calls ,34711,2452,0,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468,English,USA,PG-13,15000000,5.0,2.35,0
88,189,799,934,47811275,Frankie Muniz,Big Fat Liar ,29008,3707,1,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,99,English,USA,PG,15000000,5.4,1.85,896
