director_name,director_facebook_likes,movie_title,num_voted_users,plot_keywords,movie_imdb_link,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Tung-Shing Yee,3,Shinjuku Incident ,9177,chinese|gang|gratitude|immigrant|japan,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,Mandarin,Hong Kong,R,15000000,353,7.1,2.35,821
Julien Temple,67,Pandaemonium ,695,betrayal|french revolution|friendship|poet|revolution,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,English,UK,PG-13,15000000,452,6.6,,277
Harold Ramis,11000,Groundhog Day ,437418,cult film|existentialism|groundhog day|time loop|trapped in a time loop,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,English,USA,PG,14600000,571,8.1,1.85,38000
Gregory Jacobs,13,Magic Mike XXL ,38202,male bonding|male friendship|male objectification|muscular|stripper,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,English,USA,R,14800000,17000,5.7,2.35,41000
Baz Luhrmann,1000,Romeo + Juliet ,167750,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,English,USA,PG-13,14500000,1000,6.8,2.35,10000
Gilles Paquet-Brenner,15,Sarah's Key ,12937,apartment|escape|jewish family|journalist|key,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,French,France,PG-13,10000000,767,7.5,2.35,0
Peter Cousens,5,Freedom ,993,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,English,USA,R,14500000,220,6.2,,998
Clint Eastwood,16000,Unforgiven ,277505,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,English,USA,R,14400000,11000,8.3,2.35,10000
Lars von Trier,3000,Manderlay ,18646,cotton|female frontal nudity|flogging|gangster|slavery,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,English,Denmark,Not Rated,14200000,769,7.4,2.35,1000
Danny Boyle,0,Slumdog Millionaire ,641997,cheating|falling from height|murder|non professional cast|slum,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,English,UK,R,15000000,56,8.0,2.35,13000
Adrian Lyne,213,Fatal Attraction ,55101,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,English,USA,R,14000000,276,6.9,1.85,3000
Garry Marshall,0,Pretty Woman ,213476,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,English,USA,R,14000000,995,6.9,1.85,11000
John Blanchard,0,Towering Inferno             ,10,,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,English,Canada,,,179,9.5,1.33,0
John Cornell,5,Crocodile Dundee II ,44096,australia|australian|crime boss|crocodile|gangster,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,English,Australia,PG,15800000,162,5.5,2.35,489
Vidhu Vinod Chopra,34,Broken Horses ,1554,,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,English,USA,R,15000000,355,5.7,2.35,0
Oliver Stone,0,Born on the Fourth of July ,76842,desert|drunkenness|religious mother|strict mother|vietnam war,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,English,USA,R,14000000,854,7.2,2.35,4000
Jon Turteltaub,226,Cool Runnings ,69733,bobsled|coach|jamaica|olympic games|olympics,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,English,USA,PG,15000000,730,6.9,1.85,0
Patrick Lussier,71,My Bloody Valentine ,45603,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,English,USA,R,15000000,960,5.5,1.85,0
Ole Bornedal,30,The Possession ,47169,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,459,5.9,2.35,17000
Ted Kotcheff,270,First Blood ,172493,1980s|colonel|deputy|rambo|sheriff,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,English,USA,R,14000000,954,7.7,2.35,0
Sylvain White,41,Stomp the Yard ,19505,atlanta georgia|competition|dancer|death|fraternity,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,826,5.2,2.35,0
Lewis Gilbert,43,The Spy Who Loved Me ,76477,1970s|cult film|official james bond series|submarine|world war three,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,English,UK,PG,14000000,244,7.1,2.35,0
,,Ghost Hunters             ,5563,ghost|paranormal|paranormal research|shaky cam,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,English,USA,,,130,6.6,,373
Jamie Blanks,9,Urban Legend ,47814,campus|death|friend|professor|urban legend,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,English,USA,R,14000000,912,5.5,2.35,0
Stephen Frears,350,Dangerous Liaisons ,52846,catholic|corruption|emotional abuse|france|seduction,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,English,USA,R,14000000,17000,7.7,1.85,0
Tyler Perry,0,Good Deeds ,6352,businessman|fight|mean brother|narrated by character|wordplay in title,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,English,USA,PG-13,,597,5.4,2.35,0
Randal Kleiser,116,White Fang ,15730,alaska|dog|friendship|gold|yukon,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,English,USA,PG,14000000,172,6.7,1.85,0
Bruce McCulloch,54,Superstar ,15047,dancing|orphan|school|special education|student,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,670,5.0,1.85,2000
Phyllida Lloyd,58,The Iron Lady ,82327,british prime minister|female prime minister|politics|prime minister|told in flashback,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,English,UK,PG-13,13000000,1000,6.4,2.35,18000
Mike Nawrocki,12,Jonah: A VeggieTales Movie ,3135,anthropomorphism|pirate|pirate ship|tomato|whale,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,English,USA,G,14000000,12,6.6,1.85,184
John Singleton,309,Poetic Justice ,8904,african american|mail carrier|poetry|postal worker|south central los angeles,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,English,USA,R,14000000,556,5.9,1.85,0
Kevin Bray,10,All About the Benjamins ,9693,black comedy|bounty hunter|diamond|machismo|money,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,English,USA,R,14000000,266,5.7,2.35,530
Wes Craven,0,Vampire in Brooklyn ,17262,blood|destiny|nightmare|partner|vampire,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,English,USA,R,20000000,422,4.5,1.85,1000
John Boorman,128,Exorcist II: The Heretic ,16294,demon|exorcism|locust|priest|repressed memory,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,English,USA,R,14000000,726,3.7,1.85,889
Courtney Solomon,31,An American Haunting ,22207,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,English,UK,PG-13,14000000,613,5.0,2.35,0
David Zucker,119,My Boss's Daughter ,24038,boss' daughter|crush|house sitter|housesitting|love interest,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,779,4.6,1.85,411
David Twohy,123,A Perfect Getaway ,56338,cliff|hawaii|island|newlywed|waterfall,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,English,USA,R,14000000,14000,6.5,2.35,4000
Rick Famuyiwa,44,Our Family Wedding ,5721,california|love|marriage|wedding|wedding dress,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,849,4.9,2.35,1000
Alan Cohn,0,Dead Man on Campus ,11729,college|college roommate|party|roommate|student,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,English,USA,R,14000000,2000,6.0,1.85,645
Franco Zeffirelli,160,Tea with Mussolini ,9323,ambassador|american|art|english|italy,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,English,Italy,PG,12000000,330,6.9,1.85,970
Tom Holland,85,Thinner ,19805,death|doctor|gypsy|judge|lawyer,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,English,USA,R,8500000,855,5.7,1.85,0
Martin Scorsese,17000,New York, New York ,13548,love|musician|saxophonist|singer|songwriter,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,English,USA,PG,14000000,740,6.7,1.66,932
Spike Lee,0,Crooklyn ,6011,argument|birthday|bully|coming of age|semi autobiographical,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,848,6.9,1.85,905
Chris Rock,0,I Think I Love My Wife ,13866,banker|investment|investment banker|marriage|sex,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,English,USA,R,,490,5.5,1.85,488
James Isaac,52,Jason X ,38985,jason voorhees|lake|machete|scientist|slasher,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,English,USA,R,11000000,935,4.4,1.85,0
Shawn Levy,189,Big Fat Liar ,29008,brunette|film producer|liar|prank|stunt,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,English,USA,PG,15000000,927,5.4,1.85,896
Emilio Estevez,0,Bobby ,38142,campaign|chess|friend|hotel|senator,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,English,USA,R,14000000,593,7.0,2.35,0
Mark Waters,70,Head Over Heels ,11693,apartment|fast motion scene|model|private investigation|suspected murder,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,834,5.4,2.35,613
Josh Schwartz,90,Fun Size ,11233,adult humor|best friend|friend|halloween|teenage girl,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,925,5.4,2.35,0
Julian Schnabel,232,The Diving Bell and the Butterfly ,89906,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,French,France,PG-13,,412,8.0,1.85,13000
Todd Field,143,Little Children ,92781,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,English,USA,R,26000000,617,7.6,2.35,5000
Davis Guggenheim,49,Gossip ,12519,college|college campus|gossip|rape|sex,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,English,USA,R,24000000,215,5.9,2.35,853
Tony Goldwyn,956,A Walk on the Moon ,6782,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,English,USA,R,14000000,233,6.6,1.85,860
Phillip Noyce,176,Catch a Fire ,9334,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,English,France,PG-13,14000000,113,6.7,2.35,447
Stephen Carpenter,12,Soul Survivors ,7277,car accident|college|ghost|girl in panties|white panties,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,102,3.9,1.85,231
James Ivory,133,Jefferson in Paris ,2427,18th century|ambassador|french revolution|friendship|thomas jefferson,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,English,France,PG-13,14000000,15,5.7,1.85,127
Stephan Elliott,11,Easy Virtue ,16444,estate|female frontal nudity|female nudity|no panties|unhappy marriage,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,English,UK,PG-13,,1000,6.7,2.35,2000
James Fargo,109,Caravans ,524,afghanistan|caravan|rebel|russian|tribe,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,English,Iran,PG,14000000,469,6.5,2.35,76
Mike Leigh,608,Mr. Turner ,17933,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,English,UK,R,8200000,44,6.8,2.35,0
Alain Resnais,752,Wild Grass ,3174,dentist|letter|pilot|skateboard|wallet,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,French,France,PG,,74,6.3,2.35,512
Costa-Gavras,333,Amen. ,11077,jesuit|jew|pope|priest|ss,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,English,France,Unrated,103000000,326,7.3,1.85,0
Chao-Bin Su,2,Reign of Assassins ,6069,martial arts|sword fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,Mandarin,China,R,12000000,32,6.9,2.35,1000
Neil Burger,168,The Lucky Ones ,11704,college tuition|guitar|road trip|soldier|stranded,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,English,USA,R,15000000,329,7.0,1.85,702
Kenneth Lonergan,50,Margaret ,12053,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,English,USA,R,14000000,1000,6.5,1.85,0
Bo Zenga,10,Stan Helsing ,9928,dollar bill|double entendre|escaped convict|halloween|striptease,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,English,Canada,R,,521,3.6,1.85,934
Rob Reiner,0,Flipped ,60460,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,English,USA,PG,14000000,872,7.7,1.85,14000
Ang Lee,0,Brokeback Mountain ,259837,gay relationship|homosexuality|mountain|ranch|rodeo,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,English,USA,R,14000000,13000,7.7,1.85,13000
Jonathan Liebesman,473,Teenage Mutant Ninja Turtles ,167089,18 wheeler|mutant|ninja|sewer|turtle,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,English,USA,PG-13,125000000,809,5.9,2.35,62000
Amy Heckerling,143,Clueless ,123390,female protagonist|high school|makeover|matchmaker|popularity,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,English,USA,PG-13,12000000,281,6.8,1.85,0
Todd Haynes,162,Far from Heaven ,36542,african american|catastrophe|family relationships|farewell scene|therapy,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,English,USA,PG-13,13500000,258,7.4,1.85,0
Steve Pink,38,Hot Tub Time Machine 2 ,28159,acid trip|gameshow|hot tub|time lord|time machine,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,English,USA,R,14000000,837,5.1,1.85,0
,,Dekalog             ,12590,meaning of life|moral challenge|morality|search for meaning|ten commandments,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,Polish,Poland,TV-MA,,3,9.1,1.33,0
Philip Kaufman,133,Quills ,44795,asylum|lust|male pubic hair|penis|pubic hair,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,English,UK,R,13500000,230,7.4,1.85,0
Martin McDonagh,454,Seven Psychopaths ,185845,dognapping|gangster|misfiring gun|screenwriter|shih tzu,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,English,UK,R,15000000,906,7.2,2.35,52000
Kasi Lemmons,148,The Caveman's Valentine ,5602,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,English,USA,R,,508,6.0,1.85,329
,,The Border             ,271,,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,Polish,Poland,,,2,7.4,,64
Oliver Hirschbiegel,101,Downfall ,248354,bunker|hitler|nazi|no exit|war ruins,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,German,Germany,R,13500000,653,8.3,1.85,14000
Alejandro Amenábar,448,The Sea Inside ,64556,dignity|euthanasia|freedom|lawyer|sailor,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,Spanish,Spain,PG-13,10000000,114,8.1,2.35,0
Jonathan Glazer,143,Under the Skin ,85022,alien|desire|female nudity|male frontal nudity|scotland,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,English,UK,R,,50,6.3,1.85,29000
Barry Levinson,272,Good Morning, Vietnam ,98348,disc jockey|friendship|radio|vietnam|vietnamese,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,English,USA,R,13000000,263,7.3,1.85,0
Hyung-rae Shim,26,The Last Godfather ,912,mafia|mafia boss|mafiosi|mafioso|three word title,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,English,South Korea,PG-13,13400000,391,3.6,1.78,502
Jon M. Chu,209,Justin Bieber: Never Say Never ,74351,boyhood friend|manager|plasma tv|prodigy|star,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,English,USA,G,13000000,69,1.6,1.85,62000
Darren Aronofsky,0,Black Swan ,551363,ballerina|ballet|fear|female protagonist|madness,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,English,USA,R,13000000,15000,8.0,2.35,106000
José Padilha,294,RoboCop ,182910,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,English,USA,PG-13,100000000,2000,6.2,2.35,60000
Francis Ford Coppola,0,The Godfather: Part II ,790926,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,English,USA,R,13000000,14000,9.0,1.85,14000
Thomas Carter,49,Save the Last Dance ,47876,dance|dancing|ghetto|hip hop|imperative in title,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,363,6.1,1.85,0
Renny Harlin,212,A Nightmare on Elm Street 4: The Dream Master ,36108,demon|dream|elm street|freddy krueger|nightmare,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,English,USA,R,7000000,125,5.7,1.85,0
Patricia Riggen,36,Miracles from Heaven ,6276,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,English,USA,PG,13000000,3000,6.8,1.85,16000
Danny Leiner,8,Dude, Where's My Car? ,116625,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,934,5.5,1.37,0
Christopher Cain,58,Young Guns ,42614,army|cattle|deputy|new mexico|rancher,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,English,USA,R,13000000,439,6.8,1.85,0
Theodore Melfi,51,St. Vincent ,72803,bullying|grumpy old man|school presentation|stroke|stroke recovery,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,6000,7.3,1.85,33000
Steve Pink,38,About Last Night ,16979,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,English,USA,R,12500000,807,6.1,2.35,0
Gil Junger,19,10 Things I Hate About You ,222099,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,English,USA,PG-13,16000000,13000,7.2,1.85,10000
Ed Decter,13,The New Guy ,28805,cheerleader|geek|high school|prison|reference to janet jackson,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,489,5.9,1.85,1000
Gene Quintano,0,Loaded Weapon 1 ,37611,cookie|detective|microfilm|parody|sergeant,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,English,USA,PG-13,8200000,852,6.1,1.85,0
Jaume Collet-Serra,174,The Shallows ,12983,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,English,USA,PG-13,17000000,350,6.8,2.35,0
Eric Bress,19,The Butterfly Effect ,357579,blackout|child pornography|memory|surprise ending|time travel,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,English,USA,R,13000000,902,7.7,1.85,15000
Chris Koch,13,Snow Day ,9285,meteorologist|snow|snowed in|snowplow|weather,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,English,USA,PG,13000000,442,4.9,1.85,0
Preston A. Whitmore II,17,This Christmas ,6528,christmas|family home|musician|piano|secret,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,997,6.1,2.35,0
Bob Clark,84,Baby Geniuses ,19547,baby|boy|science|scientist|toddler,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,English,USA,PG,18000000,842,2.5,1.85,0
Kirk Wong,6,The Big Hit ,24834,hitman|kidnapping|kosher|vhs|video store,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,English,USA,R,13000000,471,6.1,1.85,934
Bronwen Hughes,15,Harriet the Spy ,7984,binoculars|child spy|notebook|secret|spy,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,English,USA,PG,13000000,558,5.9,1.85,833
John Lafia,5,Child's Play 2 ,31371,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,English,USA,R,13000000,628,5.7,1.85,0
Sam Miller,12,No Good Deed ,12676,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,English,USA,PG-13,13200000,345,5.6,2.35,0
Frank Darabont,0,The Mist ,220475,desperation|fog|giant insect|survival|survival horror,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,English,USA,R,18000000,850,7.2,1.85,20000
Alex Garland,232,Ex Machina ,289508,artificial intelligence|robot|robot human relationship|turing test|video surveillance,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,English,UK,R,15000000,145,7.7,2.35,109000
Spike Jonze,0,Being John Malkovich ,254404,body swap|magical realism|portal|puppeteer|surrealism,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,English,USA,R,13000000,216,7.8,1.85,0
Mark Brown,7,Two Can Play That Game ,4339,advice|battle of the sexes|lingerie|romantic rivalry|rule,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,English,USA,R,6000000,890,6.1,1.85,593
Dave Green,13,Earth to Echo ,15664,alien|bar|construction worker|no opening credits|no title at beginning,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,English,USA,PG,13000000,587,5.8,1.85,0
John Stockwell,134,Crazy/Beautiful ,21406,congressman|high school|latino|pacific palisades|school,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,English,USA,PG-13,14000000,1000,6.5,1.85,0
Clint Eastwood,16000,Letters from Iwo Jima ,132149,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,Japanese,USA,R,19000000,85,7.9,2.35,5000
Michael Polish,35,The Astronaut Farmer ,19707,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,English,USA,PG,13000000,912,6.3,2.35,862
Daisy von Scherler Mayer,18,Woo ,1520,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,English,USA,R,13000000,851,3.8,,204
Lenny Abrahamson,412,Room ,161288,based on novel|escape|imprisonment|kidnapping|mother son relationship,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,English,Ireland,R,13000000,681,8.3,2.35,72000
Bob Saget,799,Dirty Work ,20033,cult film|gambling debt|job|off screen murder|revenge,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,English,Canada,PG-13,13000000,359,6.4,1.85,679
John Waters,0,Serial Mom ,21212,dentist|housewife|howie scream|murder|perfection,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,English,USA,R,13000000,849,6.7,1.66,3000
Andrew Fleming,26,Dick ,16059,political cover up|political satire|teenage girl|white house|witness,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,English,France,PG-13,13000000,8000,6.1,1.85,0
Niels Arden Oplev,76,Del 1 - Män som hatar kvinnor             ,335,,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,Swedish,Sweden,,,94,8.1,,22
Craig Bolotin,7,Light It Up ,3116,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,English,USA,R,13000000,1000,6.0,1.85,251
Mark Christopher,15,54 ,27675,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,English,USA,R,13000000,957,5.8,1.85,0
Blair Hayes,2,Bubble Boy ,25541,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,816,5.6,2.35,0
Jez Butterworth,16,Birthday Girl ,21530,bank|bank clerk|birthday|mail order bride|russian,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,English,UK,R,13000000,326,6.1,2.35,618
Jon Lucas,24,21 & Over ,60407,21st birthday|college student|drunken man|pubic hair|standing up to father,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,English,USA,R,13000000,528,5.9,2.35,11000
Olivier Assayas,107,Paris, je t'aime ,63084,baby|divorce|oscar wilde|pigalle|tourist,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,French,France,R,13000000,530,7.3,1.85,0
Rod Lurie,37,Resurrecting the Champ ,18442,boxing|colosseum|homeless man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,573,6.8,2.35,689
Paul Weitz,80,Admission ,28573,adoption|female protagonist|princeton university|wedding|working women,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,257,5.7,2.35,5000
Patrice Leconte,83,The Widow of Saint-Pierre ,4767,archipelago|guillotine|island|prison|redemption,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,French,France,R,100000000,370,7.3,2.35,186
Atom Egoyan,460,Chloe ,56264,bare chested boy|doctor|escort|infidelity|prostitute,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,English,USA,R,11000000,153,6.3,1.85,0
Paul Mazursky,150,Faithful ,1595,bathroom|bathtub|female protagonist|flashback|kitchen,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,English,USA,R,13000000,385,5.9,1.85,69
Jim Sheridan,260,Brothers ,88037,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,English,USA,R,26000000,15000,7.1,2.35,10000
Sidney Lumet,0,Find Me Guilty ,28068,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,English,Germany,R,13000000,14000,7.1,1.85,0
Stephen Chbosky,139,The Perks of Being a Wallflower ,351274,coming of age|depression|gay|high school|mental illness,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,English,USA,PG-13,13000000,3000,8.0,1.85,131000
Jon Hess,29,Excessive Force ,922,exercise bicycle|face in food|police|police brutality|policeman,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,English,USA,R,3000000,155,5.1,1.85,107
Douglas McGrath,41,Infamous ,14143,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,English,USA,R,13000000,812,7.1,1.85,0
