actor_1_facebook_likes,num_voted_users,actor_3_name,movie_imdb_link,content_rating,budget
759,2133,Mary McCormack,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,R,4000000
623,2112,Arcelia Ramírez,http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1,PG-13,4000000
617,34224,Zoe Levin,http://www.imdb.com/title/tt1529572/?ref_=fn_tt_tt_1,R,9500000
736,1398,Pauline McLynn,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,R,14000000
578,811,Rob Jarvis,http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1,R,2500000
18000,23334,Ben Mendelsohn,http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1,R,16000000
4000,1555,Olivia d'Abo,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1,R,4000000
331,9913,Aida Folch,http://www.imdb.com/title/tt0319769/?ref_=fn_tt_tt_1,R,4000000
530,34263,Nick Damici,http://www.imdb.com/title/tt1464580/?ref_=fn_tt_tt_1,R,650000
254,7673,Brandon Mychal Smith,http://www.imdb.com/title/tt1252374/?ref_=fn_tt_tt_1,TV-G,
18000,1686,Gretchen Mol,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,R,4000000
585,1738,Jesuíta Barbosa,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,Unrated,4000000
3000,3297,Demi Moore,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,R,4000000
762,22220,Sean Harris,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,R,4000000
686,5137,Marie-Josée Croze,http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1,R,
114,2488,Eugenia Khirivskaya,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,,4000000
713,6303,Howard Caine,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,PG,4000000
223,2086,Fadia Nadda,http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1,R,4000000
431,3753,James Hall,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1,Passed,3950000
650,2727,Peter Jacobson,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1,,4000000
