director_facebook_likes,actor_3_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,num_user_for_reviews,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
82,85,102922376,Roy Scheider,Jaws 2 ,1520,Joseph Mascolo,265,USA,PG,20000000,1978,5.7,2.35,0
67,597,94497271,Jamie Lee Curtis,Beverly Hills Chihuahua ,4729,Ali Hillis,99,USA,PG,20000000,2008,3.7,2.35,0
0,697,137387272,Mackenzie Foy,The Conjuring ,9049,Hayley McFarland,807,USA,R,20000000,2013,7.5,2.35,131000
32,563,82301521,Nia Long,Are We There Yet? ,3558,Jay Mohr,149,USA,PG,32000000,2005,4.6,1.85,773
265,265,84518155,Gary Cole,Tammy ,2654,Ben Falcone,144,USA,R,20000000,2014,4.9,1.85,11000
154,501,80050171,Sarah Roemer,Disturbia ,2287,Jose Pablo Cantillo,491,USA,PG-13,20000000,2007,6.9,1.85,0
0,487,81257845,Miranda Cosgrove,School of Rock ,4403,Mike White,479,USA,PG-13,35000000,2003,7.1,1.85,0
545,545,70360285,Christopher Lambert,Mortal Kombat ,3816,Bridgette Wilson-Sampras,283,USA,PG-13,18000000,1995,5.8,1.85,0
118,40,12831121,Jessica Paré,Wicker Park ,679,Mark Camacho,298,USA,PG-13,30000000,2004,7.0,2.35,0
322,861,69148997,Busy Philipps,White Chicks ,6313,Brittany Daniel,251,USA,PG-13,37000000,2004,5.4,1.85,0
729,552,82624961,Shailene Woodley,The Descendants ,9578,Beau Bridges,439,USA,R,20000000,2011,7.3,2.35,22000
99,165,67325559,Tim Blake Nelson,Holes ,1293,Ski Carr,331,USA,PG,20000000,2003,7.1,1.85,0
30,318,62933793,Kelly Preston,The Last Song ,2341,Melissa Ordway,185,USA,PG,20000000,2010,5.8,2.35,10000
0,500,56667870,Quvenzhané Wallis,12 Years a Slave ,4251,Taran Killam,695,USA,R,20000000,2013,8.1,2.35,83000
30,284,56398162,Leonard Roberts,Drumline ,2390,Jason Weaver,185,USA,PG-13,20000000,2002,5.7,2.35,2000
0,721,60072596,Michael Jai White,Why Did I Get Married Too? ,6657,Tasha Smith,68,USA,PG-13,20000000,2010,4.4,1.85,0
13000,658,56362352,Johnny Depp,Edward Scissorhands ,42330,Conchata Ferrell,588,USA,PG-13,20000000,1990,7.9,1.85,16000
17,418,56154094,Sam Claflin,Me Before You ,21852,Brendan Coyle,130,UK,PG-13,20000000,2016,7.6,2.35,51000
0,582,65623128,John Amos,Madea's Witness Protection ,2753,Romeo Miller,50,USA,PG-13,20000000,2012,4.8,1.85,0
607,109,,Roy Scheider,The French Connection ,1196,Tony Lo Bianco,280,USA,R,1800000,1971,7.8,1.85,0
24,851,55461307,Mila Kunis,Bad Moms ,18786,Jada Pinkett Smith,46,USA,R,20000000,2016,6.7,,18000
64,729,48546578,Alyson Hannigan,Date Movie ,6539,Fred Willard,613,USA,PG-13,20000000,2006,2.7,1.85,806
2,434,48423368,Roger Rees,Return to Never Land ,3402,Spencer Breslin,79,USA,G,20000000,2002,5.8,1.66,302
151,852,52066000,David Oyelowo,Selma ,3869,Oprah Winfrey,212,UK,PG-13,20000000,2014,7.5,2.35,22000
0,384,47887943,Haley Joel Osment,The Jungle Book 2 ,4480,Tony Jay,58,USA,G,20000000,2003,5.4,1.85,227
19,349,46363118,Barry Watson,Boogeyman ,1383,Charles Mesure,389,USA,PG-13,20000000,2005,4.1,1.85,1000
9,107,47852604,Nia Long,Premonition ,1825,Marc Macaulay,337,USA,PG-13,20000000,2007,5.9,2.35,0
25,16,45542421,Kath Soucie,The Tigger Movie ,575,Ken Sansom,53,USA,G,30000000,2000,6.3,1.78,347
174,602,41573740,Jimmy Bennett,Orphan ,88953,Aryana Engineer,383,USA,R,,2009,7.0,1.85,20000
132,455,42652003,Jay Hernandez,Max ,2851,Edgar Arreola,87,USA,PG,20000000,2015,6.8,2.35,33000
,295,,Lamman Rucker,Meet the Browns             ,1530,Denise Boutte,20,USA,,,,3.5,1.85,211
82,729,39737645,David Carradine,Epic Movie ,4293,Fred Willard,666,USA,PG-13,20000000,2007,2.3,1.85,0
468,183,37567440,William Smith,Conan the Barbarian ,2024,Sandahl Bergman,337,USA,R,20000000,1982,6.9,2.35,0
310,77,44988180,Billy Crudup,Spotlight ,1058,Brian d'Arcy James,409,USA,R,20000000,2015,8.1,1.85,80000
119,332,39263506,Jay Hernandez,Lakeview Terrace ,2382,Robert Pine,135,USA,PG-13,22000000,2008,6.1,2.35,0
70,464,39143839,Sarah Michelle Gellar,The Grudge 2 ,5746,Matthew Knight,284,USA,PG-13,20000000,2006,5.0,1.85,930
8,232,37672350,Richard Lawson,How Stella Got Her Groove Back ,1660,Barry Shabaka Henley,51,USA,R,20000000,1998,5.5,1.85,0
12,636,38037513,Keanu Reeves,Bill & Ted's Bogus Journey ,20188,Alex Winter,117,USA,PG,20000000,1991,6.2,1.85,0
272,1000,37442180,Robin Williams,Man of the Year ,52571,Amy Poehler,236,USA,PG-13,20000000,2006,6.2,2.35,0
20,160,,Robert Forster,The Black Hole ,2110,Yvette Mimieux,230,USA,PG,20000000,1979,5.9,2.35,4000
210,101,35596227,Violante Placido,The American ,1454,Filippo Timi,463,USA,R,20000000,2010,6.3,2.35,10000
16,399,35422828,Jon Seda,Selena ,1735,Jacob Vargas,155,USA,PG,20000000,1997,6.7,2.35,0
82,354,36658108,Diedrich Bader,Vampires Suck ,2898,Anneliese van der Pol,187,USA,PG-13,20000000,2010,3.5,1.85,16000
0,51,34300771,Brad Pitt,Babel ,11248,Dermot Crowley,908,France,R,25000000,2006,7.5,1.85,0
189,949,34290142,Tina Fey,This Is Where I Leave You ,4662,Jane Fonda,145,USA,R,19800000,2014,6.6,2.35,14000
53,652,33422556,Philip Seymour Hoffman,Doubt ,33903,Carrie Preston,321,USA,PG-13,20000000,2008,7.5,1.85,0
406,406,32774834,Jeremy Shada,Team America: World Police ,2609,Trey Parker,700,USA,R,30000000,2004,7.2,2.35,0
34,322,34334256,Gunnar Hansen,Texas Chainsaw 3D ,1945,Shaun Sipos,255,USA,R,11000000,2013,4.8,2.35,16000
36,631,32051917,William McNamara,Copycat ,12338,Harry Connick Jr.,140,USA,R,20000000,1995,6.6,2.35,0
92,636,32014289,Marisa Saks,Scary Movie 5 ,34319,Molly Shannon,177,USA,PG-13,20000000,2013,3.5,1.85,13000
32,417,,Clint Eastwood,Paint Your Wagon ,17775,Ray Walston,106,USA,PG-13,20000000,1969,6.7,2.35,0
835,755,31838002,James Franco,Milk ,13189,Lucas Grabeel,281,USA,R,20000000,2008,7.6,1.85,10000
58,47,36874745,Peter Firth,Risen ,389,María Botto,117,USA,PG-13,20000000,2016,6.3,2.35,21000
17,78,30079316,Isaiah Washington,Ghost Ship ,1083,Francesca Rettondini,474,USA,R,35000000,2002,5.5,1.85,0
12,587,35033759,Patton Oswalt,A Very Harold & Kumar 3D Christmas ,2462,Paula Garcés,93,USA,R,19000000,2011,6.3,2.35,21000
39,254,29753944,Bill Murray,Wild Things ,14275,Jeff Perry,389,USA,R,20000000,1998,6.5,2.35,0
29,429,29062561,Sela Ward,The Stepfather ,3292,Skyler Samuels,119,USA,PG-13,,2009,5.6,2.35,0
108,22,31146570,Tom Wilkinson,The Debt ,1136,Romi Aboulafia,165,USA,R,20000000,2010,6.9,2.35,0
350,619,27277055,Drake Bell,High Fidelity ,3141,Lisa Bonet,602,UK,R,20000000,2000,7.6,1.85,10000
2,270,26876529,Johnny Lewis,One Missed Call ,1834,Margaret Cho,189,Japan,PG-13,27000000,2008,3.9,1.85,0
154,497,53146000,Joe Mantegna,Eye for an Eye ,3174,Philip Baker Hall,77,USA,R,20000000,1996,6.1,1.85,613
79,287,30028592,Jason Statham,The Bank Job ,27755,Daniel Mays,189,UK,R,20000000,2008,7.3,2.35,0
1000,1000,34126138,Kate Winslet,Eternal Sunshine of the Spotless Mind ,19364,Tom Wilkinson,1514,USA,R,20000000,2004,8.3,1.85,52000
99,518,25677801,Jamie Lee Curtis,You Again ,4813,Christine Lakin,136,USA,PG,20000000,2010,5.8,2.35,0
453,2000,26415649,Keanu Reeves,Street Kings ,33878,Noel Gugliemi,189,USA,R,20000000,2008,6.8,2.35,0
1000,24,26003149,Michael Smiley,The World's End ,278,Jasper Levine,401,UK,R,20000000,2013,7.0,2.35,49000
26,650,25584685,Kay Panabaker,Nancy Drew ,3327,Tate Donovan,102,USA,PG,20000000,2007,5.9,2.35,590
35,16,29975979,Jay Laga'aia,Daybreakers ,189,Tiffany Lamb,281,Australia,R,20000000,2009,6.5,2.35,0
14,756,31584722,Mike Vogel,She's Out of My League ,5707,Geoff Stults,131,USA,R,20000000,2010,6.4,2.35,0
15,350,23179303,Leighton Meester,Monte Carlo ,4257,Brett Cullen,44,Hungary,PG,20000000,2011,5.8,1.85,6000
19,806,23078294,Adam Goldberg,Stay Alive ,3590,Samaire Armstrong,281,USA,PG-13,9000000,2006,5.1,2.35,0
23,748,21413105,Alan Rickman,Quigley Down Under ,45841,Ben Mendelsohn,97,Australia,PG-13,20000000,1990,6.8,2.35,0
0,518,25077977,Kevin Sussman,Alpha and Omega ,2486,Christine Lakin,84,USA,PG,20000000,2010,5.3,1.85,0
212,637,23292105,Laura Ramsey,The Covenant ,3261,Toby Hemingway,334,USA,PG-13,20000000,2006,5.3,2.35,3000
31,733,26870825,Jeff Bridges,Stick It ,14903,John Patrick Amedori,124,Germany,PG-13,,2006,6.4,1.85,0
0,470,20916309,Jimmy Bennett,Shorts ,88422,Jake Short,37,USA,PG,40000000,2009,4.9,1.85,431
835,458,21200000,Kurtwood Smith,To Die For ,3598,Holland Taylor,162,USA,R,20000000,1995,6.8,1.85,1000
24,374,28876924,Samira Wiley,Nerve ,1780,Emily Meade,35,USA,PG-13,20000000,2016,7.1,,0
0,107,20207003,Viggo Mortensen,Appaloosa ,10507,Tom Bower,202,USA,R,,2008,6.8,2.35,0
0,877,20241395,Sheryl Lee,Vampires ,5123,Maximilian Schell,403,USA,R,20000000,1998,6.1,2.35,0
,,,Pablo Sevilla,Yu-Gi-Oh! Duel Monsters             ,0,,51,Japan,,,,7.0,,124
13000,285,32000000,Janet Leigh,Psycho ,1885,John Gavin,1040,USA,R,806947,1960,8.5,1.85,18000
41,490,19151864,Dane Cook,My Best Friend's Girl ,3301,Riki Lindhome,100,USA,R,40000000,2008,5.9,1.85,0
19,942,23393765,Alex Pettyfer,Endless Love ,18760,Rhys Wakefield,76,USA,PG-13,20000000,2014,6.3,2.35,0
0,949,18882880,Hector Elizondo,Georgia Rule ,4039,Jane Fonda,125,USA,R,20000000,2007,5.9,2.35,681
15,281,8500000,Mako,Under the Rainbow ,1761,Billy Barty,34,USA,PG,20000000,1981,5.4,1.78,501
503,83,,Matthew Broderick,Ladyhawke ,2251,Leo McKern,185,USA,PG-13,20000000,1985,7.0,2.35,0
160,271,18252684,Oliver Platt,Simon Birch ,1816,Dana Ivey,219,USA,PG,30000000,1998,6.9,1.85,0
57,905,19661987,Adam Sandler,Reign Over Me ,17050,John de Lancie,231,USA,R,20000000,2007,7.5,2.35,0
0,826,18352454,Kristen Stewart,Into the Wild ,18752,Hal Holbrook,760,USA,R,15000000,2007,8.2,2.35,76000
480,579,17803796,Jon Heder,School for Scoundrels ,4374,Jacinda Barrett,97,USA,PG-13,20000000,2006,5.9,2.35,484
83,206,17529157,Radha Mitchell,Silent Hill: Revelation 3D ,2173,Martin Donovan,220,France,R,20000000,2012,5.0,2.35,25000
0,844,25753840,Quentin Tarantino,From Dusk Till Dawn ,23296,Cheech Marin,592,USA,R,19000000,1996,7.3,1.85,12000
0,253,18081626,Kath Soucie,Pooh's Heffalump Movie ,861,John Fiedler,32,USA,G,20000000,2005,6.4,1.85,264
0,801,17518220,Robert Downey Jr.,Home for the Holidays ,25263,Steve Guttenberg,76,USA,PG-13,20000000,1995,6.6,1.85,0
0,59,17104669,Shengyi Huang,Kung Fu Hustle ,537,Qiu Yuen,354,Hong Kong,R,20000000,2004,7.8,2.35,0
,215,,Leah Remini,Fired Up             ,1557,Sharon Lawrence,6,USA,,,,6.7,1.33,4
0,939,16988996,Haley Joel Osment,The Country Bears ,8189,Stephen Root,75,USA,G,35000000,2002,4.0,1.85,422
395,161,15797907,Mustafa Haidari,The Kite Runner ,904,Khalid Abdalla,230,USA,PG-13,20000000,2007,7.6,2.35,0
