director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,plot_keywords,movie_imdb_link,country,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Michael Curtiz,100,345,94,Errol Flynn,The Charge of the Light Brigade ,1621,Spring Byington,attack|fort|india|lancer|massacre,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,USA,1200000,490,7.1,204
Justin Thomas Ostensen,99,0,5,Michael Berryman,Below Zero ,862,Michael Eisner,,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,Canada,1200000,134,4.5,161
Brenton Spencer,84,0,63,Christie Burke,Crowsnest ,630,Chelsey Reist,forest|found footage|lost|murder|road trip,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,Canada,1200000,91,3.8,238
Rob Bowman,91,38,117,Alanna Ubach,Airborne ,1218,Brittney Powell,cincinnati ohio|high school|hockey|jock strap|zoologist,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,USA,2600000,399,6.2,0
Ossie Davis,97,282,148,Redd Foxx,Cotton Comes to Harlem ,1581,Calvin Lockhart,black cop|chase|cotton|four word title|new york city,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,USA,1200000,434,6.6,477
Jay Alaimo,84,2,475,William McNamara,The Wicked Within ,11257,Patrick Muldoon,after dark horrorfest,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,USA,1200000,500,4.6,479
Dylan Bank,100,0,312,Seregon O'Dassey,Bleeding Hearts ,1810,Dustin Diamond,bare breasts|bra and panties|nudity|syringe,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,USA,1200000,350,4.2,242
Rob McKittrick,94,6,804,Ryan Reynolds,Waiting... ,19957,Vanessa Lengies,cook|dishwasher|flashing|male frontal nudity|waiter,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,USA,3000000,1000,6.8,0
Shane Meadows,90,222,68,Paddy Considine,Dead Man's Shoes ,1311,George Newton,anger|army veteran|independent film|revenge|sex scene,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,UK,695393,404,7.7,0
,,,206,Richard Cawthorne,Wolf Creek             ,1617,Lucy Fry,based on true story|blood|serial killer|slasher|tv mini series,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,Australia,,457,7.1,954
Jeff Burr,92,155,147,Terry Kiser,From a Whisper to a Scream ,1329,Susan Tyrrell,bathtub|cult film|neck breaking|tennessee|wraparound story,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,USA,1100000,426,5.9,241
Harry Gantz,105,0,,,Sex with Strangers ,0,,bisexual|explicit sex|sex|stranger|swing,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,USA,,,4.7,51
Guy Maddin,73,126,3,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,21,Brent Neale,ballet|cult film|dance|dracula|gothic,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,Canada,1600000,4,7.0,131
Regardt van den Bergh,116,12,25,Sean Cameron Michael,Faith Like Potatoes ,521,Jeanne Neilson,food|food in title|potato,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,South Africa,10000000,48,6.9,0
Panos Cosmatos,110,22,48,Chris Gauthier,Beyond the Black Rainbow ,645,Eva Bourne,exploitation|four word title|hallucinogen|lynchian|telepathy,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,Canada,1100000,95,6.1,0
Gareth Evans,102,338,60,Iko Uwais,The Raid: Redemption ,1445,Donny Alamsyah,apartment|drug lord|gangster|police|swat team,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,Indonesia,1100000,342,7.6,51000
Matthew R. Anderson,89,252,252,Johnny Pacar,The Dead Undead ,2510,Matthew R. Anderson,flashback|immortality|rural setting|vampire|zombie,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,USA,1100000,745,3.0,444
Joe Marino,76,0,0,Piero Maggiò,The Vatican Exorcisms ,12,Joe Marino,,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,Italy,1100000,0,2.6,200
Michael Curtiz,82,345,269,Humphrey Bogart,Casablanca ,3442,Conrad Veidt,american expatriate|casablanca morocco|gestapo|police|visa,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,USA,950000,607,8.6,23000
Joel Anderson,89,0,5,Talia Zucker,Lake Mungo ,29,Martin Sharpe,ghost|lake|parapsychologist|psychic|secret,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,Australia,1400000,5,6.1,0
Shimit Amin,150,6,20,Ranbir Kapoor,Rocket Singh: Salesman of the Year ,1052,Gauhar Khan,boss|computer|honesty|sales|salesman,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,India,,22,7.5,773
Douglas Trumbull,89,136,42,Bruce Dern,Silent Running ,1080,Jesse Vint,forest|greenhouse|plant|robot|space,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,USA,1000000,184,6.7,0
John G. Avildsen,145,80,794,Sylvester Stallone,Rocky ,16094,Carl Weathers,boxer|hometown hero|philadelphia pennsylvania|protective male|training,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,USA,960000,1000,8.1,0
Mona Fastvold,91,2,9,Christopher Abbott,The Sleepwalker ,622,Gitte Witt,female nudity|male nudity|male rear nudity|nudity,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,Norway,1100000,287,4.9,234
John Carpenter,89,0,606,Jamie Lee Curtis,The Fog ,4878,Janet Leigh,california|fog|leper|lighthouse|ship,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,USA,1000000,826,6.8,7000
Tony Richardson,121,62,69,Albert Finney,Tom Jones ,1371,Hugh Griffith,18th century|rags to riches|secret letter|squire|tutor,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,UK,1000000,269,6.8,328
Levan Gabriadze,83,6,142,Shelley Hennig,Unfriended ,1565,Heather Sossaman,blender|computer screen|secret|skype|webcam,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,USA,1000000,305,5.7,13000
Martin Scorsese,110,17000,595,Robert De Niro,Taxi Driver ,23525,Peter Boyle,loner|neo noir|night shift|taxi driver|vigilante,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,USA,1300000,745,8.3,35000
Joe Dante,91,287,725,Patrick Macnee,The Howling ,4438,Dee Wallace,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,USA,1000000,823,6.6,0
Terence Young,110,92,177,Ursula Andress,Dr. No ,1421,Lois Maxwell,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,UK,1100000,275,7.3,5000
Bradley Parker,86,18,300,Jesse McCartney,Chernobyl Diaries ,2665,Jonathan Sadowski,abandoned building|chernobyl disaster|exploration|tour guide|van,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,USA,1000000,466,5.0,24000
Clive Barker,86,385,100,Andrew Robinson,Hellraiser ,673,Clare Higgins,blood|cenobites|creature|demon|male full frontal nudity,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,UK,1000000,209,7.0,0
Harold Cronk,120,18,295,Benjamin A. Onyango,God's Not Dead 2 ,1810,Maria Canals-Barrera,alternate universe|christian|christian film|christianity|manipulation,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,USA,5000000,420,3.4,0
Jeff Wadlow,90,65,683,Julian Morris,Cry_Wolf ,3155,Lindy Booth,e mail|game|school|serial killer|student,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,USA,1000000,989,5.9,816
Takao Okawara,99,2,3,Hiroshi Abe,Godzilla 2000 ,53,Sakae Kimura,godzilla|kaiju|monster|orga|ufo,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,Japan,1000000000,3,6.0,339
Derek Cianfrance,112,310,616,Ryan Gosling,Blue Valentine ,35941,John Doman,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,USA,3500000,2000,7.4,25000
Duncan Tucker,103,2,226,Kevin Zegers,Transamerica ,3192,Paul Borghese,bail|male full frontal nudity|sex change|stepfather|transsexual,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,USA,1000000,508,7.4,0
William Brent Bell,83,19,128,Fernanda Andrade,The Devil Inside ,988,Brian Johnson,critically bashed|demonic possession|exorcism|exorcist|found footage,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,USA,1000000,169,4.2,12000
Russ Meyer,109,199,44,Charles Napier,Beyond the Valley of the Dolls ,731,Harrison Page,band|drugs|friendship|hollywood|satire,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,USA,900000,46,6.2,0
Robert D. Webb,89,0,102,James Drury,Love Me Tender ,831,Debra Paget,army|civil war|robbery|soldier|train,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,USA,1000000,110,6.2,365
Davis Guggenheim,96,49,,Billy West,An Inconvenient Truth ,929,,climate|earth|global warming|science|truth,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,USA,,68,7.5,0
Allan Dwan,109,23,88,James Brown,Sands of Iwo Jima ,510,Forrest Tucker,battle|combat|heroic military|sergeant|tarawa,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,USA,1000000,102,7.2,624
Martin Scorsese,122,17000,184,Mick Jagger,Shine a Light ,1218,Albert Maysles,band|concert footage|new york city|rolling stones|three word title,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,USA,,426,7.2,0
Eli Roth,100,0,389,Daryl Sabara,The Green Inferno ,2082,Magda Apanowicz,activist|amazon|color in title|rain|rain forest,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,USA,6000000,550,5.4,12000
Andrew Steggall,109,0,30,Juliet Stevenson,Departure ,283,Niamh Cusack,france|gay|language|male masturbation|masturbation,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,UK,1100000,47,7.0,75
Ben Lewin,95,20,365,W. Earl Brown,The Sessions ,1899,Rhea Perlman,falling in love|iron lung|priest|sex surrogate|therapist,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,USA,1000000,374,7.2,11000
Robert Kenner,94,11,2,Michael Pollan,Food, Inc. ,42,Barbara Kowalcyk,farming|flesh eating|food|food industry|gluttony,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,USA,,3,7.9,37000
Andrew Erwin,107,10,245,Rachel Hendrix,October Baby ,1147,Jason Burkey,abortion|anti choice|christian preach|malpractice|unprofessional conduct,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,USA,,264,6.8,0
Brad Anderson,104,122,458,Philip Seymour Hoffman,Next Stop Wonderland ,23461,Holland Taylor,love|marine biologist|nurse|personal ad|plumber,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,USA,1000000,472,6.7,392
Jason Reitman,96,655,973,J.K. Simmons,Juno ,28817,Rainn Wilson,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,USA,7500000,3000,7.5,10000
Craig Johnson,93,7,180,Ty Burrell,The Skeleton Twins ,3986,Kathleen Rose Perkins,adultery|brother sister relationship|estrangement|siblings|suicide attempt,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,USA,,439,6.8,0
Sean Durkin,102,46,287,Christopher Abbott,Martha Marcy May Marlene ,1263,Brady Corbet,connecticut|cult|memory|new york|telephone call,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,USA,,300,6.9,0
Gillian Robespierre,84,9,313,Gaby Hoffmann,Obvious Child ,1587,Jake Lacy,abortion|divorced parents|one night stand|pregnancy|pregnant,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,USA,,457,6.8,0
Courtney Hunt,97,33,229,Charlie McDermott,Frozen River ,994,Misty Upham,border|mohawk|money|new york|river,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,USA,1000000,238,7.2,0
Morgan Neville,91,9,13,Sheryl Crow,20 Feet from Stardom ,198,Merry Clayton,backup singer|band|bechdel test passed|concert footage|singer,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,USA,1000000,19,7.4,14000
James Toback,84,56,13,Robert Downey Jr.,Two Girls and a Guy ,21124,Angel David,actor|anilingus|double cross|funeral home|two timing,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,USA,1000000,104,5.6,387
Nicole Holofcener,86,132,584,Kevin Corrigan,Walking and Talking ,2400,Vincent Pastore,briefs|cancer|cat|cult film|friend,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,UK,1000000,695,6.8,227
Peter Cattaneo,91,11,121,Tom Wilkinson,The Full Monty ,2323,Lesley Sharp,dole|male stripper|northern england|steel worker|unemployment,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,UK,3500000,891,7.2,0
Chris Paine,92,2,5,Ed Begley Jr.,Who Killed the Electric Car? ,1447,Colette Divine,california|car|reference to ralph nader|technology|u.s. president,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,USA,1000000,659,7.7,0
Greg Berlanti,94,112,428,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,3085,Mary McCormack,friend|gay|lesbian|photographer|restaurant,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,USA,1000000,826,7.0,671
Don Coscarelli,92,152,124,Daniel Roebuck,Bubba Ho-Tep ,1587,Ella Joyce,cult film|elvis|elvis presley|nursing home|texas,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,USA,1000000,282,7.2,0
Rob Letterman,103,11,543,Odeya Rush,Goosebumps ,5497,Ken Marino,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,USA,58000000,1000,6.4,35000
Marc Levin,100,12,6,Sonja Sohn,Slam ,295,Bonz Malone,gang|independent film|prison|racial slur|urban setting,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,USA,1000000,38,7.2,603
Richard Dutcher,119,13,25,Wilford Brimley,Brigham City ,1107,Rick Macy,fbi agent|mormon|prayer|sheriff|utah,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,USA,1000000,81,7.2,100
Khalid Mohamed,167,10,97,Karisma Kapoor,Fiza ,773,Jaya Bhaduri,mumbai riots|politician|riot|suicide|tragic event,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,India,1000000,186,6.2,92
Mel Brooks,92,0,842,Madeline Kahn,History of the World: Part I ,3931,Dom DeLuise,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,USA,11000000,898,6.9,0
Trey Parker,92,406,194,Trey Parker,Orgazmo ,904,Matt Stone,book of mormon|fight|mormon|ray gun|sidekick,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,USA,1000000,203,6.2,0
David Gordon Green,108,234,463,Zooey Deschanel,All the Real Girls ,12385,Shea Whigham,best friend|lake|love|small town|womanizer,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,USA,2500000,552,6.9,571
Finn Taylor,97,4,301,David Arquette,Dream with the Fishes ,1692,Kathryn Erbe,dying|to do list|twenty something|underwear|voyeur,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,USA,1000000,394,7.0,166
Karen Moncrieff,88,22,275,Frances Fisher,Blue Car ,1641,A.J. Buckley,contest|poetry|refusing to eat|starving oneself|teenage girl,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,USA,1000000,400,6.7,115
José Luis Valenzuela,100,0,268,Cheech Marin,Luminarias ,2289,Robert Beltran,divorce|friend|jewish|lent|restaurant,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,USA,1000000,625,3.6,24
Gia Coppola,100,71,145,James Franco,Palo Alto ,12234,Olivia Crocicchia,girls' soccer|high school|high school student|soccer coach|teenager,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,USA,,733,6.3,0
Scandar Copti,124,13,7,Shahir Kabaha,Ajami ,42,Ranin Karim,arab|christian|israeli|palestinian|violence,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,Germany,,13,7.4,0
Goran Dukic,88,21,772,Leslie Bibb,Wristcutters: A Love Story ,4720,Chase Ellison,afterlife|camping|death|hitchhiker|suicide,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,USA,1000000,835,7.4,11000
Mike Cahill,106,135,11,Steven Yeun,I Origins ,7098,Venida Evans,buddhism|evolution|eye|reincarnation|stuck in elevator,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,USA,,71,7.3,32000
Efram Potelle,79,2,551,Shiri Appleby,The Battle of Shaker Heights ,2489,Kathleen Quinlan,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,USA,1000000,577,6.1,150
Peter Jackson,135,0,310,Michael Imperioli,The Lovely Bones ,2369,Tom McCarthy,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,USA,65000000,559,6.7,16000
Joshua Oppenheimer,96,50,0,Anwar Congo,The Act of Killing ,6,Syamsul Arifin,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,UK,1000000,3,8.2,20000
Alex Gibney,53,141,23,Alex Gibney,Taxi to the Dark Side ,313,Greg D'Agostino,afghanistan|detainee|guantanamo bay|taxi|torture,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,USA,1000000,125,7.7,0
Paul Crowder,97,10,5,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,118,Ahmet Ertegun,new york|new york cosmos|professional sports|soccer|soccer team,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,UK,1000000,7,7.3,587
Rohit Jagessar,120,0,0,Kumar Gaurav,Guiana 1838 ,15,Aasheekaa Bathija,bare chested male|discipline|imperialism|whipping|white slavery,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,USA,,3,7.4,32
Griffin Dunne,90,165,679,Mira Sorvino,Lisa Picard Is Famous ,3258,Melissa Gilbert,actress|fame|inside joke|new york|one man show,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,USA,,922,5.7,25
Anthony Powell,91,9,9,Josh Swanson,Antarctica: A Year on Ice ,86,Anthony Powell,antarctica,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,New Zealand,1000000,24,7.6,0
Kief Davidson,93,0,0,G.W. Krauss,A Lego Brickumentary ,28,Jason Bateman,artist|denmark|lego|toy|toy company,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,Denmark,1000000,8,6.8,0
Johnny Remo,112,74,891,Matthew Ziff,Hardflip ,263584,Raquel Elizabeth Ames,family relationships|loss of mother|san diego california|single mother|suicide attempt,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,USA,1000000,984,5.6,706
Vivek Agnihotri,160,5,219,Emraan Hashmi,Chocolate: Deep Dark Secrets ,2024,Sunil Shetty,chocolate|christmas|christmas eve|death|suspect,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,India,1500000,668,4.8,31
Ti West,95,243,725,Lena Dunham,The House of the Devil ,3833,Dee Wallace,cult film|eclipse|haunted house|lunar eclipse|secret,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,USA,900000,962,6.4,0
Nick Tomnay,93,11,271,David Hyde Pierce,The Perfect Host ,1452,Nathaniel Parker,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,USA,500000,298,6.8,0
John Hamburg,88,29,117,Harvey Fierstein,Safe Men ,1141,Josh Pais,gangster|organized crime|robbery|rosh hashanah|safecracking,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,USA,1000000,230,6.1,157
Nickolas Perry,105,5,73,Patrick Renna,Speedway Junky ,1042,Adrienne Frantz,car racing|crush|hustler|scam|watching television,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,USA,1000000,231,5.2,27
Dan Zukovic,98,8,14,Yul Vazquez,The Last Big Thing ,196,James Lorinz,actor|magazine|model|rock band|suburb,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,USA,,71,6.9,43
Craig Mazin,82,82,490,Judy Greer,The Specials ,3905,Jamie Kennedy,action figure|press conference|superhero|superhero team|toy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,USA,1000000,571,6.0,210
Becky Smith,89,32,256,Will Rothhaar,16 to Life ,1647,Hallee Hirsh,birthday|digit in title|love|masturbation|teenager,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,USA,1000000,261,6.3,143
Eric Nicholas,78,0,61,Jordana Spiro,Alone with Her ,509,Jonathon Trent,female nudity|female pubic hair|masturbation|panties|pubic hair,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,USA,1000000,163,6.1,244
Benjamin Dickinson,97,4,150,Nora Zehetner,Creative Control ,928,Meredith Hagner,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,USA,1000000,171,5.5,793
Hal Haberman,81,0,394,Michael Rapaport,Special ,2694,Ian Bohen,dream sequence|locked in a room|looking at self in mirror|medication|superhero,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,USA,1000000,645,6.9,0
Darren Stein,90,18,422,Frances Bay,Sparkler ,2633,Veronica Cartwright,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,USA,,490,5.6,17
A. Raven Cruz,97,0,94,Scott Levy,The Helix... Loaded ,1188,Jennifer Sky,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,USA,1000000,361,1.9,128
Brian Trenchard-Smith,88,53,176,David Keith,In Her Line of Fire ,1284,Jesse Hutch,camp|die hard scenario|female protagonist|island|vice president,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,Germany,1000000,288,4.1,42
Frank Whaley,96,436,4,Lynn Cohen,The Jimmy Show ,920,Heather Bucha,based on play|character name in title,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,USA,1500000,436,5.4,47
Amat Escalante,105,50,8,Kenny Johnston,Heli ,351,Gabriel Reyes,corrupt police|drug cartel|drugs|mexico|police,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,Mexico,1000000,9,6.8,0
Wajahat Rauf,,3,4,Rasheed Naz,Karachi se Lahore ,19,Javed Sheikh,pakistan|road trip,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,Pakistan,1000000,5,7.0,259
Katherine Brooks,76,57,228,Ilene Graff,Loving Annabelle ,1635,Laura Breckenridge,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,USA,1000000,403,6.7,501
David Cross,96,0,396,Jason Ritter,Hits ,2607,Amy Sedaris,courtroom|independent film|internet|small town|youtube,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,USA,1000000,490,5.8,903
Randall Rubin,99,0,131,Nicole Randall Johnson,Jimmy and Judy ,997,James Eckhouse,police|revenge|sex|suburb|video camera,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,USA,1000000,275,6.2,138
Robert Bennett,90,15,106,Randy Wayne,Frat Party ,1752,Alicia Ziegler,erotica|masseuse|sister sister relationship|temptation|threesome,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,USA,1000000,157,2.8,297
Guy Hamilton,94,82,47,Oliver Reed,The Party's Over ,964,Louise Sorel,beatnik|businessman|necrophilia|party|partying,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,UK,,196,7.3,32
Mary Pat Kelly,87,3,149,Aidan Quinn,Proud ,1593,Janet Hubert,,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,USA,1000000,282,5.8,141
Lori Petty,93,923,904,Jennifer Lawrence,The Poker House ,52113,Bokeem Woodbine,basketball|drug abuse|interracial rape|iowa|tween girl,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,USA,,17000,6.5,599
Charlie Levi,90,0,171,Joe Mantegna,Childless ,1996,Diane Venora,,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,USA,1000000,618,6.1,3
Kevin Hamedani,89,23,23,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,292,Kevin Hamedani,cult|homosexual|island|survival horror|zombie,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,USA,500000,37,5.1,0
David DeCoteau,83,142,317,Maureen McCormick,Snow White: A Deadly Summer ,1549,Tim Abell,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,USA,1000000,383,2.2,150
Mikel Rueda,96,0,0,Álex Angulo,Hidden Away ,90,Joseba Ugalde,best friend|deportation|moroccan|unrequited love|xenophobia,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,Spain,,0,7.2,68
Stefan C. Schaefer,90,0,360,Nicole Beharie,My Last Day Without You ,2116,Reg E. Cathey,business trip|german|love|new york|singer songwriter,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,USA,1000000,395,5.7,370
Michael Taliferro,138,105,110,Wesley Jonathan,Steppin: The Movie ,1350,Chrystee Pharris,,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,USA,1000000,207,3.4,41
David DeCoteau,84,142,402,William McNamara,Doc Holliday's Revenge ,11466,Randy Jay Burrell,1880s|cowboy|low budget film|shoot out|wild west,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,USA,1000000,854,3.8,54
Katie Aselton,83,224,37,Katie Aselton,Black Rock ,344,Jay Paulson,bare breasts|female frontal nudity|hunter|island|weekend,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,USA,,59,4.7,0
Robert Heath,96,0,177,David Oakes,Truth or Die ,1226,Jennie Jacques,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,UK,1000000,334,5.6,968
D. Stevens,94,6,0,Magi Avila,The Pet ,109,Summer Napoles,dominance submissiveness|female nudity|human branding|human pet|power exchange,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,USA,1000000,17,3.9,91
Jeffrey St. Jules,90,0,36,Boyd Banks,Bang Bang Baby ,231,Kristian Bruun,,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,Canada,1000000,40,5.4,48
Robert Hall,95,53,253,Angelina Armani,Fear Clinic ,1825,Fiona Dourif,bare breasts|based on web series|claustrophobia|doctor|phobia,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,USA,1000000,366,5.2,936
