num_critic_for_reviews,actor_3_facebook_likes,genres,actor_1_name,actor_3_name,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
206,520,Action|Adventure|Fantasy|Sci-Fi|Thriller,Sophia Myles,Derek Jacobi,death|feud|forbidden love|vampire|werewolf,502,English,USA,R,50000000,2006,845,6.8,2.35,0
159,287,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Daniel Mays,assistant|experiment|frankenstein|medical student|scientist,91,English,USA,PG-13,40000000,2015,1000,6.0,2.35,11000
137,225,Drama,F. Murray Abraham,Michael Nouri,basketball|mentor|new york|school|writing,297,English,USA,PG-13,43000000,2000,370,7.3,2.35,0
116,664,Comedy|Drama,Steve Buscemi,Elizabeth Perkins,12 step program|box office hit|car accident|vomiting|wedding,194,English,USA,PG-13,43000000,2000,10000,6.0,1.37,0
177,5000,Action|Crime|Drama|Thriller,Morgan Freeman,Bob Hoskins,collar|dog|fight|fighting|piano,303,English,France,R,45000000,2005,5000,7.0,2.35,0
99,16,Comedy|Romance,Judith Chapman,Chelsea Bond,female removes her clothes|roommate|voyeur|voyeurism|wedding,403,English,USA,R,43000000,2002,28,5.1,1.85,0
56,957,Drama|Mystery|Thriller,Tom Cruise,Wilford Brimley,bar|fbi|law|law firm|lawyer,142,English,USA,R,42000000,1993,1000,6.8,1.85,0
117,135,Drama|Fantasy|Romance,Augustus Prew,Valerie Tian,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,75,English,USA,PG-13,44000000,2010,268,6.5,2.35,0
252,350,Action|Crime|Thriller,Jason Statham,Mini Anden,apprentice|disobeying orders|gas station|hitman|nightclub,181,English,USA,R,40000000,2011,956,6.6,2.35,16000
375,839,Action|Comedy|Crime,Channing Tatum,Rob Riggle,narcotics|parody|police|remake|undercover cop,345,English,USA,R,42000000,2012,971,7.2,2.35,39000
150,427,Comedy|Drama|Romance,Julia Roberts,Dylan Moran,actress|bookstore|friend|kiss|love,602,English,UK,PG-13,42000000,1999,437,7.0,2.35,11000
187,206,Adventure|Animation|Comedy|Drama|Family,Imelda Staunton,Julia Sawalha,chicken|escape|farm|freedom|rooster,358,English,UK,G,45000000,2000,530,7.0,1.85,0
108,650,Comedy|Romance,Philip Seymour Hoffman,Debra Messing,bride|friend|honeymoon|insurance|insurance company,268,English,USA,PG-13,42000000,2004,923,5.9,1.85,0
21,547,Comedy|Drama|Romance,John Witherspoon,Geoffrey Holder,advertising|battle of the sexes|dating|one word title|womanizer,41,English,USA,R,40000000,1992,558,5.4,1.85,0
270,749,Action|Comedy|Crime,Michael Rapaport,Demián Bichir,drug lord|fbi|fbi agent|hospital|shot in the crotch,380,English,USA,R,43000000,2013,815,6.6,2.35,24000
72,595,Biography|Drama|History|Romance,Martin Landau,Roddy McDowall,cleopatra|egypt|epic|queen|roman empire,192,English,UK,Approved,31115000,1963,726,7.0,2.2,0
154,491,Action|Comedy|Sport,Salma Hayek,Charice,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,112,English,USA,PG,42000000,2012,828,6.5,1.85,17000
114,505,Crime|Drama|Mystery|Thriller,Morgan Freeman,Bruce Davison,defense lawyer|lawyer|marine|murder|villager,175,English,USA,PG-13,42000000,2002,3000,6.3,2.35,893
27,292,Comedy|Drama|Romance,Jeff Bridges,Mimi Rogers,columbia university|lecture|marriage|professor|sex,71,English,USA,PG-13,42000000,1996,592,6.5,1.85,0
166,395,Drama|Horror|Mystery|Thriller,Debra Messing,David Eigenberg,car accident|death of wife|mothman|point pleasant west virginia|urban legend,460,English,USA,PG-13,32000000,2002,537,6.5,2.35,0
288,412,Comedy,Bono,Slash,austrian|fame|fashion|gay lead character|mockumentary,396,English,USA,R,42000000,2009,442,5.8,1.85,0
117,275,Action|Adventure|Thriller,Robert Davi,Anthony Zerbe,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,317,English,UK,PG-13,32000000,1989,349,6.6,2.35,0
291,913,Fantasy|Horror|Mystery|Thriller,Gary Oldman,Virginia Madsen,death|forest|love|werewolf|werewolf bite,283,English,USA,PG-13,42000000,2011,2000,5.4,2.35,20000
151,808,Action|Crime|Drama|Thriller,Robert De Niro,Kelsey Grammer,criminal|detective|fire|homicide|media,265,English,USA,R,42000000,2001,9000,6.1,2.35,748
36,687,Adventure|Comedy|Family|Fantasy|Sci-Fi,Bob Hoskins,Fiona Shaw,based on video game|dinosaur|king|mario|plumber,290,English,UK,PG,42000000,1993,922,4.0,1.85,0
168,16,Crime|Drama|Thriller,Nicolas Cage,Jared Burke,1980s|arms dealer|immorality|ukrainian|warlord,437,English,USA,R,50000000,2005,43,7.6,2.35,10000
283,576,Action|Adventure|History,Jet Li,Maggie Cheung,china|flying|king|palace|sword,841,Mandarin,China,PG-13,31000000,2002,643,7.9,2.35,0
127,497,Action|Comedy|Crime|Romance|Thriller,Fisher Stevens,Patrick Fischler,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,169,English,USA,PG-13,40000000,2012,786,5.3,2.35,19000
293,365,Comedy,James Franco,Anders Holm,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,835,English,USA,R,44000000,2014,392,6.6,2.35,50000
95,433,Action|Fantasy|Western,Tony Cox,Jed Brophy,bullet time|explosion|knife throwing|throwing a knife|violence,102,English,New Zealand,R,45000000,2010,489,6.3,2.35,0
4,253,Comedy|War,Tim Conway,Bob Hastings,american soldier|naval uniform|navy|patrol boat|uniform,18,English,USA,TV-G,,,284,7.5,4.0,455
213,52,Action|Comedy|Crime,Omar Sy,André Dussollier,bullet|contortionist|gag humor|human cannonball|revenge,71,French,France,R,27000000,2009,172,7.2,2.35,0
119,196,Drama|Music,Mekhi Phifer,Evan Jones,competition|contest|friend|self expression|white rapper,564,English,USA,R,41000000,2002,418,7.0,2.35,0
9,6,Adventure|Animation|Comedy|Family,Jamel Debbouze,Mélissa Theuriau,ape|computer animation|evolution|first person title|reference to louis de funes,5,French,France,,,2015,152,4.9,,161
167,996,Action|Adventure|Romance,Heath Ledger,Bérénice Bejo,chaucer|jousting|knight|medieval times|tournament,658,English,USA,PG-13,65000000,2001,3000,6.9,2.35,0
98,96,Action|Comedy|Fantasy,Julian Sands,Anthony Chau-Sang Wong,hong kong|interpol|medallion|ship|tough cop,132,English,Hong Kong,PG-13,41000000,2003,312,5.2,2.35,505
234,766,Drama|Mystery|Thriller,Bruce Willis,Olivia Williams,able to see the dead|ghost|plot twist|psychic|surprise ending,2073,English,USA,PG-13,40000000,1999,3000,8.1,1.85,14000
258,54,Action|Crime|Thriller,Robert Clohessy,J. Smith-Cameron,detective|diamond|hotel|police|rooftop,153,English,USA,PG-13,42000000,2012,81,6.6,2.35,11000
108,296,Comedy,Joel McHale,JoBeth Williams,alaska|birding|competition|migration|storm,125,English,USA,PG,41000000,2011,574,6.2,2.35,11000
81,225,Action|Drama|Family|Sport,Martin Kove,William Bassett,apartment|bully|fight|karate|master,235,English,USA,PG,8000000,1984,641,7.2,1.85,0
538,14000,Crime|Drama,Jennifer Lawrence,Bradley Cooper,based on true story|con artist|drunk wife|fbi investigation|scam,751,English,USA,R,40000000,2013,23000,7.3,2.35,63000
224,723,Comedy|Drama|Romance,Ryan Reynolds,Craig T. Nelson,alaska|deportation|father son relationship|male objectification|sitka alaska,273,English,USA,PG-13,40000000,2009,896,6.7,2.35,10000
129,298,Crime|Mystery|Thriller,Bruce Greenwood,Bruce Campbell,blood|murder|sex scene|wrongful arrest|wrongful conviction,336,English,USA,R,70000000,1999,489,6.4,2.35,0
125,690,Adventure|Comedy|Sci-Fi,Lea Thompson,Thomas F. Wilson,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,327,English,USA,PG,40000000,1989,869,7.8,1.85,12000
433,903,Action|Sci-Fi|Thriller,Scarlett Johansson,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl,918,English,France,R,40000000,2014,11000,6.4,2.35,83000
362,716,Drama|Romance,Jennifer Ehle,Callum Rennie,female frontal nudity|female nudity|perversion|sex scene|spanking,1360,English,USA,R,40000000,2015,935,4.1,2.35,101000
93,2000,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Alexa PenaVega,mission|spy|surfing|trapped|virtual reality,188,English,USA,PG,38000000,2003,4000,4.1,1.85,681
71,1000,Crime|Drama|Thriller,Kevin Spacey,Oliver Platt,african american|court|law|mississippi|trial,236,English,USA,R,40000000,1996,11000,7.4,2.35,0
104,597,Comedy|Family,Tom Welling,Bonnie Hunt,9 year old|house|illinois|new job|vomiting,288,English,USA,PG,40000000,2003,2000,5.8,1.85,0
