num_critic_for_reviews,actor_3_facebook_likes,gross,genres,actor_1_name,actor_3_name,plot_keywords,content_rating,title_year,imdb_score,aspect_ratio
76,287,6768055,Action|Adventure|Comedy|Family|Sci-Fi,Sophia Myles,Brady Corbet,astronaut|island|lady penelope|rescue|the hood,PG,2004,4.2,1.85
197,676,39440655,Drama|Music|Musical|Romance,Eric Dane,David Walton,burlesque|dancer|iowa|small town girl|stage,PG-13,2010,6.4,2.35
186,46,6167817,Drama|Mystery|Romance|War,Denis Lavant,Albert Dupontel,court martial|death|girl|no man's land|soldier,R,2004,7.7,2.35
103,177,,Crime|Drama|Romance,James Mason,Lois Maxwell,lolita|nymphet|older man young girl relationship|professor|writer,Not Rated,1962,7.7,1.66
66,534,,Crime|Horror|Mystery|Thriller,Sylvester Stallone,Charles S. Dutton,drill in the eye|eye gouging|hanged woman|murder|peep hole,R,2002,5.3,2.35
224,845,81645152,Action|Horror|Sci-Fi|Thriller,Norman Reedus,Tony Curran,blade the character|cult film|mutation|vampire|warrior,R,2002,6.7,1.85
202,835,69951824,Drama|Romance,Will Smith,Madison Pettis,boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption,PG-13,2008,7.7,2.35
279,565,9483821,Action|Thriller,Sylvester Stallone,Jon Seda,bar|bullet|corruption|detective|lawyer,R,2012,5.7,1.85
110,889,66676062,Crime|Drama,Al Pacino,Bridget Fonda,1970s|family relationships|mob hit|opera|repeating history,R,1990,7.6,1.85
190,2000,26838389,Comedy|Drama|Romance,Orlando Bloom,Judy Greer,flight|flight attendant|kentucky|shoes|travel,PG-13,2005,6.4,1.85
136,240,75604320,Comedy|Romance,Todd Stashwick,Amanda Detmer,best friend|foot fetish|houseguest|newlywed|wedding,PG-13,2006,5.6,1.85
121,420,108200000,Action|Adventure|Romance|Sci-Fi,Margot Kidder,Jackie Cooper,alien invasion|based on comic book|flying superhero|phantom zone|revenge,PG,1980,6.8,2.35
131,43,5660084,Comedy|Crime|Romance,Todd Giebenhain,David Backus,gangster|hospital|lesbian|mob|thug,R,2003,2.4,2.35
127,581,7221458,Drama|Thriller,Kate Winslet,Kevin Dunn,governor|journalist|louisiana|mistress|politician,PG-13,2006,6.2,1.85
160,577,70327868,Action|Crime|Thriller,Christian Bale,Daniel von Bargen,blaxploitation|detective|drugs|shaft|trial,R,2000,5.9,2.35
78,753,58297830,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Kirsten Dunst,Bernadette Peters,amnesia|reference to anastasia romanov|romanov|russia|russian revolution,G,1997,7.1,2.35
209,653,57386369,Drama|Musical|Romance,Jim Broadbent,Richard Roxburgh,death of main character|eiffel tower paris|jealousy|tragedy|two suitors,PG-13,2001,7.6,2.35
98,303,45207112,Crime|Mystery|Thriller,Steve Buscemi,Matt O'Leary,amateur detective|boat builder|boy|stepfather|witness,PG-13,2001,5.5,2.35
391,3000,62563543,Biography|Crime|Drama,Johnny Depp,Adam Scott,based on true story|boston massachusetts|fbi agent|gangster|true crime,R,2015,7.0,2.35
279,310,33574332,Drama|History|War,Paul Walker,Tom McCarthy,imperial japan|japan|japanese army|japanese soldier|world war two,R,2006,7.1,2.35
216,963,73343413,Crime|Drama|Thriller,Gerard Butler,Michael Kelly,attorney|deal|district attorney|investigation|justice,R,2009,7.4,2.35
250,1000,25031037,Action|Horror|Thriller,Quentin Tarantino,Zoë Bell,anthropophagus|blood and gore|double feature|real twins playing twins|zombie,R,2007,7.6,2.35
78,466,22843047,Drama|History|Horror,Oprah Winfrey,Hill Harper,farm|freedom|ohio|slavery|spirit,R,1998,5.9,1.85
106,681,5755286,Drama|Romance|Sport,Robert Downey Jr.,Kelvin Han Yee,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,PG-13,2007,5.9,2.35
194,3000,164435221,Biography|Crime|Drama,Leonardo DiCaprio,Jennifer Garner,attorney|cat and mouse|fbi|pan am|pilot,PG-13,2002,8.0,1.85
558,304,95720716,Drama|History|Thriller,Jennifer Ehle,Parker Sawyers,al qaeda|cia|interrogation|lie|navy seal,R,2012,7.4,1.85
183,931,118683135,Comedy|Drama|Romance,Jon Favreau,Ann-Margret,art|break up|football video game|kitchen|talking to one's self in a mirror,PG-13,2006,5.8,1.85
238,838,143704210,Comedy|Family|Musical|Romance,Colin Firth,Julie Walters,bride|greece|island|mediterranean|wedding,PG-13,2008,6.3,2.35
186,11000,110476776,Comedy|Romance,Bradley Cooper,Anne Hathaway,flower|indian restaurant|tv station|valentine|valentine's day,PG-13,2010,5.7,1.85
144,379,80270227,Action|Adventure|Comedy,Alice Greczyn,Michael Weston,1969 dodge charger|bikini|farm|misogynist|tow truck,PG-13,2005,5.1,2.35
156,463,36385763,Drama|War,Nick Stahl,Dash Mihok,battle|hill|jungle|multiple perspectives|tropical island,R,1998,7.6,2.35
215,634,37035845,Comedy|Fantasy,Ryan Reynolds,Mircea Monroe,best friend|fountain|law firm|lawyer|sex,R,2011,6.4,2.35
140,21,34580635,Biography|Comedy|Drama,Matt Price,Tom Dreesen,andy kaufman|comedian|eccentric|wrestler|wrestling,R,1999,7.4,2.35
133,574,42438300,Biography|Crime|Drama,Robert De Niro,Kevin Pollak,car bomb|card cheat|cash|casino|gambling syndicate,R,1995,8.2,2.35
203,75,23324666,Action|Thriller,Kasia Smutniak,Rebecca Dayan,ambassador|cia|dinner|spy|terrorist,R,2010,6.5,2.35
127,343,23020488,Action|Comedy|Fantasy,Jaime King,Victoria Smurfit,monastery|monk|scroll|tibetan|tibetan monk,PG-13,2003,5.5,2.35
155,79,90567722,Comedy,Robert Forster,Rob Moran,dissociative identity disorder|limousine|multiple personality|police|rhode island,R,2000,6.5,1.85
98,523,72601713,Animation|Comedy|Family,Rob Paulsen,Maurice LaMarche,cow|farmer|howl|howling at the moon|vegetarian,PG,2006,5.6,1.85
71,728,35092918,Comedy|Family,Matthew Broderick,Alia Shawkat,christmas|december|holiday|massachusetts|neighbor,PG,2006,4.9,1.85
299,12000,296623634,Adventure|Drama|Fantasy|Romance,Robert Pattinson,Taylor Lautner,forks washington|protecting a woman|title same as book|vampire|werewolf,PG-13,2009,4.6,2.35
212,21,267652016,Adventure|Animation|Comedy|Family|Fantasy,Kathleen Freeman,Bobby Block,donkey|fairy tale|ogre|princess|swamp,PG,2001,7.9,1.85
413,593,62453315,Romance|Sci-Fi|Thriller,Matt Damon,Jon Stewart,love at first sight|obscene finger gesture|rain|teleportation|three word title,PG-13,2011,7.1,1.85
67,720,165500000,Action|Adventure|Drama|Romance,Alan Rickman,Michael Wincott,balladeer|crusades|england|king|modern minstrel,PG-13,1991,6.9,1.85
109,597,153620822,Comedy|Drama|Romance|Sport,Tom Cruise,Bonnie Hunt,agent|career|client|fiance|sports agent,R,1996,7.3,1.85
457,1000,218628680,Comedy|Fantasy,Mila Kunis,Tom Skerritt,2010s|car accident|sex scene|teddy bear|testicle,R,2012,7.0,1.85
156,285,147637474,Comedy|Drama|Romance,Lupe Ontiveros,Shirley Knight,dog|friendship|neighbor|unlikely friendship|writer,PG-13,1997,7.7,1.85
55,878,135014968,Biography|Comedy|Drama|Romance,Robin Williams,Monica Potter,doctor|hospital|mental institution|nurse|student,PG-13,1998,6.7,2.35
272,7000,2175312,Comedy,Harrison Ford,Steve Carell,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,PG-13,2013,6.3,2.35
117,828,126203320,Comedy|Romance,Steve Buscemi,Peter Gallagher,abbreviation in title|reporter|small town|sudden wealth|unknowing heir,PG-13,2002,5.8,1.85
539,417,126975169,Mystery|Sci-Fi|Thriller,Joel Courtney,Zach Mills,deputy|group of friends|time|train|train crash,PG-13,2011,7.1,2.35
169,658,125548685,Biography|Drama,Julia Roberts,Conchata Ferrell,contamination|corporate crime|environmental issue|female protagonist|working single mother,R,2000,7.3,1.85
