director_name,duration,actor_3_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,plot_keywords,movie_imdb_link,content_rating,title_year,aspect_ratio
Julie Taymor,123,898,4000,Biography|Drama|Romance,Salma Hayek,Frida ,art|bisexual|marriage|pain|revolutionary,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,R,2002,1.85
Dan Cutforth,93,8,28,Documentary|Music,Lexie Contursi,Katy Perry: Part of Me ,female protagonist|reference to britney spears|singer|song|world tour,http://www.imdb.com/title/tt2215719/?ref_=fn_tt_tt_1,PG,2012,1.85
Josh Boone,133,733,8000,Drama|Romance,Shailene Woodley,The Fault in Our Stars ,cancer|falling in love|friendship|novel|teenager,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,PG-13,2014,1.85
John Dahl,121,599,13000,Crime|Drama,Matt Damon,Rounders ,breasts|cult film|loan shark|poker|reference to christy turlington,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,R,1998,2.35
Chris Rock,102,555,3000,Comedy|Romance,Rosario Dawson,Top Five ,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,R,2014,2.35
John Frankenheimer,102,79,452,Horror|Sci-Fi,Talia Shire,Prophecy ,cabin|monster|monster movie|paper mill|pollution,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,PG,1979,2.35
David Koepp,99,282,347,Horror|Mystery|Thriller,Illeana Douglas,Stir of Echoes ,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,R,1999,1.85
,55,898,1000,Action|Adventure|Biography|Drama|History,Peter Mensah,Spartacus: War of the Damned             ,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl,http://www.imdb.com/title/tt1442449/?ref_=fn_tt_tt_1,TV-MA,,16.0
Stephen Frears,98,322,1000,Biography|Drama,Steve Coogan,Philomena ,catholic|convent|gay love|gay relationship|irish adoption board,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,PG-13,2013,1.85
Mike Binder,118,805,975,Comedy|Drama,Alicia Witt,The Upside of Anger ,anger|baseball|drinking|radio|secretary,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,R,2005,2.35
Franklin J. Schaffner,125,801,1000,Drama|Thriller,Laurence Olivier,The Boys from Brazil ,1970s|jew|nazi|nazi hunter|paraguay,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,R,1978,1.85
Elizabeth Allen Rosenbaum,104,717,836,Comedy|Family|Fantasy|Romance,Tammin Sursok,Aquamarine ,beach|love|mermaid|storm|swimming,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,PG,2006,1.85
Jake Schreier,109,376,733,Drama|Mystery|Romance,Nat Wolff,Paper Towns ,based on novel|female neighbor|friendship|travel|trip,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,PG-13,2015,2.35
Cheryl Dunye,86,581,873,Comedy,Michael Imperioli,My Baby's Daddy ,animal costume|break up|fatherhood|rapper|talking baby,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,PG-13,2004,1.85
Alexander Payne,115,622,1000,Adventure|Comedy|Drama,Devin Ratray,Nebraska ,aging|billings montana|lincoln nebraska|nebraska|pickup truck,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,R,2013,2.35
Ernest R. Dickerson,92,580,1000,Action|Fantasy|Horror|Thriller,CCH Pounder,Tales from the Crypt: Demon Knight ,blood|blood of christ|demon|key|loud sex,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,R,1995,1.85
Tim Hill,91,611,833,Comedy|Crime|Family,Noel Fisher,Max Keeble's Big Move ,bully|moving|principal|revenge|school,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,PG,2001,1.85
Jason Reitman,94,390,9000,Comedy|Drama,Charlize Theron,Young Adult ,car damage|computer printer|female band|fingernail polish|narcissism,http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,R,2011,1.85
Mark Neveldine,93,501,26000,Action|Crime|Thriller,Jason Statham,Crank ,assassin|cult film|doctor|heart|poison,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,R,2006,1.78
Lionel C. Martin,93,324,1000,Comedy,Bernie Mac,How to Be a Player ,breaking the fourth wall|doorman|friend|party|sex,http://www.imdb.com/title/tt0119326/?ref_=fn_tt_tt_1,R,1997,1.85
Richard LaGravenese,100,604,1000,Comedy|Drama|Romance,Holly Hunter,Living Out Loud ,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,R,1998,2.35
Sanaa Hamri,100,696,988,Comedy|Romance|Sport,Common,Just Wright ,basketball|basketball player|nba|physical therapist|therapist,http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1,PG,2010,2.35
Jonathan Demme,113,471,11000,Drama|Romance,Anne Hathaway,Rachel Getting Married ,12 step program|friend|maid of honor|tears|wedding,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,R,2008,1.85
Bob Rafelson,122,85,1000,Crime|Drama|Romance|Thriller,Anjelica Huston,The Postman Always Rings Twice ,adultery|drifter|lunch wagon|murder|neo noir,http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1,R,1981,1.85
Peter Webber,100,1000,19000,Biography|Drama|Romance,Scarlett Johansson,Girl with a Pearl Earring ,17th century|girl|maid|painter|painting,http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1,PG-13,2003,2.35
Wolfgang Petersen,293,18,362,Adventure|Drama|Thriller|War,Jürgen Prochnow,Das Boot ,duty|submarine|submarine movie|tension|u boat,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,R,1981,1.85
John Lee Hancock,137,877,2000,Drama|History|War|Western,Dennis Quaid,The Alamo ,army|dictator|general|texan|texas,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,PG-13,2004,2.35
Wallace Wolodarsky,93,503,529,Comedy,Heather Matarazzo,Sorority Boys ,college|cruise|drag|female armpit hair|sorority,http://www.imdb.com/title/tt0279781/?ref_=fn_tt_tt_1,R,2002,1.85
Richard Curtis,123,171,565,Drama|Fantasy|Romance,Tom Hughes,About Time ,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,R,2013,2.35
Yimou Zhang,119,4,755,Action|Adventure|Drama|Romance,Takeshi Kaneshiro,House of Flying Daggers ,flying|flying dagger|government|police|secret,http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1,PG-13,2004,2.35
Nicholas Jarecki,107,360,664,Drama|Thriller,Nate Parker,Arbitrage ,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,R,2012,1.85
Dean Israelite,106,265,452,Sci-Fi|Thriller,Gary Weeks,Project Almanac ,found footage|teenager|time machine|time travel|video footage,http://www.imdb.com/title/tt2436386/?ref_=fn_tt_tt_1,PG-13,2015,2.35
Darnell Martin,109,192,436,Biography|Drama|Music,Cedric the Entertainer,Cadillac Records ,1950s|jazz|jazz music|sex|title directed by female,http://www.imdb.com/title/tt1042877/?ref_=fn_tt_tt_1,R,2008,2.35
Scott Alexander,81,654,931,Comedy|Crime,Sarah Silverman,Screwed ,chauffeur|disorganized crime|dog|ransom|slapstick,http://www.imdb.com/title/tt0156323/?ref_=fn_tt_tt_1,PG-13,2000,1.85
Stuart Gordon,95,968,1000,Action|Crime|Sci-Fi|Thriller,Christopher Lambert,Fortress ,escape|future|population control|prison|prisoner,http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1,R,1992,1.85
Christopher Guest,86,783,957,Comedy,John Michael Higgins,For Your Consideration ,actor|internet|make up|publicist|purim,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,PG-13,2006,1.85
Woody Allen,113,99,537,Comedy|Drama,Melanie Griffith,Celebrity ,celebrity|journalist|lesbian kiss|strong female character|tv producer,http://www.imdb.com/title/tt0120533/?ref_=fn_tt_tt_1,R,1998,1.66
Ryan Murphy,122,316,433,Comedy|Drama,Jill Clayburgh,Running with Scissors ,alcoholic|fame|therapist|writer|writing,http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1,R,2006,2.35
Robert Iscove,90,251,525,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly ,bar|florida|love|spring break|waitress,http://www.imdb.com/title/tt0339034/?ref_=fn_tt_tt_1,PG,2003,1.85
Spike Lee,108,599,873,Comedy|Drama,Michael Imperioli,Girl 6 ,actress|neighbor|phone sex|queens new york city|sex addiction,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,R,1996,1.85
Jane Campion,113,48,1000,Mystery|Thriller,Jennifer Jason Leigh,In the Cut ,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1,R,2003,1.85
James Gray,110,103,812,Drama|Romance,Isabella Rossellini,Two Lovers ,jewish|love|married man|neighbor|photograph,http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1,R,2008,2.35
Fred Schepisi,109,794,5000,Drama,Bob Hoskins,Last Orders ,ashes|butcher|friend|friendship|memory,http://www.imdb.com/title/tt0253200/?ref_=fn_tt_tt_1,R,2001,2.35
Joon-ho Bong,110,74,629,Comedy|Drama|Horror|Sci-Fi,Doona Bae,The Host ,daughter|han river|monster|river|seoul,http://www.imdb.com/title/tt0468492/?ref_=fn_tt_tt_1,R,2006,1.85
Roger Spottiswoode,100,212,3000,Adventure|Crime|Thriller,Robert Duvall,The Pursuit of D.B. Cooper ,escape|jumping from an airplane|money|parachute|ransom,http://www.imdb.com/title/tt0082958/?ref_=fn_tt_tt_1,PG,1981,1.85
Antonia Bird,101,611,769,Fantasy|Horror|Thriller,Jeremy Davies,Ravenous ,based on true story|cannibalism|captain|mexican american war|u.s. frontier,http://www.imdb.com/title/tt0129332/?ref_=fn_tt_tt_1,R,1999,2.35
Jon Poll,97,442,21000,Comedy|Drama|Romance,Robert Downey Jr.,Charlie Bartlett ,drugs|high school|prescription drugs|private school|student,http://www.imdb.com/title/tt0423977/?ref_=fn_tt_tt_1,R,2007,1.85
Paolo Sorrentino,172,70,211,Drama,Toni Servillo,The Great Beauty ,genitalia|male frontal nudity|male nudity|old age|party,http://www.imdb.com/title/tt2358891/?ref_=fn_tt_tt_1,Not Rated,2013,2.35
Peter Care,104,77,1000,Comedy|Drama,Kieran Culkin,The Dangerous Lives of Altar Boys ,book|boy|catholic|comic book|friend,http://www.imdb.com/title/tt0238924/?ref_=fn_tt_tt_1,R,2002,1.85
Chan-wook Park,99,520,3000,Drama|Thriller,Mia Wasikowska,Stoker ,death|hitchcockian|psychopath|sociopath|vomiting,http://www.imdb.com/title/tt1682180/?ref_=fn_tt_tt_1,R,2013,2.35
Kar-Wai Wong,129,576,878,Drama|Romance|Sci-Fi,Li Gong,2046 ,number in title|train|woman slaps a man|woman slaps man|written by director,http://www.imdb.com/title/tt0212712/?ref_=fn_tt_tt_1,R,2004,2.35
Ira Sachs,91,18,60,Crime|Drama|Romance,David Richmond-Peck,Married Life ,bachelor|best friend|divorce|poison|widow,http://www.imdb.com/title/tt0804505/?ref_=fn_tt_tt_1,PG-13,2007,1.85
Carroll Ballard,100,393,706,Adventure|Drama|Family,Eamonn Walker,Duma ,africa|bed|boy|cheetah|south africa,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,PG,2005,1.85
Neil Jordan,111,289,845,Drama|Mystery|Romance,Tony Curran,Ondine ,celtic mythology|cottage|fisherman|irish|selkie,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,PG-13,2009,1.85
Takeshi Kitano,114,403,865,Crime|Drama|Thriller,Omar Epps,Brother ,gang|gangster|subjective camera|written and directed by cast member|yakuza,http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1,R,2000,1.85
Anthony Russo,86,146,693,Comedy|Crime,Michael Jeter,Welcome to Collinwood ,boxing knockout|heist|implied sex|keys|prison,http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1,R,2002,2.35
Sidney Lumet,107,745,941,Comedy|Drama,Kyra Sedgwick,Critical Care ,half sister|hospital|latex gloves|medicine|nun,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1,R,1997,1.85
Vadim Perelman,90,350,797,Drama|Mystery|Thriller,Eva Amurri Martino,The Life Before Her Eyes ,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1,R,2007,2.35
Lawrence Kasdan,103,820,967,Comedy|Drama|Romance,Dianne Wiest,Darling Companion ,dog|marriage|search|wedding|woods,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1,PG-13,2012,2.35
Marco Kreuzpaintner,120,289,662,Crime|Drama|Thriller,Zack Ward,Trade ,friend|girl|mexico city|new jersey|sex,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,R,2007,2.35
Lajos Koltai,134,0,9,Drama|Romance|War,Marcell Nagy,Fateless ,bus|death|gay slur|hatred|jewish,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,R,2005,2.35
Alan Rudolph,110,865,13000,Comedy,Bruce Willis,Breakfast of Champions ,breakfast|manitoba|science fiction writer|suicide|writer,http://www.imdb.com/title/tt0120618/?ref_=fn_tt_tt_1,R,1999,1.85
Yimou Zhang,95,3,9,Comedy|Drama,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,R,2009,2.35
Vincenzo Natali,95,280,686,Mystery|Romance|Sci-Fi|Thriller,David Hewlett,Cypher ,brainwashing|corporate espionage|spy|suburb|surprise ending,http://www.imdb.com/title/tt0284978/?ref_=fn_tt_tt_1,R,2002,1.85
Chuan Lu,132,3,52,Drama|History|War,Ye Liu,City of Life and Death ,atrocity|battle|chinese|horseback riding|martial arts,http://www.imdb.com/title/tt1124052/?ref_=fn_tt_tt_1,R,2009,2.35
Tim Johnson,94,183,17000,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,PG,2015,1.85
Lijun Sun,89,188,970,Action|Adventure|Animation|Comedy|Family,Jon Heder,Legend of Kung Fu Rabbit ,anthropomorphic animal|china|furry|rabbit,http://www.imdb.com/title/tt1876517/?ref_=fn_tt_tt_1,PG,2011,
Takashi Yamazaki,138,16,84,Action|Adventure|Drama|Sci-Fi,Takuya Kimura,Space Battleship Yamato ,alien|battleship|message|radiation|yamato,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,TV-14,2010,2.35
Renny Harlin,113,18,567,Action|Drama|War,Richard Coyle,5 Days of War ,cameraman|epic battle|journalist|south ossetia|street shootout,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,R,2011,2.35
Christopher Smith,99,42,181,Fantasy|Mystery|Thriller,Rachael Carpani,Triangle ,deja vu|lost at sea|ship|time loop|trapped in a time loop,http://www.imdb.com/title/tt1187064/?ref_=fn_tt_tt_1,R,2009,2.35
Timothy Hines,111,247,1000,Drama,Christopher Lambert,10 Days in a Madhouse ,,http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1,R,2015,1.85
Randall Wallace,99,79,399,Biography|Drama,Jacob Vargas,Heaven Is for Real ,based on true story|christ|christian|near death experience|pastor,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,PG,2014,2.35
Guy Ritchie,104,1000,26000,Comedy|Crime,Jason Statham,Snatch ,boxer|boxing|diamond|fight|gypsy,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,R,2000,1.85
David Winters,89,84,551,Family|Musical,Gary Daniels,Dancin' It's On ,,http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1,PG,2015,
Mary Lambert,103,426,969,Fantasy|Horror,Miko Hughes,Pet Sematary ,cat|cemetery|maine|secret|woods,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,R,1989,1.85
Akira Kurosawa,134,4,15,Drama,Tatsuo Matsumura,Madadayo ,air raid|beer|birthday|japan|professor,http://www.imdb.com/title/tt0107474/?ref_=fn_tt_tt_1,,1993,1.85
Jamie Thraves,100,388,680,Drama|Thriller,Paddy Considine,The Cry of the Owl ,isolated house|promotion|river|small town|stalking,http://www.imdb.com/title/tt1034302/?ref_=fn_tt_tt_1,R,2009,2.35
Mabel Cheung,130,2,215,Drama,Wei Tang,A Tale of Three Cities ,,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,,2015,2.35
Joe Dante,106,233,767,Comedy|Fantasy|Horror,Phoebe Cates,Gremlins ,bright light|midnight|pet|small town|water,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,PG,1984,2.2
George Lucas,125,504,11000,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode IV - A New Hope ,death star|empire|galactic war|princess|rebellion,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,PG,1977,2.35
Dan Mazer,109,411,22000,Comedy,Robert De Niro,Dirty Grandpa ,female removes her clothes|fondling|voyeur|voyeurism|white panties,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,R,2016,2.35
David Lean,200,382,597,Drama|Romance|War,Julie Christie,Doctor Zhivago ,bolshevik|poet|poetry|russia|russian revolution,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,PG-13,1965,2.35
Stephen Daldry,114,14,585,Adventure|Crime|Drama|Mystery|Thriller,Wagner Moura,Trash ,bible|key|poverty|slum|wallet,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,R,2014,2.35
Kenny Ortega,112,632,755,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical 3: Senior Year ,basketball|curtain call|graduation|high school|high school senior,http://www.imdb.com/title/tt0962726/?ref_=fn_tt_tt_1,G,2008,1.85
David O. Russell,116,141,23000,Biography|Drama|Sport,Christian Bale,The Fighter ,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,http://www.imdb.com/title/tt0964517/?ref_=fn_tt_tt_1,R,2010,2.35
Jeff Tremaine,92,218,608,Action|Comedy|Documentary,Bam Margera,Jackass Number Two ,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,http://www.imdb.com/title/tt0493430/?ref_=fn_tt_tt_1,R,2006,1.85
Jonathan Lynn,120,633,886,Comedy|Crime,Fred Gwynne,My Cousin Vinny ,alabama|jail|judicial system|lawyer|trial,http://www.imdb.com/title/tt0104952/?ref_=fn_tt_tt_1,R,1992,1.85
R.J. Cutler,107,602,17000,Drama|Fantasy|Music|Romance,Chloë Grace Moretz,If I Stay ,car accident|coma|out of body experience|reference to the exploited|teenage girl,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1,PG-13,2014,2.35
Brian Trenchard-Smith,92,32,84,Action|Comedy|Crime,Zoe Ventoura,Drive Hard ,,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,Not Rated,2014,
David S. Ward,107,808,1000,Comedy|Sport,Corbin Bernsen,Major League ,cleveland indians|league|manager|owner|team,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,R,1989,1.85
Oliver Parker,100,621,785,Comedy,Lily Cole,St. Trinian's ,2000s|female protagonist|reward|school|st trinian's,http://www.imdb.com/title/tt0964587/?ref_=fn_tt_tt_1,PG-13,2007,1.85
Joel Schumacher,81,328,991,Crime|Thriller,Radha Mitchell,Phone Booth ,phone booth|publicist|single set production|sniper|sniper rifle,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1,R,2002,2.35
Adam Shankman,101,488,683,Drama|Romance,Lauren German,A Walk to Remember ,community service|love|punishment|school|student,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,PG,2002,2.35
