num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year
132,124,133,170,14000,7060876,Biography|Drama,14726,Amelia Warner,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,314,English,UK,R,2000
401,110,454,816,2000,14989761,Comedy|Crime,4757,Michael Stuhlbarg,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,284,English,UK,R,2012
58,105,148,400,539,687081,Crime|Drama|Music|Mystery|Thriller,1767,Aunjanue Ellis,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59,English,USA,R,2001
1,41,,2,70,,Action|Crime|Drama|Thriller,74,Jaroslaw Boberek,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,2,Polish,Poland,,
192,178,101,471,918,5501940,Biography|Drama|History|War,2334,Alexandra Maria Lara,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,564,German,Germany,R,2004
157,125,448,93,273,2086345,Biography|Drama|Romance,529,Tamar Novas,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,Spanish,Spain,PG-13,2004
454,108,143,21,19000,2605039,Drama|Horror|Sci-Fi|Thriller,19086,Alison Chand,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,616,English,UK,R,2013
62,121,272,227,49000,123922370,Biography|Comedy|Drama|War,50141,Bruno Kirby,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,131,English,USA,R,1987
4,100,26,385,898,163591,Comedy,2895,Michael Rispoli,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17,English,South Korea,PG-13,2010
84,115,209,41,569,73000942,Documentary|Music,714,Boys II Men,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233,English,USA,G,2011
669,108,0,1000,20000,106952327,Drama|Thriller,38072,Mark Margolis,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140,English,USA,R,2010
492,117,294,1000,10000,58607007,Action|Crime|Sci-Fi|Thriller,14160,Jennifer Ehle,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,USA,PG-13,2014
149,220,0,3000,22000,57300000,Crime|Drama,39960,Robert Duvall,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650,English,USA,R,1974
101,112,49,237,656,91038276,Drama|Music|Romance,1307,Fredro Starr,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320,English,USA,PG-13,2001
102,99,212,54,130,49369900,Fantasy|Horror|Thriller,450,Brooke Bundy,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260,English,USA,R,1988
63,109,36,579,3000,61693523,Drama,7833,Martin Henderson,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55,English,USA,PG,2016
106,83,8,612,3000,46729374,Comedy|Mystery,6454,Marla Sokoloff,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469,English,USA,PG-13,2000
50,107,58,316,549,44726644,Action|Crime|Drama|Thriller|Western,1747,Brian Keith,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120,English,USA,R,1988
275,102,51,360,13000,44134898,Comedy|Drama,20330,Reg E. Cathey,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,171,English,USA,PG-13,2014
90,100,38,460,833,48637684,Comedy|Romance,2800,Bryan Callen,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,42,English,USA,R,2014
133,97,19,835,23000,38176108,Comedy|Drama|Romance,37907,Andrew Keegan,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549,English,USA,PG-13,1999
49,92,13,301,11000,28972187,Comedy,12687,Gene Simmons,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,159,English,USA,PG-13,2002
19,84,0,182,11000,27979400,Action|Comedy|Crime,12322,Bill Nunn,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,72,English,USA,PG-13,1993
186,86,174,2,619,54257433,Drama|Horror|Thriller,971,Sedona Legge,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139,English,USA,PG-13,2016
185,120,19,829,8000,23947,Sci-Fi|Thriller,12755,Cameron Bright,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100,English,USA,R,2004
42,89,13,329,571,60008303,Adventure|Comedy|Family,2241,Jean Smart,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91,English,USA,PG,2000
37,117,17,912,1000,49121934,Comedy|Drama|Romance,6554,Loretta Devine,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,32,English,USA,PG-13,2007
45,97,84,782,899,27141959,Comedy|Crime|Family|Sci-Fi,2936,Ruby Dee,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,168,English,USA,PG,1999
57,91,6,459,904,27052167,Action|Comedy|Crime|Thriller,3353,Antonio Sabato Jr.,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,168,English,USA,R,1998
25,100,15,388,694,26539321,Comedy|Drama|Family,2486,Charlotte Sullivan,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42,English,USA,PG,1996
59,72,5,435,659,28501605,Fantasy|Horror,2646,Greg Germann,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166,English,USA,R,1990
58,84,12,334,1000,52543632,Crime|Thriller,2297,Henry Simmons,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84,English,USA,PG-13,2014
330,126,0,745,2000,25592632,Horror,5371,Jeffrey DeMunn,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,1066,English,USA,R,2007
489,108,232,123,149,25440971,Drama|Mystery|Sci-Fi|Thriller,430,Corey Johnson,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611,English,UK,R,2015
242,112,0,213,512,22858926,Comedy|Drama|Fantasy,1171,Mary Kay Place,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840,English,USA,R,1999
40,90,7,405,939,22235901,Comedy|Romance,2815,Tamala Jones,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,31,English,USA,R,2001
112,91,13,140,803,38916903,Adventure|Family|Sci-Fi,1921,Jason Gray-Stanford,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149,English,USA,PG,2014
84,135,134,525,4000,16929123,Drama|Romance,6214,Rolando Molina,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169,English,USA,PG-13,2001
251,141,16000,78,378,13753931,Drama|History|War,751,Shidô Nakamura,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316,Japanese,USA,R,2006
113,104,35,844,24000,10996440,Adventure|Drama|Sci-Fi,27806,Bruce Dern,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128,English,USA,PG,2006
23,84,18,744,1000,8026971,Comedy|Romance,3352,Dave Chappelle,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20,English,USA,R,1998
421,118,412,491,805,14677654,Drama,2499,Cas Anvar,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351,English,Ireland,R,2015
32,82,799,294,721,9975684,Comedy,1805,Traylor Howard,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117,English,Canada,PG-13,1998
52,95,0,650,899,7881335,Comedy|Crime|Thriller,3092,Traci Lords,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107,English,USA,R,1994
81,94,26,4000,16000,6241697,Comedy,31005,Kirsten Dunst,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210,English,France,PG-13,1999
,88,76,75,690,,Action|Crime|Mystery|Thriller,998,Lena Endre,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,,Swedish,Sweden,,
39,99,7,730,3000,5871603,Drama|Thriller,6485,Robert Ri'chard,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,USA,R,1999
63,121,15,812,4000,16574731,Drama|Music,6910,Sela Ward,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181,English,USA,R,1998
47,84,2,690,15000,5002310,Adventure|Comedy|Romance|Sci-Fi,18864,Marley Shelton,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181,English,USA,PG-13,2001
111,93,16,258,567,4919896,Comedy|Crime|Thriller,1775,Ben Chaplin,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,159,English,UK,R,2001
168,93,24,499,552,25675765,Comedy,2730,Sarah Wright,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84,English,USA,R,2013
165,120,107,280,12000,4857376,Comedy|Drama|Romance,13208,Catalina Sandino Moreno,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,123,French,France,R,2006
104,112,37,548,748,3169424,Drama|Sport,2417,Peter Coyote,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,59,English,USA,PG-13,2007
