duration,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,actor_3_name,movie_imdb_link,language,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
97,11,901,Comedy|Drama|Family|Fantasy,Judge Reinhold,Peter Boyle,http://www.imdb.com/title/tt0111070/?ref_=fn_tt_tt_1,English,1994,775,1.85,0
127,102,2000,Drama|Family|Sport,Dennis Quaid,Angus T. Jones,http://www.imdb.com/title/tt0265662/?ref_=fn_tt_tt_1,English,2002,1000,2.35,0
110,99,12000,Comedy|Family|Sport,Dwayne Johnson,Madison Pettis,http://www.imdb.com/title/tt0492956/?ref_=fn_tt_tt_1,English,2007,941,2.35,0
135,16000,16000,Drama|Romance,Clint Eastwood,Debra Monk,http://www.imdb.com/title/tt0112579/?ref_=fn_tt_tt_1,English,1995,11000,1.85,0
84,42,436,Comedy|Sci-Fi,Louis Lombardi,Colleen Haskell,http://www.imdb.com/title/tt0255798/?ref_=fn_tt_tt_1,English,2001,241,1.85,1000
240,0,545,Biography|Drama|History,Candice Bergen,John Gielgud,http://www.imdb.com/title/tt0083987/?ref_=fn_tt_tt_1,English,1982,429,2.35,12000
122,529,820,Comedy|Drama,Manish Dayal,Juhi Chawla,http://www.imdb.com/title/tt2980648/?ref_=fn_tt_tt_1,English,2014,201,2.35,55000
114,34,649,Action|Crime|Drama|Mystery|Thriller,Ken Howard,Ray McKinnon,http://www.imdb.com/title/tt0113957/?ref_=fn_tt_tt_1,English,1995,327,1.85,0
132,24,967,Drama,Dianne Wiest,Richard Schiff,http://www.imdb.com/title/tt0277027/?ref_=fn_tt_tt_1,English,2001,912,1.85,15000
170,25,329,Biography|Drama|History,Roma Downey,Darwin Shaw,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1,English,2014,134,2.35,15000
133,235,955,Action|Fantasy|Thriller,Sophia Myles,Shane Brolly,http://www.imdb.com/title/tt0320691/?ref_=fn_tt_tt_1,English,2003,593,2.35,0
112,101,896,Drama|Thriller,Denis O'Hare,Xzibit,http://www.imdb.com/title/tt0398017/?ref_=fn_tt_tt_1,English,2005,561,2.35,0
108,0,13000,Comedy|Crime|Drama|Thriller,Matt Damon,Thomas F. Wilson,http://www.imdb.com/title/tt1130080/?ref_=fn_tt_tt_1,English,2009,734,1.85,0
115,0,12000,Biography|Drama|Romance,Anthony Hopkins,Julian Fellowes,http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1,English,1993,1000,2.35,2000
83,2,591,Comedy,Carlos Ponce,Charles Keating,http://www.imdb.com/title/tt0367652/?ref_=fn_tt_tt_1,English,2005,489,1.85,887
105,31,390,Comedy|Drama,Jack Reynor,Matthew Daddario,http://www.imdb.com/title/tt2387559/?ref_=fn_tt_tt_1,English,2013,311,2.35,0
110,118,11000,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Daniel Mays,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,English,2015,1000,2.35,11000
108,24,150,Thriller,Radivoje Bukvic,Grigoriy Dobrygin,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,English,2016,104,2.35,0
96,221,240,Comedy|Crime|Romance,Amanda Detmer,Kyle Gass,http://www.imdb.com/title/tt0239948/?ref_=fn_tt_tt_1,English,2001,226,1.85,739
94,42,975,Comedy|Family,Zachary Gordon,Karan Brar,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,English,2012,569,2.35,0
142,0,978,Crime|Drama|Romance|Thriller,Mira Sorvino,Mike Starr,http://www.imdb.com/title/tt0162677/?ref_=fn_tt_tt_1,English,1999,911,1.85,0
104,0,8000,Comedy,Will Ferrell,Jason Mewes,http://www.imdb.com/title/tt0261392/?ref_=fn_tt_tt_1,English,2001,1000,2.35,0
136,0,19000,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,Djimon Hounsou,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1,English,2005,12000,2.35,0
106,12,962,Crime|Drama|Mystery|Thriller,Chris Noth,Trevor Morgan,http://www.imdb.com/title/tt0221218/?ref_=fn_tt_tt_1,English,2001,844,2.35,804
106,1000,19000,Comedy|Mystery,Scarlett Johansson,Alden Ehrenreich,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,English,2016,17000,1.85,23000
98,4,3000,Comedy|Music,Rosario Dawson,Aries Spears,http://www.imdb.com/title/tt0236348/?ref_=fn_tt_tt_1,English,2001,486,1.85,0
100,39,26000,Action|Crime|Drama|Thriller,Jason Statham,Frank Grillo,http://www.imdb.com/title/tt2312718/?ref_=fn_tt_tt_1,English,2013,11000,2.35,15000
95,34,554,Adventure|Comedy|Family|Fantasy,Richard E. Grant,Alice Krige,http://www.imdb.com/title/tt0192255/?ref_=fn_tt_tt_1,English,2000,439,1.85,0
107,737,6000,Comedy,Naomi Watts,Isabelle Huppert,http://www.imdb.com/title/tt0356721/?ref_=fn_tt_tt_1,English,2004,718,2.35,0
104,87,1000,Action|Crime|Sci-Fi|Thriller,CCH Pounder,Mako,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,English,1993,826,1.85,716
104,53,2000,Action|Adventure|Fantasy|Sci-Fi|Thriller,Michael Biehn,Franco Nero,http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1,English,2001,595,1.85,158
143,688,638,Comedy|Drama|Musical|Romance|War,Rock Hudson,Jeremy Kemp,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,English,1970,50,2.35,104
77,37,3000,Comedy|Family|Romance,Brendan Fraser,Eric Idle,http://www.imdb.com/title/tt0160236/?ref_=fn_tt_tt_1,English,1999,968,2.35,272
96,11,805,Action|Crime|Thriller,Ed Skrein,Radivoje Bukvic,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,English,2015,173,2.35,0
114,2,40000,Drama|Romance,Johnny Depp,Richard Coyle,http://www.imdb.com/title/tt0375920/?ref_=fn_tt_tt_1,English,2004,1000,2.35,0
145,719,2000,Drama|Thriller|War,Michiel Huisman,Christian Berkel,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,Dutch,2006,380,2.35,0
116,13,203,Drama|History|Music|Romance|War,Gary Lewis,Ian Richardson,http://www.imdb.com/title/tt0424205/?ref_=fn_tt_tt_1,French,2005,172,2.35,11000
100,21,14000,Action|Comedy|Romance,Bradley Cooper,Beau Bridges,http://www.imdb.com/title/tt2097307/?ref_=fn_tt_tt_1,English,2012,618,2.35,0
104,144,939,Comedy|Crime|Thriller,Stephen Root,Roger Cross,http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1,English,2008,875,2.35,687
92,17,14000,Drama|Mystery|Thriller,Colin Firth,Anne-Marie Duff,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,English,2014,257,2.35,11000
92,607,813,Adventure|Drama|Thriller,Roy Scheider,Amidou,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,English,1977,85,1.85,0
105,43,22000,Drama|Thriller,Robert De Niro,Frances Conroy,http://www.imdb.com/title/tt1423995/?ref_=fn_tt_tt_1,English,2010,14000,2.35,0
120,2,809,Comedy|History,Romain Duris,Fabrice Luchini,http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1,French,2007,521,2.35,815
116,108,23000,Crime|Drama|Thriller,Christian Bale,Dendrie Taylor,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,English,2013,820,2.35,17000
119,209,1000,Crime|Drama|Mystery|Thriller,Tom Wilkinson,Sydney Pollack,http://www.imdb.com/title/tt0465538/?ref_=fn_tt_tt_1,English,2007,896,2.35,0
101,88,957,Adventure|Comedy,Wilford Brimley,Sela Ward,http://www.imdb.com/title/tt0117119/?ref_=fn_tt_tt_1,English,1996,821,1.85,758
117,89,12000,Crime|Drama|Thriller,Jeff Bridges,Hope Davis,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,English,1999,541,2.35,0
106,195,20,Adventure|Animation|Family|Sport,Pablo Rago,Gabriel Almirón,http://www.imdb.com/title/tt1634003/?ref_=fn_tt_tt_1,Spanish,2013,10,2.35,0
112,11000,385,Comedy|Romance,Ornella Muti,Alessandra Mastronardi,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,English,2012,223,1.85,18000
136,16000,16000,Action|Adventure|Thriller,Clint Eastwood,Kenneth Colley,http://www.imdb.com/title/tt0083943/?ref_=fn_tt_tt_1,English,1982,281,2.35,0
81,406,893,Animation|Comedy|Fantasy|Musical,Minnie Driver,Trey Parker,http://www.imdb.com/title/tt0158983/?ref_=fn_tt_tt_1,English,1999,795,1.85,0
87,0,22000,Comedy,Peter Dinklage,Kris Marshall,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,English,2007,557,1.85,0
96,8,533,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,Matt Hill,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,English,1993,219,1.85,1000
106,48,18000,Drama|Sport,Keanu Reeves,DeWayne Warren,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,English,2001,558,1.85,0
122,737,34000,Comedy|Drama|Romance,Jennifer Lawrence,Bradley Cooper,http://www.imdb.com/title/tt1045658/?ref_=fn_tt_tt_1,English,2012,22000,2.35,117000
123,98,2000,Biography|Crime|Drama,Hunter Parrish,Imelda Staunton,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,English,2007,826,1.85,10000
133,0,1000,Drama,Omari Hardwick,Kimberly Elise,http://www.imdb.com/title/tt1405500/?ref_=fn_tt_tt_1,English,2010,912,1.85,0
92,255,26000,Action|Crime|Thriller,Jason Statham,Matt Schulze,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,English,2002,1000,2.35,0
110,65,3000,Action|Drama|Sport,Djimon Hounsou,Leslie Hope,http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1,English,2008,427,2.35,0
104,52,711,Horror|Sci-Fi|Thriller,Jason London,Eddie Kaye Thomas,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,English,1999,490,1.85,897
60,,98,Game-Show|Reality-TV|Romance,Chris Harrison,,http://www.imdb.com/title/tt0313038/?ref_=fn_tt_tt_1,English,,,,141
98,0,925,Comedy|Drama|Romance,Catherine O'Hara,Carmen Ejogo,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,English,2009,472,2.35,7000
120,0,1000,Comedy|Drama,Madeline Carroll,Nathan Lane,http://www.imdb.com/title/tt1027862/?ref_=fn_tt_tt_1,English,2008,901,2.35,1000
112,52,15000,Drama|Romance,Jake Gyllenhaal,Bob Clendenin,http://www.imdb.com/title/tt0179098/?ref_=fn_tt_tt_1,English,2002,1000,2.35,365
127,140,19000,Drama|Mystery|Thriller,Benedict Cumberbatch,Gary Oldman,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,English,2011,14000,2.35,24000
102,18,670,Comedy|Drama|Romance,Elaine Hendrix,Sarah Wynter,http://www.imdb.com/title/tt0143746/?ref_=fn_tt_tt_1,English,1999,419,1.85,284
91,0,34000,Drama,Jennifer Lawrence,Riley Thomas Stewart,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,English,2011,242,2.35,17000
114,19,1000,Comedy|Musical,Dolly Parton,Dom DeLuise,http://www.imdb.com/title/tt0083642/?ref_=fn_tt_tt_1,English,1982,883,2.35,0
115,0,1000,Horror|Sci-Fi|Thriller,Jennifer Jason Leigh,Callum Rennie,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,English,1999,900,1.85,6000
115,14000,11000,Action|Adventure,Harrison Ford,William Hootkins,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,English,1981,783,2.35,16000
120,0,3000,Adventure|Comedy|Family,Macaulay Culkin,Devin Ratray,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,English,1992,1000,1.85,0
135,14000,559,Drama|Sci-Fi,Bob Balaban,Melinda Dillon,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,English,1977,481,2.35,0
90,2,16000,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Rick Gonzalez,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,English,2006,1000,2.35,0
100,12000,936,Action|Comedy|Crime|Thriller,Dean Stockwell,Ronny Cox,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,English,1987,901,2.35,0
105,163,1000,Comedy,Angus T. Jones,Steve Harris,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,English,2003,409,2.35,800
138,438,12000,Crime|Drama|Horror|Thriller,Anthony Hopkins,Anthony Heald,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,English,1991,826,1.85,40000
94,122,1000,Comedy|Music,Tia Carrere,Kurt Fuller,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,English,1992,619,1.85,0
101,79,608,Action|Comedy|Documentary,Bam Margera,Chris Pontius,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,English,2010,362,1.78,0
131,82,813,Adventure|Horror|Thriller,Roy Scheider,Joseph Mascolo,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,English,1978,366,2.35,0
91,67,2000,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis,Ali Hillis,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,English,2008,641,2.35,0
112,0,6000,Horror|Mystery|Thriller,Mackenzie Foy,Hayley McFarland,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,English,2013,960,2.35,131000
95,32,826,Adventure|Comedy|Family|Romance,Nia Long,Jay Mohr,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,English,2005,642,1.85,773
100,265,989,Comedy,Gary Cole,Ben Falcone,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,English,2014,830,1.85,11000
105,154,884,Drama|Mystery|Thriller,Sarah Roemer,Jose Pablo Cantillo,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,English,2007,617,1.85,0
108,0,2000,Comedy|Music,Miranda Cosgrove,Mike White,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,English,2003,931,1.85,0
101,545,1000,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christopher Lambert,Bridgette Wilson-Sampras,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,English,1995,1000,1.85,0
114,118,489,Drama|Mystery|Romance|Thriller,Jessica Paré,Mark Camacho,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,English,2004,93,2.35,0
109,322,1000,Comedy|Crime,Busy Philipps,Brittany Daniel,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,English,2004,960,1.85,0
115,729,8000,Comedy|Drama,Shailene Woodley,Beau Bridges,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,English,2011,727,2.35,22000
117,99,596,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Ski Carr,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,English,2003,265,1.85,0
107,30,742,Drama|Family|Music|Romance,Kelly Preston,Melissa Ordway,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,English,2010,360,2.35,10000
134,0,2000,Biography|Drama|History,Quvenzhané Wallis,Taran Killam,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,English,2013,660,2.35,83000
118,30,962,Comedy|Drama|Music|Romance,Leonard Roberts,Jason Weaver,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,English,2002,593,2.35,2000
121,0,2000,Comedy|Drama|Romance,Michael Jai White,Tasha Smith,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,English,2010,907,1.85,0
105,13000,40000,Fantasy|Romance,Johnny Depp,Conchata Ferrell,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,English,1990,967,1.85,16000
110,17,11000,Drama|Romance,Sam Claflin,Brendan Coyle,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,English,2016,10000,2.35,51000
114,0,982,Comedy|Crime|Drama,John Amos,Romeo Miller,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,English,2012,618,1.85,0
104,607,813,Action|Crime|Drama|Thriller,Roy Scheider,Tony Lo Bianco,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,English,1971,165,1.85,0
100,24,15000,Comedy,Mila Kunis,Jada Pinkett Smith,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,English,2016,1000,,18000
85,64,3000,Comedy|Romance,Alyson Hannigan,Fred Willard,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,English,2006,869,1.85,806
72,2,1000,Adventure|Animation|Family|Fantasy,Roger Rees,Spencer Breslin,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,English,2002,677,1.66,302
128,151,1000,Biography|Drama|History,David Oyelowo,Oprah Winfrey,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,English,2014,1000,2.35,22000
72,0,3000,Adventure|Animation|Family|Musical,Haley Joel Osment,Tony Jay,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,English,2003,455,1.85,227
89,19,526,Drama|Horror|Mystery|Thriller,Barry Watson,Charles Mesure,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,English,2005,392,1.85,1000
96,9,826,Drama|Mystery|Thriller,Nia Long,Marc Macaulay,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,English,2007,626,2.35,0
77,25,304,Animation|Comedy|Drama|Family|Musical,Kath Soucie,Ken Sansom,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,English,2000,253,1.78,347
123,174,87000,Horror|Mystery|Thriller,Jimmy Bennett,Aryana Engineer,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,English,2009,1000,1.85,20000
111,132,1000,Adventure|Family,Jay Hernandez,Edgar Arreola,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,English,2015,465,2.35,33000
30,,607,Comedy,Lamman Rucker,Denise Boutte,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,English,,378,1.85,211
93,82,926,Adventure|Comedy,David Carradine,Fred Willard,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,English,2007,869,1.85,0
129,468,919,Adventure|Fantasy,William Smith,Sandahl Bergman,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,English,1982,691,2.35,0
128,310,745,Biography|Crime|Drama|History,Billy Crudup,Brian d'Arcy James,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,English,2015,168,1.85,80000
110,119,1000,Crime|Drama|Thriller,Jay Hernandez,Robert Pine,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,English,2008,931,2.35,0
137,70,4000,Horror|Thriller,Sarah Michelle Gellar,Matthew Knight,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,English,2006,884,1.85,930
124,8,508,Comedy|Drama|Romance,Richard Lawson,Barry Shabaka Henley,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,English,1998,270,1.85,0
93,12,18000,Adventure|Comedy|Fantasy|Music|Sci-Fi,Keanu Reeves,Alex Winter,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,English,1991,769,1.85,0
115,272,49000,Comedy|Drama|Romance|Thriller,Robin Williams,Amy Poehler,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,English,2006,2000,2.35,0
98,20,889,Action|Sci-Fi,Robert Forster,Yvette Mimieux,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,English,1979,877,2.35,4000
105,210,978,Crime|Drama|Thriller,Violante Placido,Filippo Timi,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,English,2010,191,2.35,10000
127,16,565,Biography|Drama|Music,Jon Seda,Jacob Vargas,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,English,1997,441,2.35,0
82,82,759,Comedy,Diedrich Bader,Anneliese van der Pol,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,English,2010,401,1.85,16000
143,0,11000,Drama,Brad Pitt,Dermot Crowley,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,English,2006,119,1.85,0
103,189,2000,Comedy|Drama,Tina Fey,Jane Fonda,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,English,2014,1000,2.35,14000
104,53,22000,Drama|Mystery,Philip Seymour Hoffman,Carrie Preston,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,English,2008,11000,1.85,0
98,406,860,Action|Comedy,Jeremy Shada,Trey Parker,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,English,2004,523,2.35,0
92,34,383,Horror|Thriller,Gunnar Hansen,Shaun Sipos,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,English,2013,333,2.35,16000
123,36,10000,Crime|Drama|Mystery|Thriller,William McNamara,Harry Connick Jr.,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,English,1995,1000,2.35,0
88,92,31000,Comedy,Marisa Saks,Molly Shannon,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,English,2013,881,1.85,13000
158,32,16000,Comedy|Drama|Musical|Romance|Western,Clint Eastwood,Ray Walston,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,English,1969,756,2.35,0
128,835,11000,Biography|Drama|History,James Franco,Lucas Grabeel,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,English,2008,896,1.85,10000
107,58,141,Action|Adventure|Drama|Mystery,Peter Firth,María Botto,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,English,2016,76,2.35,21000
91,17,534,Horror,Isaiah Washington,Francesca Rettondini,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,English,2002,385,1.85,0
90,12,786,Adventure|Comedy,Patton Oswalt,Paula Garcés,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,English,2011,651,2.35,21000
115,39,13000,Crime|Drama|Mystery|Thriller,Bill Murray,Jeff Perry,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,English,1998,481,2.35,0
101,29,812,Crime|Thriller,Sela Ward,Skyler Samuels,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,English,2009,533,2.35,0
113,108,1000,Drama|Thriller,Tom Wilkinson,Romi Aboulafia,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,English,2010,100,2.35,0
113,350,1000,Comedy|Drama|Music|Romance,Drake Bell,Lisa Bonet,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,English,2000,960,1.85,10000
87,2,741,Horror|Mystery,Johnny Lewis,Margaret Cho,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,English,2008,297,1.85,0
101,154,1000,Crime|Drama|Thriller,Joe Mantegna,Philip Baker Hall,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,English,1996,816,1.85,613
111,79,26000,Crime|Drama|Romance|Thriller,Jason Statham,Daniel Mays,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,English,2008,811,2.35,0
108,1000,14000,Drama|Fantasy|Romance|Sci-Fi,Kate Winslet,Tom Wilkinson,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,English,2004,4000,1.85,52000
105,99,2000,Comedy|Family|Romance,Jamie Lee Curtis,Christine Lakin,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,English,2010,938,2.35,0
109,453,18000,Action|Crime|Drama|Thriller,Keanu Reeves,Noel Gugliemi,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,English,2008,11000,2.35,0
109,1000,177,Action|Comedy|Sci-Fi,Michael Smiley,Jasper Levine,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,English,2013,55,2.35,49000
99,26,720,Comedy|Crime|Family|Mystery|Romance|Thriller,Kay Panabaker,Tate Donovan,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,English,2007,669,2.35,590
98,35,125,Action|Horror|Sci-Fi|Thriller,Jay Laga'aia,Tiffany Lamb,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,English,2009,37,2.35,0
104,14,2000,Comedy|Romance,Mike Vogel,Geoff Stults,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,English,2010,934,2.35,0
109,15,3000,Adventure|Comedy|Family|Romance,Leighton Meester,Brett Cullen,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,English,2011,775,1.85,6000
75,19,1000,Horror|Thriller,Adam Goldberg,Samaire Armstrong,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,English,2006,934,2.35,0
119,23,25000,Action|Adventure|Drama|Romance|Western,Alan Rickman,Ben Mendelsohn,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,English,1990,19000,2.35,0
90,0,681,Adventure|Animation|Comedy|Family|Romance,Kevin Sussman,Christine Lakin,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,English,2010,611,1.85,0
97,212,960,Action|Fantasy|Horror|Thriller,Laura Ramsey,Toby Hemingway,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,English,2006,917,2.35,3000
103,31,12000,Comedy|Drama|Sport,Jeff Bridges,John Patrick Amedori,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,English,2006,804,1.85,0
89,0,87000,Comedy|Family|Fantasy,Jimmy Bennett,Jake Short,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,English,2009,570,1.85,431
106,835,1000,Comedy|Crime|Drama,Kurtwood Smith,Holland Taylor,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,English,1995,967,1.85,1000
96,24,646,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,Emily Meade,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,English,2016,441,,0
115,0,10000,Crime|Drama|Western,Viggo Mortensen,Tom Bower,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,English,2008,311,2.35,0
104,0,2000,Action|Horror|Thriller,Sheryl Lee,Maximilian Schell,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,English,1998,1000,2.35,0
24,,0,Action|Adventure|Animation|Family|Fantasy,Pablo Sevilla,,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,Japanese,,,,124
