director_name,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,imdb_score,movie_facebook_likes
David Cronenberg,0,Sarah Polley,1000,2840417,Horror|Sci-Fi|Thriller,eXistenZ ,77493,2990,0,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,527,English,R,31000000,6.8,6000
Steven Spielberg,14000,Karen Allen,11000,242374454,Action|Adventure,Raiders of the Lost Ark ,661017,12906,1,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1,771,English,PG,18000000,8.5,16000
Chris Columbus,0,Kieran Culkin,3000,173585516,Adventure|Comedy|Family,Home Alone 2: Lost in New York ,200077,7860,2,http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1,189,English,PG,18000000,6.6,0
Steven Spielberg,14000,Teri Garr,559,128300000,Drama|Sci-Fi,Close Encounters of the Third Kind ,139288,1591,0,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,339,English,PG,19400870,7.7,0
Jim Sonzero,2,Christina Milian,16000,20259297,Drama|Horror|Sci-Fi|Thriller,Pulse ,24969,19952,0,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258,English,PG-13,20000000,4.7,0
Tony Scott,12000,Judge Reinhold,936,153665036,Action|Comedy|Crime|Thriller,Beverly Hills Cop II ,84824,4121,1,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95,English,R,28000000,6.4,0
Adam Shankman,163,Kimberly J. Brown,1000,132541238,Comedy,Bringing Down the House ,30058,2505,2,http://www.imdb.com/title/tt0305669/?ref_=fn_tt_tt_1,236,English,PG-13,33000000,5.5,800
Jonathan Demme,438,Scott Glenn,12000,130727000,Crime|Drama|Horror|Thriller,The Silence of the Lambs ,887467,13184,0,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916,English,R,19000000,8.6,40000
Penelope Spheeris,122,Lara Flynn Boyle,1000,121697350,Comedy|Music,Wayne's World ,114610,4263,2,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,176,English,PG-13,20000000,7.0,0
Jeff Tremaine,79,Steve-O,608,117224271,Action|Comedy|Documentary,Jackass 3D ,47794,1787,1,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81,English,R,20000000,7.1,0
Jeannot Szwarc,82,Murray Hamilton,813,102922376,Adventure|Horror|Thriller,Jaws 2 ,51314,1520,0,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265,English,PG,20000000,5.7,0
Raja Gosnell,67,Nick Zano,2000,94497271,Adventure|Comedy|Drama|Family|Romance,Beverly Hills Chihuahua ,17829,4729,1,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99,English,PG,20000000,3.7,0
James Wan,0,Lili Taylor,6000,137387272,Horror|Mystery|Thriller,The Conjuring ,300110,9049,0,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807,English,R,20000000,7.5,131000
Brian Levant,32,Tracy Morgan,826,82301521,Adventure|Comedy|Family|Romance,Are We There Yet? ,22679,3558,2,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149,English,PG,32000000,4.6,773
Ben Falcone,265,Mark Duplass,989,84518155,Comedy,Tammy ,35965,2654,0,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144,English,R,20000000,4.9,11000
D.J. Caruso,154,Aaron Yoo,884,80050171,Drama|Mystery|Thriller,Disturbia ,186984,2287,0,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491,English,PG-13,20000000,6.9,0
Richard Linklater,0,Sarah Silverman,2000,81257845,Comedy|Music,School of Rock ,210680,4403,1,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479,English,PG-13,35000000,7.1,0
Paul W.S. Anderson,545,Cary-Hiroyuki Tagawa,1000,70360285,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat ,81783,3816,0,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283,English,PG-13,18000000,5.8,0
Paul McGuigan,118,Christopher Cousins,489,12831121,Drama|Mystery|Romance|Thriller,Wicker Park ,44979,679,0,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298,English,PG-13,30000000,7.0,0
Keenen Ivory Wayans,322,Jaime King,1000,69148997,Comedy|Crime,White Chicks ,98794,6313,4,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251,English,PG-13,37000000,5.4,0
Alexander Payne,729,Nick Krause,8000,82624961,Comedy|Drama,The Descendants ,205284,9578,0,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439,English,R,20000000,7.3,22000
Andrew Davis,99,Zane Holtz,596,67325559,Adventure|Comedy|Drama|Family|Mystery,Holes ,58222,1293,0,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331,English,PG,20000000,7.1,0
Julie Anne Robinson,30,Bobby Coleman,742,62933793,Drama|Family|Music|Romance,The Last Song ,62421,2341,1,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185,English,PG,20000000,5.8,10000
Steve McQueen,0,Scoot McNairy,2000,56667870,Biography|Drama|History,12 Years a Slave ,439176,4251,0,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695,English,R,20000000,8.1,83000
Charles Stone III,30,Nick Cannon,962,56398162,Comedy|Drama|Music|Romance,Drumline ,28649,2390,0,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,185,English,PG-13,20000000,5.7,2000
Tyler Perry,0,Cicely Tyson,2000,60072596,Comedy|Drama|Romance,Why Did I Get Married Too? ,7664,6657,8,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68,English,PG-13,20000000,4.4,0
Tim Burton,13000,Dianne Wiest,40000,56362352,Fantasy|Romance,Edward Scissorhands ,357581,42330,0,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588,English,PG-13,20000000,7.9,16000
Thea Sharrock,17,Emilia Clarke,11000,56154094,Drama|Romance,Me Before You ,44723,21852,0,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,130,English,PG-13,20000000,7.6,51000
Tyler Perry,0,Tom Arnold,982,65623128,Comedy|Crime|Drama,Madea's Witness Protection ,7354,2753,5,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50,English,PG-13,20000000,4.8,0
William Friedkin,607,Fernando Rey,813,,Action|Crime|Drama|Thriller,The French Connection ,82476,1196,0,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,280,English,R,1800000,7.8,0
Jon Lucas,24,Jay Hernandez,15000,55461307,Comedy,Bad Moms ,4654,18786,9,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46,English,R,20000000,6.7,18000
Aaron Seltzer,64,Carmen Electra,3000,48546578,Comedy|Romance,Date Movie ,50415,6539,0,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613,English,PG-13,20000000,2.7,806
Robin Budd,2,Rob Paulsen,1000,48423368,Adventure|Animation|Family|Fantasy,Return to Never Land ,13324,3402,1,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79,English,G,20000000,5.8,302
Ava DuVernay,151,Tom Wilkinson,1000,52066000,Biography|Drama|History,Selma ,61114,3869,0,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212,English,PG-13,20000000,7.5,22000
Steve Trenbirth,0,Phil Collins,3000,47887943,Adventure|Animation|Family|Musical,The Jungle Book 2 ,11634,4480,0,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58,English,G,20000000,5.4,227
Stephen Kay,19,Skye McCole Bartusiak,526,46363118,Drama|Horror|Mystery|Thriller,Boogeyman ,25960,1383,0,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389,English,PG-13,20000000,4.1,1000
Mennan Yapo,9,Amber Valletta,826,47852604,Drama|Mystery|Thriller,Premonition ,62364,1825,0,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,337,English,PG-13,20000000,5.9,0
Jun Falkenstein,25,John Fiedler,304,45542421,Animation|Comedy|Drama|Family|Musical,The Tigger Movie ,13319,575,0,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53,English,G,30000000,6.3,347
Jaume Collet-Serra,174,CCH Pounder,87000,41573740,Horror|Mystery|Thriller,Orphan ,141663,88953,1,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383,English,R,,7.0,20000
Boaz Yakin,132,Joseph Julian Soria,1000,42652003,Adventure|Family,Max ,18915,2851,0,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87,English,PG,20000000,6.8,33000
,,David Mann,607,,Comedy,Meet the Browns             ,1922,1530,2,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,20,English,,,3.5,211
Jason Friedberg,82,Carmen Electra,926,39737645,Adventure|Comedy,Epic Movie ,89687,4293,11,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666,English,PG-13,20000000,2.3,0
John Milius,468,Mako,919,37567440,Adventure|Fantasy,Conan the Barbarian ,113068,2024,0,http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1,337,English,R,20000000,6.9,0
Tom McCarthy,310,Jamey Sheridan,745,44988180,Biography|Crime|Drama|History,Spotlight ,195333,1058,2,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409,English,R,20000000,8.1,80000
Neil LaBute,119,Justin Chambers,1000,39263506,Crime|Drama|Thriller,Lakeview Terrace ,40469,2382,1,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,135,English,PG-13,22000000,6.1,0
Takashi Shimizu,70,Sarah Roemer,4000,39143839,Horror|Thriller,The Grudge 2 ,38658,5746,0,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284,English,PG-13,20000000,5.0,930
Kevin Rodney Sullivan,8,James Pickens Jr.,508,37672350,Comedy|Drama|Romance,How Stella Got Her Groove Back ,5427,1660,1,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51,English,R,20000000,5.5,0
Peter Hewitt,12,George Carlin,18000,38037513,Adventure|Comedy|Fantasy|Music|Sci-Fi,Bill & Ted's Bogus Journey ,49680,20188,2,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117,English,PG,20000000,6.2,0
Barry Levinson,272,Tina Fey,49000,37442180,Comedy|Drama|Romance|Thriller,Man of the Year ,28005,52571,1,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236,English,PG-13,20000000,6.2,0
Gary Nelson,20,Maximilian Schell,889,,Action|Sci-Fi,The Black Hole ,18481,2110,0,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,230,English,PG,20000000,5.9,4000
Anton Corbijn,210,Thekla Reuten,978,35596227,Crime|Drama|Thriller,The American ,79461,1454,1,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463,English,R,20000000,6.3,10000
Gregory Nava,16,Constance Marie,565,35422828,Biography|Drama|Music,Selena ,19126,1735,1,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155,English,PG,20000000,6.7,0
Jason Friedberg,82,Dave Foley,759,36658108,Comedy,Vampires Suck ,39095,2898,7,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187,English,PG-13,20000000,3.5,16000
Alejandro G. Iñárritu,0,Harriet Walter,11000,34300771,Drama,Babel ,243799,11248,3,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,908,English,R,25000000,7.5,0
Shawn Levy,189,Abigail Spencer,2000,34290142,Comedy|Drama,This Is Where I Leave You ,54242,4662,8,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145,English,R,19800000,6.6,14000
John Patrick Shanley,53,Meryl Streep,22000,33422556,Drama|Mystery,Doubt ,99236,33903,0,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321,English,PG-13,20000000,7.5,0
Trey Parker,406,Maurice LaMarche,860,32774834,Action|Comedy,Team America: World Police ,136048,2609,5,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700,English,R,30000000,7.2,0
John Luessenhop,34,Keram Malicki-Sánchez,383,34334256,Horror|Thriller,Texas Chainsaw 3D ,35131,1945,0,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255,English,R,11000000,4.8,16000
Jon Amiel,36,Holly Hunter,10000,32051917,Crime|Drama|Mystery|Thriller,Copycat ,42315,12338,0,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140,English,R,20000000,6.6,0
Malcolm D. Lee,92,Snoop Dogg,31000,32014289,Comedy,Scary Movie 5 ,50337,34319,8,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177,English,PG-13,20000000,3.5,13000
Joshua Logan,32,Lee Marvin,16000,,Comedy|Drama|Musical|Romance|Western,Paint Your Wagon ,9352,17775,3,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,106,English,PG-13,20000000,6.7,0
Gus Van Sant,835,Denis O'Hare,11000,31838002,Biography|Drama|History,Milk ,136673,13189,1,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281,English,R,20000000,7.6,10000
Kevin Reynolds,58,Jan Cornet,141,36874745,Action|Adventure|Drama|Mystery,Risen ,12276,389,2,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117,English,PG-13,20000000,6.3,21000
Steve Beck,17,Ron Eldard,534,30079316,Horror,Ghost Ship ,75920,1083,0,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,474,English,R,35000000,5.5,0
Todd Strauss-Schulson,12,Thomas Lennon,786,35033759,Adventure|Comedy,A Very Harold & Kumar 3D Christmas ,55008,2462,4,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93,English,R,19000000,6.3,21000
John McNaughton,39,Robert Wagner,13000,29753944,Crime|Drama|Mystery|Thriller,Wild Things ,90677,14275,3,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389,English,R,20000000,6.5,0
Nelson McCormick,29,Paige Turco,812,29062561,Crime|Thriller,The Stepfather ,23424,3292,0,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,119,English,PG-13,,5.6,0
John Madden,108,Jesper Christensen,1000,31146570,Drama|Thriller,The Debt ,55441,1136,3,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165,English,R,20000000,6.9,0
Stephen Frears,350,Lili Taylor,1000,27277055,Comedy|Drama|Music|Romance,High Fidelity ,143137,3141,0,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602,English,R,20000000,7.6,10000
Eric Valette,2,Jason Beghe,741,26876529,Horror|Mystery,One Missed Call ,26624,1834,1,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,189,English,PG-13,27000000,3.9,0
John Schlesinger,154,Beverly D'Angelo,1000,53146000,Crime|Drama|Thriller,Eye for an Eye ,9845,3174,1,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77,English,R,20000000,6.1,613
Roger Donaldson,79,Saffron Burrows,26000,30028592,Crime|Drama|Romance|Thriller,The Bank Job ,152247,27755,0,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189,English,R,20000000,7.3,0
Michel Gondry,1000,Kirsten Dunst,14000,34126138,Drama|Fantasy|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind ,666937,19364,1,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514,English,R,20000000,8.3,52000
Andy Fickman,99,James Wolk,2000,25677801,Comedy|Family|Romance,You Again ,41273,4813,6,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136,English,PG,20000000,5.8,0
David Ayer,453,Chris Evans,18000,26415649,Action|Crime|Drama|Thriller,Street Kings ,94892,33878,4,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,189,English,R,20000000,6.8,0
Edgar Wright,1000,Thomas Law,177,26003149,Action|Comedy|Sci-Fi,The World's End ,185587,278,6,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,401,English,R,20000000,7.0,49000
Andrew Fleming,26,Laura Harring,720,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,Nancy Drew ,15877,3327,5,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102,English,PG,20000000,5.9,590
Michael Spierig,35,Damien Garvey,125,29975979,Action|Horror|Sci-Fi|Thriller,Daybreakers ,105797,189,0,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,281,English,R,20000000,6.5,0
Jim Field Smith,14,Kim Shaw,2000,31584722,Comedy|Romance,She's Out of My League ,101730,5707,1,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131,English,R,20000000,6.4,0
Thomas Bezucha,15,Luke Bracey,3000,23179303,Adventure|Comedy|Family|Romance,Monte Carlo ,32951,4257,3,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44,English,PG,20000000,5.8,6000
William Brent Bell,19,Frankie Muniz,1000,23078294,Horror|Thriller,Stay Alive ,25870,3590,0,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281,English,PG-13,9000000,5.1,0
Simon Wincer,23,Tom Selleck,25000,21413105,Action|Adventure|Drama|Romance|Western,Quigley Down Under ,15230,45841,1,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,97,English,PG-13,20000000,6.8,0
Anthony Bell,0,Larry Miller,681,25077977,Adventure|Animation|Comedy|Family|Romance,Alpha and Omega ,10986,2486,0,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84,English,PG,20000000,5.3,0
Renny Harlin,212,Kyle Schmid,960,23292105,Action|Fantasy|Horror|Thriller,The Covenant ,39541,3261,0,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334,English,PG-13,20000000,5.3,3000
Jessica Bendinger,31,Vanessa Lengies,12000,26870825,Comedy|Drama|Sport,Stick It ,22604,14903,3,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,124,English,PG-13,,6.4,0
Robert Rodriguez,0,Leo Howard,87000,20916309,Comedy|Family|Fantasy,Shorts ,5332,88422,4,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37,English,PG,40000000,4.9,431
Gus Van Sant,835,Wayne Knight,1000,21200000,Comedy|Crime|Drama,To Die For ,34774,3598,0,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,162,English,R,20000000,6.8,1000
Henry Joost,24,Marc John Jefferies,646,28876924,Adventure|Crime|Mystery|Sci-Fi|Thriller,Nerve ,4303,1780,0,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35,English,PG-13,20000000,7.1,0
Ed Harris,0,James Gammon,10000,20207003,Crime|Drama|Western,Appaloosa ,50198,10507,0,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,202,English,R,,6.8,0
John Carpenter,0,Cary-Hiroyuki Tagawa,2000,20241395,Action|Horror|Thriller,Vampires ,42664,5123,0,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,403,English,R,20000000,6.1,0
,,,0,,Action|Adventure|Animation|Family|Fantasy,Yu-Gi-Oh! Duel Monsters             ,12417,0,0,http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,51,Japanese,,,7.0,124
Alfred Hitchcock,13000,Vera Miles,606,32000000,Horror|Mystery|Thriller,Psycho ,422432,1885,2,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1040,English,R,806947,8.5,18000
Howard Deutch,41,Taran Killam,1000,19151864,Comedy|Romance,My Best Friend's Girl ,36983,3301,3,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100,English,R,40000000,5.9,0
Shana Feste,19,Bruce Greenwood,15000,23393765,Drama|Romance,Endless Love ,31323,18760,0,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76,English,PG-13,20000000,6.3,0
Garry Marshall,0,Zachary Gordon,995,18882880,Comedy|Drama,Georgia Rule ,20539,4039,3,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,125,English,R,20000000,5.9,681
Steve Rash,15,Adam Arkin,691,8500000,Comedy,Under the Rainbow ,2061,1761,0,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34,English,PG,20000000,5.4,501
Richard Donner,503,John Wood,2000,,Adventure|Comedy|Drama|Fantasy,Ladyhawke ,33597,2251,2,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,185,English,PG-13,20000000,7.0,0
Mark Steven Johnson,160,Jan Hooks,1000,18252684,Comedy|Drama|Family,Simon Birch ,18366,1816,2,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219,English,PG,30000000,6.9,0
Mike Binder,57,Don Cheadle,11000,19661987,Drama,Reign Over Me ,83786,17050,2,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231,English,R,20000000,7.5,0
Sean Penn,0,William Hurt,17000,18352454,Adventure|Biography|Drama,Into the Wild ,426359,18752,0,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760,English,R,15000000,8.2,76000
Todd Phillips,480,Sarah Silverman,970,17803796,Comedy,School for Scoundrels ,26100,4374,1,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97,English,PG-13,20000000,5.9,484
Michael J. Bassett,83,Deborah Kara Unger,991,17529157,Adventure|Drama|Horror|Mystery|Thriller,Silent Hill: Revelation 3D ,49888,2173,0,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1,220,English,R,20000000,5.0,25000
Robert Rodriguez,0,Salma Hayek,16000,25753840,Crime|Fantasy|Horror,From Dusk Till Dawn ,219091,23296,2,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592,English,R,19000000,7.3,12000
Frank Nissen,0,Brenda Blethyn,304,18081626,Animation|Family|Fantasy|Mystery,Pooh's Heffalump Movie ,4180,861,0,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,32,English,G,20000000,6.4,264
Jodie Foster,0,Holly Hunter,21000,17518220,Comedy|Drama|Romance,Home for the Holidays ,9105,25263,1,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76,English,PG-13,20000000,6.6,0
Stephen Chow,0,Chi Ling Chiu,264,17104669,Action|Comedy|Crime|Fantasy,Kung Fu Hustle ,99353,537,1,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,354,Cantonese,R,20000000,7.8,0
,,Mark Feuerstein,909,,Comedy,Fired Up             ,114,1557,2,http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1,6,English,,,6.7,4
Peter Hastings,0,Alex Rocco,3000,16988996,Comedy|Family|Music|Musical,The Country Bears ,3875,8189,1,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75,English,G,35000000,4.0,422
Marc Forster,395,Shaun Toub,283,15797907,Drama,The Kite Runner ,68119,904,0,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230,Dari,PG-13,20000000,7.6,0
Alejandro G. Iñárritu,0,Eddie Marsan,6000,16248701,Drama,21 Grams ,189683,7567,0,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559,English,R,20000000,7.7,0
Paul Abascal,2,Tom Hollander,787,15712072,Action|Crime|Drama|Thriller,Paparazzi ,13210,2915,0,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138,English,PG-13,20000000,5.8,269
Catherine Hardwicke,308,Taylor Lautner,17000,191449475,Drama|Fantasy|Romance,Twilight ,348010,44061,1,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535,English,PG-13,37000000,5.2,19000
Chris Koch,13,Lochlyn Munro,651,15408822,Comedy|Romance,A Guy Thing ,14147,2698,3,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92,English,PG-13,20000000,5.6,401
Amy Heckerling,143,Robert Miano,302,15464026,Comedy|Romance,Loser ,23076,1189,2,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158,English,PG-13,20000000,5.3,1000
Michael Moore,909,Michael Moore,1000,14359793,Crime|Documentary|News,Capitalism: A Love Story ,35137,2327,0,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,188,English,R,,7.4,10000
George Stevens,126,Carroll Baker,940,8000000,Biography|Drama|History,The Greatest Story Ever Told ,6484,1934,6,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100,English,G,20000000,6.6,1000
Billy Ray,53,Michael Kelly,8000,,Crime|Drama|Mystery|Thriller,Secret in Their Eyes ,20186,9941,0,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,81,English,PG-13,19500000,6.2,0
Jason Friedberg,82,Tony Cox,869,14174654,Comedy,Disaster Movie ,74945,2857,0,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,359,English,PG-13,25000000,1.9,0
Nimród Antal,190,Fred Ward,137000,15988876,Action|Crime|Thriller,Armored ,26236,137712,6,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110,English,PG-13,27000000,5.7,0
Jon Amiel,36,Peter Gallagher,13000,13801755,Action|Comedy|Crime|Thriller,The Man Who Knew Too Little ,23928,15183,1,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100,English,PG,20000000,6.6,0
Mark Mylod,20,Ari Graynor,11000,13987482,Comedy|Romance,What's Your Number? ,58957,15713,1,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,91,English,R,20000000,6.0,0
James Mather,4,Vincent Regan,788,14291570,Action|Adventure|Sci-Fi|Thriller,Lockout ,82082,1414,2,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236,English,PG-13,20000000,6.1,10000
Barry Levinson,272,Ariel Gade,1000,12181484,Comedy,Envy ,26390,1189,1,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176,English,PG-13,40000000,4.8,713
Mark Neveldine,83,Clifton Collins Jr.,26000,13630226,Action|Crime|Sci-Fi|Thriller,Crank: High Voltage ,112516,30541,0,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223,English,R,20000000,6.2,0
Woody Allen,11000,Chazz Palminteri,1000,13383737,Comedy|Crime,Bullets Over Broadway ,29385,4302,4,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86,English,R,20000000,7.5,979
Michael O. Sajbel,6,Tiffany Dupont,541,13391174,Biography|Drama|History,One Night with the King ,5796,908,0,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177,English,PG,20000000,6.3,0
Phillip Noyce,176,Tzi Ma,3000,12987647,Drama|Mystery|Romance|Thriller|War,The Quiet American ,24019,3431,2,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,199,English,R,30000000,7.1,983
Gore Verbinski,563,Hope Davis,12000,12469811,Comedy|Drama,The Weather Man ,69172,13156,1,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316,English,R,22000000,6.6,0
Walter Hill,394,Wes Studi,922,12398628,Action|Crime|Drama|Sport,Undisputed ,21542,2880,2,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88,English,R,20000000,6.1,977
David Koepp,192,Dequina Moore,346,13214030,Comedy|Drama|Fantasy|Romance,Ghost Town ,60516,500,3,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,147,English,PG-13,20000000,6.7,0
