num_critic_for_reviews,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,num_voted_users,movie_imdb_link,num_user_for_reviews,language,title_year,actor_2_facebook_likes,movie_facebook_likes
371,114,284,Geraldine Chaplin,6000,18996755,Drama|Thriller,145270,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322,English,2012,382,54000
49,107,572,Warren Beatty,636,14375181,Action|Adventure|Comedy|Music|Thriller,8692,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126,English,1987,631,754
335,87,563,Meryl Streep,13000,20999103,Adventure|Animation|Comedy|Crime|Family,139114,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,245,English,2009,11000,15000
86,103,311,Stockard Channing,11000,14448589,Comedy|Romance,19364,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128,English,2002,944,835
40,99,402,Michael McKean,782,14358033,Comedy|Romance|Sci-Fi|Thriller,17365,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66,English,1992,658,630
242,122,54,Jamel Debbouze,326,33201661,Comedy|Romance,534262,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314,French,2001,326,39000
70,91,762,Bob Saget,976,14018364,Comedy|Crime|Family|Romance,17722,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111,English,2004,799,849
135,103,624,Nia Long,865,13395939,Comedy|Drama|Romance,43442,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146,English,2004,826,0
125,107,171,Tim Blake Nelson,875,20113965,Biography|Drama|Romance,15231,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66,English,2012,596,0
54,106,613,Treat Williams,2000,13376506,Drama,10413,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111,English,1999,642,579
104,101,595,Jeffrey Combs,2000,13208023,Crime|Horror|Thriller,17309,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388,English,2002,886,612
157,109,835,Salma Hayek,14000,13838130,Action|Adventure|Fantasy|Thriller,35990,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157,English,2009,4000,0
159,110,287,Spencer Wilding,11000,5773519,Drama|Horror|Sci-Fi|Thriller,28618,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,2015,1000,11000
78,89,500,Amber Valletta,1000,9652000,Comedy,46205,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147,English,2003,627,0
88,100,706,Sean Hayes,1000,12081447,Comedy|Drama|Music,7794,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25,English,2008,760,866
32,119,249,Jason Robards,521,7000000,Action|Adventure|Drama|Thriller,2933,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,English,1980,372,328
75,83,485,Daniel von Bargen,2000,10431220,Action|Sci-Fi,24216,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162,English,1999,577,401
219,108,61,Dennis Quaid,12000,10326062,Action|Horror|Mystery|Sci-Fi|Thriller,121432,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310,English,2009,2000,10000
83,102,259,Mekhi Phifer,1000,6114237,Drama|Mystery|Sci-Fi|Thriller,19986,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207,English,2001,1000,892
53,93,443,Bridgette Wilson-Sampras,3000,4835968,Action|Adventure|Thriller,4821,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82,English,2002,545,158
61,84,219,Matt Ross,545,4777007,Comedy|Fantasy|Sci-Fi,15130,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98,English,2001,248,565
308,107,167,Benedict Wong,11000,3675072,Adventure|Sci-Fi|Thriller,190132,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801,English,2007,372,15000
70,91,39,Lou Saliba,61,18438149,Comedy|Drama,30842,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93,English,2012,46,0
41,94,379,Anne Bancroft,795,511920,Adventure|Animation|Comedy|Fantasy|Romance,2458,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26,English,2008,754,211
224,115,87,Mark Rylance,1000,10640645,Action|Crime|Drama|Mystery|Thriller,28429,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110,English,2015,535,0
66,93,173,Sophie Okonedo,15000,652526,Action|Adventure|Family|Thriller,20201,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187,English,2006,460,823
253,105,502,Aaron Yoo,884,80050171,Drama|Mystery|Thriller,186982,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491,English,2007,617,0
79,107,472,Fisher Stevens,11000,7564000,Comedy|Crime|Drama|Thriller,54650,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223,English,1995,922,12000
94,101,2,Zan Marolt,499,876671,Adventure|Comedy|Drama|Romance|Thriller|War,22010,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90,English,2007,3,0
77,111,385,Bill Cobbs,1000,2869369,Comedy|Fantasy,65474,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211,English,1994,970,0
106,113,483,Takeshi Kaneshiro,5000,128978,Action|Drama|History|Romance|War,22897,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61,Mandarin,2007,755,0
30,112,533,Kuno Becker,1000,77231,Drama|History|War,3322,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32,Kazakh,2005,580,265
488,126,398,Ewen Bremner,11000,4563029,Action|Drama|Sci-Fi|Thriller,181472,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514,English,2013,557,58000
63,90,541,Bob Balaban,1000,,Adventure|Animation|Comedy|Fantasy|Music|Romance,15790,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40,French,2011,559,0
42,93,596,Glenn Morshower,2000,463730,Comedy,3789,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39,English,2004,894,89
118,98,380,Bai Ling,720,50693162,Action|Drama|Fantasy,136580,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,545,English,1994,581,15000
44,159,72,Anushka Shetty,218,6498000,Action|Adventure|Drama|Fantasy|War,62756,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,410,Telugu,2015,133,21000
214,107,100,Brooklynn Proulx,152,63411478,Drama|Fantasy|Romance|Sci-Fi,114925,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234,English,2009,142,13000
110,102,433,Stephen Collins,747,42640890,Comedy|Romance,32412,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184,English,2007,452,0
187,106,4000,Vin Diesel,23000,144512310,Action|Crime|Thriller,272227,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English,2001,14000,14000
370,87,787,Catherine O'Hara,940,35287788,Animation|Comedy|Family|Horror|Sci-Fi,73886,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165,English,2012,925,25000
276,119,279,Sean Maher,2000,25335935,Action|Adventure|Sci-Fi|Thriller,242599,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,1594,English,2005,505,14000
76,110,511,Charles S. Dutton,865,5881504,Biography|Drama|Romance|Sport,5917,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50,English,2004,534,177
95,125,420,Robert Vaughn,593,60000000,Action|Comedy|Sci-Fi,49934,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224,English,1983,542,0
211,113,785,Sylvester Stallone,22000,29802761,Comedy|Sport,46480,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115,English,2013,13000,12000
160,150,478,Tony Chiu Wai Leung,755,626809,Action|Adventure|Drama|History|War,36894,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105,Mandarin,2008,643,0
97,108,559,Mary Lynn Rajskub,982,127214072,Comedy|Romance,83786,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392,English,2002,935,0
174,96,954,John Michael Higgins,18000,88915214,Comedy|Romance,163665,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169,English,2009,957,9000
23,93,275,Phil Hartman,592,30400000,Comedy,17810,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73,English,1996,516,478
103,100,1000,Alexa PenaVega,12000,85570368,Action|Adventure|Comedy|Family|Sci-Fi,44885,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107,English,2002,2000,478
98,118,906,Alan Ruck,1000,75668868,Action|Adventure|Mystery|Sci-Fi|Thriller,60504,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249,English,1994,946,0
273,122,7,Hye-kyo Song,643,6594136,Action|Biography|Drama,24557,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111,Mandarin,2013,290,13000
279,120,1000,Christoph Waltz,21000,58700247,Drama|Romance,95367,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260,English,2011,11000,33000
22,60,501,Wayne Knight,23000,,Comedy|Family|Sci-Fi,38383,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86,English,,967,0
4,88,46,Bianca Collins,76,,Adventure|Animation|Family|Fantasy,2169,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18,English,2014,47,0
65,146,494,Vincent Pastore,18000,50668906,Biography|Drama|Sport,76016,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,265,English,1999,584,0
98,115,789,Jeff Kober,970,39177215,Crime|Drama|Thriller,30667,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234,English,2002,919,0
116,123,692,Anne Bancroft,931,40334024,Comedy|Crime|Romance,44168,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216,English,2001,754,989
76,94,377,Daniella Alonso,598,71038190,Action|Comedy|Crime,23473,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123,English,2015,557,8000
106,102,280,Shirley Knight,308,24044532,Drama|Romance,19686,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180,English,2001,285,689
55,98,466,Ken Marino,854,22770864,Comedy|Drama,8433,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85,English,2001,543,168
172,133,541,Frank Langella,40000,18653746,Mystery|Thriller,137722,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638,English,1999,903,0
47,118,182,Paul Guilfoyle,24000,17305211,Crime|Drama|Mystery|Thriller,14066,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75,English,1996,210,352
107,105,108,Dagmara Dominczyk,628,16991902,Drama|Music,34592,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191,English,2001,316,0
323,109,736,Gabourey Sidibe,940,47536959,Drama,86955,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,English,2009,906,12000
37,129,982,Jason Marsden,12000,10300000,Adventure|Drama,17859,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,89,English,1996,1000,911
297,109,145,Richard Masur,957,13782838,Horror|Mystery|Sci-Fi,258078,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911,English,1982,163,23000
302,127,904,Nolan Gerard Funk,14000,41997790,Action|Sci-Fi|Thriller,125305,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343,English,2013,924,39000
38,118,12,Claudia Stedelin,37,6482195,Crime|Mystery|Thriller,9740,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,81,English,1997,12,389
31,110,427,Usher Raymond,1000,623374,Action|Adventure|Drama|Thriller|Western,4757,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67,English,2001,569,474
118,90,260,Toby Jones,13000,7871693,Adventure|Family|Fantasy|Sci-Fi,52908,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,102,English,2008,2000,0
546,144,15,Jeffrey W. Jenkins,378,16377274,Drama,105144,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,405,English,2012,18,27000
21,97,217,Ryan Cartwright,4000,,Adventure|Comedy|History|Romance,6691,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,28,English,2007,476,366
86,130,534,Nicole Beharie,2000,9589875,Biography|Drama|Sport,16673,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,45,English,2008,898,0
194,112,724,Maggie Siff,17000,34912982,Action|Adventure|Sci-Fi|Thriller,55617,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266,English,2016,1000,14000
437,133,531,Phylicia Rashad,13000,109712885,Drama|Sport,146708,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,362,English,2015,597,70000
378,150,206,Jon Hamm,10000,92173235,Crime|Drama|Thriller,280228,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420,English,2010,4000,29000
170,110,651,Dennis Quaid,10000,41102171,Comedy|Drama|Romance,57266,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89,English,2012,2000,14000
341,96,681,Brad Pitt,24000,60338891,Comedy|Drama,248468,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,545,English,2008,11000,0
139,96,35,Anthony Simcoe,18000,48006503,Adventure|Comedy|Family|Fantasy,28109,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110,English,2008,82,0
393,123,471,Olivia Wilde,26000,26903709,Action|Biography|Drama|Sport,312629,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475,English,2013,10000,83000
224,188,272,Neil Flynn,786,22450975,Drama,241030,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437,English,1999,625,13000
203,107,574,Tracy Morgan,13000,44867349,Action|Comedy|Crime,75347,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,176,English,2010,642,0
148,110,591,Damon Wayans Jr.,2000,46813366,Comedy|Romance,39440,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83,English,2016,756,15000
131,113,631,Michael Roark,11000,72279690,Drama|Family,17948,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86,English,2011,680,0
350,122,10000,Taylor Lautner,17000,191449475,Drama|Fantasy|Romance,348007,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535,English,2008,12000,19000
129,116,644,Laura Harring,18000,71026631,Crime|Drama|Thriller,98899,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,394,English,2002,669,0
40,93,405,Dave Chappelle,789,68208190,Action|Comedy|Crime|Thriller,60572,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,144,English,1999,744,0
289,118,651,Molly C. Quinn,740,150368971,Comedy|Crime,316671,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,301,English,2013,707,35000
14,115,30,Fedor Bondarchuk,463,,Action|Adventure|Sci-Fi,4387,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,21,Russian,2009,35,240
72,93,263,M.C. Gainey,551,50129186,Action|Crime|Drama|Mystery|Thriller,38399,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,218,English,1997,284,0
89,121,133,Klaus Maria Brandauer,180,55500000,Action|Adventure|Thriller,48636,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,214,English,1983,172,0
265,101,318,Collette Wolfe,496,50213619,Comedy|Sci-Fi,139184,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,243,English,2010,390,12000
54,107,631,Taylor Blackwell,11000,42019483,Drama|Family,6069,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,33,English,2014,641,0
126,124,475,James Frain,9000,23360779,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,31113,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,212,English,2000,1000,852
110,109,582,Jeff Kober,14000,26183197,Action|Crime|Drama|Thriller,38348,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,135,English,2003,919,0
138,105,13000,Bradley Cooper,15000,20991497,Comedy|Drama|Romance,39778,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172,English,2015,14000,11000
31,130,723,Virginia Madsen,2000,13052741,Drama|History,8531,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,57,English,1996,912,591
95,127,577,Reeve Carney,746,14378353,Drama|Mystery|Romance|Thriller,12375,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,194,English,1999,602,846
267,114,2000,Colin O'Donoghue,12000,33037754,Drama|Horror|Mystery|Thriller,75864,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,197,English,2011,3000,23000
175,106,263,Xander Berkeley,685,12339633,Drama|Sci-Fi|Thriller,220591,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,641,English,1997,485,17000
63,95,450,Nathan Lane,944,2954405,Biography|Comedy|Romance,1977,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64,English,2000,886,133
85,81,387,Kenan Thompson,541,30105968,Adventure|Animation|Comedy|Family|Sci-Fi,8860,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,45,English,2008,521,279
44,95,642,Dylan Baker,1000,37788228,Comedy,15046,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,80,English,2003,812,638
334,108,706,Rob Riggle,14000,277313371,Comedy,583341,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,626,English,2009,839,24000
78,105,51,Lynn Hung,461,2126511,Action|Biography|Drama|History,21912,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,45,Cantonese,2015,79,12000
199,95,481,Verne Troyer,45000,205399422,Action|Adventure|Comedy|Crime,181225,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,784,English,1999,645,0
186,126,488,Jack Palance,920,251188924,Action|Adventure,269033,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817,English,1989,549,12000
77,102,785,Dougray Scott,877,1068392,Biography|Drama|War,3865,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,53,English,2011,794,2000
68,121,94,Nick Chinlund,808,144731527,Action|Crime|Thriller,128010,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,136,English,1992,277,0
261,129,624,Quinton Aaron,768,255950375,Biography|Drama|Sport,223127,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,420,English,2009,734,38000
5,43,452,Aimee Garcia,778,,Action|Comedy|Crime,2185,http://www.imdb.com/title/tt4085584/?ref_=fn_tt_tt_1,30,English,,618,0
122,88,640,Cheech Marin,2000,112692062,Action|Adventure|Comedy|Family|Sci-Fi,84325,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,205,English,2001,843,0
340,106,64,Lindsay Sloane,18000,117528646,Comedy|Crime,353442,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,387,English,2011,464,31000
493,110,538,Jeff Bridges,13000,171031347,Adventure|Drama|Western,240962,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,724,English,2010,12000,36000
208,109,505,Anne Hathaway,11000,124732962,Comedy|Drama|Romance,286178,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1,631,English,2006,11000,0
134,143,643,Nichelle Nichols,12000,82300000,Adventure|Mystery|Sci-Fi,63330,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,405,English,1979,664,0
275,120,680,Eric Stonestreet,4000,134455175,Comedy|Crime,97664,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1,232,English,2013,904,17000
120,128,387,Robert Mitchum,22000,79100000,Crime|Thriller,127503,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1,261,English,1991,1000,0
144,123,1000,Jim Sturgess,18000,81159365,Crime|Drama|Thriller,191470,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,278,English,2008,5000,0
332,129,213,Randall Park,492,110008260,Comedy|Romance,94241,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,309,English,2015,392,25000
104,105,278,Nicole Sullivan,1000,67962333,Comedy|Romance,33887,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,160,English,2005,358,919
116,162,362,Kristin Scott Thomas,14000,78651430,Drama|Romance|War,142067,http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1,457,English,1996,1000,0
177,138,210,Matt McCoy,18000,64604977,Crime|Drama|Mystery|Thriller,414219,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,625,English,1997,398,11000
127,100,591,Kelly Preston,947,63939454,Adventure|Comedy|Family|Sci-Fi,61321,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,217,English,2005,742,0
83,90,945,Wilford Brimley,19000,63826569,Comedy,32416,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1,138,English,1997,957,0
97,108,25,Marg Helgenberger,900,60054449,Action|Horror|Sci-Fi|Thriller,61018,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,140,English,1995,759,0
256,101,574,Lin Shaye,40000,26505000,Horror,149285,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,668,English,1984,852,10000
225,109,311,Jake Weber,812,61280963,Horror|Sci-Fi|Thriller,79877,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,677,English,2000,551,0
83,132,80,Anne Parillaud,29000,56876365,Action|Adventure,125219,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1,244,English,1998,130,0
160,123,426,Kevin Connolly,826,59699513,Biography|Drama|Family|History|Sport,20827,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,136,English,2010,638,0
191,87,691,Sarah Michelle Gellar,11000,54132596,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,53786,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1,211,English,2007,4000,0
74,109,568,Riley Smith,1000,52277485,Biography|Drama|Sport,32370,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,196,English,2003,762,0
238,109,923,Justin Timberlake,15000,55802754,Comedy|Romance,270228,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,194,English,2011,3000,41000
177,92,190,Ike Barinholtz,17000,55291815,Comedy,28041,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,111,English,2016,329,0
405,125,825,Ruth Wilson,15000,83299761,Biography|Comedy|Drama|History|Music,117719,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,306,English,2013,2000,39000
61,202,318,Delroy Lindo,18000,48169908,Biography|Drama|History|Romance,63923,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1,156,English,1992,848,0
285,134,120,Maude Apatow,529,67523385,Comedy,104005,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,248,English,2012,130,18000
124,88,931,Bernie Mac,49000,49474048,Comedy|Family,31191,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,120,English,2009,1000,0
164,92,227,Kevin Grevioux,978,45802315,Action|Adventure|Fantasy|Sci-Fi|Thriller,119974,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,169,English,2009,593,0
120,91,766,Christine Taylor,49000,43792641,Comedy|Romance,32157,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,119,English,2007,838,913
90,75,553,Jon Heder,11000,57651794,Comedy|Romance|Sport,40651,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,209,English,2006,970,0
120,98,664,Victor Webster,944,43894863,Comedy|Romance,25883,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,262,English,2005,940,0
117,147,646,Al Pacino,40000,41954997,Biography|Crime|Drama,225122,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1,234,English,1997,14000,0
226,100,766,Jaymes Butler,14000,39532308,Action|Horror|Sci-Fi,198701,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,1138,English,2002,2000,0
223,120,723,Zelda Rubinstein,887,76600000,Fantasy|Horror,105446,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,English,1982,770,11000
193,104,939,Tom Hanks,24000,39692139,Comedy|Crime|Thriller,84131,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,400,English,2004,15000,0
228,103,248,Beau Bridges,15000,40687294,Action|Crime|Drama|Mystery|Thriller,107772,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,398,English,2008,552,0
360,109,3000,Olivia Wilde,20000,37553932,Action|Sci-Fi|Thriller,304318,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,463,English,2011,10000,52000
148,104,584,Noureen DeWulf,1000,37481242,Comedy|Romance,40654,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,97,English,2010,700,0
128,112,196,Steve Howey,969,39026186,Comedy|Drama|Romance,48019,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,153,English,2011,826,13000
3,60,628,Kimberly Elise,897,,Drama|Romance,1641,http://www.imdb.com/title/tt2368645/?ref_=fn_tt_tt_1,11,English,,637,265
46,95,447,Marsha Thomason,1000,33422806,Adventure|Comedy|Fantasy,30771,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,164,English,2001,691,0
40,102,57,Vic Morrow,288,,Comedy|Drama|Family|Sport,16323,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,91,English,1976,257,0
63,102,690,Raul Julia,2000,33423521,Action|Adventure|Comedy|Thriller,53115,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1,282,English,1994,1000,0
193,150,95,Frank Finlay,396,32519322,Biography|Drama|War,497946,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,761,English,2002,338,21000
208,122,140,Jason Flemyng,40000,31598308,Horror|Mystery|Thriller,124765,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541,English,2001,1000,0
122,101,206,Hiam Abbass,446,37617947,Drama|Family|Fantasy,8143,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1,203,English,2006,224,0
228,108,324,Paris Hilton,730,32048809,Horror,94456,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,576,English,2005,716,0
212,98,23,Julia Roberts,20000,33987757,Drama|Romance,168314,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,903,English,2004,8000,12000
392,137,363,Naomi Watts,29000,37304950,Biography|Crime|Drama,102728,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,279,English,2011,6000,16000
208,112,844,Cameron Boyce,1000,30691439,Horror|Mystery,86205,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,232,English,2008,915,5000
137,101,531,Lena Olin,775,30307804,Drama|Fantasy|Horror,43991,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,695,English,2002,541,0
119,103,636,Robert Davi,2000,30669413,Action|Horror|Sci-Fi,105478,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,291,English,1990,683,0
195,101,398,Jesse Tyler Ferguson,2000,28687835,Crime|Drama|Thriller,40964,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1,245,English,2008,648,0
