num_critic_for_reviews,duration,actor_1_facebook_likes,gross,genres,actor_3_name,movie_imdb_link,num_user_for_reviews,country,content_rating,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
225,83,403,53245055,Horror,Brian Johnson,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,290,USA,R,2012,169,1.85,12000
101,109,503,9000000,Comedy|Drama|Music,Harrison Page,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,137,USA,X,1970,46,2.35,0
39,89,356,,Drama|Romance|Western,Debra Paget,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,36,USA,,1956,110,2.35,365
372,96,861,23808111,Documentary,,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,504,USA,PG,2006,68,1.85,0
40,109,183,,Action|Drama|Romance|War,Forrest Tucker,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,69,USA,Approved,1949,102,1.37,624
129,122,543,5355376,Biography|Documentary|Music,Albert Maysles,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,67,USA,PG-13,2008,426,1.85,0
285,100,640,7186670,Adventure|Horror,Magda Apanowicz,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,164,USA,R,2013,550,2.35,12000
29,109,202,,Drama|Family|Romance,Niamh Cusack,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,5,UK,,2015,47,1.85,75
337,95,422,5997134,Biography|Comedy|Drama|Romance,Rhea Perlman,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,126,USA,R,2012,374,1.85,11000
120,94,37,4417124,Documentary,Barbara Kowalcyk,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,183,USA,PG,2008,3,1.78,37000
40,107,544,5355847,Drama,Jason Burkey,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,82,USA,PG-13,2011,264,,0
38,104,22000,3386698,Comedy|Drama|Romance,Holland Taylor,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,86,USA,R,1998,472,1.85,392
387,96,24000,143492840,Comedy|Drama|Romance,Rainn Wilson,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,881,USA,PG-13,2007,3000,1.85,10000
185,93,3000,5283379,Comedy|Drama,Kathleen Rose Perkins,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,79,USA,R,2014,439,2.35,0
348,102,321,2981638,Drama|Mystery|Thriller,Brady Corbet,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,186,USA,R,2011,300,2.35,0
155,84,612,3122616,Comedy|Drama,Jake Lacy,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73,USA,R,2014,457,2.35,0
181,97,496,2508841,Crime|Drama,Misty Upham,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93,USA,R,2008,238,1.85,0
149,91,130,4946250,Documentary|Music,Merry Clayton,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,80,USA,PG-13,2013,19,1.78,14000
54,84,21000,1950218,Comedy|Drama,Angel David,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,102,USA,R,1997,104,1.85,387
18,86,778,1277257,Comedy|Drama|Romance,Vincent Pastore,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,32,UK,R,1996,695,1.85,227
122,91,1000,45857453,Comedy|Drama|Music,Lesley Sharp,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174,UK,R,1997,891,1.85,0
87,92,783,1677838,Documentary,Colette Divine,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155,USA,PG,2006,659,1.75,0
51,94,1000,1744858,Comedy|Drama|Romance|Sport,Mary McCormack,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,120,USA,R,2000,826,2.35,671
260,92,1000,,Comedy|Fantasy|Mystery,Ella Joyce,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,366,USA,R,2002,282,1.85,0
218,103,2000,80021740,Adventure|Comedy|Family|Fantasy|Horror,Ken Marino,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,USA,PG,2015,1000,2.35,35000
16,100,245,982214,Drama,Bonz Malone,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,51,USA,R,1998,38,1.85,603
12,119,957,798341,Crime|Drama|Mystery,Rick Macy,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,63,USA,PG-13,2001,81,1.85,100
1,167,353,610991,Drama|Romance,Jaya Bhaduri,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,19,India,,2000,186,2.35,92
48,92,1000,,Comedy,Dom DeLuise,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131,USA,R,1981,898,2.35,0
59,92,406,582024,Comedy|Sci-Fi,Matt Stone,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,168,USA,NC-17,1997,203,1.85,0
88,108,11000,548712,Drama|Romance,Shea Whigham,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,126,USA,R,2003,552,2.35,571
28,97,611,464655,Comedy|Drama,Kathryn Erbe,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,29,USA,R,1997,394,1.85,166
44,88,638,464126,Drama,A.J. Buckley,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,68,USA,R,2002,400,1.85,115
13,100,844,428535,Comedy|Romance,Robert Beltran,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,32,USA,R,2000,625,,24
117,100,11000,750100,Drama,Olivia Crocicchia,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,61,USA,R,2013,733,1.85,0
100,124,20,621240,Crime|Drama,Ranin Karim,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,32,Germany,,2009,13,1.85,0
117,88,1000,104077,Comedy|Drama|Fantasy|Romance,Chase Ellison,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,88,USA,R,2006,835,1.78,11000
140,106,7000,334658,Drama|Romance|Sci-Fi,Venida Evans,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,160,USA,R,2014,71,2.39,32000
29,79,855,279282,Comedy|Drama|Romance,Kathleen Quinlan,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,49,USA,PG-13,2003,577,1.85,150
308,135,873,43982842,Drama|Fantasy|Thriller,Tom McCarthy,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,593,USA,PG-13,2009,559,2.35,16000
248,96,3,484221,Biography|Crime|Documentary|History,Syamsul Arifin,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,107,UK,Not Rated,2012,3,1.85,20000
84,53,141,274661,Crime|Documentary|War,Greg D'Agostino,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,40,USA,R,2007,125,1.85,0
40,97,102,144431,Documentary|Sport,Ahmet Ertegun,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,13,UK,PG-13,2006,7,1.85,587
,120,12,227241,Drama,Aasheekaa Bathija,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,2,USA,Unrated,2004,3,,32
13,90,978,112521,Comedy|Drama,Melissa Gilbert,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,16,USA,PG-13,2000,922,,25
31,91,53,287761,Adventure|Biography|Documentary|Drama,Anthony Powell,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,16,New Zealand,PG,2013,24,1.85,0
43,93,20,100240,Documentary,Jason Bateman,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,11,Denmark,G,2014,8,,0
2,112,260000,96734,Action|Drama,Raquel Elizabeth Ames,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5,USA,PG-13,2012,984,1.85,706
4,160,724,49000,Thriller,Sunil Shetty,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,30,India,,2005,668,,31
238,95,969,100659,Horror,Dee Wallace,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,193,USA,R,2009,962,1.85,0
112,93,443,48430,Comedy|Crime|Thriller,Nathaniel Parker,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,73,USA,R,2010,298,1.85,0
33,88,499,21210,Comedy|Crime,Josh Pais,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,52,USA,R,1998,230,1.85,157
8,105,590,,Crime|Drama|Romance,Adrienne Frantz,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,43,USA,R,1999,231,,27
95,98,96,22434,Comedy|Drama,James Lorinz,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,17,USA,R,1996,71,1.85,43
29,82,2000,12996,Action|Comedy|Fantasy|Sci-Fi,Jamie Kennedy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,54,USA,R,2000,571,1.85,210
3,89,386,,Comedy|Romance,Hallee Hirsh,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,6,USA,,2009,261,1.78,143
71,78,262,10018,Crime|Drama|Thriller,Jonathon Trent,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,31,USA,Not Rated,2006,163,1.85,244
36,97,446,62480,Drama|Sci-Fi,Meredith Hagner,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,7,USA,R,2015,171,2.39,793
56,81,975,6387,Comedy|Drama|Sci-Fi,Ian Bohen,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,37,USA,R,2006,645,1.85,0
8,90,491,5494,Comedy|Drama,Veronica Cartwright,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,13,USA,R,1997,490,,17
3,97,639,,Action|Adventure|Comedy|Fantasy|Sci-Fi,Jennifer Sky,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,9,USA,R,2005,361,1.78,128
8,88,563,721,Action|Drama,Jesse Hutch,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,12,Germany,R,2006,288,1.85,42
9,96,474,703,Comedy|Drama,Heather Bucha,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,21,USA,R,2001,436,1.85,47
87,105,327,,Crime|Drama|Romance,Gabriel Reyes,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15,Mexico,Not Rated,2013,9,1.85,0
6,,7,,Comedy|Family,Javed Sheikh,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15,Pakistan,,2015,5,,259
14,76,442,,Drama|Romance,Laura Breckenridge,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,75,USA,Not Rated,2006,403,1.85,501
20,96,782,,Comedy|Drama,Amy Sedaris,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,8,USA,,2014,490,1.78,903
23,99,363,,Crime|Drama|Thriller,James Eckhouse,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,26,USA,R,2006,275,,138
6,90,984,,Comedy,Alicia Ziegler,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,28,USA,R,2009,157,16.0,297
12,94,694,,Drama,Louise Sorel,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,7,UK,,1965,196,1.37,32
2,87,767,,Drama,Janet Hubert,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,22,USA,PG,2004,282,,141
12,93,34000,,Drama,Bokeem Woodbine,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,24,USA,R,2008,17000,1.85,599
,90,1000,,Drama,Diane Venora,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,,USA,R,2008,618,,3
64,89,199,,Comedy|Horror|Sci-Fi,Kevin Hamedani,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,39,USA,R,2009,37,1.85,0
7,83,458,,Horror,Tim Abell,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,14,USA,PG-13,2012,383,1.78,150
9,96,90,,Drama|Romance,Joseba Ugalde,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,7,Spain,Unrated,2014,0,2.35,68
21,90,898,,Comedy|Drama|Romance,Reg E. Cathey,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,12,USA,,2011,395,1.66,370
,138,592,,Comedy|Music,Chrystee Pharris,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,1,USA,PG-13,2009,207,,41
1,84,10000,,Western,Randy Jay Burrell,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,6,USA,PG-13,2014,854,1.78,54
95,83,224,,Horror|Thriller,Jay Paulson,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,47,USA,R,2012,59,1.85,0
40,96,335,,Horror|Mystery,Jennie Jacques,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,41,UK,Not Rated,2012,334,2.35,968
6,94,92,,Drama|Thriller,Summer Napoles,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,24,USA,,2006,17,,91
16,90,57,,Drama|Musical|Sci-Fi,Kristian Bruun,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,16,Canada,,2014,40,,48
39,95,677,,Horror,Fiona Dourif,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,19,USA,R,2015,366,2.35,936
150,93,214,,Action|Comedy|Horror,Jarrod Phillips,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,30,USA,Not Rated,2013,211,2.35,0
1,111,657,,Drama,Leonor Varela,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,1,USA,PG,2014,608,,212
393,101,3000,2319187,Crime|Drama|Mystery|Thriller,Tuppence Middleton,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,212,UK,R,2013,1000,2.35,23000
32,103,754,,Drama|Romance|Sci-Fi,Claire Bloom,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,55,USA,PG,1968,605,2.35,785
78,87,696,,Horror|Thriller,Michael McMillian,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,56,Germany,R,2013,371,,2000
,30,775,,Comedy,Bruno Campos,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,14,USA,,,275,,57
8,100,529,,Drama,Cathryn de Prume,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,64,USA,Not Rated,2014,413,,884
6,90,1000,,Comedy|Romance,Eartha Kitt,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,4,USA,,2007,569,,42
9,83,56,,Documentary|News,Eve Ensler,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,3,USA,,2014,28,,489
134,108,10000,9600000,Crime|Drama|Romance,Rod Steiger,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,281,USA,Not Rated,1954,416,1.85,0
18,100,945,20186,Comedy,Kristen Johnston,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,15,USA,R,2011,756,2.35,995
233,113,131,1185783,Drama,Alexandru Potocean,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,172,Romania,Not Rated,2007,60,1.85,14000
10,97,1000,,Horror,Jan Cornet,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3,USA,,2015,171,,52
231,104,109,1007962,Crime|Drama|Thriller,Patrick Wilson,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,651,USA,R,2005,8,2.35,12000
65,91,982,381186,Drama|Thriller,Edie Falco,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,90,USA,R,2005,796,2.35,698
76,107,144,439958,Drama,Sina Amedson,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,43,France,R,2011,127,2.35,0
327,85,282,16097842,Biography|Drama|Romance,Ariana Neal,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,168,USA,R,2013,270,1.85,17000
62,101,975,6643,Comedy|Fantasy|Thriller,Alia Shawkat,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,39,USA,R,2012,947,2.35,0
116,70,16,102797150,Animation|Drama|Family,Ann Gillis,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,136,USA,Approved,1942,12,1.33,0
73,88,465,442638,Comedy|Romance|Sport,Adam Carolla,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,23,USA,R,2007,140,,337
238,112,12000,42919096,Action|Drama|Thriller,Nadine Velazquez,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,USA,PG-13,2013,1000,2.35,12000
35,107,23000,819939,Comedy|Drama|Romance,Jacqueline Bisset,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,252,USA,R,2003,813,1.85,0
2,78,0,,Drama,Teddy Doloir,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2,France,,2011,0,16.0,24
6,90,904,,Drama,Quinton Aaron,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,3,USA,R,2013,782,,181
115,88,938,1243961,Comedy,Nia Vardalos,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34,USA,R,2012,904,2.35,0
193,92,904,3094687,Comedy|Drama|Romance,Rob Huebel,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,61,USA,R,2012,517,2.35,0
16,95,284,15278,Drama|Fantasy|Sci-Fi,Hal Linden,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,158,USA,PG,2002,234,1.85,409
68,85,418,,Crime|Drama|Thriller,Georgia Groome,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,72,UK,R,2006,146,2.35,933
16,86,489,,Action|Comedy|Drama|Sci-Fi,Michelle Tabora,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,23,USA,,2015,207,,549
