director_name,num_critic_for_reviews,duration,actor_2_name,gross,actor_1_name,num_voted_users,plot_keywords,movie_imdb_link,language,country,content_rating
Richard Marquand,197,134,Ian McDiarmid,309125409,Harrison Ford,681857,death star|emperor|empire|princess|rebel,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,English,USA,PG
Neil Marshall,254,113,Jason Cope,10955425,Ryan Kruger,62770,cure|quarantine|scotland|virus|wall,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,English,UK,R
Stephen Daldry,299,124,David Kross,34180954,Kate Winslet,189812,love|reading|teaching oneself to read|trial|war crime,http://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,English,USA,R
David Wain,163,98,Lauren Ambrose,17225675,Justin Theroux,62198,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,http://www.imdb.com/title/tt1655460/?ref_=fn_tt_tt_1,English,USA,R
Jon Favreau,152,97,Zooey Deschanel,173381405,Peter Dinklage,147597,baby|christmas spirit|elf|new york city|north pole,http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1,English,USA,PG
Jon Turteltaub,53,123,Kyra Sedgwick,104632573,Robert Duvall,63839,brain tumor|genius|psionic power|telekinesis|terminal illness,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1,English,USA,PG
Brian Levant,67,99,Nichelle Nichols,81150692,James Coburn,20219,dentist|dog|inheritance|race|sled dog,http://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1,English,Canada,PG
Richard Donner,88,101,Alfre Woodard,60328558,Bill Murray,61396,christmas|compassion|executive|ghost|redemption,http://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1,English,USA,PG-13
Jared Hess,163,92,Moises Arias,80197993,Ana de la Reguera,65551,lucha libre|monastery|nun|orphan|wrestling,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,English,Germany,PG
Paul Feig,371,131,Wendi McLendon-Covey,169076745,Matt Lucas,218711,best friend|failure|food|job|partial female nudity,http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,English,USA,R
Evan Goldberg,418,107,James Franco,101470202,Channing Tatum,310540,apocalypse|celebrity|ensemble cast|party|rapture,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,English,USA,R
Rupert Wainwright,131,103,Enrico Colantoni,50041732,Nia Long,54390,catholic|priest|stigmata|vatican|wound,http://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1,English,USA,R
George Tillman Jr.,98,129,Charlize Theron,48814909,Robert De Niro,89424,african american|amputee|navy|racial discrimination|racism,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1,English,USA,R
John Luessenhop,119,107,Hayden Christensen,57744720,Paul Walker,46961,armored car|bank|falling out among thieves|heist|planning,http://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1,English,USA,PG-13
Justin Zackham,133,89,Robert De Niro,21784432,Robin Williams,37493,adoption|divorce|family relationships|farce|wedding,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,English,USA,R
John Whitesell,88,113,Tony Curran,37911876,Brandon T. Jackson,19671,fbi agent|murder|performing arts school|scene during end credits|undercover,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,English,USA,PG-13
Duncan Jones,522,93,Cas Anvar,54696902,Jake Gyllenhaal,379462,bomber|time|time loop|train|trapped in a time loop,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,English,USA,PG-13
Frank Marshall,43,120,Danny Nucci,36733909,Illeana Douglas,38949,andes mountains|crash|death|starvation|stranded,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,English,USA,R
Joel Schumacher,224,98,Virginia Madsen,35063732,Logan Lerman,164608,destiny|detective|imagination|murder|sex scene,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,English,USA,R
Jean-Pierre Jeunet,122,105,Julian Richings,99462,Callum Rennie,11347,3 dimensional|cartographer|punctuation in title|smithsonian|train,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,English,France,PG
Steven Spielberg,56,142,John Belushi,,Christopher Lee,25193,california|captain|cult film|pearl harbor|submarine,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,English,USA,PG
John Gatins,75,98,Freddy Rodríguez,32701088,Ken Howard,10018,colon in title|horse|kentucky|overalls|six word title,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,English,USA,PG
David Cronenberg,441,96,Kyle Schmid,31493782,Viggo Mortensen,186606,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,English,USA,R
Louis Leterrier,163,87,Jason Flemyng,43095600,Jason Statham,156267,driver|french|kidnapping|police|sequel,http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,English,France,PG-13
Sam Raimi,63,107,Pat Hingle,18636537,Leonardo DiCaprio,69197,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,http://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1,English,Japan,R
Peter Howitt,90,90,Mike Doyle,17848322,Frances Fisher,18771,date|divorce|divorce lawyer|drinking|lawyer,http://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,English,Ireland,PG-13
Martin Scorsese,163,121,Marc Anthony,16640210,Nicolas Cage,53028,ambulance|ghost|hell|paramedic|rescue,http://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1,English,USA,R
Miguel Sapochnik,197,119,RZA,13763130,Alice Braga,87768,artificial organ|best friend|enforcer|future|near future,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,English,USA,R
Hyung-rae Shim,93,107,Aimee Garcia,10956379,Robert Forster,21506,antique shop|asian dragon|dragon|korean|reporter,http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,English,South Korea,PG-13
Norman Jewison,15,110,Nancy Travis,4357000,Haley Joel Osment,5176,box office flop|circus|imaginary friend|magician|one word title,http://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,English,USA,PG
Don Scardino,260,100,Olivia Wilde,22525921,Steve Buscemi,60596,magic|magic kit|magician|stage magician|vegas,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,English,USA,PG-13
Mark Dindal,18,75,Frank Welker,3562749,George Kennedy,5600,animal|cat|child star|hollywood|star,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,English,USA,G
Tim Robbins,70,132,Vanessa Redgrave,2899970,Bill Murray,8039,1930s|depression|play|theatre|union,http://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1,English,USA,R
Steven Soderbergh,183,105,Beau Bridges,1304837,Tony Curran,21481,american|driver|journalist|russian|secret,http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,English,USA,R
Tom Reeve,12,93,Rollo Weeks,,Joan Plowright,3088,dragon|knight|love|priest|princess,http://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1,English,USA,PG
Francis Ford Coppola,261,289,Marlon Brando,78800000,Harrison Ford,450676,army|green beret|insanity|jungle|vietnam,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,English,USA,R
Nanette Burstein,167,102,Kelli Garner,17797316,Rob Riggle,50523,bar|job|long distance relationship|male pubic hair|pubic hair,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,English,USA,R
Stephen Herek,42,143,Olympia Dukakis,82528097,Alicia Witt,30230,1990s|high school|high school teacher|teacher inspires students|teaching,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,English,USA,PG
Ariel Vromen,130,113,Jordi Mollà,14268533,Gary Oldman,17319,cia|husband wife relationship|memory|tied up while barefoot|violence,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,English,UK,R
Sydney Pollack,66,161,Michael Gough,87100000,Meryl Streep,52339,africa|hunter|love|marriage|plantation,http://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,English,USA,PG
Robert Zemeckis,449,138,Bruce Greenwood,93749203,Denzel Washington,264047,airline|flight|flight attendant|lawyer|pilot,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,English,USA,R
Lewis Gilbert,121,126,Lois Chiles,62700000,Desmond Llewelyn,69534,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,http://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,English,UK,PG
Wes Anderson,536,99,Tom Wilkinson,59073773,Bill Murray,475518,first person narration|hotel|lobby boy|mentor protege relationship|painting,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,English,USA,R
Scott Hicks,135,101,Mika Boorem,24185781,Anthony Hopkins,30339,based on multiple works|bully|kiss|memory|mysterious stranger,http://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,English,USA,PG-13
Frank Marshall,74,103,Peter Jason,53133888,Julian Sands,50389,arachnophobia|death|doctor|small town|spider,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,English,USA,PG-13
Gregory Hoblit,168,118,Andre Braugher,44983704,Dennis Quaid,81866,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,English,USA,PG-13
Paul Feig,464,116,Kate McKinnon,118099659,Ed Begley Jr.,69790,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,English,USA,PG-13
John Francis Daley,204,99,Norman Reedus,58879132,Chris Hemsworth,66123,amusement park|dysfunctional family|road trip|sequel|vacation,http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,English,USA,R
Barry Sonnenfeld,96,105,Rene Russo,72077000,Delroy Lindo,62986,debt|loan shark|mobster|movie business|producer,http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,English,USA,R
Rob Marshall,223,113,Chita Rivera,170684505,Colm Feore,172080,fame|jail|jazz age|murder|vaudeville,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,English,USA,PG-13
Dennis Dugan,112,93,Adam Sandler,163479795,Steve Buscemi,161858,homosexual|law|law school|responsibility|vomiting,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,English,USA,PG-13
J.B. Rogers,142,108,Shannon Elizabeth,145096820,Alyson Hannigan,200260,beach|beach house|college|party|student,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,English,USA,R
John Lasseter,166,74,John Ratzenberger,191796233,Tom Hanks,623757,claw crane|cowboy|jealousy|rivalry|toy,http://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,English,USA,G
Jan de Bont,114,116,Alan Ruck,121248145,Keanu Reeves,260981,bomb|bus|elevator|explosive|rescue,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,English,USA,R
Michael Sucsy,214,104,Lucas Bryant,125014030,Channing Tatum,145852,car accident|life support|memory loss|trauma|voice recording,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,English,USA,PG-13
Tom Vaughan,126,106,Brendan Fraser,11854694,Harrison Ford,14281,cure|disease|imagination|race against time|venture capital,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,English,USA,PG
Boaz Yakin,157,120,Denzel Washington,115648585,Ryan Gosling,160776,american football|based on true story|head coach|high school|school,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,English,USA,PG
John McTiernan,104,135,Jeffrey Jones,122012643,Scott Glenn,143696,analyst|defection|navy|soviet submarine|submarine,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,English,USA,PG
Lee Daniels,304,132,David Oyelowo,116631310,Alex Pettyfer,87665,butler|civil rights|hotel|president|white house,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,English,USA,PG-13
Rawson Marshall Thurber,191,92,Stephen Root,114324072,Gary Cole,185338,dodgeball|gym|las vegas|pirate|ups,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,English,USA,PG-13
Barry Sonnenfeld,55,99,Raul Julia,113502246,Anjelica Huston,96607,accountant|loan shark|macabre|uncle|uncle fester,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,English,USA,PG-13
Steve Oedekerk,59,90,Bob Gunton,108360000,Bruce Spence,160321,africa|bat|hawaiian shirt|pregnancy|pregnant,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,English,USA,PG-13
Garry Marshall,108,111,Hector Elizondo,108244774,Anne Hathaway,94049,cinderella story|fish out of water|makeover|manners|princess,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,English,USA,G
Hugh Wilson,50,103,Elizabeth Berkley,105444419,Stockard Channing,31817,cult film|female therapist|revenge|revenge motive|therapy session,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,English,USA,PG
David Fincher,216,127,Brad Pitt,100125340,Morgan Freeman,1023511,detective|police partner|serial killer|serial murder|seven deadly sins,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,English,USA,R
Neill Blomkamp,472,112,Jed Brophy,115646235,Sharlto Copley,531737,alien|ghetto|prawn|refugee|refugee camp,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,English,South Africa,R
Stephen Hillenburg,89,87,Bill Fagerbakke,85416609,Scarlett Johansson,58906,based on tv series|crown|dream|king neptune|plankton,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,English,USA,PG
Clint Eastwood,229,138,Spencer Treat Clark,90135191,John Doman,338415,ballistics|detective|friend|gun|sexual abuse,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,English,USA,R
Clint Eastwood,268,132,Morgan Freeman,100422786,Clint Eastwood,482064,boxing|boxing trainer|death|suicide attempt|women boxing,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,English,USA,PG-13
Harold Ramis,145,103,Chazz Palminteri,106694016,Robert De Niro,123940,analyst|mafia|patient|psychiatrist|wedding,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,English,USA,R
Nick Cassavetes,177,123,Kevin Connolly,64286,Ryan Gosling,396396,class differences|letter|nursing home|second chance|summer love,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,English,USA,PG-13
Anne Fletcher,175,111,Bern Cohen,76806312,Judy Greer,124501,boss|bridesmaid|friend|love|wedding,http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,English,USA,PG-13
Peter Chelsom,131,102,Vanessa Williams,79566871,Emily Osment,31760,farm|female protagonist|hannah montana|horseback riding|overalls,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,English,USA,G
Stig Bergqvist,41,78,Casey Kasem,76501438,Elizabeth Daily,8146,amusement park|baby|france|paris france|villain,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,English,Germany,G
Barbra Streisand,30,132,Blythe Danner,74787599,George Carlin,12549,new york|psychiatrist|shrimper|south carolina|twins,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,English,USA,R
Edward Zwick,57,133,Brad Pitt,66528842,Anthony Hopkins,112175,epic|heart|killing an animal|passion|usa,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,English,USA,R
Jason Reitman,391,108,Anna Kendrick,83813460,J.K. Simmons,270238,airport|business trip|downsizing|on the road|travel,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,English,USA,R
Alexander Payne,217,125,June Squibb,65010106,Hope Davis,107557,highway travel|on the road|retirement|road movie|wedding,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,English,USA,R
Jonathan Levine,452,98,Vincent Leclerc,66359959,Cory Hardrict,184641,fight|memory|teenager|undead|zombie,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,English,USA,PG-13
Rian Johnson,589,119,Bruce Willis,66468315,Joseph Gordon-Levitt,428916,chase|future|surprise ending|time loop|time travel,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,English,USA,R
Chris Weitz,61,87,Mark Addy,64172251,Chazz Palminteri,19079,angel|butler|heaven|manhattan new york city|reincarnation,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,English,USA,PG-13
Chris Noonan,79,91,Christine Cavanaugh,66600000,Miriam Margolyes,94435,dog|farmer|pig|sheep|sheepdog,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,English,Australia,G
David Frankel,234,100,Steve Carell,63536011,Meryl Streep,34258,couple|intimacy|marriage|marriage counseling|middle age couple,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,English,USA,PG-13
Nicholas Stoller,253,118,Jack McBrayer,62877175,Mila Kunis,217507,breakup|hawaii|hotel|male full frontal nudity|resort,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,English,USA,R
,51,44,Aimee Teegarden,,Zach Gilford,42746,football|football coach|high school|small town|texas,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,English,USA,TV-14
John Singleton,123,109,Tony Nappo,74484168,Josh Charles,109894,bare butt|corrupt police|four brothers|funeral|murder,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,English,USA,R
Michael McCullers,145,99,Amy Poehler,60269340,Tina Fey,34079,baby|book|cartoon on tv|female protagonist|male anorexia,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,English,USA,PG-13
Forest Whitaker,65,114,Harry Connick Jr.,60033780,Bill Cobbs,18973,best friend|friend|mother daughter relationship|small town|texas,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,English,USA,PG-13
Gary Winick,152,89,Steve Howey,58715510,Anne Hathaway,79094,best friend|dyed hair|fake tan|rivalry|wedding,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,English,USA,PG
Steven Brill,94,95,Scott Adsit,58156435,Antony Starr,37479,death|friend|hijacker|river|tree house,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,English,USA,PG-13
Gary Winick,119,98,Judy Greer,56044241,Jennifer Garner,122187,13 year old|13th birthday|30 year old|wish|year 1987,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,English,USA,PG-13
Woody Allen,487,94,Audrey Fleurot,56816662,Kurt Fuller,301149,1920s|golden age|midnight|paris france|time travel romance,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,English,Spain,PG-13
Peter Lepeniotis,121,85,Brendan Fraser,64238770,Liam Neeson,19547,bank robbery|heist|raccoon|rat|squirrel,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,English,Canada,PG
Ted Demme,147,124,Ethan Suplee,52937130,Johnny Depp,198066,1960s|1970s|california|cocaine|wealth,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,English,USA,R
Luis Mandoki,85,131,John Savage,52799004,Robin Wright,28942,beach|bottle|jogging|letter|love,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,English,USA,PG-13
William Shatner,98,107,Nichelle Nichols,55210049,Leonard Nimoy,43743,captain|half brother|klingon|planet|vulcan,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,English,USA,PG
John Schultz,39,99,Robert Forster,51432423,Brenda Song,15074,basketball|lightning|nba|orphanage|shoe,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,English,USA,PG
Peter Segal,43,83,Fred Ward,51109400,George Kennedy,76850,retirement|spoof|terrorist|transsexual|undercover,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,English,USA,PG-13
John Glen,108,131,Alison Doody,50300000,Patrick Macnee,68565,computer|earthquake|microchip|official james bond series|silicon valley,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,English,UK,PG
Steve Box,209,85,Geraldine McEwan,56068547,Mark Gatiss,98160,competition|giant vegetable|pest control|stop motion animation|vegetable,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,English,UK,G
Richard LaGravenese,131,126,Harry Connick Jr.,53680848,Gerard Butler,167967,birthday|friendship|hairy chest|letter|widow,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,English,USA,PG-13
Frederik Du Chau,73,102,Frankie Muniz,49186871,Bruce Greenwood,12570,farm|horse|kentucky|racehorse|zebra,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,English,USA,PG
Joe Wright,316,123,Alfie Allen,50921738,Benedict Cumberbatch,192930,death of sister|dying|loss of virginity|septicemia|sex,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,English,UK,R
Gary Winick,159,105,Marcia DeBonis,53021560,Vanessa Redgrave,74630,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,English,USA,PG
Ridley Scott,63,125,Ken Takakura,45645204,Stephen Root,39306,counterfeit|detective|japan|police chase|yakuza,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,English,USA,R
Bobby Farrelly,162,92,Larry David,44328238,Kate Upton,25484,mule|nun|orphanage|tennis court|the three stooges,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,English,USA,PG
Tim Burton,267,77,Christopher Lee,53337608,Johnny Depp,188785,arranged marriage|bride|corpse|groom|woods,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,English,USA,PG
James Gartner,95,118,Austin Nichols,42643187,Mehcad Brooks,34910,coach|college basketball|national championship|ncaa|texas,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,English,USA,PG
Denis Villeneuve,478,121,Bernardo Saracino,46875468,Edgar Arreola,196217,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,English,USA,R
Antoine Fuqua,305,124,50 Cent,52418902,Jake Gyllenhaal,147128,boxer|boxing training|death of wife|male in shower|rage,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,English,USA,R
Sam Raimi,397,99,Alison Lohman,42057340,Bojana Novakovic,158354,evil|fight|hell|psychic|psychologist,http://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,English,USA,PG-13
Lee Toland Krieger,214,112,Michiel Huisman,42478175,Harrison Ford,93767,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,English,USA,PG-13
Tim McCanlies,82,111,Robert Duvall,41407470,Haley Joel Osment,43378,africa|eyeglasses|money|texas|veteran,http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,English,USA,PG
Jon M. Chu,138,107,Stephen Boss,42385520,Alyson Stoner,47297,dance|dance crew|dancer|mortgage|new york city,http://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,English,USA,PG-13
John Stockwell,69,104,Mika Boorem,40118420,Faizon Love,26066,bikini|female surfer|sister sister relationship|surfing contest|swimsuit,http://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,English,USA,PG-13
Marc Forster,253,113,Christian Stolte,40137776,Will Ferrell,186977,author|fate|novelist|professor|writer,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,English,USA,PG-13
David Slade,304,113,Mark Rendall,39568996,Danny Huston,138435,alaska|small town|snow|vampire|winter,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,English,USA,R
Drew Goddard,634,95,Bradley Whitford,42043633,Chris Hemsworth,277172,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,English,USA,R
Jason Friedberg,111,86,Diedrich Bader,38232624,Carmen Electra,88518,king|persian|spartan|training|xerxes,http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,English,USA,PG-13
Martin Brest,77,126,Yaphet Kotto,38413606,Robert De Niro,54042,accountant|bounty hunter|fbi|mafia|mob,http://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,English,USA,R
Paul Michael Glaser,120,101,Maria Conchita Alonso,38122105,Yaphet Kotto,112669,game of death|government conspiracy|latina|oppression|police,http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,English,USA,R
Frank Oz,63,102,Jim Belushi,38747385,Bill Murray,49349,eclipse|florist|nerd|plant|shop,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,English,USA,PG-13
Joe Wright,417,111,Vicky Krieps,40247512,Jessica Barden,159198,assassin|female warrior|martial arts|playground|training,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,English,USA,PG-13
,9,60,Joan Allen,,Zach Gilford,3322,family drama|lie|missing child|political campaign|secret,http://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,English,USA,TV-PG
John R. Leonetti,59,95,Talisa Soto,35927406,Brian Thompson,36363,alternate reality|battle|martial arts|mortal kombat|warrior,http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,English,USA,PG-13
Tom Hanks,218,98,Rob Riggle,35565975,Tom Hanks,49205,bus stop|college|community college|scooter|speech class,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,English,USA,PG-13
Kimberly Peirce,359,100,Judy Greer,35266619,Chloë Grace Moretz,108242,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,English,USA,R
Liz Friedlander,101,118,Yaya DaCosta,34703228,Alfre Woodard,21767,ballroom|dance|dance teacher|student|teacher,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,English,USA,PG-13
,52,28,Kevin Connolly,,Debi Mazar,135643,actor|fame|friendship between men|hollywood california|sitcom,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,English,USA,TV-MA
Phil Joanou,85,125,Jurnee Smollett-Bell,38432823,Dwayne Johnson,33067,alliterative title|football|football coach|football practice|football team,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,English,USA,PG-13
Sam Weisman,64,94,Larry Miller,32095318,Bernie Mac,12466,businessman|ring|thief|vulgarity|washington d.c.,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,English,USA,PG-13
Shane Acker,263,79,Alan Oppenheimer,31743332,Martin Landau,111117,hope|key|machine|number|rag doll,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,English,USA,PG-13
Steven Soderbergh,450,106,David Costabile,32154410,Channing Tatum,148327,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,English,USA,R
Martha Coolidge,85,111,Miranda Richardson,28165882,Devin Ratray,31984,denmark|king|love|prince|wisconsin,http://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,English,USA,PG
Stephen J. Anderson,162,63,Robert Lopez,26687172,Craig Ferguson,15600,disney|owl|rabbit|sequel|tiger,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,English,USA,G
Troy Miller,85,85,Mimi Rogers,26096584,Elden Henson,30651,1980s|buddy|high school|prequel to cult favorite|teenager,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,English,USA,PG-13
Warren Beatty,110,108,Kirk Baltz,26525834,Warren Beatty,21998,hip hop|liberal|politics|senator|truth,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,English,USA,R
Tate Taylor,165,139,Josh Hopkins,30513940,Tika Sumpter,15843,1970s|1980s|african american|breaking the fourth wall|mother son relationship,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,English,USA,PG-13
Carl Franklin,64,127,William Hurt,23209440,Meryl Streep,9283,cancer|job|love|new york|professor,http://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,English,USA,R
