director_name,duration,director_facebook_likes,actor_1_facebook_likes,genres,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,content_rating,budget,title_year,actor_2_facebook_likes,movie_facebook_likes
Kenneth Branagh,135,0,5,Drama|Musical|Romance,926,24,Joseph Kaiser,1,http://www.imdb.com/title/tt0475331/?ref_=fn_tt_tt_1,,27000000,2006,4,359
Steve Carr,91,41,567,Action|Comedy|Crime,84209,2954,Allen Covert,1,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1,PG,26000000,2009,402,0
Mark Waters,97,70,2000,Comedy|Family|Fantasy|Music|Romance,96693,3984,Willie Garson,2,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,PG,26000000,2003,528,0
Judd Apatow,133,0,7000,Comedy|Romance,313797,8341,Gerry Bednob,1,http://www.imdb.com/title/tt0405422/?ref_=fn_tt_tt_1,R,26000000,2005,966,0
John Madden,123,108,1000,Comedy|Drama|Romance,175524,1690,Simon Callow,0,http://www.imdb.com/title/tt0138097/?ref_=fn_tt_tt_1,R,25000000,1998,264,0
Scott Frank,114,71,14000,Crime|Drama|Mystery|Thriller,87950,15428,David Harbour,0,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,R,28000000,2014,439,15000
Ivan Reitman,111,425,743,Action|Comedy|Crime,107801,2403,Penelope Ann Miller,4,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,PG-13,26000000,1990,394,0
David Gordon Green,117,234,11000,Action|Comedy|Crime,255257,15590,Rosie Perez,3,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1,R,27000000,2008,989,0
Andy Tennant,121,72,1000,Comedy|Drama|Romance,57958,2747,Jeanne Moreau,1,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,PG-13,26000000,1998,794,0
Kevin Costner,139,0,3000,Drama|Romance|Western,54096,5458,Julian Richings,0,http://www.imdb.com/title/tt0316356/?ref_=fn_tt_tt_1,R,22000000,2003,693,0
Joel Schumacher,115,541,8000,Drama|Horror|Sci-Fi|Thriller,62037,10493,Hope Davis,5,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,R,26000000,1990,1000,0
,22,,813,Comedy,133415,1784,Glenn Howerton,5,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,TV-MA,,,547,0
Richard Attenborough,175,0,385,Drama|History|War,40277,669,Wolfgang Preiss,14,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,PG,26000000,1977,232,0
Wes Craven,85,0,332,Mystery|Thriller,94108,1090,Suzie Plakson,0,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,PG-13,26000000,2005,285,0
David R. Ellis,90,160,748,Horror|Thriller,120786,3172,Keegan Connor Tracy,0,http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1,R,26000000,2003,439,0
Joel Coen,107,0,1000,Adventure|Comedy|Crime|Music,225102,3066,Daniel von Bargen,3,http://www.imdb.com/title/tt0190590/?ref_=fn_tt_tt_1,PG-13,26000000,2000,596,16000
Scott Stewart,100,124,2000,Action|Fantasy|Horror,80870,3889,Charles S. Dutton,0,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,R,26000000,2010,850,0
Michael Bay,129,0,12000,Comedy|Crime|Drama,161168,13573,Michael Rispoli,4,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,R,26000000,2013,412,43000
Paul Weitz,109,80,19000,Comedy|Drama|Romance,48973,28493,Dennis Quaid,2,http://www.imdb.com/title/tt0385267/?ref_=fn_tt_tt_1,PG-13,26000000,2004,3000,736
Jonathan Frakes,94,906,2000,Action|Adventure|Comedy|Sci-Fi|Thriller,11212,3917,Jason George,0,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,PG,26000000,2002,587,874
Lawrence Kasdan,133,759,826,Action|Crime|Drama|Western,28247,1154,Brad Leland,4,http://www.imdb.com/title/tt0090022/?ref_=fn_tt_tt_1,PG-13,26000000,1985,130,0
Jim Sheridan,105,260,20000,Drama|Thriller,88035,42473,Bailee Madison,0,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,R,26000000,2009,15000,10000
Kevin Allen,100,8,1000,Action|Adventure|Comedy|Family|Romance|Sci-Fi,11092,3742,David Kelly,4,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,PG,26000000,2004,934,167
Garry Marshall,113,0,22000,Comedy|Romance,66579,23456,Seth Meyers,15,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,PG-13,56000000,2011,988,20000
Michael Cristofer,118,49,11000,Drama|Mystery|Romance|Thriller,44913,11662,Jack Thompson,1,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,R,42000000,2001,216,3000
James McTeigue,110,160,771,Crime|Mystery|Thriller,72886,2356,Kevin McNally,1,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,R,26000000,2012,570,35000
Donald Petrie,110,80,826,Comedy|Romance,10667,2466,Maura Tierney,2,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,PG-13,26000000,2004,590,260
Andrew Morahan,99,5,1000,Action|Fantasy|Romance|Sci-Fi,16194,2960,Mario Van Peebles,0,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,PG-13,26000000,1994,691,319
Bob Rafelson,101,30,1000,Crime|Drama|Thriller,7772,2228,Judy Davis,3,http://www.imdb.com/title/tt0115710/?ref_=fn_tt_tt_1,R,22000000,1996,854,145
Michael Cohn,100,2,642,Fantasy|Horror,8118,2170,Monica Keena,2,http://www.imdb.com/title/tt0119227/?ref_=fn_tt_tt_1,R,26000000,1997,638,0
Woody Allen,103,11000,11000,Comedy|Crime|Mystery|Romance,31798,12534,Peter Gerety,0,http://www.imdb.com/title/tt0256524/?ref_=fn_tt_tt_1,PG-13,26000000,2001,893,826
David O. Russell,100,737,15000,Comedy|Romance,5006,19068,Beverly D'Angelo,5,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,PG-13,26000000,2015,980,0
Alan Shapiro,95,0,442,Adventure|Family,8008,616,Jessica Wesson,1,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,PG,25530000,1996,95,504
Tarsem Singh,117,763,16000,Action|Mystery|Sci-Fi|Thriller,57674,17847,Sandra Ellis Lafferty,0,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,PG-13,26000000,2015,543,11000
Fernando Meirelles,129,353,883,Drama|Mystery|Romance|Thriller,111351,1565,Donald Sumpter,0,http://www.imdb.com/title/tt0387131/?ref_=fn_tt_tt_1,R,15000000,2005,430,0
Mel Gibson,120,0,260,Drama,179235,705,Hristo Shopov,0,http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1,R,30000000,2004,252,13000
Chris Columbus,125,0,49000,Comedy|Drama|Family|Romance,181380,52201,Matthew Lawrence,5,http://www.imdb.com/title/tt0107614/?ref_=fn_tt_tt_1,PG-13,25000000,1993,1000,0
Barry Levinson,133,272,10000,Drama,383784,12285,Beth Grant,3,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1,R,25000000,1988,898,12000
Clint Eastwood,116,16000,16000,Drama,561773,17347,Ahney Her,0,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,R,33000000,2008,601,28000
Oliver Stone,129,0,2000,Biography|Drama|History,40941,4264,Bruce McGill,1,http://www.imdb.com/title/tt1175491/?ref_=fn_tt_tt_1,PG-13,25100000,2008,826,0
Pierre Morel,93,180,14000,Action|Thriller,483756,16461,Xander Berkeley,0,http://www.imdb.com/title/tt0936501/?ref_=fn_tt_tt_1,PG-13,25000000,2008,816,29000
Michael Hoffman,118,97,775,Drama|Romance,43084,3197,Clarke Peters,0,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,PG-13,26000000,2014,523,19000
Mick Jackson,129,81,970,Action|Drama|Music|Romance,89972,2551,DeVaughn Nixon,0,http://www.imdb.com/title/tt0103855/?ref_=fn_tt_tt_1,R,25000000,1992,854,0
Steven Spielberg,185,14000,14000,Biography|Drama|History,865020,15233,Caroline Goodall,0,http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1,R,22000000,1993,795,41000
Tate Taylor,146,150,15000,Drama,318955,23227,Mike Vogel,2,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,PG-13,25000000,2011,3000,75000
Bill Condon,128,386,19000,Biography|Drama|Thriller,29282,36337,Jamie Blackley,1,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,R,28000000,2013,17000,11000
Raja Gosnell,93,67,4000,Adventure|Comedy|Family|Fantasy|Horror|Mystery,33180,7800,Tim Blake Nelson,0,http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1,PG,80000000,2004,2000,567
Oleg Stepchenko,107,0,1000,Adventure|Fantasy|Mystery|Thriller,3170,1166,Agnia Ditkovskite,1,http://www.imdb.com/title/tt1224378/?ref_=fn_tt_tt_1,,26000000,2014,65,0
Ronny Yu,97,31,918,Action|Horror|Thriller,89101,4692,Zack Ward,0,http://www.imdb.com/title/tt0329101/?ref_=fn_tt_tt_1,R,30000000,2003,782,3000
Michael Winterbottom,101,187,554,Drama,2863,1041,Sara Stewart,2,http://www.imdb.com/title/tt2967008/?ref_=fn_tt_tt_1,Not Rated,,2014,213,488
John A. Davis,82,8,770,Action|Adventure|Animation|Comedy|Family|Sci-Fi,23943,2251,Andrea Martin,0,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,G,30000000,2001,677,425
Matt Reeves,85,198,2000,Action|Adventure|Horror|Sci-Fi,296787,3958,Liza Lapira,0,http://www.imdb.com/title/tt1060277/?ref_=fn_tt_tt_1,PG-13,25000000,2008,1000,0
Michael Pressman,88,34,642,Action|Adventure|Comedy|Family|Sci-Fi,42765,2501,Ernie Reyes Jr.,0,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,PG,25000000,1991,533,0
Brian De Palma,119,0,22000,Crime|Drama|Thriller,219008,22767,Charles Martin Smith,1,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,R,25000000,1987,371,0
Ethan Coen,122,1000,2000,Crime|Drama|Thriller,612060,4738,Barry Corbin,0,http://www.imdb.com/title/tt0477348/?ref_=fn_tt_tt_1,R,25000000,2007,939,21000
Tim Story,99,167,655,Action|Comedy|Crime|Romance,75903,2394,Bryan Callen,1,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,PG-13,25000000,2014,521,0
Sharon Maguire,97,11,14000,Comedy|Drama|Romance,171568,16999,Shirley Henderson,3,http://www.imdb.com/title/tt0243155/?ref_=fn_tt_tt_1,R,26000000,2001,1000,0
Lasse Hallström,121,529,541,Drama|Romance,150308,1323,Hugh O'Conor,1,http://www.imdb.com/title/tt0241303/?ref_=fn_tt_tt_1,PG-13,25000000,2000,399,18000
Charles Herman-Wurmfeld,95,0,934,Comedy,46417,3500,Bob Newhart,2,http://www.imdb.com/title/tt0333780/?ref_=fn_tt_tt_1,PG-13,45000000,2003,655,660
Andy Fickman,105,99,3000,Comedy|Family,21176,5740,Tom Everett Scott,5,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,PG,25000000,2012,448,0
Ivan Reitman,108,425,20000,Comedy|Romance,168717,22739,Mindy Kaling,1,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,R,25000000,2011,962,24000
George P. Cosmatos,134,170,2000,Action|Biography|Drama|History|Romance|Western,95241,4453,Powers Boothe,0,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,R,25000000,1993,722,11000
Andrzej Bartkowiak,115,43,5000,Action|Crime|Thriller,57040,9082,Aaliyah,1,http://www.imdb.com/title/tt0165929/?ref_=fn_tt_tt_1,R,25000000,2000,848,0
Richard Donner,107,503,264,Fantasy|Horror|Mystery,80958,673,Billie Whitelaw,2,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,R,2800000,1976,139,7000
James Wong,86,70,440,Horror,102861,2420,Crystal Lowe,0,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,R,25000000,2006,346,0
Scott Hicks,101,96,713,Drama|Romance,76882,1852,Jay R. Ferguson,0,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,PG-13,25000000,2012,220,29000
Gabor Csupo,96,47,14000,Adventure|Drama|Family|Fantasy,110390,28071,Bailee Madison,3,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1,PG,17000000,2007,11000,6000
Marc Forster,101,395,40000,Biography|Drama|Family,174591,58823,Kelly Macdonald,1,http://www.imdb.com/title/tt0308644/?ref_=fn_tt_tt_1,PG,25000000,2004,14000,0
Tyler Perry,100,0,975,Comedy|Drama,4265,3202,Larry the Cable Guy,0,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,PG-13,25000000,2013,521,0
Joe Carnahan,117,248,14000,Action|Adventure|Drama|Thriller,203111,16606,James Badge Dale,1,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,R,25000000,2011,798,32000
John Polson,101,21,22000,Drama|Horror|Mystery|Thriller,70205,23328,Robert John Burke,0,http://www.imdb.com/title/tt0382077/?ref_=fn_tt_tt_1,R,30000000,2005,812,0
Adam McKay,98,285,640000,Comedy,267921,656730,Steve Carell,5,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,PG-13,26000000,2004,8000,0
Martin Scorsese,146,17000,22000,Biography|Crime|Drama,728685,24783,Paul Sorvino,3,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,R,25000000,1990,854,25000
Harald Zwart,102,91,1000,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,26755,3037,Chris Gauthier,3,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,PG,26000000,2003,934,542
Kirk Jones,97,52,14000,Comedy|Family|Fantasy,49676,17278,Imelda Staunton,0,http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1,PG,25000000,2005,2000,0
Brian De Palma,142,0,14000,Crime|Drama,537442,16464,Mary Elizabeth Mastrantonio,0,http://www.imdb.com/title/tt0086250/?ref_=fn_tt_tt_1,R,25000000,1983,670,19000
Steve Oedekerk,98,176,742,Action|Adventure|Comedy|Crime,36253,2457,Rebecca Gayheart,2,http://www.imdb.com/title/tt0119807/?ref_=fn_tt_tt_1,R,25000000,1997,658,0
Bernardo Bertolucci,219,973,1000,Biography|Drama|History,70274,2451,Victor Wong,0,http://www.imdb.com/title/tt0093389/?ref_=fn_tt_tt_1,PG-13,23000000,1987,643,0
Baltasar Kormákur,109,175,24000,Action|Crime|Drama|Thriller,101977,26625,Lukas Haas,3,http://www.imdb.com/title/tt1524137/?ref_=fn_tt_tt_1,R,25000000,2012,736,0
Brett Ratner,97,420,695,Action|Comedy|Crime|Thriller,22748,2530,Faizon Love,2,http://www.imdb.com/title/tt0119695/?ref_=fn_tt_tt_1,R,25000000,1997,635,666
Paul Thomas Anderson,158,0,272,Drama,372990,533,Kevin Breznahan,0,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,R,25000000,2007,111,16000
Cathy Malkasian,85,0,1000,Adventure|Animation|Comedy|Family|Fantasy,12218,2908,Cree Summer,0,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,PG,25000000,2002,535,187
John Eng,80,0,971,Adventure|Animation|Comedy|Family|Fantasy|Musical,5674,3017,Nancy Cartwright,0,http://www.imdb.com/title/tt0337711/?ref_=fn_tt_tt_1,PG,25000000,2003,503,329
Malcolm D. Lee,86,92,744,Action|Comedy,29661,3001,Chi McBride,3,http://www.imdb.com/title/tt0279493/?ref_=fn_tt_tt_1,PG-13,25000000,2002,489,0
Ken Kwapis,119,42,2000,Comedy|Drama|Family|Romance,44838,6862,Kyle Schmid,0,http://www.imdb.com/title/tt0403508/?ref_=fn_tt_tt_1,PG,25000000,2005,953,0
Chris Nahon,98,20,5000,Action|Crime|Drama|Thriller,53126,7945,Max Ryan,1,http://www.imdb.com/title/tt0271027/?ref_=fn_tt_tt_1,R,25000000,2001,888,0
Fred Wolf,97,29,15000,Comedy|Romance,63969,18789,Beverly D'Angelo,1,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,PG-13,25000000,2008,852,0
