director_name,num_critic_for_reviews,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,country,budget,aspect_ratio,movie_facebook_likes
John Gray,39,Bob Gunton,2000,20400913,Action|Comedy|Crime|Drama|Thriller,Alexa PenaVega,The Glimmer Man ,15455,3855,Keenen Ivory Wayans,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,80,USA,45000000,1.85,451
Harold Ramis,43,Brian Doyle-Murray,905,20101861,Comedy|Romance|Sci-Fi,John de Lancie,Multiplicity ,24757,2348,Obba Babatundé,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81,USA,45000000,2.35,0
John Schultz,82,Carter Jenkins,1000,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,Malese Jow,Aliens in the Attic ,16580,3423,Tim Meadows,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,55,USA,45000000,1.85,916
Sean Penn,150,Adrien Dorval,723,19719930,Crime|Drama|Mystery|Thriller,Costas Mandylor,The Pledge ,42621,793,Nels Lennarson,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,531,USA,45000000,2.35,0
Susan Stroman,168,Will Ferrell,11000,19377727,Comedy|Musical,Jon Lovitz,The Producers ,35140,24351,Matthew Broderick,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,409,USA,45000000,2.35,0
Pete Travis,432,Jason Cope,409,13401683,Action|Sci-Fi,Wood Harris,Dredd ,203461,578,Rakie Ayola,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,588,UK,35000000,2.35,46000
Simon Wincer,60,Treat Williams,1000,17300889,Action|Adventure|Comedy|Fantasy,Cary-Hiroyuki Tagawa,The Phantom ,27648,3855,Kristy Swanson,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,148,Australia,45000000,2.35,0
Billy Bob Thornton,85,Henry Thomas,13000,15527125,Drama|Romance|Western,Matt Damon,All the Pretty Horses ,11388,15006,Sam Shepard,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,183,USA,57000000,2.35,652
Oliver Stone,83,Bob Hoskins,12000,13560960,Biography|Drama|History,Anthony Hopkins,Nixon ,23996,21130,Joan Allen,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,161,USA,50000000,2.35,915
Roman Polanski,343,Olivia Williams,854,15523168,Mystery|Thriller,Jim Belushi,The Ghost Writer ,132423,2507,Timothy Hutton,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,349,France,45000000,2.35,15000
Stephen Sommers,106,Jason Flemyng,3000,11146409,Action|Adventure|Horror|Sci-Fi,Djimon Hounsou,Deep Rising ,26551,6558,Wes Studi,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,273,USA,45000000,2.35,0
Spike Lee,158,Omari Hardwick,23000,7916887,Action|Crime|Drama|Thriller|War,Joseph Gordon-Levitt,Miracle at St. Anna ,15697,26982,Laz Alonso,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,182,USA,45000000,2.35,0
Yimou Zhang,189,Ye Liu,879,6565495,Drama|Romance,Li Gong,Curse of the Golden Flower ,36455,949,Man Li,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,229,China,45000000,2.35,0
Danny Pang,125,Charlie Yeung,12000,15279680,Action|Crime|Thriller,Nicolas Cage,Bangkok Dangerous ,48245,12166,James With,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,154,USA,40000000,1.85,0
Barry Sonnenfeld,87,Janeane Garofalo,11000,7262288,Comedy|Crime|Thriller,Zooey Deschanel,Big Trouble ,17307,13917,Omar Epps,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,186,USA,40000000,1.85,892
Mike Newell,115,Giovanna Mezzogiorno,267,4584886,Drama|Romance,Marcela Mar,Love in the Time of Cholera ,19114,538,Unax Ugalde,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,115,USA,45000000,2.35,0
,23,Clotilde Hesme,164,,Drama|Fantasy|Horror|Mystery,Pierre Perrier,The Returned             ,15762,654,Céline Sallette,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,47,France,,16.0,17000
George P. Cosmatos,24,Ben Gazzara,849,2154540,Action|Thriller,Sam Waterston,Shadow Conspiracy ,3803,2457,Nicholas Turturro,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,41,USA,45000000,2.35,68
Oliver Parker,152,Tim McInnerny,219,8129455,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn ,89568,661,Togo Igawa,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142,USA,45000000,2.35,17000
Lawrence Kasanoff,12,Larry Miller,719,,Action|Animation|Comedy|Family|Fantasy,Jerry Stiller,Foodfight! ,4377,3090,Harvey Fierstein,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,66,USA,65000000,,0
Ben Affleck,656,Scoot McNairy,1000,136019448,Biography|Drama|History|Thriller,Clea DuVall,Argo ,452465,3133,Tate Donovan,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,695,USA,44500000,2.35,89000
Andrew Davis,119,Daniel Roebuck,11000,183875760,Action|Adventure|Crime|Drama|Mystery|Thriller,Harrison Ford,The Fugitive ,213668,13357,Sela Ward,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,270,USA,44000000,1.85,0
Andy Tennant,161,Dorian Missick,18000,67061228,Action|Comedy|Romance,Gerard Butler,The Bounty Hunter ,96565,21554,Peter Greene,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135,USA,40000000,2.35,0
Barry Levinson,73,Brad Pitt,22000,53300852,Crime|Drama|Thriller,Robert De Niro,Sleepers ,154487,37076,Minnie Driver,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,259,USA,44000000,2.35,0
George P. Cosmatos,96,Julia Nickson,13000,150415432,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo: First Blood Part II ,117606,15662,Martin Kove,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,217,USA,44000000,2.35,0
Brian Gibson,28,Demi Moore,23000,44834712,Drama|Thriller,Joseph Gordon-Levitt,The Juror ,13995,26907,Anne Heche,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,62,USA,44000000,2.35,353
Norman Ferguson,105,Dickie Jones,1000,84300000,Animation|Family|Fantasy|Musical,Mel Blanc,Pinocchio ,90360,1178,Cliff Edwards,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,147,USA,2600000,1.37,0
Michael Cimino,102,Sam Waterston,12000,1500000,Adventure|Drama|Western,Jeff Bridges,Heaven's Gate ,9830,14255,Isabelle Huppert,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,189,USA,44000000,2.35,1000
Len Wiseman,206,Tony Curran,956,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,Sophia Myles,Underworld: Evolution ,156225,2998,Derek Jacobi,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,502,USA,50000000,2.35,0
Paul McGuigan,159,Spencer Wilding,11000,5773519,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28618,12876,Daniel Mays,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,USA,40000000,2.35,11000
Gus Van Sant,137,Rob Brown,670,51768623,Drama,F. Murray Abraham,Finding Forrester ,73006,1801,Michael Nouri,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,297,USA,43000000,2.35,0
Betty Thomas,116,Viggo Mortensen,12000,37035515,Comedy|Drama,Steve Buscemi,28 Days ,34597,23864,Elizabeth Perkins,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,USA,43000000,1.37,0
Louis Leterrier,177,Jet Li,11000,24520892,Action|Crime|Drama|Thriller,Morgan Freeman,Unleashed ,85198,22383,Bob Hoskins,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,303,France,45000000,2.35,0
Roger Kumble,99,Lillian Adams,44,24430272,Comedy|Romance,Judith Chapman,The Sweetest Thing ,46158,132,Chelsea Bond,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,403,USA,43000000,1.85,0
Sydney Pollack,56,Holly Hunter,10000,158348400,Drama|Mystery|Thriller,Tom Cruise,The Firm ,88844,14244,Wilford Brimley,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,142,USA,42000000,1.85,0
Burr Steers,117,Charlie Tahan,405,31136950,Drama|Fantasy|Romance,Augustus Prew,Charlie St. Cloud ,47364,1066,Valerie Tian,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,75,USA,44000000,2.35,0
Simon West,252,Tony Goldwyn,26000,29113588,Action|Crime|Thriller,Jason Statham,The Mechanic ,117999,27834,Mini Anden,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,181,USA,40000000,2.35,16000
Phil Lord,375,Dax Flame,17000,138447667,Action|Comedy|Crime,Channing Tatum,21 Jump Street ,408302,19968,Rob Riggle,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,345,USA,42000000,2.35,39000
Roger Michell,150,Clarke Peters,8000,116006080,Comedy|Drama|Romance,Julia Roberts,Notting Hill ,203269,9255,Dylan Moran,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,602,UK,42000000,2.35,11000
Peter Lord,187,Miranda Richardson,579,106793915,Adventure|Animation|Comedy|Drama|Family,Imelda Staunton,Chicken Run ,140499,1817,Julia Sawalha,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,358,UK,45000000,1.85,0
John Hamburg,108,Masi Oka,22000,87856565,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly ,106909,24534,Debra Messing,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,268,USA,42000000,1.85,0
Reginald Hudlin,21,Eartha Kitt,723,70100000,Comedy|Drama|Romance,John Witherspoon,Boomerang ,20183,3841,Geoffrey Holder,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,41,USA,40000000,1.85,0
Paul Feig,270,William Xifaras,975,159578352,Action|Comedy|Crime,Michael Rapaport,The Heat ,133177,4825,Demián Bichir,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,380,USA,43000000,2.35,24000
Joseph L. Mankiewicz,72,Richard Burton,940,57750000,Biography|Drama|History|Romance,Martin Landau,Cleopatra ,21554,2957,Roddy McDowall,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,192,UK,31115000,2.2,0
Frank Coraci,154,Reggie Lee,4000,45290318,Action|Comedy|Sport,Salma Hayek,Here Comes the Boom ,74169,6727,Charice,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,112,USA,42000000,1.85,17000
Carl Franklin,114,Adam Scott,11000,41543207,Crime|Drama|Mystery|Thriller,Morgan Freeman,High Crimes ,30077,15571,Bruce Davison,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,175,USA,42000000,2.35,893
Barbra Streisand,27,Austin Pendleton,12000,41252428,Comedy|Drama|Romance,Jeff Bridges,The Mirror Has Two Faces ,11453,13716,Mimi Rogers,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,71,USA,42000000,1.85,0
Mark Pellington,166,Will Patton,650,35228696,Drama|Horror|Mystery|Thriller,Debra Messing,The Mothman Prophecies ,63677,1651,David Eigenberg,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,460,USA,32000000,2.35,0
Larry Charles,288,Elton John,468,59992760,Comedy,Bono,Brüno ,119622,2134,Slash,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,396,USA,42000000,1.85,0
John Glen,117,Talisa Soto,683,34667015,Action|Adventure|Thriller,Robert Davi,Licence to Kill ,74009,2371,Anthony Zerbe,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,317,UK,32000000,2.35,0
Catherine Hardwicke,291,Billy Burke,10000,37652565,Fantasy|Horror|Mystery|Thriller,Gary Oldman,Red Riding Hood ,91151,15369,Virginia Madsen,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,283,USA,42000000,2.35,20000
John Herzfeld,151,Charlize Theron,22000,24375436,Action|Crime|Drama|Thriller,Robert De Niro,15 Minutes ,42547,33585,Kelsey Grammer,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,265,USA,42000000,2.35,748
Annabel Jankel,36,Fisher Stevens,5000,20915465,Adventure|Comedy|Family|Fantasy|Sci-Fi,Bob Hoskins,Super Mario Bros. ,38203,7723,Fiona Shaw,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,290,UK,42000000,1.85,0
Andrew Niccol,168,Jeremy Crutchley,12000,24127895,Crime|Drama|Thriller,Nicolas Cage,Lord of War ,248123,12076,Jared Burke,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,437,USA,50000000,2.35,10000
Yimou Zhang,283,Tony Chiu Wai Leung,5000,84961,Action|Adventure|History,Jet Li,Hero ,149414,6229,Maggie Cheung,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,841,China,31000000,2.35,0
Julie Anne Robinson,127,Debbie Reynolds,922,26404753,Action|Comedy|Crime|Romance|Thriller,Fisher Stevens,One for the Money ,34203,3301,Patrick Fischler,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,169,USA,40000000,2.35,19000
Evan Goldberg,293,Randall Park,11000,6105175,Comedy,James Franco,The Interview ,247020,12239,Anders Holm,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,835,USA,44000000,2.35,50000
Sngmoo Lee,95,Dong-gun Jang,624,5664251,Action|Fantasy|Western,Tony Cox,The Warrior's Way ,22309,2056,Jed Brophy,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,102,New Zealand,45000000,2.35,0
,4,Gavin MacLeod,870,,Comedy|War,Tim Conway,McHale's Navy             ,1558,1610,Bob Hastings,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,18,USA,,4.0,455
Jean-Pierre Jeunet,213,Dany Boon,1000,1260917,Action|Comedy|Crime,Omar Sy,Micmacs ,24657,1342,André Dussollier,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,71,France,27000000,2.35,0
Curtis Hanson,119,Omar Benson Miller,1000,116724075,Drama|Music,Mekhi Phifer,8 Mile ,187181,1954,Evan Jones,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,564,USA,41000000,2.35,0
Jamel Debbouze,9,Youssef Hajdi,326,,Adventure|Animation|Comedy|Family,Jamel Debbouze,Animal Kingdom: Let's go Ape ,590,488,Mélissa Theuriau,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,5,France,,,161
Brian Helgeland,167,Rufus Sewell,13000,56083966,Action|Adventure|Romance,Heath Ledger,A Knight's Tale ,137003,18761,Bérénice Bejo,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,658,USA,65000000,2.35,0
Gordon Chan,98,Lee Evans,687,22108977,Action|Comedy|Fantasy,Julian Sands,The Medallion ,29861,1134,Anthony Chau-Sang Wong,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,132,Hong Kong,41000000,2.35,505
M. Night Shyamalan,234,Haley Joel Osment,13000,293501675,Drama|Mystery|Thriller,Bruce Willis,The Sixth Sense ,704766,17540,Olivia Williams,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,2073,USA,40000000,1.85,14000
Asger Leth,258,Mandy Gonzalez,107,18600911,Action|Crime|Thriller,Robert Clohessy,Man on a Ledge ,125198,362,J. Smith-Cameron,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,153,USA,42000000,2.35,11000
David Frankel,108,Kevin Pollak,734,7204138,Comedy,Joel McHale,The Big Year ,34809,2085,JoBeth Williams,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,125,USA,41000000,2.35,11000
John G. Avildsen,81,William Zabka,668,90800000,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,126907,2004,William Bassett,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,235,USA,8000000,1.85,0
David O. Russell,538,Christian Bale,34000,150117807,Crime|Drama,Jennifer Lawrence,American Hustle ,358416,83012,Bradley Cooper,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,751,USA,40000000,2.35,63000
Anne Fletcher,224,Denis O'Hare,16000,163947053,Comedy|Drama|Romance,Ryan Reynolds,The Proposal ,227824,18656,Craig T. Nelson,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,273,USA,40000000,2.35,10000
Bruce Beresford,129,Annabeth Gish,984,116735231,Crime|Mystery|Thriller,Bruce Greenwood,Double Jeopardy ,56646,2129,Bruce Campbell,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,336,USA,70000000,2.35,0
Robert Zemeckis,125,Jeffrey Weissman,1000,118500000,Adventure|Comedy|Sci-Fi,Lea Thompson,Back to the Future Part II ,340085,3660,Thomas F. Wilson,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,327,USA,40000000,1.85,12000
Luc Besson,433,Morgan Freeman,19000,126546825,Action|Sci-Fi|Thriller,Scarlett Johansson,Lucy ,327367,32325,Amr Waked,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,918,France,40000000,2.35,83000
Sam Taylor-Johnson,362,Luke Grimes,1000,166147885,Drama|Romance,Jennifer Ehle,Fifty Shades of Grey ,220020,4585,Callum Rennie,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,1360,USA,40000000,2.35,101000
Robert Rodriguez,93,Salma Hayek,13000,111760631,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Spy Kids 3-D: Game Over ,40227,22935,Alexa PenaVega,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,188,USA,38000000,1.85,681
Joel Schumacher,71,Matthew McConaughey,18000,108706165,Crime|Drama|Thriller,Kevin Spacey,A Time to Kill ,99558,31349,Oliver Platt,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,236,USA,40000000,2.35,0
Shawn Levy,104,Alyson Stoner,3000,138614544,Comedy|Family,Tom Welling,Cheaper by the Dozen ,75152,7014,Bonnie Hunt,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,288,USA,40000000,1.85,0
Peter Berg,319,Scott Elrod,480,125069696,Action|Biography|Drama|Thriller|War,Jerry Ferrara,Lone Survivor ,203963,1261,Dan Bilzerian,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,420,USA,40000000,2.35,58000
Penny Marshall,41,Lori Petty,15000,107458785,Comedy|Drama|Sport,Tom Hanks,A League of Their Own ,71754,16751,Rosie O'Donnell,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,166,USA,40000000,2.35,0
James Wan,300,Frances O'Connor,1000,102310175,Horror|Mystery|Thriller,Javier Botet,The Conjuring 2 ,64989,2676,Robin Atkin Downes,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,279,USA,40000000,2.35,40000
David Fincher,556,Dustin Fitzsimons,10000,96917897,Biography|Drama,Andrew Garfield,The Social Network ,479453,10555,Marcella Lentz-Pope,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,696,USA,40000000,2.35,74000
Ken Kwapis,161,Sabrina Revelle,97,93952276,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You ,132048,318,Sachiko Ishida,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,203,USA,40000000,2.35,12000
David Zucker,151,Carmen Electra,2000,90703745,Comedy,Beau Mirchoff,Scary Movie 4 ,93748,5855,Regina Hall,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,410,USA,45000000,1.85,1000
Wes Craven,212,Roger Jackson,287,89138076,Horror|Mystery,Kelly Rutherford,Scream 3 ,98535,600,Nancy O'Dell,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,734,USA,40000000,2.35,0
Robert Zemeckis,111,Jeffrey Weissman,1000,87666629,Adventure|Comedy|Sci-Fi|Western,Lea Thompson,Back to the Future Part III ,283480,3986,Thomas F. Wilson,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,263,USA,40000000,1.37,0
Etan Cohen,173,Alison Brie,8000,90353764,Comedy|Crime,Will Ferrell,Get Hard ,85629,12556,Craig T. Nelson,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,144,USA,40000000,1.85,14000
Francis Ford Coppola,181,Anthony Hopkins,18000,82522790,Fantasy|Horror|Romance,Keanu Reeves,Bram Stoker's Dracula ,143835,42220,Gary Oldman,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,654,USA,40000000,1.85,14000
Nora Ephron,252,Mary Lynn Rajskub,11000,94125426,Biography|Drama|Romance,Meryl Streep,Julie & Julia ,79264,13321,Vanessa Ferlito,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,277,USA,40000000,1.85,13000
Brian Helgeland,216,Christopher Meloni,11000,95001343,Biography|Drama|Sport,Harrison Ford,42 ,66511,16911,Nicole Beharie,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,200,USA,40000000,2.35,28000
Anthony Minghella,203,Matt Damon,22000,81292135,Crime|Drama|Thriller,Philip Seymour Hoffman,The Talented Mr. Ripley ,137891,36810,Jack Davenport,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,696,USA,40000000,1.85,0
