director_name,duration,director_facebook_likes,actor_2_name,gross,genres,num_voted_users,plot_keywords,movie_imdb_link,num_user_for_reviews,budget,title_year,imdb_score,aspect_ratio
Curtis Hanson,138,161,Matt McCoy,64604977,Crime|Drama|Mystery|Thriller,414219,1950s|call girl|corruption|murder|police detective,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,625,35000000,1997,8.3,2.35
Mike Mitchell,100,31,Kelly Preston,63939454,Adventure|Comedy|Family|Sci-Fi,61321,coming of age|friend|high school|sidekick|superpower,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,217,35000000,2005,6.2,2.35
Frank Oz,90,0,Wilford Brimley,63826569,Comedy,32416,academy award|gay|high school|reporter|teacher,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1,138,35000000,1997,6.3,1.85
Roger Donaldson,108,79,Marg Helgenberger,60054449,Action|Horror|Sci-Fi|Thriller,61018,alien|interspecies sex|scientist|sexual attraction|train,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,140,35000000,1995,5.8,2.35
Wes Craven,101,0,Lin Shaye,26505000,Horror,149285,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,668,1800000,1984,7.5,1.85
Tarsem Singh,109,763,Jake Weber,61280963,Horror|Sci-Fi|Thriller,79877,coma|fbi|race against time|serial killer|strong female lead,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,677,33000000,2000,6.3,2.35
Randall Wallace,132,130,Anne Parillaud,56876365,Action|Adventure,125219,france|musketeer|three musketeers|twin|twin brother,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1,244,35000000,1998,6.4,1.85
Randall Wallace,123,130,Kevin Connolly,59699513,Biography|Drama|Family|History|Sport,20827,eccentric|horse racing|newspaper clipping|stallion|triple crown,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,136,35000000,2010,7.2,2.35
Kevin Munroe,87,14,Sarah Michelle Gellar,54132596,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,53786,martial arts master|monster|new york city|turtle|warrior,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1,211,34000000,2007,6.3,2.35
Michael Tollin,109,19,Riley Smith,52277485,Biography|Drama|Sport,32370,coach|football|football coach|high school|radio,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,196,35000000,2003,6.9,1.85
Will Gluck,109,87,Justin Timberlake,55802754,Comedy|Romance,270228,blow job|female rear nudity|girl in panties|male objectification|no panties,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,194,35000000,2011,6.6,2.35
Nicholas Stoller,92,89,Ike Barinholtz,55291815,Comedy,28041,bare chested male|gay|gay best friend|gay man|gay marriage proposal,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,111,35000000,2016,6.0,2.35
John Lee Hancock,125,102,Ruth Wilson,83299761,Biography|Comedy|Drama|History|Music,117719,author|disney|loss of father|reference to walt disney|suppression of emotion,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,306,35000000,2013,7.5,2.35
Spike Lee,202,0,Delroy Lindo,48169908,Biography|Drama|History|Romance,63923,african american|black history|civil rights|ku klux klan|nation of islam,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1,156,33000000,1992,7.7,1.85
Judd Apatow,134,0,Maude Apatow,67523385,Comedy,104005,40th birthday|aging|birthday|sex|viagra,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,248,35000000,2012,6.2,2.35
Walt Becker,88,12,Bernie Mac,49474048,Comedy|Family,31191,best friend|business deal|impulse|public relations|twin,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,120,35000000,2009,5.4,1.85
Patrick Tatopoulos,92,148,Kevin Grevioux,45802315,Action|Adventure|Fantasy|Sci-Fi|Thriller,119974,battle|slave|vampire|warrior|werewolf,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,169,35000000,2009,6.6,2.35
Ken Kwapis,91,42,Christine Taylor,43792641,Comedy|Romance,32157,box office flop|church|kissing|usa|wedding,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,119,35000000,2007,5.3,2.35
Dennis Dugan,75,221,Jon Heder,57651794,Comedy|Romance|Sport,40651,baseball|baseball team|bully|millionaire|team,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,209,33000000,2006,5.6,1.85
Gary David Goldberg,98,30,Victor Webster,43894863,Comedy|Romance,25883,date|dating|dog|love|teacher,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,262,30000000,2005,5.9,2.35
Mike Newell,147,179,Al Pacino,41954997,Biography|Crime|Drama,225122,fbi|mafia|money|racial slur|singer,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1,234,35000000,1997,7.8,2.35
Paul W.S. Anderson,100,545,Jaymes Butler,39532308,Action|Horror|Sci-Fi,198701,amnesia|quarantine|special forces|virus|zombie,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,1138,33000000,2002,6.7,1.85
Tobe Hooper,120,365,Zelda Rubinstein,76600000,Fantasy|Horror,105446,ghost|haunted|haunting|house|paranormal investigator,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,10700000,1982,7.4,2.35
Ethan Coen,104,1000,Tom Hanks,39692139,Comedy|Crime|Thriller,84131,casino|irony of fate|landlady|professor|remake,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,400,35000000,2004,6.2,1.85
John Moore,103,212,Beau Bridges,40687294,Action|Crime|Drama|Mystery|Thriller,107772,corporation|death|ex partner|hallucination|police detective,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,398,35000000,2008,5.4,2.35
Andrew Niccol,109,487,Olivia Wilde,37553932,Action|Sci-Fi|Thriller,304318,currency|future|murder|on the run|time,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,463,40000000,2011,6.7,2.35
Alan Poul,104,16,Noureen DeWulf,37481242,Comedy|Romance,40654,artificial insemination|baby|cheese|chick flick|pet shop,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,97,35000000,2010,5.3,2.35
Luke Greenfield,112,42,Steve Howey,39026186,Comedy|Drama|Romance,48019,best friend|crush|law school|lawyer|loud sex,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,153,35000000,2011,5.9,1.85
,60,,Kimberly Elise,,Drama|Romance,1641,affair|hip hop|sex scene,http://www.imdb.com/title/tt2368645/?ref_=fn_tt_tt_1,11,,,7.0,
Gil Junger,95,19,Marsha Thomason,33422806,Adventure|Comedy|Fantasy,30771,14th century|king|knight|sword duel|time travel,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,164,50000000,2001,4.8,2.35
Michael Ritchie,102,23,Vic Morrow,,Comedy|Drama|Family|Sport,16323,baseball|california|coach|little league|swimming pool,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,91,,1976,7.3,1.85
Steven E. de Souza,102,133,Raul Julia,33423521,Action|Adventure|Comedy|Thriller,53115,guile|hostage|ransom|soldier|united nations,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1,282,35000000,1994,3.8,2.35
Roman Polanski,150,2000,Frank Finlay,32519322,Biography|Drama|War,497946,ghetto|holocaust|jewish|piano|warsaw ghetto,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,761,35000000,2002,8.5,1.85
Albert Hughes,122,117,Jason Flemyng,31598308,Horror|Mystery|Thriller,124765,freemason|jack the ripper|opium|prostitute|victorian era,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,541,35000000,2001,6.8,2.35
Catherine Hardwicke,101,308,Hiam Abbass,37617947,Drama|Family|Fantasy,8143,angel|bethlehem|journey|nazareth|virgin,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1,203,30000000,2006,6.8,2.35
Jaume Collet-Serra,108,174,Paris Hilton,32048809,Horror,94456,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,576,30000000,2005,5.3,1.85
Mike Nichols,98,0,Julia Roberts,33987757,Drama|Romance,168314,cheating wife|film camera|hasselblad camera|leica camera|medium format camera,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,903,27000000,2004,7.3,1.85
Clint Eastwood,137,16000,Naomi Watts,37304950,Biography|Crime|Drama,102728,agent|fbi|federal bureau of investigation|gay relationship|secret,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,279,35000000,2011,6.6,2.35
Alexandre Aja,112,192,Cameron Boyce,30691439,Horror|Mystery,86205,estranged wife|evil|fire|medication|mirror,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,232,35000000,2008,6.2,2.35
Michael Rymer,101,48,Lena Olin,30307804,Drama|Fantasy|Horror,43991,fatal attraction|interspecies romance|queen|supernatural power|vampire,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,695,35000000,2002,5.2,2.35
Stephen Hopkins,103,81,Robert Davi,30669413,Action|Horror|Sci-Fi,105478,alien|drug lord|gang|hunter|predator,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,291,35000000,1990,6.2,1.37
Gregory Hoblit,101,40,Jesse Tyler Ferguson,28687835,Crime|Drama|Thriller,40964,cat|fbi agent|murder|serial killer|website,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1,245,35000000,2008,6.2,2.35
Hugh Wilson,112,37,Sissy Spacek,26494611,Comedy|Drama|Romance|Sci-Fi,48621,1960s|bomb shelter|cuban missile crisis|food|naive man,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,239,35000000,1999,6.6,2.35
Mike Hodges,111,24,William Hootkins,,Action|Adventure|Sci-Fi,38017,american football|cult film|emperor|flash gordon|mind reading,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,247,20000000,1980,6.4,2.35
Kevin Smith,102,0,Mike Starr,25266129,Comedy|Drama|Romance,54346,baby|childbirth|death|karma|publicist,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,358,35000000,2004,6.2,2.35
Rob Cohen,101,357,Chad Lindberg,25863915,Action|Crime|Mystery|Thriller,28257,assassin|detective|partner|police|serial killer,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,151,35000000,2012,5.1,2.35
Clint Eastwood,155,16000,Bob Gunton,25078937,Crime|Drama|Mystery|Thriller,31751,graveyard|murder|murder trial|reporter|trial,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,216,30000000,1997,6.6,1.85
Scott Mann,93,8,Joshua Mikel,,Action|Crime|Thriller,16193,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,57,19000000,2015,6.1,2.35
Susanna White,109,24,Bill Bailey,28995450,Comedy|Family|Fantasy,19230,farm|magic|mother daughter relationship|overalls|title directed by female,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,59,35000000,2010,6.1,2.35
Danny DeVito,140,0,J.T. Walsh,24276500,Biography|Crime|Drama,17124,labor|labor union|leader|mafia|union,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,68,35000000,1992,6.6,2.35
Chris Carter,108,251,Callum Rennie,20981633,Drama|Mystery|Sci-Fi|Thriller,78256,fbi|priest|psychic|psychic vision|staff physician,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,492,30000000,2008,5.9,2.35
Tommy O'Haver,96,13,Steve Coogan,22913677,Comedy|Family|Fantasy|Romance,47800,curse|fairy|obedience|prince|strong female character,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,244,35000000,2004,6.3,1.85
Peter Landesman,123,15,Eddie Marsan,34531832,Biography|Drama|Sport,44788,chronic traumatic encephalopathy|concussion|football|football player|pathologist,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,138,35000000,2015,7.1,2.35
John Singleton,106,309,Benjamin J. Cain Jr.,28064226,Action|Mystery|Thriller,65044,assassin|high school|on the run|teenager|website,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,173,35000000,2011,5.0,2.35
Gary Chapman,76,2,Olivia Williams,19447478,Adventure|Animation|Comedy|Family|War,15788,dove|falcon|nursing|pigeon|psychological torture,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,80,35000000,2005,5.6,1.85
Curtis Hanson,107,161,Rip Torn,19389454,Comedy|Drama,54643,based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,335,55000000,2000,7.4,2.35
Craig Mazin,82,82,Tracy Morgan,25871834,Action|Comedy|Sci-Fi|Thriller,52052,dragonfly|hero|high school|soaking wet|supervillian origin,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,173,35000000,2008,4.5,1.85
Allen Hughes,109,90,James Ransone,19692608,Crime|Drama|Thriller,63548,election|father son relationship|fellatio|gay slur|title spoken by character,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,134,35000000,2013,6.2,2.35
Wes Craven,99,0,Portia de Rossi,19294901,Comedy|Horror,26126,creature|death|party|rescue|werewolf,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,325,35000000,2005,5.0,2.35
David Koepp,91,192,Dania Ramirez,20275446,Action|Crime|Thriller,95274,chase|courier|delivery|envelope|police,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,178,35000000,2012,6.5,2.35
Anne Fletcher,87,98,Richard T. Jones,34507079,Action|Comedy|Crime,34948,danger|drug cartel|female cop|female police officer|fugitive,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,118,35000000,2015,5.1,2.35
Shekhar Kapur,125,159,Lucy Gordon,18306166,Adventure|Drama|Romance|War,28130,male nudity|naked dead man|nudity|sex|whipping,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,215,35000000,2002,6.5,2.35
Taylor Hackford,118,138,Clifton Collins Jr.,17609982,Action|Crime|Romance|Thriller,90046,action hero|disguise|hospital|real estate agent|thief,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141,35000000,2013,6.2,2.35
Richard Loncraine,98,12,Jon Favreau,16831505,Comedy|Romance|Sport,51842,career|player|tennis|tennis player|wimbledon,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,173,31000000,2004,6.3,2.35
Roger Kumble,92,16,Brooke Shields,17596256,Comedy|Family,12399,animal|bear|land developer|real estate|real estate developer,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,84,35000000,2010,3.8,1.85
Kimble Rendall,93,0,Cariba Heine,,Action|Horror|Sci-Fi,11482,great white shark|shark|supermarket|swimming|tsunami,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,82,30000000,2012,5.2,1.85
Peter Yates,116,170,Alun Armstrong,,Action|Adventure|Fantasy,23351,cyclops|fortress|monster|planet|rescue,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,178,27000000,1983,6.0,2.35
Robert Redford,92,0,Tom Cruise,14998070,Drama|Thriller|War,41170,afghanistan|professor|reporter|student|university,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,298,35000000,2007,6.2,2.35
John Milius,115,468,Dann Florek,14587732,Action|Drama|Thriller|War,4795,bombardier|pilot|u.s. navy|vietnam|vietnam war,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,39,35000000,1991,5.7,2.35
Jake Kasdan,120,52,Nat Faxon,18317151,Comedy|Music,55630,drugs|elvis|musician|singer|the beatles,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,200,35000000,2007,6.7,2.35
Lasse Hallström,111,529,Scott Glenn,11405825,Drama,28542,employee employer relationship|husband wife relationship|newspaper|ship|wake,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,208,35000000,2001,6.8,2.35
Les Mayfield,94,10,Ronny Cox,13264986,Action|Western,12077,legend|old west|outlaw|railroad|stealing from the rich,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,162,35000000,2001,6.0,1.85
Jean-Marc Vallée,100,212,Jim Broadbent,10991381,Biography|Drama|History|Romance,44931,19th century|courtship|female protagonist|princess|queen of england,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,100,35000000,2009,7.3,2.35
Dominic Sena,101,57,Bashar Rahal,10268846,Action|Crime|Mystery|Thriller,31918,antarctica|geologist|investigation|u.s. marshal|winter,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,142,35000000,2009,5.5,2.35
Terrence Malick,139,0,Tye Sheridan,13303319,Drama|Fantasy,136367,1950s|children|ice cube|texas|waco texas,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,975,32000000,2011,6.7,1.85
Hark Tsui,91,85,Lela Rochon,10076136,Action|Comedy|Thriller,11512,cia|hong kong|market|undercover|van,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,141,35000000,1998,4.8,2.35
David Ayer,109,453,Martin Donovan,10499968,Action|Crime|Drama|Thriller,47498,dea|drug cartel|kicked in the crotch|strip club|tough girl,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212,35000000,2014,5.7,1.85
Brian Helgeland,102,241,Mark Addy,7659747,Action|Mystery|Thriller,14962,death|exorcism|heaven|priest|sin eater,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,204,38000000,2003,5.1,1.85
Lexi Alexander,103,189,Wayne Knight,7948159,Action|Crime|Drama|Thriller,48999,gun fu|plastic surgery|psychopath|undercover|vigilante,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,280,35000000,2008,6.0,2.35
Peter Hewitt,83,12,Rip Torn,11631245,Action|Adventure|Family|Sci-Fi,15015,bruise|female hero|super strength|superhero|teenage superhero,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,113,35000000,2006,4.2,1.85
Robert Zemeckis,123,0,Soleyman Pierini,10137502,Adventure|Biography|Drama|Thriller,77394,1970s|based on true story|new york city|skyscraper|tightrope walker,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,195,35000000,2015,7.4,2.35
Ronny Yu,101,31,Lee Arenberg,6448817,Action|Adventure|Fantasy,2189,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,31,35000000,1997,4.6,2.35
Ridley Scott,117,0,Albert Finney,7458269,Comedy|Drama|Romance,70698,based on novel|inheritance|provence|uncle|wine,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,196,35000000,2006,6.9,2.35
,60,,Indira Varma,,Crime|Drama|Mystery|Thriller,70568,murder|police|psychopath,http://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1,105,,,8.6,16.0
Richard Donner,114,503,Thomas Ian Nicholas,4651977,Drama,10410,father son relationship|physical abuse|radio flyer|stepfather|stepfather stepson relationship,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,71,35000000,1992,6.9,2.35
Taylor Hackford,330,138,Jesse Borrego,4496583,Crime|Drama,23181,1970s|1980s|barrio|gang war|mexican,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,129,35000000,1993,8.0,1.66
Bille August,121,55,Tom Wilkinson,2221994,Action|Drama|Sci-Fi|Thriller,11747,boy|greenland|neighbor|roof|snow,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,99,35000000,1997,6.4,2.35
Brian De Palma,114,0,Gregg Henry,6592103,Crime|Drama|Mystery|Thriller,28584,ambassador|cannes|identity|suicide|thief,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,232,35000000,2002,6.3,1.85
Moustapha Akkad,156,278,Rod Steiger,,Biography|Drama|History|War,9852,arab|general|libya|muslim|mussolini,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,55,35000000,1980,8.4,2.35
Jean-Paul Rappeneau,135,22,François Cluzet,1877179,Adventure|Drama|Romance|War,4885,austrian|breasts|cholera|police|provence,http://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1,25,,1995,7.1,2.35
Ang Lee,148,0,Jeffrey Dover,630779,Drama|Romance|War|Western,11101,bushwhacker|friend|honor|kansas|raid,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,159,35000000,1999,6.8,2.35
Alejandro G. Iñárritu,148,0,Hanaa Bouchaib,5100937,Drama,68885,children|chinese|illegal immigrant|immigrant|male ponytail,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1,127,,2010,7.5,2.35
Roland Joffé,109,596,Alice Englert,,Action|Adventure|Romance|Sci-Fi,2138,1770s|british india|great barrier reef|india|ring,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15,,2015,4.5,
Joachim Rønning,93,18,Sam Shepard,,Action|Comedy|Crime|Western,28848,bank|cleavage|farmer|female gunfighter|mexico,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,76,32000000,2006,5.7,2.35
Tony Kaye,,194,Aisha Tyler,,Crime|Drama,219,based on novel,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,,23000000,2009,7.2,
Wes Ball,113,47,Aml Ameen,102413606,Action|Mystery|Sci-Fi|Thriller,310903,based on novel|concrete wall|maze|open ended|teenage boy,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,524,34000000,2014,6.8,2.35
Ken Scott,91,31,June Diane Raphael,10214013,Comedy,23072,business trip|company|glory hole|male frontal nudity|male nudity,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,89,35000000,2015,5.4,2.35
Martin Scorsese,139,17000,Geraldine Chaplin,32000000,Drama|Romance,36267,19th century|countess|lawyer|love|new york,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,150,30000000,1993,7.2,2.35
Darren Aronofsky,96,0,Ellen Burstyn,10139254,Drama|Sci-Fi,190990,eternity|love|mayan|tree|tree of life,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,915,35000000,2006,7.3,1.85
Hugh Johnson,102,3,Kevin J. O'Connor,11227940,Action|Adventure|Comedy|Drama|Thriller,8367,colonel|ice|ice cream truck|military|u.s. army,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,94,34000000,1999,5.2,2.35
Simon West,96,165,Mark Valley,183125,Action|Crime|Drama|Thriller,36914,bank|money|presumed dead|rescue|thief,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,86,35000000,2012,5.5,2.35
Hayao Miyazaki,101,6000,Yûki Amami,15081783,Adventure|Animation|Family|Fantasy,85589,children adventure|magical realism|sea goddess|small town|tsunami,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,144,34000000,2008,7.7,1.85
George Tillman Jr.,128,88,Melissa Benoist,37432299,Drama|Romance,50041,1940s|art collector|bull riding|north carolina|student,http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1,116,34000000,2015,7.1,2.35
Rand Ravich,109,7,Charlize Theron,10654581,Drama|Sci-Fi|Thriller,45497,astronaut|electrocuted in bathtub|mission|pilot|sister,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260,34000000,1999,5.3,1.85
Hugh Hudson,114,46,Eva Marie Saint,6543194,Adventure|Drama|Romance,3740,dream|italian|kenya|ranch|snake,http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1,61,34000000,2000,5.6,2.35
Gabriele Muccino,105,125,Dennis Quaid,13101142,Comedy|Romance|Sport,23916,coach|soccer|soccer coach|soccer mom|soccer team,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,50,35000000,2012,5.7,2.35
Justin Chadwick,141,56,Fana Mokoena,8324748,Biography|Drama|History,21223,africa|apartheid|nelson mandela|president|resistance,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,108,35000000,2013,7.1,2.35
Warren Beatty,195,631,Warren Beatty,,Biography|Drama|History|Romance,16255,cold war|cold war era|interview|russia|written and directed by cast member,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,127,35000000,1981,7.5,1.85
Rob Reiner,138,0,Demi Moore,141340178,Drama|Thriller,181879,cuba|guantanamo|lance corporal|lawyer|murder,http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1,319,40000000,1992,7.6,2.35
Andrzej Bartkowiak,101,43,Bill Duke,51758599,Action|Comedy|Crime|Drama|Thriller,27580,corrupt cop|drug dealer|drugs|heroin|vice president,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,232,33000000,2001,5.5,2.35
Raja Gosnell,99,67,Cedric the Entertainer,117559438,Action|Comedy|Crime,66941,disguise|fbi|female impersonation|gender disguise|obesity,http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1,148,30000000,2000,5.1,1.85
Jeremy Degruson,85,0,Brianne Brozey,4091,Adventure|Animation|Comedy|Family|Fantasy,4265,,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,16,34000000,2013,6.3,2.35
Chris Gorak,89,21,Veronika Vernadskaya,21426805,Action|Adventure|Horror|Sci-Fi|Thriller,49312,alien|aurora borealis|critically bashed|killing an animal|nightclub,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1,211,30000000,2011,4.9,2.35
Scott Speer,99,35,Stephen Boss,35057332,Drama|Music|Romance,45394,3 dimensional|dance|dancer|dancing|flash mob,http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1,72,33000000,2012,6.5,2.35
David R. Ellis,105,160,Kenan Thompson,34014398,Action|Adventure|Crime|Drama|Thriller,115649,baby rattle|famous line|murder|passenger|snake,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033,33000000,2006,5.6,2.35
Joe Charbanic,97,10,Joseph Sikora,28927720,Crime|Horror|Mystery|Thriller,22220,fbi|murder|scene of the crime|serial killer|therapy,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,181,33000000,2000,5.3,1.85
Jonathan Hensleigh,140,36,Marco St. John,33682273,Action|Crime|Drama|Thriller,124242,death|family reunion|fbi|fbi agent|vigilante,http://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,622,33000000,2004,6.5,2.35
Danny Cannon,118,41,Kuno Becker,4280577,Drama|Romance|Sport,50919,barrio|border|newcastle united|party|soccer,http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1,114,10000000,2005,6.8,2.35
Boaz Yakin,94,132,Reggie Lee,17120019,Action|Crime|Thriller,83097,bodyguard|gang war|russian|russian mafia|triad,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,134,30000000,2012,6.5,2.35
Mike Newell,124,179,Kurt Fuller,8406264,Comedy|Drama|Romance,24826,air traffic control|air traffic controller|female bodybuilder|job|marriage,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,175,38000000,1999,6.0,2.35
Richard Marquand,134,37,Ian McDiarmid,309125409,Action|Adventure|Fantasy|Sci-Fi,681857,death star|emperor|empire|princess|rebel,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,647,32500000,1983,8.4,2.35
Neil Marshall,113,197,Jason Cope,10955425,Action|Sci-Fi|Thriller,62770,cure|quarantine|scotland|virus|wall,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,396,30000000,2008,6.0,2.35
