director_name,duration,director_facebook_likes,actor_3_facebook_likes,gross,actor_1_name,movie_title,cast_total_facebook_likes,plot_keywords,movie_imdb_link,num_user_for_reviews,content_rating,budget
Cristian Mungiu,113,163,27,1185783,Anamaria Marinca,4 Months, 3 Weeks and 2 Days ,264,female rear nudity|friend|hotel|rainy night|towel,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,172,Not Rated,590000
Brian Dorton,97,171,76,,Javier Botet,The Horror Network Vol. 1 ,1343,anthology,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3,,3000000
David Slade,104,171,0,1007962,Odessa Rae,Hard Candy ,117,chatting|missing person poster|online dating|photographer|sexual predator,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,651,R,950000
Jamie Babbit,91,91,659,381186,Katy Mixon,The Quiet ,3299,deaf|death|dysfunctional family|godparent|secret,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,90,R,900000
Maryam Keshavarz,107,32,127,439958,Sarah Kazemy,Circumstance ,509,closeted lesbian|iranian|islamophobia|propaganda|teenager,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1,43,R,
Ryan Coogler,85,0,88,16097842,Ahna O'Reilly,Fruitvale Station ,687,22 year old|b.a.r.t.|bay area|birthday|police,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,168,R,900000
Ramaa Mosley,101,6,727,6643,Jack McBrayer,The Brass Teapot ,4184,mini dress|mini skirt|money|voyeur|voyeurism,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,39,R,900000
James Algar,70,11,8,102797150,Sam Edwards,Bambi ,63,animal|bambi|deer|forest|hunter,http://www.imdb.com/title/tt0034492/?ref_=fn_tt_tt_1,136,Approved,
Charles Herman-Wurmfeld,88,0,102,442638,John Enos III,The Hammer ,897,birthday|boxing|coach|gym|olympics,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,23,R,850000
Ric Roman Waugh,112,29,874,42919096,Dwayne Johnson,Snitch ,15800,cigarette smoking|dea|drugs|inspired by true events|undercover,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,122,PG-13,15000000
C. Jay Cox,107,6,522,819939,Joseph Gordon-Levitt,Latter Days ,26017,christian|male frontal nudity|mormon|mormon missionary|nudity,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,252,R,850000
Mariette Monpierre,78,0,0,,Stana Roumillac,Elza ,0,foreign|french,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2,,900000
Tommy Oliver,90,66,734,,Bokeem Woodbine,1982 ,5435,number in title|semi autobiographical,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,3,R,1000000
Jamie Travis,88,15,567,1243961,James Wolk,For a Good Time, Call... ,3770,friend|friendship|gay|phone sex|sex,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,34,R,850000
Lee Toland Krieger,92,43,172,3094687,Ari Graynor,Celeste & Jesse Forever ,1751,best friends|friendship|masturbation|reference to matthias steiner|single,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,61,R,
Rich Christiano,95,14,221,15278,Gavin MacLeod,Time Changer ,1185,bible|christian propaganda|christianity|time machine|zealot,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,158,PG,825000
Paul Andrew Williams,85,46,141,,Lorraine Stanley,London to Brighton ,926,bathroom|chase|girl|pimp|toilet,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,72,R,500000
Nick Love,86,63,175,,Eddie Griffin,American Hero ,1278,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,23,,990000
Natalie Bible',90,8,487,,Tommy O'Reilly,Windsor Drive ,3336,,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,6,,100000
Asghar Farhadi,123,0,620,7098492,Shahab Hosseini,A Separation ,2501,alzheimer's disease|caregiver|divorce|iran|iranian,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,264,PG-13,500000
Justin Molotnikov,93,5,10,,Jo Hartley,Crying with Laughter ,81,cocaine|edinburgh scotland|stand up comedian,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,6,,
Todd Solondz,88,377,236,4771000,Heather Matarazzo,Welcome to the Dollhouse ,1502,bully|first crush|school|social outcast|taunting,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,174,R,800000
Victor Nunez,114,9,86,1001437,Allison Dean,Ruby in Paradise ,423,desire|florida|identity|resort town|sales,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,28,R,800000
Peter Sollett,88,6,68,2073984,Victor Rasuk,Raising Victor Vargas ,663,based on short film|manhattan new york city|urination|vomiting|watching television,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,135,R,800000
Georg Wilhelm Pabst,110,21,3,9950,Louise Brooks,Pandora's Box ,455,escape|femme fatale|german expressionism|lust|violence,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1,84,Not Rated,
Daniel Davila,95,0,167,,Martin Landau,Harrison Montgomery ,1484,abusive relationship|character name in title|magic|san francisco california|tenderloin san francisco,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,1,,850000
Jorge Gaggero,83,0,0,,Norma Aleandro,Live-In Maid ,29,buenos aires argentina|economics|housekeeper|maid|servant,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,11,Unrated,800000
Rod Lurie,104,37,501,144583,Kevin Pollak,Deterrence ,1983,colorado|diner|iraq|nuclear missile|president,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,79,R,800000
Michael Burke,94,3,181,,Zachary Knighton,The Mudge Boy ,991,death|farm|fur coat|grief|misfit,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,30,R,800000
Catherine Jelski,87,0,258,58163,Leslie Bibb,The Young Unknowns ,2359,based on play|independent film,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,3,R,
Shane Dawson,93,247,152,35688,Shane Dawson,Not Cool ,954,,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,72,Not Rated,600000
Tommy Wirkola,91,75,13,41709,Bjørn Sundquist,Dead Snow ,116,medical student|nazi|snow|snowmobile|zombie,http://www.imdb.com/title/tt1278340/?ref_=fn_tt_tt_1,200,Not Rated,800000
Ryan Little,90,38,69,1310270,Corbin Allred,Saints and Soldiers ,587,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,157,PG-13,780000
Clark Baker,14,0,37,,Taylor Pigeon,Vessel ,315,alien|flight attendant|monster|pilot|tentacle,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,3,,
George Lucas,112,0,425,115000000,Harrison Ford,American Graffiti ,14954,california|car|drag racing|high school|rock 'n' roll,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,238,PG,777000
Robert Greenwald,75,21,0,,Scott Helvenston,Iraq for Sale: The War Profiteers ,25,american politics|armed forces|political corruption|shady|war profiteer,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,24,,750000
Matt Maiellaro,86,8,357,5518918,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,3071,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,73,R,750000
Colin Trevorrow,86,365,522,4007792,Mary Lynn Rajskub,Safety Not Guaranteed ,2714,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,260,R,750000
Leslie Small,89,15,95,7705974,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,548,stand up comedy,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,8,R,
Ben Wheatley,95,214,246,26297,MyAnna Buring,Kill List ,1269,female full frontal nudity|hitman|knee breaking|male full frontal nudity|sniper,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,209,Not Rated,500000
Ti West,101,243,74,77501,Lena Dunham,The Innkeepers ,1252,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,247,R,750000
David S. Goyer,89,687,389,42638165,Gary Oldman,The Unborn ,12183,babysitting|experiment|nightmare|possession|twin,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,230,PG-13,16000000
Bernardo Bertolucci,106,973,48,,Jean-Louis Trintignant,The Conformist ,500,fascist|gun|italy|nudity|sexuality,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,101,R,750000
Neil Burger,88,168,21,47329,Raymond J. Barry,Interview with the Assassin ,243,conspiracy theory|kennedy assassination|mock documentary|paranoia,http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1,31,R,750000
Oliver Blackburn,99,4,201,18378,Julian Morris,Donkey Punch ,1558,male frontal nudity|male nudity|male pubic hair|male rear nudity|spain,http://www.imdb.com/title/tt0988849/?ref_=fn_tt_tt_1,74,R,900000
Jonathan Levine,90,129,280,,Luke Grimes,All the Boys Love Mandy Lane ,2170,drugs|female nudity|party|voyeur|voyeurism,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,129,R,750000
Christopher Hutson,95,3,118,,Dichen Lachman,Bled ,1117,artist|blood|drug|tree sap|vampire,http://www.imdb.com/title/tt0997143/?ref_=fn_tt_tt_1,30,R,750000
Fred Zinnemann,85,160,433,,Gary Cooper,High Noon ,2496,appeasement|frontier justice|justice|one against many|street shootout,http://www.imdb.com/title/tt0044706/?ref_=fn_tt_tt_1,333,PG,750000
Steve James,170,23,2,7830611,William Gates,Hoop Dreams ,15,athlete|basketball|high school|high school student|school,http://www.imdb.com/title/tt0110057/?ref_=fn_tt_tt_1,74,PG-13,700000
David LaChapelle,86,30,14,3278611,Kevin Scott Richardson,Rize ,321,clown|clowning|dance|gang|south central los angeles,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,46,PG-13,
Joseph Kosinski,,364,567,,Peter Dinklage,Destiny ,26578,first person shooter,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,11,,
Michael Cuesta,97,52,36,1141829,Adam LeFevre,L.I.E. ,209,ephebophile|pederasty|pedophilia|playing hooky|shaving,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1,109,NC-17,700000
Caryn Waechter,104,0,195,,Laura Fraser,The Sisterhood of Night ,1581,accused of witchcraft|based on short story,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,17,PG-13,1000000
Emily Dell,88,0,311,,Aimee Garcia,B-Girl ,2476,brooklyn new york city|los angeles california|teacher|trauma|violence,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,10,PG-13,
Peter Jackson,201,0,84,218051260,Naomi Watts,King Kong ,7122,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,PG-13,207000000
Jaume Collet-Serra,108,174,324,32048809,Robert Ri'chard,House of Wax ,2160,brother sister relationship|group of friends|male nudity|twin|wax,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,576,R,30000000
Ryan Fleck,106,31,71,2694973,Ryan Gosling,Half Nelson ,33734,bathroom|classroom|dialectics|drugs|student,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,189,R,700000
Jennifer Wynne Farmer,107,0,236,10508,Irene Bedard,Naturally Native ,1763,cosmetics|female protagonist|native american|native american protagonist|sister sister relationship,http://www.imdb.com/title/tt0133117/?ref_=fn_tt_tt_1,6,PG-13,700000
Christopher Scott Cherot,84,21,48,2301777,Hill Harper,Hav Plenty ,714,friend|new year's eve|screwball|self discovery|social differences,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,36,R,650000
H.M. Coakley,91,0,137,,Mehcad Brooks,Adulterers ,1210,cheating husband|female nudity|male nudity|male rear nudity|revenge,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,1,,750000
Randy Moore,90,13,432,169719,Trey Loney,Escape from Tomorrow ,2483,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,79,Not Rated,
Chris Atkins,103,2,442,,Richard Curtis,Starsuckers ,1683,celebrity|consumerism|fashion|media manipulation,http://www.imdb.com/title/tt1510934/?ref_=fn_tt_tt_1,8,,400000
Bill Benenson,71,0,21,,Alfre Woodard,The Hadza: Last of the First ,1359,east africa|hunter gatherer|indigenous|rift valley|swahili,http://www.imdb.com/title/tt2139721/?ref_=fn_tt_tt_1,1,,650000
Ryan Smith,90,4,258,,Sandra Ellis Lafferty,After ,1553,coma|crash,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,27,PG-13,650000
Travis Romero,67,4,2000,,Matthew Ziff,Treachery ,283939,panties|white panties,http://www.imdb.com/title/tt2380301/?ref_=fn_tt_tt_1,5,,625000
Anna Mastro,94,7,912,,Leven Rambin,Walter ,4767,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1,19,,700000
Mark Sandrich,81,10,23,3000000,Ginger Rogers,Top Hat ,824,dance|dancer|dancing|horse|tap dancing,http://www.imdb.com/title/tt0027125/?ref_=fn_tt_tt_1,98,Approved,609000
Daniel Myrick,81,19,39,140530114,Heather Donahue,The Blair Witch Project ,399,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,http://www.imdb.com/title/tt0185937/?ref_=fn_tt_tt_1,3400,R,60000
Michael Wadleigh,215,14,136,13300000,Joe Cocker,Woodstock ,778,drugs|hippie|music festival|the who|woodstock,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,63,R,600000
John Landis,83,644,11,,David Zucker,The Kentucky Fried Movie ,190,fake commercial|fake newscast|fake trailer|parody|spoof,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,109,R,650000
Jon Gunn,106,16,254,171988,Stacy Keach,Mercy Streets ,1281,church|cigarette smoking|deacon|twin brother|twins,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,16,PG-13,600000
Gene Teigland,103,0,20,23616,Kendyl Joi,Arnolds Park ,85,,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,4,PG-13,600000
Scott Ziehl,90,4,218,13493,William Smith,Broken Vessels ,2288,independent film|katana sword|los angeles storm drain,http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1,19,R,600000
Richard Montoya,88,12,359,79043,Nicholas Gonzalez,Water & Power ,2241,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,Not Rated,
Johanna Schwartz,105,0,0,,Aliou Touré,They Will Have to Kill Us First ,0,,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2,,400000
William Gazecki,115,3,0,,Karen Alexander,Crop Circles: Quest for Truth ,0,crop circle|intelligence|paranormal|phenomenon|universe,http://www.imdb.com/title/tt0331225/?ref_=fn_tt_tt_1,13,,750000
Lance McDaniel,90,0,271,,Russell Wong,Light from the Darkroom ,1754,china|faith|panama|photography|suspense,http://www.imdb.com/title/tt3130704/?ref_=fn_tt_tt_1,1,PG-13,600000
Thomas Lilti,102,12,2,,François Cluzet,Irreplaceable ,553,doctor|hospital|mayor|no opening credits|title at the end,http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1,1,,
Michael Walker,98,5,233,,Paula Garcés,The Maid's Room ,1707,,http://www.imdb.com/title/tt2263814/?ref_=fn_tt_tt_1,9,,600000
Richard Lester,87,44,704,515005,Paul McCartney,A Hard Day's Night ,2538,boy|concert|drummer|manager|television,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,219,Approved,560000
U. Roberto Romano,80,6,,2245,,The Harvest/La Cosecha ,0,child labor|education|hispanic|labor|migration,http://www.imdb.com/title/tt1981703/?ref_=fn_tt_tt_1,2,,560000
Amy Holden Jones,88,11,221,,Jamie Lee Curtis,Love Letters ,2996,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,9,R,550000
Blaz Zavrsnik,83,0,0,,Dario Nozic Serini,Julija in alfa Romeo ,0,,http://www.imdb.com/title/tt4374230/?ref_=fn_tt_tt_1,2,,500000
Alex Kendrick,122,589,150,33451479,Kirk Cameron,Fireproof ,1164,christian film|dare|firefighter|internet pornography|marriage,http://www.imdb.com/title/tt1129423/?ref_=fn_tt_tt_1,215,PG,500000
Pan Nalin,115,95,0,,Bhole Baba,Faith Connections ,0,faith|ganja|kumbh mela|little boy|orphan,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,3,,550000
Joe Camp,86,24,142,39552600,Frances Bavier,Benji ,1090,animal abuse|cat|dog|dog movie|tween girl,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,36,G,500000
Chris Kentis,79,9,7,30500882,Blanchard Ryan,Open Water ,67,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,916,R,500000
Matt Walsh,87,490,201,,Joe Lo Truglio,High Road ,2295,,http://www.imdb.com/title/tt1692084/?ref_=fn_tt_tt_1,3,R,
John 'Bud' Cardos,97,8,22,17000000,Woody Strode,Kingdom of the Spiders ,516,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,84,PG,500000
Marilyn Agrelo,105,2,0,8044906,Heather Berman,Mad Hot Ballroom ,0,ballroom dancing|new york city|poise|self confidence|teacher,http://www.imdb.com/title/tt0438205/?ref_=fn_tt_tt_1,65,PG,
Tom McCarthy,89,310,587,5739376,Peter Dinklage,The Station Agent ,24419,abandoned|depot|dwarf|newfoundland new jersey|train,http://www.imdb.com/title/tt0340377/?ref_=fn_tt_tt_1,286,R,500000
Brian Baugh,120,3,234,3773863,Randy Wayne,To Save a Life ,2563,basketball|beer pong|childhood friend|christian|suicide,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,55,PG-13,1000000
Patrick Creadon,94,3,2,3117666,Ken Burns,Wordplay ,382,comedian|crossword puzzle|editor|new york times|puzzle,http://www.imdb.com/title/tt0492506/?ref_=fn_tt_tt_1,43,PG,
Barry W. Blaustein,108,6,43,2047570,Terry Funk,Beyond the Mat ,194,championship|drugs|three word title|wrestler|wrestling,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,80,R,500000
Kurt Hale,102,0,15,1250798,Kirby Heyborne,The Singles Ward ,161,church|love|marriage|mormon|single,http://www.imdb.com/title/tt0306069/?ref_=fn_tt_tt_1,53,PG,500000
Siddiq Barmak,83,6,0,1127331,Marina Golbahari,Osama ,30,boy|girl|hair|school|taliban,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,77,PG-13,46000
Joseph Dorman,93,0,59,906666,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,660,jewish identity,http://www.imdb.com/title/tt1976608/?ref_=fn_tt_tt_1,5,Unrated,500000
Greg Harrison,86,7,17,1114943,Rachel True,Groove ,407,dj|ecstasy the drug|rave|raver|warehouse,http://www.imdb.com/title/tt0212974/?ref_=fn_tt_tt_1,74,R,500000
Kurt Hale,101,0,17,1111615,Kirby Heyborne,The R.M. ,155,latter day saints|missionary|pickup truck|police|video camera,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,34,PG,500000
Michael Polish,111,35,482,985341,Sasha Alexander,Twin Falls Idaho ,3166,conjoined twins|independent film|low budget film|separation|twin,http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1,87,R,500000
Jacob Aaron Estes,90,9,595,603943,Rory Culkin,Mean Creek ,2655,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,154,R,500000
Morgan J. Freeman,86,204,474,334041,Edie Falco,Hurricane Streets ,2322,gang|new mexico|prison|smuggling|theft,http://www.imdb.com/title/tt0119338/?ref_=fn_tt_tt_1,21,R,500000
Eric Schaeffer,98,71,658,295468,Peter Dinklage,Never Again ,24382,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,34,R,500000
Neema Barnette,91,21,469,243347,Monica Calhoun,Civil Brand ,2555,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,24,R,500000
Steve Buscemi,91,12000,213,154077,Kevin Corrigan,Lonesome Jim ,1440,bail|coma|dart board|indiana|ladder factory,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,53,R,500000
Joe Swanberg,90,217,243,342936,Olivia Wilde,Drinking Buddies ,20480,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,106,R,
Molly Bernstein,88,0,49,151389,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,483,stage magician,http://www.imdb.com/title/tt2654360/?ref_=fn_tt_tt_1,7,,500000
Akira Kurosawa,202,0,4,269061,Takashi Shimura,Seven Samurai ,338,16th century|battle|japan|practice|samurai,http://www.imdb.com/title/tt0047478/?ref_=fn_tt_tt_1,596,Unrated,2000000
Marius A. Markevicius,89,6,8,133778,Tommy Sheppard,The Other Dream Team ,44,basketball|basketball team|grateful dead|lithuanian|olympics,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,9,Not Rated,500000
Tom DiCillo,97,32,329,,Brad Pitt,Johnny Suede ,11839,idol|musician|vomiting|watching television|wyoming,http://www.imdb.com/title/tt0104567/?ref_=fn_tt_tt_1,24,R,500000
Justin Lin,84,681,143,52850,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,734,bruce lee|jeet kune do|karate|satire|spoof,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,12,Not Rated,500000
Quentin Dupieux,82,248,196,98017,Haley Ramm,Rubber ,1498,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170,R,500000
Tim Johnson,94,12,183,177343675,Jim Parsons,Home ,17883,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214,PG,135000000
C. Jay Cox,100,6,325,31937,Tori Spelling,Kiss the Bride ,2310,best friend|high school|love|secret|wedding,http://www.imdb.com/title/tt0893346/?ref_=fn_tt_tt_1,10,R,500000
Alex Smith,112,12,699,13134,Ryan Gosling,The Slaughter Rule ,35294,cheerleader|father son relationship|football coach|loss of father|mother son relationship,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,32,R,500000
Gareth Edwards,94,380,113,237301,Scoot McNairy,Monsters ,1118,alien|alien invasion|destroyed building|destruction|mexico,http://www.imdb.com/title/tt1470827/?ref_=fn_tt_tt_1,451,R,500000
Jonathan Parker,87,0,347,,Keith Carradine,The Californians ,1924,based on novel,http://www.imdb.com/title/tt0377043/?ref_=fn_tt_tt_1,11,PG,
Sol Tryon,91,0,170,12055,Jim Gaffigan,The Living Wake ,1047,artist|black comedy,http://www.imdb.com/title/tt0489212/?ref_=fn_tt_tt_1,10,PG-13,500000
Alex Craig Mann,87,38,445,1332,Justin Chon,Detention of the Dead ,2251,based on play|blood|independent film|teenager|zombie,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,20,Not Rated,500000
Hao Ning,98,0,0,,Bo Huang,Crazy Stone ,8,bankruptcy|crystal|father son relationship|heist|shower,http://www.imdb.com/title/tt0843270/?ref_=fn_tt_tt_1,9,,3000000
Stephen Kijak,95,3,25,,Brian Eno,Scott Walker: 30 Century Man ,119,avant garde|british pop|character name in title|musician|number in title,http://www.imdb.com/title/tt0486541/?ref_=fn_tt_tt_1,11,,500000
Marc Forster,87,395,637,,Radha Mitchell,Everything Put Together ,3309,group of friends|mental breakdown|mental instability|morgue|sudden infant death syndrome,http://www.imdb.com/title/tt0228277/?ref_=fn_tt_tt_1,10,R,100000
Andrew Niccol,102,487,118,316842,Bruce Greenwood,Good Kill ,2099,cigarette butt|drone|funeral procession|nellis air force base|taliban,http://www.imdb.com/title/tt3297330/?ref_=fn_tt_tt_1,68,R,
Daston Kalili,127,2,0,,Daston Kalili,Insomnia Manica ,2,,http://www.imdb.com/title/tt0455556/?ref_=fn_tt_tt_1,3,,500000
William Gazecki,96,3,205,,Carol Channing,The Outrageous Sophie Tucker ,1235,,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,3,,500000
Ol Parker,103,21,680,,Jeremy Irvine,Now Is Good ,26999,death|dying|leukemia|teenage girl|terminal illness,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,54,PG-13,
Michael Hoffman Jr.,104,32,238,,Vincent Chimato,Girls Gone Dead ,2102,mini skirt|party|spring break|voyeur|war hammer,http://www.imdb.com/title/tt1884318/?ref_=fn_tt_tt_1,28,R,500000
Patrick Gilles,90,0,569,,Emma Caulfield,America Is Still the Place ,3359,,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,,,
Georgia Hilton,122,406,152,,Mike Beckingham,Subconscious ,1038,military|submarine|suspense|time travel|world war two,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,16,R,
Tamra Davis,93,33,135,37188667,Britney Spears,Crossroads ,1531,audition|friendship|graduation|high school graduation|love,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578,PG-13,12000000
Jack Heller,90,0,120,,Shaun Sipos,Enter Nowhere ,630,cabin|going in circles|pac man|stranger|woods,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,45,R,500000
Fernando Baez Mella,101,0,15,,Manny Perez,The King of Najayo ,206,,http://www.imdb.com/title/tt2275671/?ref_=fn_tt_tt_1,1,R,500000
Warren Sheppard,94,0,212,,Jennifer Hale,Fight to the Finish ,2091,fighting|karate,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1,2,PG-13,150000
Darren Lynn Bousman,97,163,303,,Paul Sorvino,Alleluia! The Devil's Carnival ,2438,carnival|devil|redemption|reference to god,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,20,,500000
Justin Paul Miller,90,0,33,,Mary Kate Wiles,The Sound and the Shadow ,254,,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,1,R,
Joel Paul Reisig,108,431,317,,Carrie Bradstreet,Rodeo Girl ,1628,,http://www.imdb.com/title/tt4062896/?ref_=fn_tt_tt_1,4,PG,500000
Catherine Gund,82,0,0,21199,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,0,three word title,http://www.imdb.com/title/tt2246526/?ref_=fn_tt_tt_1,10,,500000
Luke Dye,84,0,53,,Mike Stanley,The Little Ponderosa Zoo ,683,,http://www.imdb.com/title/tt3846442/?ref_=fn_tt_tt_1,1,,500000
Sam Raimi,130,0,11000,234903076,Tim Holmes,Oz the Great and Powerful ,73441,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511,PG,215000000
Michael Herz,91,6,10,,Patrick Kilpatrick,The Toxic Avenger ,553,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147,Unrated,475000
Matty Rich,91,10,10,2712293,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,380,domestic violence|housing project|new york city|poverty|racism,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,11,R,450000
