actor_2_name,genres,actor_1_name,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,country,content_rating,budget,imdb_score
Kevin Alejandro,Action|Adventure|History|Western,William McNamara,15707,1,1800s|doc holliday|robbers|sheriff|texas,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1,USA,PG-13,2000000,4.4
Wray Crawford,Comedy|Horror,Trenton Rostedt,1425,0,zombie|zombie spoof,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,USA,R,1250000,3.4
Bella Heathcote,Drama|Horror|Mystery|Thriller,Kevin Zegers,4968,1,,http://www.imdb.com/title/tt1772261/?ref_=fn_tt_tt_1,USA,,2000000,4.5
Michael Aaron Milligan,Thriller,Melissa Bolona,13583,0,blood|daughter|jail|police|shark,http://www.imdb.com/title/tt4416518/?ref_=fn_tt_tt_1,USA,Not Rated,2000000,3.4
Daniel Roebuck,Crime|Drama,Keanu Reeves,19649,2,death|friend|high school|murder|police,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,USA,R,1900000,7.1
Anthony Edwards,Drama|Fantasy,Peter Coyote,2389,0,boy|caretaker|dam|evacuation|orphanage,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,USA,PG-13,1900000,6.4
Mike 'The Miz' Mizanin,Action|Thriller,Paul McGillion,1204,2,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1,USA,R,1950000,5.2
Samantha Mathis,Drama|Mystery|Thriller,Ryan Reynolds,17471,0,buried alive|coffin|iraq|one person|single set production,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,Spain,R,3000000,7.0
Paddy Considine,Comedy|Drama|Romance,Craig Roberts,3275,1,15 year old|school|teen comedy|teen movie|virginity,http://www.imdb.com/title/tt1440292/?ref_=fn_tt_tt_1,UK,R,,7.3
Ahmed Hassan,Documentary|Drama|History|News,Khalid Abdalla,176,0,,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,Egypt,Not Rated,1500000,8.1
Lizzie Brocheré,Drama,Karl E. Landler,1082,5,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,France,Unrated,1400000,5.8
Judy Greer,Drama|Fantasy|Horror,Chloë Grace Moretz,20051,1,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,USA,R,30000000,5.9
Remo,Drama|Musical,Lauren Gottlieb,1182,3,,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,India,Not Rated,,6.4
Lin Shaye,Horror,Johnny Depp,42918,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,USA,X,1800000,7.5
Philippe Petit,Biography|Crime|Documentary|History|Thriller,Paul McGill,68,0,new york city|passion|reenactment|rooftop|tower,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,UK,PG-13,1000000,7.8
Peter Feeney,Drama,Siobhan Marshall,90,5,boat|one word title|sea|storm|survivor,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,New Zealand,,,6.3
Adam Ratcliffe,Drama,Logan Browning,4249,6,basketball|burglary|police|robbery|teenage girl,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,USA,R,1900000,7.2
Ashley Bell,Drama|Horror|Thriller,Caleb Landry Jones,1958,0,cult film|documentary crew|exorcism|found footage|satanic ritual,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,France,PG-13,1800000,5.6
Ophelia Lovibond,Biography|Drama|Music,Kristin Scott Thomas,2032,1,1960s|childhood|friendship|love|the beatles,http://www.imdb.com/title/tt1266029/?ref_=fn_tt_tt_1,UK,R,,7.2
Karl Malden,Drama,Marlon Brando,10570,0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,USA,PG,1800000,8.0
Slim Pickens,Comedy,George C. Scott,1991,0,bomber|doomsday|general|u.s. president|war room,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,USA,PG,1800000,8.5
Ana Claudia Talancón,Drama|Romance,Damián Alcázar,546,0,church|love|mexico|politics|priest,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,Mexico,R,1800000,6.8
Gina Montana,Drama|Fantasy,Quvenzhané Wallis,2658,0,auroch|community|hospital|illness|six year old,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,USA,PG-13,1800000,7.3
Paul Williams,Action|Sci-Fi,Roddy McDowall,1432,4,ape|general|gorilla|outer space|planet of the apes,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,USA,G,1800000,5.5
David Patrick Kelly,Drama|Music,Aidan Quinn,2187,1,doctor|mountain|musician|song|university,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,USA,PG-13,1800000,7.3
Bill Irwin,Drama,Donna Murphy,1439,0,1960s|belief in the afterlife|domestic violence|faith|minister,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1,USA,R,,6.3
T.R. Silambarasan,Comedy|Romance,Hansika Motwani,349,2,,http://www.imdb.com/title/tt3566698/?ref_=fn_tt_tt_1,India,,150000000,5.1
J.J. Abrams,Comedy|Documentary,Quentin Tarantino,32405,1,advertising|movie in title|product placement,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,USA,PG-13,1500000,6.6
Gary Farmer,Comedy|Horror,Steve Buscemi,14620,0,based on ed gein|dog|hyperactive|macabre|zombie,http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1,USA,PG-13,1800000,6.1
Lhakpa Dorji,Adventure|Drama,Tshewang Dendup,0,0,bhutan|buddhist|monk|storytelling|weaver,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,Australia,,1800000,7.5
Bruce Dern,Western,Clint Eastwood,18263,3,imperative in title|judge|marshal|murder|vigilante,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,USA,M,1800000,7.0
Jim Backus,Crime|Drama|Film-Noir,Humphrey Bogart,2831,0,editor|gangster|newspaper|organized crime|press,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,USA,,,7.2
Tom Cavanagh,Horror|Thriller,George Newbern,2439,0,birthday|birthday party|colonoscopy|hospital|surgery,http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1,USA,R,1800000,5.3
Luke Edwards,Comedy|Horror|Thriller,Kimberley Crossman,1270,0,,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,USA,,,8.7
Keenan Tracey,Action|Sci-Fi,Tom Everett Scott,984,0,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf,http://www.imdb.com/title/tt2645670/?ref_=fn_tt_tt_1,Canada,PG-13,1800000,3.4
Essence Atkins,Comedy|Drama,Christian Keyes,4306,13,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,USA,Not Rated,1800000,5.4
Ludger Pistor,Crime|Drama,Moritz Bleibtreu,623,1,bechdel test failed|money|multiple outcomes|repeated event|subway,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,Germany,R,3500000,7.8
Will Estes,Drama|Horror,James Duval,2489,1,case|doll|dry humor|friend|love,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,USA,R,500000,6.7
CJ Adams,Adventure|Family,Natasha Henstridge,1724,3,cave|salmon,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,Canada,PG,2000000,4.7
Chris Cleveland,Horror,Matthew Alan,139,0,brother|cave|caver|dark|funeral,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,USA,PG-13,1750000,6.3
Eugenio Derbez,Adventure|Drama,America Ferrera,2198,1,12 year old|boy|mexican|mexican immigrant|mexico,http://www.imdb.com/title/tt0796307/?ref_=fn_tt_tt_1,Mexico,PG-13,,7.4
Gordon Jump,Action|Sci-Fi,Roddy McDowall,941,0,ape|future|intelligence|revolution|slave revolt,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,USA,PG,1700000,6.1
Sissy Spacek,Crime|Drama,Tom Wilkinson,3970,1,doctor|maine|only son|school choir|summer,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,USA,R,1700000,7.5
Chad Lindberg,Horror|Thriller,Sarah Butler,2423,0,horror movie remake|rape|rape and revenge|rape victim|revenge,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,USA,R,2000000,6.3
Illeana Douglas,Comedy|Crime|Romance,Ally Walker,2095,3,banker|beauty pageant|escaped convict|gay|pageant,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,USA,PG-13,1700000,6.3
Natalie Press,Drama|Romance,Paddy Considine,763,0,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,UK,R,1700000,6.8
Nimrat Kaur,Drama|Romance,Nawazuddin Siddiqui,822,2,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,India,PG,1000000,7.8
Joan Allen,Drama|Romance,Shirley Henderson,2721,0,beach|lebanese|loss|muslim|restaurant,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,UK,R,1000000,6.9
Ann Miller,Comedy|Drama|Romance,Jean Arthur,1363,10,eccentric|friend|house|monopoly|stenographer,http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1,USA,Approved,1644736,8.0
Donna Reed,Drama|Romance|War,Montgomery Clift,2247,5,boxing|captain|hawaii|love|sergeant,http://www.imdb.com/title/tt0045793/?ref_=fn_tt_tt_1,USA,Not Rated,1650000,7.8
Ben Johnson,Western,Harry Carey Jr.,955,1,captain|cavalry|fort|retirement|yellow ribbon,http://www.imdb.com/title/tt0041866/?ref_=fn_tt_tt_1,USA,Unrated,1600000,7.4
Michael Welch,Drama|Music,Shawnee Smith,3894,0,christianity|love|reference to justin bieber|reference to taylor swift|worship,http://www.imdb.com/title/tt2349460/?ref_=fn_tt_tt_1,USA,PG,,6.1
Clifton Powell,Comedy|Drama,Eddie Griffin,2196,0,accidental killing|drug humor|profanity|sexual humor|stand up comedy,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,USA,R,2000000,4.3
Lamman Rucker,Crime|Drama|Thriller,Essence Atkins,3137,5,betrayal|family relationships|insecurity|murder|passive aggression,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,USA,R,,3.5
Adel Karam,Comedy|Drama|Romance,Yasmine Al Massri,231,0,caramel|friendship|police|secret|suitor,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,France,PG,1300000,7.2
Pixie Davies,Horror|Thriller,Stephen Rea,380,3,haunted house,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,USA,R,,4.7
Lior Ashkenazi,Comedy|Drama|Romance,Ohad Knoller,137,0,gay|hairy chest|homosexual|israel|male nudity,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,Israel,Unrated,1500000,7.3
Teri Garr,Drama|Mystery|Thriller,Harrison Ford,12157,2,corruption|neo noir|recording|saxophone|surveillance,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,USA,PG,1600000,7.9
Revathy,Romance,Annabelle Wallis,622,4,,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,India,,70000000,5.1
Jean-Paul Belmondo,Crime|Drama|Romance,Catherine Deneuve,1694,0,antibes|hotel|island|reunion|reunion island,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,France,R,1600000,7.2
Marisa Coughlan,Drama|Mystery,Judy Greer,2564,2,film student|marriage|mental breakdown|movie star|obsession,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,USA,R,1650000,5.4
Gage Golightly,Horror,Dustin Ingram,992,0,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity,http://www.imdb.com/title/tt3832096/?ref_=fn_tt_tt_1,USA,Not Rated,,3.7
Kevin Zegers,Action|Horror|Thriller,Ty Burrell,10438,0,mall|mayhem|nurse|rear entry sex|survival horror,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,USA,R,26000000,7.4
Cheryl Hines,Comedy|Drama|Romance,Lew Temple,1981,1,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,USA,PG-13,2000000,7.1
Donald Gibb,Action|Biography|Drama|Sport,Bolo Yeung,1168,1,hand to hand combat|hong kong|kumite|martial arts|tournament,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,USA,R,1100000,6.8
Jean Arthur,Comedy|Drama,Claude Rains,1573,7,camp|corruption|governor|senate|u.s. senate,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,USA,Not Rated,1500000,8.2
Leo Fitzpatrick,Drama,Rosario Dawson,3310,1,coming of age|marijuana|rape|virgin|weed,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,USA,,1500000,7.0
Elizabeth Meriwether,Comedy|Drama,William Baldwin,479,0,boy|divorce|tennis|tennis coach|writer,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,USA,R,1500000,7.4
Jennifer Westfeldt,Comedy|Drama|Romance,Scott Cohen,1173,1,friend|friendship|journalist|new york city|personal ad,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,USA,R,1000000,6.7
Ni Yan,Comedy|Drama,Honglei Sun,18,1,betrayal|husband wife relationship|murder|noodles|salary,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,China,R,,5.7
T.J. Storm,Action,Matthew Ziff,261818,5,,http://www.imdb.com/title/tt3082898/?ref_=fn_tt_tt_1,USA,,17000000,9.1
Rhonda Fleming,Film-Noir|Mystery|Romance|Thriller,Norman Lloyd,896,1,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder,http://www.imdb.com/title/tt0038109/?ref_=fn_tt_tt_1,USA,Unrated,1696377,7.6
Mia Kirshner,Drama|Mystery|Romance,Bruce Greenwood,2990,1,bird|cult film|egg|nightclub|toronto,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,Canada,R,2000000,7.2
Vincent Gallo,Comedy|Crime|Drama|Romance,Anjelica Huston,4762,2,shower|stripper|tap dancing|underwear|undressing,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,USA,R,1500000,7.5
Barbara Hershey,Fantasy|Horror|Mystery|Thriller,Lin Shaye,3030,1,baby|boy|coma|demon|house,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,USA,PG-13,1500000,6.8
Tracey Walter,Comedy|Crime|Sci-Fi|Thriller,Del Zamora,1652,3,punk|punk rocker|repossession|televangelist|ufo,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,USA,R,1500000,6.9
Gastón Pauls,Crime|Drama|Thriller,Ricardo Darín,856,0,con artist|hotel|partner|scam|stamp,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,Argentina,R,1500000,7.9
Yuval Diskin,Documentary|War,Ami Ayalon,0,3,interview|jerusalem|jewish|terrorism|terrorist bombing,http://www.imdb.com/title/tt2309788/?ref_=fn_tt_tt_1,Israel,PG-13,,7.6
Susanna Thompson,Drama,Beau Bridges,859,1,commune|defecation|environmentalism|fellatio|island,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,USA,R,1500000,6.7
Alia Shawkat,Comedy|Romance,Donald Glover,2667,7,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,USA,R,1500000,5.8
Salvator Xuereb,Crime|Drama|Thriller,Eric Stoltz,1582,0,bank|bastille day|call girl|childhood friend|drugs,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,France,R,1500000,6.5
Theresa Russell,Drama,Ryan Gosling,33441,0,jew|jewish nazi|nazism|racism|skinhead,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,USA,R,1500000,7.2
Connor Paolo,Drama|Romance,Michael Angarano,2747,0,flashback|football game|school|small town|snow,http://www.imdb.com/title/tt0453548/?ref_=fn_tt_tt_1,USA,R,,6.9
Lisa Brave,Action|Horror|Thriller,Ward G. Smith,792,1,,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,USA,R,1500000,5.5
Brendan Sexton III,Horror|Mystery,Paul Guilfoyle,469,0,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,USA,R,1500000,6.5
Jeff Garlin,Comedy|Romance,Jessy Schram,2179,0,cheese|city|ice cream|school|second city,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,USA,R,1500000,6.2
Nia Long,Drama|Family,Dorian Missick,3288,1,one word title,http://www.imdb.com/title/tt1450328/?ref_=fn_tt_tt_1,USA,PG-13,,6.7
Kane Hodder,Comedy|Horror,Joel David Moore,3668,0,bayou|boat|louisiana|swamp|tour,http://www.imdb.com/title/tt0422401/?ref_=fn_tt_tt_1,USA,R,1500000,5.7
Stanley Blystone,Comedy|Drama|Family,Paulette Goddard,352,1,actor director writer|invention|machine|music score composed by director|tramp,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,USA,G,1500000,8.6
Aidan Quinn,Drama,Brian Dennehy,3901,1,catholic|catholicism|rabbi|school|summer,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,USA,PG,1500000,6.5
Dan Hicks,Comedy|Fantasy,Ted Raimi,1238,1,b movie|birthday|chinese|demon|small town,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,USA,R,1500000,6.3
Monica Calhoun,Comedy|Drama,Vivica A. Fox,3138,7,,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,USA,PG-13,1500000,4.3
Jim O'Heir,Comedy,Jay Mohr,2628,0,girl in panties|panties|red panties|stand up comedy,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,USA,,1500000,6.1
Jenny O'Hara,Drama|Music|Romance,Rip Torn,1240,0,love|music producer|previous marriage|rock 'n' roll|russian,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,USA,R,1500000,6.0
John Arcilla,Drama|War,Brian Lee Franklin,60,0,american|filipino|friendship|guerrilla army|village,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,USA,R,1700000,5.8
Georgina Reilly,Fantasy|Horror,Stephen McHattie,721,0,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,Canada,Not Rated,1500000,6.7
Joey Lauren Adams,Drama,Jimmy Bennett,89263,3,cancer|cigarette smoking|hospital|one night stand|trucker,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,USA,R,2000000,6.7
Jaime Zevallos,Comedy|Drama|Romance,Angela Sarafyan,771,1,,http://www.imdb.com/title/tt2265431/?ref_=fn_tt_tt_1,USA,,1500000,7.6
Dee Wallace,Drama|Fantasy|Horror|Thriller,Sid Haig,5158,1,blood|flashback|radio dj|radio station|vinyl,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,USA,R,2500000,5.1
Bruce Hopkins,Comedy|Horror|Mystery,Morgana O'Reilly,165,3,bloody violence|exploding head|haunted house|plot twist|slapstick,http://www.imdb.com/title/tt3504048/?ref_=fn_tt_tt_1,New Zealand,Not Rated,350000,6.8
Jon Hunter,Documentary,Lee Scott,0,0,greed|pollution|slave labor|truth|wal mart,http://www.imdb.com/title/tt0473107/?ref_=fn_tt_tt_1,USA,Not Rated,1500000,6.8
Sarah Lind,Drama|Fantasy|Romance,Nicole Muñoz,596,2,death|high school|prostitute|suicide|time travel,http://www.imdb.com/title/tt0475271/?ref_=fn_tt_tt_1,Canada,,1500000,6.8
Michael Rapaport,Comedy|Drama,Chazz Palminteri,4036,2,,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,USA,R,1500000,6.3
