genres,movie_title,num_voted_users,plot_keywords,movie_imdb_link,content_rating,budget,title_year,aspect_ratio
Crime|Drama|Thriller,Reservoir Dogs ,664719,gang|heist|heist gone wrong|nonlinear timeline|robbery,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,R,1200000,1992,2.35
Drama|Family|Fantasy,The Blue Bird ,1047,1800s|bird|blue bird of happiness|foreign language adaptation|past,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,Approved,,1940,1.37
Western,"The Good, the Bad and the Ugly ",503509,civil war|hitman|outlaw|shootout|spaghetti western,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,Approved,1200000,1966,2.35
Comedy|Drama,The Second Mother ,7025,brazil|exam|housekeeper|northeast region of brazil|portuguese language,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,R,4000000,2015,2.35
Comedy|Drama,Blue Like Jazz ,2582,church|college|color in title|philosophy|texas,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,PG-13,1200000,2012,1.85
Comedy|Music,Down and Out with the Dolls ,91,female bassist|female drummer|female guitarist|female singer|portland oregon,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,R,1200000,2001,1.78
Documentary,"Pink Ribbons, Inc. ",591,breast cancer|comma in title|period in title|punctuation in title|three word title,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1,Not Rated,1200000,2011,
Comedy|Documentary,Certifiably Jonathan ,132,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,,1200000,2007,
Drama,Q ,4068,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,,1500000,2011,1.78
Comedy|Drama,The Knife of Don Juan ,27,,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,,1200000,2013,
Adventure|Comedy|Drama,Grand Theft Parsons ,2953,guitar|hearse|manager|musician|singer,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,PG-13,,2003,1.85
Comedy,Extreme Movie ,9560,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,R,,2008,1.85
Action|Adventure|Romance|War,The Charge of the Light Brigade ,3418,attack|fort|india|lancer|massacre,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,Approved,1200000,1936,1.37
Thriller,Below Zero ,652,,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,R,1200000,2011,
Action|Horror|Mystery|Thriller,Crowsnest ,1321,forest|found footage|lost|murder|road trip,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,R,1200000,2012,
Adventure|Comedy|Sport,Airborne ,5061,cincinnati ohio|high school|hockey|jock strap|zoologist,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,PG,2600000,1993,1.85
Action|Comedy,Cotton Comes to Harlem ,1172,black cop|chase|cotton|four word title|new york city,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,R,1200000,1970,1.85
Horror,The Wicked Within ,742,after dark horrorfest,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,R,1200000,2015,
Horror,Bleeding Hearts ,71,bare breasts|bra and panties|nudity|syringe,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,,1200000,2015,
Comedy,Waiting... ,76467,cook|dishwasher|flashing|male frontal nudity|waiter,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,R,3000000,2005,1.85
Crime|Drama|Thriller,Dead Man's Shoes ,39929,anger|army veteran|independent film|revenge|sex scene,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,,695393,2004,1.85
Drama|Horror|Thriller,Wolf Creek             ,726,based on true story|blood|serial killer|slasher|tv mini series,http://www.imdb.com/title/tt4460878/?ref_=fn_tt_tt_1,,,,2.0
Action|Drama|Horror|Thriller,From a Whisper to a Scream ,1324,bathtub|cult film|neck breaking|tennessee|wraparound story,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,R,1100000,1987,1.85
Documentary|Drama,Sex with Strangers ,285,bisexual|explicit sex|sex|stranger|swing,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,,,2002,1.33
Comedy|Horror|Musical,Dracula: Pages from a Virgin's Diary ,1555,ballet|cult film|dance|dracula|gothic,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,,1600000,2002,1.85
Drama,Faith Like Potatoes ,2050,food|food in title|potato,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,PG,10000000,2006,1.85
Sci-Fi|Thriller,Beyond the Black Rainbow ,6555,exploitation|four word title|hallucinogen|lynchian|telepathy,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,R,1100000,2010,2.35
Action|Crime|Thriller,The Raid: Redemption ,148221,apartment|drug lord|gangster|police|swat team,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,R,1100000,2011,1.85
Action|Horror|Sci-Fi,The Dead Undead ,737,flashback|immortality|rural setting|vampire|zombie,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,R,1100000,2010,1.85
Horror,The Vatican Exorcisms ,332,,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,R,1100000,2013,2.35
Drama|Romance|War,Casablanca ,387508,american expatriate|casablanca morocco|gestapo|police|visa,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,PG,950000,1942,1.37
Drama|Horror|Mystery|Thriller,Lake Mungo ,9465,ghost|lake|parapsychologist|psychic|secret,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,R,1400000,2008,1.85
Comedy|Drama,Rocket Singh: Salesman of the Year ,11010,boss|computer|honesty|sales|salesman,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,,,2009,
Drama|Sci-Fi,Silent Running ,20678,forest|greenhouse|plant|robot|space,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,GP,1000000,1972,1.85
Drama|Sport,Rocky ,375240,boxer|hometown hero|philadelphia pennsylvania|protective male|training,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,PG,960000,1976,1.33
Drama,The Sleepwalker ,512,female nudity|male nudity|male rear nudity|nudity,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,Not Rated,1100000,2014,2.35
Fantasy|Horror,The Fog ,46493,california|fog|leper|lighthouse|ship,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,R,1000000,1980,2.35
Adventure|Comedy|History,Tom Jones ,8508,18th century|rags to riches|secret letter|squire|tutor,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,Unrated,1000000,1963,1.37
Horror|Mystery|Thriller,Unfriended ,44329,blender|computer screen|secret|skype|webcam,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,R,1000000,2014,1.85
Crime|Drama,Taxi Driver ,507063,loner|neo noir|night shift|taxi driver|vigilante,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,R,1300000,1976,1.85
Horror,The Howling ,22773,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,R,1000000,1981,1.85
Action|Adventure|Thriller,Dr. No ,116642,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,Approved,1100000,1962,1.37
Horror|Mystery|Sci-Fi|Thriller,Chernobyl Diaries ,52642,abandoned building|chernobyl disaster|exploration|tour guide|van,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,R,1000000,2012,1.85
Fantasy|Horror,Hellraiser ,76407,blood|cenobites|creature|demon|male full frontal nudity,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,R,1000000,1987,1.85
Drama,God's Not Dead 2 ,4501,alternate universe|christian|christian film|christianity|manipulation,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,PG,5000000,2016,2.35
Drama|Horror|Mystery|Thriller,Cry_Wolf ,23021,e mail|game|school|serial killer|student,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,PG-13,1000000,2005,2.35
Action|Adventure|Drama|Sci-Fi|Thriller,Godzilla 2000 ,5442,godzilla|kaiju|monster|orga|ufo,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,PG,1000000000,1999,2.35
Drama|Romance,Blue Valentine ,141425,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,R,3500000,2010,1.66
Adventure|Comedy|Drama,Transamerica ,36321,bail|male full frontal nudity|sex change|stepfather|transsexual,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,R,1000000,2005,1.85
Horror,The Devil Inside ,30570,critically bashed|demonic possession|exorcism|exorcist|found footage,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,R,1000000,2012,1.85
Comedy|Drama|Music,Beyond the Valley of the Dolls ,7584,band|drugs|friendship|hollywood|satire,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,X,900000,1970,2.35
Drama|Romance|Western,Love Me Tender ,2636,army|civil war|robbery|soldier|train,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,,1000000,1956,2.35
Documentary,An Inconvenient Truth ,67654,climate|earth|global warming|science|truth,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,PG,,2006,1.85
Action|Drama|Romance|War,Sands of Iwo Jima ,7346,battle|combat|heroic military|sergeant|tarawa,http://www.imdb.com/title/tt0041841/?ref_=fn_tt_tt_1,Approved,1000000,1949,1.37
Biography|Documentary|Music,Shine a Light ,9638,band|concert footage|new york city|rolling stones|three word title,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,PG-13,,2008,1.85
Adventure|Horror,The Green Inferno ,21468,activist|amazon|color in title|rain|rain forest,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,R,6000000,2013,2.35
Drama|Family|Romance,Departure ,162,france|gay|language|male masturbation|masturbation,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,,1100000,2015,1.85
Biography|Comedy|Drama|Romance,The Sessions ,36381,falling in love|iron lung|priest|sex surrogate|therapist,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,R,1000000,2012,1.85
Documentary,"Food, Inc. ",42389,farming|flesh eating|food|food industry|gluttony,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,PG,,2008,1.78
Drama,October Baby ,6110,abortion|anti choice|christian preach|malpractice|unprofessional conduct,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,PG-13,,2011,
Comedy|Drama|Romance,Next Stop Wonderland ,4195,love|marine biologist|nurse|personal ad|plumber,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,R,1000000,1998,1.85
Comedy|Drama|Romance,Juno ,414345,adoption|baby|friend|pregnancy|school,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,PG-13,7500000,2007,1.85
Comedy|Drama,The Skeleton Twins ,31254,adultery|brother sister relationship|estrangement|siblings|suicide attempt,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,R,,2014,2.35
Drama|Mystery|Thriller,Martha Marcy May Marlene ,40425,connecticut|cult|memory|new york|telephone call,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,R,,2011,2.35
Comedy|Drama,Obvious Child ,16594,abortion|divorced parents|one night stand|pregnancy|pregnant,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,R,,2014,2.35
Crime|Drama,Frozen River ,21746,border|mohawk|money|new york|river,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,R,1000000,2008,1.85
Documentary|Music,20 Feet from Stardom ,9540,backup singer|band|bechdel test passed|concert footage|singer,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,PG-13,1000000,2013,1.78
Comedy|Drama,Two Girls and a Guy ,5933,actor|anilingus|double cross|funeral home|two timing,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,R,1000000,1997,1.85
Comedy|Drama|Romance,Walking and Talking ,2629,briefs|cancer|cat|cult film|friend,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,R,1000000,1996,1.85
Comedy|Drama|Music,The Full Monty ,82232,dole|male stripper|northern england|steel worker|unemployment,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,R,3500000,1997,1.85
Documentary,Who Killed the Electric Car? ,11283,california|car|reference to ralph nader|technology|u.s. president,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,PG,1000000,2006,1.75
Comedy|Drama|Romance|Sport,The Broken Hearts Club: A Romantic Comedy ,6084,friend|gay|lesbian|photographer|restaurant,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,R,1000000,2000,2.35
Comedy|Fantasy|Mystery,Bubba Ho-Tep ,38893,cult film|elvis|elvis presley|nursing home|texas,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,R,1000000,2002,1.85
Adventure|Comedy|Family|Fantasy|Horror,Goosebumps ,47988,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,PG,58000000,2015,2.35
Drama,Slam ,1976,gang|independent film|prison|racial slur|urban setting,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,R,1000000,1998,1.85
Crime|Drama|Mystery,Brigham City ,983,fbi agent|mormon|prayer|sheriff|utah,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,PG-13,1000000,2001,1.85
Drama|Romance,Fiza ,2715,mumbai riots|politician|riot|suicide|tragic event,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,,1000000,2000,2.35
Comedy,History of the World: Part I ,36559,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,R,11000000,1981,2.35
Comedy|Sci-Fi,Orgazmo ,30396,book of mormon|fight|mormon|ray gun|sidekick,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,NC-17,1000000,1997,1.85
Drama|Romance,All the Real Girls ,9233,best friend|lake|love|small town|womanizer,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,R,2500000,2003,2.35
Comedy|Drama,Dream with the Fishes ,1524,dying|to do list|twenty something|underwear|voyeur,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,R,1000000,1997,1.85
Drama,Blue Car ,3142,contest|poetry|refusing to eat|starving oneself|teenage girl,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,R,1000000,2002,1.85
Comedy|Romance,Luminarias ,505,divorce|friend|jewish|lent|restaurant,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,R,1000000,2000,
Drama,Palo Alto ,19752,girls' soccer|high school|high school student|soccer coach|teenager,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,R,,2013,1.85
Crime|Drama,Ajami ,4999,arab|christian|israeli|palestinian|violence,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,,,2009,1.85
Comedy|Drama|Fantasy|Romance,Wristcutters: A Love Story ,46076,afterlife|camping|death|hitchhiker|suicide,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,R,1000000,2006,1.78
Drama|Romance|Sci-Fi,I Origins ,75633,buddhism|evolution|eye|reincarnation|stuck in elevator,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,R,,2014,2.39
Comedy|Drama|Romance,The Battle of Shaker Heights ,3806,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,PG-13,1000000,2003,1.85
Drama|Fantasy|Thriller,The Lovely Bones ,125114,1970s|afterlife|heaven|pedophile|rape,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,PG-13,65000000,2009,2.35
Biography|Crime|Documentary|History,The Act of Killing ,23836,death squad|mass killing|musical number|reference to guantanamo bay|surrealism,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,Not Rated,1000000,2012,1.85
Crime|Documentary|War,Taxi to the Dark Side ,10564,afghanistan|detainee|guantanamo bay|taxi|torture,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,R,1000000,2007,1.85
Documentary|Sport,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1290,new york|new york cosmos|professional sports|soccer|soccer team,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,PG-13,1000000,2006,1.85
Drama,Guiana 1838 ,56,bare chested male|discipline|imperialism|whipping|white slavery,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,Unrated,,2004,
Comedy|Drama,Lisa Picard Is Famous ,455,actress|fame|inside joke|new york|one man show,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,PG-13,,2000,
Adventure|Biography|Documentary|Drama,Antarctica: A Year on Ice ,2482,antarctica,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,PG,1000000,2013,1.85
Documentary,A Lego Brickumentary ,1220,artist|denmark|lego|toy|toy company,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,G,1000000,2014,
Action|Drama,Hardflip ,606,family relationships|loss of mother|san diego california|single mother|suicide attempt,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,PG-13,1000000,2012,1.85
Thriller,Chocolate: Deep Dark Secrets ,1524,chocolate|christmas|christmas eve|death|suspect,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,,1500000,2005,
Horror,The House of the Devil ,30160,cult film|eclipse|haunted house|lunar eclipse|secret,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,R,900000,2009,1.85
Comedy|Crime|Thriller,The Perfect Host ,20176,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,R,500000,2010,1.85
Comedy|Crime,Safe Men ,2735,gangster|organized crime|robbery|rosh hashanah|safecracking,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,R,1000000,1998,1.85
Crime|Drama|Romance,Speedway Junky ,1434,car racing|crush|hustler|scam|watching television,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,R,1000000,1999,
Comedy|Drama,The Last Big Thing ,334,actor|magazine|model|rock band|suburb,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,R,,1996,1.85
Action|Comedy|Fantasy|Sci-Fi,The Specials ,1938,action figure|press conference|superhero|superhero team|toy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,R,1000000,2000,1.85
Comedy|Romance,16 to Life ,397,birthday|digit in title|love|masturbation|teenager,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,,1000000,2009,1.78
Crime|Drama|Thriller,Alone with Her ,3228,female nudity|female pubic hair|masturbation|panties|pubic hair,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,Not Rated,1000000,2006,1.85
Drama|Sci-Fi,Creative Control ,1048,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,R,1000000,2015,2.39
Comedy|Drama|Sci-Fi,Special ,4862,dream sequence|locked in a room|looking at self in mirror|medication|superhero,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,R,1000000,2006,1.85
Comedy|Drama,Sparkler ,377,automobile association of america|cheating|psychic|reference to tom jones the singer|trailer park,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,R,,1997,
Action|Adventure|Comedy|Fantasy|Sci-Fi,The Helix... Loaded ,534,cnn reporter|ellipsis in title|matrix|punctuation in title|secret agent,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,R,1000000,2005,1.78
Action|Drama,In Her Line of Fire ,783,camp|die hard scenario|female protagonist|island|vice president,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,R,1000000,2006,1.85
Comedy|Drama,The Jimmy Show ,480,based on play|character name in title,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,R,1500000,2001,1.85
Crime|Drama|Romance,Heli ,3499,corrupt police|drug cartel|drugs|mexico|police,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,Not Rated,1000000,2013,1.85
Comedy|Family,Karachi se Lahore ,876,pakistan|road trip,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,,1000000,2015,
Drama|Romance,Loving Annabelle ,9190,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,Not Rated,1000000,2006,1.85
Comedy|Drama,Hits ,1359,courtroom|independent film|internet|small town|youtube,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,,1000000,2014,1.78
Crime|Drama|Thriller,Jimmy and Judy ,1420,police|revenge|sex|suburb|video camera,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,R,1000000,2006,
Comedy,Frat Party ,1612,erotica|masseuse|sister sister relationship|temptation|threesome,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,R,1000000,2009,16.0
Drama,The Party's Over ,340,beatnik|businessman|necrophilia|party|partying,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,,,1965,1.37
Drama,Proud ,275,,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,PG,1000000,2004,
Drama,The Poker House ,3943,basketball|drug abuse|interracial rape|iowa|tween girl,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,R,,2008,1.85
Drama,Childless ,33,,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,R,1000000,2008,
Comedy|Horror|Sci-Fi,ZMD: Zombies of Mass Destruction ,3650,cult|homosexual|island|survival horror|zombie,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,R,500000,2009,1.85
Horror,Snow White: A Deadly Summer ,634,reference to snow white|sleeping bag|stepmother stepdaughter relationship|strangulation|totem pole,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,PG-13,1000000,2012,1.78
Drama|Romance,Hidden Away ,955,best friend|deportation|moroccan|unrequited love|xenophobia,http://www.imdb.com/title/tt3289362/?ref_=fn_tt_tt_1,Unrated,,2014,2.35
Comedy|Drama|Romance,My Last Day Without You ,982,business trip|german|love|new york|singer songwriter,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,,1000000,2011,1.66
Comedy|Music,Steppin: The Movie ,293,,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,PG-13,1000000,2009,
Western,Doc Holliday's Revenge ,93,1880s|cowboy|low budget film|shoot out|wild west,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,PG-13,1000000,2014,1.78
Horror|Thriller,Black Rock ,6531,bare breasts|female frontal nudity|hunter|island|weekend,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,R,,2012,1.85
Horror|Mystery,Truth or Die ,6513,cabin in the woods|drinking acid|introvert|lesbian kiss|truth or dare,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,Not Rated,1000000,2012,2.35
Drama|Thriller,The Pet ,425,dominance submissiveness|female nudity|human branding|human pet|power exchange,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,,1000000,2006,
Drama|Musical|Sci-Fi,Bang Bang Baby ,137,,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,,1000000,2014,
Horror,Fear Clinic ,6256,bare breasts|based on web series|claustrophobia|doctor|phobia,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,R,1000000,2015,2.35
Action|Comedy|Horror,Zombie Hunter ,2057,desert|drifter|seduction|siege|zombie,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,Not Rated,1000000,2013,2.35
Drama,A Fine Step ,207,,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,PG,1000000,2014,
Crime|Drama|Mystery|Thriller,Trance ,92640,amnesia|criminal|heist|hypnotherapy|lost painting,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,R,20000000,2013,2.35
Drama|Romance|Sci-Fi,Charly ,4998,disability|experiment|genius|intelligence|mouse,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,PG,,1968,2.35
Horror|Thriller,Banshee Chapter ,6265,experiment|lsd|missing friend|mk ultra|radio broadcast,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,R,950000,2013,
Comedy,Jesse             ,954,1990s|brother sister relationship|female protagonist|single mother|sitcom,http://www.imdb.com/title/tt0156196/?ref_=fn_tt_tt_1,,,,
Drama,Ask Me Anything ,7870,bare breasts|female protagonist,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,Not Rated,950000,2014,
Comedy|Romance,And Then Came Love ,443,facebook|imdb|mediaatlarge.com|mediaatlargellc|sperm donor,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,,989000,2007,
Documentary|News,Food Chains ,265,two word title,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,,913000,2014,
Crime|Drama|Romance,On the Waterfront ,100890,death|dock|longshoreman|murder|union,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,Not Rated,910000,1954,1.85
Comedy,L!fe Happens ,6025,friendship|los angeles california|one night stand|roommate|single mother,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,R,930000,2011,2.35
Drama,"4 Months, 3 Weeks and 2 Days ",44763,female rear nudity|friend|hotel|rainy night|towel,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,Not Rated,590000,2007,1.85
