num_critic_for_reviews,gross,movie_title,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,content_rating,aspect_ratio
86,1110186,Tae Guk Gi: The Brotherhood of War ,1730,Dong-gun Jang,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,224,R,2.35
41,1089445,The Perfect Game ,4270,Bruce McGill,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,33,PG,2.35
304,204565000,The Exorcist ,2466,Lee J. Cobb,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,1058,R,1.37
385,260000000,Jaws ,2047,Murray Hamilton,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,962,PG,2.35
145,101736215,American Pie ,8134,Natasha Lyonne,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,789,R,1.85
99,71442,Ernest & Celestine ,6829,Lambert Wilson,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,32,PG,1.85
29,79817937,The Golden Child ,1044,Charlotte Lewis,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,69,PG-13,1.85
77,91547205,Think Like a Man ,5165,Regina Hall,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,62,PG-13,2.35
91,75074950,Barbershop ,2754,Cedric the Entertainer,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,156,PG-13,1.85
148,78900000,Star Trek II: The Wrath of Khan ,16539,Nichelle Nichols,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,359,PG,2.35
61,72217000,Ace Ventura: Pet Detective ,2462,David Margulies,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,242,PG-13,1.85
84,79568000,WarGames ,4537,Ally Sheedy,http://www.imdb.com/title/tt0086567/?ref_=fn_tt_tt_1,152,PG,1.85
83,65500000,Witness ,22479,Lukas Haas,http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,175,R,1.85
216,70011073,Act of Valor ,146,Rorke Denver,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,349,R,2.35
107,65269010,Step Up ,21380,Josh Henderson,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,271,PG-13,2.35
63,63071133,Beavis and Butt-Head Do America ,17035,John Doman,http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1,154,PG-13,1.85
140,39647595,Jackie Brown ,25522,Robert Forster,http://www.imdb.com/title/tt0119396/?ref_=fn_tt_tt_1,462,R,1.85
153,38087366,Harold & Kumar Escape from Guantanamo Bay ,4065,Beverly D'Angelo,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,165,R,1.85
414,64572496,Chronicle ,2054,Ashley Hinshaw,http://www.imdb.com/title/tt1706593/?ref_=fn_tt_tt_1,471,PG-13,1.85
16,30400000,Yentl ,914,Steven Hill,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,68,PG,1.85
139,42365600,Time Bandits ,2730,Kenny Baker,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,177,PG,1.85
111,37188667,Crossroads ,1531,Dave Allen,http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1,578,PG-13,1.85
229,54724272,Project X ,2043,Oliver Cooper,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1,261,R,1.85
112,,Patton ,1306,Bill Hickman,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1,258,GP,2.2
207,31597131,One Hour Photo ,52138,Connie Nielsen,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,605,R,1.85
198,31691811,Quarantine ,140268,Dania Ramirez,http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1,369,R,1.85
172,31397498,The Eye ,18765,Obba Babatundé,http://www.imdb.com/title/tt0406759/?ref_=fn_tt_tt_1,156,PG-13,2.35
45,31179516,Johnson Family Vacation ,5006,Shad Moss,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,49,PG-13,2.35
34,31155435,How High ,6105,T.J. Thyne,http://www.imdb.com/title/tt0278488/?ref_=fn_tt_tt_1,102,R,1.85
75,27281507,The Muppet Christmas Carol ,534,Steve Whitmire,http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1,147,G,1.85
400,167007184,Casino Royale ,9125,Ivana Milicevic,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,2301,PG-13,2.35
128,25776062,Frida ,7072,Valeria Golino,http://www.imdb.com/title/tt0120679/?ref_=fn_tt_tt_1,271,R,1.85
68,25240988,Katy Perry: Part of Me ,52,Anthony Burrell,http://www.imdb.com/title/tt2215719/?ref_=fn_tt_tt_1,50,PG,1.85
326,124868837,The Fault in Our Stars ,10565,Nat Wolff,http://www.imdb.com/title/tt2582846/?ref_=fn_tt_tt_1,548,PG-13,1.85
128,22905674,Rounders ,14890,Gretchen Mol,http://www.imdb.com/title/tt0128442/?ref_=fn_tt_tt_1,290,R,2.35
161,25277561,Top Five ,5592,J.B. Smoove,http://www.imdb.com/title/tt2784678/?ref_=fn_tt_tt_1,93,R,2.35
70,,Prophecy ,729,Robert Foxworth,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,75,PG,2.35
164,21133087,Stir of Echoes ,1254,Lusia Strus,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,374,R,1.85
68,,Spartacus: War of the Damned             ,6091,Viva Bianca,http://www.imdb.com/title/tt1442449/?ref_=fn_tt_tt_1,302,TV-MA,16.0
354,37707719,Philomena ,2376,Peter Hermann,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1,233,PG-13,1.85
125,18761993,The Upside of Anger ,2944,Joan Allen,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,219,R,2.35
55,,The Boys from Brazil ,4659,Steve Guttenberg,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,123,R,1.85
66,18595716,Aquamarine ,3963,Dichen Lachman,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,150,PG,1.85
191,31990064,Paper Towns ,2753,Meg Crosbie,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,160,PG-13,2.35
33,17321573,My Baby's Daddy ,3646,Bai Ling,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,18,PG-13,1.85
433,17613460,Nebraska ,3798,Will Forte,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,274,R,2.35
66,21088568,Tales from the Crypt: Demon Knight ,3931,Gary Farmer,http://www.imdb.com/title/tt0114608/?ref_=fn_tt_tt_1,104,R,1.85
37,17292381,Max Keeble's Big Move ,4551,Larry Miller,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,69,PG,1.85
325,16300302,Young Adult ,10575,Collette Wolfe,http://www.imdb.com/title/tt1625346/?ref_=fn_tt_tt_1,203,R,1.85
170,27829874,Crank ,28767,Jose Pablo Cantillo,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,444,R,1.78
11,13960203,How to Be a Player ,2939,Lark Voorhies,http://www.imdb.com/title/tt0119326/?ref_=fn_tt_tt_1,15,R,1.85
24,12902790,Living Out Loud ,3250,Jenette Goldstein,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,88,R,2.35
70,21520719,Just Wright ,3906,Mehcad Brooks,http://www.imdb.com/title/tt1407061/?ref_=fn_tt_tt_1,36,PG,2.35
232,12796277,Rachel Getting Married ,12274,Bill Irwin,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1,281,R,1.85
34,,The Postman Always Rings Twice ,1456,John Colicos,http://www.imdb.com/title/tt0082934/?ref_=fn_tt_tt_1,48,R,1.85
160,11634362,Girl with a Pearl Earring ,34700,Tom Wilkinson,http://www.imdb.com/title/tt0335119/?ref_=fn_tt_tt_1,296,PG-13,2.35
96,11433134,Das Boot ,469,Herbert Grönemeyer,http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1,426,R,1.85
106,22406362,The Alamo ,5780,Jordi Mollà,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,267,PG-13,2.35
