num_critic_for_reviews,duration,actor_1_facebook_likes,genres,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
212,89,2000,Fantasy|Horror,The Fog ,4877,Janet Leigh,0,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,USA,1000000,826,6.8,2.35,7000
110,106,2000,Biography|Drama|Family|Sport,Soul Surfer ,5024,Craig T. Nelson,1,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,USA,18000000,795,7.1,2.35,15000
45,122,643,Comedy|Drama|War,Catch-22 ,2032,Martin Balsam,0,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,USA,18000000,559,7.2,2.35,0
190,86,390,Comedy|Crime|Drama,Observe and Report ,727,Dan Bakkedahl,1,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,USA,18000000,258,5.8,2.35,0
77,103,691,Action|Adventure|Fantasy,Conan the Destroyer ,2481,Grace Jones,1,http://www.imdb.com/title/tt0087078/?ref_=fn_tt_tt_1,USA,18000000,476,5.8,2.35,2000
151,121,22000,Biography|Drama|Sport,Raging Bull ,23008,Frank Vincent,1,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,USA,18000000,394,8.3,1.85,0
111,109,2000,Drama|Romance,Love Happens ,4947,Frances Conroy,0,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,USA,18000000,980,5.6,1.85,0
64,109,155,Adventure|Fantasy|Mystery|Thriller,Young Sherlock Holmes ,605,Freddie Jones,1,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,USA,18000000,144,6.8,1.85,0
134,123,808,Comedy|Drama|Musical|Romance,Fame ,5734,Megan Mullally,0,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,USA,18000000,720,5.0,2.35,0
450,94,11000,Adventure|Biography|Drama|Thriller,127 Hours ,11984,Kate Burton,0,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,USA,18000000,642,7.6,1.85,63000
128,94,11000,Comedy|Crime,Small Time Crooks ,23283,Michael Rapaport,0,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,USA,18000000,11000,6.7,1.85,812
68,115,757,Drama|Music|Romance,Center Stage ,1201,Ethan Stiefel,2,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,USA,18000000,220,6.7,2.35,0
97,107,10000,Comedy,Love the Coopers ,10691,Timothée Chalamet,13,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,USA,17000000,566,5.7,2.35,0
54,91,17000,Comedy|Crime,Catch That Kid ,18711,Kevin G. Schmidt,0,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,USA,18000000,632,5.2,1.85,591
99,125,16000,Drama,Life as a House ,21622,Kristin Scott Thomas,0,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,USA,18000000,4000,7.5,2.35,0
412,122,14000,Biography|Drama,Steve Jobs ,28933,Michael Stuhlbarg,0,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,UK,30000000,13000,7.2,2.35,23000
107,102,946,Comedy|Romance,I Love You, Beth Cooper ,4072,Shawn Roberts,1,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,Canada,18000000,800,5.3,1.85,0
192,90,12000,Comedy|Drama|Romance,Youth in Revolt ,16004,Fred Willard,2,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,USA,18000000,904,6.5,1.85,0
25,98,372,Action|Adventure|Western,The Legend of the Lone Ranger ,927,Michael Horse,0,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,USA,18000000,262,5.0,2.35,346
104,109,11000,Drama|Thriller,The Tailor of Panama ,14995,Mark Margolis,0,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,USA,18000000,2000,6.1,2.35,813
120,107,517,Mystery|Thriller,Blow Out ,1067,John McMartin,0,http://www.imdb.com/title/tt0082085/?ref_=fn_tt_tt_1,USA,18000000,376,7.4,2.35,2000
146,90,210,Action|Crime|Thriller,Getaway ,676,Bruce Payne,1,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,USA,18000000,193,4.4,2.35,4000
124,112,805,Drama,The Ice Storm ,1466,Henry Czerny,0,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,USA,18000000,223,7.5,1.85,0
107,94,712,Comedy|Drama|Romance,And So It Goes ,1673,Frankie Valli,2,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,USA,18000000,341,5.7,2.35,3000
11,105,723,Adventure|Comedy,Troop Beverly Hills ,2368,Kellie Martin,1,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,USA,18000000,422,5.5,1.37,0
93,104,405,Comedy|Drama|Romance,Being Julia ,847,Juliet Stevenson,2,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,Canada,18000000,204,7.1,1.85,562
38,112,567,Drama|Romance,9½ Weeks ,711,Kim Chan,0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,USA,17000000,67,5.9,1.85,0
60,108,1000,Action|Adventure|Fantasy,Dragonslayer ,1263,Albert Salmi,0,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,USA,18000000,115,6.7,2.35,0
184,112,577,Biography|Drama|Romance,The Last Station ,1341,Anne-Marie Duff,2,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,Germany,13000000,416,7.0,2.35,0
148,127,40000,Biography|Comedy|Drama,Ed Wood ,56585,Martin Landau,1,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,USA,18000000,13000,7.9,1.85,0
217,111,24000,Drama,Labor Day ,39307,Brooke Smith,1,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,USA,18000000,14000,6.9,2.35,0
160,126,627,Adventure|Biography|Drama|History|War,Mongol: The Rise of Genghis Khan ,653,Honglei Sun,0,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,Russia,20000000,12,7.3,2.35,0
209,114,27000,Action|Crime|Thriller,RocknRolla ,46944,Tom Wilkinson,4,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,UK,18000000,18000,7.3,2.35,12000
40,99,456,Action|Sci-Fi,Megaforce ,1356,Henry Silva,2,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,USA,20000000,278,3.5,1.85,0
85,150,597,Drama,Hamlet ,1645,Richard Briers,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,UK,18000000,591,7.8,2.2,0
83,117,989,Biography|Drama|Music|Romance,Mao's Last Dancer ,1598,Aden Young,0,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,Australia,,258,7.4,1.85,0
263,112,4000,Adventure|Drama|Sci-Fi|Thriller,Midnight Special ,5671,Paul Sparks,0,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,Greece,18000000,820,6.7,2.35,0
128,108,11000,Comedy|Romance,Anything Else ,14843,Fisher Stevens,2,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,USA,18000000,944,6.4,2.35,827
186,116,25000,Biography|Drama|Romance|War,The Railway Man ,39463,Sam Reid,2,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,Australia,18000000,14000,7.1,2.35,18000
14,60,654,Drama|Mystery,Unforgettable             ,1906,Dallas Roberts,1,http://www.imdb.com/title/tt1842530/?ref_=fn_tt_tt_1,USA,,426,6.7,,0
292,144,63,Drama|Mystery,The White Ribbon ,167,Leonie Benesch,0,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,Germany,12000000,43,7.8,1.85,0
15,92,662,Horror,Restoration ,1498,James Cullen Bressack,0,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,USA,,290,4.0,,378
70,93,1000,Action|Horror|Romance|Sci-Fi|Thriller,The Wraith ,2319,Nick Cassavetes,2,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,USA,2700000,695,5.9,1.85,0
79,103,1000,Crime|Drama|Mystery|Thriller,The Salton Sea ,4094,Anthony LaPaglia,0,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,USA,18000000,783,7.2,1.85,2000
103,93,364,Music,Metallica Through the Never ,1083,Lars Ulrich,0,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,USA,,253,7.2,2.35,19000
97,98,663,Crime|Drama|Thriller,The Informers ,2215,Lou Taylor Pucci,1,http://www.imdb.com/title/tt0865554/?ref_=fn_tt_tt_1,Germany,18000000,551,5.1,2.35,1000
108,334,897,Biography|Crime|Drama|Thriller,Carlos             ,1032,Katharina Schüttler,0,http://www.imdb.com/title/tt1321865/?ref_=fn_tt_tt_1,France,,30,7.7,2.35,0
59,114,84,Thriller,I Come with the Rain ,198,Shawn Yue,0,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,France,18000000,35,5.5,2.35,342
10,121,854,Action|Drama|History|Romance|War|Western,One Man's Hero ,2705,Mark Moses,2,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,Spain,11350000,578,6.2,2.35,271
184,87,1000,Horror,Day of the Dead ,1592,Joseph Pilato,1,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1,USA,3500000,177,7.2,1.85,3000
23,92,1000,Action|Crime|Drama|Thriller,I Am Wrath ,3212,Amanda Schull,1,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,USA,18000000,872,5.2,,0
112,105,805,Action|Animation|Sci-Fi|Thriller,Renaissance ,1185,Kevork Malikyan,0,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,France,14000000,306,6.7,2.35,0
45,90,2000,Drama|Western,Forsaken ,4142,Michael Wincott,1,http://www.imdb.com/title/tt2271563/?ref_=fn_tt_tt_1,Canada,11000000,1000,6.3,2.35,0
59,89,444,Action|Adventure|Fantasy,Red Sonja ,1243,Sandahl Bergman,1,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,Netherlands,17900000,312,5.0,2.35,0
195,114,22000,Drama|Horror|Mystery|Thriller,Red Lights ,25804,Craig Roberts,2,http://www.imdb.com/title/tt1748179/?ref_=fn_tt_tt_1,Spain,14000000,2000,6.2,2.35,10000
256,119,15000,Comedy,Superbad ,17584,Kevin Corrigan,2,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,USA,20000000,833,7.6,1.85,0
44,103,923,Comedy|Crime|Drama,Madea Goes to Jail ,3699,Derek Luke,0,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,USA,,619,4.1,1.85,804
59,91,11000,Action|Horror,Wolves ,13545,Stephen McHattie,2,http://www.imdb.com/title/tt1403241/?ref_=fn_tt_tt_1,France,18000000,918,5.3,2.35,0
97,98,158,Drama|Music|Musical|Romance,Step Up 2: The Streets ,816,Luis Rosado,2,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,USA,23000000,152,6.2,1.85,0
142,80,11000,Action|Animation|Comedy|Crime|Family,Hoodwinked! ,14385,Jim Belushi,1,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,USA,17500000,979,6.5,1.85,0
187,121,3000,Drama|History|War,Hotel Rwanda ,4142,Hakeem Kae-Kazim,1,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,UK,17500000,460,8.1,2.35,12000
193,94,866,Action|Crime|Drama|Thriller,Hitman ,2124,Ulrich Thomsen,1,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,France,24000000,794,6.3,2.35,0
40,93,549,Drama|Family|Music|Musical,Black Nativity ,1373,Vondie Curtis-Hall,5,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,USA,17500000,269,4.4,2.35,0
46,93,13000,Action|Thriller,The Prince ,16735,Jessica Lowndes,4,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,USA,18000000,1000,4.6,2.35,0
38,116,109,Crime|Drama|Thriller,City of Ghosts ,245,Rob Campbell,0,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,USA,17500000,67,6.0,1.85,204
239,101,482,Fantasy|Horror|Thriller,The Others ,956,Eric Sykes,0,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,USA,17000000,203,7.6,1.85,20000
250,154,2000,Action|Adventure|Sci-Fi,Aliens ,4228,Jenette Goldstein,1,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,USA,18500000,626,8.4,1.85,18000
82,170,453,Drama|Family|Musical|Romance,My Fair Lady ,1164,Theodore Bikel,1,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,USA,17000000,272,7.9,2.2,0
140,99,45000,Horror|Mystery|Thriller,I Know What You Did Last Summer ,50284,Anne Heche,1,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,USA,17000000,4000,5.6,2.35,0
129,104,839,Comedy,Let's Be Cops ,3627,James D'Arcy,1,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,USA,17000000,756,6.5,1.85,14000
285,126,912,Adventure|Comedy|Drama|Romance,Sideways ,2170,M.C. Gainey,0,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,USA,12000000,306,7.5,1.85,0
91,110,33000,Comedy,Beerfest ,35345,Jay Chandrasekhar,2,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,USA,17500000,459,6.3,2.35,0
318,101,2000,Horror|Thriller,Halloween ,4400,P.J. Soles,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,USA,300000,742,7.9,2.35,12000
283,80,5000,Action|Adventure|History,Hero ,6229,Maggie Cheung,4,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,China,31000000,643,7.9,2.35,0
52,87,818,Comedy|Drama|Family|Fantasy|Sci-Fi,Good Boy! ,2164,Kevin Nealon,1,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,USA,17000000,636,5.1,1.85,309
56,123,1000,Comedy|Drama,The Best Man Holiday ,5306,Eddie Cibrian,5,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,USA,17000000,886,6.7,2.35,7000
186,109,16000,Action|Crime|Drama|Thriller,Smokin' Aces ,19410,Alex Rocco,0,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,UK,17000000,988,6.7,2.35,3000
178,90,723,Horror|Mystery,Saw 3D: The Final Chapter ,1978,Betsy Russell,0,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,Canada,20000000,346,5.6,1.85,12000
140,96,1000,Comedy|Romance,40 Days and 40 Nights ,3294,Paulo Costanzo,0,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,USA,17000000,580,5.6,1.85,2000
469,125,12000,Action|Adventure|Sci-Fi,TRON: Legacy ,25549,James Frain,0,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,USA,170000000,10000,6.8,2.35,30000
63,82,8000,Comedy|Music|Romance,A Night at the Roxbury ,9271,Dan Hedaya,2,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,USA,17000000,357,6.2,1.85,0
148,86,15000,Drama|Fantasy|Romance,Beastly ,17396,Erik Knudsen,1,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,USA,17000000,976,5.6,2.35,16000
265,108,1000,Horror,The Hills Have Eyes ,4500,Vinessa Shaw,0,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,USA,15000000,1000,6.4,2.35,0
75,98,593,Comedy,Dickie Roberts: Former Child Star ,2713,Mary McCormack,1,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,USA,17000000,517,5.6,2.35,320
113,129,427,Biography|Drama|Sport,McFarland, USA ,952,Diana Maria Riva,0,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,USA,17000000,234,7.4,2.35,21000
62,99,918,Comedy,Lottery Ticket ,4797,Shad Moss,7,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,USA,,912,4.9,2.35,0
54,105,680,Comedy|Crime|Drama|Music|Romance,ATL ,1538,Malika,0,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,USA,,503,6.0,2.35,874
223,112,10000,Comedy|Music|Romance,Pitch Perfect ,12676,Ben Platt,4,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,USA,17000000,751,7.2,1.85,36000
50,108,973,Comedy|Drama|Romance|Sport,Summer Catch ,3344,Bruce Davison,2,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,USA,34000000,954,4.9,1.85,476
125,121,989,Crime|Drama|Thriller,A Simple Plan ,2365,Chelcie Ross,1,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,UK,17000000,888,7.5,1.85,0
81,89,1000,Horror|Mystery|Thriller,They ,4060,Marc Blucas,0,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,USA,17000000,982,4.8,2.35,814
37,89,690,Comedy|Romance,Larry the Cable Guy: Health Inspector ,2135,Megyn Price,2,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,USA,4000000,400,3.1,1.33,110
44,73,1000,Adventure|Comedy|Family|Fantasy|Musical,The Adventures of Elmo in Grouchland ,2020,Caroll Spinney,0,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,USA,17000000,436,5.8,1.85,339
197,132,3000,Crime|Drama|Thriller,Brooklyn's Finest ,6317,Armando Riesco,1,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,USA,17000000,960,6.7,2.35,4000
15,154,715,Action|Adventure|Drama|History|War,55 Days at Peking ,1567,John Ireland,3,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,USA,9000000,490,6.8,2.2,419
543,96,394,Horror,Evil Dead ,673,Ellen Sandweiss,0,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,USA,17000000,150,6.5,2.35,70000
112,98,567,Comedy|Romance,My Life in Ruins ,2016,Rachel Dratch,1,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,USA,17000000,503,5.9,1.85,0
153,107,2000,Comedy|Music,American Dreamz ,5992,Chris Klein,6,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,USA,19000000,2000,5.5,1.85,300
94,134,1000,Action|Adventure|Family|Sci-Fi,Superman IV: The Quest for Peace ,3007,William Hootkins,6,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,UK,17000000,593,3.6,2.35,1000
62,94,328,Drama,How She Move ,760,Conrad Coates,0,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,Canada,,122,3.3,1.85,238
157,122,23000,Action|Crime|Drama|Thriller,Running Scared ,27381,Ivana Milicevic,2,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,Germany,17000000,979,7.4,2.35,0
35,128,767,Biography|Drama|Romance|Sport,Bobby Jones: Stroke of Genius ,1727,Paul Freeman,3,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,USA,,327,6.7,2.35,352
21,97,400,Adventure|Crime|Drama|Romance,Shanghai Surprise ,805,Clyde Kusatsu,0,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,UK,17000000,193,3.0,1.85,154
236,110,3000,Drama|Mystery|Romance|Thriller,The Illusionist ,4210,Jake Wood,3,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,USA,16000000,979,7.6,1.85,15000
50,102,634,Adventure|Horror|Thriller,Roar ,1262,Zakes Mokae,0,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,USA,17000000,537,6.4,2.35,0
106,98,214,Biography|Crime|Drama|Thriller,Veronica Guerin ,409,Gerard McSorley,1,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,Ireland,17000000,96,6.9,2.35,0
106,120,14000,Crime|Drama|Romance|Thriller,Escobar: Paradise Lost ,14492,Carlos Bardem,1,http://www.imdb.com/title/tt2515030/?ref_=fn_tt_tt_1,France,17000000,287,6.6,,0
173,160,1000,Comedy|Mystery|Sci-Fi|Thriller,Southland Tales ,2340,Chris Andrew Ciulla,6,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,France,17000000,876,5.5,2.35,0
41,80,677,Adventure|Animation|Family|Fantasy,Dragon Hunters ,1364,Mary Mouser,0,http://www.imdb.com/title/tt0944834/?ref_=fn_tt_tt_1,France,11000000,262,6.6,,0
41,91,669,Sci-Fi,Damnation Alley ,1769,Paul Winfield,0,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,USA,17000000,642,5.2,2.35,903
145,83,465,Horror|Thriller,The Apparition ,730,Tim Williams,1,http://www.imdb.com/title/tt1433822/?ref_=fn_tt_tt_1,USA,17000000,152,4.1,2.35,0
31,102,3000,Comedy|Drama|Family|Romance,My Girl ,5433,Griffin Dunne,1,http://www.imdb.com/title/tt0102492/?ref_=fn_tt_tt_1,USA,16500000,2000,6.8,1.85,0
105,122,21000,Biography|Drama|Romance,Fur: An Imaginary Portrait of Diane Arbus ,25173,Matt Servitto,2,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,USA,16800000,3000,6.5,1.85,0
236,110,3000,Drama|Mystery|Romance|Thriller,The Illusionist ,4210,Jake Wood,3,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,USA,16000000,979,7.6,1.85,15000
114,126,826,Crime|Drama,Wall Street ,1607,James Karen,2,http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1,USA,15000000,508,7.4,1.85,0
69,136,25000,Drama|Romance,Sense and Sensibility ,41059,Tom Wilkinson,2,http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1,USA,16500000,14000,7.7,1.85,0
150,120,11000,Biography|Drama|Romance,Becoming Jane ,12554,Laurence Fox,1,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,UK,16500000,838,7.1,2.35,0
72,108,714,Comedy|Romance,Sydney White ,2785,Samm Levine,2,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,USA,16500000,701,6.3,2.35,0
158,126,638,Drama,House of Sand and Fog ,2282,Ron Eldard,0,http://www.imdb.com/title/tt0315983/?ref_=fn_tt_tt_1,USA,15000000,624,7.6,1.85,0
96,128,49000,Comedy|Drama,Dead Poets Society ,51609,Kurtwood Smith,0,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,USA,16400000,1000,8.0,1.85,23000
84,113,879,Comedy,Dumb & Dumber ,2985,Teri Garr,2,http://www.imdb.com/title/tt0109686/?ref_=fn_tt_tt_1,USA,16000000,854,7.3,1.85,0
114,89,227,Comedy|Drama|Romance,When Harry Met Sally... ,485,Harley Jane Kozak,0,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,USA,16000000,73,7.6,1.85,0
79,129,844,Drama,The Verdict ,2330,Jack Warden,0,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,USA,16000000,617,7.8,1.85,0
103,94,1000,Comedy,Road Trip ,3889,Paulo Costanzo,5,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,USA,15600000,490,6.5,1.85,0
67,106,23000,Comedy|Drama|Romance|Sport,Varsity Blues ,23369,Mark Walters,0,http://www.imdb.com/title/tt0139699/?ref_=fn_tt_tt_1,USA,16000000,255,6.4,1.85,0
576,100,996,Comedy|Drama|Romance,The Artist ,4606,Beth Grant,0,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,France,15000000,897,8.0,1.33,30000
178,89,10000,Drama|Fantasy|Horror|Mystery|Thriller,The Unborn ,12183,Rachel Brosnahan,1,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,USA,16000000,787,4.8,2.35,0
487,94,13000,Adventure|Comedy|Drama|Romance,Moonrise Kingdom ,27911,Bob Balaban,2,http://www.imdb.com/title/tt1748122/?ref_=fn_tt_tt_1,USA,16000000,13000,7.8,1.85,71000
196,83,20000,Horror,The Texas Chainsaw Massacre: The Beginning ,26402,Lew Temple,0,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,USA,16000000,4000,5.9,1.85,0
24,111,241,Drama,The Young Messiah ,824,Finn Ireland,0,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,USA,18500000,118,5.4,2.35,0
56,80,911,Comedy|Family,The Master of Disguise ,3058,James Brolin,2,http://www.imdb.com/title/tt0295427/?ref_=fn_tt_tt_1,USA,16000000,521,3.3,1.85,1000
406,112,634,Drama|Fantasy|War,Pan's Labyrinth ,1322,Sergi López,0,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,Spain,13500000,269,8.2,1.85,27000
3,60,1000,Drama|Fantasy|Mystery|Thriller,The Messengers             ,4561,Riley Smith,0,http://www.imdb.com/title/tt3513704/?ref_=fn_tt_tt_1,USA,,921,6.6,16.0,0
51,94,1000,Action|Comedy|Crime|Family,See Spot Run ,4194,Paul Sorvino,0,http://www.imdb.com/title/tt0250720/?ref_=fn_tt_tt_1,USA,35000000,1000,5.4,1.85,393
41,130,939,Crime|Drama|Romance|Thriller,Baby Boy ,3107,Angell Conwell,2,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,USA,16000000,881,6.4,1.85,1000
138,91,3000,Drama|Horror|Thriller,The Roommate ,5349,Frances Fisher,1,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,USA,16000000,1000,4.8,2.35,0
78,91,861,Adventure|Comedy|Drama,Joe Dirt ,2543,Fred Ward,0,http://www.imdb.com/title/tt0245686/?ref_=fn_tt_tt_1,USA,17700000,593,5.9,1.85,0
40,110,633,Action|Crime,Double Impact ,874,Kamel Krifa,2,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,USA,15000000,67,5.5,1.85,0
285,121,175,Action|Comedy|Mystery,Hot Fuzz ,485,Billie Whitelaw,1,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,UK,8000000,115,7.9,2.35,17000
124,114,851,Comedy|Drama,The Women ,3485,Debra Messing,4,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,USA,16500000,680,4.9,1.85,0
275,96,19000,Drama|Romance,Vicky Cristina Barcelona ,19894,Christopher Evan Welch,0,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,Spain,15500000,581,7.2,1.85,14000
34,270,908,Action|Adventure|Drama|Romance|War,Arn: The Knight Templar ,2762,Vincent Perez,1,http://www.imdb.com/title/tt0837106/?ref_=fn_tt_tt_1,Sweden,25000000,690,6.6,2.35,0
81,100,15000,Comedy,Bad Moms ,18786,Jada Pinkett Smith,9,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,USA,20000000,1000,6.7,,18000
67,94,3000,Comedy|Drama|Romance,Boys and Girls ,3451,Tsianina Joelson,3,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,USA,16000000,240,5.3,1.85,487
103,109,835,Drama,White Oleander ,2572,Marc Donato,0,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,USA,16000000,787,7.2,1.85,0
300,107,24000,Comedy|Fantasy|Horror,Jennifer's Body ,24805,Cynthia Stevenson,1,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,USA,16000000,396,5.1,1.85,6000
84,96,8000,Comedy|Crime|Mystery,Drowning Mona ,11078,Tracey Walter,0,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,USA,16000000,2000,5.6,1.85,492
