director_name,num_critic_for_reviews,actor_3_facebook_likes,gross,actor_1_name,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio
Bill Paxton,161,303,13103828,Matthew McConaughey,Matt O'Leary,0,http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1,463,English,R,11000000,472,7.3,1.85
Simon Curtis,203,553,33305037,Ryan Reynolds,Elizabeth McGovern,2,http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,147,English,PG-13,11000000,638,7.3,2.35
Bill Condon,188,812,10214647,Liam Neeson,Dylan Baker,0,http://www.imdb.com/title/tt0362269/?ref_=fn_tt_tt_1,204,English,R,11000000,1000,7.1,2.35
Sam Raimi,221,795,11501093,Patricia Tallman,Embeth Davidtz,0,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,604,English,R,13000000,888,7.6,1.85
Dewey Nicks,66,424,4814244,Jaime King,Jim Rash,4,http://www.imdb.com/title/tt0240900/?ref_=fn_tt_tt_1,107,English,R,11000000,448,5.3,1.85
Lasse Hallström,80,472,9170214,Johnny Depp,Kevin Tighe,1,http://www.imdb.com/title/tt0108550/?ref_=fn_tt_tt_1,292,English,PG-13,11000000,29000,7.8,1.85
Philip Saville,25,109,4068087,Henry Ian Cusick,Scott Handy,1,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,74,English,PG-13,17000000,147,7.7,1.85
Mike Leigh,169,579,3753806,Eddie Marsan,Imelda Staunton,1,http://www.imdb.com/title/tt0383694/?ref_=fn_tt_tt_1,165,English,R,11000000,594,7.7,1.85
Daisy von Scherler Mayer,70,183,3034181,Michael McKean,Jimi Mistry,3,http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1,128,English,R,11000000,463,5.4,1.85
Mira Nair,15,787,2832826,Anjelica Huston,Vincent Gallo,2,http://www.imdb.com/title/tt0114113/?ref_=fn_tt_tt_1,19,English,R,11000000,979,6.2,1.85
Ethan Coen,535,272,13214255,Justin Timberlake,Alex Karpovsky,1,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1,313,English,R,11000000,275,7.4,1.85
Tim Blake Nelson,92,697,16017403,Mekhi Phifer,John Heard,2,http://www.imdb.com/title/tt0184791/?ref_=fn_tt_tt_1,153,English,R,5000000,835,6.2,1.85
William A. Graham,14,40,2807854,Milla Jovovich,Lisa Pelikan,1,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,English,PG-13,11000000,163,5.1,1.85
Martin Ritt,13,104,,Frank Finlay,Samantha Eggar,0,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,36,English,PG,11000000,275,6.9,2.35
John Turturro,87,776,540085,Kate Winslet,Eddie Izzard,0,http://www.imdb.com/title/tt0368222/?ref_=fn_tt_tt_1,69,English,R,,12000,6.3,2.35
Agnieszka Holland,78,22,352786,Phyllida Law,Angus Barnett,0,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86,English,PG-13,11000000,35,6.8,2.35
Tobe Hooper,223,723,76600000,Heather O'Rourke,Craig T. Nelson,0,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,321,English,PG,10700000,770,7.4,2.35
Rowan Joffe,136,405,,Sam Riley,Geoff Bell,2,http://www.imdb.com/title/tt1233192/?ref_=fn_tt_tt_1,59,English,R,12000000,641,5.7,2.35
David Hackl,160,357,56729973,Julie Benz,Scott Patterson,0,http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1,262,English,R,10800000,723,5.8,1.85
Giuliano Montaldo,28,199,,John Cassavetes,Britt Ekland,0,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,12,English,GP,,545,6.2,2.35
Lisa Azuelos,54,19,,Nora Dunn,Alix Freihage,1,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,111,English,PG-13,11000000,79,4.3,2.35
Ray Lawrence,75,48,399879,John Howard,Max Cullen,2,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115,English,R,15000000,71,6.4,2.35
Karan Johar,20,860,3275443,Shah Rukh Khan,Preity Zinta,2,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264,Hindi,R,700000000,1000,6.0,2.35
Oliver Parker,105,327,18535191,Minnie Driver,Jeremy Northam,3,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,132,English,PG-13,14000000,692,6.9,1.85
Ruairi Robinson,120,507,23838,Romola Garai,Tom Cullen,0,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,English,R,7000000,766,5.5,2.35
Jaume Balagueró,108,132,22160085,Lena Olin,Francesc Pagès,0,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,English,PG-13,10600000,451,5.4,2.35
Stanley Kubrick,285,73,56715371,Keir Dullea,Glenn Beck,0,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1736,English,G,12000000,117,8.3,2.2
Steven Spielberg,215,548,434949459,Henry Thomas,Peter Coyote,0,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,515,English,PG,10500000,725,7.9,1.85
Jon Kasdan,81,499,11043445,Kristen Stewart,Dustin Milligan,0,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74,English,PG-13,10000000,1000,6.5,2.35
Léa Pool,17,194,,William Hurt,Raoul Max Trujillo,1,http://www.imdb.com/title/tt0313300/?ref_=fn_tt_tt_1,28,English,PG,12500000,450,6.3,1.85
Floyd Mutrux,5,327,125169,Ricky Schroder,Seymour Cassel,2,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,31,English,R,10500000,446,6.4,
,3,44,,Antonia Thomas,Hannah Britland,3,http://www.imdb.com/title/tt4051832/?ref_=fn_tt_tt_1,18,English,,,102,7.9,
Sajid Khan,10,119,1165104,Arjun Rampal,Riteish Deshmukh,5,http://www.imdb.com/title/tt1573072/?ref_=fn_tt_tt_1,43,Hindi,,,154,5.3,
Christopher Cain,43,258,1066555,Jon Gries,Trent Ford,0,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,111,,R,11000000,362,5.8,1.85
Dean Wright,43,280,5669081,Santiago Cabrera,Catalina Sandino Moreno,1,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57,Spanish,R,10818775,377,6.6,2.35
Eric Lartigau,94,24,,Karin Viard,François Damiens,4,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,27,French,,11000000,29,7.4,1.85
Gus Van Sant,161,893,138339411,Robin Williams,Minnie Driver,2,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,682,English,R,10000000,13000,8.3,1.85
Shintaro Shimosawa,38,571,,Al Pacino,Glen Powell,3,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,50,English,R,11000000,12000,5.3,2.35
Darren Lynn Bousman,210,482,80150343,Costas Mandylor,Leigh Whannell,0,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,614,English,R,10000000,651,6.2,1.85
Ivan Reitman,52,901,85300000,Bill Murray,Judge Reinhold,1,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,134,English,R,10000000,11000,6.9,1.85
Peyton Reed,139,229,68353550,Kirsten Dunst,Clare Kramer,1,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,385,English,PG-13,10000000,464,5.9,1.85
James DeMonaco,165,393,78845130,Frank Grillo,Mykelti Williamson,1,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,94,English,R,10000000,465,6.1,2.35
Robert Iscove,96,1000,63319509,Paul Walker,Kieran Culkin,2,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,389,English,PG-13,10000000,1000,5.8,1.85
Lee Daniels,323,736,47536959,Mo'Nique,Mariah Carey,0,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,English,R,10000000,906,7.3,1.85
Darren Lynn Bousman,190,448,63270259,Costas Mandylor,Angus Macfadyen,0,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,319,English,R,10000000,651,5.9,1.85
Geoffrey Sax,173,368,55865715,Deborah Kara Unger,Mike Dopud,0,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,English,PG-13,10000000,392,5.5,2.35
Tyler Perry,46,685,63231524,Boris Kodjoe,Blair Underwood,4,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,137,English,PG-13,6000000,907,5.0,1.85
Martin Scorsese,59,638,52293982,Tom Cruise,Mary Elizabeth Mastrantonio,1,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115,English,R,13800000,970,7.0,1.85
Ken Annakin,53,196,,Richard Burton,Eddie Albert,3,http://www.imdb.com/title/tt0056197/?ref_=fn_tt_tt_1,192,English,G,10000000,249,7.8,2.35
Stephen Herek,22,577,50752337,Lane Smith,Elden Henson,8,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,46,English,PG,10000000,613,6.4,1.85
Takashi Shimizu,203,634,110175871,Sarah Michelle Gellar,Ted Raimi,0,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,911,English,PG-13,10000000,1000,5.9,1.85
Dennis Dugan,77,491,38624000,Adam Sandler,Frances Bay,1,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,289,English,PG-13,12000000,503,7.0,1.85
Victor Salva,190,270,37470017,Eileen Brennan,Jonathan Breck,0,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,985,English,R,10000000,322,6.1,1.85
Stephen Herek,81,730,40485039,Keanu Reeves,Al Leong,6,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,181,English,PG,10000000,769,6.9,2.35
Carol Reed,56,139,16800000,Oliver Reed,Jack Wild,1,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,138,English,G,10000000,275,7.5,2.35
John Madden,264,186,46377022,Tom Wilkinson,Celia Imrie,3,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,266,English,PG-13,10000000,400,7.3,2.35
Chuck Sheetz,44,345,36696761,Diedrich Bader,Dabney Coleman,0,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,38,English,G,23000000,563,6.5,1.85
George Miller,117,60,36200000,Tina Turner,Angelo Rossitto,2,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,193,English,PG-13,12305523,531,6.2,2.35
Mark L. Lester,124,581,,Bill Duke,Rae Dawn Chong,0,http://www.imdb.com/title/tt0088944/?ref_=fn_tt_tt_1,437,English,R,10000000,745,6.7,1.85
William Brent Bell,159,130,35794166,Lauren Cohan,Stephanie Lemelin,0,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,155,English,PG-13,10000000,334,6.0,2.35
John Erick Dowdle,273,816,33583175,Bojana Novakovic,Geoffrey Arend,0,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,319,English,PG-13,10000000,904,6.3,2.35
Marcus Raboy,26,615,32983713,John Witherspoon,Katt Williams,0,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,66,English,R,20000000,706,5.8,1.85
Leigh Whannell,242,482,52200504,Lin Shaye,Leigh Whannell,0,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,183,English,PG-13,10000000,542,6.1,2.35
Michael Schultz,55,619,33000000,Mike Starr,Keshia Knight Pulliam,1,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,109,English,PG-13,10000000,841,6.9,1.85
Guy Ritchie,151,1000,30093107,Jason Statham,Jason Flemyng,6,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,726,English,R,6000000,11000,8.3,1.85
Brett Leonard,48,120,32101000,Jeff Fahey,Troy Evans,0,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,96,English,R,10000000,211,5.4,1.85
Peter Sollett,166,617,31487293,Ari Graynor,Aaron Yoo,2,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,129,English,PG-13,9000000,715,6.7,1.85
Kevin Smith,206,769,30651422,Matt Damon,George Carlin,8,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,1015,English,R,10000000,1000,7.4,2.35
Bob Dolman,92,73,30306281,Erika Christensen,Sal Lopez,2,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,147,English,R,10000000,797,5.6,2.35
Joe Dante,78,257,29500000,Albert Brooks,Vic Morrow,0,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121,English,PG,10000000,730,6.5,1.85
Rowdy Herrington,83,466,30050028,Ben Gazzara,Kelly Lynch,1,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,201,English,R,17000000,472,6.5,2.35
Keenen Ivory Wayans,8,534,29392418,Jada Pinkett Smith,Charles S. Dutton,2,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,26,English,R,10000000,543,5.8,1.85
John Polson,86,782,28563926,Erika Christensen,Jason Ritter,0,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,217,English,PG-13,8500000,855,5.0,2.35
Greg Coolidge,85,534,28435406,Dane Cook,Jessica Simpson,2,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151,English,PG-13,12000000,809,5.5,1.85
Harry Elfont,76,678,25339117,Ethan Embry,Charlie Korsmo,4,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,247,English,PG-13,10000000,945,6.5,1.85
Francis Ford Coppola,60,699,25600000,Tom Cruise,Tom Waits,0,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308,English,PG-13,10000000,919,7.2,2.35
David Lowery,78,190,,Bryce Dallas Howard,Isiah Whitlock Jr.,0,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,6,English,PG,65000000,424,7.3,2.35
David Cronenberg,112,275,,Tom Skerritt,Anthony Zerbe,0,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1,182,English,R,10000000,278,7.2,1.85
Ciarán Foy,189,220,27736779,Laila Haley,Jaden Klein,0,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,126,English,R,10000000,412,5.2,2.35
Salim Akil,82,706,24397469,Omari Hardwick,Mike Epps,7,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,48,English,PG-13,17000000,876,5.7,2.35
Jamie Blanks,120,448,20384136,Marley Shelton,Johnny Whitworth,1,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,371,English,R,10000000,533,4.7,2.35
Olatunde Osunsanmi,183,242,25464480,Milla Jovovich,Hakeem Kae-Kazim,0,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,330,English,PG-13,10000000,537,5.9,2.35
Robert Altman,211,718,20338609,Meryl Streep,Lily Tomlin,8,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,280,English,PG-13,10000000,912,6.8,2.35
Leon Ichaso,14,338,18272447,Khandi Alexander,Steve Harris,1,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,35,English,R,10000000,475,5.9,1.85
Joseph Zito,54,53,,Billy Drago,Eddie Jones,1,http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1,90,English,R,10000000,324,5.3,1.85
Malcolm D. Lee,55,826,17378977,Jurnee Smollett-Bell,Shad Moss,0,http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1,75,English,PG-13,,918,6.0,2.35
Wes Anderson,179,766,17096053,Bill Murray,Olivia Williams,2,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,640,English,R,9000000,933,7.7,2.35
Colin Strause,221,861,21371425,David Zayas,Brittany Daniel,0,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,944,English,PG-13,10000000,927,4.4,2.35
John Madden,158,111,33071558,Tina Desai,Ronald Pickup,6,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,100,English,PG,10000000,186,6.6,2.35
Patricia Rozema,73,558,17655201,Julia Ormond,Willow Smith,1,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,24,English,G,10000000,624,6.7,1.85
Mark Rosman,65,804,16247775,Ben Feldman,Vanessa Lengies,3,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,104,English,PG,25000000,962,5.5,1.85
Spike Lee,23,203,16153600,Denzel Washington,Charlie Murphy,1,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,30,English,R,10000000,269,6.5,1.85
Steve Oedekerk,63,39,16033556,Steve Oedekerk,Jennifer Tung,1,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,518,English,PG-13,10000000,67,6.2,2.35
Ron Underwood,132,536,16667084,Reba McEntire,Michael Gross,0,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,248,English,PG-13,11000000,610,7.1,1.85
Rob Schmidt,191,648,15417771,Kevin Zegers,Julian Richings,1,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540,English,R,12600000,683,6.1,1.85
Walter Hill,52,695,,Dennis Quaid,Randy Quaid,0,http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1,78,English,R,10000000,926,7.1,1.85
James Foley,91,45,15156200,Byron Mann,Kim Chan,2,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,131,English,R,30000000,218,6.0,2.35
Jeff Nichols,368,820,21589307,Matthew McConaughey,Sam Shepard,1,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,261,English,PG-13,10000000,1000,7.4,2.35
Robert Ben Garant,89,307,20339754,Wendi McLendon-Covey,Carlos Alazraqui,2,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,73,English,R,10000000,651,5.9,1.85
Morgan Spurlock,83,547,28873374,Harry Styles,Niall Horan,11,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68,English,PG,10000000,734,4.1,1.85
Neal Brennan,83,503,15102127,Rob Riggle,Charles Napier,5,http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1,59,English,R,,700,5.8,1.85
Tuck Tucker,33,636,13684949,Jennifer Jason Leigh,Paul Sorvino,0,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,43,English,PG,3000000,811,5.9,1.85
Simon Curtis,386,918,14597405,Eddie Redmayne,Julia Ormond,1,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216,English,R,6400000,2000,7.0,2.35
Richard Shepard,191,442,12570442,Adam Scott,Hope Davis,0,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,234,English,R,10000000,497,6.8,2.35
Theodore Witcher,16,582,12514138,Leonard Roberts,Larenz Tate,0,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,28,English,R,10000000,826,7.4,1.85
Joel Edgerton,297,458,43771291,Busy Philipps,Wendell Pierce,1,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279,English,R,5000000,562,7.1,2.35
Jim Hanon,47,30,11703287,Chase Ellison,Jack Guzman,3,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,148,English,PG-13,10000000,232,7.0,2.35
Tommy O'Haver,63,869,11560259,Mila Kunis,Carmen Electra,1,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,180,English,PG-13,22000000,4000,5.8,2.35
Mike Judge,144,759,10824921,Gary Cole,Diedrich Bader,0,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,621,English,R,10000000,939,7.8,1.85
Michael Patrick Jann,77,551,10561238,Kirsten Dunst,Ellen Barkin,0,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,321,English,PG-13,10000000,980,6.5,1.85
Tim Burton,325,309,14479776,Christoph Waltz,Jon Polito,3,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,147,English,PG-13,10000000,430,7.0,1.85
Peter Berg,100,711,9801782,Jon Favreau,Jeanne Tripplehorn,0,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,481,English,R,10000000,796,6.3,1.85
Joe Nussbaum,52,2000,8070311,Steve Carell,Hunter Parrish,9,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,75,English,PG,10000000,2000,5.3,1.85
Brian De Palma,98,298,,Melanie Griffith,Gregg Henry,0,http://www.imdb.com/title/tt0086984/?ref_=fn_tt_tt_1,178,English,R,10000000,376,6.8,1.85
Jorma Taccone,163,472,8460995,Jasper Cole,Powers Boothe,3,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,125,English,R,10000000,622,5.5,2.35
Stephen Frears,137,250,8111360,Sophie Okonedo,Sergi López,1,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,203,English,R,10000000,372,7.4,1.85
Elizabeth Banks,180,3000,8828771,Hugh Jackman,Seth MacFarlane,10,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,352,English,R,6000000,14000,4.3,1.85
Florian Henckel von Donnersmarck,321,3000,67631157,Johnny Depp,Rufus Sewell,0,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,English,PG-13,100000000,11000,6.0,2.35
Jeff Lowell,100,655,7563670,Stephen Root,Wendi McLendon-Covey,0,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,53,English,PG-13,10000000,702,5.2,2.35
Lorene Scafaria,265,172,6619173,Steve Carell,Rob Huebel,2,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,221,English,R,10000000,353,6.7,2.35
Miguel Arteta,212,727,6857503,Kurtwood Smith,Alia Shawkat,1,http://www.imdb.com/title/tt1477837/?ref_=fn_tt_tt_1,85,English,R,,939,6.3,1.85
,68,476,,Michaela Conlin,Tamara Taylor,2,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1,173,English,TV-14,,722,7.9,1.78
Tony Kaye,162,602,6712241,Ethan Suplee,Stacy Keach,2,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,1420,English,R,7500000,816,8.6,1.85
Marcus Dunstan,147,444,6842058,Daniel Sharman,Lee Tergesen,0,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,99,English,R,10000000,581,6.1,2.35
Timothy Björklund,33,719,6491350,Nathan Lane,Jerry Stiller,0,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26,English,PG,10000000,808,5.8,1.85
François Girard,94,2,9473382,Johannes Silberschneider,Carlo Cecchi,3,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,247,French,R,10000000,3,7.7,1.85
David Lynch,143,201,6197866,Sissy Spacek,Everett McGill,0,http://www.imdb.com/title/tt0166896/?ref_=fn_tt_tt_1,414,English,G,10000000,262,8.0,2.35
Scott Kalvert,38,934,6044618,Norman Reedus,Frankie Muniz,1,http://www.imdb.com/title/tt0231448/?ref_=fn_tt_tt_1,92,English,R,10000000,11000,5.6,2.35
Jason Bateman,126,322,7764027,Beth Grant,Patricia Belcher,0,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,119,English,R,10000000,497,6.7,2.35
David Schwimmer,168,231,5998971,Dylan Moran,India de Beaufort,0,http://www.imdb.com/title/tt0425413/?ref_=fn_tt_tt_1,143,English,PG-13,,269,6.6,2.35
Allan Arkush,19,378,,Bernadette Peters,Christopher Guest,0,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,31,English,PG,10000000,695,4.2,2.35
Mike Binder,91,664,21569041,Jennifer Ehle,Jillian Estell,2,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,57,English,PG-13,9000000,837,6.6,2.35
Eric Bross,46,401,4356743,Jerry Stiller,Dave Foley,2,http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1,79,English,PG,16000000,405,4.1,1.85
Werner Herzog,198,294,5484375,Christian Bale,François Chau,0,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,205,English,PG-13,10000000,342,7.3,1.85
Dan Fogelman,139,970,5348317,Al Pacino,Melissa Benoist,0,http://www.imdb.com/title/tt1772288/?ref_=fn_tt_tt_1,100,English,R,10000000,3000,7.1,
Jay Duplass,182,581,4244155,Judy Greer,Rae Dawn Chong,5,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,112,English,R,10000000,616,6.5,1.85
Luca Guadagnino,181,72,5004648,Flavio Parenti,Alba Rohrwacher,1,http://www.imdb.com/title/tt1226236/?ref_=fn_tt_tt_1,114,Italian,R,10000000,110,7.0,1.85
John Putch,23,699,3333823,Robert Picardo,Esai Morales,0,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,122,English,PG-13,10000000,759,5.5,2.35
Peter Medak,30,541,3275585,Gary Oldman,Lena Olin,1,http://www.imdb.com/title/tt0107983/?ref_=fn_tt_tt_1,88,English,R,11500000,721,6.6,1.85
Steven Soderbergh,111,132,3193102,Peter Fonda,William Lucking,0,http://www.imdb.com/title/tt0165854/?ref_=fn_tt_tt_1,240,English,R,9000000,296,7.1,1.85
Paul Haggis,287,911,54557348,Don Cheadle,Jennifer Esposito,0,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,1624,English,R,6500000,912,7.9,2.35
Terence Davies,96,553,3041803,Eric Stoltz,Elizabeth McGovern,0,http://www.imdb.com/title/tt0200720/?ref_=fn_tt_tt_1,181,English,PG,10000000,576,7.1,2.35
Harley Cokeliss,27,311,3060858,Cliff Robertson,Dennis Burkley,4,http://www.imdb.com/title/tt0093483/?ref_=fn_tt_tt_1,37,English,R,10000000,324,5.6,1.85
Victor Salva,44,400,1055654,Scott Mechlowicz,Agnes Bruckner,1,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,175,English,PG-13,10000000,436,7.3,2.35
Tom Brady,49,269,2331318,Don Johnson,Nicholas Turturro,1,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,64,English,R,10000000,503,3.3,1.85
Spike Lee,57,851,2185266,Gillian White,Jada Pinkett Smith,0,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,186,English,R,10000000,975,6.5,1.85
Jason Zada,185,4,26583369,Eoin Macken,Gen Seto,1,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,127,English,PG-13,10000000,35,4.8,1.85
Franklin J. Schaffner,2,249,800000,Frank Langella,John Gielgud,0,http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1,21,English,PG,14000000,488,5.2,2.35
Noah Baumbach,270,64,7574066,Naomi Watts,Dree Hemingway,2,http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1,96,English,R,10000000,139,6.3,1.85
Chris Weitz,94,221,1754319,Demián Bichir,Robert Peters,0,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,81,English,PG-13,10000000,252,7.2,1.85
David Cronenberg,157,258,1641788,Miranda Richardson,Lynn Redgrave,0,http://www.imdb.com/title/tt0278731/?ref_=fn_tt_tt_1,213,English,R,8000000,387,6.8,1.78
Eric Blakeney,49,826,1631839,Liam Neeson,Mitch Pileggi,0,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,91,English,R,10000000,1000,5.7,1.85
Douglas McGrath,80,1000,1309849,Charlie Hunnam,Jim Broadbent,1,http://www.imdb.com/title/tt0309912/?ref_=fn_tt_tt_1,103,English,PG,10000000,11000,7.2,2.35
